[00:00.000 --> 00:02.000]  ["Pomp and Circumstance"]
[1:29:45.740 --> 1:29:54.740]  Most refreshing water to your home by ordering the Alexa pure water filtration system today from infowarstore.com
[1:29:55.740 --> 1:29:57.740]  infowarstore.com
[1:29:58.240 --> 1:30:00.740]  Other systems just don't compare
[1:30:00.740 --> 1:30:10.740]  You're listening to the Alex Jones show
[1:30:18.740 --> 1:30:23.740]  The answer to 1984 is 1776
[1:30:23.740 --> 1:30:30.740]  You know, I decided to just go ahead and get rid of my regular radio microphone the rest of the week. I'm gonna wear this wireless
[1:30:31.740 --> 1:30:38.740]  Because I'm gonna be getting up with charts and guests and I'm gonna be standing on my head figuratively doing a lot of stuff here
[1:30:39.740 --> 1:30:46.740]  Big article up on infowarstore.com. Here's why liberals are buying guns. Guns sales up nearly 135% in July
[1:30:46.740 --> 1:30:54.740]  Matching the nationwide average increase of crime 135% funny how that works and all the liberals I know
[1:30:55.740 --> 1:31:01.740]  That I know personally have come to me and apologized and said look I was an old-fashioned Democrat
[1:31:02.740 --> 1:31:09.740]  I bought into the propaganda. I know they're evil now. No Republicans aren't perfect, but I understand that they're really truly evil and bad and I bought a gun
[1:31:09.740 --> 1:31:15.740]  And these are black people. These are white people. These are Hispanic folks
[1:31:18.740 --> 1:31:20.740]  And they just get it
[1:31:22.740 --> 1:31:25.740]  I'm gonna leave it at that they understand that
[1:31:26.740 --> 1:31:33.740]  Trump is the populist and that this country is under attack and the people trying to take it over do not want to empower people
[1:31:33.740 --> 1:31:35.740]  They want to enslave them
[1:31:35.740 --> 1:31:40.740]  Now I've been particularly wound up today and I've been a jerk behind the scenes, so I apologize the crew on here
[1:31:42.740 --> 1:31:47.740]  But I just got distracted today because I'm just so ready for this show so ready to cover all those
[1:31:48.740 --> 1:31:51.740]  And then my son's up here and Ted Anderson and I'm trying to work with again a great guy
[1:31:52.740 --> 1:31:59.740]  He's here and it's just there's all this stuff unfolding. I'm not complaining. It's just I get why the average person just tunes out politics
[1:31:59.740 --> 1:32:04.740]  As you know, it's corrupt. You know, it's out of control. What are you gonna do about it?
[1:32:04.740 --> 1:32:09.740]  And if you focus on it, it takes your life over like let me tell you I used to love football
[1:32:10.740 --> 1:32:17.740]  Basketball baseball my mom was a basketball fan and football fan, but I grew up with her
[1:32:18.740 --> 1:32:24.740]  Wasn't a big TV person, but when the Celtics were on man, she was in there watching and I'd sit there while you know
[1:32:24.740 --> 1:32:29.740]  She cooked dinner after dinner whatever you're watching the Celtics might have would be offering the book and you know Dallas Cowboys
[1:32:29.740 --> 1:32:36.740]  Every Sunday around the TV with a party at the house and I knew about the Dallas Cowboys and the Pittsburgh Steelers and the Washington Redskins
[1:32:36.740 --> 1:32:45.740]  And the and the and I knew how much this football player weighed and what he ran the hundred in and I and the last time I got caught up in sports
[1:32:45.740 --> 1:32:53.740]  When the Red Sox went to the World Series and I ended up going down to a bar almost every night with one of my buddies feel my buddies and
[1:32:53.740 --> 1:33:00.740]  Eating food and drinking and having a great time and that was when I actually started drinking more heavily was when the Red Sox with the World Trade
[1:33:00.740 --> 1:33:04.740]  To the World Series not even a huge Red Sox fan was just really good baseball
[1:33:04.740 --> 1:33:14.740]  So I get why people don't want to tune into politics because if you learn about it then you get obsessed with it like sports
[1:33:14.740 --> 1:33:18.740]  But then the people that got obsessed with sports
[1:33:18.740 --> 1:33:24.740]  Now it's become political so you can't even hide there see how it works
[1:33:24.740 --> 1:33:35.740]  With the take of the knee and the Black Lives Matter and the Antifa crap and won't criticize China that's got millions in slave labor camps but America sucks
[1:33:35.740 --> 1:33:40.740]  And so really I get it
[1:33:40.740 --> 1:33:51.740]  There's nothing I want more than to run to some little cabin in the woods and just say screw it let somebody else deal with it and go to town once a week
[1:33:51.740 --> 1:34:00.740]  And just go for hikes with my dogs and my kids and but you know what they're coming to your little cabin in the woods
[1:34:00.740 --> 1:34:10.740]  They're not going to leave anybody alone I think everybody's got that now including me and there's this sick feeling in me now that I'm going to have to do something
[1:34:10.740 --> 1:34:14.740]  Because I've tried to do a lot with information
[1:34:14.740 --> 1:34:22.740]  But the minute they come at you and say you can't have a driver's license or fly on a plane or have a job or go into a store
[1:34:22.740 --> 1:34:32.740]  Unless you take this inoculation that they admit is deadly and that is run by a guy that says he wants to depopulate and he's not a doctor he's not my doctor
[1:34:32.740 --> 1:34:37.740]  So I ask the listeners right now I'm going to take your calls
[1:34:37.740 --> 1:34:51.740]  Bill Gates of the depopulation agenda he represents what do we do about them because finally today this morning my psyche clicked into gear about maybe I can't fix this with information
[1:34:51.740 --> 1:34:57.740]  And then the problem was I'm not somebody trying to be big and mean and powerful
[1:34:57.740 --> 1:35:14.740]  I'm trying to fix things but when that gears finally clicked in the place that gear is just saying you want to kill me and ain't going to happen you're the one that's going to pay
[1:35:14.740 --> 1:35:18.740]  And they know what they're doing because they know they're losing so they're pushing us in this position
[1:35:18.740 --> 1:35:27.740]  We need to be like Jesus and those that copied him Mahatma Gandhi and Martin Luther King we need to not be violent offensively at this point
[1:35:27.740 --> 1:35:36.740]  But we better be active politically, spiritually, economically and culturally really aggressively right now because we're under physical assault
[1:35:36.740 --> 1:35:43.740]  And we're being oppressed and we better start doing civil disobedience
[1:35:43.740 --> 1:35:51.740]  That don't mean burning down the police station or beating up innocent people that means going into places without masks that means going into parks they've closed
[1:35:51.740 --> 1:36:00.740]  That means going to these globalist houses that means filing lawsuits that means get aggressive
[1:36:00.740 --> 1:36:09.740]  I apologize the crew behind the scenes I'm a little bit radioactive today and it's because I am radioactive ladies and gentlemen
[1:36:09.740 --> 1:36:17.740]  Any time I start sweating everybody knows that would be a good rant Jones is on today because it's literally my body starts counting down
[1:36:17.740 --> 1:36:25.740]  And starts making me like think about this and think how I do this and how I do that and it's just like wargaming at all and it's scary folks
[1:36:25.740 --> 1:36:33.740]  But I know you're all doing the same thing and we just really need to try to fix this as peacefully as possible
[1:36:33.740 --> 1:36:40.740]  I have a plug today I've been too upset you believe what we're doing in fullwarstore.com great products blow you away
[1:36:40.740 --> 1:36:51.740]  Let's go to the calls here we got Michael, Alex, Brian, Don, Jacob, Joseph, Shannon, Duncan, Oak, Shalim I always say is not name wrong I'm barely speaking English
[1:36:51.740 --> 1:36:53.740]  We'll go to everybody
[1:36:53.740 --> 1:37:03.740]  But what do we do when we're under assault what do you do when they're coming physically for you and locking you down and carrying out a again a dystopic nightmare on you
[1:37:03.740 --> 1:37:13.740]  What do you do at that point because Bill Gates wants powerful physical control over your body he wants that metaphysical control to not just rape you
[1:37:13.740 --> 1:37:25.740]  And physically spiritually get power over you he's got a vaccine that reprograms your very cells he's going to rape your ancestors and your very DNA and he's giggling and laughing about it
[1:37:25.740 --> 1:37:33.740]  And hiding in plain view and having all this media he bought and paid for sit there and say that you deserve it
