[00:00:01.957 --> 00:00:03.658]  Another world.
[01:18:03.733 --> 01:18:14.158]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[01:18:15.058 --> 01:18:19.859]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[01:18:19.859 --> 01:18:28.262]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[01:18:28.262 --> 01:18:35.984]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[01:18:35.984 --> 01:18:37.925]  Wake up refreshed and take on the day.
[01:18:38.425 --> 01:18:46.352]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[01:18:46.352 --> 01:18:50.056]  Get the sleep you deserve and experience the power of knockout.
[01:18:50.056 --> 01:18:54.420]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[01:18:54.420 --> 01:18:55.861]  That's InfoWarsLife.com
[01:18:58.083 --> 01:18:59.444]  We knew it was coming.
[01:18:59.444 --> 01:19:00.885]  The whole thing was formulaic.
[01:19:00.885 --> 01:19:13.753]  First demonize InfoWars, lie about us, build a strawman, then sue us to add credibility to that, then have a few fake strikes on YouTube and Facebook with nebulous terms like bullying children and Islamophobia.
[01:19:14.133 --> 01:19:25.182]  And then voila, two weeks later, ban InfoWars completely off of dozens of major platforms where we were all in the top five or top ten news feeds.
[01:19:25.182 --> 01:19:34.070]  Go to InfoWars.com forward slash show, subscribe to the free podcast, just click on the link, whatever you're subscribing to your podcast in, it'll pop up there.
[01:19:34.750 --> 01:19:44.196]  It's also critical to go to InfoWars.com forward slash newsletter and give us your email so that we can stay in contact with you and send you videos and articles on our own platform.
[01:19:44.196 --> 01:19:56.323]  But whatever you do, tell folks about InfoWars.com, how they can download the free Android and iPhone apps, how they can then reach out to others with the information and point out this is the verboten info.
[01:19:56.323 --> 01:19:57.604]  This is what they don't want you to see.
[01:20:01.798 --> 01:20:09.522]  You're listening to the Alex Jones Show.
[01:20:09.522 --> 01:20:16.585]  From the front lines of the information war, it's Alex Jones.
[01:20:16.585 --> 01:20:18.666]  Okay, so you're learning about this as we're learning about it.
[01:20:18.666 --> 01:20:20.107]  This just ended a few minutes ago.
[01:20:20.107 --> 01:20:22.308]  We've got the whole thing taped.
[01:20:22.308 --> 01:20:23.328]  And we've got the headlines.
[01:20:23.328 --> 01:20:24.529]  Owen watched a bunch of it.
[01:20:24.529 --> 01:20:25.229]  It's headlines like...
[01:20:26.468 --> 01:20:29.769]  Obama angry, Trump taking credit for his economy.
[01:20:29.769 --> 01:20:32.730]  These are the headlines that are going out.
[01:20:32.730 --> 01:20:39.652]  So he was just busy telling us about what America's real history is, about government coming and making it great.
[01:20:39.652 --> 01:20:41.753]  And so, Owen, you've got some of these quotes.
[01:20:41.753 --> 01:20:47.575]  Let's just get right back into what the president, former president Obama, was just saying.
[01:20:47.575 --> 01:20:52.396]  Here it is.
[01:20:52.396 --> 01:20:54.257]  The status quo pushes back.
[01:20:56.508 --> 01:20:58.349]  Oh yeah, here we go.
[01:20:58.349 --> 01:21:03.170]  Sometimes the backlash comes from people who are 15.
[01:21:03.170 --> 01:21:09.092]  In 2016, and... Anyway.
[01:21:09.092 --> 01:21:10.352]  I digress.
[01:21:10.352 --> 01:21:16.994]  That's a total lie.
[01:21:16.994 --> 01:21:22.416]  So we made progress, but... And this is the truth.
[01:21:22.416 --> 01:21:24.697]  My administration couldn't reverse 40-year trends.
[01:21:25.751 --> 01:21:28.172]  In only eight years.
[01:21:28.172 --> 01:21:29.353]  Trump did it in two.
[01:21:29.353 --> 01:21:35.257]  Especially once Republicans took over the House of Representatives in 2010 and decided to block everything we did.
[01:21:35.257 --> 01:21:37.038]  Except Obamacare.
[01:21:37.038 --> 01:21:41.600]  Even things they used to support.
[01:21:41.600 --> 01:21:53.828]  So we pulled the economy out of crisis, but to this day, too many people who once felt solidly middle class still feel very real.
[01:21:54.599 --> 01:21:59.162]  Tell me Alex, this is about to get unreal, man.
[01:21:59.162 --> 01:22:00.542]  His nose is like growing 50 feet long.
[01:22:00.542 --> 01:22:02.944]  This is unbelievable, man.
[01:22:23.663 --> 01:22:28.024]  And these challenges get people worried.
[01:22:28.024 --> 01:22:33.045]  And it frays our civic trust.
[01:22:33.045 --> 01:22:39.586]  And it makes a lot of people feel like the fix is in, and the game is rigged.
[01:22:39.586 --> 01:22:41.627]  And nobody's looking out for them.
[01:22:41.627 --> 01:22:43.027]  Except Trump.
[01:22:43.027 --> 01:22:47.588]  Especially those communities outside our big urban centers.
[01:22:47.588 --> 01:22:50.148]  Rigged by this guy.
[01:22:50.148 --> 01:22:52.789]  And even though your generation is the most diverse in history,
[01:22:54.810 --> 01:22:59.533]  You're taking their basic freedoms.
[01:22:59.533 --> 01:23:04.717]  That's your new freedom is your diversity, not any real wealth or freedom.
[01:23:04.717 --> 01:23:13.643]  Like you do in Communist China.
[01:23:13.643 --> 01:23:16.645]  He goes to South America and says, you can't be wealthy.
[01:23:16.645 --> 01:23:18.487]  He goes to Africa and says that.
[01:23:18.487 --> 01:23:20.728]  They'll tell us about the dark past.
[01:23:20.728 --> 01:23:22.029]  So you can't be part of America.
[01:23:22.029 --> 01:23:22.729]  That's what he's saying.
[01:23:24.582 --> 01:23:26.363]  Pitting one group against another.
[01:23:26.363 --> 01:23:27.483]  That's what you do.
[01:23:27.483 --> 01:23:37.128]  Telling people that order and security will be restored if it weren't for those who don't look like us or don't sound like us.
[01:23:37.128 --> 01:23:39.849]  No, you're letting criminals in and not vetting people.
[01:23:39.849 --> 01:23:41.710]  People get checked when they go to his house.
[01:23:41.710 --> 01:23:42.851]  They're secure at his house.
[01:23:42.851 --> 01:23:44.372]  Listen, he's fumbling though, Alex.
[01:23:44.372 --> 01:23:47.173]  We can't have a border.
[01:23:47.173 --> 01:23:51.695]  And in a healthy democracy, it doesn't work.
[01:23:51.695 --> 01:23:52.996]  Our antibodies kick in.
[01:23:54.079 --> 01:23:55.140]  Oh, ban all the free speech?
[01:23:55.140 --> 01:23:55.360]  Yeah.
[01:23:55.360 --> 01:23:58.302]  That's all they do is call people racist that aren't.
[01:23:58.302 --> 01:24:00.024]  Because they're the racist race baiters.
[01:24:00.024 --> 01:24:00.424]  That's the left.
[01:24:24.394 --> 01:24:26.755]  When we turn away and stop paying attention.
[01:24:26.755 --> 01:24:28.676]  The factories come back, the jobs come back.
[01:24:28.676 --> 01:24:29.837]  Stop engaging.
[01:24:29.837 --> 01:24:31.838]  Double the number of blacks vote for Trump.
[01:24:31.838 --> 01:24:33.178]  Yeah, he's scared.
[01:24:33.178 --> 01:24:33.899]  He's really scared.
[01:24:33.899 --> 01:24:39.782]  I look for the newest diversion, the electronic versions of bread and circuses.
[01:24:41.980 --> 01:24:45.162]  Oh, that was very telling, the electronic versions of bread and services.
[01:24:45.162 --> 01:24:46.944]  That's what corporate media is.
[01:24:46.944 --> 01:24:48.765]  That's what all the brainwashing is.
[01:24:48.765 --> 01:24:57.851]  So this is right when the propaganda, though, for some reason our stream is cut here, but this is right when the propaganda, Alex, starts going next level.
[01:24:57.851 --> 01:25:11.441]  And the average American, normally the smooth-talking propagandist, snake-tongued Obama, could trick the average American with a speech like this, but he's lost his swagger, he's clearly frazzled, he's been in hiding, and I think we know why.
[01:25:14.073 --> 01:25:17.395]  Because they'd artificially sold the country out and had external tariffs set up.
[01:25:17.395 --> 01:25:18.616]  Like he had taxed the tax cut.
[01:25:18.616 --> 01:25:21.258]  China had a 15% tax on corporations.
[01:25:21.258 --> 01:25:22.178]  We had a 40.
[01:25:22.178 --> 01:25:23.379]  So everybody moved there.
[01:25:23.379 --> 01:25:25.221]  Trump goes to 15 to match them.
[01:25:25.221 --> 01:25:27.122]  That's fair trade.
[01:25:27.122 --> 01:25:31.545]  He goes to 40 to match them.
[01:25:31.545 --> 01:25:34.487]  China goes to zero.
[01:25:34.487 --> 01:25:36.488]  And so Apple and Google moved there.
[01:25:36.488 --> 01:25:40.171]  But he's saying it's bad that we're even being competitive.
[01:25:40.171 --> 01:25:40.531]  Continue.
[01:25:44.465 --> 01:25:50.447]  Then other voices fill the void.
[01:25:50.447 --> 01:25:54.148]  A politics of fear and resentment and retrenchment takes hold.
[01:25:54.148 --> 01:25:55.729]  That's what they push at the universities.
[01:25:55.729 --> 01:25:57.569]  He's the one telling you you should be scared if you're not white.
[01:25:57.569 --> 01:25:57.949]  That's him.
[01:25:57.949 --> 01:26:05.632]  No promise to fight for the little guy, even as they cater to the wealthiest and most powerful.
[01:26:05.632 --> 01:26:06.012]  That's him.
[01:26:06.012 --> 01:26:10.053]  No promise to clean up corruption.
[01:26:10.053 --> 01:26:11.234]  This is why people left Obama.
[01:26:14.431 --> 01:26:24.221]  They start undermining norms that ensure accountability and try to change the rules to entrench their power further.
[01:26:24.221 --> 01:26:26.943]  Oh, that means he won't let them sell out to Russia or China.
[01:26:26.943 --> 01:26:29.846]  Wait, you mean like signing the NDAA to legalize propaganda?
[01:26:29.846 --> 01:26:30.286]  Yeah.
[01:26:30.286 --> 01:26:31.808]  To entrench your power further?
[01:26:31.808 --> 01:26:32.709]  That was Trump, right?
[01:26:32.709 --> 01:26:35.852]  No, that was Obama putting a CIA group in to take us off air.
[01:26:35.852 --> 01:26:36.593]  Oh, so that was Obama.
[01:26:40.322 --> 01:26:46.286]  I understand this is not just a matter of Democrats versus Republicans or liberals versus conservatives.
[01:26:46.286 --> 01:26:50.488]  And he's the one that also illegally spied on Trump during the campaign after he got caught lying about it.
[01:26:50.488 --> 01:26:51.889]  That's right.
[01:26:51.889 --> 01:26:53.270]  Very Nixonian.
[01:26:53.270 --> 01:26:53.990]  Caught red-handed.
[01:26:53.990 --> 01:26:59.313]  Both parties.
[01:26:59.313 --> 01:27:03.396]  Southern Democrats were the bigger defenders of slavery.
[01:27:03.396 --> 01:27:04.376]  Wow.
[01:27:04.376 --> 01:27:05.017]  One thing he said was true.
[01:27:05.017 --> 01:27:08.659]  He took a Republican president, Abraham Lincoln, to end it.
[01:27:09.551 --> 01:27:12.512]  We've been saying that for years.
[01:27:12.512 --> 01:27:19.875]  Next he goes to Status Quo.
[01:27:19.875 --> 01:27:36.442]  And although it was a Democratic President and a Majority Democrat Congress spurred on by young marchers and protesters, they got the Civil Rights Act and the Voting Rights Act over the finish line, those historic laws also got passed because
[01:27:37.719 --> 01:27:43.360]  Of the leadership of Republicans, like Illinois' own Everett Dirksen.
[01:27:43.360 --> 01:27:45.281]  Illinois?
[01:27:45.281 --> 01:27:46.801]  Oh, they're gonna be mad at him for that.
[01:27:46.801 --> 01:27:49.642]  So neither party has had a monopoly on wisdom.
[01:27:49.642 --> 01:27:52.322]  Yeah, even I know that.
[01:27:52.322 --> 01:27:57.703]  Neither party has been exclusively responsible for us going backwards instead of forward.
[01:27:57.703 --> 01:28:01.824]  So he's attacking Dinesh D'Souza's truth that it was Republicans passed the Civil Rights Act.
[01:28:01.824 --> 01:28:03.785]  He acted like, oh they helped a little.
[01:28:03.785 --> 01:28:04.905]  No, you're a damn liar!
[01:28:07.349 --> 01:28:10.432]  We hear a plague on both your houses.
[01:28:10.432 --> 01:28:12.855]  I think only like a handful of Democrats voted for it.
[01:28:12.855 --> 01:28:15.137]  You can pull up the famous vote.
[01:28:15.137 --> 01:28:16.619]  They fought it even after the vote.
[01:28:16.619 --> 01:28:18.221]  Oh look, he just gave a little bit of credit though.
[01:28:18.221 --> 01:28:19.762]  There were a few Republicans for it.
[01:28:19.762 --> 01:28:21.404]  That's Ernesto Souza that I put in jail.
[01:28:21.404 --> 01:28:23.686]  You know, maybe there was some accuracy in his film.
[01:28:23.686 --> 01:28:24.848]  Jim Thompson was governor.
[01:28:27.253 --> 01:28:29.154]  He's got a lot of good Republican friends there.
[01:28:29.154 --> 01:28:31.414]  You just wait until Obama starts talking nonsense.
[01:28:31.414 --> 01:28:31.954]  Thank you, Obama.
[01:28:31.954 --> 01:28:33.795]  I think Obama may have just cost the Democrats a blue wave.
[01:28:57.361 --> 01:29:04.124]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[01:29:04.124 --> 01:29:08.387]  Since 2005, thousands have depended on Berkey Purified Water.
[01:29:08.387 --> 01:29:13.009]  The Berkey guy provides the lowest price filtration systems in every size.
[01:29:13.009 --> 01:29:18.572]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[01:29:18.572 --> 01:29:18.712]  877-886-3653.
[01:29:18.712 --> 01:29:19.052]  GoBerkey.com.
[01:29:27.256 --> 01:29:31.118]  Most of you know that heart disease is the number one silent killer in the U.S.
[01:29:31.118 --> 01:29:36.101]  What if I told you for just $54.95 a month you could fight against heart disease naturally?
[01:29:36.101 --> 01:29:40.924]  At Heart and Body Extract, we've been helping thousands of people get back to a healthier heart.
[01:29:40.924 --> 01:29:42.285]  Don't just take my word for it.
[01:29:42.285 --> 01:29:46.047]  Check out all of the success stories at HBExtract.com.
[01:29:46.047 --> 01:29:47.048]  Or to order, call 866-295-5305.
