[00:00:17.014 --> 00:00:22.097]  May 31st, 2019.
[01:21:49.546 --> 01:21:52.687]  It doesn't exist.
[01:21:52.687 --> 01:21:54.707]  That was 2008.
[01:21:54.707 --> 01:21:59.089]  So I guess 11 years ago.
[01:21:59.089 --> 01:22:00.850]  How far have we come?
[01:22:00.850 --> 01:22:03.470]  That world government secret meetings are there.
[01:22:03.470 --> 01:22:04.931]  The Pope's called for world government.
[01:22:06.283 --> 01:22:08.264]  All of it's out in the open now.
[01:22:08.264 --> 01:22:10.865]  So the question isn't, is Jared Kushner there?
[01:22:10.865 --> 01:22:12.626]  We're conquering that.
[01:22:12.626 --> 01:22:15.888]  Kushner is Trump's representative.
[01:22:15.888 --> 01:22:18.009]  And so, Trump goes to Davos.
[01:22:18.009 --> 01:22:19.389]  That's public Bilderberg.
[01:22:19.389 --> 01:22:21.971]  And he pushes our agenda there.
[01:22:21.971 --> 01:22:23.651]  He goes with me to North Korea.
[01:22:23.651 --> 01:22:25.232]  He pushes our agenda there.
[01:22:25.232 --> 01:22:29.414]  What I care about is policy out of Trump.
[01:22:29.414 --> 01:22:30.455]  And he's not perfect.
[01:22:30.455 --> 01:22:32.436]  Ann Coulter's right.
[01:22:32.436 --> 01:22:34.557]  But it's because he doesn't have our support.
[01:22:35.418 --> 01:22:37.359]  But on so many fronts, he's doing a great job.
[01:22:37.359 --> 01:22:38.319]  That's why they hate him.
[01:22:38.319 --> 01:22:40.080]  So it isn't a defense of Trump that I'm defending.
[01:22:40.080 --> 01:22:45.221]  It's a defense of, can you imagine if Hillary was in full power?
[01:22:45.221 --> 01:22:47.502]  Because she's still partially in power.
[01:22:47.502 --> 01:22:58.326]  Buying into Viacom, buying into Netflix, buying into production companies, meeting with people that do whole TV shows nightly about me, Jordan Klepper, about how to bring me down.
[01:22:58.326 --> 01:23:00.586]  He does interviews talking about it.
[01:23:00.586 --> 01:23:02.627]  It's unbelievable!
[01:23:04.088 --> 01:23:06.609]  All right, let's shift gears.
[01:23:06.609 --> 01:23:14.013]  Constitutional lawyer and famous civil rights lawyer as well, one of the top lawyers in the country with one of the most winning records.
[01:23:14.013 --> 01:23:16.394]  Robert Barnes is here, also does some work for InfoWars.
[01:23:16.394 --> 01:23:19.895]  He's in town the next four or five days, so we're lucky to have him here with us.
[01:23:19.895 --> 01:23:21.736]  We'll open the phones up next hour.
[01:23:21.736 --> 01:23:23.277]  You were sitting here during the break a few minutes ago.
[01:23:23.277 --> 01:23:24.157]  I said, what do you want to cover first?
[01:23:24.157 --> 01:23:24.918]  You said North Korea.
[01:23:25.669 --> 01:23:29.534]  I said, excellent, because that's what I want to get into first with you.
[01:23:29.534 --> 01:23:32.659]  You've got a very interesting take on Kim Jong Un.
[01:23:32.659 --> 01:23:34.501]  You asked me, you said, what is your take?
[01:23:34.501 --> 01:23:35.402]  And I said, a reset.
[01:23:35.402 --> 01:23:36.684]  You said, precisely.
[01:23:36.684 --> 01:23:38.727]  Yeah, exactly, precisely.
[01:23:38.727 --> 01:23:41.911]  So what happened here is that you have, I think the president has read
[01:23:42.452 --> 01:23:53.659]  Kim exceptionally well and understands the North Korea dynamic and is creating the first real predicate for peace that has been established with North Korea since North Korea was created as a separate independent nation.
[01:23:53.659 --> 01:23:54.860]  He's ending the status quo.
[01:23:54.860 --> 01:23:56.881]  We know 60 years of this ain't worth it.
[01:23:56.881 --> 01:23:57.321]  Exactly.
[01:23:57.321 --> 01:24:08.048]  And what he's done is he's decided, now this is not the happiest or healthiest mechanism of dealing with a failed peace conference, is to kill and imprison everybody who he blames for it.
[01:24:08.388 --> 01:24:20.453]  But what he's doing is he's establishing that he wants it to go forward, that he does not blame the President, that he wants the President's agenda, and he blames his people for not achieving that agenda of the peace and detente that the President's called for.
[01:24:20.453 --> 01:24:23.475]  And then Trump signals he may get rid of Bolton, which is another signal.
[01:24:23.475 --> 01:24:24.355]  Absolutely.
[01:24:24.355 --> 01:24:26.296]  It's all face-saving.
[01:24:26.296 --> 01:24:27.496]  Right, exactly.
[01:24:27.496 --> 01:24:30.858]  It's just the North Korea form of face-saving is not the most ideal form of face-saving.
[01:24:31.518 --> 01:24:32.999]  But it's the North Korean model.
[01:24:32.999 --> 01:24:35.480]  So, you know, I don't know if they have any other way to do it.
[01:24:35.480 --> 01:24:47.364]  Well, he put his uncle in a forced labor camp for not getting the midnight... He basically agreed, but the guy slept on it, didn't deliver, that Kim had backed off and capitulated.
[01:24:47.364 --> 01:24:53.026]  And that's why Kim, and I'm not defending Kim, he's a horrible psychopath, but the bloodbath gets.
[01:24:53.026 --> 01:24:54.627]  China's had a bunch of wars with South Korea.
[01:24:55.447 --> 01:24:57.188]  The little vampire bat knows.
[01:24:57.188 --> 01:25:03.012]  They try to keep them poor under their control as an excuse for destabilization in that entire region.
[01:25:03.012 --> 01:25:11.278]  If North Korea just works with Japan and the US and South Korea, they can be like South Korea, the most prosperous country, you know, per square mile in the world.
[01:25:11.278 --> 01:25:12.198]  So he gets it.
[01:25:12.198 --> 01:25:14.300]  He was, you know, raised in the West, raised in Switzerland.
[01:25:14.300 --> 01:25:15.380]  He wants to do this.
[01:25:15.380 --> 01:25:16.661]  He likes Trump.
[01:25:16.661 --> 01:25:22.365]  And so he understands that there's double dealing by his own ministers when he said, oh, they sold out to America.
[01:25:22.365 --> 01:25:24.627]  No, it really means they're sabotaging for China.
[01:25:24.627 --> 01:25:25.087]  Exactly.
[01:25:25.407 --> 01:25:27.328]  I think Trump has a short play and a long play.
[01:25:27.328 --> 01:25:34.911]  And the short play is to have peace and a meaningful detente with North Korea so it's no longer a threat to either America or the world.
[01:25:34.911 --> 01:25:46.656]  But the long play is to remove North Korea as a tool of the Chinese to threaten the world so that they can have their trade advantages and economic advantages and slowly but surely dominate the rest of the world through their economic edge.
[01:25:46.656 --> 01:25:47.716]  And so the president wants to
[01:25:49.557 --> 01:25:55.262]  Well, more than anything else, he wants to prevent China from being the next economic engine that dominates the world at the expense of China.
[01:25:55.262 --> 01:25:56.483]  This is all about China?
[01:25:56.483 --> 01:25:57.044]  Absolutely.
[01:25:57.044 --> 01:26:04.791]  And the toilet bowl plunger, or the stopper in the sink you pull out to sink the Chai comms, is North Korea?
[01:26:05.331 --> 01:26:05.851]  Exactly.
[01:26:05.851 --> 01:26:08.952]  I mean, China has cost us more manufacturing jobs than any other part of the country.
[01:26:08.952 --> 01:26:16.755]  And the globalist traders have been propping up North Korea, propping up China, and Trump and the patriots that are in the Pentagon know that's the strategic target.
[01:26:16.755 --> 01:26:19.716]  So the only way we lose is by not doing this.
[01:26:19.716 --> 01:26:27.238]  Kim just wants to make sure that Trump's strong enough that you'll never have freedom there, but you'll at least have wealth and the people not starving to death.
[01:26:28.266 --> 01:26:29.408]  Kim wants the money.
[01:26:29.408 --> 01:26:30.269]  He wants the power.
[01:26:30.269 --> 01:26:31.431]  He wants the resorts.
[01:26:31.431 --> 01:26:32.973]  He wants the factories.
[01:26:32.973 --> 01:26:34.616]  And Trump's like, I'll give it to you.
[01:26:34.616 --> 01:26:35.958]  China would never do it.
[01:26:35.958 --> 01:26:42.047]  We actually invade countries, take them over, and then set them free, like South Korea and Japan.
[01:26:42.047 --> 01:26:43.208]  The Chai Koms never do that.
[01:26:43.769 --> 01:26:44.930]  America does do that.
[01:26:44.930 --> 01:26:46.813]  Now, do you trust me or do you trust them?
[01:26:46.813 --> 01:26:48.294]  And he's in this flux.
[01:26:48.294 --> 01:26:58.605]  But I think the execution of the guys that were obviously working for the CHICOMS is a signal that he understands that and is setting a reset that if you don't actually really negotiate, I'm going to kill you.
[01:26:58.605 --> 01:27:01.669]  Which I'm not defending, but it shows the level of brinksmanship.
[01:27:01.909 --> 01:27:02.850]  Yeah, no doubt about it.
[01:27:02.850 --> 01:27:08.293]  And I think he recognizes that China is a greater threat than an ally for North Korea's long-term future.
[01:27:08.293 --> 01:27:12.496]  That China has no interest in North Korea ever being economically independent.
[01:27:12.496 --> 01:27:16.859]  That China has no interest in North Korea being a peace-oriented country.
[01:27:16.859 --> 01:27:20.281]  Because that removes them as a tool and as a threat to the rest of the world.
[01:27:20.281 --> 01:27:23.603]  And again, China believes it's supposed to rule the world for 5,000 years, as you said.
[01:27:23.603 --> 01:27:28.587]  And Greater China, as they call it, they think North Korea and South Korea is Greater China.
[01:27:28.587 --> 01:27:30.328]  They think Vietnam is Greater China.
[01:27:30.328 --> 01:27:31.809]  They think the Philippines is Greater China.
[01:27:32.029 --> 01:27:34.111]  Exactly, and not only is it part of their sort of imperial expansion.
[01:27:34.111 --> 01:27:36.773]  And Trump's like, I won't invade you, I'll just throw billions at you.
[01:27:36.773 --> 01:27:37.434]  Exactly.
[01:27:37.434 --> 01:27:46.522]  And his point is that he's different than past presidents, that he can be trusted and relied upon because his opposition to Chinese domination is more important than controlling North Korea's future.
[01:27:46.522 --> 01:27:50.846]  And that he's willing to give up controlling North Korea's future as long as North Korea gives up threatening the world.
[01:27:50.846 --> 01:27:58.353]  And you know North Korea after 60 plus years literally being the rape meat of the Chai Koms, they want to leave the Chai Koms.
[01:27:58.553 --> 01:27:58.993]  Absolutely.
[01:27:58.993 --> 01:28:04.937]  I mean, they've created a codependent relationship between North Korea and China that is only healthy for China, not healthy for North Korea.
[01:28:04.937 --> 01:28:10.081]  And I think he's recognizing that, realizing that, acting on it, and it was Trump's genius to know that he could drive a wedge.
[01:28:10.081 --> 01:28:18.426]  And the same way that Nixon knew he could drive a wedge between the Communist Empire by separating China from the Soviet Union in the 1970s, Trump is doing the same thing all over again.
[01:28:18.426 --> 01:28:26.492]  And he's taking it to remove China's true tool of oppression, which is using the North Korean threat to maintain its economic dominance.
[01:28:26.492 --> 01:28:28.193]  And the only reason the wedge is real is
[01:28:28.833 --> 01:28:30.134]  Trump does what he says.
[01:28:30.134 --> 01:28:32.495]  It's square dealing.
[01:28:32.495 --> 01:28:35.977]  They call it almost OCD, that what Trump says is what is going to happen.
[01:28:35.977 --> 01:28:43.381]  And people don't realize, whenever Trump starts increasing tariffs on China or doing other things anti-China, he's helping the peace process in North Korea.
[01:28:43.381 --> 01:28:50.205]  Because he's sending the message to North Korea that he's sincerely more focused on China than them, and he's willing to cut a deal for peace for the world to do so.
[01:28:50.205 --> 01:28:52.086]  And he just cut some of the sanctions on North Korea.
[01:28:52.086 --> 01:28:52.666]  He's showing them.
[01:28:52.666 --> 01:28:54.827]  It's like, listen, don't be a moron.
[01:28:54.827 --> 01:28:55.788]  Take this deal.
[01:28:55.788 --> 01:28:56.068]  God.
[01:28:57.444 --> 01:28:58.966]  Oh, these pains.
[01:28:58.966 --> 01:29:01.509]  My neck, my back, shoulders.
[01:29:01.509 --> 01:29:03.311]  I've got to get some relief.
[01:29:03.311 --> 01:29:09.018]  Stress from everyday life, past injuries or surgeries can cause inflammation that leads to pain.
[01:29:09.018 --> 01:29:10.900]  But you don't want to take another pill.
[01:29:10.900 --> 01:29:12.882]  There's an easier, healthier way, right?
[01:29:12.882 --> 01:29:17.127]  Yes, with hot or cold therapy products at sunshine-pillows.com.
[01:29:17.127 --> 01:29:17.508]  Pillows?
[01:29:17.848 --> 01:29:19.230]  For my aches and pains?
[01:29:19.230 --> 01:29:20.712]  Oh, not just pillows.
[01:29:20.712 --> 01:29:26.318]  Sunshine-Pillows.com has the best selection of custom heated neck wraps and heated neck pillows.
[01:29:26.318 --> 01:29:29.942]  Plus travel pillows, microwavable body heating wraps, and more.
[01:29:29.942 --> 01:29:31.924]  It's all available to you online.
[01:29:31.924 --> 01:29:33.967]  Finally, stress relief with no drugs.
