[00:00:00.049 --> 00:00:00.209]  Oh my!
[01:24:28.454 --> 01:24:30.976]  It's just, it's really starting to get to me.
[01:24:30.976 --> 01:24:33.479]  And then how they don't see that this isn't freedom.
[01:24:33.479 --> 01:24:35.841]  They're just hiring more and more and more.
[01:24:35.841 --> 01:24:38.083]  And we're going to get into Debra Jean Palfrey.
[01:24:38.083 --> 01:24:42.888]  Her friend who said that she said that they had a contract out on her is going to be joining us.
[01:24:43.803 --> 01:24:53.350]  Mike's going to be co-interviewing her with me, but getting back to this about the police, you know, our oil costs are going up, all our prices, our food prices, and what do they have?
[01:24:53.350 --> 01:24:55.692]  They've now doubled the cops the last 10 years.
[01:24:55.692 --> 01:24:58.154]  They're just everywhere, so they're going to really squeeze.
[01:24:58.154 --> 01:25:01.476]  I mean, I guess this is a full court press, isn't it, Mike?
[01:25:01.476 --> 01:25:06.680]  Yeah, it absolutely is, and it's all about repression, and one of the alarming tendencies we're seeing
[01:25:07.125 --> 01:25:12.949]  Is the police forces are hiring up, uh, they specifically are recruiting from among the veterans returning from Iraq.
[01:25:12.949 --> 01:25:20.233]  So we're getting these guys who have been trained to basically just crush the population down and, uh, you know, keep them in their place.
[01:25:20.233 --> 01:25:28.278]  They're joining the police force and nobody's really spending any time or money trying to convince them that maybe they're supposed to behave a little bit differently here in the United States.
[01:25:28.278 --> 01:25:33.882]  So, uh, you know, I think one of the most alarming things that happened this last week is the manufacturer of the tasers.
[01:25:34.246 --> 01:25:47.789]  That have been sort of at the forefront of this police pain compliance thinking, have gone to court and succeeded in getting a judge to order medical examiners to no longer blame tasers for the death of people being arrested.
[01:25:47.789 --> 01:25:48.209]  That's right.
[01:25:48.209 --> 01:25:57.951]  In one county, three people died in one year, and so they picked that case with a judge that for some reason that then it would be pliant, and go along, and then now the judges
[01:25:58.849 --> 01:26:06.736]  I guess when a cop shoots you, they'll have the, uh, now they'll order the doctors not to say you died by a gunshot wound, huh Mike?
[01:26:06.736 --> 01:26:08.458]  Well, it does seem extremely absurd.
[01:26:08.458 --> 01:26:19.588]  They came up with some kind of phrase, uh, hysterical over exuberance or something to basically make it look like it's your own fault when you die after running a bunch of electricity through your heart.
[01:26:19.588 --> 01:26:24.232]  Uh, and of course it led a lot of police who've been facing manslaughter charges, they're now off the hook.
[01:26:24.645 --> 01:26:27.887]  And of course, nobody can sue the taser manufacturers anymore.
[01:26:27.887 --> 01:26:30.269]  Yeah, that's why people die, folks.
[01:26:30.269 --> 01:26:35.552]  When you get electrocuted, the heart is electrochemical, and it messes up its beats.
[01:26:35.552 --> 01:26:41.035]  Yeah, it doesn't take very much electricity at all going through the heart to make it stop beating.
[01:26:41.035 --> 01:26:43.617]  And that's how death from electrocution happens.
[01:26:43.617 --> 01:26:48.540]  And these tasers, they're pouring all this current into your body, it goes through your chest,
[01:26:49.199 --> 01:26:52.761]  You know, it's designed to basically hit the nervous system and knock you down.
[01:26:52.761 --> 01:27:06.650]  People are dying from it, and rather than raise the question about whether this is something that should be used on the American people, the courts are now saying, you know, we will make sure that tasers are never blamed, you will have no recourse, you cannot sue the taser manufacturer.
[01:27:06.650 --> 01:27:10.313]  And by the way, taser announced last year they're going to radically increase the power.
[01:27:10.313 --> 01:27:11.434]  Go ahead.
[01:27:11.434 --> 01:27:12.474]  Yeah, absolutely.
[01:27:12.474 --> 01:27:15.176]  And not only are they increasing the power, they're increasing the range.
[01:27:15.693 --> 01:27:19.675]  And again, the police just say, I was intimidated by the person's actions.
[01:27:20.157 --> 01:27:25.982]  And I gotta tell you, I saw that video of that gentleman who got gunned down by the Houston Police Department.
[01:27:25.982 --> 01:27:26.983]  There was no question.
[01:27:26.983 --> 01:27:31.267]  That officer just walked up and shot the guy and put him down on the ground.
[01:27:31.267 --> 01:27:32.268]  There was no question.
[01:27:32.268 --> 01:27:36.892]  And then they, then they roughly jump on him with a bullet hole in blood.
[01:27:36.892 --> 01:27:37.672]  They were wanting to die.
[01:27:37.672 --> 01:27:38.493]  It was a hit, folks.
[01:27:38.493 --> 01:27:39.894]  The evidence is overwhelming.
[01:27:39.894 --> 01:27:41.616]  And then put handcuffs on him.
[01:27:41.616 --> 01:27:43.658]  They wanted, I mean, did you see that?
[01:27:43.658 --> 01:27:45.780]  And they said, well, we couldn't give him mouth-to-mouth.
[01:27:45.780 --> 01:27:47.141]  We didn't have our plastic gloves.
[01:27:48.277 --> 01:27:56.620]  Yeah, it really was extreme nonsense, but there's no question in my mind from the way, just looking at the way the officer just runs up, shoots him, and then immediately leaves.
[01:27:56.620 --> 01:28:01.062]  There was no, absolutely no indication of saying, you know, put your hands up where we can think.
[01:28:01.062 --> 01:28:03.242]  The guy was just getting out of the car!
[01:28:03.242 --> 01:28:04.803]  Well, it looks like a hit.
[01:28:04.803 --> 01:28:06.063]  It looks like a hit to me.
[01:28:06.063 --> 01:28:08.224]  Oh, absolutely, I agree with you.
[01:28:08.224 --> 01:28:10.205]  I mean, we're seeing a lot of this wet work.
[01:28:10.205 --> 01:28:13.626]  We had that gentleman with the Palestinian charity was sliced up.
[01:28:14.116 --> 01:28:18.298]  Duct-taped, tied, and thrown in a lake, and they declared it suicide?
[01:28:18.298 --> 01:28:19.358]  I mean, come on.
[01:28:19.358 --> 01:28:21.079]  You know.
[01:28:21.079 --> 01:28:29.822]  Well, they've always had hit teams on departments, but the way the news lied and said he went for something, clearly on video, he goes, he wanted police around him.
[01:28:29.822 --> 01:28:36.465]  Somebody pulled him over, he was scared, he left the scene, and then they all make it about how they gunned him down the back and didn't give him aid.
[01:28:36.465 --> 01:28:39.246]  It became an issue of, was he really CIA?
[01:28:39.246 --> 01:28:42.447]  And then I went and did a Google search, it was all over the news, it was confirmed he was CIA.
[01:28:43.616 --> 01:29:07.412]  Absolutely, he was confirmed he was CIA, he was contacting, he was trying to call the FBI, so he knew somebody had a hit out on him and he was trying to basically get to a place of safety, and he thought if he had a bunch of police officers around him nobody could do anything, but you know, Lee Oswald thought exactly the same thing at the Texas Theater, and then down in the basement of the Dallas Police Department he was assassinated anyway to silence him.
[01:29:07.412 --> 01:29:10.534]  And they let Jack Ruby in the back door, that's admitted.
[01:29:11.357 --> 01:29:12.658]  Yeah, absolutely they did.
[01:29:12.658 --> 01:29:15.400]  And you know, there's a little wrinkle about that most people don't know.
[01:29:15.400 --> 01:29:19.763]  The officer who was in charge of Kennedy Security in Dallas became Chief of Police of Dallas.
[01:29:19.763 --> 01:29:24.707]  The cop who was accused of letting Ruby into the basement became Chief of Police of Midlothian.
[01:29:24.707 --> 01:29:31.212]  So how's that for performance enhancements or performance... Well, they've always used cops as your hitmen.
[01:29:31.212 --> 01:29:32.733]  I mean, most of the time in the U.S.
[01:29:32.733 --> 01:29:35.936]  it's the local hit team they hire because they need to be able to cover it up.
[01:29:35.936 --> 01:29:36.897]  That's how you pay the police.
[01:29:36.897 --> 01:29:39.739]  That's a tax to them, is that they get to do the hits.
[01:29:41.570 --> 01:29:45.473]  We're on the march, the empire's on the run.
[01:29:45.473 --> 01:29:51.417]  Alex Jones and the GCN Radio Network.
[01:29:51.417 --> 01:30:01.845]  USCivilFlags.org is here to help Americans remember as well as our leaders that every man and woman is sovereign and that we're all endowed by our Creator with life, liberty, and the pursuit of happiness.
[01:30:01.845 --> 01:30:10.591]  The Sovereign Civil Flag is available at USCivilFlags.org and is a symbol of our desire to return America to the dreams that our forefathers envisioned.
[01:30:10.851 --> 01:30:16.394]  Show your support for a return to traditional moral values by flying one of these great flags today!
[01:30:16.394 --> 01:30:20.496]  Standard flags are 3 by 5 feet with miniature flags also available.
[01:30:20.496 --> 01:30:36.945]  USCivilFlags.org also carries a large inventory of Ron Paul related gear including DVDs, buttons, and so on patches, and a large variety of educational books and numerous historical documents, including the US Constitution, the Declaration of Independence, and the Articles of Confederation.
[01:30:37.265 --> 01:30:42.090]  So visit us online today to pick up your piece of history at uscivilflags.org.
[01:30:42.090 --> 01:30:44.032]  That's uscivilflags.org.
[01:30:44.032 --> 01:30:44.573]  Or call us at 646-498-5309.
[01:30:44.573 --> 01:30:44.753]  That's 646-498-5309.
[01:30:51.203 --> 01:30:56.565]  The Federal Trade Commission estimates that 9 million Americans are victims of identity theft each year.
[01:30:56.565 --> 01:31:01.427]  The crime of identity theft occurs every 3.5 seconds, costing the victims an average of $8,000.
[01:31:01.427 --> 01:31:09.410]  If you own a PC, passwords are a common form of authentication, and often the only protection between a hacker and your personal information.
[01:31:09.730 --> 01:31:18.737]  Passwords that are stored in a spreadsheet, text file, data file, or any other file that is not encrypted and password protected are vulnerable to malicious theft and misuse.
[01:31:18.737 --> 01:31:23.681]  With PasswordSafe Pro, your passwords can be secured in an encrypted database within minutes.
[01:31:23.681 --> 01:31:30.687]  PasswordSafe Pro utilizes secure 160-bit encryption and comes complete with a strong password generation tool.
[01:31:30.687 --> 01:31:37.712]  For secure password protection and peace of mind, get your free PasswordSafe Pro today at www.passwordsafepro.com.
[01:31:38.573 --> 01:31:44.617]  Again, get your free Password Safe Pro at www.passwordsafepro.com.
[01:31:44.617 --> 01:31:48.480]  Secure password protection and peace of mind is one click away.
[01:31:48.480 --> 01:31:49.521]  Trust the Pro.
[01:31:49.521 --> 01:31:50.662]  Password Safe Pro.
[01:31:52.321 --> 01:31:55.682]  Hi neighbor, this is Steve Shank, JMS eFoodsDirect.com.
[01:31:55.682 --> 01:32:05.144]  It's important that you listen to the Alex Jones Show, Tuesday, April 6th, starting at 1pm as a special segment on the American Famine.
[01:32:05.144 --> 01:32:09.885]  The President is sending 970 million dollars to third world countries to buy food.
[01:32:09.885 --> 01:32:14.586]  Our administration refuses to limit exports, so the food is going to come from America.
[01:32:15.266 --> 01:32:19.128]  Other countries are already buying all our food they can get at any price.
[01:32:19.128 --> 01:32:25.051]  Farm organizations are trying to stop greedy commodity investors from buying up all our food.
[01:32:25.051 --> 01:32:30.254]  Grocery stores are rationing flour, rice, cooking oil, and soon to be corn.
[01:32:30.254 --> 01:32:33.236]  Storable apples are almost impossible to find.
[01:32:33.236 --> 01:32:37.838]  Alex Jones and I will be discussing urgent warnings regarding the American famine.
[01:32:38.378 --> 01:32:41.262]  Tuesday April 6th starting at 1 p.m.
[01:32:41.262 --> 01:32:42.543]  Central Standard Time.
[01:32:42.543 --> 01:32:47.149]  If you missed this segment go to efoodsdirect.com and look up American Famine.
[01:32:50.196 --> 01:32:57.278]  Park Lake Towers says he spent a lot of time talking with Palfrey on Monday as she packed up to head to her mother's.
[01:32:57.278 --> 01:33:01.199]  Now, he claims that she did not at all seem suicidal.
[01:33:01.199 --> 01:33:04.319]  Deborah Jean Palfrey has many ties to Central Florida.
[01:33:04.319 --> 01:33:07.720]  For the past 12 years, she's owned a condo at Park Lake Towers.
[01:33:07.720 --> 01:33:15.822]  The building manager, who asked us not to show his face, talked with Palfrey Monday before she left for her mother's in Tarpon Springs.
[01:33:15.822 --> 01:33:19.663]  He strongly believes Palfrey's death was not a suicide.
[01:33:20.143 --> 01:33:23.044]  Jean Palfrey was a class act.
[01:33:23.044 --> 01:33:24.724]  She wore very good clothes.
[01:33:24.724 --> 01:33:27.125]  She was very well educated.
[01:33:27.125 --> 01:33:34.227]  Her way out of this earth certainly wouldn't have been in an aluminum shed attached to a mobile home in Tarpon Springs, Florida.
[01:33:34.227 --> 01:33:40.709]  Palfrey was convicted of running a high-profile escort service for Washington's elite and faced many years in prison.
[01:33:40.709 --> 01:33:47.411]  But she was found hanged yesterday at her mother's home and investigators say they have no doubt it was a suicide.
