[00:00.000 --> 00:07.000]  the
[01:04:14.720 --> 01:04:19.840]  as somebody like David Ike. But outside of his international community he's involved in. A lot
[01:04:19.840 --> 01:04:24.240]  of folks don't know who he is. A lot of prominent people know who he is. A lot of thought leaders
[01:04:24.240 --> 01:04:28.880]  do, but a lot of the general public don't. So I'm going to try to get him to actually flesh out his
[01:04:28.880 --> 01:04:34.240]  world view on the New World Order and the globalist and so much more. I'll introduce you to Acharya
[01:04:34.240 --> 01:04:41.520]  on the other side. Stay with us. Once a tragedy reaches a level of national significance, American
[01:04:41.520 --> 01:04:48.320]  citizens should be allowed to basically question that event in any way that they deem fit. The
[01:04:48.320 --> 01:04:52.640]  First Amendment is unique in the world. That's what they want to take away, your ability to speak
[01:04:52.640 --> 01:04:56.240]  freely. So they're going to go from Mike Lindell next, or they're going to go for Steve Bannon,
[01:04:56.240 --> 01:05:00.320]  or they're going to go for Tucker Carlson. I studied the globalist 30 years ago, but on air 28
[01:05:00.320 --> 01:05:05.040]  years. And I knew they were planning all of this. And I warned the public as a modern Paul Revere.
[01:05:05.040 --> 01:05:08.960]  But I couldn't have done it without your support. And now because we've been so successful warning
[01:05:08.960 --> 01:05:13.440]  the population of the planet, not just America, we're public enemy number one when it comes to
[01:05:13.440 --> 01:05:18.160]  globalist agenda. That's why it's more important than ever to realize how successful Info Wars has
[01:05:18.160 --> 01:05:22.800]  been because of your past support. So I salute you and I thank you. And I ask you now, the critical
[01:05:22.800 --> 01:05:27.520]  juncture of the battle, free double your efforts of visiting infowarstore.com and getting amazing
[01:05:27.520 --> 01:05:34.080]  products that keep us on air 1776. The promo code, the destination is infowarstore.com.
[01:05:34.080 --> 01:05:35.520]  And I thank you all for your support.
[01:05:35.520 --> 01:05:50.240]  Info Wars, tomorrow's news today.
[01:05:50.240 --> 01:06:08.160]  From the front lines of the information war, it's Alex Jones.
[01:06:10.640 --> 01:06:15.920]  Well, about six months ago, I was given a copy by a friend of the principles of perfect leadership
[01:06:15.920 --> 01:06:23.760]  by a good friend of mine, Acharya G. And I'd read some of his other books that they were
[01:06:23.760 --> 01:06:27.920]  interesting and informative. But this one really blew me away the way he cut right to the chase
[01:06:28.480 --> 01:06:34.720]  with how we have a crisis of leadership. And so there's so many reasons I want to get him on.
[01:06:34.720 --> 01:06:39.200]  I've wanted to get him on for years, but now it's happening. Just his knowledge of history
[01:06:39.200 --> 01:06:47.120]  and geopolitical systems and the culture wars and good and evil. And I've run into a lot of
[01:06:47.120 --> 01:06:54.320]  Hindus, both who are Indian or who are European or American. I mean, look at Tulsi Gabbard's how,
[01:06:54.320 --> 01:07:00.080]  you know, dialed in and smart she is, who really have a very populous pro human or in many cases,
[01:07:00.080 --> 01:07:04.960]  very conservative worldview. And so I thought it was interesting with the crises between Islam
[01:07:04.960 --> 01:07:09.360]  and the Hindus, which they think is one of the main kickoff points for World War Three,
[01:07:09.360 --> 01:07:14.080]  not as Ukraine and what's happening with China. And just all of it is so interesting. So he's
[01:07:14.080 --> 01:07:19.040]  only with us about 45 minutes or so commercial free. And we have another big guest joining us.
[01:07:19.840 --> 01:07:23.360]  But I want to talk about the book. I ended up leaving it on my kitchen table this morning and
[01:07:23.360 --> 01:07:28.160]  forgetting it. But here it is, the principles, a perfect leadership. You can go to DharmaCentral.com
[01:07:28.160 --> 01:07:33.600]  and find all his books are at Amazon.com, get the perfect principles, a perfect leadership.
[01:07:33.600 --> 01:07:41.680]  But I wanted to get him on because what really attracts me to Acharya is that he just has an
[01:07:41.680 --> 01:07:46.720]  incredible understanding of the world and how it really works. And I remember when I was getting
[01:07:46.720 --> 01:07:52.000]  divorced, eight and a half years ago, I had met my now wife, been married six years, but then
[01:07:52.000 --> 01:07:58.880]  girlfriend. And she said, you know, you sound like the Acharya G author and researcher that
[01:07:58.880 --> 01:08:05.120]  comes to Austin and give speeches. You know, you'd think at these, you know, big yoga facilities
[01:08:05.120 --> 01:08:09.440]  and studios and be real liberal. And a lot of it is, but this guy's the opposite. He has big crowds
[01:08:09.440 --> 01:08:14.080]  coming out to hearing. So I went and heard a two hour presentation. I thought, wow, I agree with
[01:08:14.080 --> 01:08:19.680]  all of that about the world. So I'm not here pushing any religious system. I'm here and
[01:08:19.680 --> 01:08:26.240]  neither is he. I'm just here saying it's important as Americans or as populist or as patriots
[01:08:26.240 --> 01:08:30.400]  to hear how other people around the world are thinking. Now he's from New York, but he's traveled
[01:08:30.400 --> 01:08:37.040]  the world in his very renowned and respected by the Hindu community and others in India
[01:08:37.040 --> 01:08:42.000]  and around the world. So he's definitely a heavy hitter, but quite frankly, he's the most articulate
[01:08:42.000 --> 01:08:47.280]  I found actually expressing what they really think politically. And there's, you know, close to
[01:08:47.280 --> 01:08:51.840]  what 900 million or so of these folks. So it's important. He correct me if I'm wrong, but it's
[01:08:51.840 --> 01:08:55.360]  a large, large group of people on the planet. It's important to know what their views are in
[01:08:55.360 --> 01:09:00.080]  the world and to know how the left is not really as popular as you think it is around the planet.
[01:09:00.080 --> 01:09:05.120]  So Acharya at Dharma central.com. I'm going to try to shut up here the next 45 minutes and give
[01:09:05.120 --> 01:09:10.800]  me the floor with just a few questions, but we've had dinner five or six times over the years. And
[01:09:10.800 --> 01:09:17.280]  I just, you know, your view and your understanding of the crisis we're in, what's coming, what we
[01:09:17.280 --> 01:09:23.280]  can do to stop it, what we can do to, to, I guess, survive through it is really important. So
[01:09:23.280 --> 01:09:26.640]  wherever you'd like to start, I'd like to talk about the new world order, the globalist, what
[01:09:26.640 --> 01:09:32.400]  they're trying to do versus what we're trying to do. Absolutely. Well, first of all, Alex, thank
[01:09:32.400 --> 01:09:36.480]  you very much for having me on. I truly appreciate it. And indeed, we've known each other for
[01:09:36.480 --> 01:09:42.400]  approximately eight years or so. And interestingly, at our first meeting, I told you how I've watched
[01:09:42.400 --> 01:09:47.840]  many, many, many of your shows for many years actually, you know, at least a decade before
[01:09:47.840 --> 01:09:53.120]  we even met or so. So I was very familiar with your work. And let me just say before we begin
[01:09:53.120 --> 01:10:00.320]  actually that you are indeed one of these unsung heroes of the war against totalitarianism,
[01:10:00.320 --> 01:10:05.280]  of the war against the deep state, the new world order, et cetera. And for that reason,
[01:10:05.280 --> 01:10:13.360]  I've always respected you. Now, as far as just my own background, my own understanding as far as,
[01:10:13.360 --> 01:10:18.400]  indeed, many of the issues that you discuss here on Info Wars, indeed, I've been very much aware
[01:10:18.400 --> 01:10:23.120]  of the situation of the world for, again, many decades, at least since the early 90s, if not
[01:10:23.120 --> 01:10:31.280]  a little bit before then, and how, indeed, there has been operative in the world today, a cabal
[01:10:31.280 --> 01:10:37.040]  that has been attempting to rule the world. Now, as far as how far back this cabal goes,
[01:10:37.040 --> 01:10:42.640]  well, various people will say various things. Really, in one way, it goes back thousands of
[01:10:42.640 --> 01:10:49.280]  years, certainly on a more functional operational level, it's been in existence since roughly the
[01:10:49.280 --> 01:10:57.040]  1600s. Because it was during that time, especially, that indeed, our world became, in a way, one world.
[01:10:57.040 --> 01:11:01.920]  You know, it's as a result of colonialism that began happening, oh, in the previous century to
[01:11:01.920 --> 01:11:08.880]  that, so roughly 15th century, 16th century, and then finally 17th century, that Europeans began
[01:11:08.880 --> 01:11:15.360]  colonizing, inhabiting the rest of the world. And indeed, for the first time in world history,
[01:11:15.360 --> 01:11:22.800]  you could say that the entire globe was connected. So, again, this project of true global domination
[01:11:22.800 --> 01:11:30.160]  began really roughly in the 1600s, early to mid 1600s. Indeed, some people even point to the exact
[01:11:30.160 --> 01:11:38.000]  year of 1666, actually, which is very interesting. And I, for one, also tend to agree that that's
[01:11:38.000 --> 01:11:44.720]  really the year that you can look at where this cabal became truly, truly powerful and had the
[01:11:44.720 --> 01:11:51.200]  mechanisms at their disposal, really for the first time, to at least in theory, but then
[01:11:51.200 --> 01:11:57.360]  practically, indeed, unite the world, quote unquote, but of course, as you like to say,
