[00:00:00.152 --> 00:00:00.623]  Let's go.
[01:21:18.684 --> 01:21:23.906]  But we weren't just imagining all this, specifically, exactly, okay?
[01:21:23.906 --> 01:21:30.409]  So when I tell you this stuff, I'm not up here trying to be dramatic.
[01:21:30.409 --> 01:21:32.590]  They've got the Senate trial going for the next two weeks.
[01:21:34.758 --> 01:21:37.660]  They've got this virus popping up and they've already done the big drills.
[01:21:37.660 --> 01:21:42.062]  Bill and Melinda Gates that are the deep state are behind the drills and the virus.
[01:21:42.062 --> 01:21:43.984]  The virus they've patented for a vaccine.
[01:21:43.984 --> 01:21:50.387]  I'm not saying they're behind the new one that just magically showed up right now.
[01:21:50.387 --> 01:21:56.131]  And Mike Adams is the tip of the spear when it comes to health news.
[01:21:56.131 --> 01:21:57.392]  He's just as big as Mercola.
[01:21:58.394 --> 01:22:10.032]  Uh, and obviously they collaborate, and Mike's got a lot of big things he was about to launch that upsets big tech, who's being sued, and it's all over the news, suppresses any new rivals.
[01:22:10.032 --> 01:22:11.834]  Well, Mike was about to announce this week.
[01:22:12.947 --> 01:22:14.768]  This week, huge stuff.
[01:22:14.768 --> 01:22:16.368]  We were so excited.
[01:22:16.368 --> 01:22:17.769]  Well, you just saw what happened.
[01:22:17.769 --> 01:22:19.869]  He's been scrambling around, calling me at night.
[01:22:19.869 --> 01:22:21.350]  Everybody else's sites are going down.
[01:22:21.350 --> 01:22:22.470]  You know what's going on.
[01:22:22.470 --> 01:22:23.351]  We're just getting hammered.
[01:22:23.351 --> 01:22:23.991]  We're getting attacked.
[01:22:23.991 --> 01:22:25.411]  They're crawling all over stuff.
[01:22:25.411 --> 01:22:26.272]  I'm just going to leave it at that.
[01:22:26.272 --> 01:22:29.473]  But they got his domain support.
[01:22:29.473 --> 01:22:33.054]  Didn't tell them, and then just went and took it down.
[01:22:33.054 --> 01:22:37.936]  And then it's some squirrely court with a judge that's known all over, I looked her name up, as Mrs. Corruption.
[01:22:39.349 --> 01:22:42.412]  And they don't care because they believe they're going to take Trump out.
[01:22:42.412 --> 01:22:48.197]  For a judge to do something like this secretly, they're telling her, Trump's gone, we're going to finally get him.
[01:22:48.197 --> 01:22:52.580]  Just like they told Strzok and Page, Trump's gone, set him up.
[01:22:52.580 --> 01:22:54.822]  They are threatening a judge.
[01:22:54.822 --> 01:23:01.328]  They're holding her feet to the fire with all the asbestos corruption that's been alleged and reported to make people do stuff.
[01:23:01.328 --> 01:23:02.769]  Stuff like this is so illegal.
[01:23:02.769 --> 01:23:05.532]  Remember what I told you three years ago, and then the headlines this year and last year?
[01:23:06.397 --> 01:23:08.098]  FBI lied hundreds of times.
[01:23:08.098 --> 01:23:09.299]  Just type it in.
[01:23:09.299 --> 01:23:16.124]  FISA court says FBI lied to them with fake information to get illegal warrants.
[01:23:16.124 --> 01:23:18.566]  Just, I'll put it in my phone if you want.
[01:23:18.566 --> 01:23:19.607]  Can we just put that in?
[01:23:19.607 --> 01:23:20.928]  There it is.
[01:23:20.928 --> 01:23:26.812]  Inspector General's report reveals a scandal of historic magnitude, not only of the FBI, but also the U.S.
[01:23:26.812 --> 01:23:27.153]  media.
[01:23:27.153 --> 01:23:33.698]  Yeah, that's the original report that we first broke, but I'm going to show you the new articles.
[01:23:33.698 --> 01:23:34.058]  I'll get it.
[01:23:35.120 --> 01:23:37.762]  It's just, this was big news the last three months.
[01:23:37.762 --> 01:23:38.563]  Everybody heard it.
[01:23:38.563 --> 01:23:39.824]  Everybody knows it.
[01:23:39.824 --> 01:23:42.867]  Headline, FBI lied to FISA court.
[01:23:42.867 --> 01:23:44.489]  Just, that's all you put in.
[01:23:44.489 --> 01:23:46.330]  And there it is.
[01:23:46.330 --> 01:23:47.411]  That's what's happening.
[01:23:47.411 --> 01:23:49.453]  And so it's the very same thing here.
[01:23:49.453 --> 01:23:51.074]  But you don't even know who does it.
[01:23:51.074 --> 01:23:56.239]  Unless you've got a bunch of money and time and energy to scramble around and find out what the hell happened.
[01:23:56.239 --> 01:24:01.524]  Just like I was put by G2 last year on a secret filing for my bank credit.
[01:24:01.764 --> 01:24:05.426]  Saying perfect score, except he's hate, so he has a horrible score.
[01:24:05.426 --> 01:24:08.408]  Take away his merchant accounts, everything he has.
[01:24:08.408 --> 01:24:09.568]  This is war, folks.
[01:24:09.568 --> 01:24:10.569]  This is illegal.
[01:24:10.569 --> 01:24:11.849]  This is racketeering.
[01:24:11.849 --> 01:24:12.850]  This is criminal.
[01:24:12.850 --> 01:24:14.071]  This is disgusting.
[01:24:14.071 --> 01:24:15.351]  This is evil.
[01:24:15.351 --> 01:24:19.633]  And now Mike Adams has tracked it back with PIs and lawyers and found out what happened.
[01:24:19.633 --> 01:24:20.394]  Mike, please continue.
[01:24:21.721 --> 01:24:24.983]  We're going to have bombshell details in the days ahead.
[01:24:24.983 --> 01:24:29.084]  But what we know, and you described it accurately, there, listen, this is the headline today.
[01:24:29.084 --> 01:24:36.548]  There is now a secret FISA court or FISA style court in America that's ordering website takedowns.
[01:24:36.548 --> 01:24:40.710]  And they are specifically targeting websites that talk about vaccine truth.
[01:24:41.377 --> 01:24:52.532]  And this is happening at the same time of this massive coronavirus outbreak, massive cover-up in China, people dropping dead in the streets, and it's already spread to America, and who knows how many other countries.
[01:24:52.532 --> 01:24:55.195]  This is not a coincidence, Alex, and you nailed it.
[01:24:55.195 --> 01:24:56.237]  This is coordinated.
[01:24:56.798 --> 01:25:01.821]  It's all about causing devastation and causing disease and causing a national emergency.
[01:25:01.821 --> 01:25:05.044]  And it's so illegal what the courts and the Democrats are doing.
[01:25:05.044 --> 01:25:06.304]  It means they're going for broke.
[01:25:06.304 --> 01:25:10.107]  They just escalated the level of their crimes, is what I'm saying.
[01:25:10.107 --> 01:25:17.752]  Everything they're doing now, arresting reporters, everybody else has speech, taking down sites secretly, this means they've launched their next level of ops.
[01:25:17.752 --> 01:25:19.793]  They're not giving in, they're not rolling over.
[01:25:19.793 --> 01:25:22.055]  This is a huge escalation, Mike.
[01:25:22.515 --> 01:25:32.499]  While all this other stuff's happening and what it surrounds, this coronavirus, that you know, 100% folks, the canary just died in the coal mine.
[01:25:32.499 --> 01:25:35.661]  The damn coal mine is blowing up right now, okay?
[01:25:35.661 --> 01:25:36.661]  This is it!
[01:25:36.661 --> 01:25:37.422]  It's on!
[01:25:37.422 --> 01:25:38.922]  Total maximum red alert!
[01:25:38.922 --> 01:25:39.723]  Guaranteed!
[01:25:39.723 --> 01:25:40.303]  Mike, continue.
[01:25:41.846 --> 01:25:45.968]  And remember, this virus is going to become more deadly as it mutates and it adapts.
[01:25:45.968 --> 01:25:51.231]  So, the fatality rate that we're seeing right now, which is already much higher than influenza, is just the beginning.
[01:25:51.231 --> 01:25:59.976]  And there are also binary weapons that we talked about yesterday, just a little bit, as this virus combines with what they're putting into the vaccine.
[01:25:59.976 --> 01:26:04.759]  Remember, they can put DNA-altering ingredients into the vaccines.
[01:26:04.759 --> 01:26:05.879]  And isn't it amazing?
[01:26:05.879 --> 01:26:08.881]  They have the vaccine ready for this at the same time the outbreak happened.
[01:26:09.541 --> 01:26:11.643]  That's impossible, unless you're a time traveler.
[01:26:11.643 --> 01:26:16.246]  Bill and Melinda Gates had a drill just two months ago, and they're panicking that everybody's pointing it out.
[01:26:16.246 --> 01:26:18.047]  They think shutting you down is going to stop it.
[01:26:18.047 --> 01:26:19.568]  It's one of the top trends on Twitter.
[01:26:19.568 --> 01:26:21.309]  Everyone's saying it.
[01:26:21.309 --> 01:26:24.472]  Yep, yep, and they're going to roll out mandatory vaccines.
[01:26:24.472 --> 01:26:36.260]  When this becomes a panic in America, and by the way, the media is going to cause this to be a massive, massive, you know, panic among the public, but they're going to push people to mandatory vaccines.
[01:26:36.260 --> 01:26:37.641]  They're going to have an emergency order.
[01:26:38.397 --> 01:26:39.759]  Maybe by the President.
[01:26:39.759 --> 01:26:40.259]  I don't know.
[01:26:40.259 --> 01:26:42.141]  I don't know if he's going to stop this.
[01:26:42.141 --> 01:26:43.783]  He's not stopping the text censorship.
[01:26:43.783 --> 01:26:45.024]  I don't know what he's going to do.
[01:26:45.024 --> 01:26:51.131]  But they're going to have mandatory vaccines, and the vaccines will be the second half of the binary weapon.
[01:26:51.131 --> 01:26:53.073]  This is euthanasia.
[01:26:53.755 --> 01:26:55.536]  Via vaccination.
[01:26:55.536 --> 01:26:56.977]  This is what it's all about.
[01:26:56.977 --> 01:27:08.404]  And because you and I, people like us, can speak intelligently about this, because we know the history, we know the background, that's why we are targeted first with these illegal secret court orders to take down our websites.
[01:27:08.404 --> 01:27:10.185]  It is so blatantly illegal.
[01:27:10.185 --> 01:27:14.768]  I mean, the court in California just committed a felony crime against Natural News.
[01:27:14.768 --> 01:27:18.010]  The DOJ should be arresting that judge whose name I gave you off-air.
[01:27:18.690 --> 01:27:24.355]  She should be behind bars, and yet she's still signing orders to take down other websites today.
[01:27:24.355 --> 01:27:27.218]  And these infrastructure providers out there are just following orders.
[01:27:27.218 --> 01:27:28.799]  They get a secret court order.
[01:27:28.799 --> 01:27:33.383]  I called the vice president of our hosting company, and I said, what the hell is going on?
[01:27:33.383 --> 01:27:33.743]  Tell me.
[01:27:33.743 --> 01:27:36.326]  He says, I've been told not to talk about it.
[01:27:36.326 --> 01:27:37.747]  I can't tell you anything.
[01:27:37.747 --> 01:27:38.768]  There's nothing I can tell you.
[01:27:39.148 --> 01:27:40.769]  I said, we never received anything.
[01:27:40.769 --> 01:27:43.331]  No notice, no nothing.
[01:27:43.331 --> 01:27:44.012]  What is this?
[01:27:44.012 --> 01:27:44.773]  Is this America?
[01:27:44.773 --> 01:27:46.054]  What about due process?
[01:27:46.054 --> 01:27:47.475]  Aren't I supposed to receive notice?
[01:27:47.475 --> 01:27:49.476]  He says, we don't know anything about that.
[01:27:49.476 --> 01:27:54.941]  We have a TRO and we have to act on it because it's from a court in California.
[01:27:54.941 --> 01:27:58.043]  And this is happening all over the country right now, today.
[01:27:58.043 --> 01:27:59.845]  This is why sites are being taken down.
[01:27:59.845 --> 01:28:01.306]  The kill switch is here.
[01:28:01.306 --> 01:28:02.447]  The kill switch is here.
[01:28:03.081 --> 01:28:04.582]  This is what we warned about.
[01:28:04.582 --> 01:28:07.042]  We've been talking about this for years, Alex.
[01:28:07.042 --> 01:28:08.483]  You and I both, and many others.
[01:28:08.483 --> 01:28:09.723]  This is the kill switch.
[01:28:09.723 --> 01:28:11.984]  Tomorrow, I don't know what your infrastructure is.
[01:28:11.984 --> 01:28:14.665]  I know it's probably way better than ours.
[01:28:14.665 --> 01:28:16.165]  So you're more resistant to it.
[01:28:16.165 --> 01:28:18.766]  But they're going to try everything to take it from us.
[01:28:18.766 --> 01:28:20.287]  We're already under attack.
[01:28:20.287 --> 01:28:20.707]  Stay there.
[01:28:20.707 --> 01:28:23.128]  This is the biggest news ever in my 25 years.
[01:28:24.810 --> 01:28:24.990]  What?
[01:28:24.990 --> 01:28:26.491]  This is so illegal.
[01:28:26.491 --> 01:28:27.512]  I'm getting all the calls, too.
[01:28:27.512 --> 01:28:29.733]  It's happening to hundreds of prominent people.
[01:28:29.733 --> 01:28:34.136]  They are making their move ahead of the takedown of Trump.
[01:28:34.136 --> 01:28:37.018]  They have been testing, testing, testing.
