[00:00:41.343 --> 00:00:43.825]  I rarely get goosebumps.
[01:23:10.626 --> 01:23:12.788]  Yeah, there was a girl who was on Twitter who
[01:23:13.462 --> 01:23:19.308]  Decided she'd had enough, and we put up a post yesterday just when it took off.
[01:23:19.308 --> 01:23:20.769]  Because a lot of people have had enough.
[01:23:20.769 --> 01:23:23.192]  You know, we're just, you know, we're tired of wearing these masks.
[01:23:23.192 --> 01:23:28.517]  Alright, well listen, I hope to see you up there on January 6th, but regardless, thanks for popping in and giving us updates.
[01:23:28.517 --> 01:23:31.660]  Joe Hoffman, you and your brother and crew are kicking butt over at GatewayPundit.com.
[01:23:32.642 --> 01:23:34.464]  God bless America, Alex.
[01:23:34.464 --> 01:23:35.125]  Absolutely, sir.
[01:23:35.125 --> 01:23:36.827]  Pray for America, pray for justice.
[01:23:36.827 --> 01:23:38.589]  And hell, Joe Biden might drop dead any minute.
[01:23:38.589 --> 01:23:40.031]  I mean, who knows what's gonna happen?
[01:23:40.031 --> 01:23:40.932]  Oh, look, we don't want that to happen.
[01:23:40.932 --> 01:23:42.234]  We don't want him to turn into a martyr.
[01:23:42.234 --> 01:23:44.577]  I'm just saying, things are very, very fluid.
[01:23:44.577 --> 01:23:47.340]  He's already calling her the president again, Joe Biden is.
[01:23:47.340 --> 01:23:49.462]  He'll be right back with that whistleblower nurse.
[01:23:50.458 --> 01:23:54.540]  The Webster's Dictionary has a very simple definition of terrorism.
[01:23:54.540 --> 01:23:56.920]  Other dictionaries have similar ones.
[01:23:56.920 --> 01:24:04.563]  Terrorism is the threat of force, or actually carrying out force, for a political or financial reason.
[01:24:04.563 --> 01:24:08.445]  It's basically scaring the hell out of people until you submit to them.
[01:24:08.445 --> 01:24:11.926]  That's exactly what all this overblown COVID-19 garbage is.
[01:24:11.926 --> 01:24:14.367]  You see the headlines from CNN, ABC News.
[01:24:14.367 --> 01:24:16.748]  Doctors say it's worse than they ever thought.
[01:24:16.748 --> 01:24:18.569]  COVID more devastating than you could ever imagine.
[01:24:19.309 --> 01:24:25.574]  They told us that two and a half million people would be dead just eight months ago, within three months.
[01:24:25.574 --> 01:24:26.514]  Okay?
[01:24:26.514 --> 01:24:31.097]  It's a quarter million if you count all of the people that died of other things.
[01:24:31.097 --> 01:24:33.399]  We're talking 96% had comorbidity.
[01:24:33.399 --> 01:24:34.220]  These are real numbers.
[01:24:34.220 --> 01:24:35.481]  These are real facts.
[01:24:35.481 --> 01:24:40.764]  This is the chicken little event where we all run in our houses, never come out, and are taught we're not essential.
[01:24:40.764 --> 01:24:42.866]  All the big box stores and Amazon take over the planet.
[01:24:43.347 --> 01:24:44.148]  Rebuke it.
[01:24:44.148 --> 01:24:45.331]  Stand up against it.
[01:24:45.331 --> 01:24:47.075]  This is slavery.
[01:24:47.075 --> 01:24:49.320]  It is not something you can put up with and survive.
[01:24:50.356 --> 01:24:52.737]  Hey Alex, how you doing man?
[01:24:52.737 --> 01:24:55.578]  Is this the guy that called in about Living Defense?
[01:24:55.578 --> 01:24:56.758]  Yes sir, yes sir.
[01:24:56.758 --> 01:25:04.280]  I've been trying to get a hold of you since Monday when I heard you got that fresh shipment of Living Defense in from Utah.
[01:25:04.280 --> 01:25:07.921]  I said man, I gotta get on that show and give him an update.
[01:25:07.921 --> 01:25:16.204]  I said if I ever get a chance to be on Alex Jones Show, I'm gonna tell the world about Living Defense and what it did for me personally.
[01:25:16.204 --> 01:25:19.885]  Now look, I'm 64 years old going on 20 thanks to this.
[01:25:20.345 --> 01:25:22.707]  So it's like God working is so amazing.
[01:25:22.707 --> 01:25:31.172]  We didn't know, we didn't screen your call, we had no idea, and I go to you a year later and you're here telling people about Living Defense.
[01:25:51.726 --> 01:25:58.592]  Due to the COVID lockdown destroying the supply chain, many of the best-selling products in floors are no longer available.
[01:25:58.592 --> 01:26:06.438]  And I thought that Pollen Block might be gone forever, but after eight months, we got about 25% of the order we put in delivered to us.
[01:26:06.438 --> 01:26:08.520]  The rest, they hope, in a few months comes in.
[01:26:08.520 --> 01:26:14.284]  It's a proprietary system using specially fed quail and their eggs.
[01:26:14.284 --> 01:26:18.768]  It's very powerful when it comes to blocking seasonal irritants and a lot more.
[01:26:19.088 --> 01:26:24.232]  So get your Pollen Block back in stock at InfoWareStore.com today.
[01:26:24.232 --> 01:26:27.153]  And, by the way, Activated Charcoal Toothpaste sold out for months.
[01:26:27.153 --> 01:26:28.594]  It's now back in stock as well.
[01:26:28.594 --> 01:26:30.596]  They're great products and it funds the InfoWare.
[01:26:30.596 --> 01:26:35.299]  So get your Pollen Block and get your Activated Charcoal Toothpaste at InfoWareStore.com today.
[01:26:35.299 --> 01:26:38.981]  Again, our Activated Charcoal Toothpaste doesn't have additives.
[01:26:38.981 --> 01:26:40.002]  It's concentrated.
[01:26:40.002 --> 01:26:41.003]  People love it.
[01:26:41.003 --> 01:26:41.683]  It's amazing.
[01:26:41.683 --> 01:26:43.244]  There's no toothpaste out there like it.
[01:26:43.244 --> 01:26:45.045]  And Pollen Block is proprietary as well.
[01:26:45.045 --> 01:26:46.947]  They're back in stock at InfoWareStore.com.
[01:26:53.411 --> 01:27:04.658]  You're listening to the Alex Jones Show.
[01:27:04.658 --> 01:27:16.125]  Defending the republic from enemies foreign and domestic.
[01:27:16.125 --> 01:27:17.626]  It's Alex Jones.
[01:27:18.632 --> 01:27:21.613]  Nurse Erin Olszewski is about to be with us.
[01:27:21.613 --> 01:27:26.175]  I really appreciate her coming on on short notice, because she's the big whistleblower.
[01:27:26.175 --> 01:27:38.861]  And we've had so many other doctors and nurses expose this, but she was one of the first to say, healthy people come in, they test non-positive, we still intubate them, and the breathing machine kills them.
[01:27:38.861 --> 01:27:42.603]  Well, that looks like what happened with this new congressman-elect.
[01:27:43.404 --> 01:27:47.986]  They said they did a medical procedure intubating him and he died of a heart attack during it.
[01:27:47.986 --> 01:27:51.808]  And now they're saying he died of COVID-19.
[01:27:51.808 --> 01:27:57.792]  The last cellmate of Jeffrey Epstein was also found with his neck broken in his apartment.
[01:27:57.792 --> 01:27:59.052]  He'd been released.
[01:27:59.052 --> 01:28:00.093]  They said COVID killed him.
[01:28:01.766 --> 01:28:04.348]  Did you know Kennedy in 1963 got killed by COVID?
[01:28:04.348 --> 01:28:06.671]  Jesus was killed by COVID before he rose from the grave.
[01:28:06.671 --> 01:28:07.772]  Now, I'm not trying to be blasphemous.
[01:28:07.772 --> 01:28:09.734]  I'm saying it's sarcastic.
[01:28:09.734 --> 01:28:11.976]  It's ridiculous, ladies and gentlemen.
[01:28:11.976 --> 01:28:16.460]  Hindenburg was brought down by COVID.
[01:28:16.460 --> 01:28:17.401]  Simply insane.
[01:28:17.401 --> 01:28:19.543]  We're going to go to her in just a moment.
[01:28:19.543 --> 01:28:20.604]  Folks are very excited.
[01:28:20.604 --> 01:28:23.747]  I know that I am excited as well.
[01:28:23.747 --> 01:28:25.229]  X2 is an essential
[01:28:26.775 --> 01:28:33.239]  Nutrient it is clean pure atomic iodine from 12,000 foot deep crystals.
[01:28:33.239 --> 01:28:36.361]  There's a byproduct of oil and gas drilling.
[01:28:36.361 --> 01:28:40.623]  We're the only ones ever go out and actually get this time of this type of true pure atomic.
[01:28:40.623 --> 01:28:42.525]  I don't know if you get a DEA license to get it.
[01:28:42.525 --> 01:28:43.265]  It's crazy.
[01:28:43.265 --> 01:28:44.686]  It goes right into your cells.
[01:28:44.686 --> 01:28:45.867]  It's essential.
[01:28:45.867 --> 01:28:51.430]  It's the good halogen the opposite of fluoride and bromide and bromine and all of that look into the iodine conspiracy.
[01:28:51.430 --> 01:28:52.491]  This is the best you're going to get.
[01:28:53.277 --> 01:28:54.479]  It's back in stock.
[01:28:54.479 --> 01:28:56.321]  X2 sold out for months.
[01:28:56.321 --> 01:28:57.262]  50% off.
[01:28:57.262 --> 01:28:58.564]  People are very excited.
[01:28:58.564 --> 01:29:01.247]  Also back in stock after eight months because the COVID lockdown.
[01:29:01.247 --> 01:29:02.769]  Couldn't get it from France.
[01:29:02.769 --> 01:29:03.470]  Pollen Block.
[01:29:03.470 --> 01:29:05.512]  It's from specially fed quail.
[01:29:05.512 --> 01:29:07.735]  Their eggs have this natural antihistamine.
[01:29:07.735 --> 01:29:08.296]  It's amazing.
[01:29:08.296 --> 01:29:08.816]  People love it.
[01:29:09.537 --> 01:29:12.420]  It gives you that anti-allergy effect.
[01:29:12.420 --> 01:29:14.382]  Some better for others, but it works for most folks.
[01:29:14.382 --> 01:29:16.504]  Not for some people, just like some medicines don't.
[01:29:16.504 --> 01:29:18.506]  This is all natural from quail eggs.
[01:29:18.506 --> 01:29:19.287]  It's back in stock.
[01:29:19.287 --> 01:29:21.028]  Pollen Block is back in stock.
[01:29:21.028 --> 01:29:24.572]  And also back in stock is our fluoride-free concentrated
[01:29:26.257 --> 01:29:29.498]  Okay, let's now go to Nurse Erin Olszewski.
[01:29:29.498 --> 01:29:31.319]  So much has happened, so much has unfolded.
[01:29:31.319 --> 01:29:33.539]  Now the vaccine's rolling out, people are dying from the vaccine.
[01:29:56.198 --> 01:29:59.480]  South Korea, in Switzerland, in Germany.
[01:29:59.480 --> 01:30:02.242]  There's reports of them covering up deaths here in the U.S.
[01:30:02.242 --> 01:30:07.044]  There's all these ER head doctors collapsing, nurses collapsing.
[01:30:07.044 --> 01:30:08.725]  People are getting Bell's Palsy.
[01:30:08.725 --> 01:30:17.450]  I want somebody who's really got her nose to the grindstone as a registered nurse watching all this, who's also got her big conference coming up for nurses that was going to be in Florida.
[01:30:17.450 --> 01:30:18.451]  Now it's going to be in D.C.
[01:30:18.451 --> 01:30:19.492]  on the 6th.
[01:30:19.492 --> 01:30:21.453]  I look forward to hopefully meeting her in person.
[01:30:22.475 --> 01:30:26.917]  To tell us, front and center, as an expert, what she's seeing happen here.
[01:30:26.917 --> 01:30:31.839]  Isn't this really kind of a rerun of what you exposed earlier this year?
[01:30:31.839 --> 01:30:34.740]  Yeah, it's history repeating itself.
[01:30:34.740 --> 01:30:39.642]  And that's why a lot of us have been very outspoken to stop this from happening.
[01:30:41.124 --> 01:30:44.266]  It's really hard to get people to actually listen and pay attention.
[01:30:44.266 --> 01:30:50.531]  But the more that this is happening, the more people are really starting to listen.
[01:30:50.531 --> 01:30:56.176]  You know, we're looking around and, you know, you were talking about Luke Letlow a little bit ago.
[01:30:56.176 --> 01:30:58.858]  I mean, that likely could have been avoided.
[01:30:58.858 --> 01:31:07.644]  You know, I don't know the details of everything, but obviously we knew the ventilators are literally killing people.
[01:31:07.644 --> 01:31:10.867]  And that's ultimately, I think, what ended up killing him.
[01:31:14.508 --> 01:31:18.712]  I could ask a million questions, but you're really the expert.
[01:31:18.712 --> 01:31:22.115]  Being a nurse, being on the front lines, you were at the epicenter of the epicenter.
[01:31:22.115 --> 01:31:24.057]  Your book is of that title.
[01:31:24.057 --> 01:31:31.203]  Explain to people the hospital you were in and what you saw, and then moving it forward 10 months, what you're witnessing now.
[01:31:31.203 --> 01:31:36.267]  Well, I was in New York at Elmhurst Hospital, so that was known as the epicenter of the epicenter, I guess.
[01:31:38.638 --> 01:31:41.519]  Ultimately, it was kind of an assembly line to a body bag.
[01:31:41.519 --> 01:31:46.281]  These patients would come in with symptoms of whatever.
[01:31:46.281 --> 01:31:49.002]  I mean, it honestly really didn't matter at that point.
[01:31:49.002 --> 01:32:06.450]  They were considered COVID patients and, you know, shuttled off to floors, you know, mismanaged treatment and protocols that were knowingly killing these patients, ultimately putting them on ventilators and they'd end up, you know, in the freezer trucks in the back.
[01:32:06.969 --> 01:32:09.292]  And, you know, they weren't dying from COVID.
[01:32:09.292 --> 01:32:16.840]  They were dying from the treatments, the medications, the medications that they wouldn't use.
