[00:00:30.203 --> 00:00:31.624]  It's Sunday Live.
[01:56:39.375 --> 01:56:42.236]  That's right, and I want to say one more thing to everybody.
[01:56:42.236 --> 01:56:46.077]  We've got an alternate system to get rid of these machines.
[01:56:46.077 --> 01:56:56.200]  If, I'll say, if the worst thing that would ever happen that this wouldn't get pulled down, the one thing, there will not be one machine left in the United States or in the world.
[01:56:56.200 --> 01:57:03.402]  That we have an alternate system that's 100% accurate, and there's no hacking, and you can even see where your boat went and how your boat went.
[01:57:03.402 --> 01:57:04.362]  Mike, you've got to join us again this week.
[01:57:04.362 --> 01:57:05.322]  We love you.
[01:57:05.322 --> 01:57:07.263]  MyPillow.com, promo code Alex.
[01:57:07.663 --> 01:57:07.903]  Thank you.
[01:57:30.245 --> 01:57:30.565]  Thanks.
[01:57:30.565 --> 01:57:31.346]  God bless y'all.
[01:57:31.346 --> 01:57:32.087]  Thank you.
[01:57:32.087 --> 01:57:32.567]  Thank you.
[01:57:32.567 --> 01:57:34.128]  Alright, Owen Schroer's coming up.
[01:57:34.128 --> 01:57:37.731]  Did you hear they took down the Teddy Roosevelt statue yesterday?
[01:57:37.731 --> 01:57:48.420]  We have video of it coming up and Owen Schroer takes over.
[01:57:48.420 --> 01:57:50.001]  The answer to 1984 is 1776.
[01:58:02.967 --> 01:58:07.329]  InfoWars has been banned.
[01:58:07.329 --> 01:58:08.169]  Arrested.
[01:58:08.169 --> 01:58:14.031]  Attacked and threatened.
[01:58:14.031 --> 01:58:15.492]  Because we are effective.
[01:58:15.492 --> 01:58:19.173]  The Great Awakening is here.
[01:58:19.173 --> 01:58:21.454]  Go to Banned.Video.
[01:58:21.454 --> 01:58:25.575]  Download the videos and share.
[01:58:25.575 --> 01:58:28.877]  Support the Information War at InfoWarsStore.com
[01:58:32.885 --> 01:58:34.786]  And never give up the fight.
[01:58:34.786 --> 01:58:36.166]  InfoWars.com
[01:58:48.761 --> 01:58:57.768]  Three of our best-selling products are now back in stock after months and months of not being available because of the COVID lockdowns that destroyed the supply chain.
[01:58:57.768 --> 01:59:01.831]  BioTrue Selenium is the highest quality selenium from the mustard seed.
[01:59:01.831 --> 01:59:05.034]  It is essential for all cellular activity in the body.
[01:59:05.034 --> 01:59:07.095]  It's critical and it funds the info war.
[01:59:07.095 --> 01:59:08.176]  It's back in stock.
[01:59:08.176 --> 01:59:09.818]  Then we have Ultimate Krill Oil.
[01:59:09.818 --> 01:59:11.299]  Highest grade of krill oil.
[01:59:11.299 --> 01:59:16.002]  All the things it does for your brain, your cardiovascular system, your memory, your sleep, everything.
[01:59:16.002 --> 01:59:16.743]  It's back in stock.
[01:59:17.418 --> 01:59:20.621]  And by the way, all these are discounted 40 to 50% off.
[01:59:20.621 --> 01:59:23.464]  But then, one more other great item is now back in stock.
[01:59:23.464 --> 01:59:27.587]  We got a good shipment of it in, so I want to offer it the lowest price ever, so you experience the benefits.
[01:59:27.587 --> 01:59:33.613]  And that is Survival Shield X3 Tri-Iodine, 60% off, with free shipping, double pay for your points.
[01:59:33.613 --> 01:59:36.155]  The other products are 50% off and 40% off.
[01:59:36.155 --> 01:59:38.237]  Check them out today at InfoWarsStore.com.
[01:59:38.237 --> 01:59:40.139]  The trifecta of InfoWars products.
[01:59:40.139 --> 01:59:40.940]  Biotrin, selenium,
[01:59:41.500 --> 01:59:44.041]  You're listening to the Alex Jones Show!
