[00:00:02.876 --> 00:00:04.837]  This is the InfoWar.
[01:08:15.571 --> 01:08:18.734]  The Empire is on the run.
[01:08:18.734 --> 01:08:24.439]  Alex Jones and the GCN Radio Network.
[01:08:24.439 --> 01:08:30.845]  My friends, don't take InfoWars.com and our backup site PrisonPlanet.com for granted.
[01:08:30.845 --> 01:08:34.608]  Please don't take the fact that we're on Twitter and Facebook and YouTube for granted.
[01:08:34.608 --> 01:08:37.291]  We deal with constant censorship, constant harassment.
[01:08:38.975 --> 01:08:45.318]  We've been successfully hacked two other times in the last 18-19 years that I've been an internet presence.
[01:08:45.318 --> 01:08:48.360]  I was on radio and TV about a year before I had a website.
[01:08:48.360 --> 01:08:49.660]  Two years.
[01:08:49.660 --> 01:08:53.962]  But we have had successful hack attacks of InfoWars today.
[01:08:53.962 --> 01:08:59.965]  Posting the fake article breaking coup d'etat in Turkey, Erdogan flees the US airbase.
[01:08:59.965 --> 01:09:04.167]  And they are currently trying to break back in yet again.
[01:09:04.167 --> 01:09:05.528]  And we have two different
[01:09:06.846 --> 01:09:13.452]  Good IT companies, and they say it's very sophisticated what they're doing.
[01:09:13.452 --> 01:09:18.856]  It is the CIA that has been funding the Turkish government and funding ISIS.
[01:09:18.856 --> 01:09:21.578]  That, of course, has been exposed by this show and others.
[01:09:21.578 --> 01:09:33.688]  The Syrian Electronic Army, three years ago and then again two years ago, and I can show you some of those articles here if you're a TV viewer, took over CNN, you name it.
[01:09:34.789 --> 01:09:38.058]  Literally hundreds of publications and posted InfoWars.com links.
[01:09:39.416 --> 01:09:40.377]  We do not endorse that.
[01:09:40.377 --> 01:09:41.297]  We do not support that.
[01:09:41.297 --> 01:09:42.758]  We're not involved in that.
[01:09:42.758 --> 01:09:45.720]  But there were links exposing that Al-Qaeda was the main rebel force.
[01:09:45.720 --> 01:09:46.820]  That of course later came out.
[01:09:46.820 --> 01:09:49.522]  You now see the Pentagon saying they don't want to be part of this.
[01:09:49.522 --> 01:09:57.346]  It has been a devastating victory against the globalists in Saudi Arabia and Turkey and NATO trying to overthrow the Middle East and put radical Islamists in.
[01:09:57.346 --> 01:10:03.769]  I have stacks of articles today that are executing women for free speech, death sentences for poets.
[01:10:03.769 --> 01:10:06.130]  I just oppose totalitarianism.
[01:10:06.130 --> 01:10:07.051]  I'm not anti-Islam.
[01:10:07.591 --> 01:10:09.870]  But I'm against funding radical Islam to take over the world.
[01:10:10.993 --> 01:10:15.255]  And it comes out of Saudi Arabia, and then using the threat of it to take my freedoms and my family's freedoms.
[01:10:15.255 --> 01:10:16.936]  I mean, I'm a real liberal, folks.
[01:10:16.936 --> 01:10:18.577]  I'm a constitutionalist.
[01:10:18.577 --> 01:10:20.198]  Thomas Jefferson was a liberal.
[01:10:20.198 --> 01:10:21.078]  I'm that kind of liberal.
[01:10:21.078 --> 01:10:25.901]  Not the modern liberals with political correctness saying, ban, it's a, I'm dreaming of a white Christmas.
[01:10:25.901 --> 01:10:31.743]  And they're actually doing that and, you know, saying if a white person wants to eat Chinese food, it's cultural appropriation.
[01:10:31.743 --> 01:10:33.384]  They're actually banning that at universities.
[01:10:33.384 --> 01:10:39.748]  I mean, you cannot, you know, people are resigning under new blacklist at Yale because they said, we're not going to ban Halloween.
[01:10:39.748 --> 01:10:40.248]  Get over it.
[01:10:40.868 --> 01:10:43.450]  People being offended by people in cowboy outfits.
[01:10:43.450 --> 01:10:45.632]  That's the real tyranny.
[01:10:45.632 --> 01:10:47.193]  And I'm a real liberal.
[01:10:47.193 --> 01:10:52.077]  People call me a libertarian, right-winger, whatever, because I'm pro-gun.
[01:10:52.077 --> 01:10:54.479]  The definitions are all scrambled.
[01:10:54.479 --> 01:10:56.480]  Syrian electronic army hack.
[01:10:56.480 --> 01:11:00.823]  CNN accounts amid Geneva talks.
[01:11:00.823 --> 01:11:00.943]  RT.
[01:11:02.185 --> 01:11:03.226]  Here's another one.
[01:11:03.226 --> 01:11:07.209]  Hackers hijack CBS to claim Obama involvement in Boston bombings.
[01:11:07.209 --> 01:11:08.129]  Tweet InfoWars.
[01:11:08.129 --> 01:11:10.671]  That was the Free Syrian Army again.
[01:11:10.671 --> 01:11:13.493]  Global websites hacked by Syrian Electronic Army.
[01:11:13.493 --> 01:11:16.315]  And of course they tweet InfoWars.
[01:11:16.315 --> 01:11:22.560]  So I believe that this is being done because it looks like something they'd put out, that Irgun's been overthrown and run to an airbase.
[01:11:22.560 --> 01:11:23.761]  Fake story.
[01:11:23.761 --> 01:11:24.742]  Only up for 11 minutes.
[01:11:26.530 --> 01:11:28.291]  They took over Paul Watson's Twitter account.
[01:11:28.291 --> 01:11:31.272]  They're trying to get into everything right now, which is a good drill for us.
[01:11:31.272 --> 01:11:38.054]  We're contacting some of the better hackers that have consulted for us and others right now, and this will make us better.
[01:11:38.054 --> 01:11:43.196]  And again, they want to use these threats as well to pass the whole cyber security system that takes everybody's freedoms.
[01:11:43.196 --> 01:11:51.739]  Now joining us until the bottom of the next hour is my old friend, TV producer, filmmaker, best-selling author,
[01:11:52.839 --> 01:11:56.881]  Better known for being Bill Hicks' producer, the producer of Ninja Bachelor Party.
[01:11:56.881 --> 01:12:01.544]  I was in a juice plant the other day and they had a Ninja Bachelor Party type shake.
[01:12:01.544 --> 01:12:02.684]  I was getting one of those protein shakes.
[01:12:02.684 --> 01:12:03.705]  It was actually excellent.
[01:12:03.705 --> 01:12:07.027]  It's funny to walk around and see stuff you came up with, Bill, everywhere.
[01:12:07.027 --> 01:12:08.807]  But we're not here to get into comedy.
[01:12:08.807 --> 01:12:10.268]  Normally we have fun interviews.
[01:12:10.268 --> 01:12:14.330]  He, of course, was working with the Freeway Ricky Ross and the whole Gary Webb situation.
[01:12:14.330 --> 01:12:16.652]  That new film, how incredible, Kill the Messenger.
[01:12:17.652 --> 01:12:18.293]  So important.
[01:12:47.752 --> 01:12:50.036]  Kevin recently just got back from Turkey.
[01:12:50.036 --> 01:12:50.817]  He lives in LA.
[01:12:50.817 --> 01:12:51.818]  He's visiting family.
[01:12:51.818 --> 01:12:52.780]  He's a Texan.
[01:12:52.780 --> 01:12:55.223]  Visiting family out in Fredericksburg.
[01:12:55.223 --> 01:12:58.227]  And he said, man, I've got incredible stuff from the Middle East.
[01:12:58.227 --> 01:13:01.572]  And then I was looking at who he was going to bring on the show in about 30 minutes.
[01:13:03.682 --> 01:13:06.505]  This particular doctor, and I was like, wait a minute, Joe Biggs knows who that is.
[01:13:06.505 --> 01:13:13.692]  This is the guy that's getting ISIS defectors to defect and expose that the West and the Turkish government and others are funding him.
[01:13:13.692 --> 01:13:14.693]  This guy's in hiding.
[01:13:14.693 --> 01:13:15.774]  This guy's really big.
[01:13:15.774 --> 01:13:16.374]  He's interviewed him.
[01:13:16.374 --> 01:13:20.598]  We've got a three-minute supercut we're going to play here in a moment.
[01:13:20.598 --> 01:13:27.465]  But you add this today happening as the hack trying to not just hijack InfoWars but bring it down is happening.
[01:13:29.150 --> 01:13:33.511]  And so this is the most sophisticated, sustained attack we've ever seen.
[01:13:33.511 --> 01:13:35.832]  I mean, it's sophisticated, folks.
[01:13:35.832 --> 01:13:39.693]  And I'm not going to get into exactly what's going on, but all the really important stuff is secure.
[01:13:39.693 --> 01:13:47.435]  But I don't know if it's this or we're investigating these Islamic Jihad schools that the CIA openly got Congress to allow.
[01:13:47.435 --> 01:13:51.396]  We're talking billions a year to these groups that actually teach caliphate.
[01:13:51.396 --> 01:13:54.057]  I mean, I'm sorry, my daughters are not going to live in a caliphate over my dead body.
[01:13:55.296 --> 01:13:58.619]  So this is all going on and it's just over the top.
[01:13:58.619 --> 01:13:59.780]  And the stuff is so over the top.
[01:13:59.780 --> 01:14:01.521]  You hear billions a year of U.S.
[01:14:01.521 --> 01:14:05.885]  taxpayer, $500 million of Texas money a year to one group.
[01:14:05.885 --> 01:14:09.889]  It's the second biggest skilled visa group after Google.
[01:14:09.889 --> 01:14:13.231]  Tens of thousands of workers brought in a year.
[01:14:13.231 --> 01:14:16.975]  And they run schools that look like charter schools and they teach caliphate.
[01:14:16.975 --> 01:14:18.416]  I mean, and I hear that.
[01:14:18.416 --> 01:14:19.257]  No, that's not true.
[01:14:19.257 --> 01:14:21.058]  That's just crazy right wing stuff.
[01:14:21.058 --> 01:14:21.679]  It's real.
[01:14:23.171 --> 01:14:26.273]  So Joe Biggs is going to pop in with us at the start of the next hour.
[01:14:26.273 --> 01:14:27.655]  But Kevin Booth, great to have you here.
[01:14:27.655 --> 01:14:29.296]  Great to see your lovely wife, Trey.
[01:14:29.296 --> 01:14:31.357]  We used to hang out so much when you guys lived here in town.
[01:14:31.357 --> 01:14:32.638]  How many years have you lived in L.A.
[01:14:32.638 --> 01:14:32.999]  now?
[01:14:32.999 --> 01:14:34.460]  It's been 10 years now I've been gone.
[01:14:34.460 --> 01:14:35.541]  Hard to believe.
[01:14:35.541 --> 01:14:36.101]  Yeah.
[01:14:36.101 --> 01:14:39.684]  Brother, let's just get right into radical Islamic terror.
[01:14:39.684 --> 01:14:41.726]  You started out, you told me, making a film about...
[01:14:42.506 --> 01:14:47.868]  Mafia in government, corruption, crime, and it keeps leading you back to radical Islam.
[01:14:47.868 --> 01:14:51.329]  Tell us about the upcoming film, what you witnessed in Turkey.
[01:14:51.329 --> 01:14:55.090]  Well, our story actually started in Bulgaria.
[01:14:55.090 --> 01:15:10.855]  And we started researching this country based on when communism fell, how they left the KGB, left all these mafias in place to basically take control over all these countries that dropped out of communism at the end of the 80s, beginning of the 90s.
[01:15:11.915 --> 01:15:20.492]  And how there's all these mafia organizations basically in charge of the government, complete corruption, and now they're the ones financing a lot of this.
[01:15:21.653 --> 01:15:24.614]  And I remember at first you were saying, what do you think about Putin three, four years ago?
[01:15:24.614 --> 01:15:28.255]  I mean, sometimes you spend five, six years on a film, you do real research.
[01:15:28.255 --> 01:15:31.636]  And I was like, no, Putin's not perfect, but the West is starting the fight with him.
[01:15:31.636 --> 01:15:35.197]  And I think you ought to get that perspective in it as well.
[01:15:35.197 --> 01:15:41.538]  How have your views and your research developed or evolved in your, what is it, three years you've been working on this?
[01:15:41.538 --> 01:15:43.079]  I just did two years.
[01:15:43.079 --> 01:15:44.059]  Yeah.
[01:15:44.059 --> 01:15:47.600]  So in the last two years or so, how have things changed?
[01:15:48.753 --> 01:15:49.714]  I don't know.
[01:16:07.765 --> 01:16:13.546]  And the reason we linked up with him is because he's the one who is known for the Bulgarian umbrella and all that stuff.
[01:16:13.546 --> 01:16:16.747]  We're trying to tie in all these stories, but then all these things connect.
[01:16:16.747 --> 01:16:19.868]  And then Robert ended up getting us into the Russian embassy.
[01:16:19.868 --> 01:16:24.869]  And so we've actually been meeting with Putin's press secretary, and we're that close to getting in a meeting with Putin.
[01:16:24.869 --> 01:16:27.690]  I'm not sure if it's going to happen or not, but we're in the door.
[01:16:27.690 --> 01:16:31.931]  And so we're by no means out to make a movie to make Putin look bad.
[01:16:31.931 --> 01:16:33.551]  I mean, it seems like
[01:16:34.111 --> 01:16:37.014]  It's all becoming one big mass as far as the power goes.
[01:16:37.014 --> 01:16:40.978]  Yeah, there's global organized crime playing the nations off against each other.
