[00:00:04.924 --> 00:00:08.126]  It's Wednesday, July 21st.
[01:12:59.281 --> 01:13:01.606]  Do not think that affords total protection.
[01:13:01.606 --> 01:13:09.601]  We want to be absolutely sure that as we go about our daily lives we do not come into contact with anyone else that would pose a risk.
[01:13:10.137 --> 01:13:14.799]  So that's what President Eisenhower said back when he was president in 1960 in a famous speech to college students.
[01:13:14.799 --> 01:13:16.399]  You can look it up.
[01:13:16.399 --> 01:13:17.079]  It was at Columbia.
[01:13:17.079 --> 01:13:18.980]  You can pull it up.
[01:13:18.980 --> 01:13:20.520]  President Eisenhower on freedom.
[01:13:20.520 --> 01:13:22.621]  He said, I can make you all completely free and safe.
[01:13:22.621 --> 01:13:24.682]  Or no, freedom versus safety.
[01:13:24.682 --> 01:13:26.962]  He said, Eisenhower on freedom versus slavery.
[01:13:26.962 --> 01:13:28.983]  And he said, I can make you all 100% safe.
[01:13:28.983 --> 01:13:29.943]  You'll be slaves.
[01:13:29.943 --> 01:13:32.724]  I can lock you up in a tiny jail cell.
[01:13:32.724 --> 01:13:34.725]  And so that's what this is.
[01:13:36.181 --> 01:13:37.041]  Is literally.
[01:13:37.041 --> 01:13:38.702]  We can't let one person die from this.
[01:13:38.702 --> 01:13:41.783]  And we have little robot testers that are fraudulent that'll tell you.
[01:13:41.783 --> 01:13:48.025]  And now, Bill Gates and George Soros are buying up all the COVID testing companies.
[01:13:48.025 --> 01:13:53.187]  They'll have the database on your name, your healthcare, and they can block you with a social credit score through the COVID.
[01:13:53.187 --> 01:13:54.548]  I mean, figured it out yet?
[01:13:54.548 --> 01:13:54.888]  Stay with us.
[01:13:59.076 --> 01:14:01.157]  Your voice counts.
[01:14:01.157 --> 01:14:06.220]  When you share information, be it over the internet or in person, it changes the world.
[01:14:06.220 --> 01:14:08.822]  The globalists know their agenda is unpopular.
[01:14:08.822 --> 01:14:10.303]  They know you're angry.
[01:14:10.303 --> 01:14:15.106]  And now to get around big tech, it's more important than ever that we use every tool we've got.
[01:14:15.686 --> 01:14:26.453]  Well, ladies and gentlemen, if you sign up for our free news and show alerts, you can then take those alerts, those articles, and those live feeds, both the regular shows and special reports, and share them with everyone you know.
[01:14:26.453 --> 01:14:30.776]  Take action now by texting the word NEWS, N-E-W-S, to 833-470-0438.
[01:14:30.776 --> 01:14:32.477]  That's 833-470-0438 for InfoWars Emergency News Alerts.
[01:14:32.477 --> 01:14:34.319]  Or, text the word SHOW to 833-470-0438 and receive live show notifications.
[01:14:45.767 --> 01:14:50.256]  Take action now, rate the chain reaction, and tell others to share those texts.
[01:14:50.256 --> 01:14:51.178]  Get news alerts at 833-470-0438.
[01:14:56.903 --> 01:15:05.066]  I preach about the dangers of cell phones all day long because they're supercomputers controlled by big tech that are spying on us everywhere we go and what we do.
[01:15:05.066 --> 01:15:13.848]  But because they have great cameras and great recording systems and great ways to communicate, I still have one because this Trojan horse, this Promethean fire, has a lot of power.
[01:15:13.848 --> 01:15:15.789]  But when I'm not using it, I lock it up.
[01:15:16.189 --> 01:15:20.773]  In a high-quality Faraday cage, a privacy pocket at InfoWarsTore.com.
[01:15:20.773 --> 01:15:23.415]  We finally got them back in stock, the highest rated.
[01:15:23.415 --> 01:15:29.441]  They fit almost all types of Androids and iPhones at 50% off $14.95.
[01:15:29.441 --> 01:15:32.744]  They sell these babies for $29.95 all day long.
[01:15:32.744 --> 01:15:34.985]  We've got a private label with InfoWars on them.
[01:15:35.946 --> 01:15:40.708]  For $14.95 because I want you to get them and I want you to buy.
[01:15:40.708 --> 01:15:46.110]  Friends and family of these systems to educate them about what these quote smartphones really are.
[01:15:46.110 --> 01:15:48.751]  This is a great way to limit your phone time use.
[01:15:48.751 --> 01:15:53.993]  It's a great way to spend more time with your family and it's a great way to know you're not being tracked by the criminal globalist system.
[01:15:53.993 --> 01:15:56.514]  They're 50% off right now at infowarestore.com.
[01:15:59.130 --> 01:16:04.572]  The globalists are having their revolution, but free humanity has to have its revolution.
[01:16:04.572 --> 01:16:21.879]  We have to first recognize this anti-human takeovers trying to enslave the entire biological processes of humans and turn us into these artificial, corporate, controlled slaves.
[01:16:21.879 --> 01:16:22.700]  Worse than slaves.
[01:16:22.700 --> 01:16:25.501]  It's just property from cradle to grave of the system.
[01:16:26.656 --> 01:16:34.202]  Rendered down to be servile minions of a system and a ritual of dominance and satanic control.
[01:16:34.202 --> 01:16:37.305]  We have to recognize their great reset post-industrial world.
[01:16:37.305 --> 01:16:44.230]  We have to realize it's a nightmare dystopia and we have to promote liberty and freedom that is the opposite of their dystopia.
[01:16:44.230 --> 01:16:45.471]  It's that choice.
[01:16:45.471 --> 01:16:48.414]  It's that realization that's going to change the world.
[01:16:48.414 --> 01:16:50.615]  And it's the only choice we've got.
[01:16:50.615 --> 01:16:51.396]  Freedom or slavery.
[01:16:51.396 --> 01:16:52.877]  Good or evil.
[01:16:52.877 --> 01:16:54.198]  It is a spiritual battle.
[01:16:54.198 --> 01:16:55.860]  And M4 War is at the tip of the spear fighting it.
[01:17:00.362 --> 01:17:19.178]  You're listening to the Alex Jones Show.
[01:17:19.178 --> 01:17:25.203]  It's been said that sometimes we lose the forest for the trees.
[01:17:31.812 --> 01:17:36.957]  Robert Barnes is a friend of mine, great constitutional lawyer, really even better historian.
[01:17:36.957 --> 01:17:39.559]  I study a lot and most folks don't know as much as I do.
[01:17:39.559 --> 01:17:42.001]  He always impresses me, he knows as much as I know and a lot of times more.
[01:17:44.681 --> 01:17:46.542]  He's not an infighter.
[01:17:46.542 --> 01:17:55.344]  But he called me up yesterday, a little pissed off at Black Rifle Coffee Company for just their attack on Rittenhouse and said, screw our Second Amendment supporters.
[01:17:55.344 --> 01:17:59.565]  And he said, you know, how would you like to get Rittenhouse's mom and folks on to try to support him?
[01:17:59.565 --> 01:18:00.946]  We'll do that next week.
[01:18:00.946 --> 01:18:02.186]  After that, we're looking forward to that.
[01:18:02.186 --> 01:18:04.147]  But we'll talk about that coming up next segment.
[01:18:04.147 --> 01:18:06.767]  But it's bigger than just Black Rifle Coffee Company, because I sell coffee.
[01:18:06.767 --> 01:18:08.148]  I'm not in a pissing contest with them.
[01:18:08.148 --> 01:18:08.968]  Their coffee's good coffee.
[01:18:09.688 --> 01:18:16.796]  It's that this cut and run by conservatives and nationals and veterans, when the New York Times calls up and says, disavow your base.
[01:18:16.796 --> 01:18:21.001]  It just, it seems politically, culturally, economically suicidal.
[01:18:21.001 --> 01:18:22.022]  So we'll talk about that next segment.
[01:18:22.848 --> 01:18:31.673]  Speaking of suicide, Marge, you were on over a year ago and you predicted this is not a vaccine that teaches you immunity.
[01:18:31.673 --> 01:18:32.493]  This is a drug.
[01:18:32.493 --> 01:18:38.217]  Because giving somebody an attenuated virus, a dead virus, a dead bacteria, that's not really a drug.
[01:18:38.217 --> 01:18:40.778]  That's introducing the pathogen and that's a real science.
[01:18:40.778 --> 01:18:43.660]  It's got pitfalls, it's got side effects, it's got problems, but it works.
[01:18:44.660 --> 01:18:45.901]  Um, most of the time.
[01:18:45.901 --> 01:18:47.321]  This is something totally different.
[01:18:47.321 --> 01:18:49.963]  Like you said, they just put it in your body, call it a vaccine.
[01:18:49.963 --> 01:18:56.626]  Now, the head scientist over at the UK Studies admits it gets rid of your immune system, reduces it to one-sixth of what it was.
[01:18:56.626 --> 01:18:58.867]  My God!
[01:18:58.867 --> 01:19:01.008]  Seeing all this come out, lockdown 2s, all of it.
[01:19:02.389 --> 01:19:04.850]  They've really, I think, bitten off more than they can chew.
[01:19:04.850 --> 01:19:06.351]  And I'm not an overconfident person.
[01:19:06.351 --> 01:19:10.674]  And things are bad, but I think they tried to commit a crime so big that they thought they'd get away with it.
[01:19:10.674 --> 01:19:16.037]  But I think you commit a crime so big, it destroys everything you do go down.
[01:19:16.037 --> 01:19:20.920]  I think they've made a Hitler gamble here, like invading Russia in Operation Barbarossa.
[01:19:20.920 --> 01:19:26.563]  I do not see them getting out of this.
[01:19:26.563 --> 01:19:29.144]  Barnes, I think you muted your mic, or somebody did.
[01:19:29.144 --> 01:19:30.045]  I don't know why that happens.
[01:19:30.045 --> 01:19:30.945]  I apologize.
[01:19:30.945 --> 01:19:31.406]  Start over.
[01:19:31.406 --> 01:19:31.646]  Go ahead.
[01:19:32.793 --> 01:19:33.854]  Can you hear me now?
[01:19:33.854 --> 01:19:35.455]  Sure can, go ahead.
[01:19:35.455 --> 01:19:52.049]  All right, yeah, so what you have is a situation where, take the first six months of the peak of this virus in the United States, the number of people that died from this that were healthy, that didn't have other comorbidities, was somewhere around 25,000 people, according to the government's own data, and there's arguments about that.
[01:19:52.049 --> 01:19:59.515]  But look at what we have in the first six months of the vaccine, according to the government's own database of people reporting in, reporting it under penalty of perjury,
[01:20:00.355 --> 01:20:02.237]  What injuries have been suffered?
[01:20:02.237 --> 01:20:10.143]  Close to half a million already in serious injuries being reported by people under penalty of perjury related to the vaccine.
[01:20:10.143 --> 01:20:15.927]  And at the same time, we're seeing all around the world vaccinated people just recently in Texas.
[01:20:15.927 --> 01:20:18.409]  Those Texas Democrats, they're all vaccinated.
[01:20:18.409 --> 01:20:21.271]  They went to D.C., came back and a whole bunch of them have COVID.
[01:20:21.829 --> 01:20:40.437]  So, the fact that this vaccine doesn't appear to actually function as a vaccine, more as a therapeutic, as a drug, that simply mitigates the rate of transmission, mitigates the severity of the consequences, but doesn't appear to actually preclude transmission or immunize the body against anything.
[01:20:40.437 --> 01:20:45.479]  And when you combine that with the number of self-reported injuries, this is the highest number of reported injuries
[01:20:46.039 --> 01:20:48.861]  In American history related to a vaccine.
[01:20:48.861 --> 01:20:54.926]  I mean and the media is doing a great job suppressing this, smearing what VAERS reporting data shows.
[01:20:54.926 --> 01:20:58.769]  We're already almost at half a million in six months.
[01:20:58.769 --> 01:21:04.754]  Serious injuries being reported and almost everybody agrees that that under reports the data.
[01:21:04.754 --> 01:21:10.438]  There's all kinds of people who don't know there's a connection, don't know there's a correlation, don't know there's causation involved.
[01:21:10.558 --> 01:21:13.139]  Oh, we've opened the phones up.
[01:21:13.139 --> 01:21:17.901]  Almost everyone has family members that die or have strokes or heart attacks and none of them want to complain.
[01:21:17.901 --> 01:21:19.541]  None of them want to say it was a vaccine.
[01:21:19.541 --> 01:21:24.803]  So the estimates are between 10%, you know, one out of 10 reported, maybe one out of a hundred.
[01:21:24.803 --> 01:21:25.823]  The estimates vary.
[01:21:25.823 --> 01:21:26.924]  So obviously it's much bigger.
[01:21:28.328 --> 01:21:28.828]  No doubt.
[01:21:28.828 --> 01:21:31.510]  I mean, you're seeing more consequences.
[01:21:31.510 --> 01:21:37.734]  If you're healthy, you're seeing far more consequences to getting the vaccine than you ever did from COVID.
[01:21:37.734 --> 01:21:38.974]  That's the data.
[01:21:38.974 --> 01:21:55.324]  I mean, the most fascinating, striking thing from a legal perspective to me is the government's complete unwillingness and incapacity to produce any statistical data as to what they think the vaccine will do versus what COVID will do for different population groups.
[01:21:55.324 --> 01:21:56.485]  That was my next question.
[01:21:57.657 --> 01:21:58.558]  That was my next question.
[01:21:58.558 --> 01:21:59.558]  Overhead shot, please.
[01:21:59.558 --> 01:22:01.760]  By the way, that news is a few weeks old.
[01:22:01.760 --> 01:22:04.502]  It's over 13,000 now dead in the virus reporting.
[01:22:04.502 --> 01:22:09.365]  Fauci, more than 99% of people who died from COVID-19 in June were not vaccinated.
[01:22:09.365 --> 01:22:11.186]  I read the AP article, the Hill article.
[01:22:11.186 --> 01:22:12.727]  They never give the data.
[01:22:12.727 --> 01:22:16.290]  They say Fauci provided AP data, but they won't show it.
[01:22:16.290 --> 01:22:23.435]  But then I look at the actual data out of the US, out of Canada, out of Australia, out of England, most COVID deaths in England
