[00:00.000 --> 00:24.000]  Resistance to tyrants is obedience to God. It's Alex Jones.
[1:22:13.000 --> 1:22:17.000]  and not rely upon the official sanctioned account
[1:22:17.000 --> 1:22:20.000]  from the press lackeys at DHS.
[1:22:20.000 --> 1:22:23.000]  And, you know, there's also intimidation from within
[1:22:23.000 --> 1:22:26.000]  where a lot of the Border Patrol agents or ICE agents,
[1:22:26.000 --> 1:22:28.000]  you know, they've been told, hey, you don't talk.
[1:22:28.000 --> 1:22:31.000]  You give people this phone number, we'll handle the media.
[1:22:31.000 --> 1:22:33.000]  And so they kind of have to, you know,
[1:22:33.000 --> 1:22:35.000]  do a little under-the-table card shuffle to us
[1:22:35.000 --> 1:22:36.000]  to get this information.
[1:22:36.000 --> 1:22:38.000]  But James, I don't know if you're aware,
[1:22:38.000 --> 1:22:41.000]  you're reporting there at Donna at that facility.
[1:22:41.000 --> 1:22:42.000]  It was so powerful.
[1:22:42.000 --> 1:22:43.000]  They had to...
[1:22:43.000 --> 1:22:45.000]  I went down there.
[1:22:45.000 --> 1:22:48.000]  They don't even let you on the turf of land.
[1:22:48.000 --> 1:22:49.000]  They are not...
[1:22:49.000 --> 1:22:51.000]  They now tell me I have to be across the street
[1:22:51.000 --> 1:22:55.000]  to even film or they're going to send police to arrest me.
[1:22:55.000 --> 1:22:58.000]  Yeah, I walked up to that official
[1:22:58.000 --> 1:23:00.000]  that was standing with a reflecting vest
[1:23:00.000 --> 1:23:01.000]  right outside the doors.
[1:23:01.000 --> 1:23:03.000]  I think I was the first person there.
[1:23:03.000 --> 1:23:06.000]  I was there Thursday of the week prior
[1:23:06.000 --> 1:23:08.000]  to all those photos being released.
[1:23:08.000 --> 1:23:10.000]  And what was interesting is I was reporting on this facility.
[1:23:10.000 --> 1:23:11.000]  I had a black mic.
[1:23:11.000 --> 1:23:13.000]  The kids were coming on the buses.
[1:23:13.000 --> 1:23:16.000]  Everyone that drove by was giving me, like, the middle finger.
[1:23:16.000 --> 1:23:18.000]  People obviously did not want me there.
[1:23:18.000 --> 1:23:20.000]  The locals didn't want me there.
[1:23:20.000 --> 1:23:21.000]  The people who ran the facility.
[1:23:21.000 --> 1:23:22.000]  And they said, this is private property.
[1:23:22.000 --> 1:23:24.000]  I said, you know what is in private property?
[1:23:24.000 --> 1:23:25.000]  Airspace.
[1:23:25.000 --> 1:23:28.000]  So we got into a little Cirrus plane
[1:23:28.000 --> 1:23:30.000]  and flew circles around the facility.
[1:23:30.000 --> 1:23:33.000]  But, you know, oh, and it really comes down to
[1:23:33.000 --> 1:23:36.000]  the rank and file people that work for these agencies
[1:23:36.000 --> 1:23:38.000]  are so pissed off.
[1:23:38.000 --> 1:23:42.000]  And a lot of them are leaking and working with me.
[1:23:42.000 --> 1:23:44.000]  I'm trying to protect their identity.
[1:23:44.000 --> 1:23:46.000]  Some of them are willing to go on the record.
[1:23:46.000 --> 1:23:48.000]  And they talk about rape trees.
[1:23:48.000 --> 1:23:50.000]  They talk about kids dying in the desert.
[1:23:50.000 --> 1:23:52.000]  They talk about a lot of horrific stuff.
[1:23:52.000 --> 1:23:56.000]  And journalism is just simply going there
[1:23:56.000 --> 1:23:58.000]  and working with these people.
[1:23:58.000 --> 1:24:02.000]  It disgusts me to see ABC News and CNN
[1:24:02.000 --> 1:24:07.000]  working in hand with these pressed people
[1:24:07.000 --> 1:24:09.000]  rather than doing the journalism.
[1:24:09.000 --> 1:24:12.000]  But if they won't do it, then we have to do it.
[1:24:12.000 --> 1:24:13.000]  Your audience needs to know that.
[1:24:13.000 --> 1:24:15.000]  And if you're in the audience for Info Wars
[1:24:15.000 --> 1:24:17.000]  and you want to work with me,
[1:24:17.000 --> 1:24:20.000]  it's Veritas Tips at protonmail.com.
[1:24:20.000 --> 1:24:25.000]  That's V-E-R-I-T-A-S Tips at protonmail.com.
[1:24:25.000 --> 1:24:27.000]  James, I wish we had another segment with you.
[1:24:27.000 --> 1:24:30.000]  I'd love to talk about the money making process here,
[1:24:30.000 --> 1:24:33.000]  because somebody's making money to claim that that's private property.
[1:24:33.000 --> 1:24:34.000]  Somebody's making money.
[1:24:34.000 --> 1:24:36.000]  And then again, why are there people in the facilities
[1:24:36.000 --> 1:24:38.000]  flicking off cameras, blocking cameras?
[1:24:38.000 --> 1:24:40.000]  They know they're doing something wrong.
[1:24:40.000 --> 1:24:42.000]  But James O'Keefe, you're a busy man.
[1:24:42.000 --> 1:24:44.000]  Projectveritas.com, folks. Get involved.
[1:24:44.000 --> 1:24:46.000]  Volunteer. Get involved with Project Veritas.
[1:24:46.000 --> 1:24:47.000]  Be a hero.
[1:24:47.000 --> 1:24:48.000]  James, thank you so much.
[1:24:48.000 --> 1:24:50.000]  Congratulations on your big victory.
[1:24:50.000 --> 1:24:52.000]  Thank you.
[1:24:52.000 --> 1:24:54.000]  We'll be right back with the Alex Jones Show.
[1:24:54.000 --> 1:24:57.000]  The New World Order is a planetary corporate plan
[1:24:57.000 --> 1:24:59.000]  for world government.
[1:24:59.000 --> 1:25:02.000]  But world government is only the control grid.
[1:25:02.000 --> 1:25:06.000]  Now, inner members of the cult are told
[1:25:06.000 --> 1:25:08.000]  that they are going to transcend and become gods
[1:25:08.000 --> 1:25:10.000]  and attain immortality.
[1:25:10.000 --> 1:25:12.000]  But the price for that is to carry out
[1:25:12.000 --> 1:25:17.000]  the orderly extermination of all carbon-based line forms.
[1:25:17.000 --> 1:25:19.000]  That's why they say carbon is bad.
[1:25:19.000 --> 1:25:23.000]  They are rewriting the entire genetic code of the planet.
[1:25:23.000 --> 1:25:25.000]  They are playing God.
[1:25:25.000 --> 1:25:27.000]  They believe they have been inspired
[1:25:27.000 --> 1:25:29.000]  by interdimensional entities
[1:25:29.000 --> 1:25:31.000]  that are giving them advanced technology
[1:25:31.000 --> 1:25:34.000]  to carry out this transformation.
[1:25:34.000 --> 1:25:36.000]  I know this sounds insane,
[1:25:36.000 --> 1:25:38.000]  but if you read the writings of the globalists,
[1:25:38.000 --> 1:25:40.000]  it's all on record.
[1:25:40.000 --> 1:25:42.000]  You have been warned.
[1:25:42.000 --> 1:25:45.000]  You have been given the information
[1:25:45.000 --> 1:25:47.000]  to say no to this plan.
[1:25:47.000 --> 1:25:50.000]  This is the end of all life on Earth as we know it.
[1:25:50.000 --> 1:25:53.000]  This is the alien takeover of Earth.
[1:25:53.000 --> 1:25:57.000]  Humanity has been domesticated by and large.
[1:25:57.000 --> 1:25:59.000]  The population has been trained to submit,
[1:25:59.000 --> 1:26:02.000]  do what you're told, and it's all going to pass.
[1:26:02.000 --> 1:26:04.000]  But if you study authoritarians,
[1:26:04.000 --> 1:26:06.000]  if you study the globalists, you understand that
[1:26:06.000 --> 1:26:08.000]  they reach a point where all the training is just beta
[1:26:08.000 --> 1:26:10.000]  and you go into the point of being cold,
[1:26:10.000 --> 1:26:11.000]  being totally enslaved,
[1:26:11.000 --> 1:26:13.000]  and because the globalists see us as weak
[1:26:13.000 --> 1:26:14.000]  and see us as stupid,
[1:26:14.000 --> 1:26:16.000]  they are now making that move.
[1:26:16.000 --> 1:26:18.000]  And they are collapsing the third world
[1:26:18.000 --> 1:26:19.000]  with their economic weapons
[1:26:19.000 --> 1:26:21.000]  to then flood us with the third world
[1:26:21.000 --> 1:26:23.000]  and the UN will use as a weapon
[1:26:23.000 --> 1:26:25.000]  to then have us under such a crisis,
[1:26:25.000 --> 1:26:26.000]  under such a load,
[1:26:26.000 --> 1:26:28.000]  capitulate to the UN,
[1:26:28.000 --> 1:26:30.000]  whatever agreements they want us to sign,
[1:26:30.000 --> 1:26:32.000]  hoping that they will stop the flood
[1:26:32.000 --> 1:26:34.000]  of tens of millions of refugees,
[1:26:34.000 --> 1:26:37.000]  not fleeing COVID or climate change
[1:26:37.000 --> 1:26:39.000]  as the UN and Klaus Schwab are saying
[1:26:39.000 --> 1:26:40.000]  and Bill Gates are saying,
[1:26:40.000 --> 1:26:43.000]  but fleeing the year-long lockdowns
[1:26:43.000 --> 1:26:46.000]  that the UN and Bill Gates ordered them to institute
[1:26:46.000 --> 1:26:50.000]  or they wouldn't get more IMF and World Bank money.
[1:26:50.000 --> 1:26:53.000]  Why? We have to really get educated about the globalists.
[1:26:54.000 --> 1:26:55.000]  As men age,
[1:26:55.000 --> 1:26:58.000]  they often experience a slowdown
[1:26:58.000 --> 1:27:03.000]  in vitality, energy, and overall wellness.
[1:27:03.000 --> 1:27:07.000]  And that's why we made one of our most popular formulas
[1:27:07.000 --> 1:27:08.000]  to date,
[1:27:08.000 --> 1:27:10.000]  Super Male Vitality,
[1:27:10.000 --> 1:27:13.000]  specifically designed to assist the body
[1:27:13.000 --> 1:27:15.000]  in regulating proper balance
[1:27:15.000 --> 1:27:19.000]  to create superior vitality in males.
[1:27:19.000 --> 1:27:21.000]  Now look, this unique formula
[1:27:21.000 --> 1:27:24.000]  promotes your body's own natural responses
[1:27:24.000 --> 1:27:27.000]  and it contains no synthetic chemicals
[1:27:27.000 --> 1:27:30.000]  and no unwanted additives.
[1:27:30.000 --> 1:27:31.000]  Yes.
[1:27:31.000 --> 1:27:33.000]  We're talking about ancient wisdom
[1:27:33.000 --> 1:27:36.000]  combined with modern technology,
[1:27:36.000 --> 1:27:39.000]  working together in perfect synchronicity
[1:27:39.000 --> 1:27:43.000]  to help you get the most out of this herb-packed formula.
[1:27:43.000 --> 1:27:44.000]  So what are you waiting for?
[1:27:44.000 --> 1:27:46.000]  Go to the Info War Store.
[1:27:46.000 --> 1:27:49.000]  Never been a better time than right now.
[1:27:49.000 --> 1:27:51.000]  Super Male Vitality
[1:27:51.000 --> 1:27:53.000]  at InfoStore.com.
[1:27:56.000 --> 1:28:00.000]  You're listening to the Alex Jones show.
[1:28:11.000 --> 1:28:13.000]  All right, ladies and gentlemen,
[1:28:13.000 --> 1:28:16.000]  I'm just about to put in
[1:28:16.000 --> 1:28:19.000]  from a spirit airlines flight.
[1:28:19.000 --> 1:28:21.000]  It's totally out of control.
[1:28:21.000 --> 1:28:24.000]  I mean, look, there's so many different angles here,
[1:28:24.000 --> 1:28:27.000]  but I'll just give you the gist of it.
[1:28:27.000 --> 1:28:31.000]  Family on a spirit airlines flight,
[1:28:31.000 --> 1:28:33.000]  everyone wearing masks.
[1:28:33.000 --> 1:28:37.000]  A two-year-old baby is eating yogurt with a spoon
[1:28:37.000 --> 1:28:39.000]  and the family gets kicked off of the flight
[1:28:39.000 --> 1:28:44.000]  because the two-year-old that's eating doesn't have a mask on.
[1:28:44.000 --> 1:28:46.000]  So this is the insanity.
[1:28:46.000 --> 1:28:48.000]  We're going to have to deal with the rest of our lives
[1:28:48.000 --> 1:28:52.000]  if we don't face this tyranny now and wipe it out now.
[1:28:52.000 --> 1:28:56.000]  So we're going to have that footage coming up here shortly.
[1:28:56.000 --> 1:28:59.000]  What a great interview with James O'Keefe.
[1:28:59.000 --> 1:29:01.000]  Always great to be joined by Project Veritas.
[1:29:01.000 --> 1:29:04.000]  Always great to interface with Project Veritas.
[1:29:04.000 --> 1:29:06.000]  And you know, Project Veritas never sleeps,
[1:29:06.000 --> 1:29:09.000]  never stops, just like us here at InfoWars.
[1:29:09.000 --> 1:29:12.000]  So we understand the battle we can relate.
[1:29:12.000 --> 1:29:18.000]  And I wish every news outlet would feature James O'Keefe
[1:29:18.000 --> 1:29:21.000]  and Project Veritas, but they don't.
[1:29:21.000 --> 1:29:23.000]  We here at InfoWars always will,
[1:29:23.000 --> 1:29:27.000]  and that's why it's imperative to keep us on air, ladies and gentlemen.
[1:29:27.000 --> 1:29:31.000]  Again, I've told you about vitamin mineral fusion.
[1:29:31.000 --> 1:29:37.000]  I won't take the time again to read all the different vitamins
[1:29:37.000 --> 1:29:41.000]  and minerals in vitamin mineral fusion from InfoWarsStore.com
[1:29:41.000 --> 1:29:48.000]  that give you more than 100% of your daily value on the fact sheet here on the back.
[1:29:48.000 --> 1:29:50.000]  I did that already, but I will tell you,
