[00:00:00.209 --> 00:00:03.151]  What I do is I wait and I watch.
[01:07:54.314 --> 01:07:59.317]  Well, in my opinion, the sun symbolizes the love of God.
[01:07:59.317 --> 01:08:07.002]  Almost like the great... That's right, we don't worship the sun, but it's a symbol of God giving us energy and warmth and light.
[01:08:08.559 --> 01:08:10.439]  Yes, exactly.
[01:08:10.439 --> 01:08:10.479]  100%.
[01:08:10.479 --> 01:08:11.480]  And what does it say in the Bible?
[01:08:11.480 --> 01:08:16.721]  You know, that God shines the sunlight on the wicked and the just alike.
[01:08:16.721 --> 01:08:21.282]  Well, the first thing God says is He looks at the darkness and He says, let there be light.
[01:08:21.282 --> 01:08:23.242]  Let there be light.
[01:08:23.242 --> 01:08:24.783]  Yes.
[01:08:24.783 --> 01:08:34.305]  So, if we look at each of these buildings that are built on these ley lines as though they have a satanic pentagram over them,
[01:08:34.913 --> 01:08:46.581]  And that within the satanic pentagram is massive amounts of energy from the earth being drained into like a low frequency portal and then they are sending that energy over to Saturn.
[01:08:46.581 --> 01:08:53.545]  In this way they are hijacking the destiny not just of every man, woman and child on the planet and future generations.
[01:08:53.545 --> 01:09:00.670]  They're hijacking the very destiny of the planet and it's almost like the collective mind of humanity and the planet itself
[01:09:01.230 --> 01:09:01.911]  We're good to go.
[01:09:19.421 --> 01:09:34.290]  I mean, and we could get into things like, you know, the way that they do things like sex magic and demonic and things how that, you know, relates to the creation of certain leaders and figures, whether it be in politics or entertainment or banking or corporations, etc.
[01:09:34.290 --> 01:09:42.294]  We could get into things like, you know, blood drinking and child and human sacrifice and how that's been going on throughout the ages for centuries.
[01:09:42.294 --> 01:09:46.237]  Let's do that, and you mentioned Belgium and the Netherlands in the
[01:09:47.714 --> 01:09:48.274]  We're good to go.
[01:10:09.665 --> 01:10:12.950]  Dracula and all of this, and then what does Prince Charles say?
[01:10:12.950 --> 01:10:15.273]  He says, I am the original bloodline of Dracula.
[01:10:15.273 --> 01:10:22.863]  He is the founder of the Saxe-Coburg Gothas, and he actually lives half the year at Dracula's castle.
[01:10:23.906 --> 01:10:25.087]  In Transylvania.
[01:10:25.087 --> 01:10:28.329]  Folks, they couldn't put out official books.
[01:10:28.329 --> 01:10:32.972]  Bram Stoker, you know, 150 years ago, he'd have been arrested if he said all that stuff.
[01:10:32.972 --> 01:10:34.813]  So they put it in a fiction book.
[01:10:34.813 --> 01:10:49.522]  And whereas Prince Charles doesn't live forever, the entities or the interdimensional spirits that are programming and using those bloodlines are literally avatar-ing, like the movie Avatar, through their bodies, and the same entity is handed down generation to generation.
[01:10:49.522 --> 01:10:50.623]  And that's why it's Skull and Bones.
[01:10:51.556 --> 01:10:53.177]  We know this from their annals that got leaked.
[01:10:53.177 --> 01:10:54.438]  Charlotte Isserby's dad was there.
[01:10:54.438 --> 01:10:55.518]  She gave it to Anthony Sutton.
[01:10:55.518 --> 01:10:57.099]  This is the Senate Archivist.
[01:10:57.099 --> 01:10:58.920]  This is on record when the 70s came out.
[01:10:58.920 --> 01:11:05.323]  They lay in coffins for days asking these angels from the different planets to enter them.
[01:11:05.323 --> 01:11:06.604]  They bathe in feces.
[01:11:06.604 --> 01:11:07.465]  They drink blood.
[01:11:07.465 --> 01:11:08.445]  They do all this stuff.
[01:11:08.445 --> 01:11:09.706]  They dig up dead bodies.
[01:11:09.706 --> 01:11:12.027]  And this is just 20 year olds doing this.
[01:11:12.027 --> 01:11:14.508]  That's how the parents get their kids ready for what comes next.
[01:11:14.508 --> 01:11:15.269]  And they're doing this to
[01:11:16.069 --> 01:11:24.916]  To resonate with the darkness and to push the Holy Spirit energy away so they can be a clear transmission zone for this.
[01:11:24.916 --> 01:11:26.437]  Correct.
[01:11:26.437 --> 01:11:32.181]  And it is a slow initiation into full-on demonic possession.
[01:11:32.181 --> 01:11:37.545]  That's why a lot of people think, like, how is it that these people could do something like this?
[01:11:37.545 --> 01:11:43.409]  Like, to children or to people in general, how could they move toward global extinction?
[01:11:43.409 --> 01:11:44.370]  And it's because
[01:11:45.089 --> 01:11:51.950]  For centuries, for millennia, their familial bloodlines have been passing this on, this ritual.
[01:11:51.950 --> 01:12:01.893]  If you look into the testimony of Zachary King, he was an ex-satanic wizard and warlock that did satanic rituals in Bohemian Grove.
[01:12:01.893 --> 01:12:04.693]  He also did satanic rituals in abortion clinics.
[01:12:04.693 --> 01:12:10.214]  He talked about how it was a part of his satanic baptism to be baptized in blood and feces.
[01:12:13.698 --> 01:12:17.140]  And so yes, what it's about is basically chasing off the Holy Spirit.
[01:12:17.140 --> 01:12:26.463]  It's about getting in tune with that piano key of darkness, over and over and over again, and resonating that cymatic frequency within your own personal life.
[01:12:26.463 --> 01:12:28.564]  And by the way, I didn't mean to back you up.
[01:12:28.564 --> 01:12:35.067]  There have been cases in the last 30 years in Texas, Missouri, Illinois, New York, Michigan, California.
[01:12:35.067 --> 01:12:35.887]  People can look this up.
[01:12:35.887 --> 01:12:37.468]  The crew will just type it in.
[01:12:37.468 --> 01:12:38.168]  We don't pre-plan this.
[01:12:38.168 --> 01:12:39.889]  I just say this stuff, the crew looks it up and finds it.
[01:12:39.889 --> 01:12:41.890]  We're not making any of this up, no matter how insane it sounds.
[01:12:43.180 --> 01:12:49.384]  Where many of the actual third trimester, a lot of the doctors that do first trimester stuff, they believe in it.
[01:12:49.384 --> 01:12:54.547]  They believe it's birth control, people's rights, and they're just, you know, they're doing it and sucking the little baby out of the vacuum cleaner.
[01:12:54.547 --> 01:13:05.133]  But the ones that, they keep the babies alive a lot of times, they rape them, they do rituals with them, and they've been busted because the workers catch them, call the police, and they go to jail for it.
[01:13:05.133 --> 01:13:09.216]  And then what if the satanic temple come out and say last year and they just lost court cases all over the
[01:13:09.716 --> 01:13:09.976]  Thank you.
[01:13:29.375 --> 01:13:30.496]  Well, yeah.
[01:13:30.496 --> 01:13:34.241]  What has happened, I think, is that the jig is up.
[01:13:34.241 --> 01:13:38.506]  The mask has been taken off of the very evil face.
[01:13:38.506 --> 01:13:43.492]  And we all kind of, that are awake, have begun to see what's actually going on here.
[01:13:44.350 --> 01:13:51.774]  And they're going to basically do everything they can now to normalize what it is that they're doing.
[01:13:51.774 --> 01:13:56.196]  That's why they're trying to normalize things like pedophilia and genital mutilation.
[01:13:56.196 --> 01:14:02.038]  That's why they're trying to normalize things like abortion and child sacrifice.
[01:14:02.038 --> 01:14:04.960]  That's why they're trying to normalize all this stuff in Hollywood.
[01:14:04.960 --> 01:14:06.581]  That's why they're trying to normalize it in
[01:14:10.483 --> 01:14:15.647]  Entertainment, not just Hollywood, but also in the quote-unquote news entertainment.
[01:14:15.647 --> 01:14:20.410]  That's why they're trying to normalize it with their political leaders and stuff like that.
[01:14:20.410 --> 01:14:28.196]  Because they know the jig is up and they know that everybody, the 99% of the planet, is totally against this.
[01:14:28.196 --> 01:14:28.877]  I would say more.
[01:14:28.877 --> 01:14:31.159]  And by the way, let's put that last article up.
[01:14:31.159 --> 01:14:35.022]  The Satanic Temple from memory filed four federal cases
[01:14:36.448 --> 01:14:48.038]  In Texas, Missouri, several others, saying, we kill babies as part of a ritual, we have women get pregnant, and they go in and kill it as a ritual, we wait until the ninth month, and we go to special clinics and we have a ritual.
[01:14:48.038 --> 01:14:50.440]  Now that's in their damn filing, okay?
[01:14:50.440 --> 01:14:54.863]  Then they turn around and make fun of the Supreme Court, saying, this is evil, you can't do it.
[01:14:54.863 --> 01:14:58.326]  So they always have that double satanic gaslight, they love to do it.
[01:14:58.326 --> 01:15:02.650]  They go, we're killing babies in a ritual, in an abortion clinic, but we're not doing it and you're crazy.
[01:15:03.481 --> 01:15:04.404]  What's that about?
[01:15:04.404 --> 01:15:07.873]  Is that like a lesser magic where they have to tell you, but then they twist it again?
[01:15:09.602 --> 01:15:12.343]  Yes, they have to tell you what it is that they're doing.
[01:15:12.343 --> 01:15:13.943]  That is a part of their religion.
[01:15:13.943 --> 01:15:15.083]  They have to tell you.
[01:15:15.083 --> 01:15:16.264]  They have to put it in front of you.
[01:15:16.264 --> 01:15:31.367]  And it's kind of like in contract law, if say somebody violates the contract or is doing something with the contract that is not something that you want, then you can file paperwork and say, hey, this is what you're doing.
[01:15:31.367 --> 01:15:32.447]  I don't like what you're doing.
[01:15:32.447 --> 01:15:33.387]  You need to stop this.
[01:15:33.387 --> 01:15:35.708]  Otherwise, the contract's void if you don't respond within 30 days.
