[00:00:05.635 --> 00:00:06.136]  Stand by.
[01:03:55.669 --> 01:04:13.256]  And they are murdering everyone they get their filthy hands on with our sickening evil Hillary Clinton and Barack Obama and Hollande and Merkel and Cameron, honchoing the whole stinking mess from London, funding and running.
[01:04:13.256 --> 01:04:18.318]  It came out that ISIS is, in fact, it isn't enough to show one article, it's enough to show a whole spectrum.
[01:04:19.790 --> 01:04:33.677]  Do you remember a month ago it came out that all the major ISIS video and website accounts are run by government-connected secretive telecoms in Silicon Valley?
[01:04:33.677 --> 01:04:40.000]  And now it's in mainstream news that the hackers have traced ISIS Twitter accounts to the British government?
[01:04:40.000 --> 01:04:41.701]  You know they let them fly wherever they want?
[01:04:41.701 --> 01:04:42.762]  You know they bring them in?
[01:04:42.762 --> 01:04:43.762]  You know they protect them?
[01:04:43.762 --> 01:04:44.703]  You know they run them?
[01:04:46.835 --> 01:04:53.226]  And then if you dare protest them in England, they arrest you and throw you in a pen with them to be beaten or murdered.
[01:04:53.226 --> 01:04:58.656]  They even let, in England, they let them get away with pouring acid on women's faces and raping children.
[01:05:00.242 --> 01:05:09.868]  The LAPD and private security are targeting random people with stop-and-frisk searches on public sidewalks before the premiere of Star Wars The Force Awakens.
[01:05:09.868 --> 01:05:17.073]  Police have also installed metal detectors on the sidewalks near the famous TCL Chinese Theater in Hollywood, California.
[01:05:17.073 --> 01:05:21.156]  Someone took to Twitter to post a picture of a Wookiee having his back searched.
[01:05:21.156 --> 01:05:26.039]  The caption reads, security will be tight for the latest hashtag Star Wars premiere tonight.
[01:05:26.039 --> 01:05:27.620]  Metal detectors have been set up.
[01:05:28.220 --> 01:05:39.305]  TMZ reported, LAPD and private security officers are already blanketing several square blocks around the famed Chinese theater where the Force Awakens event is going down.
[01:05:39.305 --> 01:05:45.467]  We've learned anyone strolling through the area could be searched, frisked, and even wanted with metal detectors.
[01:05:45.467 --> 01:05:53.410]  In other words, even people not associated with the event who are simply passing through a public area are subject to a warrantless search.
[01:05:53.410 --> 01:05:56.932]  You can find more reports on InfoWars.com.
[01:05:59.696 --> 01:06:03.218]  When cells become toxic, they die early and aging sets in.
[01:06:03.218 --> 01:06:11.462]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[01:06:11.462 --> 01:06:16.885]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[01:06:16.885 --> 01:06:19.406]  You want the best that's out there at the lowest price anywhere?
[01:06:19.406 --> 01:06:21.507]  We now have the synergistic solution.
[01:06:21.507 --> 01:06:25.710]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[01:06:29.722 --> 01:06:34.085]  Used since before the days of the Roman Empire to support the body's natural systems.
[01:06:34.085 --> 01:06:38.248]  Introducing the new Infowarslife.com Oil of Oregano Formulation.
[01:06:38.248 --> 01:06:43.192]  We have now procured the most high quality and potent forms of oregano oil on the market.
[01:06:43.192 --> 01:06:47.836]  Extracted directly from the wild herb and sealed in easy to use capsules.
[01:06:47.836 --> 01:06:51.318]  You will no longer need to endure the burning of liquid oregano on the tongue.
[01:06:51.318 --> 01:06:54.801]  Now available in our limited first run at Infowarslife.com.
[01:06:54.801 --> 01:06:56.602]  That's Infowarslife.com or call 888-253-3139.
[01:06:59.364 --> 01:07:02.566]  A clean, toxic-free body is the foundation of true health.
[01:07:02.566 --> 01:07:04.928]  Deep Cleanze by Infowarslife.com.
[01:07:04.928 --> 01:07:11.933]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[01:07:11.933 --> 01:07:17.257]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[01:07:17.257 --> 01:07:26.244]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanze doesn't hold back.
[01:07:26.684 --> 01:07:35.546]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[01:07:35.546 --> 01:07:42.628]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary SpiteGRX herbal processing technique.
[01:07:42.628 --> 01:07:47.989]  We use only the highest quality organic herbs, backed by serious research, and we still bring it to you with the best
[01:07:48.289 --> 01:07:53.913]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit Infowarslife.com.
[01:07:53.913 --> 01:07:55.855]  That's Infowarslife.com or call 888-253-3139.
[01:08:10.129 --> 01:08:12.790]  Waging war on corruption.
[01:08:12.790 --> 01:08:22.154]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[01:08:22.154 --> 01:08:24.815]  I want you.
[01:08:24.815 --> 01:08:26.636]  I need you.
[01:08:26.636 --> 01:08:29.757]  I want you to be my tonight.
[01:08:30.601 --> 01:08:32.623]  Well, the big battle's coming up tonight.
[01:08:32.623 --> 01:08:39.170]  We'll have live coverage on InfoWars Nightly News for at least three hours, seven o'clock Central Standard Time.
[01:08:39.170 --> 01:08:47.238]  InfoWarsNews.com, PrisonPlanet.tv, and of course, you'll be able to watch the free feeds, audio and video.
[01:08:47.859 --> 01:08:56.802]  At InfoWars.com forward slash 2016 is the link for election coverage and the free feeds.
[01:08:56.802 --> 01:08:58.763]  Also InfoWars.com forward slash show.
[01:08:58.763 --> 01:09:05.785]  We'll also have both the daytime feed, refeeding of the radio slash TV show InfoWars Live with yours truly Alex Jones.
[01:09:06.705 --> 01:09:12.790]  Jakari Jackson hosting the fourth hour today and we will continue on with the Sunday show 4 to 6 p.m.
[01:09:12.790 --> 01:09:15.052]  Central as well.
[01:09:15.052 --> 01:09:21.536]  Watch coverage of the last 2015 Republican debate here at InfoWars.com tonight at 7.
[01:09:21.536 --> 01:09:25.579]  InfoWars exclusive coverage of the GOP debate and some people send us emails.
[01:09:25.579 --> 01:09:26.880]  It's very popular.
[01:09:26.880 --> 01:09:30.303]  Hundreds and hundreds of thousands just on the streams watch.
[01:09:30.303 --> 01:09:32.004]  One time we had like 500,000 watched.
[01:09:32.004 --> 01:09:33.005]  On average it's about 300,000.
[01:09:34.574 --> 01:09:37.657]  Watch it live and then the refeed of it.
[01:09:37.657 --> 01:09:43.222]  We actually get a lot of emails though saying, hey, stop talking over the debate.
[01:09:43.222 --> 01:09:48.687]  You tune in to CNN to see the debate and to see their commercials and to see them cutting in.
[01:09:48.687 --> 01:09:51.229]  This is a presidential supposed commission.
[01:09:51.229 --> 01:09:53.090]  It's only being hosted by them.
[01:09:53.090 --> 01:09:55.653]  We are covering the debate and the horror media.
[01:09:56.618 --> 01:09:58.319]  We are covering the media event.
[01:09:58.319 --> 01:10:00.641]  That's how we take the feed and cover it.
[01:10:00.641 --> 01:10:04.164]  We could not just take their feed and have that there.
[01:10:04.164 --> 01:10:07.447]  We are adding our commentary, adding our own news pieces.
[01:10:07.447 --> 01:10:14.712]  We are analyzing it, just like I can show presidential commercials or I can analyze clips of films.
[01:10:14.712 --> 01:10:17.294]  Under classical fair use has been checked out by the lawyers.
[01:10:17.294 --> 01:10:18.475]  It's very defensible.
[01:10:18.475 --> 01:10:19.596]  That's what we're doing.
[01:10:19.596 --> 01:10:21.558]  I just keep explaining it and people don't get it.
[01:10:21.558 --> 01:10:23.960]  So I don't want our crew to even explain that anymore tonight.
[01:10:24.602 --> 01:10:40.499]  When people send tweets or emails, because I think it's kind of a joke when they ask it, I think we'll say it maybe once at the start and maybe at the ending, that we're here live analysis of the propaganda and of the candidates and of the controlled media because they cannot be trusted.
[01:10:41.752 --> 01:10:49.056]  We're going to be there adding live analysis and coverage, kind of like Archie Bunker does at his house, you know, yelling at the television.
[01:10:49.056 --> 01:10:50.316]  That's what we're doing.
[01:10:50.316 --> 01:10:56.119]  We are here to expose things in live time in an irreverent way.
[01:10:56.119 --> 01:10:57.240]  And that's what we do.
[01:10:57.240 --> 01:11:04.224]  Now, I want to take phone calls ahead of the former head of the Visa Department in Saudi Arabia, Michael Springman, worked for the State Department.
[01:11:05.188 --> 01:11:09.334]  It came out that the CIA was handling the hijackers, 15 of the 19.
[01:11:09.334 --> 01:11:10.917]  They were ordered to let them back in.
[01:11:10.917 --> 01:11:17.086]  That ties into all the things happening with the visas today and how they're letting these jihadists into the country.
[01:11:18.604 --> 01:11:38.429]  I'd love to hear if people from Customs or Retired Customs or Border Patrol could get in to talk about this, because I know they're good people on average, some of the best, but they are ordered to harass citizens, but you see it all the time where a bus load or a train load of illegals comes in from all over the world, they're ordered to not even look at their IDs or ask for them, and they let them in.
[01:11:38.429 --> 01:11:46.391]  A good example of what came out in the news two weeks ago, 140 plus people from Mexico and other countries out of Mexico landing at JFK.
[01:11:47.503 --> 01:11:52.506]  And they were told, don't even look at their passports or IDs, just let them in and let them out.
[01:11:52.506 --> 01:11:59.010]  And I played a governor earlier, let's play that clip again, of North Carolina on O'Reilly Factor.
[01:11:59.010 --> 01:12:03.593]  The feds don't tell us where, when, or who they're bringing refugees in.
[01:12:03.593 --> 01:12:07.575]  Well, the governor of Texas asked and was told, we're not going to tell you.
[01:12:07.575 --> 01:12:10.377]  Well, we know there's 300 at one high school alone in Austin.
[01:12:11.903 --> 01:12:15.325]  Jakari Jackson went out and covered that at my alma mater, Anderson High.
[01:12:15.325 --> 01:12:16.146]  So here's that clip.
[01:12:16.146 --> 01:12:19.188]  But first, the toll-free number to join us.
[01:12:19.188 --> 01:12:21.589]  First-time callers again, 800-259-9231, or if you haven't called in a year.
[01:12:21.589 --> 01:12:23.010]  First-time or hadn't called in a year.
[01:12:23.010 --> 01:12:24.311]  I think that's a nice in-between level.
[01:12:24.311 --> 01:12:24.371]  800-259-9231.
[01:12:24.371 --> 01:12:24.431]  800-259-9231.
[01:12:24.431 --> 01:12:27.413]  Now let's go ahead and go to the North Carolina governor talking about the situation.
[01:12:40.532 --> 01:12:43.457]  You have Syrian refugees headed to North Carolina.
[01:12:43.457 --> 01:12:45.400]  You oppose that, but you can't stop it, correct?
[01:12:46.468 --> 01:12:46.968]  That's correct.
[01:12:46.968 --> 01:12:48.569]  We're not even told by the President.
[01:12:48.569 --> 01:12:57.413]  I think the most misinformation is that the federal government and Homeland Security and the President tell each governor when these Syrian refugees come to our state.
[01:12:57.413 --> 01:13:03.095]  We have no communication whatsoever on when they come, where they go, who they are.
[01:13:03.095 --> 01:13:05.456]  And that's what our major objection is.
[01:13:05.456 --> 01:13:14.340]  Our local Homeland Security people, who are the ones that have to respond to any emergency, are not in the communication loop with the President of the United States.
[01:13:14.340 --> 01:13:15.180]  And that's got to change.
[01:13:16.505 --> 01:13:25.210]  And now we have California schools in L.A., the biggest school district in the country, shut down for an unspecified threat.
[01:13:25.210 --> 01:13:26.611]  And New York's looking at shutting down.
[01:13:26.611 --> 01:13:33.675]  Instead of snow days, we have terror days where we learn to get in a fetal position.
[01:13:33.675 --> 01:13:34.556]  Pretty disgusting.
[01:13:34.556 --> 01:13:36.997]  Nathaniel in Alaska, you're on the air.
[01:13:36.997 --> 01:13:40.979]  Welcome.
[01:13:40.979 --> 01:13:41.880]  This is Nathaniel from Alaska.
[01:13:41.880 --> 01:13:43.661]  I have a few things to talk about today.
[01:13:43.661 --> 01:13:43.941]  Yes, sir.
[01:13:43.941 --> 01:13:44.882]  We're not screening your call.
[01:13:44.882 --> 01:13:45.482]  You're live on air.
[01:13:47.546 --> 01:13:49.227]  Okay, fantastic.
[01:13:49.227 --> 01:13:54.069]  Uh, so the first thing I have to say is about becoming geopolitical alignment that I perceive coming.
[01:13:54.069 --> 01:13:59.412]  You were talking earlier about Musala Gulen and his Net Movement a little bit, I believe.
[01:13:59.412 --> 01:14:01.733]  Go ahead.
[01:14:01.733 --> 01:14:05.635]  Okay, so I have, I have a couple ideas as to what will happen.
[01:14:05.635 --> 01:14:09.117]  I perceive that we may very well have a Trump presidency.
[01:14:09.117 --> 01:14:11.318]  And I'm very, uh, I'm very happy about that.
[01:14:11.318 --> 01:14:15.079]  But I think it may bring upon certain problems.
[01:14:15.079 --> 01:14:15.740]  But like you,
[01:14:16.801 --> 01:14:24.926]  I am here to fight simply for what is right, and I'd rather go down with the ship if we're fighting for what is right.
