[00:00.000 --> 00:12.000]  Big Brother, Mainstream Media, Government Cover-Ups. You want answers? Well, so does
[01:07:13.000 --> 01:07:15.000]  these all natural soaps
[01:07:15.000 --> 01:07:17.000]  are made from the highest quality
[01:07:17.000 --> 01:07:19.000]  vegetable and coconut oils
[01:07:19.000 --> 01:07:21.000]  that are earth friendly and safe
[01:07:21.000 --> 01:07:23.000]  see them on the web at
[01:07:23.000 --> 01:07:25.000]  5starsoap.com
[01:07:25.000 --> 01:07:27.000]  or call 800-340-7091
[01:07:27.000 --> 01:07:29.000]  for a free catalog
[01:07:29.000 --> 01:07:31.000]  buy the 1-2 month
[01:07:31.000 --> 01:07:33.000]  sample package and enjoy soaps
[01:07:33.000 --> 01:07:35.000]  that are twice as good as what you're using now
[01:07:35.000 --> 01:07:37.000]  or save big
[01:07:37.000 --> 01:07:39.000]  with a 1-2 year supply of soaps
[01:07:39.000 --> 01:07:41.000]  for all your cleaning needs
[01:07:41.000 --> 01:07:43.000]  this is an amazing deal
[01:07:43.000 --> 01:07:45.000]  you can save thousands of dollars
[01:07:45.000 --> 01:07:47.000]  and you will love the way real soap
[01:07:47.000 --> 01:07:49.000]  makes you feel
[01:07:49.000 --> 01:07:51.000]  see them on the web at 5starsoap.com
[01:07:51.000 --> 01:07:55.000]  or call 800-340-7091
[01:07:55.000 --> 01:08:21.000]  for a free catalog
[01:08:55.000 --> 01:08:57.000]  and that's all we need for you
[01:08:57.000 --> 01:08:59.000]  thanks to him
[01:08:59.000 --> 01:09:01.000]  as we take on the New World Order
[01:09:01.000 --> 01:09:03.000]  speaking of the New World Order
[01:09:03.000 --> 01:09:05.000]  one of the key components
[01:09:05.000 --> 01:09:07.000]  of the New World Order
[01:09:07.000 --> 01:09:09.000]  if you happen to live somewhere
[01:09:09.000 --> 01:09:11.000]  outside the US of America
[01:09:11.000 --> 01:09:13.000]  is the power structure
[01:09:13.000 --> 01:09:15.000]  that is being wielded by the US
[01:09:15.000 --> 01:09:17.000]  sometimes it's helpful to get a perspective
[01:09:17.000 --> 01:09:19.000]  from outside the US
[01:09:19.000 --> 01:09:21.000]  and see what exactly does US foreign policy
[01:09:21.000 --> 01:09:23.000]  and what exactly does US economic
[01:09:23.000 --> 01:09:28.080]  And what can it tell us about the nature of the beast that we are fighting?
[01:09:28.080 --> 01:09:32.040]  Well, joining us this hour to talk about all of that is my guest, Adrian
[01:09:32.040 --> 01:09:32.880]  Salbucci.
[01:09:33.200 --> 01:09:37.240]  He is an international consultant and author and a speaker on geopolitics,
[01:09:37.280 --> 01:09:39.520]  economics and risk management.
[01:09:39.760 --> 01:09:43.360]  He joins us live today from Buenos Aires, Argentina.
[01:09:43.360 --> 01:09:44.240]  Welcome, Adrian.
[01:09:44.240 --> 01:09:44.680]  Hello.
[01:09:45.760 --> 01:09:46.600]  Hello, Catherine.
[01:09:46.600 --> 01:09:48.280]  It's a pleasure to be on the show again.
[01:09:48.600 --> 01:09:50.080]  Well, it's great to have you on.
[01:09:50.080 --> 01:09:54.960]  And I especially want to thank you for really bringing to not just our
[01:09:54.960 --> 01:09:58.960]  attention, but to the attention of the world, what is going on right there in
[01:09:58.960 --> 01:09:59.840]  Argentina.
[01:09:59.840 --> 01:10:03.720]  I want to get into this hour, your new article that just came out in Russia
[01:10:03.720 --> 01:10:08.880]  Times called the US is the Don Corleone of international politics, kind of
[01:10:08.880 --> 01:10:10.920]  likening the US to the mob.
[01:10:11.360 --> 01:10:14.320]  Before we dive into that topic, though, can you give us a sense of what's going
[01:10:14.320 --> 01:10:19.520]  on down there in Argentina for Americans who may not be aware of your economic
[01:10:19.520 --> 01:10:23.200]  circumstances and maybe help tie that in with what's going on worldwide?
[01:10:24.240 --> 01:10:29.600]  Well, yes, Argentina, first of all, has had chronic financial and sovereign debt
[01:10:29.600 --> 01:10:33.400]  problems for decades, I would say at least 30, 35 years.
[01:10:33.600 --> 01:10:37.880]  We have been imposed a sovereign debt that is unpayable.
[01:10:37.880 --> 01:10:41.280]  In other words, there is no way that the country can ever pay for it, which
[01:10:41.280 --> 01:10:44.960]  means that we are in the chains of a debt system.
[01:10:45.080 --> 01:10:46.560]  And what is a debt system?
[01:10:46.560 --> 01:10:51.320]  It's a system whereby the creditor will always have the debtor trapped, knowing
[01:10:51.320 --> 01:10:55.040]  that the debtor cannot pay back and not being able to pay back.
[01:10:55.040 --> 01:10:57.960]  That means that he will be a eternal debtor.
[01:10:58.080 --> 01:10:59.720]  He will always be owing money.
[01:10:59.880 --> 01:11:04.600]  And it is that sovereign debt which has been the key component, ensuring that
[01:11:04.600 --> 01:11:09.960]  Argentina is always fully controlled by the global power elite who run the whole
[01:11:09.960 --> 01:11:14.960]  debt system and who run the whole banking, private banking institutions and
[01:11:14.960 --> 01:11:19.320]  the multilateral institutions like the World Bank, the IMF, or even the Federal
[01:11:19.320 --> 01:11:24.360]  Reserve in America, as a special example, to ensure that the system will always
[01:11:24.360 --> 01:11:24.960]  continue.
[01:11:25.080 --> 01:11:27.160]  It just rolls over on and on.
[01:11:27.160 --> 01:11:29.240]  And that makes full control of Argentina possible.
[01:11:29.640 --> 01:11:33.800]  And, you know, we can liken it, I suppose, to the indentured servitude that there
[01:11:33.800 --> 01:11:35.600]  were many immigrants who came to the U.S.
[01:11:35.640 --> 01:11:40.920]  back at the turn of the 20th century or even earlier in the 1800s, who kind of
[01:11:40.920 --> 01:11:44.840]  signed up and said, listen, in exchange for letting me get on the ship and
[01:11:44.840 --> 01:11:48.280]  coming to the States, I'll work for you for seven years, 10 years, etc.
[01:11:48.640 --> 01:11:52.160]  And while they were working, we just, in the last hour, played a song about the
[01:11:52.160 --> 01:11:52.920]  company store.
[01:11:52.920 --> 01:11:54.920]  I owe my soul to the company store.
[01:11:55.080 --> 01:11:59.040]  While they were working, you know, the food and the roof over their heads and
[01:11:59.040 --> 01:12:01.200]  their clothing all got tacked onto that.
[01:12:01.520 --> 01:12:06.560]  And in some cases, you end up with people who are in just a perpetual cycle of
[01:12:06.560 --> 01:12:07.880]  debt, of never breaking free.
[01:12:08.200 --> 01:12:12.280]  We see the same thing going on with people today who are on the treadmill of
[01:12:12.280 --> 01:12:16.440]  paying off their credit cards at 20% interest rates, when right now you can't
[01:12:16.440 --> 01:12:20.160]  even put your money in a bank for 1% these days, and yet they're still running
[01:12:20.160 --> 01:12:22.000]  on that treadmill to pay off that debt.
[01:12:22.280 --> 01:12:25.520]  That's more on the individual level, which I think most people can relate to.
[01:12:25.680 --> 01:12:30.200]  When we start getting into debt, Adrienne, on the national level, what does
[01:12:30.200 --> 01:12:31.760]  that look like for a nation?
[01:12:31.800 --> 01:12:37.360]  We know that if my credit card debt is too much, then I have to take all the
[01:12:37.360 --> 01:12:40.280]  money that I earn every month to pay it and I can't feed my kids.
[01:12:40.280 --> 01:12:43.320]  What does it do to a nation to be in that level of debt?
[01:12:44.000 --> 01:12:48.240]  Well, even personal credit card debt will theoretically stop when you die.
[01:12:48.240 --> 01:12:51.360]  So at least debt is an escape point.
[01:12:51.360 --> 01:12:56.640]  However, in nations, since there is a legal continuity for literally decades
[01:12:56.640 --> 01:13:01.560]  and centuries, a country will continue having to pay a foreign debt, perhaps
[01:13:01.560 --> 01:13:06.240]  incurred 10, 20, 50, even a hundred years back, which means that what it all
[01:13:06.240 --> 01:13:11.480]  boils down to is that the government, the local government, more than acting
[01:13:11.480 --> 01:13:18.120]  as a sovereign government, will act as an agency that retains the work of the
[01:13:18.120 --> 01:13:21.440]  local people for and on behalf of the global power elite.
[01:13:21.600 --> 01:13:23.080]  Let me explain that a little bit further.
[01:13:23.240 --> 01:13:28.200]  America calls it democracy, but what it is, in fact, it is that the whole banking
[01:13:28.200 --> 01:13:34.520]  system, one of its key factors is to control the electoral system, to control
[01:13:34.520 --> 01:13:38.680]  political campaigning, to control candidates, to control the whole so-called
[01:13:38.680 --> 01:13:43.640]  democratic system, so that always somebody is elected into power as
[01:13:43.640 --> 01:13:48.080]  president, prime minister or in Congress that will ensure that no matter what
[01:13:48.080 --> 01:13:51.400]  happens, the sovereign debt will always be paid.
[01:13:51.520 --> 01:13:53.840]  It will always have top priority.
[01:13:53.960 --> 01:13:57.560]  And as long as the local government does that, the global power elite is happy.
[01:13:57.640 --> 01:14:01.360]  When they stop doing that, then you have coups that are orchestrated, you have
[01:14:01.360 --> 01:14:05.560]  invasions or you have the dreadful things that happen to world leaders in
[01:14:05.560 --> 01:14:08.680]  different parts of the world throughout the last centuries, throughout the last
[01:14:08.680 --> 01:14:09.080]  decades.
[01:14:09.280 --> 01:14:14.720]  So basically what America or the Europeans call democracy is merely the
[01:14:14.720 --> 01:14:18.520]  system that is used by the banking elite to control countries.
[01:14:18.640 --> 01:14:22.640]  And every country like Argentina will just end up having the best democracy
[01:14:22.640 --> 01:14:26.960]  that money can buy, which is no democracy whatsoever because money is not
[01:14:26.960 --> 01:14:28.680]  democratic, nor should it be.
[01:14:28.680 --> 01:14:33.480]  So when you talk about Argentina, and I remember even as a child hearing about
[01:14:33.480 --> 01:14:38.760]  how Argentinian money was just valueless, I mean, chacking on zeros, that was the
[01:14:38.760 --> 01:14:39.600]  first time I ever heard about it.
[01:14:39.600 --> 01:14:42.960]  Now we hear about Zimbabwe and other countries for other reasons having a
[01:14:42.960 --> 01:14:43.760]  similar problem.
[01:14:44.080 --> 01:14:48.920]  Argentina seems to have been particularly hard hit by this inflationary cycle in
[01:14:48.920 --> 01:14:54.080]  which all of your savings as citizens of Argentina become worthless, all of your
[01:14:54.080 --> 01:14:55.720]  pensions have become worthless.
[01:14:55.720 --> 01:14:58.960]  How does that fit into to the cycle that you're talking about debt to the
[01:14:58.960 --> 01:15:00.000]  international bankers?
[01:15:01.000 --> 01:15:05.960]  Well, look, I'm 60 years old, and in my adult life, I've gone through three
[01:15:05.960 --> 01:15:11.880]  military coups, a lost war against Britain, and at least four financial
[01:15:12.880 --> 01:15:13.360]  collapses.
[01:15:13.400 --> 01:15:15.160]  The last two have been horrendous.
[01:15:15.160 --> 01:15:19.720]  We had hyperinflation in 1989, and a complete banking and monetary collapse in
[01:15:19.720 --> 01:15:21.320]  2001, 2002.
[01:15:21.320 --> 01:15:30.600]  Just to give you an idea, since 1970, we have knocked off 13 zeros to our
[01:15:30.600 --> 01:15:31.200]  currency.
[01:15:31.200 --> 01:15:36.240]  So one peso of today, which will only buy you, won't even buy you a bus ride in
[01:15:36.240 --> 01:15:42.120]  downtown Buenos Aires, in 1970 was equivalent to 10 trillion pesos, which
[01:15:42.120 --> 01:15:44.440]  would have purchased Argentina two or three times over.
[01:15:44.440 --> 01:15:48.800]  So that's just to give you an example of what really hyperinflation is all about.
[01:15:48.800 --> 01:15:52.480]  The way it works, unfortunately, and in the case of Argentina, it's particularly
[01:15:52.480 --> 01:15:59.600]  sad, because most of our ongoing sovereign debt was incurred by an illegal
[01:15:59.600 --> 01:16:05.760]  military and civilian regime that took over power in 1976 by force, getting rid
[01:16:05.760 --> 01:16:07.600]  of the democratically elected government.
[01:16:07.600 --> 01:16:09.280]  That was in March 1976.
[01:16:09.400 --> 01:16:13.120]  Starting then is when our sovereign debt problem started.
