[00:00.000 --> 00:12.000]  It's Friday, December 30th, twilight hours, twenty, one, two, three, get ready, this is
[01:14:39.000 --> 01:14:42.000]  Or Alex Jones has a woman kidnapped in his house.
[01:14:42.000 --> 01:14:46.000]  I got three visits by the police on that one.
[01:14:46.000 --> 01:14:50.000]  They even went to my parents' house once, because the person gave them that address.
[01:14:50.000 --> 01:14:53.000]  So that's the type of fun and games that go on.
[01:14:53.000 --> 01:15:00.000]  And they still, last time I heard.
[01:15:00.000 --> 01:15:03.000]  Because my lawyer was questioning me for Travis County.
[01:15:03.000 --> 01:15:04.000]  We have questions for Jones.
[01:15:04.000 --> 01:15:06.000]  Do you have any idea who's doing this?
[01:15:06.000 --> 01:15:08.000]  Do you have any idea who this could be?
[01:15:08.000 --> 01:15:09.000]  No.
[01:15:09.000 --> 01:15:10.000]  How are they doing this?
[01:15:10.000 --> 01:15:11.000]  I want to explain something.
[01:15:11.000 --> 01:15:20.000]  They got into the central docket in multiple counties and filed arrest warrants to Washington
[01:15:20.000 --> 01:15:32.000]  State for the Travis County Sheriff's Department to arrest me for kidnapping and torturing and raping children.
[01:15:32.000 --> 01:15:37.000]  So I'm a little bit suspicious when I see this happen to other people that are prominent like him.
[01:15:37.000 --> 01:15:39.000]  Just a little bit.
[01:15:39.000 --> 01:15:40.000]  Just a little bit.
[01:15:40.000 --> 01:15:42.000]  The good news is they've done it so much.
[01:15:42.000 --> 01:15:47.000]  I'm in all the police files as the problem is if somebody does rob my house or attack the cop,
[01:15:47.000 --> 01:15:52.000]  I think it's made up because they keep crying wolf over and over again trying to get me and my family killed.
[01:15:52.000 --> 01:15:54.000]  So that's what's going on, folks.
[01:15:54.000 --> 01:15:56.000]  That's the level of the dirty tricks they're pulling.
[01:15:56.000 --> 01:16:25.000]  We'll be right back.
[01:16:26.000 --> 01:16:52.000]  We'll be right back.
[01:16:52.000 --> 01:16:59.000]  Right now is the critical juncture, so please go to infowarstore.com and donate now.
[01:17:22.000 --> 01:17:28.000]  We have libido rx, better mood, nitric boost, mushroom max, powerful new tropic, ageless
[01:17:28.000 --> 01:17:32.000]  vitality collagen, superfood greens, and more.
[01:17:32.000 --> 01:17:37.000]  Our turmeric formula is 95% of humanoid, the strongest and best on the market.
[01:17:37.000 --> 01:17:43.000]  These formulas and more under the Infowars MD banner are at infowarstore.com.
[01:17:43.000 --> 01:17:51.000]  They are private labeled clones of the top brands in the country for up to 50% off where you're going to find them in stores
[01:17:51.000 --> 01:17:52.000]  and other online stores.
[01:17:52.000 --> 01:17:59.000]  This is our new Infowars MD credible line.
[01:17:59.000 --> 01:18:04.000]  I have an extremely important message to all of my fellow Info Warriors here in the United States
[01:18:04.000 --> 01:18:05.000]  and around the world.
[01:18:05.000 --> 01:18:10.000]  We are so excited to announce Infowars MD.
[01:18:10.000 --> 01:18:15.000]  It turns out the top company in the US for supplements is owned by a patriot.
[01:18:15.000 --> 01:18:20.000]  And it turns out they're willing to give us deals that no one else is getting because they want to support Infowars
[01:18:20.000 --> 01:18:22.000]  and keep us on the air.
[01:18:22.000 --> 01:18:26.000]  This deal has been a year in the making and finally the products are being brought to market.
[01:18:26.000 --> 01:18:34.000]  Up to 50% off what you get on top national brands are the highest rated under the Infowars label Infowars MD
[01:18:34.000 --> 01:18:36.000]  exclusively at infowarstore.com.
[01:18:36.000 --> 01:18:42.000]  Check out the first of 10 new products at infowarstore.com.
[01:18:42.000 --> 01:18:46.000]  Whether it's turmeric or whether it's joint care or whether it is super greens,
[01:18:46.000 --> 01:18:54.000]  we have them all at infowarstore.com under the banner of Infowars MD.
[01:18:54.000 --> 01:18:58.000]  This is the best deal out there and it keeps Infowars on the air.
[01:18:58.000 --> 01:19:00.000]  Infowars MD.
[01:19:00.000 --> 01:19:05.000]  Ladies and gentlemen, we are now launching the most powerful supplements in the history of Infowars
[01:19:05.000 --> 01:19:09.000]  under a new brand name Infowars Platinum.
[01:19:09.000 --> 01:19:15.000]  Now all three of these revolutionary products you see in front of you are already number one best sellers
[01:19:15.000 --> 01:19:19.000]  in the market for the last few years because they work so well.
[01:19:19.000 --> 01:19:23.000]  We've gone right to the manufacturer who are listeners, the owners of fan,
[01:19:23.000 --> 01:19:26.000]  and they've given us this huge deal off of retail,
[01:19:26.000 --> 01:19:31.000]  40% off what these products are found for under other names.
[01:19:31.000 --> 01:19:35.000]  And not just under one name, they sell these under three or four other brands
[01:19:35.000 --> 01:19:38.000]  that other major distributors and suppliers have put out.
[01:19:38.000 --> 01:19:42.000]  The difference is we have it for 40% off what it is in stores.
[01:19:42.000 --> 01:19:46.000]  We're talking about Payne MD, we're talking about HGH Max Boost,
[01:19:46.000 --> 01:19:49.000]  we're talking about 1776 testosterone boost.
[01:19:49.000 --> 01:19:51.000]  These things are incredible.
[01:19:51.000 --> 01:19:54.000]  I would suggest you take half a dose or less when you first do
[01:19:54.000 --> 01:19:57.000]  and consult your health care provider because they're so powerful.
[01:19:57.000 --> 01:20:13.000]  Get them at InfowarsStore.com.
[01:20:27.000 --> 01:20:34.000]  You're going to make the decision on whether you're a slave in that grid
[01:20:34.000 --> 01:20:43.000]  or whether we overcome the grid and go to the next level.
[01:20:43.000 --> 01:20:47.000]  The grid's power is only the power you give it.
[01:20:47.000 --> 01:20:49.000]  I meant to get to this yesterday and I didn't.
[01:20:49.000 --> 01:20:52.000]  You guys go into yesterday's stack or just reprint them.
[01:20:52.000 --> 01:20:56.000]  I had four or five articles on AI that I really wanted to talk about that's so important.
[01:20:56.000 --> 01:21:01.000]  I mean, this is so important when I'm going to explain coming up.
[01:21:01.000 --> 01:21:07.000]  One of them was an AI computer created images of what the AI computer
[01:21:07.000 --> 01:21:09.000]  believed God looked like.
[01:21:09.000 --> 01:21:14.000]  That was one of the articles and there were several other big AI articles
[01:21:14.000 --> 01:21:17.000]  about AI and how it's going to take control of our lives.
[01:21:17.000 --> 01:21:19.000]  But I'm going to explain something about this.
[01:21:19.000 --> 01:21:23.000]  Once I get those articles, in fact, I'll do it last segment of this hour
[01:21:23.000 --> 01:21:26.000]  ahead of Robert Barnes because it's just not true.
[01:21:26.000 --> 01:21:31.000]  And I've got the best analogies for you to explain this and break this down.
[01:21:31.000 --> 01:21:36.000]  About a year ago, I was having dinner with a big MIT scientist with Joe Rogan.
[01:21:36.000 --> 01:21:38.000]  And I explained to him this.
[01:21:38.000 --> 01:21:41.000]  He said, well, that's actually, you're right, we actually know that.
[01:21:41.000 --> 01:21:46.000]  And he said, but we're selling it as if it's the best thing since sliced bread
[01:21:46.000 --> 01:21:48.000]  because all the elites will give endless money to it.
[01:21:48.000 --> 01:21:50.000]  But he goes, you're absolutely right.
[01:21:50.000 --> 01:21:56.000]  AI is only as good as our compliance to it.
[01:21:56.000 --> 01:22:01.000]  Because people look at these paintings that AI creates of God and they say,
[01:22:01.000 --> 01:22:02.000]  this is incredible.
[01:22:02.000 --> 01:22:03.000]  AI is amazing.
[01:22:03.000 --> 01:22:04.000]  No, it's not.
[01:22:04.000 --> 01:22:06.000]  It's God from the Sistine Chapel.
[01:22:06.000 --> 01:22:10.000]  It goes and steals all the human stuff and then puts it out like it did it.
[01:22:10.000 --> 01:22:11.000]  It's a fraud.
[01:22:11.000 --> 01:22:13.000]  Oh, but AI doesn't have trademark or copyright.
[01:22:13.000 --> 01:22:14.000]  It can do whatever it wants.
[01:22:14.000 --> 01:22:15.000]  It's AI.
[01:22:15.000 --> 01:22:20.000]  It's not AI.
[01:22:20.000 --> 01:22:23.000]  Yeah, that's one of the articles.
[01:22:23.000 --> 01:22:31.000]  So I want to show you that there was another article about AI.
[01:22:31.000 --> 01:22:32.000]  I was in the stack here today.
[01:22:32.000 --> 01:22:34.000]  It was AI.
[01:22:34.000 --> 01:22:38.000]  And it's message about the year 2022 and the year 2023 coming up.
[01:22:38.000 --> 01:22:40.000]  It was actually a video clip.
[01:22:40.000 --> 01:22:41.000]  It's super creepy.
[01:22:41.000 --> 01:22:43.000]  But when you listen to it, it's all a script.
[01:22:43.000 --> 01:22:44.000]  It was just written and given.
[01:22:44.000 --> 01:22:46.000]  It's like W E F B S.
[01:22:46.000 --> 01:22:52.000]  So you feed it whatever you want and then it just reassembles it and calls it new.
[01:22:52.000 --> 01:22:58.000]  Remember about 15 years ago, there was a headline CIA working on AI that writes news articles.
[01:22:58.000 --> 01:23:03.000]  You just give it the disinfo you want and then it rearranges it and spits it out and you
[01:23:03.000 --> 01:23:07.000]  give it a fake author's name.
[01:23:07.000 --> 01:23:10.000]  So I'm done ranting about that.
[01:23:10.000 --> 01:23:22.000]  Let's let's shift gears to this because this is really, really big.
[01:23:22.000 --> 01:23:25.000]  Every day, the updates come in.
[01:23:25.000 --> 01:23:30.000]  Confidential Pfizer and government documents confirm A D E.
[01:23:30.000 --> 01:23:40.000]  B A E D vaccine aids and aids due to COVID-19 vaccination leading to millions dying suddenly and still counting.
[01:23:40.000 --> 01:23:44.000]  Confidential documents revealed within months of receiving the initial dose of the COVID-19 vaccine.
[01:23:44.000 --> 01:23:52.000]  Some individuals are developing antibody dependent enhancement and vaccine associated enhancement disease.
[01:23:52.000 --> 01:23:55.000]  And this is coming out of major university and government studies.
[01:23:55.000 --> 01:23:57.000]  You can read the article.
[01:23:57.000 --> 01:24:05.000]  This is government documents and government records out of United States, United Kingdom, Australia, Canada and Europe.
[01:24:05.000 --> 01:24:14.000]  A D E V A E D can occur when individuals exposed to a pathogen such as the alleged COVID-19 virus after receiving a vaccine that does not provide full immunity.
[01:24:14.000 --> 01:24:20.000]  In these cases, the vaccine induced antibodies may actually enhance the ability of the passage and infect cells.
[01:24:20.000 --> 01:24:23.000]  One of all the studies coming out show that it's making you get sicker.
[01:24:23.000 --> 01:24:29.000]  Leading to more severe illness than individual had not received the vaccine.
[01:24:29.000 --> 01:24:32.000]  Now let's play this clip.
[01:24:32.000 --> 01:24:40.000]  MSNBC anchor admits her own children refused to get the COVID boosters.
[01:24:40.000 --> 01:24:46.000]  And I just showed you the British Medical Journal saying by the third shot it basically erases your immune system.
[01:24:46.000 --> 01:24:48.000]  They don't know if it comes back.
[01:24:48.000 --> 01:24:52.000]  MSNBC contributor Katie Kay revealed during a recent news segment,
[01:24:52.000 --> 01:24:59.000]  their twenty-year-old and sixteen-year-old children do not want to get any more COVID shots.
[01:24:59.000 --> 01:25:02.000]  They say they don't work and are making people sick.
[01:25:02.000 --> 01:25:06.000]  How dare them be able to actually see the statistics and numbers for themselves?
[01:25:06.000 --> 01:25:07.000]  Here's the clip.
[01:25:07.000 --> 01:25:09.000]  Pennsylvania Dr. Zeke Emmanuel.
