[00:00.000 --> 00:26.000]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[1:22:27.000 --> 1:22:35.000]  I've been a businessman for 30 years and I always judge for a person's motives by their results.
[1:22:35.000 --> 1:22:39.000]  Somebody has told me one thing, but they're getting something else. I think something else is going on here.
[1:22:39.000 --> 1:22:47.000]  So we see that Mueller has come in, and this is pretty much his last rodeo on the big national stage.
[1:22:47.000 --> 1:22:52.000]  So he comes in and he just appoints the most partisan group of lawyers you've ever seen.
[1:22:52.000 --> 1:22:57.000]  Now, if he wanted to come across as a nonpartisan, even handed guy, why would he do that?
[1:22:57.000 --> 1:23:02.000]  It seems very odd to me. Also, Sessions, who was one of the most effective senators and most beloved senators,
[1:23:02.000 --> 1:23:07.000]  all of a sudden becomes the attorney general and he hides and he seems weak. It's also out of character.
[1:23:07.000 --> 1:23:11.000]  Sure, that's so when they pounce on him, it looks very legitimate.
[1:23:11.000 --> 1:23:17.000]  And I didn't believe this six months ago when SG Silver Bull and all those guys were saying it,
[1:23:17.000 --> 1:23:22.000]  but more and more once these new indictments came out and a bunch of it's about Democrats and stuff,
[1:23:22.000 --> 1:23:24.000]  it starts to add credence to that.
[1:23:24.000 --> 1:23:28.000]  The results. Yeah, the results. We're saying so. Who's in trouble now? What's happened as a result?
[1:23:28.000 --> 1:23:32.000]  What has happened to Donald Trump? Step back. What has happened to Donald Trump as a result of the Russian investigation?
[1:23:32.000 --> 1:23:35.000]  He's been exonerated. You know, they had never had a special prosecutor.
[1:23:35.000 --> 1:23:39.000]  This would hang over his head like the sort of Damocles for the next eight years.
[1:23:39.000 --> 1:23:42.000]  Okay, but he's been exonerated on Russia completely.
[1:23:42.000 --> 1:23:47.000]  I mean, he has had a year long colonoscopy made come up absolutely clean on this thing.
[1:23:47.000 --> 1:23:51.000]  Okay, but deep states in trouble deep space being exposed.
[1:23:51.000 --> 1:23:54.000]  We never would have heard about these text messages and all those other stuff.
[1:23:54.000 --> 1:24:00.000]  And if it wasn't for Mueller's investigation, so on a basis of results, we're seeing this come out.
[1:24:00.000 --> 1:24:05.000]  And then you'll hear that people even in very inside Trump circle said, oh, no, no, no.
[1:24:05.000 --> 1:24:08.000]  He's really angry at sessions. He's really mad at these things.
[1:24:08.000 --> 1:24:14.000]  I'm like, well, if this was a sting and you know your White House was leaking like a sieve, wouldn't you try to give everybody that impression?
[1:24:14.000 --> 1:24:16.000]  Wouldn't you try to set that up?
[1:24:16.000 --> 1:24:25.000]  So I think when all this is said and done, the Jeff Sessions deserves an Academy Award for the best best role as a reluctant warrior in the history of Earth.
[1:24:25.000 --> 1:24:32.000]  And I think that come maybe the middle of this year when it's most useful for the midterms, he's going to start to put the hammer down on these guys.
[1:24:32.000 --> 1:24:36.000]  I'll tell you one reason this narrative is important, whether it was accurate in the beginning or not.
[1:24:36.000 --> 1:24:44.000]  If Mueller wants to stop being a traitor and stop covering up for the Clintons and their crimes like he did and like Comey did.
[1:24:44.000 --> 1:24:48.000]  I know he has a good military record and all that, but I mean, they covered up for bad stuff.
[1:24:48.000 --> 1:24:52.000]  This gives him a chance to roll over and look like he was always doing the right thing.
[1:24:52.000 --> 1:24:57.000]  And I agree, though, that Trump, this has given him the ability to smoke out all these other criminals.
[1:24:57.000 --> 1:25:03.000]  And that's the way it's going because Hillary blamed him for Russia because she was involved with Russia.
[1:25:03.000 --> 1:25:06.000]  So one way or the other, it's turning out that way.
[1:25:06.000 --> 1:25:10.000]  So how do you predict this is going to end and what's your timeline?
[1:25:10.000 --> 1:25:12.000]  I'm just guessing on the timeline.
[1:25:12.000 --> 1:25:14.000]  I'm just going with my gut on this.
[1:25:14.000 --> 1:25:20.000]  I think sometime in the summer and the run up to the midterms, that's when we're going to start to see indictments come down on these people.
[1:25:20.000 --> 1:25:22.000]  And so we'll see how it goes on that.
[1:25:22.000 --> 1:25:23.000]  Here's the thing.
[1:25:23.000 --> 1:25:24.000]  It's all about the timing.
[1:25:24.000 --> 1:25:32.000]  You don't want to be like the football team that's playing your best football in the 12th week of the season and then you fade by the playoffs.
[1:25:32.000 --> 1:25:34.000]  You want to peak right at the right time.
[1:25:34.000 --> 1:25:39.000]  And I think that the usefulness of these things, of indictment of Hillary and all these guys,
[1:25:39.000 --> 1:25:47.000]  the biggest political usefulness is that the base wants to feel like when they voted for Trump, it made a difference.
[1:25:47.000 --> 1:25:48.000]  It made a difference.
[1:25:48.000 --> 1:25:52.000]  And if we can get these indictments and carry these into the midterms and get justice,
[1:25:52.000 --> 1:26:00.000]  because Hillary will probably spend a week in some minimum security prison and then clutch your chest and get out on some medical leave or something like that.
[1:26:00.000 --> 1:26:03.000]  So I'm not, I'm not thinking she's going to spend life in prison or anything.
[1:26:03.000 --> 1:26:09.000]  But the political upside is that if the base feels like they got justice, that is a huge, huge.
[1:26:09.000 --> 1:26:10.000]  No, you're absolutely right.
[1:26:10.000 --> 1:26:17.000]  That wouldn't mean even bigger sweep and keep the trifecta of the legislative, the executive and the judicial in place and really restore the republic.
[1:26:17.000 --> 1:26:24.000]  And my Pentagon sources and others that we know help win the election for the American people because they were aware that we were going under Chinese control,
[1:26:24.000 --> 1:26:32.000]  fully that we're going to end free speech, you still got the Hillary group trying to finish their old plan as if she never lost Madam President.
[1:26:32.000 --> 1:26:34.000]  But it's too conflicting worldviews.
[1:26:34.000 --> 1:26:39.000]  And if you look at how Trump is obsessed with building the wall, cutting the taxes, doing the things he said he would do.
[1:26:39.000 --> 1:26:42.000]  Then if he said, yeah, you need to go to prison, we're going to lock you up.
[1:26:42.000 --> 1:26:45.000]  That means that's what is being angled for Bill Mitchell.
[1:26:45.000 --> 1:26:49.000]  But how do you think the empire will strike back?
[1:26:49.000 --> 1:26:51.000]  How do you think the deep state will strike back?
[1:26:51.000 --> 1:26:52.000]  Or are they so hubris filled?
[1:26:52.000 --> 1:26:55.000]  They haven't figured out what's closing in on them yet.
[1:26:55.000 --> 1:27:04.000]  Well, I think, I think that one of the, you know, anytime you have a sting, you want to get people inside the other team's operation and make them think they're your friend.
[1:27:04.000 --> 1:27:07.000]  And the media has spent so much time praising Jeff Sessions.
[1:27:07.000 --> 1:27:08.000]  That's a great guy.
[1:27:08.000 --> 1:27:10.000]  But well, you know, he's standing up against Trump, all this stuff.
[1:27:10.000 --> 1:27:16.000]  So when Jeff flips on them, they're going to look very, very foolish coming out suddenly against them after praising him so much.
[1:27:16.000 --> 1:27:23.000]  Or if a mother goes against Hillary and those guys, they're going to have a hard time attacking him.
[1:27:23.000 --> 1:27:28.000]  But I've always thought that the key in this whole thing is Comey, is Comey.
[1:27:28.000 --> 1:27:33.000]  And the mother may have been chosen because he's the one guy who could flip Comey because Comey trusts him.
[1:27:33.000 --> 1:27:34.000]  Okay?
[1:27:34.000 --> 1:27:40.000]  So there were a lot of things in Comey's testimony that were really head scratching moments where, you know, he's just giving that testimony.
[1:27:40.000 --> 1:27:44.000]  And he's suddenly offering all this information that nobody even asked him about.
[1:27:44.000 --> 1:27:47.000]  Sure, and he comes out and admits that he was the leaker.
[1:27:47.000 --> 1:27:48.000]  Right.
[1:27:48.000 --> 1:27:49.000]  Why would he do that?
[1:27:49.000 --> 1:27:52.000]  You know, any lawyer would be, you know, throwing his shoe at the TV set.
[1:27:52.000 --> 1:27:53.000]  It's like, shut up.
[1:27:53.000 --> 1:27:54.000]  Well, sure.
[1:27:54.000 --> 1:27:59.000]  Remember how he covered up for Hillary, but then he exposed it and brought it back out days before the election.
[1:27:59.000 --> 1:28:00.000]  Right.
[1:28:00.000 --> 1:28:04.000]  And then we, and then we learned that Mueller actually coached him before that.
[1:28:04.000 --> 1:28:06.000]  So that's what makes me think that something's going on here.
[1:28:06.000 --> 1:28:07.000]  There's a sting going on here.
[1:28:07.000 --> 1:28:09.000]  Now, how will the deep state react?
[1:28:09.000 --> 1:28:13.000]  I think that by taking so long in this, I think that Jeff Sessions is putting together,
[1:28:13.000 --> 1:28:15.000]  is putting together an ironclad case.
[1:28:15.000 --> 1:28:16.000]  No, I get it.
[1:28:16.000 --> 1:28:18.000]  And waiting so it's fresh in the midterms.
[1:28:18.000 --> 1:28:21.000]  I know you've been saying this for a year and others have.
[1:28:21.000 --> 1:28:26.000]  I don't know who was the progenitor of this, but I gotta tell you, more and more, it's looking like it could be real.
[1:28:26.000 --> 1:28:27.000]  Yeah, it could be.
[1:28:27.000 --> 1:28:28.000]  It could be.
[1:28:28.000 --> 1:28:30.000]  Are you the progenitor of this theory?
[1:28:30.000 --> 1:28:33.000]  You know, I mean, let me put it this way.
[1:28:33.000 --> 1:28:35.000]  I didn't come up with this because I read it somewhere else.
[1:28:35.000 --> 1:28:40.000]  So in my mind, I'm the progenitor of it, but I know other people have been thinking this as well.
[1:28:40.000 --> 1:28:45.000]  So I don't want to say that I was the first one and then somebody goes back and does a Twitter search and somebody else said something.
[1:28:45.000 --> 1:28:49.000]  Sure. The point is, the point is, this is, well, regardless, this thing blew up in Hillary's face.
[1:28:49.000 --> 1:28:52.000]  This whole Russiagate thing is now an albatross around their neck.
[1:28:52.000 --> 1:28:54.000]  We'll be back with Bill Mitchell to talk more about censorship.
[1:28:54.000 --> 1:28:57.000]  How do we fight it, the Russia situation and more?
[1:28:57.000 --> 1:28:58.000]  It's a no-brainer.
[1:28:58.000 --> 1:29:01.000]  A big Berkey water filter is the one you need, period.
[1:29:01.000 --> 1:29:06.000]  You need a water filter that removes chlorine, fluoride, pharmaceuticals, BPA and other endocrine disruptors,
[1:29:06.000 --> 1:29:11.000]  pesticides, bacteria, viruses and much more, right? And does it all at only two cents per gallon?
[1:29:11.000 --> 1:29:14.000]  Get the original, most trusted name in gravity water filtration, Big Berkey.
[1:29:14.000 --> 1:29:19.000]  And now GCN listeners receive 5% off ceramic filter systems using code GCN.
[1:29:19.000 --> 1:29:24.000]  Call or click 1-877-99 Berkey or bigberkeywaterfilters.com.
