[00:00.000 --> 00:05.160]  Look at that.
[1:14:31.460 --> 1:14:40.460]  Okay, and Alex, I understand all of that, but my question is, and I'm looking at this from the perspective of September 11, September 11 took place
[1:14:40.460 --> 1:14:51.460]  George Bush and they illegally invaded Iraq, invaded Afghanistan, they haven't pulled the troops out, you see a continuation, and what happens when-
[1:14:51.460 --> 1:14:56.460]  You see the Pentagon releasing documents admitting the whole thing was a fraud, that's Trump, go ahead
[1:14:56.460 --> 1:15:13.460]  So hold on, an empire in decline, what happens with their military? They are usually shipped overseas fighting on ending wars, totally broken, destroyed, they leave the homeland unattended, and this is what we are seeing here
[1:15:13.460 --> 1:15:17.460]  The United States is being used as a muscle of the globalist
[1:15:17.460 --> 1:15:18.460]  I agree
[1:15:18.460 --> 1:15:27.460]  The army is being destroyed and Trump has not started pulling the troops, instead what has he done? He has signed the National Defense Authority
[1:15:27.460 --> 1:15:33.460]  Stay there, let's come back, you're making great points, wow, a person that disagrees, who's smart, actually, we agree
[1:15:33.460 --> 1:15:49.460]  Yeah, I think he's oversimplifying what I've said, but let's talk about this with liberal, and then we're going to go to Luke and everybody else that's patiently holding on this final live transmission of the Alex Jones show, 2019
[1:15:49.460 --> 1:16:04.460]  Our destroyer is coming up after we're done today with The War Room, I was co-host or putting him in prison
[1:16:19.460 --> 1:16:33.460]  Use to manufacture dozens of critical digital assets, not a security IPO or note, blockchain data centers have a proven turnkey equipment sale leaseback program with a 27% annualized lease payment deposited into your bank account each month
[1:16:33.460 --> 1:16:46.460]  Don't miss this one, stake your claim today, call 800-600-3388, that's 800-600-3388, these valuable lease contracts won't last long, call now 800-600-3388
[1:16:46.460 --> 1:16:49.460]  800-600-3388
[1:16:49.460 --> 1:16:55.460]  Equipment offer poses a financial risk to owners, consult with financial professionals before purchasing, not an offer to buy or sell a security which requires an offering document
[1:16:55.460 --> 1:17:03.460]  I'm here with Scott Yousiam, founder of OMG Tax, tell us how your company helps our listeners out there who have a problem with the IRS
[1:17:03.460 --> 1:17:15.460]  My team of lawyers, enrolled agents, and licensed tax experts remove wage garnish funds, sometimes in the same day, we even have reduced the total debt some of our clients were required to pay through what is known as an offer in compromise
[1:17:15.460 --> 1:17:17.460]  Can you give us an example of somebody you help?
[1:17:17.460 --> 1:17:30.460]  Oh, can I ever? We have taken a $500,000 liability with the IRS, guess what? The client didn't pay a dime through the representation known as non-collectible status with the government
[1:17:30.460 --> 1:17:40.460]  If you owe the IRS more than $10,000 and you want to see if it's possible to pay a lot less, call OMG Tax right now for a free tax saving consultation
[1:17:40.460 --> 1:17:56.460]  Call 800-486-8112-800-486-8112-800-486-8112, that's 800-486-8112
[1:17:56.460 --> 1:18:12.460]  It was about three and a half months ago and I said on air, I'm going to religiously take my supplements. I'd always taken them in the past, but I forget like everybody else to stay on the regimen. Well, I've done it and I've lost 39 pounds in less than four months and my life is so amazing
[1:18:12.460 --> 1:18:29.460]  And I still have cake and ice cream and pie just like I did before. I'm exercising the same amount, but my body has the trace elements and the key things it needs like the clean iodine and X2 and X3 and I take a good energy booster like turbo force and brain force for my brain
[1:18:29.460 --> 1:18:37.460]  And I take the fish oil and I take the turmeric and I take the knockout and I use the good toothpaste fluoride free that's got the tea tree oil and so much more at infowarslife.com
[1:18:37.460 --> 1:18:49.460]  2020 is dawning, we have big sales, total clearance right now, no excuse for you to go to the store and get these great products and experience them for yourself and fund the info war, a total 360 win going into 2020
[1:18:49.460 --> 1:19:10.460]  That's why it's more important than ever to keep in force on the air and only you can do that by getting great products at infowarslife.com
[1:19:10.460 --> 1:19:24.460]  I use the super blue in the morning and then the whitening at night and it absorbs into your gums. It is by far the best product I've ever used in my life. I literally just took turbo force on my way to the gym right now.
[1:19:24.460 --> 1:19:33.460]  I've had four shoulder surgeries and the back surgery and that body has made me feel better than any type of physical therapy or anything that I've ever done in my life. So I just want to get that out of the way.
[1:19:33.460 --> 1:19:44.460]  Support this man, everything that he exposed, nobody knew about Bohemian Grove, nobody knew about Epstein, nobody knew about Bilderberg, nobody called 9-11 before it happened. In July 2001, go look it up yourself.
[1:19:44.460 --> 1:20:07.460]  Well, we try our best, sir. They definitely want us off the air without you or not here, but yeah, these are all great products, so thank you, sir.
[1:20:07.460 --> 1:20:17.460]  Live from the infowars.com studios, you're listening to the Alex Jones show.
[1:20:17.460 --> 1:20:23.460]  You know, I read Zbigniew Brzezinski's grand chess board back when he came out with it, I think in 1998.
[1:20:23.460 --> 1:20:44.460]  And I've read more CFR white papers than I'd like to admit. Boy, it's time I'll never get back. It's all just a bunch of decline of the West, give China the whole world, lay out a red carpet, pay for it all.
[1:20:44.460 --> 1:20:54.460]  Every deal one-sided, no taxes for the Chai comms, everything for Europeans in the U.S., no coal for us, everything for China.
[1:20:54.460 --> 1:21:01.460]  You don't just think China got 98% of rare earth mineral control in the last 30 years by accident.
[1:21:01.460 --> 1:21:17.460]  Western governments don't let their companies or people extract minerals. The last lead smelting plant in the U.S. closed five years ago.
[1:21:17.460 --> 1:21:24.460]  They have thousands in China. It has nothing to do with toxin. It has to do with not being able to operate.
[1:21:24.460 --> 1:21:32.460]  China as a national policy has no controls. Their rivers set on fire. They dump almost all the trash in the ocean.
[1:21:32.460 --> 1:21:39.460]  But we're told that we can't have plastic in America because it's our fault it's in the ocean when the Chai comms dump theirs in the ocean.
[1:21:39.460 --> 1:21:43.460]  Most of ours gets recycled. It's all hoaxes.
[1:21:43.460 --> 1:21:56.460]  But if we can't have plastic and we're a world exporter, leading exporter of it, we will be hamstrung. It's all military attacks.
[1:21:56.460 --> 1:22:01.460]  So I'm against the globalists launching all these wars.
[1:22:01.460 --> 1:22:06.460]  Trump is pragmatically trying to get us out of them. What he's doing in the military industrial complex is, let's have innovation.
[1:22:06.460 --> 1:22:12.460]  Let's have space force that's already there. Let's advance these technologies. Let's roll out the hidden stuff.
[1:22:12.460 --> 1:22:16.460]  Let's have total dominance where nobody can even challenge us.
[1:22:16.460 --> 1:22:19.460]  But let's not have our troops being fed into meat grinders.
[1:22:19.460 --> 1:22:27.460]  Trump's been very clear about where he stands and how is the deep state going to say no to that when they're making record money?
[1:22:27.460 --> 1:22:30.460]  Well, they still are. Goldman Sachs has made the biggest amount of money it's ever made.
[1:22:30.460 --> 1:22:39.460]  It's openly trying to stop Trump and giving all its money to the Democrats. Nothing to Trump. They really hate him because he isn't part of their club.
[1:22:39.460 --> 1:22:45.460]  And he's pragmatically making the decisions and they cannot stand it because normally these big boards get together.
[1:22:45.460 --> 1:22:56.460]  They make decisions and those boards go to other boards. They make decisions. They tweak it. They create consensus and the consensus is move everything to China.
[1:22:56.460 --> 1:23:06.460]  Use that as economic warfare so that it's the new global dominant empire and the UN adopts its system of internet censorship and social control.
[1:23:06.460 --> 1:23:16.460]  And it's all official now. And so I agree with the caller that we're seeing this meant to sap us as here's a microcosm.
[1:23:16.460 --> 1:23:27.460]  It costs us over $100 billion a year to be in Afghanistan. China extracts something over $500 billion worth of rare as minerals alone in the last 20 years out of Afghanistan.
[1:23:27.460 --> 1:23:34.460]  They pay nothing militarily for security. We pay for their security and then we don't get the minerals.
[1:23:34.460 --> 1:23:41.460]  It looks like we don't get the oil out of Iraq. China and Japan get that. Those are all globalist deals.
[1:23:41.460 --> 1:23:50.460]  And Trump says screw your deals. And I don't want that oil. I don't want to make them give us the rare as minerals.
[1:23:50.460 --> 1:23:57.460]  I want them to beg us to come in and provide security and then our companies get it because everything's taxpayer subsidized the end.
[1:23:57.460 --> 1:24:04.460]  We're just with chronic capitalism. We're just propping up the communist dictatorship of China and letting them break all the rules.
[1:24:04.460 --> 1:24:26.460]  And then we get deindustrialization and then they ship enough fentanyl to kill the whole planet here every year because our so-called elites hate our existence because we're Christian.
[1:24:26.460 --> 1:24:33.460]  We're not a Christian nation anymore, but it could spring up again. They want that beaten. And that's why all this is happening.
[1:24:33.460 --> 1:24:40.460]  So I said I'd take calls and tell these reports, but the caller brings up a really big point. So go ahead and finish your point liberal in New York.
[1:24:40.460 --> 1:24:49.460]  So Alex, I woke up this morning thinking about what the war on terror has created for the world and how it has impacted the United States specifically.
[1:24:49.460 --> 1:24:59.460]  So on one hand, when you speak about Europe and the invasion of all these people from the Middle East into Europe, that was caused by the war.
[1:24:59.460 --> 1:25:11.460]  Yeah, that was the plan. That was the plan. Exactly. But in addition to that, you speak, you say you talk about the culture of the United States that has drastically changed since 9 11.
[1:25:11.460 --> 1:25:20.460]  We no longer have our civil liberties. And this is what I'm speaking about with regards to Trump. Why is it that he is renewing the Patriot Act?
[1:25:20.460 --> 1:25:33.460]  If we are supposedly going back to being great again, where we revere the Constitution and our freedoms of speech and things of that nature, why is it that he's reenacting these bills?
[1:25:33.460 --> 1:25:35.460]  Can you explain that to me?
[1:25:35.460 --> 1:25:42.460]  I totally agree with you. Let me finish this piece of chicken that I'm letting you talk, which I've learned to make myself be quiet.
