[00:00:00.593 --> 00:00:01.198]  Oh, no!
[01:01:21.645 --> 01:01:22.286]  Just hold on.
[01:01:22.286 --> 01:01:23.826]  Dad, that's a psy-op.
[01:01:23.826 --> 01:01:27.187]  They do that to change the subject and imply we're dishonest.
[01:01:27.187 --> 01:01:27.827]  Just hold on.
[01:01:27.827 --> 01:01:28.388]  Just tell the story.
[01:01:28.388 --> 01:01:29.188]  Here it is.
[01:01:29.188 --> 01:01:31.288]  Give him the hotline or call him.
[01:01:31.288 --> 01:01:33.649]  Just call that number and put him on right now.
[01:01:33.649 --> 01:01:38.391]  Anyways, getting back to what I was saying earlier, InfraGard's admitted.
[01:01:38.391 --> 01:01:39.911]  Clergy Response has admitted.
[01:01:39.911 --> 01:01:41.732]  Chris in Florida, finish your InfraGard story.
[01:01:41.732 --> 01:01:42.012]  Go ahead.
[01:01:43.570 --> 01:01:53.192]  Well, Alex, a few years ago I talked about InfraGard to a neighbor who claimed to have worked for Raytheon in the FBI, and then he proudly showed me his InfraGard card.
[01:01:53.192 --> 01:01:58.793]  He turned out to be a busybody, a stalker, not just towards myself, but another neighbor's.
[01:01:58.793 --> 01:02:03.254]  And about peeping Tom as well, he liked to call... Yeah, I mean, you heard me profile him.
[01:02:03.254 --> 01:02:05.235]  That's exactly what my dad was saying.
[01:02:05.235 --> 01:02:07.315]  He said he's run into several of these now.
[01:02:07.315 --> 01:02:10.436]  Well, I'm not supposed to get into it all, but the point is, go ahead.
[01:02:12.038 --> 01:02:14.759]  He also likes to call police with false accusations.
[01:02:14.759 --> 01:02:18.500]  I apparently felt powerful by his InfraGard card.
[01:02:18.500 --> 01:02:20.221]  Maybe everyone should carry one.
[01:02:20.221 --> 01:02:21.861]  Sort of as a KMA.
[01:02:21.861 --> 01:02:28.403]  You know, as Aaron Russo's talking about Nicholas Rockefeller's thing that he'll have a KMA chip.
[01:02:28.403 --> 01:02:29.784]  Kiss my you-know-what chip.
[01:02:29.784 --> 01:02:34.165]  Unfortunately, he died of emphysema due to his irresistible smoking habit.
[01:02:35.386 --> 01:02:38.230]  If I could bring up another issue that I called about.
[01:02:38.230 --> 01:02:51.768]  There's a locally based radio talk network, radio network that carries your show, can talk network here in the Tampa Bay area on 1340 AM and 1350 AM and 880 AM in Little Rock, Arkansas that's a 50,000 watt transmitter.
[01:02:54.829 --> 01:02:59.652]  I want to get the owner of that system on.
[01:02:59.652 --> 01:03:01.793]  I know they got us on a bunch of great affiliates.
[01:03:01.793 --> 01:03:02.333]  God bless them.
[01:03:02.333 --> 01:03:03.194]  Spread the word.
[01:03:03.194 --> 01:03:05.015]  Here is my dad, David Jones.
[01:03:05.015 --> 01:03:07.076]  Now, that was probably InfraGard calling in.
[01:03:07.076 --> 01:03:10.117]  Because you notice, they wouldn't admit InfraGard or any of it exists.
[01:03:10.117 --> 01:03:11.638]  It was, I want to hear your dad.
[01:03:11.638 --> 01:03:12.758]  It isn't true.
[01:03:12.758 --> 01:03:15.740]  As if we don't know this country's going to hell in a handbasket.
[01:03:15.740 --> 01:03:18.601]  And they admit the veterans are the number one enemy.
[01:03:18.601 --> 01:03:20.282]  And they got spy networks.
[01:03:20.282 --> 01:03:21.183]  That's all admitted.
[01:03:21.903 --> 01:03:25.187]  They're harassing veterans, you name it, but oh, it doesn't exist.
[01:03:25.187 --> 01:03:32.816]  Dad, I know you don't, you didn't want to tell me the whole story because it's patient, you know, doctor privilege, but you're allowed to say as a dentist, what happened?
[01:03:32.816 --> 01:03:42.647]  Is it true that this person has been your patient for a very long time, wanted to hire you to be a minion, and then you went and talked to other dentists and found out they'd been visited by other groups?
[01:03:43.027 --> 01:03:43.768]  Let me explain.
[01:03:43.768 --> 01:03:58.882]  I was actually doing some consulting in Dallas at the time and I was passing through Waco and I heard a local police liaison in Waco talking about how people could volunteer and it could be a career path to
[01:03:58.922 --> 01:03:59.402]  We're good to go.
[01:04:24.449 --> 01:04:26.430]  Tell us what happened to you.
[01:04:54.189 --> 01:04:58.939]  We're in a good position to... Hey, now that we've started this, we got Tom Woods coming on, but stay there, Dad.
[01:05:02.552 --> 01:05:10.678]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:05:10.678 --> 01:05:14.741]  Alex and his staff have used these pure soap products for years.
[01:05:14.741 --> 01:05:22.047]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:05:22.047 --> 01:05:24.529]  See them on the web at 5starsoap.com.
[01:05:25.069 --> 01:05:29.913]  Or call 800-340-7091 for a free catalog.
[01:05:29.913 --> 01:05:35.837]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:05:35.837 --> 01:05:41.261]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:05:41.261 --> 01:05:43.243]  This is an amazing deal.
[01:05:43.243 --> 01:05:48.487]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:05:48.487 --> 01:05:51.629]  See them on the web at 5starsoap.com or call
[01:05:51.849 --> 01:05:52.972]  Call 800-340-7091 for a free catalog.
[01:06:00.154 --> 01:06:06.299]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[01:06:06.299 --> 01:06:09.262]  78% of the Midwest corn belt is in drought conditions.
[01:06:09.262 --> 01:06:14.646]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[01:06:14.646 --> 01:06:19.630]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[01:06:19.630 --> 01:06:29.138]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods from eFoods Direct now, as the price of raw ingredients increases.
[01:06:29.398 --> 01:06:31.119]  E-Foods will have to raise prices, too.
[01:06:31.119 --> 01:06:32.900]  Now is the time to get your supply.
[01:06:32.900 --> 01:06:36.922]  I recently increased my supply from E-Foods Direct because we have all known this was coming.
[01:06:36.922 --> 01:06:39.843]  You know about their delicious, long-term, storable foods.
[01:06:39.843 --> 01:06:42.604]  The fact is, you can eat at any time to save money today.
[01:06:42.604 --> 01:06:47.166]  And because it stores for 25 years, you're locking in today's prices and avoiding the rising food cost.
[01:06:47.166 --> 01:06:47.827]  Don't wait!
[01:06:47.827 --> 01:06:53.089]  Call 800-409-5633 or go to efoodsdirect.com forward slash alex.
[01:06:53.089 --> 01:06:53.309]  Call 800-409-5633.
[01:06:55.310 --> 01:06:57.592]  Or eFoodsDirect.com forward slash Alex.
[01:06:57.592 --> 01:06:59.873]  You can bet your life on eFoodsDirect.
[01:06:59.873 --> 01:07:05.397]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:07:05.397 --> 01:07:07.799]  Start purifying your water with ProPure.
[01:07:07.799 --> 01:07:13.523]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure.
[01:07:13.523 --> 01:07:16.905]  And it's available discounted at InfoWars.com.
[01:07:16.905 --> 01:07:20.348]  Its filters are silver and pregnanted to prevent bacterial growth.
[01:07:20.348 --> 01:07:21.769]  There's no priming required.
[01:07:22.029 --> 01:07:24.310]  It's NSF-42 certified.
[01:07:24.310 --> 01:07:27.572]  Optional fluoride filters can reduce fluoride up to 95%.
[01:07:27.572 --> 01:07:29.393]  Easy to set up and use.
[01:07:29.393 --> 01:07:30.814]  Doesn't require electricity.
[01:07:30.814 --> 01:07:33.995]  Purify water from lakes, streams, ponds, and wells.
[01:07:33.995 --> 01:07:37.377]  This filter system leaves in beneficial minerals, which is key.
[01:07:37.377 --> 01:07:39.278]  Save money by not buying bottled water.
[01:07:39.278 --> 01:07:41.319]  And avoid BPA that leaches from the plastic.
[01:07:41.499 --> 01:07:44.242]  ProPure is the best gravity-fed filter out there.
[01:07:44.242 --> 01:07:45.823]  It's what my family uses.
[01:07:45.823 --> 01:07:49.127]  Infowars.com already has the lowest price on ProPure.
[01:07:49.127 --> 01:07:54.973]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:07:54.973 --> 01:07:56.174]  You can also call to order.
[01:07:56.174 --> 01:07:56.214]  888-253-3139.
[01:08:07.884 --> 01:08:16.390]  Leading a frontal assault on the lives of the New World Order, it's Alex Jones on the GCN Radio Network.
[01:08:24.108 --> 01:08:34.652]  Well, ladies and gentlemen, I've been taking calls for two hours, and I'm doing a lot better than I normally do, and it's been pretty powerful hearing whistleblowers about InfraGard spying on people and things.
[01:08:34.652 --> 01:08:39.154]  And we opened up our internal phone lines as well and never got to that phone bank.
[01:08:39.154 --> 01:08:45.216]  Scott, Chuck, Lyon, Hart, Blake, I'm gonna get to you guys with Tom Woods, because you've been patient.
[01:08:45.216 --> 01:08:46.056]  If not, you can hang up.
[01:08:46.056 --> 01:08:47.637]  I know we got loaded phone lines over here.
[01:08:48.277 --> 01:08:52.318]  We've got whistleblowers on InfraGard pouring in.
[01:08:52.318 --> 01:08:53.418]  This is crazy.
[01:08:53.418 --> 01:08:55.719]  I mean, this subject is big.
[01:08:55.719 --> 01:09:00.300]  Now, InfraGard, guys, type it into Google and show people or startpage.com.
[01:09:00.300 --> 01:09:01.641]  Just type in InfraGard.
[01:09:01.641 --> 01:09:02.961]  The FBI admits they have it.
[01:09:02.961 --> 01:09:04.221]  They have clergy response teams.
[01:09:04.221 --> 01:09:07.142]  We covered it when it was still secret.
[01:09:07.142 --> 01:09:12.343]  And it's getting preachers to spy on their flocks and try to influence them to accept gun confiscation, you name it.
[01:09:12.343 --> 01:09:14.344]  I've played newscasts where they admit it.
[01:09:16.639 --> 01:09:19.635]  And then this caller calls in and says, I disagree.
[01:09:21.752 --> 01:09:29.273]  You know, I want to hear your dad say that he got approached to be part of the See Something Say Something and invited to meetings and things.
[01:09:29.273 --> 01:09:33.554]  And then my dad talked to other dentists and found out they've been visited by other groups at home.
[01:09:33.554 --> 01:09:34.814]  And this is on record.
[01:09:34.814 --> 01:09:37.095]  They count on you being ignorant.
[01:09:37.095 --> 01:09:39.015]  They'll have these community FBI meetings.
[01:09:39.015 --> 01:09:40.135]  You go to them.
[01:09:40.135 --> 01:09:41.295]  It's not about Al Qaeda.
[01:09:41.295 --> 01:09:43.096]  It's about the veteran next door.
[01:09:43.096 --> 01:09:44.656]  That's in the news.
[01:09:44.656 --> 01:09:49.397]  So my point is, this is a year and a half ago now, my dad ended up calling into the back line and getting on.
[01:09:51.373 --> 01:09:54.535]  Is that my dad suddenly heard ads on the radio about it.
[01:09:54.535 --> 01:09:57.338]  Dentist he knew what happened to and then it happened to him.
[01:09:57.338 --> 01:10:01.441]  He can't tell the whole story because of patient-doctor privilege.
[01:10:01.441 --> 01:10:02.522]  My dad's a dentist.
[01:10:02.522 --> 01:10:06.126]  But dad, I gotta go to our guest here and I appreciate you listening to the show.
[01:10:06.126 --> 01:10:08.247]  I didn't know you were listening when the guy called in.
[01:10:08.247 --> 01:10:13.252]  So just briefly, the guy was implying and I was making this up.
[01:10:13.652 --> 01:10:20.076]  Basically it was all a cumulative effect from having heard things on the radio mentioning it to people and then just out of the blue
[01:10:34.364 --> 01:10:52.548]  Someone who'd been a patient for a long time that was a fairly senior person involved in the administration and law enforcement had said, we're organizing community level things whereby people are volunteering to go out in their neighborhoods and see what are happening.
[01:10:52.548 --> 01:11:02.470]  And what we've found that teachers and doctors and certain other people, bankers, have key positions where they can see and understand things that are going on that we need to know.
[01:11:03.350 --> 01:11:08.054]  I could use your help on an administrative level.
[01:11:08.054 --> 01:11:11.997]  We're creating career paths for a lot of people at all different ages.
