[00:00.000 --> 00:09.000]  This is an emergency transmission from FEMA Region 6 in occupied North America.
[01:35:03.000 --> 01:35:12.000]  And ladies and gentlemen, we are back live. David Knight and the rest of the great crew are there in studio. I'm going to talk to a few more people out here on the street, and then I'm going to go get a little bite to eat, and then I'm going to be back on.
[01:35:12.000 --> 01:35:18.000]  I really need to focus, write some notes, and just be very humble, because this is a very special time.
[01:35:18.000 --> 01:35:24.000]  The evil that was getting ready to unfold, you thought things were already evil? They were about to launch the full evil.
[01:35:24.000 --> 01:35:29.000]  Total takeover of the media, arresting patriots, torturing us, I mean the whole nine yards.
[01:35:29.000 --> 01:35:38.000]  And it was so horrible that even the intelligence agencies just said, we just can't do this. This is crazy. It's like a comic book of evil. I mean, it's just so evil.
[01:35:38.000 --> 01:35:45.000]  You see movies, you read history books, both fiction and non-fiction. You think things like this can't really be happening until you see it happen.
[01:35:45.000 --> 01:35:51.000]  And we saw a guy trying to get three llamas in this morning past Homeland Security, and it's like, we had sick photos out there. No one would believe it.
[01:35:51.000 --> 01:35:56.000]  I'm going to put those up later. It's like, bomb in the llama or something. I mean, it's just so much.
[01:35:56.000 --> 01:36:02.000]  My point is, crazy stuff's going on. Roger Stone shows up in a huge top hat. He's been poisoned by polonium.
[01:36:02.000 --> 01:36:10.000]  We're living in crazy times. To the left, the right, all points of the compass, it is wild. Sir, tell us who you are and tell us what you think about this today.
[01:36:10.000 --> 01:36:15.000]  Nice to be here. Nice to be here. Nice to see you. And my name is Philip Thomas. I'm a naturalized American citizen.
[01:36:15.000 --> 01:36:22.000]  I lived in many parts of the world. I lived in Muslim countries, and I know how human rights are being violated.
[01:36:22.000 --> 01:36:27.000]  And people of other religions are treated like dirt.
[01:36:27.000 --> 01:36:32.000]  And this country is a great country for the past eight years. We had a nightmare with Obama.
[01:36:32.000 --> 01:36:38.000]  And that nightmare is over today. Yeah. Yeah. Yeah.
[01:36:38.000 --> 01:36:45.000]  The African American brother said a lot of quotation he gave from the Bible. You read Daniel chapter two.
[01:36:45.000 --> 01:36:54.000]  You will find God is the installer and God is the remover of kings. Today, God had installed Mr. Trump as the president of this country.
[01:36:54.000 --> 01:36:59.000]  That's right. We voted, but nothing the enemy could do worked. It all turned against it was Providence.
[01:36:59.000 --> 01:37:01.000]  I can't tell you the Providence I've experienced.
[01:37:01.000 --> 01:37:07.000]  You know, my heart bleeds when I see the young people supporting Democratic Party, which is directionless.
[01:37:07.000 --> 01:37:15.000]  And now, you know what's happening with Democratic Party? They're trying to take Keith Ellison as the chief and he is Islamist.
[01:37:15.000 --> 01:37:20.000]  He wants to destroy United States. And Americans should wake up.
[01:37:20.000 --> 01:37:26.000]  If you don't wake up, you will be in your slumber and your slumber will lead to death.
[01:37:26.000 --> 01:37:31.000]  The war Muslims are divided the world into two parts, Darul Harb and Darul Islam.
[01:37:31.000 --> 01:37:39.000]  Where Islamic rule is there, it is known as Darul Islam, which means house of Islam. And when there is no Islamic rule, it is known as Darul Harb, which means house of war.
[01:37:39.000 --> 01:37:48.000]  And the house of Islam should wage constantly war against the house of war, which is Darul Harb.
[01:37:48.000 --> 01:37:54.000]  Now, America is considered as Darul Harb by the Darul Islam, and they are waging a war against us.
[01:37:54.000 --> 01:38:04.000]  What he had is the weapon they are using.
[01:38:04.000 --> 01:38:10.000]  And so we have to be careful. And Alex Jones is doing a great job. I've been watching his videos on YouTube.
[01:38:10.000 --> 01:38:18.000]  And my son, who lives in India, always calls and tells me, don't forget, don't neglect Alex Jones' views.
[01:38:18.000 --> 01:38:22.000]  It's very important and it will save America. And I'm so glad.
[01:38:22.000 --> 01:38:24.000]  You have a huge listeners in India.
[01:38:24.000 --> 01:38:28.000]  Yeah, of course you have. And after tomorrow, I'm flying to India. And I'm going to be an ambassador for Mr. Trump.
[01:38:28.000 --> 01:38:32.000]  Great. But enough about me. Talk about where you see the country going.
[01:38:32.000 --> 01:38:33.000]  Pardon?
[01:38:33.000 --> 01:38:34.000]  Talk about me. I mean, talk about where you're going.
[01:38:34.000 --> 01:38:38.000]  Oh, sorry. Yeah, yeah. So we have to be very careful about the Islamic agenda.
[01:38:38.000 --> 01:38:42.000]  You know, they say Muslims are all good. Oh, let them be good at home.
[01:38:42.000 --> 01:38:45.000]  Okay. But they want to destroy United States.
[01:38:45.000 --> 01:38:50.000]  Outside the United States, they said America is a devil. But here they say God bless America.
[01:38:50.000 --> 01:38:56.000]  There's an Arabic, the Muslim doctor called Al-Takia, lie before your enemy, but hate them in your heart.
[01:38:56.000 --> 01:39:02.000]  That's what's happening. So America should wake up and give an answer.
[01:39:02.000 --> 01:39:04.000]  Well, I think America is starting to wake up.
[01:39:04.000 --> 01:39:05.000]  Yes.
[01:39:05.000 --> 01:39:09.000]  If they kill Trump, which I know they're seriously considering doing, I think it'll be an even bigger defeat for them.
[01:39:09.000 --> 01:39:14.000]  I don't think that will happen because our police, our military, our secret service, they're all strong.
[01:39:14.000 --> 01:39:15.000]  They're the best.
[01:39:15.000 --> 01:39:16.000]  I agree, but they're going to try as I'm saying.
[01:39:16.000 --> 01:39:20.000]  Oh, yeah, of course. Yes. Yes. Of course, they'll try, but they try being vain.
[01:39:20.000 --> 01:39:24.000]  But Trump will triumph.
[01:39:24.000 --> 01:39:26.000]  Jesus will protect. Jesus will protect. Yes.
[01:39:26.000 --> 01:39:33.000]  Because God is the installer and has installed Mr. Trump to become the president of this greatest nation
[01:39:33.000 --> 01:39:37.000]  and the greatest superpower ever in the history of mankind.
[01:39:37.000 --> 01:39:39.000]  So I'm so glad to be here.
[01:39:39.000 --> 01:39:46.000]  And if you want some of my views, I can tell you what America should become strong.
[01:39:46.000 --> 01:39:49.000]  A strong America is the one to stop Islamization of this world.
[01:39:49.000 --> 01:39:55.000]  Well, let's talk about this. I mean, look at how the globalists are so upset right now.
[01:39:55.000 --> 01:39:59.000]  They can tell the tide's turning. Q, I've got to get your view. You've got to use all this thing. Get over here.
[01:39:59.000 --> 01:40:02.000]  No, you're getting on there. I'm sorry, you're doing it.
[01:40:02.000 --> 01:40:03.000]  Thank you, sir.
[01:40:03.000 --> 01:40:04.000]  Thank you very much.
[01:40:04.000 --> 01:40:09.000]  What do you think about this situation? Hey, sir, you get in there. I didn't know sir was here.
[01:40:09.000 --> 01:40:13.000]  This entire inauguration has been extremely historic, obviously.
[01:40:13.000 --> 01:40:17.000]  And just seeing the energy completely, seeing the energy.
[01:40:17.000 --> 01:40:24.000]  A seismic old shaft, a supernova of enlightenment, a tidal release of the Titans of Liberty.
[01:40:24.000 --> 01:40:26.000]  Yeah. Yeah. Sorry, go ahead.
[01:40:26.000 --> 01:40:32.000]  The look people had going in this morning was obviously already high energy, but just leaving today,
[01:40:32.000 --> 01:40:38.000]  seeing all the people leaving, they're re-energized. They're rejuvenated and ready to make America great again.
[01:40:38.000 --> 01:40:42.000]  Absolutely. And again, it's not that the Republican establishment's had to get Trump.
[01:40:42.000 --> 01:40:47.000]  I hate the Republican establishment, but some of the Democrats, it's so obvious that he's anti-New World Order and awesome.
[01:40:47.000 --> 01:40:50.000]  You're awesome. Come on here on air.
[01:40:50.000 --> 01:40:51.000]  I made it here.
[01:40:51.000 --> 01:40:52.000]  Well, you're awesome.
[01:40:52.000 --> 01:40:53.000]  Oh my God, I love you.
[01:40:53.000 --> 01:40:55.000]  You're awesome. You're awesome. Here, talk to folks out there.
[01:40:55.000 --> 01:40:56.000]  I love you.
[01:40:56.000 --> 01:40:57.000]  Come on, sir.
[01:40:57.000 --> 01:40:58.000]  Here, talk to folks out there.
[01:40:58.000 --> 01:40:59.000]  I have my info wars right now here.
[01:40:59.000 --> 01:41:02.000]  I have my info wars live. Thank you. Go ahead, talk to folks.
[01:41:02.000 --> 01:41:04.000]  Oh my God, somebody take a picture of me, please.
[01:41:04.000 --> 01:41:05.000]  What do you think about the whole inauguration?
[01:41:05.000 --> 01:41:15.000]  I am like so, I am like, my heart is so happy. I just, I just love this. I love Mr. Trump.
[01:41:15.000 --> 01:41:26.000]  I met him in 2013, and he is such a good person. And when I found out he was running, I had to run down and fly down to Miami.
[01:41:26.000 --> 01:41:31.000]  And he has such a good heart. He is not a racist. He loves this country.
[01:41:31.000 --> 01:41:37.000]  And he just wants to unite us just like he said in this speech, we all bleed red.
[01:41:37.000 --> 01:41:47.000]  Every one of us, white, red, white, you know, black, Hispanic, Japanese, whoever you are, we are all red.
[01:41:47.000 --> 01:41:53.000]  And we are patriots. And I love Alex Jones because he's the only one I listen to.
[01:41:53.000 --> 01:41:58.000]  Well, thanks for coming. It was awesome. History happened. I was going to bring my son, but it's just too dangerous.
[01:41:58.000 --> 01:42:02.000]  They were attacking women. I mean, all of them were coming by bleeding. I go, what's going on?
[01:42:02.000 --> 01:42:06.000]  Women on crutches. Old ladies are like, they're beating us up, trying to get in.
[01:42:06.000 --> 01:42:09.000]  The leftists down there, and I went down there and they attacked us.
[01:42:09.000 --> 01:42:13.000]  I mean, it's just like, what the hell? And they really go, Nazi, Nazi, Nazi.
