[00:00.000 --> 00:15.000]  The answer to 1984 is 1776.
[01:32:30.000 --> 01:32:38.000]  Just some of the ingredients in Super Blue chosen by our dental experts include xylitol, peppermint oil, iodine, nano silver and more.
[01:32:38.000 --> 01:32:43.000]  Due to requests from listeners who found that spearmint was a little bit too strong for some of their children.
[01:32:43.000 --> 01:32:52.000]  We have created the new Bubble Gum flavored Super Blue that is spearmint free. Learn more about the new Bubble Gum flavored Super Blue toothpaste and more at infowarslife.com
[01:32:52.000 --> 01:33:18.000]  and support the info war while you support Healthy Gums and Teeth.
[01:33:18.000 --> 01:33:28.000]  The answer to 1984 is 1776. You're listening to the Alex Jones show.
[01:33:28.000 --> 01:33:46.000]  They want to destroy the opposition to their offshore global takeover. They have to create strong men and then have those fictitious actors pose as news reporters who then misrepresent what their opposition says and does.
[01:33:46.000 --> 01:33:57.000]  And that's what they're doing. Wartime level propaganda being directed at yours truly and President Trump like we're foreign powers, but we're not.
[01:33:57.000 --> 01:34:10.000]  We're just representatives of the people that are trying to get our country back from the clutches of the institutions that have hijacked our nation and that are exploiting the people and who have broken the social compact.
[01:34:10.000 --> 01:34:19.000]  Now, I guess launching next week, the new show, I can't even watch all these shows attacking me. I can't even keep track of it.
[01:34:19.000 --> 01:34:25.000]  Why Jordan Kepler's Alex Jones approach to conspiracy satire is a tricky prospect.
[01:34:25.000 --> 01:34:45.000]  Why is it a tricky prospect because they're worried about how to dumb it down enough that their audience can even understand it without sending us more listeners.
[01:34:45.000 --> 01:34:58.000]  But nevertheless, they're going to try the new approach. It's like the show Homeland where the evil character is based on Alex Jones and he produces fake news and it shows the proof and he's a racist.
[01:34:58.000 --> 01:35:14.000]  And so then people that watch that are so mentally ill, so suggestible that when they see me on the street, they actually believe that I'm that person.
[01:35:14.000 --> 01:35:19.000]  I don't think we can reach these people, folks, and now they're going to project it on you.
[01:35:19.000 --> 01:35:23.000]  Now they're going to come up and ask you on the street, CNN's announcing this, are you for Trump?
[01:35:23.000 --> 01:35:28.000]  And if you are, they're going to punch you in the nose or they're going to kick you out of your apartment or they're not going to do business with you.
[01:35:28.000 --> 01:35:33.000]  Well, good then. Let's just separate from these people. Start doing what they do.
[01:35:33.000 --> 01:35:43.000]  Look into everybody they do business with and then don't support them when they do this, no platforming to others and see how long these parasites last.
[01:35:43.000 --> 01:35:48.000]  Because they're not going to stop. You give into their bullying now by successive approximation.
[01:35:48.000 --> 01:35:52.000]  They're going to keep pushing it for ever.
[01:35:52.000 --> 01:36:01.000]  So here's a first look at Jordan Kepler stealing my identity and then misrepresenting who I am.
[01:36:01.000 --> 01:36:04.000]  It's like stealing someone's identity and you kind of look like them.
[01:36:04.000 --> 01:36:10.000]  You act like them in the real world and then you end up getting busted and going to jail.
[01:36:10.000 --> 01:36:15.000]  You know, that happens sometimes. People get their identity stolen. Folks write a bunch of checks or whatever until the police figure it out later.
[01:36:15.000 --> 01:36:21.000]  Sometimes never you go to prison for what they did. But here he is publicly stealing my identity.
[01:36:21.000 --> 01:36:28.000]  Then he misrepresents who I am. Maybe they'll give him an Emmy.
[01:36:28.000 --> 01:36:30.000]  Just like they misrepresent.
[01:36:30.000 --> 01:36:41.000]  I'm Donald Trump. I don't like black people. But I do like Alex Jones. Alex Jones taught me how to not like black people.
[01:36:41.000 --> 01:36:46.000]  Then people started sending me emails and comments calling that's Alex Jones. He's the racist.
[01:36:46.000 --> 01:36:52.000]  Then you have Tom Brokaw. Doesn't show a clip of me being racist. He just says branding. Alex Jones is racist.
[01:36:52.000 --> 01:36:57.000]  Talking to you like you're a three year old. And the talking points go out.
[01:36:57.000 --> 01:37:01.000]  And then the New York Times has editorial board meetings and they go, this Russia thing is going to peter out.
[01:37:01.000 --> 01:37:07.000]  What's coming up next? Well, as we move towards the next election, they may remove them before then, we're going to say he's mentally ill.
[01:37:07.000 --> 01:37:11.000]  That's the talking points we've been ordered to go with by the folks in psych warfare.
[01:37:11.000 --> 01:37:18.000]  We're also going to expand onto just basic fraud probes and bring back the racism stuff.
[01:37:18.000 --> 01:37:24.000]  And then Stone gets the intel. We give you the intel and sure enough, that's what they do.
[01:37:24.000 --> 01:37:32.000]  Again, think of the magnitude of this. Here is the Comedy Central clip of the man that's stolen my identity.
[01:37:32.000 --> 01:37:37.000]  I tested couch soldiers. They're lying to you. The mainstream establishment is poison your mind.
[01:37:37.000 --> 01:37:43.000]  They say we should investigate Trump. I say impeach Hillary. They say global warming is made by man.
[01:37:43.000 --> 01:37:49.000]  I say, it's probably why we earned 30 cents more on the dollar. They say our children should learn Chinese.
[01:37:49.000 --> 01:37:55.000]  I say, China isn't real. No one I know has, like, ever been there. And I know, like, a ton of people.
[01:37:55.000 --> 01:38:00.000]  Who are they? The enemy. Who's the enemy? They are. I already said that. Pay attention.
[01:38:00.000 --> 01:38:07.000]  It's time for us to fight back against them because them are fighting against we.
[01:38:07.000 --> 01:38:10.000]  I'm Jordan Klepper and this is The Opposition.
[01:38:10.000 --> 01:38:16.000]  The Opposition, Jordan Klepper, weeknights after the Daily Show, premieres September 25th on Comedy Central.
[01:38:16.000 --> 01:38:20.000]  Progress, you'll have to go through us first.
[01:38:20.000 --> 01:38:24.000]  And what they're really saying is marching orders. You're going to have to go through us.
[01:38:24.000 --> 01:38:30.000]  He's out there saying, you got to go through me. And then he'll explain how he politically operates.
[01:38:30.000 --> 01:38:36.000]  He's really telling them how to operate, not the way we operate. And then he all says it very disingenuously.
[01:38:36.000 --> 01:38:43.000]  So they're there getting their programming on how to attack us while they're learning to hate us,
[01:38:43.000 --> 01:38:48.000]  but really they're discovering their identity. This is mind control.
[01:38:48.000 --> 01:38:55.000]  And it is meant to just send them out savagely believing there's some war room battling against them
[01:38:55.000 --> 01:38:59.000]  when all we're doing is looking at victims who are mind controlled.
[01:38:59.000 --> 01:39:03.000]  Oh, and China. Notice Lloyd Blank find again, put up those tweets months ago saying,
[01:39:03.000 --> 01:39:12.000]  you'll never rebuild America. China is much more powerful and we're moving all of our infrastructure there.
[01:39:12.000 --> 01:39:16.000]  And it's the same thing. They're signaling we're with China.
[01:39:16.000 --> 01:39:20.000]  I bet China paid for that. China is buying up most of Hollywood.
[01:39:20.000 --> 01:39:25.000]  China admittedly spends product placement in movies just like you can pay to have your product in a movie
[01:39:25.000 --> 01:39:30.000]  to have, oh, the Martian, we couldn't get to Mars to save Matt Damon,
[01:39:30.000 --> 01:39:36.000]  but the Chinese boosters are better than ours. They got our boosters or we use Russian boosters.
[01:39:36.000 --> 01:39:43.000]  Or, oh, the Chinese save us in, you know, the new movie that came out about the arrival.
[01:39:43.000 --> 01:39:49.000]  Every show, every movie that science fiction or news based Hollywood is admittedly being,
[01:39:49.000 --> 01:39:55.000]  there it is, Daily Mail, from Hollywood to Chollywood, the sinister Chinese takeover of movie land.
[01:39:55.000 --> 01:40:01.000]  Boom! Oh, but type in seven, eight years ago when I first said China is taking over Hollywood,
[01:40:01.000 --> 01:40:09.000]  the Jew haters went completely apoplectic, completely just almost in a fetal position,
[01:40:09.000 --> 01:40:17.000]  going, no, no, no, no, no, it's a fact. And I told you first because I was out in Hollywood talking to people.
[01:40:17.000 --> 01:40:27.000]  China would, and that's why you see Comedy Central with the Chinese flag projected over him big and powerful.
[01:40:27.000 --> 01:40:36.000]  And in Chinese iconography, that's a disrespect. It projects, like hitting with a shoe, the big China over him.
[01:40:36.000 --> 01:40:43.000]  And he's the ignorant American that didn't worry about China. You got blank fine, you got globalist, you got Kissinger.
[01:40:43.000 --> 01:40:48.000]  They've all moved over there, they've all got their industry there, they all leverage the solid of America there.
[01:40:48.000 --> 01:40:58.000]  China's got 98% of rare earth minerals because as a policy, we're meant to be deindustrialized.
[01:40:58.000 --> 01:41:09.000]  They're given all the deep water ports. And then the globalists only use the U.S. military to keep the Chinese Communist in check
[01:41:09.000 --> 01:41:17.000]  to make sure they can still have one-sided business deals and extract as much slave labor out of the poor, hardworking Chinese people as they can.
