[00:00.000 --> 00:12.000]  Big Brother mainstream media government coverups you want answers well so does he
[01:09:00.000 --> 01:09:03.000]  But I didn't do the show last week.
[01:09:03.000 --> 01:09:04.000]  David Knight did it.
[01:09:04.000 --> 01:09:08.000]  So it's important to do that Sunday show at least three times a month.
[01:09:08.000 --> 01:09:13.000]  I did tape 15 minutes, I guess 20 minutes for the show that afternoon.
[01:09:13.000 --> 01:09:15.000]  So it was partially an original transmission.
[01:09:15.000 --> 01:09:17.000]  And then David did a great job.
[01:09:17.000 --> 01:09:19.000]  I think sometimes better job than I do.
[01:09:19.000 --> 01:09:21.000]  And so that's why I like having him fill in.
[01:09:21.000 --> 01:09:31.000]  Because David Knight, Jacarie Jackson, Rob Do, John Bown, Leanne McAdoo,
[01:09:31.000 --> 01:09:38.000]  the writers, the crew behind the scenes, they all have a lot to contribute and add as well.
[01:09:38.000 --> 01:09:43.000]  I'm just here to try to give historical perspective and also fire folks up in the face of an enemy onslaught.
[01:09:43.000 --> 01:09:46.000]  And I do that naturally because I'm fired up.
[01:09:46.000 --> 01:09:48.000]  Let me just say in the gym this morning,
[01:09:48.000 --> 01:09:52.000]  I worked out for an hour and a half and did not stop.
[01:09:52.000 --> 01:09:54.000]  Except for maybe like two or three one minute breaks.
[01:09:54.000 --> 01:09:58.000]  I was throwing those weights around like nothing.
[01:09:58.000 --> 01:10:01.000]  I mean, I was just ready to add some.
[01:10:01.000 --> 01:10:07.000]  I mean, I need to get out more often and get in the face of scum because it energized me.
[01:10:07.000 --> 01:10:14.000]  If you just joined us, I'm about to get into some fabulously positive news.
[01:10:14.000 --> 01:10:18.000]  It's as good a news as the feds coming out a month ago and saying, yeah,
[01:10:18.000 --> 01:10:23.000]  we're going to cut the fluoride completely out of pesticide and cut it by half in water
[01:10:23.000 --> 01:10:26.000]  because it's causing brain cancer and a bunch of other stuff.
[01:10:26.000 --> 01:10:28.000]  Just devastating victory.
[01:10:28.000 --> 01:10:32.000]  Oh, I thought we were conspiracy theorists.
[01:10:32.000 --> 01:10:33.000]  I thought we were evil.
[01:10:33.000 --> 01:10:34.000]  I thought we were bad.
[01:10:34.000 --> 01:10:39.000]  I thought that we were, you know, these terrible, horrible people.
[01:10:39.000 --> 01:10:41.000]  No, the truth is we know what's going on.
[01:10:41.000 --> 01:10:46.000]  We understand that those that love death, kind of the parents, the spiritual fathers and mothers
[01:10:46.000 --> 01:10:55.000]  of the type of scum I was covering in the last hour, they hate humanity.
[01:10:55.000 --> 01:11:02.000]  It's like Dr. Pionka at UT that says he wants to see Ebola release to kill 90% of us airborne weaponized
[01:11:02.000 --> 01:11:10.000]  or Prince Philip saying he wants to come back reincarnated as airborne Ebola to kill the majority of the population.
[01:11:10.000 --> 01:11:13.000]  This is what they get off on.
[01:11:13.000 --> 01:11:20.000]  This is what they are into.
[01:11:20.000 --> 01:11:26.000]  And if you just joined us, what I'm speaking of is a pro-life demonstration that we launched to not just be the average milk toast
[01:11:26.000 --> 01:11:31.000]  pro-lifers that go out with some signs and talk about, hey, it's a baby and you're going to go to hell if you do this.
[01:11:31.000 --> 01:11:38.000]  But hey, this came from eugenicist who started it all to exterminate the black population.
[01:11:38.000 --> 01:11:41.000]  Here's the quotes and Hitler was funded by these people.
[01:11:41.000 --> 01:11:43.000]  Their names are the Rockefellers and Margaret Sanger.
[01:11:43.000 --> 01:11:46.000]  And so understand a lot of the arguments you hear are false.
[01:11:46.000 --> 01:11:48.000]  Let's have a real discussion about this.
[01:11:48.000 --> 01:11:54.000]  I mean, we can't even get partial birth abortion stopped when you could adopt the baby at, you know, eight, nine months.
[01:11:54.000 --> 01:11:56.000]  I mean, this is out of control.
[01:11:56.000 --> 01:11:58.000]  Now it's, yeah, get rid of old people.
[01:11:58.000 --> 01:12:00.000]  Yeah, now kill kids up to age three or five.
[01:12:00.000 --> 01:12:02.000]  Yeah, now don't give, you know, veterans treatment.
[01:12:02.000 --> 01:12:04.000]  I mean, this is not ending.
[01:12:04.000 --> 01:12:10.000]  Slavs, Latin and Hebrew immigrants are human weeds, a dead weight of human waste.
[01:12:10.000 --> 01:12:12.000]  Blacks, soldiers and Jews.
[01:12:12.000 --> 01:12:16.000]  Oh yeah, they, the elite always hate soldiers because you're, you're, you're strong.
[01:12:16.000 --> 01:12:17.000]  You'll fight.
[01:12:17.000 --> 01:12:19.000]  You generally come from the common folks.
[01:12:19.000 --> 01:12:20.000]  Let me read her quote again.
[01:12:20.000 --> 01:12:21.000]  I'm sorry.
[01:12:21.000 --> 01:12:25.000]  Slavs, Latin, all Hispanics, she wants to kill you.
[01:12:25.000 --> 01:12:28.000]  Slavs, she hates you because Slavs are so strong.
[01:12:28.000 --> 01:12:31.000]  And Hebrew immigrants, I'm going to read all this again.
[01:12:31.000 --> 01:12:39.000]  Slavs, Latin and Hebrew immigrants are human weeds and dead weight of human waste.
[01:12:39.000 --> 01:12:40.000]  No, you're human waste.
[01:12:40.000 --> 01:12:41.000]  You piece of crap.
[01:12:41.000 --> 01:12:42.000]  Excuse me.
[01:12:42.000 --> 01:12:43.000]  See, I'm pro human.
[01:12:43.000 --> 01:12:44.000]  These are the real racist.
[01:12:44.000 --> 01:12:50.000]  These death lovers, they want to kill little kids and they sit there and tell us we're racist.
[01:12:50.000 --> 01:12:56.000]  I take that as a badge of honor by the scum to call me that because it's a total fraud.
[01:12:56.000 --> 01:12:58.000]  They're the anti humans, the human race.
[01:12:58.000 --> 01:13:00.000]  They're against our race.
[01:13:00.000 --> 01:13:03.000]  They think they're going to merge with computers and become gods.
[01:13:03.000 --> 01:13:04.000]  They think we're ugly.
[01:13:04.000 --> 01:13:06.000]  You're the ones that are ugly.
[01:13:06.000 --> 01:13:07.000]  You hate yourselves.
[01:13:07.000 --> 01:13:08.000]  You hate us.
[01:13:08.000 --> 01:13:09.000]  I love myself.
[01:13:09.000 --> 01:13:10.000]  I love humanity.
[01:13:10.000 --> 01:13:12.000]  I'm proud of our achievements.
[01:13:12.000 --> 01:13:13.000]  We're making God's image.
[01:13:13.000 --> 01:13:20.000]  We're builders, master builders, constructors, beauty, mathematics, classical music.
[01:13:20.000 --> 01:13:22.000]  We're incredible.
[01:13:22.000 --> 01:13:26.000]  Our gods a trillion times more incredible, infinitely more.
[01:13:26.000 --> 01:13:30.000]  Your God's a God of death that hates us because we're beautiful.
[01:13:30.000 --> 01:13:31.000]  You filth.
[01:13:31.000 --> 01:13:32.000]  You trash.
[01:13:32.000 --> 01:13:33.000]  Put her back on screen.
[01:13:33.000 --> 01:13:39.000]  See, I said I have all this news, but slobs, Latin and Hebrew immigrants are human weeds,
[01:13:39.000 --> 01:13:41.000]  a dead weight of human waste.
[01:13:41.000 --> 01:13:45.000]  Blacks, soldiers and Jews are a menace to the race.
[01:13:45.000 --> 01:13:53.000]  This is the queen of the liberals, the God of the liberals.
[01:13:53.000 --> 01:13:57.000]  She said that in 1922, ladies and gentlemen, in a major newspaper.
[01:13:57.000 --> 01:14:01.000]  I mean, this is all published.
[01:14:01.000 --> 01:14:04.000]  This woman reportedly dated one of the top Rockefellers.
[01:14:04.000 --> 01:14:09.000]  She was just one of these scags, one of these skanks that they picked up to run the op.
[01:14:09.000 --> 01:14:12.000]  There she is being saluted by the Ku Klux Klan.
[01:14:12.000 --> 01:14:18.000]  I mean, I don't care if it's a black racist gang or a Mexican racist gang or the Klan.
[01:14:18.000 --> 01:14:23.000]  It's all just gang members that want to organize these gangs and say they're the best because
[01:14:23.000 --> 01:14:29.000]  as individuals, they can't excel and have people want to support them and follow them naturally.
[01:14:29.000 --> 01:14:33.000]  And that's why you want to get everybody fighting with each other because you get power out
[01:14:33.000 --> 01:14:39.000]  of that instead of unifying humanity around strong freedom and strong families and strong
[01:14:39.000 --> 01:14:46.000]  private property and strong defense and raising our men to be strong, to be chivalrous and
[01:14:46.000 --> 01:14:52.000]  to be honorable to other men and women and to be living by their creed and their family name.
[01:14:52.000 --> 01:14:57.000]  But when you start a fight with them, they're ready to flip the switch and go from being
[01:14:57.000 --> 01:15:01.000]  Mr. Nice Guy that helps a little old lady around the street to not playing games and just grabbing
[01:15:01.000 --> 01:15:07.000]  you globalists right by your heads and taking your head down to that concrete and just bam, bam, bam.
[01:15:07.000 --> 01:15:11.000]  And watching your brain splatter all over the pavement will show you strength.
[01:15:11.000 --> 01:15:14.000]  You think these little communists can sit there and break somebody's head open on the ground?
[01:15:14.000 --> 01:15:17.000]  They don't have any strength because their God is weak.
[01:15:17.000 --> 01:15:22.000]  And Christians have been taught to be pathetic, servile minions of this scum.
[01:15:22.000 --> 01:15:26.000]  That's not in the Bible. That's not what the prophets did. None of them.
[01:15:26.000 --> 01:15:31.000]  Christ went into the money changers temple with a cat or nine tails and overturned tables
[01:15:31.000 --> 01:15:36.000]  and like beat up 25 people. Oh yeah, that's a real wimp right there.
[01:15:36.000 --> 01:15:42.000]  Went in there was just kicking people, whipping them, throwing tables over on people, rampaging.
[01:15:42.000 --> 01:15:44.000]  And I'm not calling for violence.
[01:15:44.000 --> 01:15:50.000]  I'm simply explaining the spirit of liberty and defense of human life that these people hate so much.
[01:15:50.000 --> 01:15:57.000]  They hate us because spiritually they can see how strong and beautiful our souls are.
[01:15:57.000 --> 01:16:03.000]  I could see the souls of those men and women, black, white, Hispanic, the women that were out there.
[01:16:03.000 --> 01:16:08.000]  Even if they weren't some of them, you know, super classically Marilyn Monroe, beautiful or whatever.
[01:16:08.000 --> 01:16:16.000]  And they were all very, very pretty. Their eyes were on fire and were piercing and beautiful and strong these women.
[01:16:16.000 --> 01:16:21.000]  And then I look at the dead eyes of the enemies, women. I mean, it was just night and day.
[01:16:21.000 --> 01:16:27.000]  And the what I saw in those women's eyes is what I saw in my grandmother's eyes, both of them.
[01:16:27.000 --> 01:16:32.000]  That's a real woman right there. That's a strong, loving woman with a soul.
[01:16:32.000 --> 01:16:41.000]  And then I see the men's eyes and I could then see their souls of the loving, good, strong people that understand what's valuable.
[01:16:41.000 --> 01:16:44.000]  They weren't watching David Letterman's last show.
[01:16:44.000 --> 01:16:51.000]  They weren't into, you know, sitting there playing fantasy football or basketball at work at lunch.
[01:16:51.000 --> 01:16:54.000]  They were out there standing up for unborn children.
[01:16:54.000 --> 01:17:00.000]  So don't you ever thank me. I want to thank you. I want to salute you for how amazing you are.
[01:17:00.000 --> 01:17:03.000]  I am honored to be around such people.
[01:17:03.000 --> 01:17:07.000]  And you've got my commitment that I will do everything in my power
[01:17:07.000 --> 01:17:15.000]  to summon the will and the strength and the semantical repertoire to touch the hearts and minds of the people worldwide,
[01:17:15.000 --> 01:17:24.000]  to have humanity rise against the cult of death and rise against the wing of death and rise against this legion of evil.
[01:17:24.000 --> 01:17:35.000]  This legion of filth, the soulless, dead-eyed piles of trash, vampires sniffing around a facility where tens of thousands of babies
[01:17:35.000 --> 01:17:41.000]  have their lives snuffed out every single year.
[01:17:41.000 --> 01:17:48.000]  Vampires trying to warm their dead souls on the hot, beautiful souls going straight to God.
[01:17:48.000 --> 01:17:57.000]  They're there like Mazda Flame believing it's giving them power when all it is is them from afar,
[01:17:57.000 --> 01:18:03.000]  marooned on their little deserted island watching a cruise ship pass.
[01:18:03.000 --> 01:18:07.000]  You think you had victory over those children? You think you've had victory and power over them dying?
[01:18:07.000 --> 01:18:09.000]  Cure up. I'm going to have to kill her own children.
[01:18:09.000 --> 01:18:14.000]  Your children are now free of your hard little grasp.
[01:18:14.000 --> 01:18:20.000]  I said I'd hit the nose. I'll tell you, there is some really important news today.
[01:18:20.000 --> 01:18:24.000]  We're going to devastate the globalists on every front.
[01:18:24.000 --> 01:18:28.000]  Conspiracy theorists are causing militants to abandon ISIS.
[01:18:28.000 --> 01:18:34.000]  Of course, the mainstream media is saying, oh no, ISIS isn't run by Western intelligence agencies,
[01:18:34.000 --> 01:18:38.000]  even though it publicly is, wanting them to get their recruitment.
[01:18:38.000 --> 01:18:44.000]  Radicals complain recruits are turning away as they discover Western intelligence controls extremist groups
