[00:00.000 --> 00:05.000]  1884 is 1776.
[1:16:05.000 --> 1:16:06.000]  important update for supporters of
[1:16:07.000 --> 1:16:08.000]  InfoWars.
[1:16:09.000 --> 1:16:10.000]  Several of our best selling products
[1:16:11.000 --> 1:16:12.000]  are back in stock limited supplies
[1:16:12.000 --> 1:16:16.000]  and are 40 to 50% off like DNA
[1:16:17.000 --> 1:16:18.000]  Force Plus that is 40% off right
[1:16:19.000 --> 1:16:20.000]  now and that sale is going to have
[1:16:21.000 --> 1:16:22.000]  to end on Monday.
[1:16:23.000 --> 1:16:24.000]  It helps your telomeres, it helps
[1:16:25.000 --> 1:16:26.000]  your various cells engines, the
[1:16:27.000 --> 1:16:28.000]  mitochondria, it's got the PQQ, the
[1:16:29.000 --> 1:16:30.000]  CoQ10, it really is incredible.
[1:16:31.000 --> 1:16:32.000]  It's 40% off.
[1:16:33.000 --> 1:16:34.000]  Some of the best selling products
[1:16:35.000 --> 1:16:36.000]  are 50% off as well and we got a
[1:16:37.000 --> 1:16:38.000]  very limited supply, very limited
[1:16:39.000 --> 1:16:40.000]  run in because I told the manufacturer
[1:16:40.000 --> 1:16:41.000]  that whatever ingredients you can get
[1:16:42.000 --> 1:16:43.000]  whenever you have enough to make some
[1:16:44.000 --> 1:16:45.000]  even if it's a smaller run do it.
[1:16:46.000 --> 1:16:47.000]  You got a very small run into the
[1:16:48.000 --> 1:16:49.000]  product that's been sold out and
[1:16:50.000 --> 1:16:51.000]  that is Rainforce Ultra.
[1:16:52.000 --> 1:16:53.000]  It's 25% off at InfoWars.com
[1:16:54.000 --> 1:16:55.000]  that's going to end up selling out
[1:16:56.000 --> 1:16:57.000]  by Monday as well at current
[1:16:58.000 --> 1:16:59.000]  sales rates.
[1:17:00.000 --> 1:17:01.000]  So get great products to support the
[1:17:02.000 --> 1:17:03.000]  InfoWars.com.
[1:17:04.000 --> 1:17:05.000]  The COVID-19 face diaper is a symbol
[1:17:06.000 --> 1:17:07.000]  of subservience, a symbol of
[1:17:07.000 --> 1:17:09.000]  subservience, that the medical
[1:17:10.000 --> 1:17:11.000]  tyranny combined controlled by the
[1:17:12.000 --> 1:17:13.000]  global private corporations has
[1:17:14.000 --> 1:17:15.000]  put in place.
[1:17:16.000 --> 1:17:17.000]  It is the symbol of the permanent
[1:17:18.000 --> 1:17:19.000]  emergency from which we will never
[1:17:20.000 --> 1:17:21.000]  emerge.
[1:17:22.000 --> 1:17:23.000]  It is the symbol that we are diseased
[1:17:24.000 --> 1:17:25.000]  that evil and bad must cover our
[1:17:26.000 --> 1:17:27.000]  diseased criminal faces from the
[1:17:28.000 --> 1:17:29.000]  light of the sun.
[1:17:30.000 --> 1:17:31.000]  It is the symbol of our complete
[1:17:32.000 --> 1:17:33.000]  and total absolute surrender to
[1:17:34.000 --> 1:17:35.000]  evil.
[1:17:35.000 --> 1:17:36.000]  Ladies and gentlemen,
[1:17:37.000 --> 1:17:39.000]  we are crossing the Rubicon now.
[1:17:40.000 --> 1:17:41.000]  The entire future destiny of
[1:17:42.000 --> 1:17:43.000]  humanity is upon us.
[1:17:44.000 --> 1:17:45.000]  Cloud Schwab and the UN admit
[1:17:46.000 --> 1:17:47.000]  they're coming out with implantable
[1:17:48.000 --> 1:17:49.000]  microchips as part of the World ID
[1:17:50.000 --> 1:17:51.000]  in carbon taxes.
[1:17:52.000 --> 1:17:53.000]  Things only get worse from here if
[1:17:54.000 --> 1:17:55.000]  we submit.
[1:17:56.000 --> 1:17:57.000]  They only get better if we resist
[1:17:58.000 --> 1:17:59.000]  and say no.
[1:18:00.000 --> 1:18:01.000]  Noncompliance, noncompliance,
[1:18:02.000 --> 1:18:03.000]  noncompliance.
[1:18:03.000 --> 1:18:04.000]  On the dark side,
[1:18:05.000 --> 1:18:06.000]  join Bill Gates
[1:18:07.000 --> 1:18:08.000]  and together,
[1:18:09.000 --> 1:18:10.000]  we will defeat humanity.
[1:18:12.000 --> 1:18:13.000]  Then our gods will reward us
[1:18:15.000 --> 1:18:16.000]  with eternal life.
[1:18:18.000 --> 1:18:19.000]  That's basically the ethos
[1:18:20.000 --> 1:18:21.000]  of the globalists.
[1:18:22.000 --> 1:18:23.000]  They must first play God.
[1:18:24.000 --> 1:18:25.000]  They must first prove that they
[1:18:26.000 --> 1:18:27.000]  are the fittest
[1:18:28.000 --> 1:18:29.000]  in their social Darwinistic system.
[1:18:30.000 --> 1:18:31.000]  And in a way, they're right.
[1:18:31.000 --> 1:18:32.000]  If we let them lie to us
[1:18:33.000 --> 1:18:34.000]  and dumb us down and poison us
[1:18:35.000 --> 1:18:36.000]  and destroy our children's futures,
[1:18:37.000 --> 1:18:38.000]  the evidence is overwhelming
[1:18:39.000 --> 1:18:40.000]  and out in the open, we really
[1:18:41.000 --> 1:18:42.000]  deserve what's happened to us.
[1:18:43.000 --> 1:18:44.000]  So I ask you now,
[1:18:45.000 --> 1:18:46.000]  are you going to step up
[1:18:47.000 --> 1:18:48.000]  and expose the dual order even more?
[1:18:49.000 --> 1:18:50.000]  I know I'm pledging to step up
[1:18:51.000 --> 1:18:52.000]  and redouble my efforts.
[1:18:53.000 --> 1:18:54.000]  The front lines of the fight
[1:18:55.000 --> 1:18:56.000]  is infowars.com.
[1:18:56.000 --> 1:18:59.000]  I have the greatest sense of loss
[1:19:00.000 --> 1:19:01.000]  deep in my heart, deep in my soul.
[1:19:02.000 --> 1:19:03.000]  I've ever had in my 47 years
[1:19:04.000 --> 1:19:05.000]  on this planet.
[1:19:06.000 --> 1:19:07.000]  I've had a lot of loss
[1:19:08.000 --> 1:19:09.000]  like everybody else has.
[1:19:10.000 --> 1:19:11.000]  And it's because
[1:19:12.000 --> 1:19:13.000]  it's a loss of ancestral
[1:19:15.000 --> 1:19:16.000]  freedom
[1:19:17.000 --> 1:19:18.000]  that so many people fought
[1:19:19.000 --> 1:19:20.000]  and died
[1:19:21.000 --> 1:19:22.000]  and bled and sweat for.
[1:19:22.000 --> 1:19:25.000]  And now we're just throwing it all away.
[1:19:26.000 --> 1:19:27.000]  And I see the general public,
[1:19:28.000 --> 1:19:29.000]  ENA, medically induced,
[1:19:30.000 --> 1:19:31.000]  scientifically induced,
[1:19:32.000 --> 1:19:33.000]  behavioral psychologically controlled
[1:19:34.000 --> 1:19:35.000]  tranche.
[1:19:36.000 --> 1:19:37.000]  And I know we're being fed
[1:19:38.000 --> 1:19:39.000]  into this globalist beaker under
[1:19:40.000 --> 1:19:41.000]  and it's so incredibly sad.
[1:19:42.000 --> 1:19:43.000]  But this is the process
[1:19:44.000 --> 1:19:45.000]  of birth and then growth
[1:19:46.000 --> 1:19:47.000]  and then falling apart
[1:19:48.000 --> 1:19:49.000]  and then degenerating and collapsing
[1:19:49.000 --> 1:19:51.000]  is just the globalist are actively
[1:19:52.000 --> 1:19:53.000]  trying to steer and control
[1:19:54.000 --> 1:19:55.000]  this process of decadence and collapse
[1:19:56.000 --> 1:19:57.000]  to actually end the species as we know it.
[1:19:57.000 --> 1:20:26.000]  You're listening to the Alex Jones show.
[1:20:27.000 --> 1:20:28.000]  Ladies and gentlemen, let's continue
[1:20:29.000 --> 1:20:30.000]  looking at the rulers
[1:20:31.000 --> 1:20:32.000]  of this system.
[1:20:33.000 --> 1:20:34.000]  So if you go online, you can look this up yourself.
[1:20:35.000 --> 1:20:36.000]  Vanguard is the second largest
[1:20:37.000 --> 1:20:38.000]  mutual fund.
[1:20:39.000 --> 1:20:40.000]  They go back and forth with BlackRock as being number one.
[1:20:41.000 --> 1:20:42.000]  And they are the number one
[1:20:43.000 --> 1:20:44.000]  owner of Pfizer stock.
[1:20:45.000 --> 1:20:46.000]  Number two is BlackRock.
[1:20:47.000 --> 1:20:48.000]  And these are the guys,
[1:20:49.000 --> 1:20:50.000]  when you study them and you look at them,
[1:20:52.000 --> 1:20:53.000]  that are lobbying governments
[1:20:54.000 --> 1:20:55.000]  for forced inoculations
[1:20:55.000 --> 1:20:56.000]  with these shots that are killing people in mass
[1:20:57.000 --> 1:20:58.000]  and causing mass ADE
[1:20:59.000 --> 1:21:00.000]  to fill up worldwide hospitals,
[1:21:01.000 --> 1:21:03.000]  which is now confirmed even by NPR.
[1:21:04.000 --> 1:21:05.000]  So this isn't some theoretical thing
[1:21:06.000 --> 1:21:07.000]  that all these top scientists warned of
[1:21:08.000 --> 1:21:09.000]  in the last 20 plus months.
[1:21:10.000 --> 1:21:11.000]  It's happening, it's confirmed
[1:21:12.000 --> 1:21:13.000]  and they're killing us.
[1:21:14.000 --> 1:21:15.000]  BlackRock Chief,
[1:21:16.000 --> 1:21:17.000]  how COVID could help save the planet?
[1:21:18.000 --> 1:21:19.000]  BBC Larry Fink
[1:21:22.000 --> 1:21:23.000]  tells the BBC,
[1:21:23.000 --> 1:21:24.000]  you have a speech to globalist
[1:21:26.000 --> 1:21:27.000]  that, oh,
[1:21:28.000 --> 1:21:29.000]  we need to
[1:21:31.000 --> 1:21:32.000]  use these lockdowns
[1:21:33.000 --> 1:21:34.000]  to train people to accept lockdowns
[1:21:35.000 --> 1:21:36.000]  and have new carbon lockdowns
[1:21:37.000 --> 1:21:38.000]  and have everybody have an app on their phone
[1:21:39.000 --> 1:21:40.000]  to track you and tax you.
[1:21:41.000 --> 1:21:42.000]  Go read the article to make sure you save the earth.
[1:21:43.000 --> 1:21:44.000]  And remember, you'll own nothing,
[1:21:45.000 --> 1:21:46.000]  you'll have nothing, you won't get to eat meat,
[1:21:47.000 --> 1:21:48.000]  you'll eat soybeans all day.
[1:21:49.000 --> 1:21:50.000]  If you're allowed to, your smart funnel
[1:21:50.000 --> 1:21:52.000]  if you're allowed to leave your house,
[1:21:53.000 --> 1:21:54.000]  they're training school children in Europe
[1:21:55.000 --> 1:21:56.000]  and the UK on this 10 years ago.
[1:21:57.000 --> 1:21:58.000]  I've shown you the in-school PSAs
[1:21:59.000 --> 1:22:00.000]  they show them.
[1:22:01.000 --> 1:22:02.000]  In the new, wonderful future run
[1:22:03.000 --> 1:22:04.000]  by the United Nations Food Bureau
[1:22:05.000 --> 1:22:06.000]  worldwide,
[1:22:07.000 --> 1:22:08.000]  the system will decide when you get
[1:22:09.000 --> 1:22:10.000]  meat and when you don't,
[1:22:11.000 --> 1:22:12.000]  your smart phone will tell you
[1:22:13.000 --> 1:22:14.000]  when you can leave your house
[1:22:15.000 --> 1:22:16.000]  and where you can go,
[1:22:17.000 --> 1:22:18.000]  you'll be told by the government
[1:22:18.000 --> 1:22:19.000]  that pets, because pets are carbon creatures too.
[1:22:20.000 --> 1:22:21.000]  We're being taught that living creatures
[1:22:22.000 --> 1:22:23.000]  are bad from cats to dogs
[1:22:25.000 --> 1:22:26.000]  because they pass gas
[1:22:28.000 --> 1:22:29.000]  and methane is poison gas.
[1:22:31.000 --> 1:22:32.000]  They listed you as a toxic waste,
[1:22:33.000 --> 1:22:34.000]  not part of this atmosphere.
[1:22:36.000 --> 1:22:37.000]  Is this like a they live movie plot
[1:22:38.000 --> 1:22:39.000]  and these are aliens that can't breathe
[1:22:40.000 --> 1:22:41.000]  our gases or something?
[1:22:42.000 --> 1:22:43.000]  I mean, I'm not saying that's what it is,
[1:22:44.000 --> 1:22:45.000]  but I mean, this is so
[1:22:45.000 --> 1:22:46.000]  freaky
[1:22:48.000 --> 1:22:49.000]  and it's really going on
[1:22:50.000 --> 1:22:51.000]  and all the real science shows
[1:22:51.000 --> 1:22:52.000]  we need more carbon dioxide and oxygen.
[1:22:53.000 --> 1:22:54.000]  So here's BBC,
[1:22:55.000 --> 1:22:56.000]  Black Rock Chief,
[1:22:57.000 --> 1:22:58.000]  how COVID could help save the planet.
[1:22:59.000 --> 1:23:00.000]  We're going to take you off your farm
[1:23:01.000 --> 1:23:02.000]  and ranch.
[1:23:03.000 --> 1:23:04.000]  We're going to eat GMO.
[1:23:05.000 --> 1:23:06.000]  We're going to make you take these deadly shots.
[1:23:07.000 --> 1:23:08.000]  We're going to break up the nuclear family.
[1:23:09.000 --> 1:23:10.000]  We're going to fund all this political correctness.
[1:23:11.000 --> 1:23:12.000]  We're going to fund Black Lives Matter
[1:23:12.000 --> 1:23:14.000]  and what it does,
[1:23:15.000 --> 1:23:16.000]  all they have a global lockdown
[1:23:17.000 --> 1:23:18.000]  and shut down the planet.
[1:23:19.000 --> 1:23:20.000]  Yes, and they stick tubes up cows bucks
[1:23:21.000 --> 1:23:22.000]  in Canada
[1:23:23.000 --> 1:23:24.000]  and now in Germany
[1:23:25.000 --> 1:23:26.000]  and they pump it up full of gas
[1:23:27.000 --> 1:23:28.000]  and make the liberal dairies
[1:23:29.000 --> 1:23:30.000]  then pay to have the methane
[1:23:31.000 --> 1:23:32.000]  pumped into mine shafts
[1:23:33.000 --> 1:23:34.000]  and seal it in the earth
[1:23:35.000 --> 1:23:36.000]  because any human activity is bad
[1:23:37.000 --> 1:23:38.000]  and well, your milk cows farting.
[1:23:39.000 --> 1:23:40.000]  So we're going to run a big
[1:23:40.000 --> 1:23:41.000]  fire hose up its ass.
[1:23:42.000 --> 1:23:43.000]  This is really happening.
[1:23:43.000 --> 1:23:44.000]  Excuse my French.
[1:23:46.000 --> 1:23:47.000]  This is the animal abuse.
[1:23:47.000 --> 1:23:48.000]  This is the ridiculousness
[1:23:49.000 --> 1:23:50.000]  to see what they can get us to do
[1:23:50.000 --> 1:23:51.000]  in the Overton window
[1:23:52.000 --> 1:23:53.000]  with learned helplessness
[1:23:54.000 --> 1:23:55.000]  in Stockholm syndrome
[1:23:56.000 --> 1:23:57.000]  and who's financing it all?
[1:23:57.000 --> 1:23:58.000]  Look it up.
[1:23:58.000 --> 1:23:59.000]  It's Larry Fink.
[1:24:00.000 --> 1:24:01.000]  It was a real rat Fink.
[1:24:03.000 --> 1:24:04.000]  The pandemic has
[1:24:05.000 --> 1:24:06.000]  extracted a terrible toll
[1:24:07.000 --> 1:24:08.000]  on human life,
[1:24:08.000 --> 1:24:09.000]  which the globalist launched.
[1:24:09.000 --> 1:24:10.000]  He used the lockdown to kill people.
[1:24:11.000 --> 1:24:12.000]  Let me start over.
[1:24:12.000 --> 1:24:13.000]  The pandemic has
[1:24:14.000 --> 1:24:15.000]  exacted a terrible toll on human life
[1:24:16.000 --> 1:24:17.000]  and the livelihoods.
[1:24:18.000 --> 1:24:19.000]  It is hard to see
[1:24:20.000 --> 1:24:21.000]  how anything that could possibly
[1:24:22.000 --> 1:24:23.000]  be described as positive
[1:24:24.000 --> 1:24:25.000]  could come out of such a devastating crisis.
[1:24:26.000 --> 1:24:27.000]  But the world's biggest money
[1:24:28.000 --> 1:24:29.000]  manager suggests there may be one.
[1:24:30.000 --> 1:24:31.000]  It goes on.
[1:24:32.000 --> 1:24:33.000]  Climate lockdowns.
[1:24:34.000 --> 1:24:35.000]  BlackRock manages $8.7 trillion
[1:24:36.000 --> 1:24:37.000]  of savers money.
[1:24:37.000 --> 1:24:38.000]  Some of the new social credit score
[1:24:39.000 --> 1:24:40.000]  do like he says
[1:24:40.000 --> 1:24:41.000]  or he's going to keep it,
[1:24:41.000 --> 1:24:42.000]  which won't be theft.
[1:24:43.000 --> 1:24:44.000]  It'll be liberal.
[1:24:44.000 --> 1:24:45.000]  Like the Federal Reserve says
[1:24:45.000 --> 1:24:46.000]  they're devaluing the dollar to zero
[1:24:46.000 --> 1:24:47.000]  and they said to help black people.
[1:24:48.000 --> 1:24:49.000]  That's a quote to fight racism.
[1:24:50.000 --> 1:24:51.000]  Oh, okay.
[1:24:52.000 --> 1:24:53.000]  Hitler killed people
[1:24:53.000 --> 1:24:54.000]  to help him as well.
[1:24:55.000 --> 1:24:56.000]  It is possibly the most influential
[1:24:57.000 --> 1:24:58.000]  financial firm in the world.
[1:25:01.000 --> 1:25:02.000]  And it continues.
[1:25:04.000 --> 1:25:05.000]  Larry Fink,
[1:25:05.000 --> 1:25:06.000]  the Chief Executive of BlackRock
[1:25:07.000 --> 1:25:08.000]  in its annual letter to the bosses
[1:25:09.000 --> 1:25:10.000]  of all the companies in which
[1:25:11.000 --> 1:25:12.000]  the colossal sum is invested
[1:25:13.000 --> 1:25:14.000]  and he tells them how to invest in what to do
[1:25:15.000 --> 1:25:16.000]  says the pandemic could ultimately
[1:25:16.000 --> 1:25:17.000]  help the fight against
[1:25:18.000 --> 1:25:19.000]  an even greater crisis.
[1:25:20.000 --> 1:25:21.000]  Climate change,
[1:25:22.000 --> 1:25:23.000]  climate lockdowns, climate passes,
[1:25:24.000 --> 1:25:25.000]  which Davos announced two weeks ago.
[1:25:26.000 --> 1:25:27.000]  I believe that the pandemic has presented
[1:25:28.000 --> 1:25:29.000]  such an existential crisis
[1:25:30.000 --> 1:25:31.000]  such as the stark reminder of our fragility
[1:25:32.000 --> 1:25:33.000]  that it's driven us to confront
[1:25:33.000 --> 1:25:34.000]  the threat of climate change
[1:25:35.000 --> 1:25:36.000]  more forcefully and to consider how
[1:25:37.000 --> 1:25:38.000]  like the pandemic it will alter our lives.
[1:25:39.000 --> 1:25:40.000]  And then he announces shutting down
[1:25:41.000 --> 1:25:42.000]  everything further and the UN running
[1:25:43.000 --> 1:25:44.000]  at all.
[1:25:45.000 --> 1:25:46.000]  And of course,
[1:25:47.000 --> 1:25:48.000]  who agrees with him?
[1:25:49.000 --> 1:25:50.000]  Oh, I forget.
[1:25:51.000 --> 1:25:52.000]  Noam Chomsky.
[1:25:53.000 --> 1:25:54.000]  Larry Fink wants a hundred billion
[1:25:55.000 --> 1:25:56.000]  for decarbonization aid
[1:25:58.000 --> 1:25:59.000]  that they give to their own companies
[1:26:00.000 --> 1:26:01.000]  for quote getting rid of carbon
[1:26:01.000 --> 1:26:02.000]  shutting people down.
[1:26:03.000 --> 1:26:04.000]  That's Forbes, by the way, they got it.
[1:26:05.000 --> 1:26:06.000]  BlackRock creates biggest climate
[1:26:07.000 --> 1:26:08.000]  exchange trade fund.
