[00:00.000 --> 00:10.580]  xbox test
[01:10:38.520 --> 01:10:42.440]  accounts following him and all of it being deleted, and his own campaign ads aren't allowed
[01:10:42.440 --> 01:10:46.080]  to rum on Facebook and say strong women, and Mitch McConnell's blocked on Twitter and it's
[01:10:46.080 --> 01:10:47.080]  a rain of terror.
[01:10:47.080 --> 01:10:51.320]  They're promoting Antifa, attacking Congress and saying, kill more people.
[01:10:51.320 --> 01:10:52.320]  Take more members of Congress.
[01:10:52.320 --> 01:10:58.000]  If we just sit here and take it, I've got to say, I guess Trump's playing a double game.
[01:10:58.000 --> 01:11:00.600]  And I guess he's going along with all this, Paul.
[01:11:00.600 --> 01:11:02.920]  Or he's had one too many Diet Cokes.
[01:11:02.920 --> 01:11:05.360]  What do you think?
[01:11:05.360 --> 01:11:12.320]  I think one of the problems, Alex, is people get ingratiated within this kind of MAGA cult
[01:11:12.320 --> 01:11:16.440]  based around DC, and they get to meet Trump a few times.
[01:11:16.440 --> 01:11:17.440]  They get the photograph.
[01:11:17.440 --> 01:11:19.320]  They get to hang out at some of the events.
[01:11:19.320 --> 01:11:23.800]  They get to go to the social media summit, out of which nothing happened.
[01:11:23.800 --> 01:11:28.560]  And they're getting kind of this social scene, this MAGA cult, to the point where they refuse
[01:11:28.560 --> 01:11:32.880]  to hold Trump's feet to the fire on anything, because they don't want to be kicked out of
[01:11:32.880 --> 01:11:36.960]  their little social circle and have their little access revoked.
[01:11:36.960 --> 01:11:38.960]  So it may not even be Trump's fault.
[01:11:38.960 --> 01:11:43.160]  Maybe the people around him who are so, you know-
[01:11:43.160 --> 01:11:47.360]  A sycophantic network, a sycophantic network of fops.
[01:11:47.360 --> 01:11:48.360]  Exactly.
[01:11:48.360 --> 01:11:53.360]  I mean, the fact is, there's been no social media executive order.
[01:11:53.360 --> 01:11:55.960]  More illegals were deported under Obama than Trump.
[01:11:55.960 --> 01:11:56.960]  The wall hasn't been built.
[01:11:56.960 --> 01:12:01.360]  And, yeah, that's because of massive opposition that he's faced, and we still support Trump.
[01:12:01.360 --> 01:12:06.840]  But people need to be less cult-like, less obsequious towards him, questioning more,
[01:12:06.840 --> 01:12:08.640]  hold his feet to the fire more.
[01:12:08.640 --> 01:12:11.520]  That can only be healthy for American freedom in the long run.
[01:12:11.520 --> 01:12:13.800]  And the big issue, Alex, is the algorithm.
[01:12:13.800 --> 01:12:18.720]  Whatever Epstein has said over and over, that algorithm changed by YouTube, by Google, will
[01:12:18.720 --> 01:12:22.760]  shift 12 million votes against Trump in the next election.
[01:12:22.760 --> 01:12:27.320]  So to treat this social media big tech issue as something on the bottom of the pile is
[01:12:27.320 --> 01:12:28.320]  ridiculous.
[01:12:28.320 --> 01:12:32.400]  It should be at the top of the agenda, but it doesn't seem like it is.
[01:12:32.400 --> 01:12:35.560]  Well, Trump's going to lose in 2020 on this course.
[01:12:35.560 --> 01:12:41.080]  I told people, even before Ann Coulter, that I thought Trump would be the nominee and win.
[01:12:41.080 --> 01:12:47.240]  I could just smell it, I could see it, and the fact that he's bowing to the deep state
[01:12:47.240 --> 01:12:51.040]  and the technocracy, because of the architecture of this thing that, again, is 100 times bigger
[01:12:51.040 --> 01:12:56.280]  than the Manhattan Project, this is the whole-world government technocracy post-human system.
[01:12:56.280 --> 01:12:57.280]  This is it.
[01:12:57.280 --> 01:13:00.920]  And you've got top scientists, as you said, explaining that they can steal the election
[01:13:00.920 --> 01:13:06.120]  like that, and they say they will, doesn't matter how many campaign stop Trumps does.
[01:13:06.120 --> 01:13:10.840]  If he doesn't get his ass in gear, we're all going to lose, and then they're going to have
[01:13:10.840 --> 01:13:12.560]  a purge against us, Paul.
[01:13:12.560 --> 01:13:15.440]  How many people are already in jail over in the UK for their speech?
[01:13:15.440 --> 01:13:17.600]  I mean, this is real authoritarianism.
[01:13:17.600 --> 01:13:19.520]  We're in the fight for our lives.
[01:13:19.520 --> 01:13:25.800]  Thousands of people are arrested in the UK every year for essentially mean tweets.
[01:13:25.800 --> 01:13:28.200]  But yeah, we need to hold this speech to the fire.
[01:13:28.200 --> 01:13:32.520]  There's been no social media executive order, and I think it is very much related to this
[01:13:32.520 --> 01:13:37.840]  bubble, where you have certain people around Trump, certain sycophantic big supporters
[01:13:37.840 --> 01:13:43.160]  of his, who know that they will be left alone, they will always be immune from the social
[01:13:43.160 --> 01:13:48.320]  media bans, so they don't want to dip their toe in the water for fear of getting bitten
[01:13:48.320 --> 01:13:53.240]  by the piranhas, so they stay completely silent about it, and this agenda never gets moved
[01:13:53.240 --> 01:13:54.240]  forward.
[01:13:54.240 --> 01:13:57.520]  Meanwhile, the algorithms, which Google has pointed to, is literally going to steal millions
[01:13:57.520 --> 01:13:59.680]  of votes for him, and he's going to lose the election.
[01:13:59.680 --> 01:14:04.840]  The only saving grace is the paucity of quality candidates on the Democratic side running against
[01:14:04.840 --> 01:14:05.840]  him.
[01:14:05.840 --> 01:14:07.960]  He shouldn't be counting on that, Alex.
[01:14:07.960 --> 01:14:15.280]  Well, I'll tell you this about Jared Kushner and Ivanka Trump.
[01:14:15.280 --> 01:14:19.840]  If they think working with the Koch brothers and the establishment is going to get Trump
[01:14:19.840 --> 01:14:20.920]  reelected, they're fools.
[01:14:20.920 --> 01:14:27.040]  It was Trump being a maverick, got him elected, and sure, they might have had some diplomatic
[01:14:27.040 --> 01:14:28.360]  victories or whatever.
[01:14:28.360 --> 01:14:30.000]  I don't care about all that.
[01:14:30.000 --> 01:14:35.320]  I care about the fundamentals of our freedoms and America being an example, and this draconian's
[01:14:35.320 --> 01:14:40.000]  system of announcing, oh, all these smart devices are listening to you, they'll report
[01:14:40.000 --> 01:14:46.560]  if you might be violent, that just takes us beyond 1984, game over, checkmate, and it's
[01:14:46.560 --> 01:14:47.560]  from Trump.
[01:14:47.560 --> 01:14:50.960]  I mean, no one can put up with this crap, folks.
[01:14:50.960 --> 01:14:56.160]  The left wants to be able to use the devices to track you and set you up, and so everyone
[01:14:56.160 --> 01:15:00.280]  must get the, and I asked the folks to bring you this this morning, and they forgot, because
[01:15:00.280 --> 01:15:02.480]  again, they've just decimated our attention spans.
[01:15:02.480 --> 01:15:07.000]  I've got over there in my other office, I've got the satchels that are lead lined.
[01:15:07.000 --> 01:15:10.560]  Everyone, if you have one of these damn phones, these digital minders, these spies, you've
[01:15:10.560 --> 01:15:14.640]  got to put them in those with your keys, your wallet, because people are stealing your wallet
[01:15:14.640 --> 01:15:19.360]  stuff anyway, scanning them, the RFID chips, everyone, all men, should start carrying.
[01:15:19.360 --> 01:15:22.600]  We ought to come out with a design of a lead line when it goes on your side, so you use
[01:15:22.600 --> 01:15:26.080]  the phone when you want, when you're there, because even when the location's off, they
[01:15:26.080 --> 01:15:30.160]  are still tracking you, unless it's in a lead line case, and the RF can't get to it.
[01:15:30.160 --> 01:15:34.120]  So there's a lot of things to mitigate this, even if we can't defeat it legislatively.
[01:15:34.120 --> 01:15:36.920]  Incredible job, Paul, and I've got a video coming out on this today, more articles at
[01:15:36.920 --> 01:15:37.920]  infallwars.com.
[01:15:37.920 --> 01:15:40.600]  It's good to be here with you, and I'm glad you're there fighting.
[01:15:40.600 --> 01:15:41.600]  Thank you so much, Paul.
[01:15:41.600 --> 01:15:42.600]  Okay, thanks, Alex.
[01:15:42.600 --> 01:15:43.600]  Incredible job.
[01:15:43.600 --> 01:15:44.600]  Paul Joseph Watson.
[01:15:44.600 --> 01:15:52.000]  But again, you need to put your phones inside lead line cases when you're not using them.
[01:15:52.000 --> 01:15:55.760]  They are evil.
[01:15:55.760 --> 01:16:22.440]  My blood pressure has normalized, my diabetes has totally improved.
[01:16:22.440 --> 01:16:52.280]  Thank you so much for watching this video, and I'll see you in the next one.
[01:16:52.280 --> 01:17:22.120]  Thanks for watching, and I'll see you in the next one.
[01:17:22.120 --> 01:17:48.240]  Thanks for watching this video, and I'll see you in the next one.
[01:17:48.240 --> 01:18:18.080]  Thanks for watching this video, and I'll see you in the next one.
[01:18:18.240 --> 01:18:48.080]  Thanks for watching this video, and I'll see you in the next one.
[01:18:48.240 --> 01:19:17.080]  Thanks for watching this video, and I'll see you in the next one.
[01:19:17.080 --> 01:19:46.920]  Thanks for watching this video, and I'll see you in the next one.
[01:19:47.080 --> 01:20:01.440]  Thanks for watching this video, and I'll see you in the next one.
[01:20:17.080 --> 01:20:46.920]  Thanks for watching this video, and I'll see you in the next one.
[01:20:46.920 --> 01:21:16.480]  Thanks for watching this video, and I'll see you in the next one.
[01:21:16.920 --> 01:21:46.720]  Thanks for watching this video, and I'll see you in the next one.
[01:21:46.720 --> 01:22:12.560]  Thanks for watching this video, and I'll see you in the next one.
[01:22:16.720 --> 01:22:43.560]  Thanks for watching this video, and I'll see you in the next one.
[01:22:43.560 --> 01:23:09.680]  Thanks for watching this video, and I'll see you in the next one.
[01:23:09.680 --> 01:23:38.520]  Thanks for watching this video, and I'll see you in the next one.
[01:23:38.520 --> 01:24:05.360]  Thanks for watching this video, and I'll see you in the next one.
[01:24:05.360 --> 01:24:35.200]  Thanks for watching this video, and I'll see you in the next one.
[01:24:35.200 --> 01:25:05.040]  Thanks for watching this video, and I'll see you in the next one.
[01:25:05.040 --> 01:25:33.880]  Thanks for watching this video, and I'll see you in the next one.
[01:25:35.040 --> 01:26:03.880]  Thanks for watching this video, and I'll see you in the next one.
[01:26:03.880 --> 01:26:32.720]  Thanks for watching this video, and I'll see you in the next one.
[01:26:32.720 --> 01:27:02.560]  Thanks for watching this video, and I'll see you in the next one.
[01:27:02.560 --> 01:27:31.400]  Thanks for watching this video, and I'll see you in the next one.
[01:27:31.400 --> 01:28:01.240]  Thanks for watching this video, and I'll see you in the next one.
[01:28:01.240 --> 01:28:31.080]  Thanks for watching this video, and I'll see you in the next one.
[01:28:31.080 --> 01:29:00.920]  Thanks for watching this video, and I'll see you in the next one.
[01:29:00.920 --> 01:29:24.760]  Thanks for watching this video, and I'll see you in the next one.
[01:29:24.760 --> 01:29:54.600]  Thanks for watching this video, and I'll see you in the next one.
[01:29:54.760 --> 01:30:24.600]  Thanks for watching this video, and I'll see you in the next one.
[01:30:24.600 --> 01:30:54.440]  Thanks for watching this video, and I'll see you in the next one.
