[00:00:00.896 --> 00:00:03.176]  Victimizers, beware!
[01:02:40.691 --> 01:02:43.873]  Ladies and gentlemen, if you don't have firearms and ammo and water filtration, you better get it.
[01:02:43.873 --> 01:02:45.634]  If you don't have storable food, you better get it.
[01:02:45.914 --> 01:02:50.019]  Go to Infowarsstore.com to take care of the water filtration and to take care of the storable foods.
[01:02:50.019 --> 01:02:52.001]  Get your orders in now before the next big rush!
[01:03:26.485 --> 01:03:39.154]  Let me ask you this, and I know this is a strange question to ask an American politician, maybe easier around the world, but have you ever considered what would happen if the election result came out as you being the winner and Trump refused to leave?
[01:03:39.154 --> 01:03:40.115]  Yes, I have.
[01:03:40.115 --> 01:03:41.296]  I was so damn proud.
[01:03:41.296 --> 01:03:47.140]  You have four chiefs of staff coming out and ripping the skin off of Trump.
[01:03:47.140 --> 01:03:55.346]  And you have so many rank-and-file military personnel saying, whoa, we're not a military state, this is not who we are.
[01:03:55.962 --> 01:04:02.266]  I promise you, I'm absolutely convinced they will escort him from the White House with great dispatch.
[01:04:02.266 --> 01:04:20.057]  So we're not a military state, we're just a state where the WHO, the UN, and multinational corporations, and rogue states, and rogue mayors dictate to the President, to the courts, to the legislative branch, that we have no borders, no wall, no USA at all.
[01:04:20.057 --> 01:04:22.279]  And now the official Democrat Party platform
[01:04:24.620 --> 01:04:26.221]  is to abolish the U.S.
[01:04:26.221 --> 01:04:30.222]  and open us up to 600 million migrants with, quote, replacement migration.
[01:04:30.222 --> 01:04:31.963]  I'll show you those documents in a moment.
[01:04:31.963 --> 01:04:44.927]  But first, there is a major move in the New York Times, the Wall Street Journal, the Washington Post, Foreign Affairs of the CFR, across the country.
[01:04:44.927 --> 01:04:46.448]  Here's the headline from Infowars.com.
[01:04:48.135 --> 01:04:49.576]  Emergency global broadcast.
[01:04:49.576 --> 01:04:51.778]  Deep State announces new coup plot.
[01:04:51.778 --> 01:04:57.742]  Dem leaders in major publications saying military brass are preparing to remove Trump.
[01:04:57.742 --> 01:05:00.644]  Don't just believe info wars.
[01:05:00.644 --> 01:05:01.564]  Here it is.
[01:05:01.564 --> 01:05:02.685]  This is the latest.
[01:05:02.685 --> 01:05:05.987]  Military would escort Trump from the White House.
[01:05:05.987 --> 01:05:07.008]  Here's another one.
[01:05:07.008 --> 01:05:08.189]  CNBC.
[01:05:08.189 --> 01:05:14.493]  Goldman warns delayed election results this November similar to Bush-Gore could rock the market and predict
[01:05:15.811 --> 01:05:24.436]  There's going to be delayed issues because the Democrats are trying all this criminal fraud, all these mail-in ballots, and they say they're going to contest it if Trump wins.
[01:05:24.436 --> 01:05:34.861]  So it's going to be contested, and then when Trump contests what they're saying, they're setting the stage that the military will remove the president.
[01:05:34.861 --> 01:05:35.982]  Here's the latest.
[01:05:35.982 --> 01:05:41.785]  Trump could lose and not leave, but cabinet members who try to help him face prison.
[01:05:43.541 --> 01:05:46.565]  This is a syndicated column in newspapers all over the country.
[01:05:46.565 --> 01:05:51.612]  This came out of the stamfordadvocate.com.
[01:05:51.612 --> 01:05:53.935]  And it says November is approaching fast.
[01:05:57.571 --> 01:06:21.178]  And it's a whole group of people, again from the Washington Post, where this article originated from, saying that people better not support Trump if he challenges the results, even though Democrats are going to challenge it if he wins, and that they are prepared with the military to remove Trump, this is all part of their bravado, preparing everyone, acting powerful, claiming the military's behind them, just some shadowy group, and that
[01:06:23.382 --> 01:06:32.290]  Anyone that aids him and speaks out and says that he's right, you will be arrested for your speech.
[01:06:32.290 --> 01:06:44.620]  And if you complain about the Democratic Party's new platform, saying they're going to replace Americans with migrants, 600 million, replacement migration now part of the Democrat platform, Biden officially signed on to it last night.
[01:06:44.620 --> 01:06:48.503]  Sacha Baron Cohen and the ADL say you will be purged.
[01:06:49.437 --> 01:06:50.597]  And you will be arrested.
[01:06:50.597 --> 01:06:51.618]  We played the clip yesterday.
[01:06:51.618 --> 01:06:58.719]  So, they're now saying, we're gonna arrest you if you don't let us take the country over.
[01:06:58.719 --> 01:07:06.501]  With Novemberfest approaching, here's a recurring question that can't easily be dismissed as alarmist fretting or grim humor.
[01:07:06.501 --> 01:07:12.103]  What if President Trump loses his bid for re-election, but refuses to concede and instead clings to power?
[01:07:13.663 --> 01:07:21.272]  That means, oh, it's preposterous that he'd win, and if there's any questions and he challenges it like 2000, well, we can't do it.
[01:07:21.272 --> 01:07:22.474]  And they go on in the article.
[01:07:22.474 --> 01:07:33.107]  It's a long article to say the military is ready and that he will be arrested, but also anyone else that does not go along with it, anyone on his cabinet.
[01:07:35.387 --> 01:07:40.951]  That if they believe the election has been stolen and they speak out against it, that they will be charged.
[01:07:40.951 --> 01:08:01.764]  And then they talk about, there's also, specific to the military, that demand obedience to one only legitimate president, under one provision, the chairman of the Joint Chiefs of Staff, executing order under someone who's not a lawful president, could be deemed to have failed to do his utmost to prevent and suppress mutiny or sedition being committed in his presence.
[01:08:01.764 --> 01:08:03.645]  The same provision criminalizes
[01:08:05.037 --> 01:08:07.398]  Even attempting mutiny or sedition.
[01:08:07.398 --> 01:08:16.322]  Moreover, another statutory provision criminalizes soliciting or advising the commission of mutinies.
[01:08:16.322 --> 01:08:17.463]  Did you hear that?
[01:08:17.463 --> 01:08:29.909]  So if you argue that Trump really won, and there's fraud, and the Supreme Court should challenge this, they've already laid out how they're telling the military and others, if you stand with the President, you're going to go to jail.
[01:08:30.816 --> 01:08:32.918]  They're the ones preparing the mutiny.
[01:08:32.918 --> 01:08:36.682]  They're the ones saying we want a depression and COVID-19 to shut things down.
[01:08:36.682 --> 01:08:40.686]  They're the ones with fake testing numbers to jack up the numbers and create fear.
[01:08:40.686 --> 01:08:42.808]  They're the ones saying we want a depression.
[01:08:42.808 --> 01:08:45.030]  They're the ones saying they hate the American flag.
[01:08:45.030 --> 01:08:48.273]  They're the ones saying they hate the existence of the very country.
[01:08:48.273 --> 01:08:49.294]  You gotta go read it.
[01:08:49.294 --> 01:08:51.957]  It's a long article and I've got a bunch of other ones here.
[01:08:51.957 --> 01:08:52.838]  Look at this one.
[01:08:52.838 --> 01:08:55.681]  This is from the Council on Foreign Relations.
[01:08:57.808 --> 01:09:00.049]  America's democratic unraveling.
[01:09:00.049 --> 01:09:04.151]  Notice, they create the mutiny, say Trump's creating a mutiny.
[01:09:04.151 --> 01:09:08.493]  They create the unraveling, admit they're doing it, then say, oh, Trump's doing it.
[01:09:08.493 --> 01:09:09.253]  And it says right here.
[01:09:10.711 --> 01:09:21.919]  That because Trump has caused the unraveling, the armed forces may be able to restrain him as well, as evidenced by the forceful rebuke he received from former Defense Secretary James Mattis over threatening to deploy U.S.
[01:09:21.919 --> 01:09:24.081]  Army and National Guard against protesters.
[01:09:24.081 --> 01:09:25.622]  They weren't protesters, they were looters.
[01:09:25.622 --> 01:09:30.646]  But it would be a sad day in America if he had to depend on the military to save our democracy.
[01:09:31.323 --> 01:09:33.925]  And they go on to talk about the military removing him.
[01:09:33.925 --> 01:09:38.189]  Savannah Hernandez, our great reporter, and of course, Owen Schroer, hosting The Worm, are both here.
[01:09:38.189 --> 01:09:44.395]  We're going to cover other subjects when we come back, but right now, Owen, give us a minute or two on what you think about this situation.
[01:09:44.395 --> 01:09:49.800]  They're preparing the groundwork for the open mutiny coup, and then saying it's Trump's fault, inverting reality.
[01:09:50.919 --> 01:09:56.142]  I think they've lost confidence in the censorship in the media.
[01:09:56.142 --> 01:10:00.405]  They see the real polls that have Trump, I don't know how far ahead of Biden.
[01:10:00.405 --> 01:10:03.627]  Biden really has no support, it's just Trump versus anti-Trump at this point.
[01:10:03.627 --> 01:10:07.750]  He's the placeholder for the coup to remove Trump, overthrow the country, and then put it in whoever they want.
[01:10:07.750 --> 01:10:14.494]  So they obviously think that their just blatant election fraud isn't going to work, so they're getting ready to kind of unveil this plan.
[01:10:14.494 --> 01:10:15.755]  What I think they may do though,
[01:10:16.872 --> 01:10:27.820]  They may have television media come on the night of the election and say, oh Biden won, Biden won, even though Trump did win, and they'll just have the whole censorship grid rolled out just like they did with COVID.
[01:10:27.820 --> 01:10:34.044]  They'll stop, just like they stop any doctors from talking about hydroxychloroquine, or stop any doctors from talking about the fake test results.
[01:10:34.044 --> 01:10:34.564]  Exactly.
[01:10:34.564 --> 01:10:39.328]  This has all been a dress rehearsal for stealing the election and having big tech AI totally suppress it all.
[01:10:39.628 --> 01:10:44.852]  And then so they'll come in and they'll say, oh, Biden won, Biden won, and then Trump will say, no, Biden didn't win.
[01:10:44.852 --> 01:10:46.813]  Then it'll be the president versus the media.
[01:10:46.813 --> 01:10:48.374]  Just that'll be the playing field.
[01:10:48.374 --> 01:10:52.517]  You know, our question now, Alex, is we basically have three options.
[01:10:52.517 --> 01:10:54.158]  One option is attack.
[01:10:54.158 --> 01:11:00.943]  And I mean, literally, like it's time to mount up and we'll go make our own autonomous zone and we'll drag these Democrats out by the scruff of their neck.
[01:11:00.943 --> 01:11:03.244]  Yeah, the autonomous zones will be inside the Capitol.
[01:11:03.244 --> 01:11:03.764]  Yeah.
[01:11:03.764 --> 01:11:04.485]  And so that's one.
[01:11:04.485 --> 01:11:05.125]  We can attack.
[01:11:05.125 --> 01:11:05.706]  We can do that.
[01:11:05.706 --> 01:11:07.187]  Two is patience.
[01:11:07.187 --> 01:11:08.528]  We can sit back and wait.
[01:11:09.108 --> 01:11:16.673]  And see, okay, let's see what happens in the election night, let's hope for a good thing, maybe a big red wave, a bunch of patriots get into Congress, and we can actually do this peacefully and politically.
[01:11:16.673 --> 01:11:18.474]  And then the third option is retreat!
[01:11:18.474 --> 01:11:24.738]  Go to the hills, mount up, get emergency food, get by body water, get by, you know, a mountain, get a bunch of guns and ammo.
