[00:00.000 --> 00:08.940]  big brother mainstream media government cover-ups you want answers well so does
[1:38:03.700 --> 1:38:07.700]  It's absolutely essential to find out if they were under arms, as you know.
[1:38:07.700 --> 1:38:18.700]  So being the news director there on KCDZFM, websites KCDZFM.com, I would love it if you do another report with them,
[1:38:18.700 --> 1:38:23.700]  perhaps with those employees as witnesses on air and then put it up on YouTube.
[1:38:23.700 --> 1:38:30.700]  Believe me, millions of people would want to hear that report because there's so much denial dealing with this.
[1:38:30.700 --> 1:38:36.700]  Whether the CDC did two things wrong, actually, in the initial sobriety driver's license checkpoint facts.
[1:38:36.700 --> 1:38:40.700]  They refused to indicate the location of the checkpoint.
[1:38:40.700 --> 1:38:45.700]  And I know the Supreme Court has ruled on that as an entrapment operation.
[1:38:45.700 --> 1:38:49.700]  So we called them back and said, hey, you've got to tell us where this will be.
[1:38:49.700 --> 1:38:52.700]  They said, no, the law says we only have to tell you two hours ahead of time.
[1:38:52.700 --> 1:38:55.700]  So here's the phone number. Call it at 7 p.m.
[1:38:55.700 --> 1:38:58.700]  And if you call it 7, it'll tell you where the checkpoint will be at 9.
[1:38:58.700 --> 1:39:05.700]  But we called that number 10 times between 7 and 8.30 and nobody ever answered.
[1:39:05.700 --> 1:39:09.700]  So not only did they bring the Marines in when they said they would not,
[1:39:09.700 --> 1:39:14.700]  but they did not indicate the location of the checkpoint, which they are supposed to do under the law.
[1:39:14.700 --> 1:39:17.700]  Okay, let's get this chain of events straight for everybody.
[1:39:17.700 --> 1:39:20.700]  They send out a press release.
[1:39:20.700 --> 1:39:25.700]  You report your news talk station, reports on the fact.
[1:39:25.700 --> 1:39:30.700]  They ran an editorial against using military force and civilian enforcement.
[1:39:30.700 --> 1:39:35.700]  Okay, and then they send out another release saying, we're not doing that.
[1:39:35.700 --> 1:39:39.700]  Now, did they say we never said that or did they say now we're not doing that?
[1:39:39.700 --> 1:39:42.700]  Well, I have both facts. So they can't say we never said that.
[1:39:42.700 --> 1:39:47.700]  The first press release said there was the CHP, the Sheriff's Department,
[1:39:47.700 --> 1:39:51.700]  and the United States Marine Corps Military Police.
[1:39:51.700 --> 1:39:56.700]  The second fact that they put out deletes the military police.
[1:39:56.700 --> 1:39:59.700]  It's the same facts, but they deleted the military police,
[1:39:59.700 --> 1:40:04.700]  leading anyone reasonable to believe that the military police would not be involved.
[1:40:04.700 --> 1:40:11.700]  And perhaps they listened and paid attention to our editorial accusing them of violating Posse Comitatis.
[1:40:11.700 --> 1:40:13.700]  But as you say, it's all pretty sneaky.
[1:40:13.700 --> 1:40:17.700]  Not only were the Marines there also, but they never told us where it was going to be.
[1:40:17.700 --> 1:40:21.700]  Well, that's what the Marines do. Again, I'm not against the military culture.
[1:40:21.700 --> 1:40:25.700]  It's a necessary evil, and I will use that term throughout history.
[1:40:25.700 --> 1:40:31.700]  That's very, very dangerous. You know, people basically brainwashed, sleep deprivation, shaved heads.
[1:40:31.700 --> 1:40:34.700]  You know, you're now in an elite order.
[1:40:34.700 --> 1:40:37.700]  They have chance about killing commies for mommy.
[1:40:37.700 --> 1:40:41.700]  And now they take them back from Iraq.
[1:40:41.700 --> 1:40:45.700]  They take the former military personnel. They put them into police units.
[1:40:45.700 --> 1:40:47.700]  Most of them have served two, three, four tours.
[1:40:47.700 --> 1:40:50.700]  They've got post-traumatic stress disorder.
[1:40:50.700 --> 1:40:54.700]  And then now they, for decades, the police call us civilians.
[1:40:54.700 --> 1:40:56.700]  They teach them it's an us against the mentality.
[1:40:56.700 --> 1:41:04.700]  You don't use the military against the people because they are designed to fight enemies, kill people, and break things.
[1:41:04.700 --> 1:41:12.700]  And classic military terminology, classic military mindset, using deception, lying, not answering the phone,
[1:41:12.700 --> 1:41:18.700]  not following the law, not telling you where the checkpoint is, saying the Marines aren't going to be there,
[1:41:18.700 --> 1:41:20.700]  saying the Marines aren't going to be there.
[1:41:20.700 --> 1:41:24.700]  Again, military tactics against the American people out of the gates.
[1:41:24.700 --> 1:41:31.700]  Anything else, sir, that your employees there at the talk station, new talk station, told you about what they saw at this checkpoint?
[1:41:31.700 --> 1:41:37.700]  Well, just that there's very strong military presence there because we had had a talk show Friday morning.
[1:41:37.700 --> 1:41:42.700]  We had a one-hour talk show at the radio station. And this is a military town.
[1:41:42.700 --> 1:41:47.700]  The 29 Palm Marine Corps base is right next to where the radio station is located.
[1:41:47.700 --> 1:41:49.700]  And there's 15,000 Marines out there.
[1:41:49.700 --> 1:41:51.700]  So it's very interesting the talk show.
[1:41:51.700 --> 1:41:57.700]  Most of the people agreed that, yeah, the Marines are concerned about their own with traffic laws,
[1:41:57.700 --> 1:42:02.700]  but on the other hand, they do not belong in a civilian enforcement operation.
[1:42:02.700 --> 1:42:09.700]  And here in this military town, most of the listeners on the talk show agreed that this was an improper use of military force
[1:42:09.700 --> 1:42:14.700]  against the civilians in this area here in San Bernardino County.
[1:42:14.700 --> 1:42:18.700]  And of course, it's all sold in the name of for everybody's safety.
[1:42:18.700 --> 1:42:20.700]  And, well, you're not for drunks, are you?
[1:42:20.700 --> 1:42:28.700]  Did you see the Army Times report two months ago where they admitted, first they said 5,000, now it's 20,000 combat troops from Iraq
[1:42:28.700 --> 1:42:34.700]  and that they're going to be doing PR, not just dealing with insurgents and rioters for civil insurrection.
[1:42:34.700 --> 1:42:39.700]  And that's in the article, sir. It also states, so to pull it up if you don't know,
[1:42:39.700 --> 1:42:46.700]  it also states in there that they're going to have the jaws of life out helping an auto accident.
[1:42:46.700 --> 1:42:48.700]  So that'll be the new PR.
[1:42:48.700 --> 1:42:52.700]  What, you're against the Army and Marines helping at car wrecks?
[1:42:52.700 --> 1:42:58.700]  Well, what we got from the CHP is that they were going to be there, so if a military member was arrested,
[1:42:58.700 --> 1:43:03.700]  they could notify their command. Apparently, they don't know how to use telephones.
[1:43:03.700 --> 1:43:07.700]  That's their spin. I mean, that is, look, sir, I've seen that a hundred times.
[1:43:07.700 --> 1:43:12.700]  Whenever we've seen this other places, but the news would never report on it for some reason,
[1:43:12.700 --> 1:43:14.700]  we would get video or listeners would get video.
[1:43:14.700 --> 1:43:18.700]  They always say, oh, it was just a drill, or we were just looking for some of our own people.
[1:43:18.700 --> 1:43:22.700]  We also questioned this with the military base, and they spokesman for the military base,
[1:43:22.700 --> 1:43:30.700]  that they were just going along as observers, that they would not be involved in any hands-on arresting or hands-on with civilians.
[1:43:30.700 --> 1:43:36.700]  Again, my point being, even their presence constitutes a threat to civilian Americans.
[1:43:36.700 --> 1:43:41.700]  We don't need to see the military in our streets enforcing our laws.
[1:43:41.700 --> 1:43:47.700]  Bottom line, sir, though, you are aware that they've announced in CBS
[1:43:47.700 --> 1:43:52.700]  and the Washington Post that they are going to put regular troops on the streets of America?
[1:43:52.700 --> 1:43:54.700]  Yes, I have heard that report.
[1:43:54.700 --> 1:43:58.700]  I mean, my point is, I learned of this in 96, and no one wanted to believe me,
[1:43:58.700 --> 1:44:01.700]  and I'm telling you because you sound like you're an educated fellow,
[1:44:01.700 --> 1:44:05.700]  and I certainly want you to educate yourself more and then warn the locals.
[1:44:05.700 --> 1:44:08.700]  Well, I'm in radio, Alex. I have to be educated.
[1:44:08.700 --> 1:44:10.700]  Absolutely. You've got to know all the news and the info.
[1:44:10.700 --> 1:44:12.700]  Well, you know what? You do stay on top of the news.
[1:44:12.700 --> 1:44:15.700]  I mean, I'm proud of people in news radio because you do have to stay up on it.
[1:44:15.700 --> 1:44:18.700]  We're a dying breed. There are a few of us out there.
[1:44:18.700 --> 1:44:20.700]  Well, all I could say is this.
[1:44:20.700 --> 1:44:26.700]  We commend you for standing up for the Bill of Rights, the Constitution, the 1878 Posse-Combin-Tottis law,
[1:44:26.700 --> 1:44:30.700]  and I would, sir, can you, when we go to break and I'll let you go,
[1:44:30.700 --> 1:44:38.700]  can I give you our fax number, and can you fax me those two press releases from the chips?
[1:44:38.700 --> 1:44:42.700]  I'll be happy to. I'll send you the first one that said that the military police will be involved,
[1:44:42.700 --> 1:44:46.700]  and then the second one, when they didn't mention the military police,
[1:44:46.700 --> 1:44:50.700]  after we ran an editorial questioning their actions.
[1:44:50.700 --> 1:44:53.700]  Well, I hope my listeners, I know you guys are short-staffed and busy.
[1:44:53.700 --> 1:44:58.700]  I hope my listeners will tune in every morning when you're on to watch this as it unfolds
[1:44:58.700 --> 1:45:04.700]  so that folks can then put that up on YouTube, the audio, so people all across the country can actually hear it for themselves,
[1:45:04.700 --> 1:45:09.700]  because there are people now, because some people are calling the Marines and the chips,
[1:45:09.700 --> 1:45:13.700]  and the Marines and chips are saying it never happened, and that we're basically crazy.
[1:45:13.700 --> 1:45:19.700]  Well, I'll be happy to send you a copy of the CHP press releases with a nice little logo on the top.
[1:45:19.700 --> 1:45:25.700]  Why do you think they're so deceptive? I mean, it's not just creepy in Third World
[1:45:25.700 --> 1:45:28.700]  to have them announcing they're going to put troops on the streets.
[1:45:28.700 --> 1:45:31.700]  Well, I think they honestly believe they're doing it for the greater good.
