[00:00:08.192 --> 00:00:10.593]  Wow, Friday.
[01:15:12.256 --> 01:15:15.399]  But Jay Johnson, who was the head of Homeland Security, he testified
[01:15:16.943 --> 01:15:21.006]  That they refused to let them look at the servers.
[01:15:21.006 --> 01:15:22.247]  But she says he's lying.
[01:15:22.247 --> 01:15:23.728]  So that's rats leaving the sinking ship.
[01:15:23.728 --> 01:15:24.729]  That's coming up.
[01:15:24.729 --> 01:15:26.950]  Then I've got a George Carlin piece I'm going to play.
[01:15:26.950 --> 01:15:29.792]  And I've also got a Joe Rogan piece I want to play because it's very, very important.
[01:15:29.792 --> 01:15:34.956]  And I want to give Joe and the professor the other piece of the puzzle.
[01:15:34.956 --> 01:15:40.560]  Because they're asking a question, but I'd like to give them the answer.
[01:15:40.560 --> 01:15:41.381]  So that's coming up.
[01:15:43.070 --> 01:15:45.171]  Mike Cernovich is hosting the fourth hour.
[01:15:45.171 --> 01:15:51.934]  Michael Malice, an expert on North Korea and that communist heaven will be joining us as well coming up in the next hour.
[01:15:51.934 --> 01:15:54.235]  Now Max Keiser is in Mexico City.
[01:15:54.235 --> 01:15:56.376]  He does not need any introduction to our audience.
[01:15:56.376 --> 01:15:59.317]  He's been a busy man the last year, haven't had him on much.
[01:15:59.317 --> 01:16:01.678]  Max Keiser is a filmmaker, broadcaster and former
[01:16:02.463 --> 01:16:04.564]  Hey Alex, yeah, sorry I don't have the video set up.
[01:16:31.587 --> 01:16:38.409]  Yeah, Stacey has the song that we were going to do the video on, and I don't know where she went.
[01:16:38.409 --> 01:16:41.470]  It's okay, we'll have you back on tomorrow or something, whenever you want, with Skype.
[01:16:41.470 --> 01:16:52.334]  Because I loved you in Rome, I loved you in England, I loved you in Moscow, I loved you in all over the place you've come on the show.
[01:16:52.334 --> 01:16:57.476]  It's always amazing tours you give us, and I was looking forward to you walking around in Mexico City, but that's okay.
[01:16:57.476 --> 01:16:59.637]  What do you want to hit first, Mr. Kaiser?
[01:17:01.414 --> 01:17:06.717]  Well, Alex, I think there's a very big story here in Mexico, in Mexico City.
[01:17:06.717 --> 01:17:23.068]  You know, it's the country right on America's border, right on America's doorstep, and you compare it to the rhetoric that comes out of the mainstream media in America that's always about bashing Russia and Putin bashing, and they say things like he kills journalists.
[01:17:23.068 --> 01:17:27.391]  Well, journalists are getting killed all over the world, and probably
[01:17:28.389 --> 01:17:34.092]  Mexico is a place where you've got 90 to 100 journalists have been murdered over the past 10 years.
[01:17:34.092 --> 01:17:38.574]  It's like the journalist murder capital of the world and yet the mainstream media never talked about it.
[01:17:38.574 --> 01:17:48.999]  Here in Mexico City there's a real revolutionary spirit to try to push back against an authoritarian government that has got 30 million Mexicans on the verge of starvation.
[01:17:48.999 --> 01:17:52.641]  So what we're doing here Alex is I'm spreading the word of Bitcoin
[01:17:53.474 --> 01:17:58.319]  And MaxCoin, you know, MaxCoin is the coin that was created kind of in my honor.
[01:17:58.319 --> 01:18:01.543]  It's getting new all-time highs on record volumes.
[01:18:01.543 --> 01:18:03.344]  People can mine the coin.
[01:18:03.344 --> 01:18:09.391]  I'm talking to people all over the world that can mine cryptocurrencies on their desktop to give themselves economic freedom.
[01:18:09.391 --> 01:18:11.433]  Remember, Alex, a couple of years ago we did
[01:18:12.458 --> 01:18:13.319]  Yeah, I think so.
[01:18:30.610 --> 01:18:49.491]  Well I was about to say, from what I've seen in Brazil and Mexico and other areas, I wouldn't call it right wing, it's like super libertarian, absolutely sick of communism, socialism and fascism, but our media ignores that, and the Latin media is pretty establishment liberal like ours here, but is that not the case?
[01:18:49.491 --> 01:18:50.952]  What have you found in Latin America?
[01:18:50.952 --> 01:18:52.314]  Because I know you've traveled extensively.
[01:18:53.442 --> 01:18:56.063]  Well, American media doesn't want to accept the truth.
[01:18:56.063 --> 01:19:04.924]  You know, when we were in North Carolina before the election, the presidential election, we reported that we don't see any Hillary signs.
[01:19:04.924 --> 01:19:06.585]  All we see are Trump signs.
[01:19:06.585 --> 01:19:09.885]  We see great support for Trump.
[01:19:09.885 --> 01:19:14.686]  And we were accused of being pro-Russian because we were reporting the truth.
[01:19:14.686 --> 01:19:17.067]  And sure enough, Hillary lost North Carolina.
[01:19:17.067 --> 01:19:18.267]  Hillary lost Wisconsin.
[01:19:18.934 --> 01:19:22.518]  Americans are really being dumbed down by the mainstream media.
[01:19:22.518 --> 01:19:28.425]  And again, in fairness, you're on RT, which is international, but you've said they've never controlled what you say, what you do.
[01:19:28.425 --> 01:19:32.749]  I mean, but you've been on Al Jazeera, you've been on BBC, you've been on a bunch of other networks too.
[01:19:32.749 --> 01:19:33.971]  So, I mean, are you a British agent?
[01:19:33.971 --> 01:19:36.574]  Are you an Islamic agent?
[01:19:36.574 --> 01:19:40.198]  The only network that censored me aggressively was the BBC.
[01:19:41.044 --> 01:19:44.265]  The BBC is the worst of all international outlets.
[01:19:44.265 --> 01:19:50.888]  They control every single thing you say, they edit your show, and they cut things they don't like.
[01:19:50.888 --> 01:19:52.669]  The BBC is the worst.
[01:19:52.669 --> 01:19:55.810]  Alright, Max Keiser, maxkeiser.com, he's with us till 40 after.
[01:19:55.810 --> 01:19:57.911]  He's giving us vital intel.
[01:19:59.457 --> 01:20:02.038]  Hunters, anglers, campers and survivalists.
[01:20:02.038 --> 01:20:03.118]  Get back to nature.
[01:20:03.118 --> 01:20:10.279]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[01:20:10.279 --> 01:20:13.640]  Slingbow products are compact and models start from just $17.98.
[01:20:13.640 --> 01:20:17.121]  They're perfect for your bug out bag or storing in your vehicle.
[01:20:17.121 --> 01:20:21.201]  Give yourself and your loved ones the excitement and tradition of slingbow.
[01:20:21.201 --> 01:20:25.702]  A new frontier in archery and truly modern twist on this primitive survival tool.
[01:20:25.702 --> 01:20:28.303]  Feel the thrill only at slingbow.com.
[01:20:29.404 --> 01:20:30.665]  Maybe not today.
[01:20:30.665 --> 01:20:31.966]  Maybe not tomorrow.
[01:20:31.966 --> 01:20:35.688]  But soon, you'll need a plan and place to survive.
[01:20:35.688 --> 01:20:36.789]  Forget bunkers.
[01:20:36.789 --> 01:20:38.610]  You're not a live underground gopher.
[01:20:38.610 --> 01:20:40.311]  You need Survivalist Camps.
[01:20:40.311 --> 01:20:48.116]  The ultimate, fully functional, off-the-grid, mobile survival bug-out house that's well-equipped and custom-built to outlast any other RV or trailer.
[01:20:48.116 --> 01:20:49.117]  Bold statement?
[01:20:49.117 --> 01:20:50.117]  You bet.
[01:20:50.117 --> 01:20:52.599]  See them now at survivalistcamps.com.
[01:20:52.599 --> 01:20:54.821]  That's survivalistcamps.com.
[01:20:54.821 --> 01:20:57.963]  Trust your family's survival to survivalistcamps.com.
[01:20:58.854 --> 01:21:02.575]  Diabetes, high blood pressure, anxiety meds, everyone's on them.
[01:21:02.575 --> 01:21:11.616]  If you're a 50-year-old male, maybe a bit porky, and you may even have type 2 diabetes, a million dollars of term insurance may only cost you about 200 bucks a month.
[01:21:11.616 --> 01:21:12.916]  Call Term Provider.
[01:21:12.916 --> 01:21:17.257]  Speak with Big Lou at 800-503-7639.
[01:21:17.257 --> 01:21:22.958]  Big Lou will find a term life policy for you even if you have type 2 diabetes, are overweight, or have high blood pressure.
[01:21:22.958 --> 01:21:27.459]  Term Provider has helped thousands of people like you who think they can't afford term life insurance.
[01:21:27.679 --> 01:21:34.565]  To buy a million dollars of affordable term life for you, all you need to do is call Big Lew at 800-503-7639.
[01:21:34.565 --> 01:21:39.569]  Lew is one of you, and he'll make sure the scales are tipped in your favor.
[01:21:39.569 --> 01:21:39.849]  Call 800-503-7639.
[01:21:42.751 --> 01:21:47.477]  Big Lew will answer your call and work to fit you into a term life policy that you can afford.
[01:21:47.477 --> 01:21:51.923]  Call Term Provider, speak with Big Lew, and save on term life.
[01:21:51.923 --> 01:21:52.203]  Call 800-503-7639.
[01:21:52.203 --> 01:21:52.243]  800-503-7639.
[01:21:58.351 --> 01:22:03.474]  The answer to being in control of your own health care is freedom from insurance.
[01:22:03.474 --> 01:22:09.177]  Become part of a group of self-pay patients that come together to share in each other's medical expenses.
[01:22:09.177 --> 01:22:14.380]  Individual share amounts begin at $107 a month and $347 for families.
[01:22:14.380 --> 01:22:16.341]  Choose from three health sharing programs.
[01:22:16.341 --> 01:22:18.703]  Holistic treatments may be eligible for sharing.
[01:22:18.703 --> 01:22:19.663]  See guidelines.
[01:22:19.663 --> 01:22:22.945]  Discount programs available for dental, vision, and pharmacy.
[01:22:22.945 --> 01:22:24.906]  Go to LibertyOnCall.org.
[01:22:24.906 --> 01:22:26.727]  That's LibertyOnCall.org.
[01:22:28.246 --> 01:22:35.030]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[01:22:35.030 --> 01:22:39.292]  Since 2005, thousands have depended on Berkey Purified Water.
[01:22:39.292 --> 01:22:43.915]  The Berkey guy provides the lowest price filtration systems in every size.
[01:22:43.915 --> 01:22:49.478]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[01:22:49.478 --> 01:22:49.598]  877-886-3653.
[01:22:49.598 --> 01:22:49.958]  GoBerkey.com
[01:22:58.203 --> 01:23:01.866]  If food became scarce, would you be able to feed yourself and your family?
[01:23:01.866 --> 01:23:06.651]  Have you found some emergency food supplies can cost upwards of $300 for a month's supply?
[01:23:06.651 --> 01:23:10.714]  And worst of all, they're packed with chemicals and other unpronounceable ingredients.
[01:23:10.714 --> 01:23:17.300]  At NorthwestFork.com, our mission is to provide you with food that's not only healthy and natural, but also affordable.
[01:23:17.620 --> 01:23:28.389]  At NorthwestFork.com for only $127, you can order meals that are naturally high in fiber, carbs, and protein packaged in Mylar bags with oxygen absorbers for superior shelf life.
[01:23:28.389 --> 01:23:31.091]  For a limited time only, your order ships free!
[01:23:31.091 --> 01:23:31.972]  But that's not all!
[01:23:31.972 --> 01:23:35.915]  Enter promo code PREP10 to receive 10% off your entire order.
[01:23:35.915 --> 01:23:36.235]  Call 800-700-2184 today.
[01:23:38.857 --> 01:23:45.741]  NorthwestFork.com keeps prices low by buying directly from suppliers in the Pacific Northwest, then passing the savings to you.
[01:23:45.741 --> 01:23:53.085]  Go to NorthwestFork.com or call 800-700-2184 for the most cost-effective and healthy food storage solution.
[01:23:53.085 --> 01:23:54.646]  That's NorthwestFork.com at 800-700-2184.
[01:24:46.104 --> 01:24:48.505]  All right, Max Keiser, enough of my interruptions.
[01:24:48.505 --> 01:25:00.768]  Give us the big intel data dump of the state of the world, not just what's happening in Latin America, where you think the economy is, and what you think so far just as a political atheist, how Trump's doing.
[01:25:00.768 --> 01:25:05.509]  Well, Trump is fulfilling campaign promises to dump me to one degree or another.
[01:25:05.509 --> 01:25:07.550]  I think he's got to get through this cycle of
[01:25:08.399 --> 01:25:12.923]  You know, for example, the Veterans Administration, he just announced that he's going to protect whistleblowers.
[01:25:12.923 --> 01:25:14.043]  That's very good.
[01:25:14.043 --> 01:25:15.965]  He used to talk about building a wall.
[01:25:15.965 --> 01:25:17.646]  Now he's talking about building a solar wall.
[01:25:17.646 --> 01:25:20.128]  So he's keeping that alive.
[01:25:20.128 --> 01:25:29.035]  He's vilifying, I think, Mexico, which doesn't make a lot of sense for the points that I just pointed out.
[01:25:29.035 --> 01:25:33.859]  He is still reaching out to Russia because Russia, America, that is by far the best
[01:25:34.711 --> 01:25:35.311]  We're good to go.
[01:25:57.290 --> 01:26:06.778]  The Aramco, the American Arabian oil company public, at a $2 trillion valuation, it'll be the biggest company in the world.
[01:26:06.778 --> 01:26:07.558]  Why are they doing that?
[01:26:07.558 --> 01:26:09.600]  Because the price of oil is going down.
[01:26:09.600 --> 01:26:12.502]  Saudis want to sell oil now.
[01:26:12.502 --> 01:26:13.924]  They're hugely in debt.
[01:26:13.924 --> 01:26:16.426]  They need the cash to pay down their debt.
[01:26:16.426 --> 01:26:20.349]  Saudi Arabia is a country in social and economic collapse.
[01:26:20.769 --> 01:26:31.276]  They're sided now with their other extremist Wahhabist partners in the region to go against countries like, of course, Iran.
