[00:00.000 --> 00:01.000]  Kinsley
[01:35:04.760 --> 01:35:13.760]  Now, I would also encourage you to go to infowars.com, because for the first time, I've been so busy, I never got them on DVD. Now they're on DVD.
[01:35:13.760 --> 01:35:23.760]  My first seven films, The Matrix of Evil, The Masters of Terror, Police State 2000, Police State 2 the Takeover, Police State 3 Total Enslavement, each film a little over two hours long.
[01:35:23.760 --> 01:35:29.760]  All three of them on three different DVDs in one box set, the Police State Trilogy.
[01:35:29.760 --> 01:35:39.760]  The Police State Trilogy, $34.95. That's 45% off for a limited time, or you can buy the other films individually.
[01:35:39.760 --> 01:35:44.760]  Terror Storm on DVD with 68 minutes of extras. Terror Storm, The History of Government Sponsored Terror.
[01:35:44.760 --> 01:35:51.760]  America Freedom to Fascism by Aaron Russo. We have that available for you. A lot of big discounts, other books and videos we carry.
[01:35:51.760 --> 01:36:03.760]  Please support us. Go to infowars.com and order via the Safe Secure Online video and bookstores. Shopping card or call toll free, 1-888-253-3139.
[01:36:03.760 --> 01:36:15.760]  That's 888-253-3139. I had callers last weekend locally on my syndicated show that's on Kelby J. Aaron Austin, who went to previous protest in the last few weeks.
[01:36:15.760 --> 01:36:23.760]  They were in the statesman out there at this FEMA camp with some of the things that happened there. If you're listening, and I think one of those callers just called in and hung up.
[01:36:23.760 --> 01:36:32.760]  I would like you to call in at 1-800-259-9231. But again, please support those on the front lines of the Info War.
[01:36:32.760 --> 01:36:38.760]  When you support us, we are able to move forward and expand what we're doing and maintain what we're doing. Plus, you get powerful films.
[01:36:38.760 --> 01:36:45.760]  Back to Mike Rivera of whatreallyhappen.com. Mike, before I forget, you're starting a show here on Genesis. We're really honored to have you come on board.
[01:36:45.760 --> 01:36:51.760]  Thank you very much. It's an honor for me to be on board. And again, thank you very much for all your help getting us to this place.
[01:36:51.760 --> 01:36:59.760]  The show is going to be the What Really Happens show when we debut this coming Saturday, January 6th at 11am CST.
[01:36:59.760 --> 01:37:04.760]  We're going to be doing the show every Saturday. Just sort of ramp up to speed and see where it goes from there.
[01:37:04.760 --> 01:37:13.760]  So I'm hoping everybody will have a chance to tune in. That is 11 o'clock Central Standard Time every Saturday on the GCN Radio Network.
[01:37:13.760 --> 01:37:19.760]  That's absolutely right. And it's going to be a hard-hitting program and not just your knowledge and analysis. If you're going to have guests on, you're going to cover the news.
[01:37:19.760 --> 01:37:28.760]  It's going to be a hard-hitting hour. Yes, it absolutely is. And people can log into my website, whatreallyhappen.com, to get the topic and guests for the upcoming shows.
[01:37:28.760 --> 01:37:34.760]  We're just locking down a really good guest for the first show. We haven't got to confirm yet, so I don't want to say who it is.
[01:37:34.760 --> 01:37:50.760]  But we're going to be covering the topics that we've been covering at the website. And it's going to be very straightforward and mutually supportive, of course, with what you're doing and the effort that you're making to get the truth out to the American people.
[01:37:50.760 --> 01:38:04.760]  Well, we're glad to be officially teamed up with you, Mike Rivera. I want to get into the geopolitical system. And obviously, the Spemicamp report's got us on off track, because it's central to what our country is turning into, making dictators, act like dictators.
[01:38:04.760 --> 01:38:14.760]  I'm sure you've already seen the BBC report that Bush is now abandoning the fraud they were ever going to train Iraqi units. They were one unit, one brigade was never ready.
[01:38:14.760 --> 01:38:23.760]  Now they're just saying, no, it's all going to be U.S. troops fighting, and they want to beef between 20,000 and 40,000 more troops permanently in the Democrats now.
[01:38:23.760 --> 01:38:32.760]  They've put it into this political process. They're saying basically no end ever. If there was ever an example of the two political parties bought and paid for by the same interest, this is it.
[01:38:32.760 --> 01:38:51.760]  Jim. Absolutely. This is already, I mean, the new Congress doesn't even meet for the first time until tomorrow. And already there's a tremendous sense of disillusionment and betrayal among the voters who worked very hard to change the Congress this last election, only to discover that no matter who you vote in, their allegiance is really not to the American people.
[01:38:51.760 --> 01:39:07.760]  And very clearly, first of all, you have to wonder, where is Bush planning on getting all these extra thousands and thousands of soldiers? They've gutted the National Guard. They've brought up all the reservists. They're luring the immigrants in with promises of green cards when they serve.
[01:39:07.760 --> 01:39:17.760]  Obviously, you know, as we see the draft boards ramp up and go through their testing, it is very obvious that at some point we are going to have a draft imposed on it.
[01:39:17.760 --> 01:39:22.760]  Are these big public officials saying a draft's good? I mean, they've got a full court press PR going.
[01:39:22.760 --> 01:39:38.760]  Absolutely. And they're saying a draft is going to be good because it'll force the rich people to send their kids along with the poor people, which we know from Vietnam will not be the case because we kept hearing promise after promise that the draft was going to be equal and everybody was going to have to serve.
[01:39:38.760 --> 01:39:55.760]  And yet we saw predominantly people from the poor sections of society were on the front lines in Vietnam, and even those children of the more privileged classes were kept in rear echelon positions that were given clerical jobs or computer jobs or basically just away from the actual fighting.
[01:39:55.760 --> 01:40:12.760]  So we're going to see this ramp up here. And very obviously, Bush is still trying to figure out a way that he can justify going into Iran. Now we're seeing news coming out this morning that the U.S. is covertly funding Syrian opposition groups in an attempt to destabilize Syria as well.
[01:40:12.760 --> 01:40:24.760]  And what is very clearly going on, and I pointed this out a couple of years ago, is that we're seeing the U.S. start to garrison the entire Middle East in order to control what remains of the world's easily reachable oil.
[01:40:24.760 --> 01:40:35.760]  And that was always the strategy. It's not like it was a secret, was to have sectarian war break Iraq in three pieces, break Syrian in three pieces, break Iran in four pieces. They want sectarian violence.
[01:40:35.760 --> 01:40:43.760]  They want the Muslims mad overthrowing the Saudis. They want hysteria. They want to create a quagmire that forces total commitment.
[01:40:43.760 --> 01:40:54.760]  Well, what is going on is the U.S. realized it could never directly confront the Iraqis, the Iranians, the Syrians, and win militarily. We just saw how Israel couldn't even really deal with Lebanon.
[01:40:54.760 --> 01:40:59.760]  So they lied about WMDs and wantedly went in and destabilized the whole region.
[01:40:59.760 --> 01:41:09.760]  Exactly. And if you remember, back at the beginning of the Iraq war, they were catching all these British SAS and American operatives dressed as Arabs driving around in cars loaded with explosives.
[01:41:09.760 --> 01:41:15.760]  So much of this so-called sectarian violence is actually being done by our own assets.
[01:41:15.760 --> 01:41:25.760]  And by the way, Bill Christiansen, CIA section chief, and of course, Ray McGovern, George Bush Sr.'s chief CIA analyst, have said clearly our government's staging attacks over there.
[01:41:25.760 --> 01:41:29.760]  Yeah, in order to trick the Iraqis into killing each other.
[01:41:29.760 --> 01:41:38.760]  Now let's talk about Saddam killing him on Eden the day of forgiveness, killing him on the start of it, letting them see the Shiites taunt him.
[01:41:38.760 --> 01:41:45.760]  Before they hang him, all of this designed patently to make everybody get mad.
[01:41:45.760 --> 01:41:55.760]  Absolutely agree that one cell phone video that has been leaked out under the net, if you watch that video carefully, it is obvious that whoever is making it is not trying to conceal the camera he's using.
[01:41:55.760 --> 01:41:58.760]  He's just holding it up there and getting a clear shot.
[01:41:58.760 --> 01:42:03.760]  So whoever this was had permission to have that camera there to leak the video.
[01:42:03.760 --> 01:42:16.760]  Exactly, the state cuts off right before they start taunting him, but so the state can't be openly implicated in stirring up sectarian violence, like they've done blowing up the Golden Mosque and the rest of it, then it cuts in right with a cell phone on perfect time.
