[00:00:06.750 --> 00:00:08.491]  Dragon Energy activates!
[01:10:18.708 --> 01:10:21.109]  They say, why aren't you banning InfoWars?
[01:10:21.109 --> 01:10:26.071]  You know, why does Alex Jones get to promote his news stories on Twitter?
[01:10:26.071 --> 01:10:27.592]  So why do you think
[01:10:29.246 --> 01:10:32.667]  You have these congressional hearings happening.
[01:10:32.667 --> 01:10:37.728]  Is it to create an atmosphere to shut InfoWars and other sites like us down?
[01:10:37.728 --> 01:10:42.509]  Or are they genuinely concerned about what's happening on social media?
[01:10:42.509 --> 01:10:53.932]  Well, I think we have to back up and first look at the arrogance of the assertion that just because certain left-leaning members of Congress don't like the content that InfoWars broadcasts
[01:10:54.372 --> 01:11:00.614]  That therefore, they can demand that the social media giants pull the InfoWars channel.
[01:11:00.614 --> 01:11:06.977]  This premise is utterly fraudulent, and they lied about InfoWars multiple times on the record.
[01:11:06.977 --> 01:11:10.158]  You know, InfoWars has demanded retractions of one senator.
[01:11:10.158 --> 01:11:11.959]  I don't recall which one.
[01:11:11.959 --> 01:11:13.019]  Donny Deutch?
[01:11:13.019 --> 01:11:13.599]  Deutch.
[01:11:13.599 --> 01:11:14.279]  There you go.
[01:11:14.279 --> 01:11:15.200]  Deutch, Deutch.
[01:11:15.200 --> 01:11:16.360]  But they lie.
[01:11:16.360 --> 01:11:17.641]  They deliberately lie.
[01:11:17.641 --> 01:11:21.122]  And then they say InfoWars is fake news while they are lying about InfoWars.
[01:11:21.622 --> 01:11:26.146]  So by their own logic, they should be censored because they're lying.
[01:11:26.146 --> 01:11:34.332]  Meanwhile, don't we have the freedom to express different ideas, including especially unpopular ideas?
[01:11:34.332 --> 01:11:38.695]  And by the way, most of the ideas that InfoWars broadcasts are very popular.
[01:11:38.695 --> 01:11:40.757]  Freedom is popular, right?
[01:11:40.757 --> 01:11:42.058]  From time to time.
[01:11:42.058 --> 01:11:42.799]  Truth is popular.
[01:11:43.419 --> 01:11:53.671]  But InfoWars views contradict the mainstream fake news narrative, precisely because the media monopolists are fake news.
[01:11:53.671 --> 01:11:59.138]  And so for that reason, InfoWars gets called out and Congress demands that InfoWars get banned.
[01:11:59.138 --> 01:12:03.523]  Well, if that's the case, then aren't they setting up a precedent, Owen, where they say that
[01:12:03.943 --> 01:12:13.510]  Anytime a Democrat member of Congress doesn't like what a broadcaster is saying, that they can demand Facebook censor their entire channel?
[01:12:13.510 --> 01:12:14.751]  Is that what this has come to?
[01:12:14.751 --> 01:12:15.832]  Because that's absurd!
[01:12:15.832 --> 01:12:17.193]  That's not America!
[01:12:17.193 --> 01:12:26.240]  Well, it's even wilder than that, because, first of all, you had all the Democrats, whenever they got their five minutes, every single one of them had to slam Trump-Putin.
[01:12:26.240 --> 01:12:33.226]  So before they even got to the actual content of what the hearing was for, they had to get their two cents in about, you know, Trump bad, Russia bad.
[01:12:33.979 --> 01:12:46.223]  But what you really had here, and we're gonna play the clip in the next segment, I think the most shocking thing, Mike, was you had Democrats claiming, I can't even believe I'm telling you this, but we have the clips, we'll show you.
[01:12:46.223 --> 01:13:00.967]  You have Democrats claiming that conservatives are essentially running the social media networks, bullying, yeah, I know, bullying liberal and left ideas and content out of social media.
[01:13:00.967 --> 01:13:02.068]  They make that claim,
[01:13:02.668 --> 01:13:06.493]  That conservatives are bullying leftists and liberals off of social media.
[01:13:06.493 --> 01:13:11.439]  They make that claim and then in the very next sentence they call for InfoWars to be shut down.
[01:13:11.439 --> 01:13:14.763]  It's like, that is the most ironic...
[01:13:16.636 --> 01:13:36.965]  I saw a headline on Gateway Pundit last night that talked about, it may be on Infowars as well, 93% reduction in traffic to conservative websites since Facebook began the purge of conservative information in January of 2017, as Trump was about to, you know, become sworn in president.
[01:13:36.965 --> 01:13:42.087]  This is a deliberate, malicious, censorship tyranny.
[01:13:42.887 --> 01:13:49.911]  That's being used by Facebook, by Google, YouTube, Twitter, and other internet giants.
[01:13:49.911 --> 01:13:57.215]  And it is an algorithmic attempt to suppress the free speech of those selected political targets.
[01:13:57.215 --> 01:13:58.876]  And InfoWars is merely the test case.
[01:13:58.876 --> 01:14:09.441]  And this is one reason why I'm here and why I'm speaking out about this, Owen, because I know that if they manage to take down Alex Jones and InfoWars, guess what?
[01:14:09.441 --> 01:14:10.462]  Natural News is next.
[01:14:11.042 --> 01:14:14.506]  I'm next, and then Breitbart is next, and Drudge is next.
[01:14:14.506 --> 01:14:15.227]  Who's next?
[01:14:15.227 --> 01:14:16.808]  It's a domino effect.
[01:14:16.808 --> 01:14:17.850]  And the Gateway Pundit is next.
[01:14:17.850 --> 01:14:18.751]  That's what they want.
[01:14:18.751 --> 01:14:23.856]  And they even mentioned the Gateway Pundit yesterday too, along with Infowars, Breitbart, and others.
[01:14:23.856 --> 01:14:25.218]  And some of the crazy stuff here...
[01:14:26.886 --> 01:14:30.928]  I mean, they want to say election meddling because of social media activity.
[01:14:30.928 --> 01:14:31.388]  So what?
[01:14:31.388 --> 01:14:40.052]  So now you're saying if I go on social media and I say, hey, President Trump's doing a great job with tax cuts, am I now meddling in the election?
[01:14:40.052 --> 01:14:42.333]  Well, what's clear now is Google and Facebook
[01:14:42.833 --> 01:14:49.975]  They are fraudulently stealing the 2018 midterm elections right now by the fact that they are censoring conservative voices.
[01:14:49.975 --> 01:14:54.237]  They are engaged in a massive fraud right now, and it's been going on all year.
[01:14:54.237 --> 01:15:02.199]  I mean, what Robert Mueller charged these Russians with was, I think, an attempt to defraud the United States of America by influencing the elections, right?
[01:15:02.199 --> 01:15:04.020]  Key word, attempt.
[01:15:04.020 --> 01:15:07.341]  They don't even have conclusive evidence that it even happened.
[01:15:07.401 --> 01:15:08.842]  Their efforts were miniscule.
[01:15:08.842 --> 01:15:11.603]  Even if they spend a few hundred thousand dollars in advertising, it's nothing.
[01:15:11.603 --> 01:15:13.164]  It's a drop in the bucket, right?
[01:15:13.164 --> 01:15:17.306]  But what Google and Facebook and YouTube and Twitter are doing is massive.
[01:15:17.306 --> 01:15:20.088]  They are massively defrauding the United States of America.
[01:15:20.088 --> 01:15:32.174]  They are deliberately attempting to steal the election right now, which makes me think that, you know what, if Democrats win in 2018, isn't that on a fraudulent basis?
[01:15:32.174 --> 01:15:36.317]  Because Google and Facebook have cut off half of the debate.
[01:15:37.057 --> 01:15:47.724]  The conservative half, who are not allowed to speak, and that's how they're trying to destroy this country, and take over politically, so they can crush our economy, and put us into war with Russia, by the way, which is what they want.
[01:15:47.724 --> 01:15:48.624]  We gotta talk about that.
[01:15:48.624 --> 01:15:49.645]  Yeah, we're gonna talk about that.
[01:15:49.645 --> 01:15:52.767]  We're gonna have the clip of Senator Raskin on the other side.
[01:15:52.767 --> 01:15:55.668]  But really, the whole hearing was honestly bombshell.
[01:15:55.668 --> 01:15:56.449]  I wish we had more time.
[01:15:57.395 --> 01:16:00.436]  Want revenge on the common housefly?
[01:16:00.436 --> 01:16:04.436]  Well, after 10,000 years, someone has finally come up with a better way.
[01:16:04.436 --> 01:16:05.676]  The Bug-A-Salt.
[01:16:05.676 --> 01:16:10.617]  A miniaturized shotgun, which utilizes ordinary table salt as ammunition.
[01:16:10.617 --> 01:16:12.638]  Non-toxic and no batteries required.
[01:16:12.638 --> 01:16:16.338]  So much fun, you'll forget you have a wife and kids!
[01:16:16.338 --> 01:16:18.259]  $39.95 and free economy shipping.
[01:16:18.259 --> 01:16:23.439]  Use discount code GCN and get an extra 10% off your purchase at Bug-A-Salt.com.
[01:16:23.439 --> 01:16:25.000]  Fire your fly swatter!
[01:16:25.000 --> 01:16:26.460]  Get your Bug-A-Salt today!
[01:16:27.136 --> 01:16:33.900]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[01:16:33.900 --> 01:16:38.182]  Since 2005, thousands have depended on Berkey Purified Water.
[01:16:38.182 --> 01:16:42.784]  The Berkey guy provides the lowest price filtration systems in every size.
[01:16:42.784 --> 01:16:48.347]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[01:16:48.347 --> 01:16:48.488]  877-886-3653.
[01:16:48.488 --> 01:16:48.828]  GoBerkey.com.
[01:16:56.972 --> 01:17:01.216]  Now there's a proven powerful anti-inflammatory that absorbs 40 times better.
[01:17:01.216 --> 01:17:09.342]  Yes, Nano Curcumin Plus from One Planet Nutrition contains smaller particle size that allows absorption over 40 times better into your bloodstream.
[01:17:09.342 --> 01:17:15.367]  Nano Curcumin Plus may also help reduce pain and inflammation, detoxify, and help against heart disease and diabetes.
[01:17:15.367 --> 01:17:19.191]  Nano Curcumin Plus is now on sale at OnePlanetNutrition.com.
[01:17:19.191 --> 01:17:23.314]  Use promo code GCN for your special discount at OnePlanetNutrition.com.
[01:17:23.314 --> 01:17:25.656]  The next generation of nutritional supplementation.
[01:17:26.713 --> 01:17:28.955]  You have been lied to.
[01:17:28.955 --> 01:17:30.696]  My name is Kevin Schipp.
[01:17:30.696 --> 01:17:33.399]  I'm a former decorated CIA officer.
[01:17:33.399 --> 01:17:38.723]  Finally someone has come out and written what I think is the best ex-mose on the shadow government ever.
[01:17:38.723 --> 01:17:44.408]  We're in a constitutional crisis and our government is now being run and ruled by a shadow government.
[01:17:44.408 --> 01:17:47.851]  We gotta get this out because just because you're a white folks doesn't mean other people are.
[01:17:47.851 --> 01:17:50.953]  This is critical to get, to read, to give to the library, to give to the church.
[01:17:50.953 --> 01:17:55.137]  Get them right now at KillingUncleSamBook.com KillingUncleSamBook.com
[01:18:02.248 --> 01:18:07.971]  Years ago, Info Wars Life created the powerful MycoZX formula to help you combat internal yeast.
[01:18:07.971 --> 01:18:15.856]  As the years went on, and more toxins were pumped into the environment, our team knew we had to create a bigger and better formula to help support your gut health.
[01:18:15.856 --> 01:18:18.998]  MycoZX Plus is the result of the search for that formula.
[01:18:19.198 --> 01:18:24.460]  A unique natural formula designed to support the body's natural cleansing of yeast and fungal organisms.
[01:18:24.460 --> 01:18:27.241]  There's no better product to help your body fight back.
[01:18:27.241 --> 01:18:36.225]  MycoZX Plus helps support a healthy microbial balance in the body, supports your digestive tract, and addresses the intestinal yeast that can cause you problems if it goes unchecked.
[01:18:36.385 --> 01:18:48.258]  Powered by an impressive list of ingredients including grapefruit seed extract, pau d'arco bark, and grapeseed extract, our formula is fueled by ingredients that stood the test of time as powerful micro balancing properties.
[01:18:48.258 --> 01:18:53.064]  Pick up a bottle of the new and improved Micro ZX Plus today at InfoWarsLife.com.
[01:18:53.064 --> 01:18:54.726]  That's InfoWarsLife.com.
[01:18:57.990 --> 01:19:01.935]  Living in volcano may sound more dramatic than it really is.
[01:19:01.935 --> 01:19:05.238]  The real drama can be found here in Leilani Estates.
[01:19:05.238 --> 01:19:11.505]  But a lot of us on the big island rely on rainwater and we need to be concerned about ash and acid rain.
