[00:00:03.342 --> 00:00:08.186]  Big Brother, Mainstream Media, Government Cover Ups.
[01:29:19.889 --> 01:29:23.249]  Well, yeah, I knew he was an SS officer.
[01:29:23.249 --> 01:29:26.010]  I didn't know he was out picking, rounding people up.
[01:29:26.010 --> 01:29:26.790]  No, no, that's what he did.
[01:29:26.790 --> 01:29:28.070]  Yeah, they ran checkpoints.
[01:29:28.070 --> 01:29:29.831]  Oh my gosh, I didn't know that.
[01:29:29.831 --> 01:29:32.091]  Hey, this just gets better and better.
[01:29:32.091 --> 01:29:33.711]  What comes around goes around.
[01:29:33.711 --> 01:29:34.471]  Stay there, my friend.
[01:29:34.471 --> 01:29:35.972]  Can you do a few more minutes with us?
[01:29:35.972 --> 01:29:36.792]  Oh, sure.
[01:29:36.792 --> 01:29:37.352]  Okay, stay there.
[01:29:37.352 --> 01:29:42.073]  I want to pick your brain a bit more with Ben for the Cactus Thorn blog.
[01:29:42.073 --> 01:29:42.513]  Stay with us.
[01:29:46.670 --> 01:29:50.592]  We're on the march, the empire's on the run.
[01:29:50.592 --> 01:29:57.314]  Alex Jones and the GCN Radio Network.
[01:29:57.314 --> 01:29:59.075]  Hello, I'm Steve Shank.
[01:29:59.075 --> 01:30:06.038]  For the past several months, folks have constantly asked me to give them the date as to when they should be finished stocking up on food.
[01:30:06.038 --> 01:30:16.142]  We've been so beaten up by stock market banking, housing and unemployment crashes that we're desensitized and frozen inactive like the frog being unknowingly cooked in gradually increasingly hot water.
[01:30:16.642 --> 01:30:17.583]  Well, snap out of it.
[01:30:17.583 --> 01:30:19.084]  We now have a deadline.
[01:30:19.084 --> 01:30:21.125]  Joe Biden said it's going to happen.
[01:30:21.125 --> 01:30:33.032]  Former Secretary of State Colin Powell went on CBS Meet the Press and pointed to about January 22nd as the time a major international incident would force the new president to make unpopular decisions.
[01:30:33.032 --> 01:30:38.696]  Well, I take the general at his word and my best advice is to have your food in your possession prior to the inauguration.
[01:30:39.156 --> 01:30:44.584]  Contact efoodsdirect.com for your supplies prior to this deadline for disaster.
[01:30:44.584 --> 01:30:48.950]  Ask yourself, is it better to have too much too soon or too little too late?
[01:30:48.950 --> 01:30:50.152]  Call 800-409-5633 or on the web efoodsdirect.com.
[01:30:56.653 --> 01:30:58.174]  Hi, this is Steve Schenck.
[01:30:58.174 --> 01:31:00.794]  The spirit of America is independence.
[01:31:00.794 --> 01:31:03.415]  The greatest gift of independence is food.
[01:31:03.415 --> 01:31:08.317]  Over one-third of Americans can't afford to buy food and pay their other expenses.
[01:31:08.317 --> 01:31:11.678]  Lines of credit and cards are often cut back or canceled.
[01:31:11.678 --> 01:31:18.220]  Last year, the eFoodsDirect holiday food unit was a fun and exciting one-year supply with a great price.
[01:31:18.220 --> 01:31:25.283]  This year, to quickly complete our food supply preparations, eFoodsDirect has created a very serious holiday unit.
[01:31:25.623 --> 01:31:32.007]  This super food supply costs $300 less than the basic Liberty one-year supply and has more food.
[01:31:32.007 --> 01:31:35.930]  That's safe food for less than half the cost of last year's groceries.
[01:31:35.930 --> 01:31:40.373]  Gift certificates are available for shipments that will not arrive by Christmas.
[01:31:40.373 --> 01:31:43.435]  Food is the gift of life and love this holiday season.
[01:31:43.435 --> 01:31:43.755]  Call 800-409-5633.
[01:31:43.755 --> 01:31:44.816]  On the web, efoodsdirect.com.
[01:31:44.816 --> 01:31:45.196]  That's 800-409-5633.
[01:31:45.196 --> 01:31:45.516]  That's 800-409-5633.
[01:31:55.590 --> 01:31:55.720]  Yeah.
[01:31:56.380 --> 01:32:03.122]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[01:32:03.122 --> 01:32:05.763]  The enemy struck America on September 11th.
[01:32:05.763 --> 01:32:07.323]  But who is the enemy?
[01:32:07.323 --> 01:32:08.103]  Bin Laden.
[01:32:08.103 --> 01:32:09.003]  This is his ammo.
[01:32:09.003 --> 01:32:10.484]  We have to look to the Middle East.
[01:32:10.484 --> 01:32:12.464]  We have to look to Osama Bin Laden.
[01:32:12.464 --> 01:32:19.626]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[01:32:19.626 --> 01:32:20.106]  Some U.S.
[01:32:20.106 --> 01:32:25.728]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[01:32:26.448 --> 01:32:29.950]  I'm aware that some Israeli citizens have been detained.
[01:32:29.950 --> 01:32:32.752]  Either you are with us, or you are with the terrorists.
[01:33:02.034 --> 01:33:02.574]  The U.S.
[01:33:02.574 --> 01:33:09.299]  Marine Corps has overthrown scores of third world nations in the banking cartel.
[01:33:09.299 --> 01:33:28.350]  Major General Smedley Butler, in line to be the Commandant of the Marine Corps, two-time Congressional Medal of Honor winner, was approached by Prescott Bush, the Harrimans, and others in 1935 to overthrow the United States with the U.S.
[01:33:28.350 --> 01:33:29.091]  Marine Corps.
[01:33:31.534 --> 01:33:36.240]  And bring us in to a New World Order.
[01:33:36.240 --> 01:33:40.526]  He played along with the plan long enough to find out the details, brought it to Congress.
[01:33:40.526 --> 01:33:41.628]  Some of the people got arrested.
[01:33:41.628 --> 01:33:43.410]  They had congressional hearings.
[01:33:43.410 --> 01:33:46.854]  But Prescott Bush, the Harrimans and others were too big to take to jail.
[01:33:47.887 --> 01:33:49.108]  So they swept it under the rug.
[01:33:49.108 --> 01:33:55.495]  Again, we're not against the Marine Corps, but I am against what it's been turned into.
[01:33:55.495 --> 01:34:07.027]  And I've been telling you that I've shot video, it's in my Road to Tyranny, it's in Police State 2000, of Marines running illegal checkpoints, arresting people, not training, real action.
[01:34:08.228 --> 01:34:10.669]  These are covert operations.
[01:34:10.669 --> 01:34:16.092]  Now, this operation, no doubt, is to condition the public to accept troops on the streets, and the media has announced that.
[01:34:16.092 --> 01:34:25.717]  Secretary of Defense Gates has said the Army, and other branches of the service, will be out, quote, helping with DWIs, helping at car wrecks, with the jaws of life.
[01:34:25.717 --> 01:34:31.440]  So the PR of, the Army's here, the Marine Corps is here, they're flying hurt children in car wrecks to the hospital.
[01:34:31.440 --> 01:34:35.963]  Why, you're not, you're not against flying hurt children to the local medical center, are you?
[01:34:36.703 --> 01:34:38.224]  We need troops.
[01:34:38.224 --> 01:34:39.525]  Oh, they're helping with the drunks.
[01:34:39.525 --> 01:34:42.026]  Oh, they're helping fight insurrection.
[01:34:42.026 --> 01:34:43.726]  They're helping fight the American people.
[01:34:43.726 --> 01:34:51.250]  That is now officially in the Washington Post, in the New York Times, in the armies, and the Pentagon's own press releases.
[01:34:51.250 --> 01:34:52.571]  This is happening.
[01:34:52.571 --> 01:34:53.731]  It's un-American.
[01:34:53.731 --> 01:34:54.331]  It's dangerous.
[01:34:54.331 --> 01:34:54.952]  Talking to Ben.
[01:34:56.192 --> 01:35:01.176]  Who writes under the pen name Branson Hunter, one of the first to speak out against this, now it's mainstream news.
[01:35:01.176 --> 01:35:02.657]  They're in California, confirmed.
[01:35:02.657 --> 01:35:07.900]  We have the press releases by the state police listing the Marines as taking part.
[01:35:07.900 --> 01:35:14.265]  Ben, continuing with any other observations you have, anybody else you talk to, and again, specifically what locals are saying.
[01:35:14.265 --> 01:35:20.909]  Okay, well I first heard of this from, just a clarification, from Gary Daniel with Talk Show Z1077 FM.
[01:35:20.909 --> 01:35:21.310]  That's where I
[01:35:23.755 --> 01:35:29.776]  I first heard about it, and I did a little research and blogged it, and people are not happy about this.
[01:35:29.776 --> 01:35:36.458]  It doesn't matter, you know, what side of the political fence that they are on.
[01:35:36.458 --> 01:35:47.040]  Many people I've spoken to have said it's going to be extremely intimidating, and one of the questions that I have is the rules of engagement for the military.
[01:35:47.040 --> 01:35:49.661]  You know, you can see different scenarios out there.
[01:35:50.602 --> 01:35:53.524]  In California, we have the two strikes and you're out.
[01:35:53.524 --> 01:35:58.648]  If a person has two felony convictions, the third time it's life.
[01:35:58.648 --> 01:36:10.317]  So, you know, if there's criminals out there driving a stolen car, or if they're wanted, they are not going to come easy.
[01:36:10.317 --> 01:36:16.681]  So, if there's a fracas out there, is the military going to go to the aid of the CHP?
[01:36:16.681 --> 01:36:17.402]  I would think so.
[01:36:18.449 --> 01:36:24.994]  You know, what if there's a firefight that happens?
[01:36:24.994 --> 01:36:31.438]  You know, Alex, there's another thing I think you would want to know about.
[01:36:31.438 --> 01:36:33.839]  Would you like to... Can I tell you about that?
[01:36:33.839 --> 01:36:34.920]  Absolutely.
[01:36:34.920 --> 01:36:37.262]  Okay, well, actually, it's two things.
[01:36:37.262 --> 01:36:38.462]  The U.S.
[01:36:38.462 --> 01:36:43.626]  Marine Corps base, the Marine Corps Air and Ground Combat Center, they have 598,400 acres.
[01:36:47.145 --> 01:36:49.667]  It's the largest Marine Corps base in the world.
[01:36:49.667 --> 01:36:57.254]  Now they've got word from the Pentagon that they're going to expand 400,000 more acres.
[01:36:57.254 --> 01:37:03.499]  At the present time, 29 Palms Marine Base is five times the size of Camp Pendleton.
[01:37:03.499 --> 01:37:04.820]  This is rumor only.
[01:37:04.820 --> 01:37:10.245]  It's been floating around for a couple of years that Camp Pendleton is looking to close down.
[01:37:10.245 --> 01:37:11.606]  They may close down.
[01:37:12.125 --> 01:37:17.947]  Or they're reconnoitering about the possibility of doing that because of the extreme costs for the leases.
[01:37:17.947 --> 01:37:23.069]  If so, they could possibly move out here to 29 Palms.
[01:37:23.069 --> 01:37:31.653]  The Marine Corps Air Base at Miramar, this has been floating around for about three years, is going to be moving up here.
[01:37:31.653 --> 01:37:34.894]  Whether that's true or not, I do not know, but we're all aware of
[01:37:35.484 --> 01:37:36.766]  I don't think so.
[01:37:49.108 --> 01:37:53.151]  In terms of knowing what's going on, what's coming down from the Pentagon.
[01:37:53.151 --> 01:37:53.991]  Well, I agree with you.
[01:37:53.991 --> 01:37:58.174]  Listen, they can spin this all day and claim, well, we want to stop drunk Marines on the road.
[01:37:58.174 --> 01:38:00.156]  You know, don't you want to stop drunks?
[01:38:00.156 --> 01:38:01.257]  We don't need the Army.
[01:38:01.257 --> 01:38:02.217]  We don't need the Navy.
[01:38:02.217 --> 01:38:05.680]  We don't need the Marine Corps, the Air Force on the streets of the U.S.
[01:38:05.680 --> 01:38:17.228]  And I remember a decade ago getting footage from a listener and then calling and confirming that in San Antonio, in downtown San Antonio, and this has happened many times, they have military police from the Air Force.
[01:38:18.084 --> 01:38:39.950]  out riding tickets arresting US citizens they call the police over they then aid them and we had it on video and then I would call the Air Force Base and they'd say no they're only out there looking for drunk military people but then we had the footage of them actually going after citizens and that was later confirmed so there's a lot of deception involved in all of this and if people forget
[01:38:41.246 --> 01:38:48.833]  It was in 2002 and the papers in North Carolina all reported on it.
[01:38:48.833 --> 01:38:50.154]  World Net Daily reported on it.
[01:38:50.154 --> 01:38:51.916]  It's in my film Road to Tyranny.
[01:38:51.916 --> 01:38:58.221]  The articles, we mention it briefly, but we should pull that up and repost that and point out one of the other dangers.
[01:38:59.542 --> 01:39:15.048]  In one of these drills they were doing around North Carolina of the military practicing to take over local cities, in two separate cases, in one drill, one guy was shot, one guy was shot and killed.
[01:39:15.048 --> 01:39:15.488]  The U.S.
[01:39:15.488 --> 01:39:25.752]  Special Forces came up on police at checkpoints and tried to disarm the police, thinking they were part of the drill, and the officers shot and killed one of them.
