[00:00.000 --> 00:01.600]  We've got it, Dada.
[1:12:14.000 --> 1:12:20.000]  And then sometimes we'll just take over. That'll be part of your license.
[1:12:20.000 --> 1:12:27.000]  But see, they weren't ready yet. They hadn't staged 9-11 yet. And now notice it never goes away.
[1:12:27.000 --> 1:12:33.000]  The new restrictions always only get worse. It never goes away. Always more, more, more, more, more.
[1:12:33.000 --> 1:12:37.000]  And it's all about you and your family being good little slaves.
[1:12:37.000 --> 1:12:39.000]  Let's go ahead and take a phone call here.
[1:12:39.000 --> 1:12:45.000]  Let's go ahead and talk to Tim in Washington. Thanks for holding.
[1:12:45.000 --> 1:12:46.000]  Hello.
[1:12:46.000 --> 1:12:47.000]  Hey, buddy. Welcome.
[1:12:47.000 --> 1:12:48.000]  How are you?
[1:12:48.000 --> 1:12:49.000]  Good.
[1:12:49.000 --> 1:12:56.000]  Hey, I was wondering what's the relationship between fidelity and investment from the Federal Reserve? I've got some other questions as well.
[1:12:56.000 --> 1:13:04.000]  When we talk about the six big mega banks, they all then have major investments. They're the shareholders of the Federal Reserve.
[1:13:04.000 --> 1:13:16.000]  But they've got other business deals and agreements with other combines that are heavily owned by insurance companies themselves owned by the Federal Reserve shareholders.
[1:13:16.000 --> 1:13:26.000]  So it's all interlocking directorates and fidelity is heavily involved from my research and other researchers we've had on in the Federal Reserve.
[1:13:26.000 --> 1:13:39.000]  Right. So in a sense, the Occupy Wall Street people should be investigating who they should be occupying just to walk right down the fidelity investment from Sixth and Pines in downtown Seattle, Washington and show them what's up.
[1:13:39.000 --> 1:13:49.000]  Because ultimately that's the head of the snake. I would assume, you know, if fidelity investments gets occupied, then eventually people start taking these occupiers seriously.
[1:13:49.000 --> 1:14:00.000]  Because right now the Occupy Seattle people are in the bar district. They've been taken out of the financial market area without actually having any success.
[1:14:00.000 --> 1:14:04.000]  That's basically my point. Thank you.
[1:14:04.000 --> 1:14:12.000]  Thank you, my friend. Yeah, I'm trying to pull it up right now, but we talked about this last year. We talked about it earlier this year.
[1:14:12.000 --> 1:14:23.000]  We talked about it just a few months ago saying that the different embassies are moving out of dollars and stockpiling a spectrum of currencies.
[1:14:23.000 --> 1:14:32.000]  But now they've got this movement to pull your money out. They reported that millions of dollars total in Austin last week alone.
[1:14:32.000 --> 1:14:43.000]  The paper reported it got pulled out out of one of the big mega banks, $400,000. And November 5th was the first day of it.
[1:14:43.000 --> 1:14:50.000]  Now they've got one coming up later in the month to pull your money out of the big mega bank.
[1:14:50.000 --> 1:14:53.000]  And strangely enough, they've actually picked the right banks.
[1:14:53.000 --> 1:14:59.000]  Bank of America, Goldman Sachs, I know it's an investment bank, but it has some places where people have got money.
[1:14:59.000 --> 1:15:07.000]  They're pulling their investments out of that. JPMorgan Chase, Wells Fargo, Citibank.
[1:15:07.000 --> 1:15:15.000]  But later in the month, I forget the date, normally I'd know it, but camping out with the kids, I didn't get much sleep either night.
[1:15:15.000 --> 1:15:21.000]  One of them was sick one night, another had a toothache the next night, so I didn't get any sleep Friday.
[1:15:21.000 --> 1:15:30.000]  I didn't get any sleep Saturday. I didn't get any sleep Thursday, Friday, or Saturday. I got 10 hours last night.
[1:15:30.000 --> 1:15:37.000]  And I don't feel bad. It's just my memory isn't there. I'm like reaching for info and it's like, not there, not there.
[1:15:37.000 --> 1:15:48.000]  But I guess there's no rest for the wicked, as they say, because I'm going to be on coast to coast AM tonight with George Noray for three hours.
[1:15:48.000 --> 1:15:58.000]  So, all right, let's go back to your phone calls here. Very interesting point by that caller. I'm glad he called in.
[1:15:58.000 --> 1:16:04.000]  Yeah, again, it's not that I'm against the Occupy Wall Street people. There are a lot of good people involved in it.
[1:16:04.000 --> 1:16:14.000]  It's that the people that get the media attention from the demonstrators are calling for higher taxes on the middle class.
[1:16:14.000 --> 1:16:20.000]  And that is not going to get the economy going.
[1:16:20.000 --> 1:16:36.000]  Let's go ahead. I'm even wary of a financial tax on stock market transactions or financial institutions, because you know by the time they actually pass it, it's going to be on the general public.
[1:16:36.000 --> 1:16:51.000]  You know that. I mean, that's how this always ends. I mean, I was told by really smart people 16 years ago because I had a guy on the air promoting the fair tax, the 25% flat, no other federal taxes.
[1:16:51.000 --> 1:17:07.000]  And I had a lot of people contact me and say, Alex, the plan has always been and they showed me evidence to get everybody sick of the income tax and then bring in a national sales tax and a VAT and just keep the income tax.
[1:17:07.000 --> 1:17:11.000]  And now that's what Herman Cain saying do.
[1:17:11.000 --> 1:17:17.000]  And so I've just learned all their tricks. I've learned, you know, they say they're going to give you one thing, they give you another.
[1:17:17.000 --> 1:17:21.000]  And the only reason we're even reaching so many people is because of you.
[1:17:21.000 --> 1:17:37.000]  I just want to thank all of you. I'm not on air. I think about how thankful I am to all. I saw an article out of Iowa about the big speeches that were given this weekend and a candidate forum, Rick Berry, Ron Paul were there.
[1:17:37.000 --> 1:17:47.000]  And it said the first woman to get in the door at six o'clock an hour before it kicked off was reading her Bible. So she was a young lady reading her Bible.
[1:17:47.000 --> 1:17:54.000]  And she had an info wars dot com black bracelet around her arm around her wrist.
[1:17:54.000 --> 1:18:00.000]  And that, in fact, I think I even tried to send that article to Sharon. I don't know. I'm sure he put it in my stack. I don't see it though.
[1:18:00.000 --> 1:18:02.000]  Maybe I didn't send it. It doesn't matter anymore.
[1:18:02.000 --> 1:18:12.000]  The point is, is that is that she said, I just wanted to see Ron Paul for myself and I appreciate him because he's been steadfast and has never wavered in his positions.
[1:18:12.000 --> 1:18:16.000]  And I just wanted to see him in person.
[1:18:16.000 --> 1:18:18.000]  She said some other nice things.
[1:18:18.000 --> 1:18:31.000]  But the fact is that she's out there and she cares about this country and I just, I'm going to be honest, I don't feel worthy to be so prominent and have so many of you looking up to me and so many children that send me.
[1:18:31.000 --> 1:18:33.000]  That send me.
[1:18:33.000 --> 1:18:36.000]  Postcards.
[1:18:36.000 --> 1:18:40.000]  And that tell me thank you for what I do.
[1:18:40.000 --> 1:18:47.000]  And children that send me little drawings and kids that send me a book and ask me to sign it.
[1:18:47.000 --> 1:18:50.000]  It just touches my heart and then I get so angry at myself.
[1:18:50.000 --> 1:18:58.000]  I'm going to apologize on air and I've probably done this five, six times over the years, but I've got to stop it and I've got to learn more self control.
[1:18:58.000 --> 1:19:03.000]  I'd only been broadcasting for about 10 hours when it happened.
[1:19:03.000 --> 1:19:05.000]  And I wouldn't even really broadcasting it was internet.
[1:19:05.000 --> 1:19:13.000]  So it wasn't an issue for AM and FM stations, because if it was, they would have delayed it, you know, or the network sitting there by the button the whole time anyways.
[1:19:13.000 --> 1:19:18.000]  But when I learned that Jesse Ventura had had his case thrown out, I called.
[1:19:18.000 --> 1:19:22.000]  Janet Napolitano a sack of you know what.
[1:19:22.000 --> 1:19:29.000]  Because he'd called me while Alfred had asked was talking and I took the call and Alfred run for a while and told me what had happened to him.
[1:19:29.000 --> 1:19:31.000]  He was very upset.
[1:19:31.000 --> 1:19:36.000]  And I just thought of the Janet Napolitano, the thugs, the end of the Fourth Amendment, the domestic checkpoints.
[1:19:36.000 --> 1:19:38.000]  And I just didn't have words to describe it.
[1:19:38.000 --> 1:19:41.000]  I was mad and I went on air and use the SHIT word.
[1:19:41.000 --> 1:19:47.000]  Not that it's that big a deal for adults, but I know even at 11 o'clock at night, children were probably listening.
[1:19:47.000 --> 1:19:52.000]  You know, I know for some reason my son was still up when that happened and heard it.
[1:19:52.000 --> 1:19:53.000]  And it's just not good.
[1:19:53.000 --> 1:19:58.000]  I know I've got a big responsibility and I'm going to step up to the plate, but I pray for me.
[1:19:58.000 --> 1:20:27.000]  I'm weak and I get angry.
[1:20:29.000 --> 1:20:33.000]  Washington is not going to get us out of this recovery, so you've got to protect yourself.
[1:20:33.000 --> 1:20:37.000]  Give it some thought and if you're interested in converting your IRA to gold,
[1:20:37.000 --> 1:20:45.000]  or would like to actually have it in your possession, call Midas Resources today at 1-800-686-2237.
[1:20:45.000 --> 1:20:50.000]  The US dollar was once backed by gold, but it's lost a lot of its value since then.
[1:20:50.000 --> 1:20:56.000]  Call Midas Resources today, 1-800-686-2237 for gold.
[1:20:56.000 --> 1:21:01.000]  That's 1-800-686-2237 and tell them Jason Lewis sent you.
[1:21:01.000 --> 1:21:05.000]  If you're a man over 40, you may feel like half the man you used to be.
[1:21:05.000 --> 1:21:08.000]  Are you gaining more body fat? Are you feeling tired?
[1:21:08.000 --> 1:21:11.000]  Are you losing your sex drive? It's not your fault.
[1:21:11.000 --> 1:21:14.000]  After 40, your body's testosterone may start dropping.
[1:21:14.000 --> 1:21:20.000]  And if you're an African-American man, you're at a higher risk of your testosterone turning into estrogen.
[1:21:20.000 --> 1:21:22.000]  Be the man you used to be.
[1:21:22.000 --> 1:21:29.000]  Get your risk-free trial of ageless male, a natural supplement shown to raise testosterone by 61%
[1:21:29.000 --> 1:21:31.000]  and maintain healthy, normal levels.
[1:21:31.000 --> 1:21:35.000]  You can feel the youthful energy and the healthy sex drive you once had.
[1:21:35.000 --> 1:21:37.000]  And ageless male is all-natural.
[1:21:37.000 --> 1:21:39.000]  No injections or appointments.
[1:21:39.000 --> 1:21:41.000]  Just one quick phone call.
[1:21:41.000 --> 1:21:43.000]  Get your risk-free trial of ageless male.
[1:21:43.000 --> 1:21:46.000]  Call 1-800-497-8345.
[1:21:46.000 --> 1:21:49.000]  That's 1-800-497-8345.
[1:21:49.000 --> 1:21:54.000]  With ageless male, you can raise your testosterone naturally by 61%.
[1:21:54.000 --> 1:21:57.000]  Call 1-800-497-8345.
[1:21:57.000 --> 1:22:20.000]  That's 1-800-497-8345.
[1:22:27.000 --> 1:22:31.000]  Don't support our operation as we move to the next level.
[1:22:31.000 --> 1:22:35.000]  We need your help to spread the word like never before.
[1:22:35.000 --> 1:22:41.000]  They wish to hide themselves during this tectonic battle between the forces of freedom and darkness.
[1:22:41.000 --> 1:22:51.000]  You are the response to the globalist technocrats and their program of global eugenics dehumanization and ultimate extermination.
[1:22:51.000 --> 1:23:01.000]  The war is here. It's an info war. The spirit of 1776 versus the mindset of 1984.
[1:23:22.000 --> 1:23:24.000]  The active ingredient in crushed garlic.
[1:23:24.000 --> 1:23:29.000]  Studies show Ali-C is effective against MRSA, bacterial, fungal, and viral infections.
