[00:00.000 --> 00:02.000]  Assume, impeach him.
[01:03:26.720 --> 01:03:29.040]  There you go. That's right. The Hillary for prison shirt.
[01:03:29.760 --> 01:03:33.760]  And that's exactly where she needs to go. These people, we need a Nuremberg trial in this country.
[01:03:33.760 --> 01:03:36.480]  Joe, I watched the schedule down there.
[01:03:37.360 --> 01:03:43.840]  Well, right now, right now she is at an event at the Hispanic commerce chamber commerce right now.
[01:03:43.840 --> 01:03:47.440]  And that's like a, it seemed to be a private event. This is the public event here.
[01:03:47.440 --> 01:03:50.880]  So everybody's been lining up. We pulled up in a San Antonio.
[01:03:50.880 --> 01:03:55.440]  They were literally probably 400 people wrapped around the road waiting to come in here.
[01:03:55.440 --> 01:03:59.760]  And this place is starting to pack in. They've got the front packed in here. The people on the
[01:03:59.760 --> 01:04:04.160]  stage. It looks like a lot of Hispanic women who are up on the stage out there.
[01:04:04.160 --> 01:04:07.280]  And they keep doing these little Hillary chants back and forth from time to time.
[01:04:07.280 --> 01:04:11.200]  And then they have free water and they took the water and they took the labels off and
[01:04:11.200 --> 01:04:16.160]  they put Hillary Clinton labels on the water. And they're giving that out for free.
[01:04:16.160 --> 01:04:20.160]  Well, they have the kids pray in Venezuela. I used to hear this, but then it was on the news.
[01:04:22.640 --> 01:04:27.760]  They have the kids pray in kindergarten, first grade from milk from Jesus and cereal,
[01:04:27.760 --> 01:04:32.720]  then it isn't there. And then they say pray to Hugo Chavez when he was alive and now after he's dead
[01:04:32.720 --> 01:04:36.240]  and then they give him the milk and then they give him the, and then if they really pray hard,
[01:04:36.240 --> 01:04:40.560]  they give him a little, little sugar cube. It's just Pavlovian brainwashing. Joe,
[01:04:40.560 --> 01:04:44.480]  we're going to keep monitoring what you're doing while Paul Craig Roberts is on with us.
[01:04:44.480 --> 01:04:48.720]  So stay connected, walk around, cover whatever you want. And then if you give us, you know,
[01:04:48.720 --> 01:04:53.680]  a Mayday signal, if they're jumping on you, we'll go right back to you. Joe Biggs reporting from
[01:04:53.680 --> 01:04:59.280]  San Antonio. They'll be popping in throughout the hours. We're going to play these clips coming up in
[01:04:59.280 --> 01:05:06.640]  the next hour. And yet another land grab, the BLM, the Bureau of Land Management, is ignoring the
[01:05:06.640 --> 01:05:12.240]  real estate title given by the state of Texas 74 years ago to a farmer. Now the same bureaucracy
[01:05:12.240 --> 01:05:16.720]  that has ignored property rights for ranchers like Clive and Bundy in Nevada, ignored property rights
[01:05:16.720 --> 01:05:22.480]  for minors in Oregon and elsewhere is coming after the property of a Texas farmer. The BLM has decided
[01:05:22.480 --> 01:05:27.760]  they will move the boundary, take half his land and his house. Congress has allowed bureaucracies
[01:05:27.760 --> 01:05:32.240]  to grow unchecked because Congress doesn't like to pass laws. They have advocated their
[01:05:32.240 --> 01:05:37.120]  constitutional duty to bureaucracies who not only write the law, but often act as their own police
[01:05:37.120 --> 01:05:42.480]  force and run their own court. No one in either party in Washington wants to change it. These
[01:05:42.480 --> 01:05:47.600]  bureaucracies will destroy every last remnant of your God given constitutionally protected rights,
[01:05:47.600 --> 01:05:53.760]  including your property rights, unless they're stopped by you, by the people at the state
[01:05:53.760 --> 01:06:19.760]  and the local level. For more information, go to infowars.com. I'm David Knight.
[01:06:24.480 --> 01:06:30.960]  material with type 3 hard coding. Bolt carrier group for 308 and 556 ARs. Custom
[01:06:30.960 --> 01:06:37.120]  kydex holsters. Ideal for concealed carry with.080 thick kydex to ensure durability. Most
[01:06:37.120 --> 01:06:44.000]  competitors material use.060. Configure yours today at hdfirearms.com. And my favorite, single
[01:06:44.000 --> 01:06:50.880]  stage trigger, a home run upgrade for your AR15 and AR10 platforms. Find out more at hdfirearms.com
[01:06:50.880 --> 01:07:00.480]  today or call 770-485-7015. That's hdfirearms.com or call 770-485-7015.
[01:07:21.600 --> 01:07:25.840]  And if you don't have high quality, long lasting, storeable foods, I believe you're
[01:07:25.840 --> 01:07:31.040]  making a huge mistake. My goal is to find the best deals and bring it to you. Now is the time
[01:07:31.040 --> 01:07:36.560]  to take action and to secure your pantry for any emergency. You can buy all the great My Patriot
[01:07:36.560 --> 01:07:42.560]  Supply products at infowarsstore.com. They're the exact same products inside infowarselect.com. Visit
[01:07:42.560 --> 01:07:49.280]  infowarselect.com or infowarsstore.com today to check out the amazing deals for yourself.
[01:07:49.280 --> 01:07:56.800]  Secure you and your families needs today at infowarsstore.com with infowarselect. That's infowarselect.com
[01:07:56.800 --> 01:08:07.920]  or 888-253-3139. The Genesis Communications Radio Network proudly presents the Alex Jones show
[01:08:07.920 --> 01:08:18.960]  because there's a war on for your mind. For the next 52 minutes, Dr. Paul Craig Roberts,
[01:08:18.960 --> 01:08:23.760]  former head of policy at the Treasury, the father of Reaganomics, former chief editor at
[01:08:25.360 --> 01:08:30.400]  the Wall Street Journal, will be joining us. He's been part of some of the biggest foundations.
[01:08:30.400 --> 01:08:35.120]  He was part of the deal for the transition of the Soviet Union into what it is today.
[01:08:36.400 --> 01:08:42.400]  He's won some of the top international awards. And of course, he doesn't really talk about that.
[01:08:42.400 --> 01:08:47.760]  The point is he has a lot of gravitas. He is a high level economist. He's been listed in major
[01:08:47.760 --> 01:08:52.640]  publications as one of the top 10 economists the last 50 years. He knows what he's talking about.
[01:08:52.640 --> 01:08:57.200]  And obviously, we're going to try to get into the economy some today. That's clearly deteriorating
[01:08:57.200 --> 01:09:01.920]  where he thinks that's going. The situation with Russia, the fact that the momentum has shifted,
[01:09:02.640 --> 01:09:07.280]  and the world really is turning against the criminals that run the United States. They're
[01:09:07.280 --> 01:09:13.040]  not invincible. And once they start failing on any front, their whole system will collapse
[01:09:13.040 --> 01:09:19.440]  like Napoleon or Hitler marching into Russia. And we use that analogy for a reason.
[01:09:20.880 --> 01:09:25.600]  But first off, I'm going to be writing a big article today with Paul Watson and going over the fact.
[01:09:27.440 --> 01:09:30.160]  And I want to get Robert's take on this because he talks a lot about the police state,
[01:09:31.600 --> 01:09:36.240]  the billions of bullets, the armored vehicles, the army times admitting it's for the Tea Party and
[01:09:36.240 --> 01:09:43.120]  gun owners. Ron Paul's former chief of staff, Rand Paul's former chief of staff indicted
[01:09:44.320 --> 01:09:51.840]  for nothing, forgiving campaign money to libertarians to have them run for office.
[01:09:51.840 --> 01:09:57.040]  They're calling that's a payoff for endorsing Rand Paul or something. Just incredible.
[01:09:58.240 --> 01:10:02.800]  They've indicted the Texas Attorney General. I know they're trying to indict the governor of Texas.
[01:10:02.800 --> 01:10:08.160]  This is real political persecution. People flying battle flags in Georgia, 15 of them
[01:10:08.160 --> 01:10:11.280]  have been charged with terrorism because they flew them on their trucks at a park.
[01:10:12.080 --> 01:10:17.120]  Good people's feelings were hurt. And they're being charged. We showed the video from the
[01:10:17.120 --> 01:10:21.520]  Southern Barbary Law Center. They're being charged for driving away saying, we'll see you guys,
[01:10:21.520 --> 01:10:31.680]  have a good day. This is the new persecution. Radical Muslims pouring into Europe.
[01:10:31.680 --> 01:10:34.720]  If you criticize them, you're arrested. Your children are taken.
[01:10:38.160 --> 01:10:41.120]  Zuckerberg caught on tape saying, you know, he's going to censor the web.
[01:10:42.960 --> 01:10:46.240]  It's here. It's to a new level and now.
[01:10:48.640 --> 01:10:51.600]  And I want to get his take on this. Then we'll get into Russia and the geopolitical issues.
[01:10:53.280 --> 01:10:56.880]  And in the next hour, I'm going to play these clips. No one has covered this shit but UPI.
[01:10:56.880 --> 01:11:03.520]  And the Justice Department put a press release out. This is so huge. We're going to play the video
[01:11:03.520 --> 01:11:08.960]  clips here where they say that they're basically preparing for a civil war with the Tea Party,
[01:11:08.960 --> 01:11:13.680]  libertarians, conservatives, and they're preparing for acts of terror by the Tea Party,
[01:11:14.240 --> 01:11:18.320]  and that through the safe cities move with the United Nations directing it,
[01:11:18.880 --> 01:11:23.760]  they're going to federalize local police and they're creating a new Justice Department
[01:11:23.760 --> 01:11:30.960]  anti-terror unit basically run by the Southern Poverty Law Center and ADL to go out and politically
[01:11:30.960 --> 01:11:40.720]  target people. And this is the main new national security position for the Domestic Terrorism
[01:11:40.720 --> 01:11:47.680]  Council saying that homegrown, libertarian, conservative terror will be the new menace.
[01:11:47.680 --> 01:11:51.200]  Now we got the secret documents six, seven years ago. We broke them. People didn't believe
[01:11:51.200 --> 01:11:56.880]  it. It was confirmed real where they said Ron Paul, Aaron Russo's film, Info Wars and some of the
[01:11:56.880 --> 01:12:01.600]  documents. If you see somebody with a get us out of the UN sticker on their car, go ahead and arrest
[01:12:01.600 --> 01:12:07.600]  them. So they're trying to get the police to believe free speech is illegal and it's starting to happen.
[01:12:10.880 --> 01:12:15.760]  And so clearly they're going to pull, I believe, some false flags and try to frame the Liberty
[01:12:15.760 --> 01:12:20.320]  Movement. Clearly they've tried to frame Russia for events. Russia didn't commit. They tried to
[01:12:20.320 --> 01:12:25.760]  frame Syria for chemical attacks. They didn't commit. Our government is clearly funding ISIS
[01:12:25.760 --> 01:12:29.840]  and al-Qaeda. The former head of defense intelligence went public and said they were ordered to do that
[01:12:29.840 --> 01:12:34.640]  two months ago. We've played that clip. So the good news is there's a lot of people in government
[01:12:34.640 --> 01:12:38.720]  speaking out against this. Foreign ministers are saying they believe Obama is mentally ill.
[01:12:40.720 --> 01:12:45.920]  The neocons are clearly mentally ill, but we've always talked about this tyranny cresting and
[01:12:45.920 --> 01:12:55.200]  historically, tyrants don't quit. They always go too far. And in World War II, more than 50 million
[01:12:55.200 --> 01:13:00.960]  people died, most of them civilians. And many historians are saying the parallels to World
[01:13:00.960 --> 01:13:05.120]  War I, World War II, and the Cuban Missile Crisis are legions. So we'll get into Russia,
[01:13:05.120 --> 01:13:10.000]  get into the economy, but first before we go to break it, about six, seven minutes, Dr. Roberts
[01:13:10.000 --> 01:13:16.160]  joins us. His website is excellent. You can read his syndicated column there, paulcraigroberts.org.
[01:13:17.760 --> 01:13:22.720]  His most recent book is titled How America Was Lost. And I have never been in such deep
[01:13:22.720 --> 01:13:30.400]  mourning, Dr. Roberts. And I know you've been not cynical, but, you know, almost gallows humor
[01:13:30.400 --> 01:13:36.640]  laughing about this yourself. I am just struggling with my instinct to get my family out of the
[01:13:36.640 --> 01:13:41.200]  country. I've pledged to stay here and try to fight this. I know I couldn't live with myself if
[01:13:41.200 --> 01:13:46.080]  I didn't stay, but I know for a fact that they've got the FBI for two years digging into me under
[01:13:46.080 --> 01:13:50.080]  White House orders. I've confirmed this from people in the government directly from with agents.
[01:13:51.040 --> 01:13:57.760]  And the FBI can't find anything. So they're being ordered now. And I was told, well, new
[01:13:57.760 --> 01:14:01.120]  units are going to be created and they're creating political offices that are going to go after
[01:14:01.120 --> 01:14:07.040]  everybody. And now you see what's happening to the polls. And I told people before it was even
[01:14:07.040 --> 01:14:09.920]  in the news that we're going to indict the attorney general in Texas. And I have obviously
[01:14:09.920 --> 01:14:14.400]  a lot of high level sources. I know you have a lot of high level sources as well. But this really
[01:14:14.400 --> 01:14:19.360]  is the breaking of America right now in the long breath before the plunge, in my view,
