[00:00.000 --> 00:02.000]  You've got it
[52:33.360 --> 52:35.360]  an hour before the game and said
[52:35.360 --> 52:37.360]  here's my complete playbook
[52:37.360 --> 52:39.360]  and exactly how I'm going to run every play
[52:39.360 --> 52:41.360]  just want you to have it
[52:41.360 --> 52:43.360]  and then at first I wouldn't trust them
[52:43.360 --> 52:45.360]  but after I saw the first 5-6 plays exactly as they said
[52:45.360 --> 52:47.360]  I would start using that playbook
[52:47.360 --> 52:49.360]  a menu
[52:49.360 --> 52:51.360]  and I've got their entire playbook
[52:51.360 --> 52:53.360]  the entire playbook's there for you
[52:53.360 --> 52:55.360]  even if you're some selfish little globalist want to be
[52:55.360 --> 52:57.360]  you know how successful you can be in life
[52:57.360 --> 52:59.360]  having their playbook
[52:59.360 --> 53:01.360]  being into researching reality
[53:01.360 --> 53:03.360]  not living I mean I talked to business people
[53:03.360 --> 53:05.360]  executives most of them are like children
[53:05.360 --> 53:07.360]  they live in just a phony fantasy land
[53:07.360 --> 53:09.360]  interfacing with all the dis info
[53:09.360 --> 53:11.360]  they're given
[53:11.360 --> 53:13.360]  there's very few people
[53:13.360 --> 53:15.360]  that pierce it
[53:15.360 --> 53:17.360]  but once you've pierced it
[53:17.360 --> 53:19.360]  and studied the enemy you know
[53:19.360 --> 53:21.360]  everything they're going to do and that's what's frustrating
[53:21.360 --> 53:23.360]  to know this to know it's illegitimate
[53:23.360 --> 53:25.360]  to know it's horrible where it's leading us
[53:25.360 --> 53:27.360]  do you think things are bad now
[53:27.360 --> 53:29.360]  just wait to watch them
[53:29.360 --> 53:31.360]  say we're not in a depression when they know full well it is
[53:31.360 --> 53:33.360]  to watch the public train
[53:33.360 --> 53:35.360]  to live off lies
[53:35.360 --> 53:37.360]  to watch people being conned
[53:37.360 --> 53:39.360]  by it and being helpless
[53:39.360 --> 53:41.360]  because they're willfully ignorant
[53:41.360 --> 53:43.360]  that's painful look at this headline
[53:43.360 --> 53:45.360]  US mayors to cry rise in poverty
[53:45.360 --> 53:47.360]  homelessness and it says they ask a fed
[53:47.360 --> 53:49.360]  we were getting a record
[53:49.360 --> 53:51.360]  request for food and shelter
[53:51.360 --> 53:53.360]  crimes exploding but
[53:53.360 --> 53:55.360]  we've got you know
[53:55.360 --> 53:57.360]  close to 50 something million people
[53:57.360 --> 53:59.360]  what is it 46.2 million people
[53:59.360 --> 54:01.360]  on food stamps that's electronic
[54:01.360 --> 54:03.360]  soup kitchens
[54:03.360 --> 54:05.360]  we need your help but something's happening
[54:05.360 --> 54:07.360]  why do you say it's not a depression
[54:07.360 --> 54:09.360]  the government's like no we had a recovery
[54:09.360 --> 54:11.360]  three years ago everything's fine
[54:11.360 --> 54:13.360]  it's just such a lie
[54:13.360 --> 54:15.360]  like fast and furious
[54:15.360 --> 54:17.360]  the government caught shipping the guns into
[54:17.360 --> 54:19.360]  Mexico and two weeks ago
[54:19.360 --> 54:21.360]  CBS News gets the documents
[54:21.360 --> 54:23.360]  as if I needed them because I have inside sources already knew
[54:23.360 --> 54:25.360]  that it was to blame the Second Amendment
[54:25.360 --> 54:27.360]  of course it was a false flag
[54:27.360 --> 54:29.360]  of course it was stage terror
[54:29.360 --> 54:31.360]  of course it's their number one
[54:31.360 --> 54:33.360]  play it's up the
[54:33.360 --> 54:35.360]  middle
[54:35.360 --> 54:37.360]  half their play is on
[54:37.360 --> 54:39.360]  that that's all they run over
[54:39.360 --> 54:41.360]  and over and over and over again
[54:41.360 --> 54:43.360]  I'm playing the real game
[54:43.360 --> 54:45.360]  of life I'm not focused
[54:45.360 --> 54:47.360]  on Tebow losing right now
[54:47.360 --> 54:49.360]  and I'm not saying you're bad if you're
[54:49.360 --> 54:51.360]  into that but that doesn't
[54:51.360 --> 54:53.360]  affect you at the end of the day it's a
[54:53.360 --> 54:55.360]  prosthesis for manhood
[54:55.360 --> 54:57.360]  it is a fake appendage it isn't
[54:57.360 --> 54:59.360]  real you get in and a mail
[54:59.360 --> 55:01.360]  soap opera to what other men do
[55:01.360 --> 55:03.360]  in a simulated battle that doesn't
[55:03.360 --> 55:05.360]  matter while your entire bill of rights
[55:05.360 --> 55:07.360]  constitution and your dollar
[55:07.360 --> 55:09.360]  is being destroyed
[55:09.360 --> 55:11.360]  while torture and secret arrest
[55:11.360 --> 55:13.360]  and Chinese style internet censorship
[55:13.360 --> 55:15.360]  is all publicly
[55:15.360 --> 55:17.360]  announced everything we warned you about
[55:17.360 --> 55:19.360]  and I told you months ago it was all about to be
[55:19.360 --> 55:21.360]  announced and now it is being announced
[55:21.360 --> 55:23.360]  and they're going into the worldwide
[55:23.360 --> 55:25.360]  implosion they're going into the next
[55:25.360 --> 55:27.360]  hellish phase
[55:27.360 --> 55:29.360]  and people are waking up but not fast enough
[55:29.360 --> 55:31.360]  let's go to the short clip of
[55:31.360 --> 55:33.360]  the senator
[55:33.360 --> 55:35.360]  Carl Levin going hey don't blame me for this
[55:35.360 --> 55:37.360]  affecting US citizens this NDA
[55:37.360 --> 55:39.360]  bill and the end deposit commentatus the president
[55:39.360 --> 55:41.360]  asked for this are you aware of that senator
[55:41.360 --> 55:43.360]  the senator says yes I am here it is
[55:43.360 --> 55:45.360]  and I'm wondering whether
[55:45.360 --> 55:47.360]  the senator is familiar with
[55:47.360 --> 55:49.360]  the fact that the language
[55:49.360 --> 55:51.360]  the language which
[55:51.360 --> 55:53.360]  precluded the application
[55:53.360 --> 55:55.360]  of section
[55:55.360 --> 55:57.360]  1031
[55:57.360 --> 55:59.360]  two American citizens
[55:59.360 --> 56:01.360]  was in the bill
[56:01.360 --> 56:03.360]  that we originally approved in the armed
[56:03.360 --> 56:05.360]  services committee and the administration
[56:05.360 --> 56:07.360]  asked us to remove
[56:07.360 --> 56:09.360]  the language which says
[56:09.360 --> 56:11.360]  that US citizens in lawful residents
[56:11.360 --> 56:13.360]  would not be
[56:13.360 --> 56:15.360]  subject to this section is the senator
[56:15.360 --> 56:17.360]  familiar with the fact that it was the administration
[56:17.360 --> 56:19.360]  that asked us to remove
[56:19.360 --> 56:21.360]  the very language
[56:21.360 --> 56:23.360]  which we had in the bill which passed the committee
[56:23.360 --> 56:25.360]  and that we removed it at the request
[56:25.360 --> 56:27.360]  of the administration
[56:27.360 --> 56:29.360]  that would have said that this
[56:29.360 --> 56:31.360]  determination
[56:31.360 --> 56:33.360]  would not apply to
[56:33.360 --> 56:35.360]  US citizens in lawful residents
[56:35.360 --> 56:37.360]  I'm just wondering is the senator
[56:37.360 --> 56:39.360]  familiar with the fact that it was the administration
[56:39.360 --> 56:41.360]  which asked us to remove
[56:41.360 --> 56:43.360]  the very language
[56:43.360 --> 56:45.360]  the absence of which
[56:45.360 --> 56:47.360]  is now objected to
[56:47.360 --> 56:49.360]  by the senator from Illinois
[56:49.360 --> 56:51.360]  I'm familiar now because the senator from Michigan
[56:51.360 --> 56:53.360]  has shared that fact with me
[56:53.360 --> 56:55.360]  that is the chairman of the armed services
[56:55.360 --> 56:57.360]  committee
[56:57.360 --> 56:59.360]  I've got three or four other senators saying the same thing
[56:59.360 --> 57:01.360]  who were cosponsors
[57:01.360 --> 57:03.360]  so let's get it straight
[57:03.360 --> 57:05.360]  it does affect US citizens
[57:05.360 --> 57:07.360]  you just bought the Psyop
[57:07.360 --> 57:09.360]  this is all a military handbook
[57:09.360 --> 57:11.360]  as they assault you they deny it's an assault
[57:11.360 --> 57:13.360]  then the president comes in
[57:13.360 --> 57:15.360]  he's going to veto it
[57:15.360 --> 57:17.360]  just so there's not opposition to it
[57:17.360 --> 57:19.360]  and then as soon as they get the votes to pass it
[57:19.360 --> 57:21.360]  he comes in and signs it
[57:21.360 --> 57:23.360]  it's a fake handoff
[57:23.360 --> 57:25.360]  again you want to use more football analogies
[57:25.360 --> 57:27.360]  okay
[57:27.360 --> 57:29.360]  I mean we don't have time to play games
[57:29.360 --> 57:31.360]  they're getting ready to launch giant wars
[57:31.360 --> 57:33.360]  and I'm telling you I got their memos
[57:33.360 --> 57:35.360]  they're public I'll cover this when we come back
[57:35.360 --> 57:37.360]  they're getting ready to stage terror attacks
[57:37.360 --> 57:39.360]  and blaming on domestic groups
[57:39.360 --> 57:41.360]  they think we're so dumb
[57:41.360 --> 57:43.360]  they publicly are talking about it in major newspapers
[57:43.360 --> 57:45.360]  I'm Alex Jones, infowars.com
[57:45.360 --> 58:11.360]  hour 2 coming up with Ron Paul by the way
[58:11.360 --> 58:15.360]  they so pride in every stitch
[58:15.360 --> 58:19.360]  guarantee you love the way they fit
[58:19.360 --> 58:22.360]  they put a diamond gusset in the crotch
[58:22.360 --> 58:24.360]  where you need it most
[58:24.360 --> 58:27.360]  blue diamond gussets got it
[58:27.360 --> 58:29.360]  others don't
[58:29.360 --> 58:31.360]  we turned jeans inside out
[58:31.360 --> 58:33.360]  diamond gusset jeans
[58:33.360 --> 58:36.360]  made in the USA with unparalleled quality
[58:36.360 --> 58:38.360]  our Defender motorcycle jeans combine
[58:38.360 --> 58:40.360]  gusset comfort with Kevlar protection
[58:40.360 --> 58:42.360]  so you can ride all day with confidence
[58:42.360 --> 58:45.360]  order yours at gusset.com
[58:45.360 --> 58:47.360]  diamond gusset jeans got it
[58:47.360 --> 58:49.360]  others don't
[58:49.360 --> 58:51.360]  you may be arrested
[58:51.360 --> 58:54.360]  and or subject to other police action
[58:54.360 --> 58:55.360]  tyranny is here
[58:55.360 --> 58:58.360]  the grim future foretold in 1984
[58:58.360 --> 58:59.360]  has become reality
[58:59.360 --> 59:01.360]  it really says that the state is god
[59:01.360 --> 59:04.360]  the united states is now recognized globally
[59:04.360 --> 59:07.360]  as one of the most oppressive police states on earth
[59:07.360 --> 59:10.360]  this film conclusively proves the existence
[59:10.360 --> 59:12.360]  of a secret network of FEMA camps
[59:12.360 --> 59:14.360]  now being expanded nationwide
[59:14.360 --> 59:16.360]  this documentary exposes how the continuity
[59:16.360 --> 59:18.360]  of government program has established
[59:18.360 --> 59:20.360]  an old powerful shadow state
[59:20.360 --> 59:22.360]  police state 4 chronicles the sickening depth
[59:22.360 --> 59:24.360]  to which our republic has fallen
[59:24.360 --> 59:26.360]  prepare to enter the secret of world
[59:26.360 --> 59:28.360]  of emergency dictatorship
[59:28.360 --> 59:31.360]  body scammers, sound cameras, citizen spies
[59:31.360 --> 59:34.360]  stage terror and cameras on every street corner
[59:34.360 --> 59:37.360]  it's only the beginning of the new world order's hellish plan
[59:37.360 --> 59:39.360]  the police state isn't coming
[59:39.360 --> 59:40.360]  it's here
[59:40.360 --> 59:42.360]  secure your copy today
[59:42.360 --> 59:44.360]  at infowars.com
[59:44.360 --> 59:46.360]  or see it online in the highest quality
[59:46.360 --> 59:48.360]  at prismplanet.tv
[59:50.360 --> 59:52.360]  coast to coast
[59:52.360 --> 59:54.360]  direct from Austin
[59:54.360 --> 59:58.360]  you're listening to the Alex Jones Broadcasting Network
[59:58.360 --> 01:00:01.360]  network
[01:00:01.360 --> 01:00:04.360]  from his central Texas command center
[01:00:04.360 --> 01:00:06.360]  deep behind enemy lines
[01:00:06.360 --> 01:00:08.360]  the information war continues
[01:00:08.360 --> 01:00:12.360]  it's Alex Jones and the GCN radio network
[01:00:23.360 --> 01:00:25.360]  alright we are back
[01:00:25.360 --> 01:00:28.360]  we are into hour number two today
[01:00:28.360 --> 01:00:31.360]  and Americans have just gotten used to
[01:00:31.360 --> 01:00:33.360]  everything being fine
[01:00:33.360 --> 01:00:35.360]  there being plenty of food and everything
[01:00:35.360 --> 01:00:37.360]  and entertainment and you know
[01:00:37.360 --> 01:00:39.360]  people don't question how do highways get built
[01:00:39.360 --> 01:00:41.360]  where does electrical power come from
[01:00:41.360 --> 01:00:43.360]  where does food come from
[01:00:43.360 --> 01:00:45.360]  it's just oh the cameras watch me
[01:00:45.360 --> 01:00:47.360]  and the helicopters fly around
[01:00:47.360 --> 01:00:49.360]  and our country starts big wars
[01:00:49.360 --> 01:00:51.360]  and kills people in mass
[01:00:51.360 --> 01:00:53.360]  and ships, guns and the Mexico and drugs
[01:00:53.360 --> 01:00:55.360]  are going to leave you alone
[01:00:55.360 --> 01:00:57.360]  they've committed so many crazy crimes
[01:00:57.360 --> 01:00:59.360]  and they want to go to the next level
[01:00:59.360 --> 01:01:01.360]  so they're just butchering the entire
[01:01:01.360 --> 01:01:03.360]  Bill of Rights and Constitution
[01:01:03.360 --> 01:01:05.360]  and we come back to the next segment
[01:01:05.360 --> 01:01:07.360]  I'm going to give the number out right now
[01:01:07.360 --> 01:01:09.360]  I'm going to open the phones up right now
[01:01:09.360 --> 01:01:11.360]  is our phone system ready to be opened up
[01:01:11.360 --> 01:01:13.360]  here is the toll free number
[01:01:13.360 --> 01:01:15.360]  877789 Alex
[01:01:15.360 --> 01:01:17.360]  and I would like to hear from you
[01:01:17.360 --> 01:01:19.360]  on the crossroads issue
[01:01:19.360 --> 01:01:21.360]  I mean it encompasses every issue
[01:01:21.360 --> 01:01:23.360]  the attacks on lemonade stands
[01:01:23.360 --> 01:01:25.360]  the Amish the internal documents
[01:01:25.360 --> 01:01:27.360]  where it's veterans and conservatives
[01:01:27.360 --> 01:01:29.360]  and libertarians the system wants to go after
[01:01:29.360 --> 01:01:31.360]  the military
[01:01:31.360 --> 01:01:33.360]  openly training and in army
[01:01:33.360 --> 01:01:35.360]  times and stars and stripes
[01:01:35.360 --> 01:01:37.360]  preparing for war with the domestic
[01:01:37.360 --> 01:01:39.360]  citizens the NDA
[01:01:39.360 --> 01:01:41.360]  the open internet censorship
[01:01:41.360 --> 01:01:43.360]  all of this I want to hear
[01:01:43.360 --> 01:01:45.360]  from you
[01:01:45.360 --> 01:01:47.360]  on these issues I want to get
