[00:00:11.113 --> 00:00:13.374]  He never gives up.
[01:51:49.923 --> 01:52:07.915]  They probably knew that Obamacare was going to be a disaster, and they're like, you know, hey, we're going to have a Republican president anyway, because... That's what they actually said, and then they want a single-payer, which is what Bernie... In fact, since we mentioned it, since you said it, Laura, you're absolutely on target, here's Bernie Sanders, said Medicaid for all would bankrupt the U.S.
[01:52:07.915 --> 01:52:09.376]  Now he's all for it, though.
[01:52:09.376 --> 01:52:16.540]  They always said, as Equally Emanuel said, Gruber said, once we bankrupt it, then we really screw it over with a single-payer.
[01:52:16.540 --> 01:52:16.881]  Here it is.
[01:52:17.521 --> 01:52:28.570]  One of the points that we understand that I think was reinforced when we went to Canada is that, at least as I see it, and I'm not an expert on it, but this is the way I see it.
[01:52:28.570 --> 01:52:33.915]  Number one, you want to guarantee that all people have access to health care, as you do in Canada.
[01:52:33.915 --> 01:52:43.783]  But I think what we understand is that unless we change the funding system and the control mechanisms in this country to do that, for example, if we expanded Medicaid to everybody, right?
[01:52:43.783 --> 01:52:44.984]  Give everybody a Medicaid card.
[01:52:45.926 --> 01:52:52.232]  We would be spending such an astronomical sum of money that, you know, we would bankrupt the nation.
[01:52:52.232 --> 01:52:56.537]  So maybe you want to talk a little bit about that and why in Canada...
[01:52:57.538 --> 01:53:05.284]  Under their national health system, you can have access for all people and yet, per capita, it is less expensive than in the United States.
[01:53:05.284 --> 01:53:07.406]  Wait a minute, wait a minute.
[01:53:07.406 --> 01:53:09.487]  Canada has horrible health care.
[01:53:09.487 --> 01:53:11.589]  Canadians admit that.
[01:53:11.589 --> 01:53:15.232]  White people don't know what it's like to be poor, Laura.
[01:53:15.232 --> 01:53:17.473]  There's no poor white people.
[01:53:17.473 --> 01:53:18.314]  I said it!
[01:53:18.314 --> 01:53:20.496]  I got crazy Einstein hair, it's true, Laura.
[01:53:21.496 --> 01:53:23.877]  Yeah, maybe we want to talk about it.
[01:53:23.877 --> 01:53:27.358]  Yeah, like everybody has been trying to talk about this, right?
[01:53:27.358 --> 01:53:41.122]  The Republicans and Donald Trump, President Trump, we've been trying to talk about how horrendous Obamacare is and, you know, how horrible healthcare is under Obamacare and how just toxic it is for the American economy.
[01:53:41.122 --> 01:53:43.702]  But the Democrats don't want to have a discussion about this.
[01:53:43.702 --> 01:53:45.423]  They're really honestly set on
[01:53:46.684 --> 01:53:49.085]  You know, just destroying this country economically.
[01:53:49.085 --> 01:53:53.288]  I don't really think they're concerned about American citizens having health care.
[01:53:53.288 --> 01:54:00.594]  Really, their goal is just to undermine Trump and put the failures... Their goal is to seize control of a big part of the economy and control people.
[01:54:00.594 --> 01:54:02.035]  I mean, absolutely.
[01:54:02.035 --> 01:54:03.416]  Laura Loomer is our guest.
[01:54:03.416 --> 01:54:05.457]  Let's go ahead and take another phone call here.
[01:54:05.457 --> 01:54:07.799]  Let's talk to Chris in Virginia.
[01:54:07.799 --> 01:54:09.060]  Chris, you're on the air worldwide.
[01:54:10.467 --> 01:54:24.096]  Yeah, I was talking about Trump being fatalistic because, you know, I really do think that he is that way, but being fatalistic in terms of his cabinet members, they may not be.
[01:54:24.096 --> 01:54:29.940]  And that would explain why people criticize Sessions about not going after Hillary Clinton.
[01:54:29.940 --> 01:54:32.261]  That's a body count squad right there.
[01:54:32.261 --> 01:54:33.962]  That's a hit squad.
[01:54:33.962 --> 01:54:36.884]  You know, you going after them people, they make you disappear.
[01:54:36.884 --> 01:54:38.065]  So I don't think that
[01:54:38.789 --> 01:54:43.231]  A lot of the people in Trump's cabinet got his same fatalistic attitude.
[01:54:43.231 --> 01:54:45.072]  Chris is the smartest caller in like a month.
[01:54:45.072 --> 01:54:45.572]  It's true.
[01:54:45.572 --> 01:54:47.733]  People I know that know Trump.
[01:54:47.733 --> 01:54:48.954]  It's not confidence.
[01:54:48.954 --> 01:54:51.095]  He is so confident he doesn't care.
[01:54:51.095 --> 01:54:53.196]  That's why they call him mentally ill.
[01:54:53.196 --> 01:54:54.857]  Because he doesn't care.
[01:54:54.857 --> 01:54:57.118]  But you're right.
[01:54:57.118 --> 01:54:57.898]  What do you think, Chris?
[01:54:57.898 --> 01:54:58.759]  Where do you think this is going?
[01:55:00.270 --> 01:55:15.122]  Well, I think that it goes back to a conversation that we had a while ago where I think it's two factions going on between the globalists, which you said they're the same people, but it is them Satanists out there that truly want to see the world burn.
[01:55:15.122 --> 01:55:16.683]  And then you have them other globalists
[01:55:17.123 --> 01:55:21.006]  As proof with the Bilderberg, where there wasn't really a lot of talk about taking Trump out.
[01:55:21.006 --> 01:55:22.707]  They were like, oh, let him make this money.
[01:55:22.707 --> 01:55:25.930]  Because they want to live the lifestyle that they've been accustomed to.
[01:55:25.930 --> 01:55:27.711]  They don't want to see the world burn.
[01:55:27.711 --> 01:55:29.252]  They want their yacht.
[01:55:29.252 --> 01:55:30.633]  Well, first, let me say this.
[01:55:30.633 --> 01:55:31.754]  I love Chris's voice.
[01:55:31.754 --> 01:55:33.275]  Number two, he's called a few times.
[01:55:33.275 --> 01:55:34.736]  Chris, give us your name and number right now.
[01:55:34.736 --> 01:55:37.418]  Because I'm looking, I keep saying this, we've got like 10 names.
[01:55:37.418 --> 01:55:40.461]  The best callers, I want to give them their own show every day.
[01:55:41.041 --> 01:55:43.823]  Where you guys can just say whatever you want, cover whatever you want.
[01:55:43.823 --> 01:55:46.204]  So Chris, I'm out of time, but give us your name and number.
[01:55:46.204 --> 01:55:46.824]  I want to call you.
[01:55:46.824 --> 01:55:52.547]  Because every time you call, maybe you call five, six times, if memory serves, it's always gold.
[01:55:52.547 --> 01:55:53.208]  Great knowledge.
[01:55:53.208 --> 01:55:57.410]  I want to get you, as a regular member of the show, come on like 30 minutes, whenever you want, really talk.
[01:55:57.410 --> 01:56:00.291]  So, folks, get Chris's name and number right now.
[01:56:00.291 --> 01:56:01.872]  Give us a knee cub.
[01:56:01.872 --> 01:56:06.255]  And set Chris up for like 30 minutes this week with me, because I want to get him primed for the pump to do that.
[01:56:06.255 --> 01:56:08.276]  Because the real knowledge is with the people.
[01:56:08.276 --> 01:56:08.716]  Laura Loomer?
[01:56:09.761 --> 01:56:11.403]  Yeah, the real knowledge is with the people.
[01:56:11.403 --> 01:56:18.231]  Change is with the people, which is why it's great that InfoWars provides such an excellent platform for people like Chris, right?
[01:56:18.231 --> 01:56:24.838]  Just average Americans who have this knowledge, who, you know, are woke as the kids grow up.
[01:56:25.038 --> 01:56:29.421]  Like he said, Trump's willing to go all the way, not out of bravado, just the way he is.
[01:56:29.421 --> 01:56:31.562]  I'm the same way quite frankly, it's just true.
[01:56:31.562 --> 01:56:34.164]  But it's almost like you're blind when you have no fear.
[01:56:34.164 --> 01:56:37.686]  How does he get people around him that'll do it when they're all getting threatened and attacked?
[01:56:37.686 --> 01:56:38.907]  That's a good point Chris made.
[01:56:38.907 --> 01:56:40.188]  It's actually central.
[01:56:40.188 --> 01:56:42.349]  How does he get this done with a bunch of cowards around him?
[01:56:46.451 --> 01:56:50.674]  I think he really just needs to get rid of these people who are not Trump loyalists.
[01:56:50.674 --> 01:56:59.319]  I mean, he's just surrounded by people who have these never-Trumper philosophies and this never-Trumper mindset, and I think that
[01:57:01.178 --> 01:57:06.141]  I think it actually was like really great when he had Scaramucci in because Scaramucci made a few comments about like cleaning house, right?
[01:57:06.141 --> 01:57:08.162]  And just getting people out who weren't loyal.
[01:57:08.162 --> 01:57:09.463]  And that really shook him up.
[01:57:09.463 --> 01:57:10.564]  Chris is there on hold.
[01:57:10.564 --> 01:57:13.706]  Let's get Chris on Wednesday or Thursday for 30 minutes if he'll do it.
[01:57:13.706 --> 01:57:14.867]  Laura Loomer, you're awesome.
[01:57:14.867 --> 01:57:15.767]  Great job with the Hillary stuff.
[01:57:15.767 --> 01:57:17.268]  I'm sorry to all the other callers.
[01:57:17.268 --> 01:57:19.330]  Nathan and Karen and Joshua and JK.
[01:57:19.330 --> 01:57:21.591]  I'll be back tomorrow, Lord willing, 11 a.m.
[01:57:21.591 --> 01:57:22.352]  Central.
[01:57:22.352 --> 01:57:24.973]  Got the big CIA interview coming up with the whistleblower.
[01:57:24.973 --> 01:57:25.594]  Thank you, Laura.
[01:57:25.594 --> 01:57:26.034]  Great job.
[01:57:27.944 --> 01:57:29.526]  Great journalist out there.
[01:57:29.526 --> 01:57:30.928]  Okay, thanks for putting up with me.
[01:57:30.928 --> 01:57:33.931]  Great job of the crew, all the affiliates, the sponsors.
[01:57:33.931 --> 01:57:35.833]  Thank you for your prayers and support.
[01:57:35.833 --> 01:57:37.675]  I'm not perfect, but I'm not out to get you.
[01:57:37.675 --> 01:57:40.158]  Because I know we're all connected.
[01:57:40.158 --> 01:57:41.420]  Thank you all, ladies and gentlemen.
[01:57:41.420 --> 01:57:42.841]  See you back soon, InfoWars.com.
[01:57:44.216 --> 01:57:45.817]  Vitamin Mineral Fusion.
[01:57:45.817 --> 01:57:48.419]  Visit Infowarslife.com to secure your canister.
[01:57:48.419 --> 01:57:55.904]  We have worked for years with our chemists and scientists to create the most powerful and affordable, great-tasting multivitamin formula available.
[01:57:55.904 --> 01:58:06.151]  Vitamin Mineral Fusion Drink Mix at Infowarslife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[01:58:06.551 --> 01:58:14.395]  In the history of InfoWars life, we've brought out a lot of amazing products like Survival Shield X2, Super Metal Vitality, and so many others.
[01:58:14.395 --> 01:58:24.599]  With its unique delivery system and proprietary manufacturing process designed for maximized effects, this formula is the platinum standard of multivitamin mineral products.
[01:58:24.599 --> 01:58:26.640]  And this part is most important.
[01:58:26.640 --> 01:58:33.163]  The ingredients in Vitamin Mineral Fusion are either plant-derived or of the highest quality lab standards.
[01:58:33.443 --> 01:58:34.886]  That means it's clean.
[01:58:34.886 --> 01:58:36.008]  That means it's pure.
[01:58:36.008 --> 01:58:38.914]  And rest secured, you're fighting the tip of the spear in the InfoWars.
[01:58:38.914 --> 01:58:41.719]  That's InfoWarsRifes.com and Vitamin Mineral Fusion.
[01:58:41.719 --> 01:58:43.342]  Take action now before we sell out.
[01:58:46.069 --> 01:58:51.313]  Protect your skin with SPF 30 Sunscreen Lotion by Emrix Essentials.
[01:58:51.313 --> 01:58:58.499]  Perfect for face and body, this natural, unscented sunscreen can be worn at all times of the day, whenever you need sun protection.
[01:58:58.499 --> 01:59:04.384]  We source ingredients from nature, producing a product free of harmful chemicals and toxins.
[01:59:04.384 --> 01:59:12.191]  This natural lotion contains 21% zinc oxide, which is the largest particle size used, and we do not use nanoparticles.
[01:59:12.691 --> 01:59:16.213]  The larger the particle, the safer it is for your body.
[01:59:16.213 --> 01:59:20.355]  The organic oils help hydrate the skin, leaving it nice and smooth.
[01:59:20.355 --> 01:59:24.778]  The truly natural fragrance-free sunscreen for the most sensitive skin.
[01:59:24.778 --> 01:59:31.001]  Emrix Essentials wants you to enjoy the sun and strives to bring you organic products to enhance your life.
[01:59:31.001 --> 01:59:35.884]  Naturally protect your skin with SPF 30 sunscreen lotion by Emrix Essentials.
[01:59:36.144 --> 01:59:39.426]  Stop exposing yourself and your family to toxic ingredients.
[01:59:39.426 --> 01:59:47.893]  Visit infowarrestore.com and learn more about the new SPF 30 sunscreen lotion.
[01:59:47.893 --> 01:59:50.495]  You're listening to the Alex Jones Show!
