[00:00:06.084 --> 00:00:08.286]  Societies don't change.
[01:07:51.973 --> 01:07:54.134]  Visit TrendsResearch.com today.
[01:07:54.134 --> 01:07:56.455]  That's TrendsResearch.com.
[01:07:56.455 --> 01:07:58.295]  Subscribe to the Trends Journal.
[01:07:58.295 --> 01:08:00.036]  This information is too important to wait.
[01:08:01.977 --> 01:08:07.381]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[01:08:07.381 --> 01:08:10.683]  Because there's a war on for your mind.
[01:08:10.683 --> 01:08:12.324]  Okay, Joe in Texas.
[01:08:12.324 --> 01:08:13.485]  We're going back to him in a moment.
[01:08:13.485 --> 01:08:13.905]  Not yet.
[01:08:13.905 --> 01:08:16.527]  We're going to other calls.
[01:08:16.527 --> 01:08:21.430]  He called in and said that a man was installing a satellite system at their house.
[01:08:21.430 --> 01:08:22.631]  He'd been in Iraq three years.
[01:08:22.631 --> 01:08:27.074]  He talked to his buddy, who's in the National Guard, just rotated back from Iraq.
[01:08:28.226 --> 01:08:41.414]  And that they are preparing for martial law from Texas City, and they've been taking the cameras of reporters south of Houston, a PBS reporter last week, from Texas City all the way to the Keys.
[01:08:41.414 --> 01:08:42.835]  Martial law.
[01:08:42.835 --> 01:08:54.342]  It's already martial law when they say it's a federal felony to videotape the police and military, and you have the general, the admiral, in charge of the Coast Guard saying that a week and a half ago.
[01:08:54.342 --> 01:08:55.803]  We read the quotes, we played the clips.
[01:08:57.116 --> 01:08:58.096]  That is martial law.
[01:08:58.096 --> 01:09:00.137]  They just don't tell you it's martial law.
[01:09:00.137 --> 01:09:05.158]  Martial law is rolling up to a checkpoint, and Austin police taking blood without warrants.
[01:09:05.158 --> 01:09:09.880]  That's in the news today, and they say they're going to videotape while they take your blood.
[01:09:09.880 --> 01:09:11.260]  And that's a federal grant.
[01:09:11.260 --> 01:09:13.801]  Your police being under federal control is martial law.
[01:09:13.801 --> 01:09:15.421]  But it's a continuum.
[01:09:15.421 --> 01:09:18.482]  Martial law is a graph, okay?
[01:09:18.482 --> 01:09:21.763]  And that's that article I wrote with Ed Homan 12 years ago.
[01:09:21.763 --> 01:09:24.264]  Martial law is here, and it's a three on the Richter scale.
[01:09:25.236 --> 01:09:27.357]  But guys, Google that article, see if we can pull it up.
[01:09:27.357 --> 01:09:29.159]  It's in an old InfoWars format.
[01:09:29.159 --> 01:09:32.221]  Martial Law, and it's a three on the Richter scale.
[01:09:32.221 --> 01:09:37.765]  And I show Army Checkpoint, regular Army, in Belton.
[01:09:37.765 --> 01:09:42.208]  And then again, years later in 2000, I went up there and the troops came up and said, you were here before!
[01:09:42.208 --> 01:09:43.369]  Get out of here!
[01:09:43.369 --> 01:09:46.611]  And then Marines came over and started trying to threaten us.
[01:09:48.786 --> 01:09:49.227]  I don't
[01:10:11.653 --> 01:10:12.854]  That they have set up.
[01:10:12.854 --> 01:10:24.303]  The main thing that they have deployed is battle plans in every city and even small towns to use your soccer field, your football stadium, these Walmart distribution centers.
[01:10:24.303 --> 01:10:28.086]  I was told that many years before I then saw mainstream articles.
[01:10:28.086 --> 01:10:31.929]  You know, you get intel, you don't know if it's real, but you file it.
[01:10:31.929 --> 01:10:39.635]  And then you see an article, Walmart says during a flu outbreak, they've done a deal with Homeland Security to use distribution centers as places for people to be held,
[01:10:42.859 --> 01:10:47.302]  I mean, you just do this day after day, you get a very clear crystal clear picture.
[01:10:47.302 --> 01:10:50.263]  But now I don't have to have a crystal clear picture for my own intel.
[01:10:50.263 --> 01:10:52.504]  It's all out in the open.
[01:10:52.504 --> 01:10:54.866]  Now, let me say this.
[01:10:54.866 --> 01:10:59.308]  This is so important, and please listen to me carefully, please.
[01:10:59.308 --> 01:11:05.792]  Remember in January of last year, we had the interview with the emergency manager from Indiana.
[01:11:06.747 --> 01:11:20.761]  It came out in several newspapers there that emergency managers in Illinois and Indiana didn't know why they were being told flu will be horrible this year, millions will die, there will be martial law.
[01:11:20.761 --> 01:11:22.743]  This was in 2009.
[01:11:22.743 --> 01:11:31.111]  Now this is two plus months before in the middle of April, the out of season, wrong hemisphere, wrong time of year, flu showed up and you're gonna, I'm gonna connect this in a moment.
[01:11:32.628 --> 01:11:47.144]  In the wrong time of year, wrong hemisphere, everything, this novel flu with no genealogy, with no family tree, because flu has a genetic history, just shows up out of nowhere.
[01:11:47.144 --> 01:11:51.849]  The media admits that this was engineered, that this was manufactured somehow.
[01:11:51.849 --> 01:11:52.550]  Now, let's go back.
[01:11:54.600 --> 01:11:56.481]  I get intel out of Indiana.
[01:11:56.481 --> 01:11:58.061]  Then I get intel out of California.
[01:11:58.061 --> 01:12:00.241]  Then I get intel out of Arizona.
[01:12:00.241 --> 01:12:03.142]  Then I get intel out of New York.
[01:12:03.142 --> 01:12:12.525]  And that was the last key piece I got when I went red level on air and started saying emergency, emergency, emergency in January and February and March and then into April.
[01:12:12.525 --> 01:12:13.465]  So three months before.
[01:12:14.275 --> 01:12:18.438]  Remember every day I said red alert, red alert, flu is coming, flu is coming.
[01:12:18.438 --> 01:12:20.559]  We don't know if this is going to be a real flu.
[01:12:20.559 --> 01:12:35.108]  We don't know if it's going to be a binary weapon or a tracker simulant because I've seen documents about them having an H1N1 simulant attenuated virus that they had quote released to track how flu would spread.
[01:12:35.108 --> 01:12:41.952]  We weren't sure but we had all these key pieces and we knew that all over the country police were being trained for martial law.
[01:12:42.893 --> 01:12:43.033]  I don't
[01:13:02.208 --> 01:13:02.488]  I think?
[01:13:23.146 --> 01:13:23.626]  We're good to go.
[01:13:45.567 --> 01:13:53.772]  A Bureau of Cemeteries, Department of Cemeteries plan in New York State for millions of dead.
[01:13:53.772 --> 01:13:57.914]  They were going to all the main cemeteries and saying, can you bury 100,000 here from flu?
[01:13:57.914 --> 01:14:00.496]  Can you bury a half million from flu here?
[01:14:00.496 --> 01:14:01.516]  There it is.
[01:14:01.516 --> 01:14:06.259]  Plans for mass graves confirmed, government survey, cemetery readiness for flu outbreak.
[01:14:06.259 --> 01:14:10.361]  And guys, scroll down and click on the actual documents for PrisonPlanet.tv viewers.
[01:14:10.361 --> 01:14:12.803]  If you're a radio listener, you can just search engine that term.
[01:14:14.025 --> 01:14:15.246]  Division of Cemeteries.
[01:14:15.246 --> 01:14:17.807]  Okay, I was calling it Bureau, going from memory.
[01:14:17.807 --> 01:14:21.349]  State of New York, Department of Division of Cemeteries.
[01:14:21.349 --> 01:14:26.651]  Okay, so that's preparing for mass flu outbreaks and mass death, okay?
[01:14:26.651 --> 01:14:34.976]  And then, I off-air talked to sources in several other states, confirming they'd received these letters in 2007, eight, and nine.
[01:14:34.976 --> 01:14:38.557]  But in nine, they told them, we are going to have this.
[01:14:38.557 --> 01:14:39.958]  This is going to happen.
[01:14:39.958 --> 01:14:41.419]  Flu will break out this year.
[01:14:41.419 --> 01:14:43.360]  Now, this is months before
[01:14:44.485 --> 01:14:51.251]  This novel flu out of left field just shows up and pops up, okay?
[01:14:51.251 --> 01:15:00.539]  Now, I said on air, I said I don't know if this is gonna be a real outbreak, I don't know how deadly it's gonna be, but in the training they're doing with local police,
[01:15:02.281 --> 01:15:15.404]  They're having them harden their police stations, harden their sheriff's departments, harden their emergency management centers and fire departments for IED attacks and terror attacks.
[01:15:15.404 --> 01:15:18.244]  Now, why would small towns be needing to do this?
[01:15:18.244 --> 01:15:22.725]  Well, this is if society completely collapses, which the banks have done by design.
[01:15:22.725 --> 01:15:25.266]  90% of people were self-sufficient in the Great Depression.
[01:15:25.266 --> 01:15:29.707]  At least 7 million starved to death conservatively in university studies over that decade.
[01:15:29.707 --> 01:15:30.547]  Now 90% are urban.
[01:15:31.943 --> 01:15:36.887]  Less than the 10% that are rural, around half of those are self-sufficient.
[01:15:36.887 --> 01:15:42.791]  So we have millions starving to death and dying in graves of wrath with 90% self-sufficient.
[01:15:42.791 --> 01:15:47.034]  Now with 90 plus percent that aren't self-sufficient, what's gonna happen?
[01:15:47.034 --> 01:15:49.456]  You understand what's being set up here?
[01:15:49.456 --> 01:15:50.736]  Now this is being looked at.
[01:15:50.736 --> 01:15:53.358]  This is a current battle plan they've got.
[01:15:53.358 --> 01:15:55.400]  But that doesn't mean this will be implemented.
[01:15:57.065 --> 01:16:07.631]  And I said, they're using this flu as a martial law takeover screen, as a martial law template rationalization, a cover story, an excuse.
[01:16:07.631 --> 01:16:09.452]  I've learned how they operate.
[01:16:09.452 --> 01:16:12.934]  And then when the flu popped up, we said, we don't know if this is going to be deadly or not.
[01:16:12.934 --> 01:16:20.399]  But they went in and told doctors nationwide and state emergency managers that it was going to be all these hundreds of thousands dead and was going to be martial law.
[01:16:21.260 --> 01:16:23.982]  to further hype the fear in April.
[01:16:23.982 --> 01:16:46.054]  But because we exposed the fact that it was a manufactured flu, because we pointed out that the people were not really getting sick and this was manufactured hype, because we pointed out the fact that most people dying had already had the regular seasonal flu shot and that that was what was killing them, because that information got out, they had to back off the program and didn't go ahead with it.
[01:16:46.054 --> 01:16:48.636]  Now, if you analyze this oil spill,
[01:16:50.564 --> 01:16:56.749]  And the way they gave orders to the well operators that they knew would cause it to come in early and fail.
[01:16:56.749 --> 01:17:00.192]  And the way they blocked the response in the Gulf the last 83 days.
[01:17:00.192 --> 01:17:02.814]  Now 84 days today.
[01:17:02.814 --> 01:17:05.257]  And the way they wouldn't let locals deal with it.
[01:17:05.257 --> 01:17:09.120]  And the way that they've been blocking any coverage of it.
[01:17:10.256 --> 01:17:23.766]  And now the intel is flooding in from Marines and Army people that indeed this is true and that martial law is being prepared in the Gulf States.
[01:17:23.766 --> 01:17:31.412]  And then that will be the perfect cover story with this hysteria, with this breakdown of society going into the November election.
[01:17:32.622 --> 01:17:36.186]  For Obama to make everybody forget about government takeover of healthcare.
[01:17:36.186 --> 01:17:38.368]  And forget about the Arizona situation.
[01:17:38.368 --> 01:17:40.631]  And forget about everything that's happening.
[01:17:40.631 --> 01:17:42.853]  And so they can launch a war with Iran.
[01:17:42.853 --> 01:17:54.006]  So they could perhaps even suspend the election or use it as a smoke screen to divert people during the election if they use the electronic voting machines in Nationwide that have been proven to be fraudulent.
[01:17:55.796 --> 01:18:01.679]  But if we get the word out about what's happening, there's a good chance they may back off because they're listening with the NSA.
[01:18:01.679 --> 01:18:04.000]  They're tracking what citizens are saying and doing.
[01:18:04.000 --> 01:18:07.181]  They know if the public's going to buy into something or not.
[01:18:07.181 --> 01:18:10.022]  So clearly, this is a staged event in the Gulf.
[01:18:10.022 --> 01:18:13.064]  Clearly, martial law is already in effect there.
[01:18:13.064 --> 01:18:17.046]  The Washington Post and others are talking about forced mass evacuations.
[01:18:17.046 --> 01:18:18.146]  Now, Joe, you've got a minute and a half.
[01:18:18.146 --> 01:18:19.707]  We're going to come back with our calls.
[01:18:19.707 --> 01:18:22.248]  But finish up any other points that this source told you.
[01:18:23.471 --> 01:18:31.953]  Uh, the only other thing they said, Alex, was like every one of these facilities and these stadiums would be, they would be, tents would be in there.
