[00:00:26.212 --> 00:00:27.513]  It's Sunday, August 25th.
[01:52:15.739 --> 01:52:25.221]  And the unsealed documents are really interesting as well, because in the unsealed documents, the charge is not being made against Epstein, it's actually being made against Ghislaine Maxwell.
[01:52:25.521 --> 01:52:26.902]  Who still walks free.
[01:52:26.902 --> 01:52:28.463]  Who's still at large, yeah.
[01:52:28.463 --> 01:52:30.425]  And no one actually knows where she is.
[01:52:30.425 --> 01:52:33.467]  Well, I saw reports she's just hanging out in Boston.
[01:52:33.467 --> 01:52:35.628]  There have been a few conflicting ones, actually.
[01:52:35.628 --> 01:52:37.129]  So, you know, who knows where she is.
[01:52:37.129 --> 01:52:39.151]  But, yeah, the allegations against her.
[01:52:39.151 --> 01:52:46.196]  And I've read through about two-thirds of the files now, because there's like 800 pages and I just haven't had time to finish them.
[01:52:46.656 --> 01:52:51.181]  But one of them was from a chap called Rizzo, who used to work for the Dubin family.
[01:52:51.181 --> 01:52:57.087]  And they'd gone to their house for dinner or something, and Epstein Maxwell had come in with a young girl.
[01:52:57.087 --> 01:53:00.570]  And she was, you know, head down and silent.
[01:53:00.570 --> 01:53:06.196]  And they told her to sit, like, you know, there's an island in the kitchen, and sit at the table.
[01:53:06.196 --> 01:53:10.360]  And she sits there with her head down, and according to his testimony, just looks there.
[01:53:10.800 --> 01:53:17.003]  And they go out of the room, and so Rizzo and his wife had just left there, and they're like, well this is awkward, what are we going to do?
[01:53:17.003 --> 01:53:36.394]  And so they introduce themselves to her, and then they realize she's on the verge of tears, and so they ask her what's wrong, and she just starts crying and blurting out that she's been on an island, she doesn't know how she's got back, and Epstein and Maxwell were demanding sex, and this guy, I mean, you know, all of these sort of allegations, and this guy's freaking out, he's like, oh my god, you know, and then he asks her, well how old are you?
[01:53:36.394 --> 01:53:37.094]  And she just says, I'm 15.
[01:53:37.094 --> 01:53:37.174]  So...
[01:53:39.595 --> 01:53:45.659]  I mean, it's really, really... I do think we are, in this case, seeing the tip of the iceberg.
[01:53:45.659 --> 01:54:04.489]  And I think, you know, this is so crazy, because we had the WikiLeaks emails coming out, and you had all kinds of weird stuff in there, a lot of it can be directly linked to what the FBI and the CIA say are, you know, code words and stuff for pedophiles, but... I don't know about the Pizzagate stuff, that's the thing, this is straight from the testimony.
[01:54:04.489 --> 01:54:06.931]  But what I'm saying is, the whole Pizzagate thing is just...
[01:54:07.828 --> 01:54:07.968]  That
[01:54:23.917 --> 01:54:26.918]  How many of these people are actual sexual deviants?
[01:54:26.918 --> 01:54:29.999]  How many of these people just do it for power, almost, or blackmail?
[01:54:29.999 --> 01:54:44.483]  Because one of the WikiLeaks, I don't know if you saw this one, talks about somebody sent it from Hillary's campaign or something, to the Podestas or something, I forget which one it is, but it talks about having children, I think it was age 5, 7, and 12, in the hot tub for your entertainment.
[01:54:45.160 --> 01:54:51.562]  Yeah, I did see that, but again, I don't know anything about it, so I don't want to comment on it.
[01:54:51.562 --> 01:55:05.308]  According to Virginia Guthrie, apparently their entire lives revolve around sex, and reading through the testimony of the limo drivers and the airplane pilots and other people involved,
[01:55:06.488 --> 01:55:08.831]  Like you say, their entire lives revolve around sex.
[01:55:08.831 --> 01:55:16.900]  And then when you hear the description of the young girls, because there are multiple descriptions of these 14-15 year old girls, who all act in the same way.
[01:55:16.900 --> 01:55:20.484]  They're all completely silent and they just keep their heads down and they never talk to anyone.
[01:55:20.484 --> 01:55:24.308]  So it really does look like it's about power and control over these people, because
[01:55:24.868 --> 01:55:28.131]  Like, there's nothing like legally or physically keeping them in place.
[01:55:28.131 --> 01:55:34.576]  It's all about coercion, and it's all about manipulation, and obviously, you know, sex addiction, it seems, you know.
[01:55:34.576 --> 01:55:36.917]  And so, yeah, it looks like it's about control.
[01:55:36.917 --> 01:55:37.478]  It really does.
[01:55:37.478 --> 01:55:45.624]  And because that's the thing, too, again, I mean, obviously, sexual deviancy is a thing amongst these groups, but, you know, sex addicts, I mean, there's a lot of people out there.
[01:55:45.624 --> 01:55:48.246]  They're not putting people in hot tubs for your entertainment.
[01:55:48.246 --> 01:55:53.190]  They're not having, hosting orgies on a private island, you know, trying to get young women there.
[01:55:53.809 --> 01:55:55.129]  Yeah, well, this is the thing, isn't it?
[01:55:55.129 --> 01:56:08.112]  I mean, like, when you've got as much money as they've got, I mean, there's probably no end to the amount of young, not young, but like, you know, adult women who would happily do this legally, consensually, and so there'd be no problem.
[01:56:08.112 --> 01:56:11.813]  But this seems to have been done coercively with underage girls.
[01:56:11.813 --> 01:56:16.153]  So that's obviously like some fetish of theirs or some desire that they had.
[01:56:16.153 --> 01:56:18.334]  And honestly, I'm glad that it's all coming out.
[01:56:20.271 --> 01:56:25.314]  Well, I wonder how much is going to come out because, I mean, they were able to just, I mean, come on.
[01:56:25.314 --> 01:56:26.495]  They got away with it for years.
[01:56:26.495 --> 01:56:27.755]  They murdered him.
[01:56:27.755 --> 01:56:29.917]  Jeffrey Epstein was obviously offed.
[01:56:29.917 --> 01:56:39.922]  I mean, the only other thing that you could even, the only other logical conclusion I could reach about Jeffrey Epstein's fate was that they basically did a body switch and put him in witness protection.
[01:56:39.922 --> 01:56:41.283]  Well, this, this is the thing.
[01:56:41.283 --> 01:56:42.664]  I don't think that, I think he got choked out.
[01:56:42.664 --> 01:56:43.204]  Somebody murdered him.
[01:56:43.544 --> 01:56:47.468]  Well, honestly, that's where I would stand as well, because it's safer for them to have him dead.
[01:56:47.468 --> 01:56:54.154]  You know, because I saw his little black book, and the unredacted version was actually leaked to the internet as well.
[01:56:54.154 --> 01:56:56.216]  And the phone numbers were legit!
[01:56:56.216 --> 01:57:00.000]  Yeah, and the most interesting thing though, is you can see through the book, because like,
[01:57:00.820 --> 01:57:05.765]  Uh, the important people he would network with would have, you know, um, sort of so-and-so and their surname.
[01:57:05.765 --> 01:57:06.847]  So-and-so and their surname.
[01:57:06.847 --> 01:57:12.012]  But then you go through and you see just the individual girls' names, like Carrie or Christy or something.
[01:57:12.012 --> 01:57:13.513]  No surname, just a number.
[01:57:13.513 --> 01:57:16.597]  And it's like, okay, I think they are gonna be the girls who are being... Alright.
[01:57:17.377 --> 01:57:19.840]  You have a YouTube.
[01:57:19.840 --> 01:57:23.804]  Tell people where they can find your stuff.
[01:57:23.804 --> 01:57:27.107]  You can just put into Google Sargon of Akkad YouTube.
[01:57:27.107 --> 01:57:32.592]  If you just put in Sargon of Akkad, the search results have actually been manipulated by Google so I don't come up.
[01:57:32.592 --> 01:57:33.513]  Shocking!
[01:57:33.513 --> 01:57:38.358]  So Sargon of Akkad, he's done an epic documentary you can find on his YouTube channel.
[01:57:38.358 --> 01:57:39.940]  Thank you so much for joining us today.
[01:57:39.940 --> 01:57:41.902]  You'll be doing more reports with Alex Jones coming up.
[01:57:41.902 --> 01:57:43.163]  That does it for the Alex Jones Show.
[01:57:43.163 --> 01:57:45.025]  Today, you stay classy, Info Warriors.
