[00:00:03.752 --> 00:00:04.893]  He just signed it!
[01:25:15.564 --> 01:25:26.232]  I saw the Toronto Star two weeks ago with the headline, government orders pharmacies and health food shops not to sell supplements anymore.
[01:25:27.168 --> 01:25:36.216]  And no law, they just said, we'll arrest you if you do, and listed was fish oil, vitamin C, Malaluca oil, everything.
[01:25:36.216 --> 01:25:38.038]  McCain's bill would have tried this.
[01:25:38.038 --> 01:25:41.461]  I mean, they're really coming after us, and it was bizarre.
[01:25:41.461 --> 01:25:47.347]  Cass Sunstein said, ban 9-11 conspiracy theories, ban man-made global warming theories.
[01:25:47.347 --> 01:25:49.669]  If you don't believe it's man-made, you should be arrested or fined.
[01:25:50.149 --> 01:25:55.832]  He also said it's a conspiracy theory if you believe moderate sunlight is good and that should be banned.
[01:25:55.832 --> 01:25:59.894]  They know sunlight is literally magic.
[01:25:59.894 --> 01:26:03.275]  And why are they so scared of sunlight?
[01:26:03.275 --> 01:26:04.676]  Because sunlight's free.
[01:26:04.676 --> 01:26:09.939]  And when you get sunlight, your risks of cancer drop by almost 80%.
[01:26:09.939 --> 01:26:16.202]  That is, if you have sufficient levels of vitamin D, you can prevent almost 4 out of 5 cancers of all types.
[01:26:16.202 --> 01:26:18.563]  And then you add the vitamin C and you're protected.
[01:26:19.326 --> 01:26:20.587]  Well, yes.
[01:26:20.587 --> 01:26:26.754]  And vitamin D also protects you against osteoporosis, diabetes, heart disease, depression.
[01:26:26.754 --> 01:26:29.778]  I mean, these are the main areas of revenue.
[01:26:29.778 --> 01:26:33.502]  And diabetes is up, what, 3,000% in the last 20 years?
[01:26:33.502 --> 01:26:35.624]  People were drinking the same amount of corn syrup then.
[01:26:35.624 --> 01:26:37.667]  I mean, people aren't getting sunlight.
[01:26:38.757 --> 01:26:39.338]  That's it.
[01:26:39.338 --> 01:26:41.400]  We are sunlight deficient in this nation.
[01:26:41.400 --> 01:26:47.065]  But the important reason why they're going after sunlight is because sunlight doesn't require a prescription.
[01:26:47.065 --> 01:26:50.949]  So you don't need a physician to heal yourself by walking in the sun.
[01:26:50.949 --> 01:27:02.340]  And so they put a 10% tax on any type of lamps or anything that gives you artificial sun, despite all the Northern European studies showing you don't just physically need it, mentally you need sunlight.
[01:27:02.722 --> 01:27:03.662]  That's right.
[01:27:03.662 --> 01:27:06.664]  This is the secret of the tanning industry.
[01:27:06.664 --> 01:27:14.607]  They can't claim that their beds help your body generate vitamin D and therefore prevent disease, but medically it's absolutely true that they do.
[01:27:14.607 --> 01:27:18.269]  Now, you know, I'm not saying go out and fry yourself under the sun.
[01:27:18.269 --> 01:27:21.210]  You need good nutrition to prevent sunburn.
[01:27:21.210 --> 01:27:26.413]  Sunburn is actually typically caused by a lack of antioxidants in your skin.
[01:27:26.413 --> 01:27:29.234]  And when you boost your nutritional intake, you'll have
[01:27:29.907 --> 01:27:34.712]  Look, look, look, it's simple.
[01:27:34.712 --> 01:27:39.796]  Europeans have white skin and blue eyes.
[01:27:39.796 --> 01:27:42.559]  This is scientific fact to absorb light.
[01:27:42.559 --> 01:27:45.642]  The brain needs it through the eyes, ladies and gentlemen.
[01:27:46.883 --> 01:27:48.484]  The body needs it.
[01:27:48.484 --> 01:27:54.909]  That's why people who get too much sun near the equator have black skin to protect them away from the sun.
[01:27:54.909 --> 01:27:57.070]  White skin to absorb it.
[01:27:57.070 --> 01:28:09.059]  So yes, white people don't need to be out frying in the sun, but they've done studies with black people that don't get sun get even higher rates of cancer because it becomes fashionable to have lighter skin.
[01:28:09.059 --> 01:28:10.100]  No.
[01:28:10.100 --> 01:28:13.782]  White people are supposed to be light brown and black people are supposed to be black.
[01:28:13.782 --> 01:28:14.543]  We need the sun.
[01:28:15.043 --> 01:28:15.724]  Well, right.
[01:28:15.724 --> 01:28:19.228]  If you take an African American and you put them in an indoor environment...
[01:28:20.121 --> 01:28:46.432]  You know, working in an office all day long, especially at a northern latitude, like in Chicago, for example, they are almost certainly going to be vitamin D deficient, and they're going to have very aggressive cancer, either breast or prostate cancer, and the cancer industry knows that, and they know that that's their best revenue stream, and they won't tell African Americans to get vitamin D, because they know that they're going to make more money off of these people if they keep us all nutritionally ignorant.
[01:28:46.912 --> 01:28:49.278]  That's what they're trying to do, to keep us all ignorant.
[01:28:49.278 --> 01:28:52.044]  White people, black people, Hispanics, everybody.
[01:28:52.044 --> 01:28:52.846]  That's their agenda.
[01:28:54.500 --> 01:28:55.180]  Absolutely.
[01:28:55.180 --> 01:28:58.341]  Well, Mike, we're going to have you back on soon to break more of this down.
[01:28:58.341 --> 01:29:04.363]  But hard to believe they got it passed and hard to believe it's as bad as any version previously.
[01:29:04.363 --> 01:29:06.724]  I mean, this bill, we're still digesting it.
[01:29:06.724 --> 01:29:09.185]  It is just unbelievably horrible.
[01:29:09.185 --> 01:29:14.207]  Are you excited, though, to see massive resistance and to see people waking up because of this?
[01:29:14.207 --> 01:29:15.187]  Yes, I am.
[01:29:15.187 --> 01:29:20.429]  And I think this is going to be the battleground of states' rights versus federal tyranny.
[01:29:21.041 --> 01:29:28.067]  You know, we already see maybe 37, 38 states moving towards legislation to challenge this.
[01:29:28.067 --> 01:29:29.588]  And we need this showdown to happen.
[01:29:29.588 --> 01:29:31.509]  It's time.
[01:29:31.509 --> 01:29:33.271]  Fire out your websites.
[01:29:33.271 --> 01:29:36.553]  Naturalnews.com, that's where you can find updates every day.
[01:29:36.553 --> 01:29:37.814]  And thanks for having me on, Alex.
[01:29:37.814 --> 01:29:38.915]  Always a pleasure.
[01:29:38.915 --> 01:29:40.437]  Mike Adams, you do an incredible job.
[01:29:40.437 --> 01:29:42.038]  Talk to you again soon.
[01:29:42.038 --> 01:29:45.260]  Your phone calls and the solution to defeat this straight ahead.
[01:29:45.260 --> 01:29:47.242]  I want to thank all the listeners for tuning in.
[01:29:47.242 --> 01:29:49.043]  I want to say great job, crew.
[01:29:49.043 --> 01:29:49.484]  We'll be back.
[01:29:51.400 --> 01:29:52.804]  We're on the march.
[01:29:52.804 --> 01:29:55.331]  The Empire's on the run.
[01:29:55.331 --> 01:29:58.018]  Alex Jones and the GCN Radio Network.
[01:30:01.846 --> 01:30:05.871]  Hundreds of nations have fallen to tyranny in the last century alone.
[01:30:05.871 --> 01:30:09.114]  This is our last chance to not relive history.
[01:30:09.114 --> 01:30:13.900]  As we're finishing off this agenda, we're pulling the rug from underneath Americans at home.
[01:30:13.900 --> 01:30:20.307]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[01:30:20.307 --> 01:30:22.550]  I think it's incumbent upon all of us
[01:30:23.050 --> 01:30:23.370]  Tim Geithner?
[01:30:23.370 --> 01:30:23.891]  Bernanke?
[01:30:23.891 --> 01:30:24.471]  They're arsonists!
[01:30:24.471 --> 01:30:25.232]  They're asking for more matches!
[01:30:25.232 --> 01:30:27.354]  And the Congress is saying, who do we make the check out to?
[01:30:41.966 --> 01:30:46.351]  Today seems like nobody does care and right now in Washington D.C.
[01:30:46.351 --> 01:30:49.255]  we have seen a fall of the Republic.
[01:30:49.255 --> 01:30:58.385]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv
[01:31:02.352 --> 01:31:06.313]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[01:31:06.313 --> 01:31:15.175]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[01:31:15.175 --> 01:31:19.796]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[01:31:19.796 --> 01:31:30.618]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[01:31:31.258 --> 01:31:40.767]  With continued legislation threatening the sale of nano-silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[01:31:40.767 --> 01:31:46.212]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[01:31:46.212 --> 01:31:53.698]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[01:31:53.698 --> 01:31:56.441]  That's www.silverlungs.com.
[01:32:01.638 --> 01:32:03.439]  Great news for pure water lovers!
[01:32:03.439 --> 01:32:06.280]  The Big Berkey Water Filter is available once again.
[01:32:06.280 --> 01:32:09.822]  And stay tuned to hear about a valuable offer from Berkey Water Filters.
[01:32:09.822 --> 01:32:13.263]  Choosing the right water purification system can be a daunting task.
[01:32:13.263 --> 01:32:17.725]  That's why BigBerkeyWaterFilters.com shows you a cost and benefit comparison.
[01:32:17.725 --> 01:32:22.747]  The Berkey Water Filter is economical, with a single set of filters that can last for 5 to 10 years.
[01:32:22.747 --> 01:32:26.749]  Berkey Water Filters are healthy and far superior to other filtration systems.
[01:32:26.949 --> 01:32:32.093]  They remove harmful pathogenic bacteria, cysts, parasites, and unhealthy chemicals like chlorine.
[01:32:32.093 --> 01:32:38.498]  And Berkey water filter systems are powerful enough to purify both treated and untreated water, like stagnant ponds.
[01:32:38.498 --> 01:32:42.502]  Get the gold standard in water filters at BigBerkeyWaterFilters.com.
[01:32:42.502 --> 01:32:48.567]  For a limited time, choose a free shower filter, fluoride filters, or two sport Berkey bottles with every system purchase.
[01:32:48.567 --> 01:32:51.869]  And GCN listeners get 5% off all ceramic filter systems.
[01:32:51.869 --> 01:32:54.972]  Details at BigBerkeyWaterFilters.com or call 1-877-99-BERKEY.
[01:32:56.813 --> 01:32:58.554]  That's 1-877-99-B-E-R-K-E-Y.
[01:32:58.554 --> 01:33:07.441]  No matter how hard you try, you can't stop us now!
[01:33:07.441 --> 01:33:12.005]  Okay, I'm going to your phone calls for the next two and a half hours.
[01:33:12.005 --> 01:33:18.550]  We have Attorney Phil Berg, the founder of the birther movement, joining us in the last hour to talk about a host of issues.
[01:33:18.550 --> 01:33:19.750]  We're going to have open phones.
[01:33:19.750 --> 01:33:19.811]  1-800-259-9231.
[01:33:26.035 --> 01:33:30.413]  But a lot of people's eyes that were only partially open or were shut are now wide open.
[01:33:31.886 --> 01:33:47.310]  And next hour, when I start the next hour, I'm going to spend about 10 minutes like a laser beam on solutions and on real ideas that historically we know are constitutional and have a 100% chance of defeating this.
[01:33:47.310 --> 01:33:57.473]  Because this is illegal, it is unconstitutional, it is discriminatory, with some of the unions being exempt from this 40 plus percent tax on good health care plans.
[01:33:59.701 --> 01:34:01.122]  This is unbelievable.
[01:34:01.122 --> 01:34:09.089]  Families with 8,500.
[01:34:09.089 --> 01:34:10.510]  But I am angry.
[01:34:10.510 --> 01:34:11.150]  I am upset.
[01:34:11.150 --> 01:34:15.174]  But more than that, this just confirms everything we already know.
[01:34:15.174 --> 01:34:18.716]  When I get up here and I say the government wants to kill you,
[01:34:19.605 --> 01:34:21.166]  They're a bunch of eugenicists.
[01:34:21.166 --> 01:34:24.088]  The White House science czar, Ted Turner.
[01:34:24.088 --> 01:34:27.570]  Thousands of documents, hundreds of books, UN documents.
[01:34:27.570 --> 01:34:40.258]  All they talk about is getting a world government in, getting everybody under government control, government-run healthcare, banning vitamins and minerals, and literally sterilizing and one-child policy and killing your butt.
