[00:00:23.784 --> 00:00:25.925]  43 days left.
[01:20:26.252 --> 01:20:46.102]  Alright, coming up in the next two segments, I'm gonna open the phones up on Kavanaugh, and this circus, and on Rosenstein, and the fact that they said he resigned all over the news, and that he tried to resign, but Trump wouldn't let him.
[01:20:46.102 --> 01:20:46.962]  Ha ha ha!
[01:20:48.163 --> 01:20:51.224]  Yeah, I'm not going to let you be in the driver's seat there, buddy.
[01:20:51.224 --> 01:20:53.105]  So you can then try to spin it.
[01:20:53.105 --> 01:20:55.766]  And they're so scared of these secret documents coming out.
[01:20:55.766 --> 01:21:00.028]  They're so scared of them all together scheming to take over the government, how it belongs to them.
[01:21:00.028 --> 01:21:05.810]  Because see, now that Hillary was out, they'd always worked under her.
[01:21:05.810 --> 01:21:13.313]  But now that Hillary was gone, if they could take down Trump, they could be in charge through whatever puppet they put in.
[01:21:13.313 --> 01:21:14.974]  Rosenstein could be in charge.
[01:21:16.015 --> 01:21:16.996]  Yeah, finally.
[01:21:16.996 --> 01:21:23.379]  He'd finally not just be a little corrupt, you know, guy out of a mafia district known for his corruption, known for his evil.
[01:21:23.379 --> 01:21:25.560]  He could actually be a real boy.
[01:21:25.560 --> 01:21:27.962]  He could be in charge.
[01:21:27.962 --> 01:21:36.907]  Mike Adams is coming up the next hour with his powerful article, Emergency Report, Trump Planning Mass Arrest, Military Tribunals for Deep State Traitors.
[01:21:36.907 --> 01:21:41.969]  I want to have this reposted to the top of Infowars.com.
[01:21:41.969 --> 01:21:43.690]  I'm not calling for martial law.
[01:21:43.690 --> 01:21:44.451]  I'm not calling
[01:21:45.603 --> 01:21:47.485]  For it, but we're already under it.
[01:21:47.485 --> 01:21:50.827]  We're going to detail it, and I'm going to explain it in the next hour.
[01:21:50.827 --> 01:21:53.790]  Obama declared an emergency that's still in place.
[01:21:53.790 --> 01:21:57.453]  Trump must undo that emergency bare minimum.
[01:21:57.453 --> 01:22:01.637]  And he's moving in that direction to the globalist horror.
[01:22:01.637 --> 01:22:05.100]  Now the toll-free number to join us on this Monday edition is 877-789-ALEX, 877-789-2539.
[01:22:10.884 --> 01:22:11.004]  877-789-2539.
[01:22:11.004 --> 01:22:18.688]  Let's do first-time callers or folks that called in last week that were on hold and couldn't get in.
[01:22:18.688 --> 01:22:20.449]  It's on the honor system.
[01:22:20.449 --> 01:22:21.470]  877-789-2539.
[01:22:21.470 --> 01:22:28.294]  And the other big story is up on Infowars.com.
[01:22:28.294 --> 01:22:34.457]  Big Tech has defined conservatism as hate speech.
[01:22:34.457 --> 01:22:36.178]  I worked with Paul on this article over the weekend.
[01:22:36.178 --> 01:22:36.918]  It came out today.
[01:22:36.918 --> 01:22:38.119]  My headline was
[01:22:41.380 --> 01:22:45.562]  Big Tech says that conservatism violates terms of service.
[01:22:45.562 --> 01:22:49.324]  But again, they just define it as hate speech and say, oh, it's hate speech.
[01:22:49.324 --> 01:22:49.804]  It's a game.
[01:22:49.804 --> 01:22:53.206]  It's like they used to go, oh, Alex Jones is wrong.
[01:22:53.206 --> 01:23:00.690]  We're calling for global governance, not government.
[01:23:00.690 --> 01:23:04.392]  Think about that.
[01:23:04.392 --> 01:23:06.453]  Well, governance means the same thing as government.
[01:23:08.601 --> 01:23:09.561]  So that's what these guys do.
[01:23:09.561 --> 01:23:18.864]  They think you're stupid, they think you're idiots, and they just can't believe all the things that they've gotten away with.
[01:23:18.864 --> 01:23:25.626]  And I do want to get to some Project Veritas videos that I mentioned as well, but we'll also just in post and upload that live video to InfoWars.com.
[01:23:25.626 --> 01:23:30.507]  We'll add those boildowns you guys did that are so important to that last video.
[01:23:33.740 --> 01:23:42.528]  I tend to harp on the Democrats secretly planning 25th Amendment overthrow of Trump 20 months ago, and then putting it in policy papers.
[01:23:42.528 --> 01:23:47.893]  You know, before they even said it, I knew what they'd try, because I'd studied deep state operations.
[01:23:47.893 --> 01:23:53.599]  And then about a month after I said it, in January, they started saying it in February of last year.
[01:23:53.599 --> 01:23:55.961]  And now, this year, they say it publicly.
[01:23:58.086 --> 01:24:03.031]  And they say, we're not following what he says, Hillary's our president and Obama's the co-pilot.
[01:24:03.031 --> 01:24:04.872]  You've seen those statements.
[01:24:04.872 --> 01:24:18.385]  So just the belligerence of these con artists, from the corrupt congressmen and women down to the bureaucrats who think they can't be fired, they believe they are invincible.
[01:24:18.385 --> 01:24:20.067]  And that's why they've gotten so out of control.
[01:24:22.458 --> 01:24:29.501]  And it's like Thomas Jefferson said, when the government fears the people, there is liberty.
[01:24:29.501 --> 01:24:33.183]  When the people fear the government, there is tyranny.
[01:24:33.183 --> 01:24:37.125]  And the media always spins that like, oh, Jones wants to kill all the cops.
[01:24:37.125 --> 01:24:38.486]  Jones doesn't want a government.
[01:24:38.486 --> 01:24:49.071]  No, I want a limited constitutional government that protects our liberties and freedoms, not a rogue one run by arrogant SOBs like Rosenstein
[01:24:51.715 --> 01:24:56.638]  Who have no business being near the levers of power.
[01:24:56.638 --> 01:25:11.389]  Bunch of crazy lawyers, who can prosecute anybody they want, who are paid off by criminals, who rub elbows with all the gangsters, and they just get this God complex.
[01:25:11.389 --> 01:25:19.435]  And they just get away with so much, that they then think, well the media and everybody else, the Republicans and Democrats, they don't like,
[01:25:20.560 --> 01:25:25.301]  Trump, so we're going to wear a wire and I'm going to set him up, 25th Amendment.
[01:25:25.301 --> 01:25:27.141]  We'll just get rid of him.
[01:25:27.141 --> 01:25:32.603]  When they were pushing all that internally, it was all over the news, do it this year.
[01:25:32.603 --> 01:25:33.663]  They really tried this.
[01:25:33.663 --> 01:25:34.223]  And you know what?
[01:25:34.223 --> 01:25:35.243]  They're still trying it.
[01:25:35.243 --> 01:25:42.945]  But it's being discredited right now because the economy's come back, because Trump has stood the test and people know the truth.
[01:25:42.945 --> 01:25:44.165]  So I'm the low-hanging fruit.
[01:25:46.636 --> 01:25:48.097]  They've been unable to get rid of Trump.
[01:25:48.097 --> 01:25:57.363]  You know, there's articles out on Infowars.com where they're threatening to kill Kavanaugh's family and kill the Trump family and all the rest of it.
[01:25:57.363 --> 01:26:01.946]  But because of you standing with us, we're still on the air.
[01:26:01.946 --> 01:26:04.868]  And we've gained more AM and FM stations.
[01:26:04.868 --> 01:26:06.409]  And we've gained more TV stations.
[01:26:06.409 --> 01:26:11.412]  But they don't want us being able to spread things virally on YouTube and Facebook and Twitter.
[01:26:12.093 --> 01:26:15.375]  So they've created this illusion that, oh, if you promote our stuff, you get banned.
[01:26:15.375 --> 01:26:18.157]  You're going to get banned anyways, but that's not even the truth.
[01:26:18.157 --> 01:26:23.060]  I've done dozens of big YouTube interviews with other talk show hosts that haven't been taken down.
[01:26:23.060 --> 01:26:24.261]  Talk about prior constraint.
[01:26:24.261 --> 01:26:26.002]  I could be Charlie Manson.
[01:26:26.002 --> 01:26:30.124]  You could still interview me like 60 Minutes did.
[01:26:30.124 --> 01:26:32.586]  Are they going to get taken off the air because they interviewed Charlie Manson?
[01:26:32.586 --> 01:26:33.846]  I'm not Charlie Manson.
[01:26:33.846 --> 01:26:39.030]  They want me shut off the air so they can build straw men and demonize me, and that's why
[01:26:40.049 --> 01:26:50.893]  If you want InfoWars to survive in this fight, which is such a critical, integral part to it, and don't want them to win, you've got to tell everybody you know about InfoWars.com forward slash show.
[01:26:50.893 --> 01:26:53.134]  InfoWars.com forward slash app.
[01:26:53.134 --> 01:26:58.396]  And you've got to spread the articles and the videos via your email and by hand.
[01:26:58.396 --> 01:27:07.399]  Because we're saying things that scare the globalists because we're on target and we know how to beat them.
[01:27:07.399 --> 01:27:09.120]  And so far, we've been winning.
[01:27:10.717 --> 01:27:11.798]  Thanks to you.
[01:27:11.798 --> 01:27:13.560]  Only because of you and God's grace.
[01:27:13.560 --> 01:27:16.323]  And I'm very thankful to you, and I mean that from the bottom of my heart.
[01:27:16.323 --> 01:27:19.866]  But now they're going after our payment processors.
[01:27:19.866 --> 01:27:27.334]  And... PayPal has even quoted the New York Times saying they're our only payment processor.
[01:27:28.558 --> 01:27:32.379]  Is that just how dumb these bureaucrats are and these corporate people are and everything else?
[01:27:32.379 --> 01:27:33.520]  And then they celebrate the newspaper.
[01:27:33.520 --> 01:27:34.360]  He'll be bankrupt!
[01:27:34.360 --> 01:27:34.760]  Yay!
[01:27:34.760 --> 01:27:36.180]  He can't buy or sell!
[01:27:36.180 --> 01:27:36.521]  Yay!
[01:27:36.521 --> 01:27:37.661]  Oh, it's a private company!
[01:27:37.661 --> 01:27:41.162]  Oh, in China you can't get on airplanes or buy or sell if they don't like you, the government.
[01:27:41.162 --> 01:27:42.202]  Now it's coming here.
[01:27:42.202 --> 01:27:49.705]  It's total Martin of the Beast to control you not having access to bank accounts and life!
[01:27:49.705 --> 01:27:52.326]  The good news is PayPal's based in San Francisco.
[01:27:52.326 --> 01:27:53.466]  There are a lot of other folks.
[01:27:56.104 --> 01:27:59.788]  That are even lower priced than PayPal on the percentages they take.
[01:27:59.788 --> 01:28:02.971]  But we did it because folks have a lot of PayPal wallets.
[01:28:02.971 --> 01:28:05.353]  PayPal was a fraction.
[01:28:05.353 --> 01:28:05.934]  And you're fools.
[01:28:07.489 --> 01:28:08.629]  Now I'm just going to get on the phone.
[01:28:08.629 --> 01:28:12.850]  I've never taken big donations from wealthy folks, but people have offered.
[01:28:12.850 --> 01:28:13.870]  Now I'm just going to get on the phone.
[01:28:13.870 --> 01:28:15.551]  I'll bring sponsors back, whatever.
[01:28:15.551 --> 01:28:19.492]  But it's critical that people get these great products because they don't want you to have them.
[01:28:19.492 --> 01:28:22.913]  They want to block you from getting H2, that's on its last run.
[01:28:22.913 --> 01:28:26.473]  They want to block you getting Brain Force, the Amazing Entropic, 40% off, or Secret 12.
[01:28:26.473 --> 01:28:28.474]  It's all there at InfoWareStore.com.
[01:28:29.794 --> 01:28:31.816]  And we need to be strong in the face of this.
[01:28:31.816 --> 01:28:33.137]  I want to expand.
[01:28:33.137 --> 01:28:37.720]  But if we're unable to sell a lot of product and fund ourselves, they'll win.
[01:28:37.720 --> 01:28:42.383]  So get some of the t-shirts for the most banned broadcasts in the world at mfortworthstore.com.
[01:28:42.383 --> 01:28:45.145]  Get the great supplements at mfortworthlife.com.
