[00:15.000 --> 00:18.000]  Infowars. Tomorrow's news. Today.
[1:16:44.480 --> 1:16:49.440]  not going to be able to do it, prove that censorship doesn't work by the great reset.
[1:16:49.440 --> 1:16:50.440]  Thank you, Alex Jones.
[1:16:50.440 --> 1:16:54.600]  I really appreciate you having me on and I appreciate you writing this book and getting
[1:16:54.600 --> 1:17:00.240]  the information out there sold out for seven months.
[1:17:00.240 --> 1:17:04.280]  Body's ultimate turmeric formula is back in stock.
[1:17:04.280 --> 1:17:09.280]  Turmeric's been known for thousands of years to do amazing things for your joints, your
[1:17:09.280 --> 1:17:12.160]  stamina, your immune system for your libido.
[1:17:12.160 --> 1:17:16.720]  And look, the average type of the shelves is five, six, seven percent pure humanoid.
[1:17:16.720 --> 1:17:19.800]  We have the strongest brand on earth.
[1:17:19.800 --> 1:17:25.680]  Everybody else decided to do it at 95% of humanoid at infowarstore.com.
[1:17:25.680 --> 1:17:33.560]  Body's ultimate turmeric formula, 95% of humanoid, it is incredible and what's even more incredible
[1:17:33.560 --> 1:17:35.640]  is it funds the info war.
[1:17:35.640 --> 1:17:41.400]  So the only way you fail is not taking action today and ordering body's ultimate turmeric
[1:17:41.400 --> 1:17:43.800]  formula at infowarstore.com.
[1:17:43.800 --> 1:17:46.000]  It is simply amazing.
[1:17:46.000 --> 1:17:53.880]  Remember the power of your humanoids at 95% at infowarstore.com today with Body's ultimate
[1:17:53.880 --> 1:17:57.680]  turmeric formula.
[1:17:57.680 --> 1:18:03.320]  Sold out for more than six months, our number one best seller is now back in stock, vitamin
[1:18:03.320 --> 1:18:09.080]  mineral fusion, all the minerals, all the vitamins, all the q-mino acids to turbo charge
[1:18:09.080 --> 1:18:12.880]  your immune system and make your body as healthy as it could possibly be.
[1:18:12.880 --> 1:18:15.960]  Ladies and gentlemen, this is our best selling product because people love it.
[1:18:15.960 --> 1:18:16.960]  We first launched it four years ago.
[1:18:16.960 --> 1:18:20.680]  I was like, okay, it's another item, it's high quality vitamins, minerals, okay, great.
[1:18:20.680 --> 1:18:24.600]  People love it because it tastes great and they see the results and it funds the info
[1:18:24.600 --> 1:18:25.600]  war.
[1:18:25.600 --> 1:18:30.560]  So sold out for more than six months, vitamin mineral fusion is now back in stock for a
[1:18:30.560 --> 1:18:35.920]  limited time at infowarstore.com for 40% off because I want you to experience it.
[1:18:35.920 --> 1:18:36.920]  I want you to get it.
[1:18:36.920 --> 1:18:39.360]  I want to move it out the door and hopefully get more in the future.
[1:18:39.360 --> 1:18:40.360]  But who knows?
[1:18:40.360 --> 1:18:46.600]  It may not happen, so get your vitamin mineral fusion infowarstore.com today and keep info
[1:18:46.600 --> 1:18:48.600]  wars on the air.
[1:18:48.600 --> 1:18:57.080]  Vitamin mineral fusion back in stock, 40% off at infowarstore.com, vitamin mineral fusion.
[1:18:57.080 --> 1:19:04.080]  The number one selling category in supplements worldwide is fat burners, is weight loss formulas.
[1:19:04.080 --> 1:19:09.120]  And listen, there are hundreds of them out there that work, but most of them do it in
[1:19:09.120 --> 1:19:11.000]  a toxic way.
[1:19:11.000 --> 1:19:15.520]  Ladies and gentlemen, we went out and did deep research on the safest, healthiest ways
[1:19:15.520 --> 1:19:23.760]  to take your overall body's metabolic system and your metabolism and turn that clock back
[1:19:23.760 --> 1:19:27.040]  by turning up your metabolism.
[1:19:27.040 --> 1:19:30.440]  Ladies and gentlemen, diet force does it in a clean, healthy way.
[1:19:30.440 --> 1:19:31.440]  It's amazing.
[1:19:31.440 --> 1:19:35.920]  I've almost lost 40 pounds the last three months just using the samples of it, but now
[1:19:35.920 --> 1:19:40.880]  it's come into the infowarstore and is ready for sale to you and your family exclusively
[1:19:40.880 --> 1:19:43.280]  at infowarstore.com.
[1:19:43.280 --> 1:19:50.480]  Diet force from X7, exclusively available at infowarstore.com for 40% off.
[1:19:50.480 --> 1:19:52.720]  I want you to experience diet force for yourself.
[1:19:52.720 --> 1:19:58.120]  I can't wait for the reviews because it's worked great for me.
[1:19:58.120 --> 1:20:11.000]  Meeting a frontal assault on the lies of the New World Order, it's Alex Jones.
[1:20:11.000 --> 1:20:21.040]  Waging war on corruption, it's Alex Jones with Mike Adams.
[1:20:21.040 --> 1:20:22.800]  Welcome back to the Alex Jones show.
[1:20:22.800 --> 1:20:27.960]  Mike Adams, you're stepping in for the next hour and a half or so with an extraordinary
[1:20:27.960 --> 1:20:30.240]  guest coming up just in a minute or so.
[1:20:30.240 --> 1:20:39.160]  Gonzalo Lira joins us from Kharkov, Ukraine, and he is just spot on, I believe, the best
[1:20:39.160 --> 1:20:44.120]  analyst that's watching this situation up close and personal.
[1:20:44.120 --> 1:20:50.640]  We're going to bring you an extraordinary big picture view analysis of the suicide of
[1:20:50.640 --> 1:20:56.960]  Western Europe in particular with questions about what's happening with Western civilization.
[1:20:56.960 --> 1:20:59.760]  Are we past the point of rationality?
[1:20:59.760 --> 1:21:04.800]  In fact, what's going on right here right now in info wars, the studio today and with
[1:21:04.800 --> 1:21:10.680]  Alex in the court case, I believe it's a microcosm of what's happening on the world stage.
[1:21:10.680 --> 1:21:16.080]  We're watching the suicide of the judicial system, in my opinion, right here in Austin,
[1:21:16.080 --> 1:21:17.080]  Texas.
[1:21:17.080 --> 1:21:22.720]  What we've done to Alex, in my opinion, is a kind of railroading and it's an abandonment
[1:21:22.720 --> 1:21:26.200]  of the very pillars that keep society functioning.
[1:21:26.200 --> 1:21:31.960]  We cannot function as a nation if we don't have a fair and unbiased judicial system,
[1:21:31.960 --> 1:21:36.080]  if we don't have a functioning sixth amendment where people are able to present witnesses
[1:21:36.080 --> 1:21:40.400]  and evidence in their own defense or to testify on their own behalf.
[1:21:40.400 --> 1:21:44.360]  But that's just one small sign of what's actually happening in the world.
[1:21:44.360 --> 1:21:48.640]  So we're going to bring in Gonzalo Lira right now to talk about the bigger picture.
[1:21:48.640 --> 1:21:52.840]  We'll start with a little update on Russia and Ukraine, but the bigger picture from
[1:21:52.840 --> 1:21:53.840]  there.
[1:21:53.840 --> 1:21:56.240]  Mr. Lira, it's an honor to have you on.
[1:21:56.240 --> 1:21:57.240]  Thank you for joining us.
[1:21:57.240 --> 1:22:00.480]  I know you're late at night there in Ukraine, but thank you.
[1:22:00.480 --> 1:22:02.600]  Welcome to the show.
[1:22:02.600 --> 1:22:03.800]  Thank you so much for having me.
[1:22:03.800 --> 1:22:05.640]  It's a pleasure to be on.
[1:22:05.640 --> 1:22:11.560]  Well, Gonzalo, I just want to let people know you're joining us from Kharkov, Ukraine.
[1:22:11.560 --> 1:22:17.320]  Your audio and video may not be 100%, but it's pretty solid, and I just want to ask
[1:22:17.320 --> 1:22:20.840]  people to have some patience with it because of your location right now.
[1:22:20.840 --> 1:22:22.720]  But thank you very much.
[1:22:22.720 --> 1:22:23.720]  Absolutely.
[1:22:23.720 --> 1:22:28.960]  And first of all, let me say that your work, Gonzalo, especially since Russia began the
[1:22:28.960 --> 1:22:35.440]  special military operation in Ukraine, your work has been so spot on that I jokingly tell
[1:22:35.440 --> 1:22:41.440]  my friends that, yeah, the U.S. State Department may be blinking, but Gonzalo Lira has not
[1:22:41.440 --> 1:22:44.280]  blinked at all, so I think you're nailing it.
[1:22:44.280 --> 1:22:45.840]  That's very kind of you to say.
[1:22:45.840 --> 1:22:51.480]  Now the situation here in Ukraine is eminently predictable, and whatever they're saying in
[1:22:51.480 --> 1:22:57.720]  the West is nonsense, quite frankly, because what is happening right now is what everybody
[1:22:57.720 --> 1:23:01.800]  realized was going to happen six months ago, five and a half months ago when this special
[1:23:01.800 --> 1:23:05.520]  military operation started, which is that Russia is winning.
[1:23:05.520 --> 1:23:06.840]  It's definitively winning.
[1:23:06.840 --> 1:23:12.920]  It is the victory on the part of the Russians is overwhelming, and the people who are bleeding
[1:23:12.920 --> 1:23:17.320]  that the Russians are losing, that it's a static war and work, whatnot, they simply
[1:23:17.320 --> 1:23:18.960]  don't want to see reality.
[1:23:18.960 --> 1:23:24.720]  What's happened in the West is that people think that if you say something often enough,
[1:23:24.720 --> 1:23:26.840]  it will somehow change reality.
[1:23:26.840 --> 1:23:33.640]  But reality stays the same, reality is real, and you can create all kinds of narratives
[1:23:33.640 --> 1:23:38.240]  and spin any story that you want to, but the facts on the ground won't change.
[1:23:38.240 --> 1:23:42.880]  And the facts on the ground, insofar as the Zelensky regime is concerned, are catastrophic.
[1:23:42.880 --> 1:23:49.080]  The Ukraine armed forces are losing something between 500 and 1,000 soldiers a day, which
[1:23:49.080 --> 1:23:51.360]  is an astronomical number.
[1:23:51.360 --> 1:23:54.960]  And these numbers are increasing because of course what's happening is that the Zelensky
[1:23:54.960 --> 1:24:00.760]  regime forces are getting progressively weaker every day, whereas the Russians, they're just
[1:24:00.760 --> 1:24:03.040]  getting into the swing of things.
[1:24:03.040 --> 1:24:07.720]  You have to understand, when you look at the Russian army, when they went into the special
[1:24:07.720 --> 1:24:14.000]  military operation in late February and February 24th, they didn't go in with their top tier
[1:24:14.000 --> 1:24:18.880]  equipment, their best tanks, their best missile systems, their best air defenses.
[1:24:18.880 --> 1:24:22.600]  They went in with their second tier, and a lot of analysts in the West had been wondering
[1:24:22.600 --> 1:24:23.600]  about that.
[1:24:23.600 --> 1:24:28.520]  And it was very obvious why, because the Russians knew that they could handle the Zelensky regime
[1:24:28.520 --> 1:24:33.160]  forces with their second tier material, their second tier tanks and whatnot.
[1:24:33.160 --> 1:24:37.480]  And they needed to keep on, keep hold of their top tier equipment in case they had to go
[1:24:37.480 --> 1:24:39.240]  to war with NATO.
[1:24:39.240 --> 1:24:43.720]  But what happened, of course, is that NATO, the United States, the Pentagon, because that's
[1:24:43.720 --> 1:24:44.720]  what we're talking about.
[1:24:44.720 --> 1:24:49.840]  Whenever we talk about NATO, we're really talking about the Department of Defense, the Pentagon.
[1:24:49.840 --> 1:24:53.920]  And what happened was that they got a good look at what the Russians could do.
[1:24:53.920 --> 1:24:56.120]  And they realized that they wanted no part of it.
[1:24:56.120 --> 1:24:59.880]  Because in the United States, it's the State Department, and to a lesser extent, the Biden
[1:24:59.880 --> 1:25:05.880]  administration that wants to go into Ukraine, fight, have U.S. soldiers fighting directly
[1:25:05.880 --> 1:25:06.880]  against the Russians.
[1:25:06.880 --> 1:25:08.800]  They're the ones who want this.
[1:25:08.800 --> 1:25:13.760]  It's the Department of Defense that does not want this because they know they'll lose.
[1:25:13.760 --> 1:25:17.760]  And this is a very bitter pill, and a lot of people in the United States don't like
[1:25:17.760 --> 1:25:19.320]  this fact, but it's the truth.
[1:25:19.320 --> 1:25:20.320]  But Gonzalo, it's...
[1:25:20.320 --> 1:25:21.320]  The Russians...
[1:25:21.320 --> 1:25:25.160]  I'm sorry to interrupt, but you're absolutely correct, I believe, in what you said.
[1:25:25.160 --> 1:25:29.640]  It's not just that NATO and the State Department and the Pentagon realized that they would
[1:25:29.640 --> 1:25:35.320]  lose in this context, but that they are willing to sacrifice the lives of so many innocent
[1:25:35.320 --> 1:25:37.000]  Ukrainians.
[1:25:37.000 --> 1:25:39.560]  And my question to you, sir, is...
[1:25:39.560 --> 1:25:43.960]  You've heard the phrase that NATO is willing to fight Russia to the last Ukrainian, which
[1:25:43.960 --> 1:25:46.880]  I believe is a crime against the people of Ukraine.
[1:25:46.880 --> 1:25:52.440]  But is it also at risk of expanding where NATO is willing to fight Russia to the last
[1:25:52.440 --> 1:25:55.240]  European?
[1:25:55.240 --> 1:26:01.040]  Well, that's what they actually did, because you see, all these sanctions, right?
[1:26:01.040 --> 1:26:06.520]  You have to understand, suppose this, suppose, you know, I say, you know, I don't like my
