[00:00.000 --> 00:01.000]  I'm great.
[02:17:22.920 --> 02:17:28.240]  They really are. But they just weren't accepted and died because they're evil. The TV said
[02:17:28.240 --> 02:17:29.240]  so.
[02:17:29.240 --> 02:17:35.560]  The patriotic Americans are being herded into the idea of being if they're Anglo-Saxon,
[02:17:35.560 --> 02:17:41.960]  blonde-haired, blue-eyed, militia people. It's like they always talk about, they go
[02:17:41.960 --> 02:17:50.080]  out there and bomb the militias, the suspected militias, and suspected dissidents in the Arab
[02:17:50.080 --> 02:17:55.440]  countries. The American people feel like, well, this is wonderful. We don't mind murdering
[02:17:55.440 --> 02:17:56.440]  peaceful checkers.
[02:17:56.440 --> 02:18:00.840]  Well, actually, the American people are not for that. So you buy into O'Reilly, saying
[02:18:00.840 --> 02:18:01.840]  the majority...
[02:18:01.840 --> 02:18:05.080]  No, I don't buy any. I don't mean he's a disgusting creep.
[02:18:05.080 --> 02:18:11.920]  Okay, well, let me stop you. What I'm saying is, sir, the majority do not. Okay? The majority
[02:18:11.920 --> 02:18:15.760]  don't want toll roads on existing roads. The majority don't want open borders. The majority
[02:18:15.760 --> 02:18:19.520]  don't want the war. They set up on TV and say the majority does.
[02:18:19.520 --> 02:18:24.320]  Well, you might have to tell you how they do that. Extortion and fear is what makes a
[02:18:24.320 --> 02:18:29.720]  lot of people be fearful of even saying anything. It's like if you're in a big corporation
[02:18:29.720 --> 02:18:33.800]  or a big factory, you don't want to do any murmuring or any talking.
[02:18:33.800 --> 02:18:38.200]  Yeah, no, that's why companies fire people to talk about 9-11-minute inside job. Universities
[02:18:38.200 --> 02:18:44.240]  do that. They want to make an example. They're intimidating us. And if people like being served
[02:18:44.240 --> 02:18:49.880]  on a plantation, being intimidated and being run by a gang boss, then enjoy your slavery.
[02:18:49.880 --> 02:18:53.880]  Just don't say you're free. Don't say you're Americans. And don't festoon yourself with
[02:18:53.880 --> 02:18:54.880]  American flags.
[02:18:54.880 --> 02:19:03.440]  Well, the idea of the India caste system, or the English stratified community there,
[02:19:03.440 --> 02:19:08.720]  and they had that in Germany. They had that in Mexico. You're the upper crust, or you're
[02:19:08.720 --> 02:19:15.360]  the peon. It's done by fear and intimidation. And that's what's happening there. People
[02:19:15.360 --> 02:19:21.200]  are afraid to even speak out or think. And the last thing you want is any violence. No
[02:19:21.200 --> 02:19:26.120]  violence at all, because then that would be a trigger for them to come in and say, look,
[02:19:26.120 --> 02:19:27.120]  these are all...
[02:19:27.120 --> 02:19:32.200]  No, no, I agree. No offense of violence. We should all defend ourselves. It's our God
[02:19:32.200 --> 02:19:36.160]  given right. But that's why they blow up buildings and stage events and then try to blame it
[02:19:36.160 --> 02:19:39.960]  on patriot groups, is because they want to make it a violent game. We need to expose
[02:19:39.960 --> 02:19:46.840]  them as the violent pieces of trash they are. We need to just say no to their system and
[02:19:46.840 --> 02:19:50.920]  literally put ourselves against the machinery. Let me tell you something, Don. I want you
[02:19:50.920 --> 02:19:56.520]  to know we're winning, okay? People are waking up in droves. The New World Order is in crisis.
[02:19:56.520 --> 02:19:59.440]  That's why they tried to put the Democrats in. And then now they've got them trying to
[02:19:59.440 --> 02:20:04.720]  sell us on staying in the war. That's not working. Everybody I know in the left is waking
[02:20:04.720 --> 02:20:09.720]  up and not being in the left anymore. They're out buying guns. They're out hating the New
[02:20:09.720 --> 02:20:14.680]  World Order. They're out getting it. I talked to the illegal aliens. You can even wake them
[02:20:14.680 --> 02:20:19.680]  up. The conservatives are waking up. There's still a hard core of them, though, that think
[02:20:19.680 --> 02:20:25.080]  gun control and open borders and world government is conservative. And it's not. We'll be right
[02:20:25.080 --> 02:20:30.880]  back. Stay with me.
[02:20:30.880 --> 02:20:35.360]  Now you can bring Berkey purification power anywhere with the Sport Berkey filtration
[02:20:35.360 --> 02:20:39.880]  bottle. Ideal for sporting games, camping or boating. Or Sport Berkey is small enough
[02:20:39.880 --> 02:20:44.840]  to store in your glove box. So it's ideal backup for unexpected emergencies like blackouts,
[02:20:44.840 --> 02:20:49.560]  floods or earthquakes. It's simply the best personal water filtration system available.
[02:20:49.560 --> 02:20:53.560]  So effective you could drink raw, untreated water from lakes, rivers and streams. Unlike
[02:20:53.560 --> 02:20:58.120]  other sport bottles, the Sport Berkey's patented filter formulation is so powerful it removes
[02:20:58.120 --> 02:21:03.680]  cysts, parasites, harmful bacteria and chemicals like herbicides and pesticides. It even reduces
[02:21:03.680 --> 02:21:09.040]  radon 222 lead and other heavy metals. This lightweight, rugged 22 ounce filter is small
[02:21:09.040 --> 02:21:14.040]  enough to go everywhere. So take one to work and keep another in your glove box for emergencies.
[02:21:14.040 --> 02:21:19.560]  Get the Berkey Sport for only $39. Get two for $70 by calling new millennium at triple
[02:21:19.560 --> 02:21:27.440]  8803-4438. Order your Berkey Sport today. That's toll-free. Triple 8803-4438 or order
[02:21:27.440 --> 02:21:29.960]  on the web at BerkeyWater.com.
[02:21:29.960 --> 02:21:35.280]  David J. Smith for NewsWatch Magazine. Did you know that at the 29-pound Marine base
[02:21:35.280 --> 02:21:40.640]  located in California, a questionnaire was given to Marine Station there? It discussed
[02:21:40.640 --> 02:21:46.640]  the United States military under UN command. Would the Marines accept this? The final statement
[02:21:46.640 --> 02:21:52.760]  to be answered yes or no was, I would fire upon American citizens who refuse or resist
[02:21:52.760 --> 02:21:57.960]  confiscation of firearms banned by the United States government. Is this what Americans
[02:21:57.960 --> 02:22:03.200]  want? Of course, confiscation of guns. We'd like to help you understand how these things
[02:22:03.200 --> 02:22:09.320]  are happening by offering you an absolutely free one-year subscription to NewsWatch Magazine.
[02:22:09.320 --> 02:22:23.320]  Let's call our toll-free number 1-800-516-8736. That's 1-800-516-8736. Call now. Operators
[02:22:23.320 --> 02:22:30.160]  are standing by to receive your call for a one-year free subscription to NewsWatch Magazine.
[02:22:30.160 --> 02:22:34.360]  The United States seems to be celebrating over its triumph of reducing government debt, but
[02:22:34.360 --> 02:22:39.360]  the truth be told, public and private debt increased to a record high in 1999, reaching
[02:22:39.360 --> 02:22:46.960]  a peak of $14.8 trillion, marking 10.57% annual increase, outpacing its previous 10 years.
[02:22:46.960 --> 02:22:51.520]  The U.S. economy receives its currency by taking on debt through private banking institution
[02:22:51.520 --> 02:22:57.480]  called the Federal Reserve System. In the year 2000, debt growth collapsed to only 4.5%.
[02:22:57.480 --> 02:23:01.960]  It's bad enough that the U.S. citizens is bound by debt in order to have commerce. However,
[02:23:01.960 --> 02:23:06.200]  shocking the economy with the reduction of this magnitude could wipe out years of growth
[02:23:06.200 --> 02:23:10.760]  in a stock portfolio. Before you make your next investment decision, get the cold hard
[02:23:10.760 --> 02:23:17.400]  facts. Call 1-800-686-2237 for your free report on the outstanding level of public and private
[02:23:17.400 --> 02:23:22.440]  debt. You must understand how recession and depression are driven by outstanding debt.
[02:23:22.440 --> 02:23:32.440]  Call 1-800-686-2237. That's 1-800-686-2237.
[02:23:52.440 --> 02:24:17.440]  That's 1-800-686-2237.
[02:24:17.440 --> 02:24:27.440]  That's 1-800-686-2237.
[02:08:00.380 --> 02:25:07.440]  and that's 1-800-686-2237.
[02:25:07.440 --> 02:25:27.440]  That's 1-800-686-2237.
[02:25:27.440 --> 02:25:47.440]  That's 1-800-686-2237.
[02:25:47.440 --> 02:26:07.440]  That's 1-800-686-2237.
[02:26:07.440 --> 02:26:27.440]  That's 1-800-686-2237.
[02:26:27.440 --> 02:26:47.440]  That's 1-800-686-2237.
[02:26:47.440 --> 02:27:07.440]  That's 1-800-686-2237.
[02:27:07.440 --> 02:27:27.440]  That's 1-800-686-2237.
[02:27:27.440 --> 02:27:47.440]  That's 1-800-686-2237.
[02:27:47.440 --> 02:28:07.440]  That's 1-800-686-2237.
[02:28:07.440 --> 02:28:35.440]  That's 1-800-686-2237.
[02:28:35.440 --> 02:29:03.440]  That's 1-800-686-2237.
[02:29:03.440 --> 02:29:31.440]  That's 1-800-686-2237.
[02:29:31.440 --> 02:29:53.440]  That's 1-800-686-2237.
[02:29:53.440 --> 02:30:19.440]  That's 1-800-686-2237.
[02:30:19.440 --> 02:30:29.440]  That's 1-800-686-2237.
[02:30:49.440 --> 02:31:09.440]  That's 1-800-686-2237.
[02:31:09.440 --> 02:31:29.440]  That's 1-800-686-2237.
[02:31:29.440 --> 02:31:57.440]  That's 1-800-686-2237.
[02:31:57.440 --> 02:32:17.440]  That's 1-800-686-2237.
[02:32:17.440 --> 02:32:37.440]  That's 1-800-686-2237.
[02:32:37.440 --> 02:33:05.440]  That's 1-800-686-2237.
[02:33:05.440 --> 02:33:29.440]  That's 1-800-686-2237.
[02:33:29.440 --> 02:33:57.440]  That's 1-800-686-2237.
[02:33:57.440 --> 02:34:25.440]  That's 1-800-686-2237.
[02:34:25.440 --> 02:34:53.440]  That's 1-800-686-2237.
[02:34:53.440 --> 02:35:21.440]  That's 1-800-686-2237.
[02:35:21.440 --> 02:35:49.440]  That's 1-800-686-2237.
[02:35:49.440 --> 02:36:17.440]  That's 1-800-686-2237.
[02:36:17.440 --> 02:36:45.440]  That's 1-800-686-2237.
[02:36:45.440 --> 02:37:13.440]  That's 1-800-686-2237.
[02:37:13.440 --> 02:37:41.440]  That's 1-800-686-2237.
[02:37:41.440 --> 02:38:09.440]  That's 1-800-686-2237.
[02:38:09.440 --> 02:38:37.440]  That's 1-800-686-2237.
[02:38:37.440 --> 02:39:05.440]  That's 1-800-686-2237.
[02:39:05.440 --> 02:39:27.440]  That's 1-800-686-2237.
[02:39:27.440 --> 02:39:55.440]  That's 1-800-686-2237.
[02:39:55.440 --> 02:40:23.440]  That's 1-800-686-2237.
[02:40:23.440 --> 02:40:51.440]  That's 1-800-686-2237.
[02:40:51.440 --> 02:41:19.440]  That's 1-800-686-2237.
[02:41:19.440 --> 02:41:47.440]  That's 1-800-686-2237.
[02:41:47.440 --> 02:42:15.440]  That's 1-800-686-2237.
[02:42:15.440 --> 02:42:43.440]  That's 1-800-686-2237.
[02:42:43.440 --> 02:43:11.440]  That's 1-800-686-2237.
[02:43:11.440 --> 02:43:39.440]  That's 1-800-686-2237.
[02:43:39.440 --> 02:44:07.440]  That's 1-800-686-2237.
[02:44:07.440 --> 02:44:35.440]  That's 1-800-686-2237.
[02:44:35.440 --> 02:45:01.440]  That's 1-800-686-2237.
[02:45:01.440 --> 02:45:23.440]  That's 1-800-686-2237.
[02:45:23.440 --> 02:45:49.440]  That's 1-800-686-2237.
[02:45:49.440 --> 02:46:11.440]  That's 1-800-686-2237.
[02:46:11.440 --> 02:46:39.440]  That's 1-800-686-2237.
[02:46:39.440 --> 02:47:07.440]  That's 1-800-686-2237.
[02:47:07.440 --> 02:47:33.440]  That's 1-800-686-2237.
[02:47:33.440 --> 02:48:01.440]  That's 1-800-686-2237.
[02:48:01.440 --> 02:48:29.440]  That's 1-800-686-2237.
[02:48:29.440 --> 02:48:51.440]  That's 1-800-686-2237.
[02:48:51.440 --> 02:49:19.440]  That's 1-800-686-2237.
[02:49:19.440 --> 02:49:47.440]  That's 1-800-686-2237.
[02:49:47.440 --> 02:50:15.440]  That's 1-800-686-2237.
[02:50:15.440 --> 02:50:41.440]  That's 1-800-686-2237.
[02:50:41.440 --> 02:51:07.440]  That's 1-800-686-2237.
[02:51:07.440 --> 02:51:33.440]  That's 1-800-686-2237.
[02:51:33.440 --> 02:52:01.440]  That's 1-800-686-2237.
[02:52:01.440 --> 02:52:29.440]  That's 1-800-686-2237.
[02:52:29.440 --> 02:52:57.440]  That's 1-800-686-2237.
[02:52:57.440 --> 02:53:25.440]  That's 1-800-686-2237.
[02:53:25.440 --> 02:53:49.440]  That's 1-800-686-2237.
[02:53:49.440 --> 02:54:17.440]  That's 1-800-686-2237.
[02:54:17.440 --> 02:54:43.440]  That's 1-800-686-2237.
[02:54:43.440 --> 02:55:09.440]  That's 1-800-686-2237.
[02:55:09.440 --> 02:55:35.440]  That's 1-800-686-2237.
[02:55:35.440 --> 02:56:01.440]  That's 1-800-686-2237.
[02:56:01.440 --> 02:56:27.440]  That's 1-800-686-2237.
[02:56:27.440 --> 02:56:55.440]  That's 1-800-686-2237.
[02:56:55.440 --> 02:57:21.440]  That's 1-800-686-2237.
[02:57:21.440 --> 02:57:49.440]  That's 1-800-686-2237.
[02:57:49.440 --> 02:58:15.440]  That's 1-800-686-2237.
[02:58:15.440 --> 02:58:43.440]  That's 1-800-686-2237.
[02:58:43.440 --> 02:59:09.440]  That's 1-800-686-2237.
[02:59:09.440 --> 02:59:17.440]  Order a copy of this show for your friends and family at GCNLive.com or call 877-300-7645.
[02:59:39.440 --> 02:59:51.440]  Thank you for watching.
