[00:00.000 --> 00:26.000]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[01:07:19.000 --> 01:07:24.000]  We're not coming for your guns just like they're saying, oh, we're not censoring Alex Jones or Paul Joseph Watson or the Health Ranger.
[01:07:24.000 --> 01:07:25.000]  No, it's not even happening.
[01:07:25.000 --> 01:07:27.000]  Don't pay attention to that.
[01:07:27.000 --> 01:07:29.000]  Yes, they're coming for your guns.
[01:07:29.000 --> 01:07:30.000]  That's their ultimate goal.
[01:07:30.000 --> 01:07:38.000]  They want to take the guns away from citizens because, you know, an individual with a firearm is a citizen, not a slave.
[01:07:38.000 --> 01:07:40.000]  And they know that too.
[01:07:40.000 --> 01:07:42.000]  They want you to be a slave.
[01:07:42.000 --> 01:07:47.000]  North Korea says it's willing to discuss nuclear disarmament now.
[01:07:47.000 --> 01:07:48.000]  Yeah, really?
[01:07:48.000 --> 01:07:50.000]  I think that's fate.
[01:07:50.000 --> 01:07:53.000]  I think that's just posturing and positioning.
[01:07:53.000 --> 01:07:55.000]  And I posted this story last night.
[01:07:55.000 --> 01:08:07.000]  Trans men, transgender men are now on track to eliminate all women from sports because all the women's sports are now being, you know, invaded by trans men who are, of course, physically...
[01:08:07.000 --> 01:08:14.000]  They're either on male hormones like testosterone or they grew up as biological men and then they changed, you know, to women.
[01:08:14.000 --> 01:08:18.000]  They say they're women and now they're beating women on the mats and winning high school championships.
[01:08:18.000 --> 01:08:20.000]  It's absolutely insane.
[01:08:20.000 --> 01:08:27.000]  You're supposed to stand up and cheer, oh, oh, you wonderful trans wrestlers beating women to a pulp on the mat.
[01:08:27.000 --> 01:08:29.000]  Wow, you are social justice warriors.
[01:08:29.000 --> 01:08:31.000]  Wow, why can't you fight real men?
[01:08:31.000 --> 01:08:33.000]  You know, it's insane.
[01:08:33.000 --> 01:08:37.000]  But enough of that, if I keep talking about that, I'm going to lose it.
[01:08:37.000 --> 01:08:40.000]  Joining us now is Jim Hoff from the Gateway Pundit Gym.
[01:08:40.000 --> 01:08:43.000]  I want to welcome you to the Alice Jones Show.
[01:08:43.000 --> 01:08:44.000]  Thank you for joining us today.
[01:08:44.000 --> 01:08:46.000]  Great to be with you, Mike.
[01:08:46.000 --> 01:08:48.000]  Congratulations on filling in.
[01:08:48.000 --> 01:08:50.000]  Well, it's an honor and a privilege to be here.
[01:08:50.000 --> 01:08:52.000]  But I got to tell you, I'm a big fan of your work.
[01:08:52.000 --> 01:08:54.000]  I've been following your website very closely.
[01:08:54.000 --> 01:08:58.000]  You're very quick to get news out that is breakthrough news.
[01:08:58.000 --> 01:08:59.000]  How do you do it, man?
[01:08:59.000 --> 01:09:02.000]  Do you work like 16 hours a day?
[01:09:02.000 --> 01:09:04.000]  I have a pretty good staff.
[01:09:04.000 --> 01:09:05.000]  We're pretty limited.
[01:09:05.000 --> 01:09:08.000]  And I also have some wonderful readers who send me tips.
[01:09:08.000 --> 01:09:09.000]  So that helps.
[01:09:09.000 --> 01:09:11.000]  But we do what we can, you know?
[01:09:11.000 --> 01:09:23.000]  Now, you've put out an article over the last couple of days that documents some of the big conservative sites and personalities who are being systematically targeted for censorship by the tech giants.
[01:09:23.000 --> 01:09:27.000]  Can you go over what you found a little bit?
[01:09:27.000 --> 01:09:29.000]  I'd be happy to.
[01:09:29.000 --> 01:09:35.000]  And of course, I have natural news on that list now, which is tragic.
[01:09:35.000 --> 01:09:37.000]  What happened to you guys?
[01:09:37.000 --> 01:09:38.000]  It's criminal.
[01:09:38.000 --> 01:09:41.000]  This activity that's going on, we know it is.
[01:09:41.000 --> 01:09:56.000]  In my case and in several people in my situation, we actually advertised with Facebook, sent them tens of thousands of dollars to build our Gateway Pundit webpage on Facebook and to build our fans.
[01:09:56.000 --> 01:10:05.000]  And now this past weekend, you know, since the election, my Gateway Pundit was very successful during the election.
[01:10:05.000 --> 01:10:12.000]  Donald Trump win as Info Wars did as we saw Breitbart got huge during the election.
[01:10:12.000 --> 01:10:13.000]  What happened?
[01:10:13.000 --> 01:10:14.000]  What's your name?
[01:10:14.000 --> 01:10:17.000]  Is it like the fourth most influential site, a conservative site?
[01:10:17.000 --> 01:10:18.000]  Right.
[01:10:18.000 --> 01:10:19.000]  And this was a study.
[01:10:19.000 --> 01:10:20.000]  Thank you, Mike.
[01:10:20.000 --> 01:10:26.000]  It was actually a study done by Harvard, another one done by Columbia Journalism Review, a very respected journalism school.
[01:10:26.000 --> 01:10:33.000]  They came up with these numbers and found that Gateway Pundit was the fourth most influential news source on the right during the election.
[01:10:33.000 --> 01:10:44.000]  And what this study told us too was that conservatives, as you know, as the Info Wars audience knows, conservatives, they left the media at the last election.
[01:10:44.000 --> 01:10:51.000]  They refused to be abused after decades of this, you know, awful reporting and berating by the liberal media.
[01:10:51.000 --> 01:10:53.000]  And they went to social media.
[01:10:53.000 --> 01:10:54.000]  They went to sites like yours.
[01:10:54.000 --> 01:10:55.000]  They went to sites like mine.
[01:10:55.000 --> 01:10:58.000]  They went to Info Wars to get the real news.
[01:10:58.000 --> 01:11:04.000]  And so what happened after this election was actually George Soros funded one of those studies I just mentioned.
[01:11:04.000 --> 01:11:05.000]  Why?
[01:11:05.000 --> 01:11:14.000]  They discovered that these social media sites, these websites were the ones leading the charge in helping Trump get elected.
[01:11:14.000 --> 01:11:21.000]  Of course, it wasn't the national media and it wasn't the conservative, traditional conservative media because a lot of them were never Trumpers.
[01:11:21.000 --> 01:11:26.000]  But it seems like right now, Jim, I'm sorry, Rob, we just lost your video, I guess it's back.
[01:11:26.000 --> 01:11:35.000]  But you know, the question here is, aren't these tech giants admitting that they are tyrants in now this overt censorship?
[01:11:35.000 --> 01:11:36.000]  It used to be shadow banning.
[01:11:36.000 --> 01:11:39.000]  It used to be covert, like a secret black box algorithm.
[01:11:39.000 --> 01:11:41.000]  Now it's right out in the open.
[01:11:41.000 --> 01:11:43.000]  They're just banning, terminating entire channels.
[01:11:43.000 --> 01:11:47.000]  Aren't they admitting now that they are tyrants and that they support tyranny?
[01:11:47.000 --> 01:11:48.000]  Absolutely.
[01:11:48.000 --> 01:11:49.000]  And it's their goal.
[01:11:49.000 --> 01:11:51.000]  It's their goal is to silence all of us.
[01:11:51.000 --> 01:11:54.000]  And because they know this is how people are getting their information.
[01:11:54.000 --> 01:11:58.000]  Conservatives wholeheartedly rejected the national media.
[01:11:58.000 --> 01:12:00.000]  Now they go to sites like ours.
[01:12:00.000 --> 01:12:04.000]  Our Facebook traffic has been declining ever since these studies came out.
[01:12:04.000 --> 01:12:12.000]  And our organic traffic continues to go up, but our Facebook traffic continues to decline, which is kind of a weird concept.
[01:12:12.000 --> 01:12:15.000]  And it's only explained because they're targeting us.
[01:12:15.000 --> 01:12:23.000]  And then this weekend with the latest algorithmic change, we saw that we were getting about as much traffic as a cakewalk
[01:12:23.000 --> 01:12:28.000]  at a country church bazaar.
[01:12:28.000 --> 01:12:29.000]  Yeah.
[01:12:29.000 --> 01:12:35.000]  So we're talking about 15, 15 hits coming from our 640,000 Facebook fans.
[01:12:35.000 --> 01:12:36.000]  Here's what's studying.
[01:12:36.000 --> 01:12:37.000]  I'm sorry to interrupt is a little bit of a delay.
[01:12:37.000 --> 01:12:42.000]  But if you weren't being effective, they wouldn't be targeting you for banning.
[01:12:42.000 --> 01:12:43.000]  I mean, think about this.
[01:12:43.000 --> 01:12:46.000]  The fact that your voice is so influential and so powerful.
[01:12:46.000 --> 01:12:50.000]  So many people go to the gatewaypundit.com and find useful information.
[01:12:50.000 --> 01:12:51.000]  They're just like info wars.
[01:12:51.000 --> 01:12:53.000]  Info wars is influential.
[01:12:53.000 --> 01:12:55.000]  It, it wakes people up.
[01:12:55.000 --> 01:12:57.000]  It's not like hypnotizing people.
[01:12:57.000 --> 01:13:01.000]  It's de hypnotizing people from the lies of the mainstream media.
[01:13:01.000 --> 01:13:03.000]  Jim, you are a de hypnotist as well.
[01:13:03.000 --> 01:13:05.000]  Welcome to the de hypnosis club.
[01:13:05.000 --> 01:13:06.000]  Great.
[01:13:06.000 --> 01:13:07.000]  Glad to join it.
[01:13:07.000 --> 01:13:15.000]  And Mike, I got to tell you, since I started talking about this at gatewaypundit and putting up articles and really, you know, I'm freaked out about this.
[01:13:15.000 --> 01:13:20.000]  I don't think I don't know if your audience, if the Americans really understand how serious this is.
[01:13:20.000 --> 01:13:22.000]  If they shut us down, that's it.
[01:13:22.000 --> 01:13:23.000]  It's getting over.
[01:13:23.000 --> 01:13:24.000]  This is where the fascists win.
[01:13:24.000 --> 01:13:26.000]  This is where the communists take over.
[01:13:26.000 --> 01:13:30.000]  And that sounds very conspiracy like and I don't tend to be that way.
[01:13:30.000 --> 01:13:33.000]  But I really believe that's what we're heading to if they succeed with this.
[01:13:33.000 --> 01:13:46.000]  And what's interesting too is since I started putting up these stories, I'm getting emails from all of these large conservative pro Trump websites and Facebook pages saying the same things happening to us.
[01:13:46.000 --> 01:13:51.000]  I had a discussion with one of these Facebook pages this morning.
[01:13:51.000 --> 01:13:56.000]  I'm not going to mention who they were getting 32 million readers a week during the election.
[01:13:56.000 --> 01:13:58.000]  Now it's down to about one or two million a week.
[01:13:58.000 --> 01:13:59.000]  Are you?
[01:13:59.000 --> 01:14:00.000]  So this is what's happening.
[01:14:00.000 --> 01:14:01.000]  They're just shutting us down.
[01:14:01.000 --> 01:14:03.000]  Here's something else that I'm hearing.
[01:14:03.000 --> 01:14:05.000]  I don't want to ask you if you're hearing the same thing.
[01:14:05.000 --> 01:14:06.000]  We've got about two minutes left in this segment.
[01:14:06.000 --> 01:14:08.000]  I want to hold you for the next segment as well.
[01:14:08.000 --> 01:14:12.000]  But many of these independent smaller media websites are conservative sites.
[01:14:12.000 --> 01:14:20.000]  I think for a long time, a lot of them thought that Alex Jones was kind of out there when he was warning about the coming tyranny and the coming censorship.
[01:14:20.000 --> 01:14:21.000]  Well, now it's here.
[01:14:21.000 --> 01:14:25.000]  I mean, I'm hearing from people things like, oh my God, Alex Jones was right.
[01:14:25.000 --> 01:14:27.000]  You know, oh my God, all of a sudden it's here.
[01:14:27.000 --> 01:14:29.000]  You know, he used to sound fringe.
[01:14:29.000 --> 01:14:31.000]  Now it's actually happening.
[01:14:31.000 --> 01:14:33.000]  Are you hearing anything like that?
[01:14:33.000 --> 01:14:34.000]  Absolutely.
[01:14:34.000 --> 01:14:38.000]  And, you know, Alex did warn us on he was absolutely correct.
[01:14:38.000 --> 01:14:43.000]  The sad thing is, Mike, is that where the hell is the Republican politicians?
[01:14:43.000 --> 01:14:44.000]  Right.
[01:14:44.000 --> 01:14:54.000]  I went to Congress and I spoke to some of these people saying, you need to address this because they're going to lose all of their, all of the major media players that support Republican news.
