[00:03.000 --> 00:10.800]  Crashing through the lies and disinformation it's Alex Jones on the GCN radio network
[1:05:59.580 --> 1:06:02.540]  Ladies and gentlemen, alec jones here with the inauguration special
[1:06:02.620 --> 1:06:06.140]  We've had some of the biggest sales in our history since christmas into the new year
[1:06:06.220 --> 1:06:12.380]  I'm extending them as the inauguration specials right through this weekend and then it's over
[1:06:12.380 --> 1:06:14.940]  We have some new products coming out next week some other sales
[1:06:14.940 --> 1:06:20.780]  We're going to be doing but many of these sales are going to have to come to an end if you want across the board
[1:06:21.100 --> 1:06:27.660]  Massive specials on hundreds and hundreds of items like brain force 30 off and there's 20 more in each bottle
[1:06:27.740 --> 1:06:32.220]  Super no volatility 30 off survival shield x2 30 off. Here's the bottom line
[1:06:32.300 --> 1:06:36.140]  These are great products that change my life and change some of the other people's lives
[1:06:36.140 --> 1:06:43.900]  Also, it funds the operation this sale ends this weekend after the inauguration of donald j trump as the 45th president
[1:06:43.980 --> 1:06:49.740]  info wars store.com for info wars life.com or call toll free triple 8 253 3 139
[1:06:49.900 --> 1:06:56.860]  Get great products help fund the info war and celebrate the election of a populist a champion against the new world order
[1:06:56.940 --> 1:06:59.020]  I'm alec jones and this is the info war
[1:06:59.500 --> 1:07:04.620]  Please listen carefully because i'm about to point out three things that will save you a lot of money
[1:07:04.620 --> 1:07:08.620]  While you get high quality products and fund the info war a 360 win
[1:07:08.940 --> 1:07:11.580]  Number one when you choose auto ship before checkout
[1:07:11.660 --> 1:07:16.060]  We give you 10 off on your order at info warshore.com number two
[1:07:16.220 --> 1:07:23.100]  You're also able to get items that are out of stock when you sign up for auto ship because we hold back a surplus for auto ship customers
[1:07:23.420 --> 1:07:24.460]  Number three
[1:07:24.460 --> 1:07:28.300]  We're giving you free shipping on all orders about $50
[1:07:28.300 --> 1:07:34.460]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month
[1:07:34.540 --> 1:07:39.180]  Just go to info warshore.com select your favorite product or products click on auto ship
[1:07:39.260 --> 1:07:42.940]  And choose how often you want us to send you another order as you know
[1:07:43.180 --> 1:07:47.500]  I coined the term 360 win and with the new auto ship feature in info wars life.com
[1:07:47.660 --> 1:07:54.700]  This is a sure win 10 off on auto ship win win win at info wars life.com free shipping on orders above 50 bucks
[1:07:54.700 --> 1:07:58.860]  And all out of stock items are never out of stock when you sign up for auto ship
[1:07:58.860 --> 1:08:22.300]  Rallying patriots worldwide in defense of human liberty. You're listening to the alex jones show
[1:08:28.940 --> 1:08:35.660]  Welcome back to the alex jones show i'm david night on this tuesday january 17th 2017 joining us now is james o' keith
[1:08:36.140 --> 1:08:38.140]  With project veritas yesterday
[1:08:38.140 --> 1:08:43.820]  We showed part one of his investigation. They did an undercover investigation of people who are planning to
[1:08:44.540 --> 1:08:51.260]  Not only interrupt the deplorable not only to try to shut it down but also to engage in criminal
[1:08:51.660 --> 1:08:57.260]  Operations are we going to talk to him about that report also about the upcoming report part two of that investigation
[1:08:57.260 --> 1:09:01.020]  James o' keith, of course, as you know as president of project veritas
[1:09:01.420 --> 1:09:07.820]  Well known for his 2009 acorn investigation the systematic corruption that he discovered and showed in multiple offices that
[1:09:08.140 --> 1:09:14.540]  Ultimately forced that group to disband then he also did a very important investigation into npr
[1:09:15.180 --> 1:09:18.140]  They did a sting where they had two executives there
[1:09:18.700 --> 1:09:21.260]  Executive ron schiller senior director betsy lily
[1:09:21.260 --> 1:09:27.020]  They agreed to receive five million dollar donation from a fictional muslim organization
[1:09:27.180 --> 1:09:35.820]  And then the house representatives voted to defund them in september of 2011 project veritas led an investigation into medicaid offices in six states
[1:09:35.820 --> 1:09:37.820]  so he's had a massive influence
[1:09:38.620 --> 1:09:44.140]  In exposing the truth, of course, that's what project veritas means. I mean, that's what we always see the
[1:09:44.140 --> 1:09:51.820]  Whenever he exposes the truth, actually, we see the same thing happen that they always do when a whistleblower talks about criminal operations
[1:09:52.380 --> 1:09:58.380]  Shows corruption. They always attack the messenger. They come after the whistleblower. That's one thing that
[1:09:59.020 --> 1:10:03.420]  Brock Obama will be remembered for but joining us now is james o' keith. Thank you for joining us
[1:10:03.900 --> 1:10:08.300]  Hey, great to be with you. Tell us a little bit about uh, let's break down this
[1:10:08.300 --> 1:10:13.900]  Uh part one that we saw saw yesterday, of course. So what they were talking about doing was releasing
[1:10:14.460 --> 1:10:17.420]  Bacteric acid in the depour ball and that is the
[1:10:18.140 --> 1:10:23.580]  Thing that gives human vomit. It smells. It's very disgusting intolerable smell. It makes people sick
[1:10:23.580 --> 1:10:28.780]  They want to do that but in concentration it is an acid and so it'll burn your skin. It'll burn your lungs
[1:10:29.180 --> 1:10:31.180]  It's a very dangerous thing. That's a
[1:10:31.580 --> 1:10:32.860]  criminal
[1:10:32.860 --> 1:10:34.620]  Conspiracy, isn't it james?
[1:10:34.620 --> 1:10:38.780]  Yeah, it's actually covered under the dc anti terrorism statutes
[1:10:39.340 --> 1:10:44.380]  Uh, and and it's it's not just a prank this acid could it's a flammable material
[1:10:44.460 --> 1:10:46.060]  It could it could burn your lungs
[1:10:46.060 --> 1:10:50.060]  It could cause a stampede out of the national press club people trampling one another
[1:10:50.540 --> 1:10:54.620]  It's it's considered terrorism and we took the footage of the fbi
[1:10:55.180 --> 1:10:58.460]  They had the video they had these people's names and numbers
[1:10:58.540 --> 1:11:01.180]  They had their last names when we took this footage to them
[1:11:01.180 --> 1:11:04.460]  They thanked us and said they were going to be launching investigation
[1:11:04.940 --> 1:11:08.300]  And they also said they wanted to set off the sprinkler systems and get people wet
[1:11:08.700 --> 1:11:10.460]  It's going to be cold outside
[1:11:10.460 --> 1:11:14.060]  They want to do as much harm physically to people as possible
[1:11:14.620 --> 1:11:17.340]  And then of course they responded by saying well, we were just
[1:11:18.140 --> 1:11:20.140]  We were just punking me
[1:11:20.220 --> 1:11:22.940]  Well, if that's the case then why did they continue to
[1:11:23.580 --> 1:11:29.100]  Send these plans and emails follow up with more emails talking about how they're going to do this
[1:11:29.100 --> 1:11:34.380]  They did recon of the building they cased the building to ensure they could actually can carry out these plans
[1:11:34.940 --> 1:11:40.540]  And uh, it's just a laughable kind of cover your ass excuse trying to say that this was all a joke
[1:11:41.020 --> 1:11:45.340]  And when in fact the fbi has their name and number and of course we see this all the time
[1:11:45.420 --> 1:11:49.020]  You know people have a right to exercise their free speech
[1:11:49.100 --> 1:11:53.580]  And I think that the protests in terms of standing there with a sign talking about something
[1:11:53.580 --> 1:11:55.660]  I think we're actually too restrictive on that in the u.s
[1:11:55.660 --> 1:12:00.620]  Because when you look at these political conventions, what they do is they have protesters at both the political conventions
[1:12:00.620 --> 1:12:05.660]  They put them far away from where the political convention is and most cases the last several elections
[1:12:05.900 --> 1:12:08.940]  They put them in cages. You have to have a permit ahead of time
[1:12:08.940 --> 1:12:11.740]  But what we're not talking we're not talking about that kind of free speech here
[1:12:12.060 --> 1:12:18.620]  We're talking about people who are being paid to agitate and we have seen this in the run up to the election
[1:12:19.260 --> 1:12:24.060]  That they get violent with people that they instigate violence and then of course that violence is blamed on donald trump
[1:12:24.060 --> 1:12:29.100]  Or on trump supporters and not on the people who go there as paid agitators. Washington times has a story today
[1:12:29.100 --> 1:12:32.940]  That's on the dredge report talking about how they're going to pay people up to $2,500
[1:12:33.020 --> 1:12:37.900]  They say hey, we'll pay $50 an hour. We want you to do six events a year so forth and so on. I mean this is
[1:12:38.460 --> 1:12:43.340]  Uh, and we know we've seen uh, george sorris involved in it, but when you're talking about stampeding
[1:12:43.420 --> 1:12:48.780]  It's very important what you said. They're trying to stampede people out of a venue like that
[1:12:49.260 --> 1:12:51.740]  That is a very dangerous situation. We've all known of
[1:12:51.740 --> 1:12:57.260]  Uh situations just look at uh black friday at walmart people to get trampled and injured at
[1:12:57.820 --> 1:13:03.180]  Walmart, but this is trying to create a situation like that trying to create something where people get trampled at uh
[1:13:03.340 --> 1:13:06.700]  At a massive crowd like a concert or something like that
