[00:00.000 --> 00:18.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the info war.
[1:11:21.000 --> 1:11:24.000]  This is a flag that belonged to the detention facility there.
[1:11:24.000 --> 1:11:28.000]  They desecrated it, ripped it down and then strung it back up.
[1:11:28.000 --> 1:11:33.000]  I look at it, as you said, as an act of treason and as an act of war and we need to stand against it.
[1:11:33.000 --> 1:11:42.000]  So I'm calling on all veterans out there in particular but also all patriots to go stand at your localized facility and stand up for your flag and also stand against terrorism.
[1:11:42.000 --> 1:11:47.000]  You're being assaulted, our country's being assaulted by a communist coup.
[1:11:47.000 --> 1:11:51.000]  And we need to symbolically let them know we're not putting up with it because here's the key, folks.
[1:11:51.000 --> 1:11:56.000]  We're being probed. This is all over the U.S. It all happens the same day, the same way.
[1:11:56.000 --> 1:12:00.000]  It's all being programmed by Soros, Alexander Soros. We got the documents last year.
[1:12:00.000 --> 1:12:06.000]  They are orchestrating all this through stay-behind networks that Obama has inside U.S. agencies.
[1:12:06.000 --> 1:12:11.000]  And they're really testing and they're really probing what we're going to put up with.
[1:12:11.000 --> 1:12:19.000]  Yeah, that's right. It's a probe. It's to see if you don't react to it, if you don't defend the flag, if you don't stand up and support ISIS with boots on the ground,
[1:12:19.000 --> 1:12:21.000]  they're going to see that, it's going to embolden them.
[1:12:21.000 --> 1:12:24.000]  They're going to see that as your weakness and they're going to keep going.
[1:12:24.000 --> 1:12:29.000]  And there's also another claim. Oh, you're just cherry-picking people that say America was never great.
[1:12:29.000 --> 1:12:35.000]  It'll never be great. Governor of New York. You're just cherry-picking congresswomen saying arrest people that criticize Democrats.
[1:12:35.000 --> 1:12:42.000]  No, they're all saying it. They are un-ploking. They are an authoritarian, foreign-funded, globalist group.
[1:12:42.000 --> 1:12:49.000]  We have cancer, folks. The average leftist literally gets nauseous if you say America is great.
[1:12:49.000 --> 1:12:55.000]  And I was never even an America file. I love America. I care about it, but I'm like, oh, this is overdoing the flag and stuff.
[1:12:55.000 --> 1:13:00.000]  No, I get it now. There's people that hate it. They're trying to remove it. That's why you've got to defend it.
[1:13:00.000 --> 1:13:05.000]  So you've got to either totally choose it or totally be against it because they're making their move right now, Matt.
[1:13:05.000 --> 1:13:10.000]  What do you think about just the culture of the left now is officially America-hating?
[1:13:10.000 --> 1:13:18.000]  Well, it's because the majority is staying silent. I mean, the far-left liberal is really not the majority, but they own all of the media outlets.
[1:13:18.000 --> 1:13:25.000]  I mean, John Brown Gun Club just got a special on CNN called the United Shades where they're glorified as peaceful defenders of their community.
[1:13:25.000 --> 1:13:38.000]  Yet, we can't get 10 seconds on mainstream media when we are out there actually fighting for rights and draw crowds of 1,000 at the Olympia Capitol standing against unconstitutional gun laws.
[1:13:38.000 --> 1:13:47.000]  Well, they just discount all these Americans as Nazis. And as you said, American Shades is the one raising money for the terror group that just attacked.
[1:13:47.000 --> 1:13:58.000]  Absolutely. And we're sitting here just, you know, in shock that, you know, it's from the schools to the media, every form of media, like they just own it and control it.
[1:13:58.000 --> 1:14:04.000]  And then you got places like Portland where the police won't go out and enforce the laws. So then you got Antifa running wild.
[1:14:04.000 --> 1:14:09.000]  And then that's put all over the liberal media as normal. It's just inspiring people to do more of the same.
[1:14:09.000 --> 1:14:15.000]  And let's be clear. On the universities in the think tanks, they've been breeding this for 50 years.
[1:14:15.000 --> 1:14:20.000]  Hillary was supposed to come in. They were going to launch it. Well, Trump got in. They said, screw it. Launch it with Trump in.
[1:14:20.000 --> 1:14:24.000]  So you're seeing this is their attempted takeover. This is their assault.
[1:14:24.000 --> 1:14:33.000]  Yeah. Imagine if Hillary had won. You'd be seeing this, the same exact pattern be happening, but it'd be done with the full support of the White House.
[1:14:33.000 --> 1:14:37.000]  The only thing keeping them in check right now is Trump, who's not doing what he should be doing.
[1:14:37.000 --> 1:14:44.000]  He should be nationalizing, for example, the National Guard of Oregon should have been federalized and put on the streets of Portland to keep the peace.
[1:14:44.000 --> 1:14:49.000]  When the mayor openly lets them go out and attack people and split their heads. And see, that's the thing.
[1:14:49.000 --> 1:14:57.000]  He still gets off balance listening to his advisors that are scared of MSM. The MSM's hated everything. Ignore them. No one listens to them.
[1:14:57.000 --> 1:15:02.000]  We have the initiative and we're on the right. If we take action, we can't be stopped.
[1:15:02.000 --> 1:15:06.000]  Yeah, do what you should be doing. When they desegregated the schools in Little Right, they brought in the U.S. military.
[1:15:06.000 --> 1:15:08.000]  Eisenhower didn't play games. He sent troops in.
[1:15:08.000 --> 1:15:15.000]  Right, exactly. And so he should federalize the Oregon National Guard, put them on the streets of Portland for one example among many,
[1:15:15.000 --> 1:15:18.000]  and secure the peace of the American people in their right to free speech and assembly.
[1:15:18.000 --> 1:15:22.000]  If he doesn't do that, though, guys like Matt and I have to go do it ourselves. And Joe Biggs.
[1:15:22.000 --> 1:15:25.000]  That's why Joe Biggs is heading to Portland on August 17th.
[1:15:25.000 --> 1:15:32.000]  There's going to be a collision course there between Antifa and veterans on August 17th, because President Trump is not doing what he should be doing, frankly.
[1:15:32.000 --> 1:15:38.000]  Now, let's talk about what Trump should do with Matt Marshall, three percenters, and Stuart Rhodes.
[1:15:38.000 --> 1:15:41.000]  Of course, the both keepers. I'm Alex Jones of InfoWars.
[1:15:41.000 --> 1:15:49.000]  Tomorrow's news today. And remember, thanks to you, all their censorship, all their attacks have basically failed because you've upped your game to the next level.
[1:15:49.000 --> 1:16:05.000]  So spread all the live links, all the articles, all the videos. That's how you override their operations.
[1:16:20.000 --> 1:16:30.000]  Our microwavable heat wraps, heatable neck pillows, and extra large body wraps are designed better for perfect support where and when you need it.
[1:16:30.000 --> 1:16:39.000]  Even while driving, Sunny Bay wraps will not burn and stay balanced to provide soothing hot or cold therapy to help treat temporary or chronic pain.
[1:16:39.000 --> 1:16:43.000]  And the best part, Sunny Bay quality products started under $20.
[1:16:43.000 --> 1:16:51.000]  Join thousands of happy customers and see why Sunny Bay products have a lifetime 100% positive rating on both Amazon and Etsy.
[1:16:51.000 --> 1:17:15.000]  It's easy. Click Amazon or Walmart and search today for Sunny Bay.
[1:17:22.000 --> 1:17:50.000]  These valuable lease contracts won't last long. Call now 800-600-3388.
[1:17:50.000 --> 1:17:52.800]  Equipment Offer poses a financial risk to owners consult with financial professionals
[1:17:52.800 --> 1:17:56.000]  before purchasing not an offer to buy or sell a security which requires an offering document.
[1:17:58.320 --> 1:18:03.600]  Our powerful line of fluoride-free products is the perfect gift for yourself or others who are
[1:18:03.600 --> 1:18:09.360]  exploring a healthier, happier lifestyle. With options ranging from toothpaste to oral spray,
[1:18:09.360 --> 1:18:14.560]  it's easy to find the perfect option for you. Super Blue Toothpaste is the fan favorite
[1:18:14.560 --> 1:18:20.800]  fluoride-free toothpaste that every info warrior loves. Powered by iodine and nano silver, it's
[1:18:20.800 --> 1:18:25.600]  designed to deliver a powerful clean while supporting good oral health and fresh breath.
[1:18:25.600 --> 1:18:30.720]  Available in two refreshing flavors, enjoy a minty fresh flavor made with peppermint oil
[1:18:30.720 --> 1:18:36.400]  or try our bubblegum flavor. Super Blue Immune Gargle is the only option for on-the-go immune
[1:18:36.400 --> 1:18:41.040]  system support like no other. With the scientifically proven patented ingredient,
[1:18:41.040 --> 1:18:46.320]  silver soul in three different sizes, you can take it wherever you go. Support good oral health
[1:18:46.320 --> 1:18:52.080]  with our one-of-a-kind Super Blue products. Don't miss out on revolutionizing your morning routine.
[1:18:52.080 --> 1:18:56.800]  Head to infowarstore.com and get our line of Super Blue products today.
[1:18:58.160 --> 1:19:04.880]  Info Wars, the most banned network in the world. So the Info Wars model is a self-fulfilling,
[1:19:04.880 --> 1:19:09.920]  self-supporting structure that is promoting free press and free speech by people getting together
[1:19:09.920 --> 1:19:14.880]  and supporting one another and sustaining one another. It is the only independent press of this
[1:19:14.880 --> 1:19:21.120]  size and scale of this public reach. It is the one model that says here's a way to have a self-supporting,
[1:19:21.120 --> 1:19:26.480]  self-sustaining, self-structured, little d-democratic structure that because the audience determines
[1:19:26.480 --> 1:19:31.040]  what content goes up, the audience determines what audience is ultimately reached by their choices
[1:19:31.040 --> 1:19:34.880]  and supporting Info Wars. And it's all because the audience spends their whatever it is, whether
[1:19:34.880 --> 1:19:39.680]  it's $5 or $50 a month on products that they like and that they want that actually compete
[1:19:39.680 --> 1:19:44.400]  with the corporate driven model and the ability to do that and at the same time support press,
[1:19:44.400 --> 1:19:49.200]  support speech, support letting the audience choose what news they want to see and what views
[1:19:49.200 --> 1:19:53.760]  they want to hold. And it's the ultimate American democratic expression and experiment and it is
