[00:00:00.750 --> 00:00:04.333]  WCAX-TV.
[01:02:29.354 --> 01:02:30.134]  We'll be right back.
[01:02:30.134 --> 01:02:33.016]  Stay with us.
[01:02:33.016 --> 01:02:34.396]  We're on the march.
[01:02:34.396 --> 01:02:35.897]  The Empire's on the run.
[01:02:36.915 --> 01:02:42.701]  Alex Jones and the GCN Radio Network.
[01:02:42.701 --> 01:02:45.784]  Are you concerned about the high cost of prescription drugs?
[01:02:45.784 --> 01:02:52.310]  Since January of 2006, RxDrugCard.com members have saved an average of $33 per prescription filled.
[01:02:52.310 --> 01:02:54.652]  That's over 46% savings!
[01:02:54.652 --> 01:02:56.955]  The average savings for generic drugs was over 71%.
[01:02:58.716 --> 01:03:07.441]  RxDrugCard.com is the only major discount prescription drug plan that offers a price lookup page, so you can get an idea of your discounted price before you enroll.
[01:03:07.441 --> 01:03:11.004]  RxDrugCard.com is for anyone who pays for their own prescriptions.
[01:03:11.004 --> 01:03:15.807]  There are no age restrictions, all prescriptions are covered, and 95% of all pharmacies in the U.S.
[01:03:15.807 --> 01:03:20.229]  participate, including Walmart, Walgreens, CVS Pharmacy, and many more.
[01:03:20.229 --> 01:03:24.692]  With RxDrugCard.com, you will save immediately with no messy forms or paperwork.
[01:03:25.012 --> 01:03:31.257]  Membership fees start at only $4.50 per month and include a 30-day unconditional money-back guarantee.
[01:03:31.257 --> 01:03:38.163]  Visit us at www.rxdrugcard.com or call us at 888-216-2461.
[01:03:38.163 --> 01:03:39.084]  That's 888-216-2461.
[01:03:39.084 --> 01:03:40.125]  Do it today!
[01:03:40.125 --> 01:03:45.629]  Do you know that you can go solar for under 1,200 bucks now?
[01:03:45.629 --> 01:03:46.950]  Hi, this is Ken Solar.
[01:03:46.950 --> 01:03:51.054]  As you may have heard by now, I've been designing alternative energy packages for over a decade.
[01:03:51.678 --> 01:03:57.083]  The solar power generators I produce will get you all the solar power you need for your household essentials.
[01:03:57.083 --> 01:04:03.489]  Your refrigerator, your freezer, lights, fans, electric blankets, TV, radio, clocks, phones, computers, and a lot more!
[01:04:04.250 --> 01:04:07.112]  No gas, no fumes, and they're totally silent.
[01:04:07.112 --> 01:04:17.358]  Each solar power generator comes complete with everything you'll need, including the solar panel, a 3,000 watt peak inverter, a step-by-step quick setup sheet, and battery backup.
[01:04:17.358 --> 01:04:21.120]  I reached that point in my life where I just didn't want to have to rely on everyone else anymore.
[01:04:21.120 --> 01:04:23.941]  You know, power companies, government.
[01:04:23.941 --> 01:04:27.784]  Anyway, getting yourself free from the utility grid is a lot easier than you might think.
[01:04:27.784 --> 01:04:29.024]  Are you ready to go solar?
[01:04:29.024 --> 01:04:29.985]  Give me a call now at 239-677-3073.
[01:04:33.907 --> 01:04:38.189]  Or order them on my website at a 10% discount on KenSolar.com.
[01:04:38.189 --> 01:04:41.410]  That's KenSolar.com.
[01:04:41.410 --> 01:04:44.531]  Are you lacking energy on a daily basis?
[01:04:44.531 --> 01:04:47.192]  Do you feel tired all the time?
[01:04:48.092 --> 01:04:51.936]  Then it's time for you to try A.C.T., the healthy energy drink.
[01:04:51.936 --> 01:04:52.516]  A.C.T.
[01:04:52.516 --> 01:04:58.201]  helps your body with a natural blend of fruit extracts, herbs, and vitamins to deliver healthy cellular energy.
[01:04:58.201 --> 01:04:58.802]  A.C.T.
[01:04:58.802 --> 01:05:03.386]  contains no caffeine, 4 grams of sugar, and only 22 calories per serving.
[01:05:03.386 --> 01:05:03.926]  A.C.T.
[01:05:03.926 --> 01:05:05.788]  works within minutes, lasts for hours.
[01:05:06.208 --> 01:05:06.889]  I think so.
[01:05:25.891 --> 01:05:26.813]  I think so.
[01:06:04.483 --> 01:06:14.954]  By the way, we're going to be protesting against the New World Order, the North American Union, and for Ed Brown today at 7 o'clock in front of Rick Perry's... In fact, now it's going to be about that.
[01:06:15.709 --> 01:06:16.769]  You say, why in Texas?
[01:06:16.769 --> 01:06:19.470]  Because he's one of the head New World Order minions in the U.S.
[01:06:19.470 --> 01:06:19.690]  now.
[01:06:19.690 --> 01:06:20.930]  He's been to Bilderberg.
[01:06:20.930 --> 01:06:22.531]  It's all part of this great evil.
[01:06:22.531 --> 01:06:23.871]  This is where Waco happened.
[01:06:23.871 --> 01:06:25.452]  No more Wacos.
[01:06:25.452 --> 01:06:27.752]  We're going to have a demonstration tonight at 7 o'clock.
[01:06:27.752 --> 01:06:28.872]  We were going for Bilderberg.
[01:06:28.872 --> 01:06:30.453]  It'll be about that too.
[01:06:30.453 --> 01:06:32.733]  I'm going to be out there at 7 o'clock tonight.
[01:06:32.733 --> 01:06:34.854]  Now, Jack McClam just called us 20 minutes ago.
[01:06:34.854 --> 01:06:38.895]  He was on the phone with the sheriff in the county there.
[01:06:38.895 --> 01:06:40.495]  I'm told he just contacted us.
[01:06:40.495 --> 01:06:41.716]  We're getting him lined up right now.
[01:06:41.716 --> 01:06:42.616]  Do you have Jack McClam yet?
[01:06:44.580 --> 01:06:46.547]  I'm sure 50 million people are calling his number right now.
[01:06:46.547 --> 01:06:47.390]  Do we have Jack?
[01:06:49.389 --> 01:06:50.210]  I need a bigger staff.
[01:06:50.210 --> 01:06:52.131]  My people work so hard and do such a good job.
[01:06:52.131 --> 01:06:52.891]  John's not coming to me.
[01:06:52.891 --> 01:06:54.092]  He must be on the phone.
[01:06:54.092 --> 01:06:56.494]  Let's go back to Pastor Butch Paul.
[01:06:56.494 --> 01:06:58.855]  Butch, I hope you're wrong.
[01:06:58.855 --> 01:07:01.757]  I hope that... I mean, I'm not saying hoping you're wrong.
[01:07:01.757 --> 01:07:04.799]  I hope this report you got is wrong.
[01:07:04.799 --> 01:07:07.040]  But again, we have to report it as it comes in.
[01:07:07.040 --> 01:07:11.203]  It was this unconfirmed report that the house is on fire.
[01:07:11.203 --> 01:07:14.385]  But every other unconfirmed report up to this one has been confirmed.
[01:07:15.380 --> 01:07:17.521]  In my gut, it fits the M.O.
[01:07:17.521 --> 01:07:22.324]  The person leaving in the morning, the drone the night before, and now a fire.
[01:07:22.324 --> 01:07:24.945]  That's what these cowards do as they burn people out.
[01:07:24.945 --> 01:07:26.806]  And they like to shoot them as they run out burning.
[01:07:26.806 --> 01:07:28.467]  It's part of the fun.
[01:07:28.467 --> 01:07:36.571]  And if they burn them out, I just... We need to get, you know, a week or so to have the local grand jury indict these criminals.
[01:07:36.571 --> 01:07:39.592]  But of course, they back everybody off so they can carry out the murder silently.
[01:07:39.592 --> 01:07:43.094]  I'm gonna say this, in any battle... John, are you there?
[01:07:44.494 --> 01:07:44.694]  Okay, good.
[01:07:44.694 --> 01:07:46.735]  I didn't even know because I was calling for Butch and he didn't come back.
[01:07:46.735 --> 01:07:48.956]  Do we have Jack McClam?
[01:07:48.956 --> 01:07:49.336]  Okay, good.
[01:07:49.336 --> 01:07:49.797]  We're getting him on.
[01:07:49.797 --> 01:07:51.457]  We're going to have Butch on with us, too.
[01:07:51.457 --> 01:07:52.458]  I'm going to say this right now.
[01:07:52.458 --> 01:07:54.979]  I'm not afraid to die.
[01:07:54.979 --> 01:07:55.379]  Okay?
[01:07:55.379 --> 01:07:57.820]  And believe me, at my animal level, I like to fight.
[01:07:57.820 --> 01:08:00.742]  I mean, I tear into people all the time.
[01:08:00.742 --> 01:08:03.243]  I mean, I was a maniac growing up, folks.
[01:08:03.243 --> 01:08:07.425]  And frankly, I like fighting two or three people.
[01:08:07.425 --> 01:08:09.526]  I mean, I like having odds down.
[01:08:09.526 --> 01:08:12.567]  It's just I'm an animalistic person.
[01:08:12.567 --> 01:08:13.888]  And I'm not saying I'm a tough guy, either.
[01:08:14.591 --> 01:08:17.253]  No, I've just got a couple screws loose and everybody knows it.
[01:08:17.253 --> 01:08:22.075]  But the point here is, is that, I'm a pretty macho person, okay?
[01:08:22.075 --> 01:08:22.776]  I'll tell you right now.
[01:08:22.776 --> 01:08:28.079]  I mean, people see me run up to 500 Larry Conquistas threatening me and telling me, you know, bring it on.
[01:08:28.079 --> 01:08:37.584]  I mean, I need, but I need, I've learned to control myself because I've had this attitude of let's just go ahead and get it on, okay?
[01:08:37.584 --> 01:08:39.645]  There's nothing I like better, believe me.
[01:08:39.645 --> 01:08:43.347]  But, and I'm going to say this, and I can be the big coward here out in the public and everything.
[01:08:44.171 --> 01:08:57.736]  If they've killed Edna Wayne Brown, or if they've burned them out, or if they've surrounded them, and we know they've surrounded them and they've said they're moving in, and we sit there and let the word of this spread, because that's what happened at Leisington and Concord.
[01:08:57.736 --> 01:09:02.818]  It took, you know, it took weeks for this thing to really get cranking, in the scheme of time.
[01:09:03.890 --> 01:09:11.336]  If we let the news of this get out and how they burned them out or what they truly did, once we find out, that will build our forces even greater.
[01:09:11.336 --> 01:09:20.402]  They are doing this to preemptively try to make us launch military operations against the New World Order, take over the U.S.
[01:09:20.402 --> 01:09:22.384]  because they're losing on the immigration bill.
[01:09:22.384 --> 01:09:26.807]  They're losing on the North American Union and the Pan-American Union through CAFTA.
[01:09:26.807 --> 01:09:29.569]  They are losing on their Second Amendment grabs.
[01:09:29.569 --> 01:09:32.271]  They are losing on every front we are taking over.
[01:09:32.871 --> 01:09:41.338]  Las Vegas odds have gone from 15 to 1, you know, 100 to 1, 15 to 1, to now saying he is the leader, he's the only Republican that can beat the Democrats.
[01:09:41.338 --> 01:09:47.383]  They're now saying that by primary time, this is major, these are the people that are never wrong, folks, I mean, rarely.
[01:09:48.564 --> 01:09:56.535]  They are panicking right now and they want to pick a fight now and chew up all their idiot cops and dumbed down military.
[01:09:56.535 --> 01:09:57.817]  I'm not knocking you.
[01:09:57.817 --> 01:09:58.517]  You're brain dead.
[01:09:58.517 --> 01:09:59.759]  You've been brainwashed.
[01:09:59.759 --> 01:10:01.301]  You've been under major mind control.
[01:10:01.301 --> 01:10:02.583]  We have tried to be your friends.
[01:10:03.664 --> 01:10:05.084]  Jesus, God help me.
[01:10:05.084 --> 01:10:06.745]  I can't believe we're in the middle.
[01:10:06.745 --> 01:10:08.145]  Folks, I know the country.
[01:10:08.145 --> 01:10:12.406]  This isn't people 10 years ago in the Patriot Movement shooting their mouths off about shooting.
[01:10:12.406 --> 01:10:18.807]  Do you realize police and military, there are millions of former special forces and other people who want to start killing you.
[01:10:18.807 --> 01:10:22.988]  Do you fools understand that if it starts, you're going to be dead everywhere.
[01:10:22.988 --> 01:10:27.228]  Within days, you're going to be in armored compounds in citadel fashion.
[01:10:27.228 --> 01:10:30.289]  We will literally kick the living hell out of you.
[01:10:31.198 --> 01:10:33.240]  I don't want this to start.
[01:10:33.240 --> 01:10:33.941]  Okay?
[01:10:33.941 --> 01:10:35.763]  This is about to start.
[01:10:35.763 --> 01:10:36.924]  Do you understand that?
[01:10:36.924 --> 01:10:39.687]  Do you understand people want to come after you?
[01:10:39.687 --> 01:10:42.791]  Do you understand you idiots are being used?
[01:10:42.791 --> 01:10:44.052]  Now I'm just asking people.
[01:10:45.387 --> 01:10:48.869]  Do we need to wait a few days before this stuff kicks off?
[01:10:48.869 --> 01:10:49.930]  I'm calling for calm.
[01:10:49.930 --> 01:10:51.370]  Call me a coward if you want.
[01:10:51.370 --> 01:10:56.913]  Let's bring up Butch Paul, then Jack McClam, who was just... But, I mean, Butch, I'm not trying to be cowardly here.
[01:10:56.913 --> 01:11:02.936]  In fact, I'm afraid right now to even come out here and tell you what I really think, because I'm afraid of people thinking I'm a coward.
[01:11:02.936 --> 01:11:04.157]  That's my only fear.
[01:11:04.157 --> 01:11:06.959]  I'm saying, do we want to give them their war now?
[01:11:06.959 --> 01:11:08.119]  Butch, is that what you're saying?
[01:11:08.119 --> 01:11:14.863]  Well, I'm saying, Alex, that if this were you, or your brother or sister, or your mom or dad, or your children, what would you do?
[01:11:16.053 --> 01:11:22.021]  You know, quite frankly, this is all happening live.
[01:11:22.021 --> 01:11:32.615]  Obviously, I'd want people to rise up for me, but frankly, if I could coldly sit back and know that I was a sacrifice who would literally increase our power a year from now to defeat them, I just want to beat them.
[01:11:32.615 --> 01:11:33.636]  So I'm looking at strategy.
[01:11:34.717 --> 01:11:36.979]  But I know sometimes you can't do strategy.
[01:11:36.979 --> 01:11:39.520]  Forget the maneuvers, go straight at them.
[01:11:39.520 --> 01:11:42.222]  Again, if it's you or I, we wouldn't mind being sacrificed.
[01:11:42.222 --> 01:11:43.103]  Understand that.
[01:11:43.103 --> 01:11:47.366]  But if this were your brother or sister, mom or dad, son or daughter... I couldn't control myself.
[01:11:47.366 --> 01:11:48.086]  No, you could not.
[01:11:48.086 --> 01:11:54.951]  This is somebody's brother or sister, somebody's mom or dad, somebody's whatever, and somebody cares enough.
