[00:00:00.109 --> 00:00:04.853]  Kidding, talk radio.
[01:09:38.591 --> 01:09:39.912]  And you said that's correct.
[01:09:40.073 --> 01:09:42.295]  Yeah, there's no North American Union.
[01:09:42.335 --> 01:09:43.175]  We're not going to join it.
[01:09:43.676 --> 01:09:46.138]  We're not going to be turning our dollar into euros.
[01:09:46.939 --> 01:09:50.622]  We're not building a highway from Mexico to Canada.
[01:09:51.083 --> 01:09:52.064]  That's all nonsense.
[01:09:53.054 --> 01:09:54.015]  It's not going to happen.
[01:09:55.016 --> 01:09:57.277]  I would think you'd like Dr. Corsi.
[01:09:57.297 --> 01:09:59.679]  He shot down Kerry and wrote Unfit for Command.
[01:10:00.059 --> 01:10:01.060]  He has all the documents.
[01:10:01.160 --> 01:10:01.940]  I have all the documents.
[01:10:01.960 --> 01:10:04.642]  Have you read the thousands of pages of SPP documents?
[01:10:05.082 --> 01:10:06.543]  No, I haven't read those at all.
[01:10:07.084 --> 01:10:08.825]  You're just going to say it doesn't exist?
[01:10:08.865 --> 01:10:10.226]  No, I didn't say it didn't exist.
[01:10:10.266 --> 01:10:11.546]  I said it's not going to happen.
[01:10:13.228 --> 01:10:16.490]  The interesting thing is you and I agree on a lot of stuff.
[01:10:16.850 --> 01:10:19.111]  Yesterday was the first day I really listened to your whole show.
[01:10:19.712 --> 01:10:21.173]  I looked up a lot of clips on you.
[01:10:22.017 --> 01:10:23.978]  And we agree on closing the borders.
[01:10:24.038 --> 01:10:25.538]  We agree on homeschooling.
[01:10:25.598 --> 01:10:27.079]  We agree on gun control.
[01:10:27.099 --> 01:10:31.221]  I agree with 90% of what Ron Paul says.
[01:10:31.241 --> 01:10:34.582]  I agree that you can't trust the government.
[01:10:34.902 --> 01:10:40.764]  Matter of fact, on my show locally here, I brought down the mayor here who was a corrupt mayor.
[01:10:40.824 --> 01:10:44.666]  I brought down the assistant police chief who was a liar.
[01:10:45.946 --> 01:10:47.567]  Matter of fact, in today's paper,
[01:10:48.507 --> 01:10:58.512]  Uh, locally here, they solved a murder that I named the murderer five years ago with the corrupt police department covering it up because he was an informant for them, but he just happened to die last year.
[01:10:58.552 --> 01:11:01.173]  Tell us where you're based, and tell us about your radio show.
[01:11:01.533 --> 01:11:12.878]  I have a TV, it's a local TV show on Comcast here in Portage, and I'm going to be expanding it to the internet very soon, doing a TV show on the internet.
[01:11:13.727 --> 01:11:18.351]  And do similar things, and I'll be talking probably about almost all the same things you're talking about.
[01:11:18.391 --> 01:11:21.313]  Well, let me just ask the network, do you have the clip where he calls for me to be arrested?
[01:11:23.455 --> 01:11:26.357]  Okay, well let's play the one where he talks about arresting Keith Overman.
[01:11:26.377 --> 01:11:27.017]  Do you have that one?
[01:11:29.780 --> 01:11:29.980]  Yeah.
[01:11:30.320 --> 01:11:30.981]  Go ahead and roll it.
[01:11:31.001 --> 01:11:31.341]  Here it is.
[01:11:32.955 --> 01:11:34.796]  This is Lawyer Portage, Indiana.
[01:11:35.257 --> 01:11:37.098]  I have a question for all the Republican candidates.
[01:11:37.578 --> 01:11:46.685]  During the Civil War, President Lincoln closed down a newspaper in New York and exiled a congressman from Ohio for giving aid and comfort to the enemy.
[01:11:47.866 --> 01:11:52.309]  The New York Times has printed lies about this war and it's given aid and comfort to the enemy.
[01:11:52.836 --> 01:11:58.080]  Keith Olbermann and a number of the reporters standing in this room tonight have given aid and comfort to the enemy.
[01:11:58.600 --> 01:12:03.063]  You, as the Republican President, will you enforce the laws against treason?
[01:12:05.085 --> 01:12:07.567]  So, you think Keith Olbermann should be arrested for treason?
[01:12:07.807 --> 01:12:08.467]  Absolutely!
[01:12:09.208 --> 01:12:12.110]  You do agree treason is in the Constitution, don't you?
[01:12:14.491 --> 01:12:32.875]  You know, my friends, the Founding Fathers clearly stated that people had the right of total and complete free speech, and there's been no war declared, and just because you say Lincoln arrested some people, that is seen by all in jurisprudence as a complete abhorrence and a fraud in the darkest days when this country basically ended
[01:12:33.055 --> 01:12:35.076]  The First Amendment does not protect lives, does it?
[01:13:01.187 --> 01:13:02.288]  Lies are not an opinion.
[01:13:02.308 --> 01:13:03.209]  They're not a point of view.
[01:13:03.509 --> 01:13:04.429]  They're not criticism.
[01:13:04.569 --> 01:13:05.230]  They're just lies.
[01:13:05.330 --> 01:13:07.532]  And you're going to decide what a lie is, right?
[01:13:07.552 --> 01:13:08.412]  No, I'm not going to.
[01:13:08.472 --> 01:13:09.453]  A jury is going to.
[01:13:09.933 --> 01:13:12.135]  And you're going to have to present your evidence to the jury.
[01:13:12.555 --> 01:13:19.260]  You know, the people in the Middle East use your words and your attacks on our government
[01:13:19.779 --> 01:13:21.600]  And you're giving aid and comfort to the enemy.
[01:13:21.620 --> 01:13:26.664]  You know, did you see the California Deputy Attorney General in 2002 on the eve of the war?
[01:13:27.124 --> 01:13:30.326]  He said, Calhoun, he said, no protest is allowed.
[01:13:30.786 --> 01:13:32.267]  It was in the Oakland Tribune.
[01:13:32.487 --> 01:13:37.451]  Because he said, he's a Democrat, when you protest a war, that aids Al Qaeda.
[01:13:37.471 --> 01:13:40.633]  And you were giggling and snickering the other day, I noticed on a video clip I saw.
[01:13:41.353 --> 01:13:48.536]  First, making fun of no one, you know, only 5,000 anti-war protesters, implying the majority of people are for the war, which you know isn't true.
[01:13:48.856 --> 01:13:50.637]  And then you snickered about them being arrested.
[01:13:50.857 --> 01:13:53.218]  Do you think anti-war protests should be banned?
[01:13:53.818 --> 01:13:55.039]  No, definitely not!
[01:13:55.079 --> 01:13:56.859]  Matter of fact... No, wait a minute!
[01:13:57.079 --> 01:13:57.519]  That gives aid!
[01:13:57.539 --> 01:13:58.020]  That gives aid!
[01:13:58.540 --> 01:14:00.541]  No, it doesn't give aid and comfort to the enemy.
[01:14:02.381 --> 01:14:05.523]  What it does is it gets some publicity, but it sure doesn't.
[01:14:05.863 --> 01:14:06.683]  In 1969, during the Vietnam War,
[01:14:09.324 --> 01:14:11.748]  If you remember, there was a big October moratorium.
[01:14:12.329 --> 01:14:18.339]  And, uh, they marched into where I was living at the time, Monterey, California, and there's a major front page store and a Monterey Herald.
[01:14:18.379 --> 01:14:23.247]  How I spit on those war protesters as they moved in through the gates into the Monterey Plaza.
[01:14:23.775 --> 01:14:26.956]  You know, I have had to fight people like this for years and years.
[01:14:26.976 --> 01:14:29.457]  By the way, by the way, that's assault.
[01:14:29.537 --> 01:14:31.237]  That's assault to spit on somebody.
[01:14:31.457 --> 01:14:35.739]  Well, you know, I wasn't arrested, but... Yeah, I know, because it's all selectively enforced.
[01:14:35.779 --> 01:14:38.520]  If I spit on somebody, they'd beat the living daylights out of me.
[01:14:38.560 --> 01:14:40.540]  Now, let me stop you, Gordon, for just a moment.
[01:14:41.320 --> 01:14:42.541]  You say that I should be arrested.
[01:14:42.581 --> 01:14:43.561]  Let's go ahead and play this clip.
[01:14:43.581 --> 01:14:43.941]  Here it is.
[01:14:45.142 --> 01:14:46.282]  Hi, Gordon Boyer here.
[01:14:46.942 --> 01:14:47.842]  Hey, it's September 11th.
[01:14:47.862 --> 01:14:52.764]  It's time to remember when two planes went into the towers in New York City.
[01:14:53.362 --> 01:14:56.764]  When one plane went into the Pentagon in Washington D.C.
[01:14:57.284 --> 01:15:00.125]  and one plane went down in Pennsylvania.
[01:15:01.826 --> 01:15:05.648]  The fact is these things did happen as you saw them on television.
[01:15:06.248 --> 01:15:07.589]  There was no conspiracy.
[01:15:07.649 --> 01:15:10.671]  There is no bombs placed in the World Trade Center.
[01:15:11.171 --> 01:15:12.732]  The facts are clear.
[01:15:12.832 --> 01:15:15.993]  There are no unanswered questions.
[01:15:16.554 --> 01:15:17.974]  There is no conspiracy.
[01:15:18.434 --> 01:15:21.336]  People who are out there lying, like Alex Jones,
[01:15:22.131 --> 01:15:25.312]  are undermining our efforts to fight these terrorists.
[01:15:25.992 --> 01:15:27.392]  They are committing treason.
[01:15:27.912 --> 01:15:31.373]  When you lie at a time of war, you are committing treason.
[01:15:31.593 --> 01:15:35.094]  Remember, friends, there is a lie.
[01:15:35.134 --> 01:15:37.495]  It's not a point of view, and it's not an opinion.
[01:15:37.715 --> 01:15:38.555]  It's just a lie.
[01:15:38.995 --> 01:15:41.555]  And a lie in a time of war is treason.
[01:15:41.796 --> 01:15:43.736]  It's giving aid and comfort to the enemy.
[01:15:44.376 --> 01:15:48.117]  It's time for Alex Jones to be arrested for treason and tried.
[01:15:48.843 --> 01:15:51.366]  In a jury of his peers.
[01:15:51.386 --> 01:15:51.927]  Alright.
[01:15:51.947 --> 01:15:54.069]  We need to prosecute these nutcases.
[01:15:54.410 --> 01:15:57.053]  Alright, prosecute the nutcases.
[01:15:57.133 --> 01:16:02.599]  So, A, if I was just a nutcase, do we go out and arrest all the schizophrenics off the street corners?
[01:16:03.560 --> 01:16:05.423]  Gordon, let me finish here.
[01:16:05.543 --> 01:16:06.384]  No, we don't do that.
[01:16:07.049 --> 01:16:16.971]  Now, A, there are a lot of examples, like Kermit Roosevelt went on NPR before he died, and he admitted the CIA staged terror attacks in Iran and blamed it on their leader, Mohammad Mosaddegh.
[01:16:17.852 --> 01:16:23.673]  I was called a conspiracy theorist about Gulf of Tonkin, now it's declassified, the government staged that event that led to the Vietnam War.
[01:16:24.373 --> 01:16:27.134]  There are Operation Northwoods, the official U.S.
[01:16:27.154 --> 01:16:30.915]  government plan to hijack jets, bomb D.C., blame it on foreign enemies.
[01:16:31.815 --> 01:16:34.957]  So, we have a history of government-sponsored terror.
[01:16:35.218 --> 01:16:38.240]  Hitler staged an attack on his own base to start the war with Poland.
[01:16:38.620 --> 01:16:39.961]  That's mainline history.
[01:16:40.521 --> 01:16:50.267]  And so, because criminal elements of our government have staged attacks before, or staged provocations, they just caught Canadian police attacking other police, dressed up like anarchists.
[01:16:50.527 --> 01:16:52.088]  That was admitted now by the police.
[01:16:52.709 --> 01:16:54.030]  That's in the Canadian newspapers.
[01:16:54.130 --> 01:16:55.751]  I mean, that's all real, sir.
[01:16:55.991 --> 01:17:00.614]  So you just say, I'm a liar, but you don't have any proof.
[01:17:01.531 --> 01:17:06.312]  Well, we're going to let you, you know, if they were to arrest you for treason, you would be able to try to prove that in court.
[01:17:06.692 --> 01:17:10.353]  However, you know, talking to you on this is like talking to a Holocaust denier.
[01:17:10.673 --> 01:17:15.955]  They can come up with all kinds of people that say that the Jews couldn't have been killed in that massive amount.
[01:17:15.975 --> 01:17:19.256]  They can come up with reasons why that gas didn't do this, that, or the other thing.
[01:17:19.756 --> 01:17:28.338]  But when you put out a movie that says that the British commandos, or the British intelligence, or the people that planted the bombs in London,
[01:17:28.758 --> 01:17:29.979]  That is sheer nonsense!
[01:17:30.520 --> 01:17:34.944]  The fact that when you say that... But let me just stop you, let me just stop you.
[01:17:34.964 --> 01:17:48.797]  I've interviewed, I don't know, what four or five top British commandos, formerly with SAS assigned, who said that at the higher levels the IRA was complete British intelligence and that they did carry out many of the famous bombings.
[01:17:49.037 --> 01:17:51.259]  Are you aware that's all over BBC and London Telegraph?
[01:17:51.459 --> 01:17:53.421]  Yeah, I'm aware of that, but also...
[01:17:53.761 --> 01:17:59.243]  Janet Cook and Jason Blair printed stories that weren't true until they found out they were lying.
[01:17:59.724 --> 01:18:00.364]  Oh, excuse me.
[01:18:00.404 --> 01:18:00.644]  No, no.
[01:18:00.704 --> 01:18:01.724]  It's now admitted.
[01:18:02.225 --> 01:18:04.185]  They've had government hearings on it.
[01:18:04.205 --> 01:18:07.087]  The government admitted they planted bombs to kill their own people?
[01:18:07.407 --> 01:18:08.527]  Yes, it's come out.
[01:18:09.968 --> 01:18:10.728]  I don't think so.
[01:18:11.128 --> 01:18:16.510]  Oh, did you hear the Jerusalem Post came out with the declassified documents, that whole staged deal with Idi Amin?
[01:18:16.750 --> 01:18:20.412]  Well, number one, Gordon, did you know that Mossad admits they put Idi Amin in, in Uganda?
[01:18:22.001 --> 01:18:22.482]  Sure.
[01:18:22.502 --> 01:18:23.782]  Let me stop you.
[01:18:24.042 --> 01:18:24.543]  Now admit it.
[01:18:24.563 --> 01:18:25.063]  That was fake.
[01:18:25.243 --> 01:18:26.263]  Stay there, Gordon Lawyer.
[01:18:26.664 --> 01:18:27.304]  Stay there, my friend.
[01:18:27.324 --> 01:18:27.944]  We've got a break.
