[00:00:00.109 --> 00:00:01.590]  A really good idea.
[01:07:20.442 --> 01:07:21.643]  And ask for Robert.
[01:07:21.643 --> 01:07:24.947]  Don't wait any longer to get your life back in order.
[01:07:35.652 --> 01:07:41.475]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[01:07:41.475 --> 01:07:49.118]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:07:49.798 --> 01:07:57.262]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:07:57.262 --> 01:08:08.989]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:08:08.989 --> 01:08:12.951]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:08:12.951 --> 01:08:15.213]  It's an anthology of government crimes.
[01:08:15.213 --> 01:08:19.055]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:08:19.655 --> 01:08:33.726]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv.
[01:08:33.726 --> 01:08:39.450]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[01:08:39.450 --> 01:08:47.917]  Alright, we've had the military and the police running around in downtown Austin with some dead pigeons.
[01:08:49.657 --> 01:08:54.898]  Part of New York shut down because of a gas smell they think Al Qaeda may be attacking.
[01:08:54.898 --> 01:08:58.219]  This is the type of just hysteria what they've turned us into.
[01:08:58.219 --> 01:08:59.719]  I'm gonna get into it later.
[01:08:59.719 --> 01:09:02.959]  Also Israel openly saying they may nuke Iran.
[01:09:02.959 --> 01:09:05.020]  We'll break that down.
[01:09:05.020 --> 01:09:06.780]  Right now let's go to your calls.
[01:09:06.780 --> 01:09:10.421]  Brian in California, you're on the air, welcome.
[01:09:10.421 --> 01:09:11.601]  How you doing Alex?
[01:09:11.601 --> 01:09:12.861]  Hey, what's going on?
[01:09:12.861 --> 01:09:15.182]  I just want to wish you a Happy New Year right off the bat.
[01:09:15.182 --> 01:09:15.742]  Happy New Year.
[01:09:17.737 --> 01:09:30.305]  Seen Destroyed by Design is probably one of your most powerful movies, personally for me, because my family actually owns a piece of land near one of these UN-controlled areas.
[01:09:30.305 --> 01:09:32.686]  I talked to a friend of mine over the weekend.
[01:09:32.686 --> 01:09:36.909]  This person's actually in the military, in the Navy.
[01:09:36.909 --> 01:09:45.454]  They were telling me that this person is stationed in the South Pacific, and that they were
[01:09:46.542 --> 01:10:00.030]  Actually, getting ready to deploy towards South Korea, we were gonna head towards North Korea and then attack on North Korea while we were attacking Iran at the same time.
[01:10:00.030 --> 01:10:01.791]  Go ahead, anything else?
[01:10:01.791 --> 01:10:02.652]  Um, that's it.
[01:10:02.652 --> 01:10:06.755]  I was just wondering if you knew any information on that.
[01:10:06.755 --> 01:10:08.396]  Well, troops get rumors all the time.
[01:10:08.396 --> 01:10:10.477]  It doesn't necessarily mean it's true.
[01:10:10.477 --> 01:10:10.877]  Okay.
[01:10:10.877 --> 01:10:13.719]  But we know that they are certainly discussing a
[01:10:14.938 --> 01:10:30.271]  strike on Iran's facilities and that more than 20 bunker-busting mini-nukes, or low-yield weapons, have been delivered to Israel in the last two years.
[01:10:30.271 --> 01:10:43.682]  And we know that there have been open discussions of striking North Korea's facilities, and North Korea over the weekend has started rumblings and saber-rattling again that they may test
[01:10:44.745 --> 01:10:48.427]  Another atomic device.
[01:10:48.427 --> 01:10:50.527]  So who knows what's going to happen?
[01:10:50.527 --> 01:10:56.930]  I just know in the case of Iran, they're not anywhere close to an A-bomb, much less a delivery system.
[01:10:56.930 --> 01:11:04.733]  And in the case of North Korea, they've certainly got A-bombs and delivery systems, and our government helped give it all to them.
[01:11:04.733 --> 01:11:05.754]  So it's like the
[01:11:08.331 --> 01:11:19.578]  It's like that imitation that Bill Hicks did of a western, but they do this over and over again in the westerns, where the 14-year-old kid comes into town to the general store.
[01:11:19.578 --> 01:11:30.364]  He's, gee mister, I'm just here to get some rock candy and some giggum for my ma and I'm here to get some rope and stuff.
[01:11:30.364 --> 01:11:31.745]  I don't want no trouble.
[01:11:33.612 --> 01:11:41.697]  And the evil hired gunslinger hired by the railroad to run him off their land throws a gun down in front of him and goes, pick up the gun.
[01:11:41.697 --> 01:11:45.378]  And he says, me mister, I really don't want to.
[01:11:45.378 --> 01:11:49.421]  I just want to get my rock candy and go on home.
[01:11:49.421 --> 01:11:51.382]  Pick up the gun.
[01:11:51.382 --> 01:11:54.603]  And then he says, no mister, no.
[01:11:54.603 --> 01:11:57.165]  And he says, ah shit, pick it up.
[01:11:57.165 --> 01:11:59.746]  So the teenager goes to pick it up and he
[01:12:02.555 --> 01:12:03.855]  You saw him.
[01:12:03.855 --> 01:12:06.276]  He had a gun.
[01:12:06.276 --> 01:12:08.837]  And, uh, it's just a sick joke.
[01:12:08.837 --> 01:12:10.898]  But, but, who knows what's gonna happen.
[01:12:10.898 --> 01:12:13.999]  Brian, I want you to have a great New Year, too, my friend.
[01:12:13.999 --> 01:12:14.979]  Thank you very much.
[01:12:14.979 --> 01:12:16.559]  Good to hear from you.
[01:12:16.559 --> 01:12:18.700]  John in California, you're on the air.
[01:12:18.700 --> 01:12:20.841]  Go ahead.
[01:12:20.841 --> 01:12:21.501]  Hello?
[01:12:21.501 --> 01:12:23.021]  Hi!
[01:12:23.021 --> 01:12:30.764]  Yeah, I called you yesterday about the, uh, Secretary of the Federal Reserve being arrested in Germany.
[01:12:32.421 --> 01:12:34.643]  I may have given you the wrong website.
[01:12:34.643 --> 01:12:40.287]  That's www.worldreports.org.
[01:12:40.287 --> 01:12:43.450]  If you go to the archives, you can pick up that article.
[01:12:43.450 --> 01:12:48.994]  Oh, tell me the name of the supposed person that got arrested.
[01:12:48.994 --> 01:12:58.842]  Well, it's the Secretary of the Treasury, Paulson, and he was arrested and released.
[01:12:58.842 --> 01:13:00.764]  It's about WANTA.
[01:13:02.080 --> 01:13:04.862]  Oh, I don't believe any of that.
[01:13:04.862 --> 01:13:06.262]  I don't buy any of that.
[01:13:06.262 --> 01:13:08.303]  Absolutely zero.
[01:13:08.303 --> 01:13:11.065]  Well, it's all over the website.
[01:13:11.065 --> 01:13:12.185]  Believe me, I know.
[01:13:12.185 --> 01:13:12.766]  Now I know.
[01:13:12.766 --> 01:13:13.766]  That's what I thought.
[01:13:13.766 --> 01:13:15.027]  That's where I thought you were going.
[01:13:15.027 --> 01:13:17.708]  Listen, man.
[01:13:17.708 --> 01:13:25.192]  And it's not bad of you to ask, but it sounds like you may just want to believe what they're saying, so just go ahead and believe them.
[01:13:25.192 --> 01:13:28.073]  Don't let me get in the way of your happiness and success.
[01:13:28.073 --> 01:13:30.055]  Would you please check the website?
[01:13:30.055 --> 01:13:30.915]  I know all about it.
[01:13:32.014 --> 01:13:33.115]  I know all about it.
[01:13:33.115 --> 01:13:35.476]  I've been hearing about it for three years.
[01:13:35.476 --> 01:13:36.897]  Well, this is all new.
[01:13:36.897 --> 01:13:38.037]  It just happened.
[01:13:38.037 --> 01:13:38.998]  No.
[01:13:38.998 --> 01:13:45.121]  In the world record... world, uh... Listen, we heard, and I appreciate your call.
[01:13:45.121 --> 01:13:54.826]  Um... Nobody wants to write an article about the 3.9 trillion missing from the Pentagon.
[01:13:54.826 --> 01:13:56.427]  Nobody.
[01:13:56.427 --> 01:13:58.748]  Maybe we should write another one.
[01:13:58.748 --> 01:14:00.989]  The AP wrote a few, but I mean, none of the alternative media.
[01:14:01.750 --> 01:14:08.235]  I mean, you've got trillions missing, admittedly.
[01:14:08.235 --> 01:14:11.338]  And congressional hearings about it.
[01:14:11.338 --> 01:14:13.560]  And the average American's never heard of it.
[01:14:13.560 --> 01:14:17.323]  You've got comprehensive annual financial reports.
[01:14:17.323 --> 01:14:28.752]  Trillions and trillions of dollars with the thousands of water districts, and the thousands of school districts, and the states, and the feds, and all the agencies.
[01:14:28.752 --> 01:14:29.393]  It's a joke!
[01:14:32.205 --> 01:14:38.831]  Money you hear about that's on the budget is the pension funds, and the expenditures, and the payrolls, and what the government's got to do.
[01:14:38.831 --> 01:14:40.833]  And debts.
[01:14:40.833 --> 01:14:46.938]  The Comprehensive Annual Financial Report is the real set of books.
[01:14:46.938 --> 01:14:58.949]  And on average, a governmental body has more than double the assets off books that the public even is aware of.
[01:15:01.704 --> 01:15:19.637]  An example is, they'll always tell you, there's no money for ambulances, no money to give the cops raises, no money for school teachers, we may have to shut down and only have four days of school this year, and everybody buys it like suckas, and they go and they pass a bond package.
[01:15:19.637 --> 01:15:25.061]  Then not one red cent of that bond package is spent to actually pay for the school.
[01:15:25.061 --> 01:15:26.902]  All of it is immediately invested.
[01:15:29.139 --> 01:15:40.570]  And how this works is city managers go to mafia guilds, it's a few key universities, and they're sent there and it's their job to be a city manager in a small city.
[01:15:40.570 --> 01:15:45.435]  Then they go into private business as their payoff with the companies they made investments with.
[01:15:45.435 --> 01:15:51.501]  Ten years later, they go back into a bigger city, then go back out and make even more money, and that's the payoff.
[01:15:53.579 --> 01:15:56.280]  It's just an absolute total scam.
[01:15:56.280 --> 01:16:19.171]  So we've got all these real examples, all these real examples of government corruption and double sets of books and all this money that has been stolen and it's all publicly available in your face.
[01:16:19.171 --> 01:16:21.492]  Just like all the admissions of concentration camps.
[01:16:22.154 --> 01:16:28.096]  Official Civilian Inmate Labor Program, declassified in 96.
[01:16:28.096 --> 01:16:29.696]  Army.mil.
[01:16:29.696 --> 01:16:32.977]  No one wants to go there and actually read it.
[01:16:32.977 --> 01:16:39.039]  No, we'll talk about, my cousin's brother knew a kid who saw shackles in a train.
[01:16:39.039 --> 01:16:44.781]  Okay.
[01:16:44.781 --> 01:16:46.302]  And it is the same thing.
[01:16:46.302 --> 01:16:50.283]  I mean, if... I just... I have nothing to say.
[01:16:52.106 --> 01:16:59.911]  About the people that put out reports that, you know, it's always the same.
[01:16:59.911 --> 01:17:12.539]  The French Secret Service had a shootout in the subway of Chicago and stopped the Catholic Zionists from blowing up the Sears Tower.
[01:17:12.539 --> 01:17:21.444]  Or, a nuke was going to go off in Houston, but there was a military revolt and they stopped it.
[01:17:24.592 --> 01:17:31.754]  On, and on, and on, and on, and on, and on, and on, and on.
[01:17:31.754 --> 01:17:34.794]  And it's always the same three or four sources.
[01:17:34.794 --> 01:17:37.135]  It's always the same three or four groups.
[01:17:37.135 --> 01:17:39.915]  The same three or four people.
[01:17:39.915 --> 01:17:42.816]  And it's just unbelievable.
[01:17:42.816 --> 01:17:47.917]  It's absolutely unbelievable.
[01:17:47.917 --> 01:17:50.078]  But I mean, the world is a dirty business.
[01:17:50.078 --> 01:17:51.538]  The things that happen in the world.
[01:17:52.786 --> 01:17:54.068]  Let me explain something.
[01:17:54.068 --> 01:18:04.578]  Just because the mainstream media lies, and just because the government's corrupt and bad, that doesn't then mean automatically everything on the alternative is true.
[01:18:04.578 --> 01:18:13.367]  No, the alternative media in many ways, in many respects, more closely resembles the mainstream media.
[01:18:17.282 --> 01:18:18.282]  And it's the same thing.
[01:18:18.282 --> 01:18:21.563]  A lot of it's egos, a lot of it's craziness.
[01:18:21.563 --> 01:18:30.046]  Also, some people go out and they put out a ridiculous baloney story, and they get attention at first, and they think, oh man, this is great, I'll just make more stuff up.
