[00:00:00.289 --> 00:00:01.570]  GCN Radio Network.
[01:09:28.315 --> 01:09:30.075]  I mean, it's like Leo Wanta.
[01:09:30.135 --> 01:09:31.816]  It's like any of that stuff.
[01:09:31.876 --> 01:09:33.856]  It's made of the same thing as tooth fairy dust.
[01:09:35.073 --> 01:09:36.594]  But fantastic, my friend.
[01:09:36.614 --> 01:09:47.980]  Yeah, there's going to be demonstrations all over the country on 9-11-07, the 60-year anniversary of the tragic military-industrial complex strike against the American people and the people of the planet.
[01:09:48.480 --> 01:09:49.801]  And I hope folks will come out to that.
[01:09:49.841 --> 01:09:50.581]  Thank you so much.
[01:09:50.922 --> 01:09:52.603]  And I got Luke Rodowski coming on tomorrow.
[01:09:52.643 --> 01:09:54.884]  He's spearheading with WeAreChange.org.
[01:09:57.252 --> 01:10:00.114]  He approached me months ago about doing something in New York.
[01:10:00.214 --> 01:10:08.360]  I know the Luce Chains Crew was planning to do something in D.C., but we twisted their arm into doing it in New York, and we're all doing it in New York.
[01:10:08.420 --> 01:10:12.723]  Everybody's converging there, and I would encourage you, if you can, come to New York.
[01:10:13.264 --> 01:10:19.328]  But certainly, if you're in Virginia or Texas or anywhere else, please be involved in the other one.
[01:10:20.172 --> 01:10:21.933]  Uh, in any of the other ones that are going on.
[01:10:21.953 --> 01:10:27.716]  It is so important that we take that day back away from the perpetrators that use it for their own aims.
[01:10:29.457 --> 01:10:31.098]  Uh, who's up next in this long list?
[01:10:32.699 --> 01:10:33.840]  Kyle in Iowa!
[01:10:33.880 --> 01:10:34.780]  Welcome, go ahead!
[01:10:35.360 --> 01:10:36.141]  How's it going, Alex?
[01:10:36.321 --> 01:10:36.721]  Good, sir.
[01:10:37.502 --> 01:10:41.044]  I got, uh, two really, really quick questions, and then one, if you could elaborate.
[01:10:41.324 --> 01:10:46.707]  Um, the first one is, I want to go down to the straw poll in support of Mr. Paul, but I won't be able to get down there until 5, and it closes at 6.
[01:10:47.785 --> 01:10:49.547]  Will I still be able to vote?
[01:10:49.587 --> 01:10:52.929]  Second one is I was listening to an MP3 of you and Jordan Maxwell.
[01:10:53.950 --> 01:10:58.954]  You guys were talking about the Schofield Bible and how that's been pretty much twisted and corrupted and that's the Bible I read out of.
[01:10:58.974 --> 01:11:00.195]  Could you recommend a better one?
[01:11:00.776 --> 01:11:02.998]  Yeah, King James, original King James.
[01:11:03.979 --> 01:11:09.483]  Okay, and the last one is what do you know about the Lucifer Project?
[01:11:10.734 --> 01:11:11.615]  Kind of stumbled upon it.
[01:11:11.675 --> 01:11:14.657]  I don't know a whole lot about it yet, but I was curious if you could elaborate on it.
[01:11:14.697 --> 01:11:16.918]  Well, there's three Lucifer projects I know of.
[01:11:16.998 --> 01:11:18.099]  Which Lucifer project?
[01:11:19.160 --> 01:11:24.664]  The one where they're planning on dropping the... Igniting Jupiter?
[01:11:25.404 --> 01:11:26.425]  Well, Saturn, actually.
[01:11:26.465 --> 01:11:34.111]  They already did Jupiter, but the Cassini probe, where they got the 202... No, I know, but I mean, I heard that baloney hype then, and it's baloney hype now.
[01:11:34.551 --> 01:11:36.292]  Yeah, first it's gonna be Jupiter, then... No.
[01:11:36.732 --> 01:11:40.295]  I mean, just because the high-level mason put that in his book,
[01:11:41.142 --> 01:11:49.549]  2001, and then the next book after that, where, you know, the aliens ignite it and create a second sun, that doesn't mean it's real.
[01:11:50.229 --> 01:11:53.031]  I mean, just because the Illuminists write about things doesn't mean they're going to do it.
[01:11:53.912 --> 01:12:00.977]  So, no, that Lucifer project... I was wondering if you were talking about the UN project, the Lucifer project, or the other Lucifer project in the Pentagon.
[01:12:02.659 --> 01:12:03.459]  Okay, okay.
[01:12:03.859 --> 01:12:08.923]  Yeah, it just sounded kind of creepy if they're going to try to ignite Saturn and put a second sun in our solar system.
[01:12:08.943 --> 01:12:09.684]  That sounded kind of...
[01:12:10.154 --> 01:12:13.376]  It's scary, but I just heard about it, so I didn't know it.
[01:12:14.137 --> 01:12:17.059]  Yeah, as far as I can tell, it's not true.
[01:12:18.400 --> 01:12:19.280]  I appreciate your call.
[01:12:19.300 --> 01:12:20.221]  Your phone's really bad, man.
[01:12:20.241 --> 01:12:20.921]  I'm going to let you go.
[01:12:23.623 --> 01:12:25.144]  Let me try to break this down.
[01:12:28.346 --> 01:12:31.669]  Major newspapers have admitted they've built FEMA camps for the American people.
[01:12:33.650 --> 01:12:38.253]  Major publications have written about Bush announcing that he is a dictator.
[01:12:39.964 --> 01:12:40.785]  And I mean, he really did.
[01:12:40.845 --> 01:12:44.307]  He really told Congress, hey, you're not involved in continuity of government anymore.
[01:12:46.008 --> 01:12:46.308]  I am.
[01:12:46.468 --> 01:12:47.709]  And no, you're not allowed to see the plan.
[01:12:49.050 --> 01:12:49.690]  Now that's it.
[01:12:49.750 --> 01:12:50.811]  That's the big enchilada.
[01:12:50.831 --> 01:12:51.992]  That's the red balloon going up.
[01:12:56.394 --> 01:13:08.742]  What happens is, in our movement, there's a whole genre, the media, dominant media tries to merge the two, of flying saucers and chubacabras and all these other fantastical creatures that sneak around under your bed at night.
[01:13:11.585 --> 01:13:12.146]  And fine.
[01:13:12.206 --> 01:13:13.667]  I think that's all for good radio.
[01:13:13.707 --> 01:13:14.447]  That's interesting.
[01:13:16.028 --> 01:13:17.209]  I wish people luck.
[01:13:17.329 --> 01:13:18.710]  I hope they enjoy themselves.
[01:13:20.051 --> 01:13:21.332]  But let's get one thing straight.
[01:13:22.253 --> 01:13:24.635]  My show, this broadcast,
[01:13:25.399 --> 01:13:26.540]  He's about what we can prove.
[01:13:26.580 --> 01:13:33.945]  When I tell you that they are devaluing the dollar by design, I don't just have mainstream articles and government documents and IMF and World Bank documents.
[01:13:34.306 --> 01:13:38.609]  I bring you Joseph Stiglitz, chief economist, former chief economist at World Bank, Nobel Prize winner.
[01:13:38.969 --> 01:13:42.051]  I bring you Dr. Paul Craig Roberts, father of Reaganomics.
[01:13:42.372 --> 01:13:46.695]  I bring you George Humphreys, very successful businessman and degreed economist.
[01:13:47.075 --> 01:13:48.796]  I bring you many other economists.
[01:13:50.698 --> 01:13:50.858]  See?
[01:13:52.037 --> 01:13:59.823]  So when we give a declarative statement, in the past we've been about 95% correct, and believe me, I want to be wrong.
[01:13:59.843 --> 01:14:14.234]  You know, I'm totally exhausted from working 16, 17, 18 hours a day, and I went home last night, crashed down on the couch at like 7, you know, ate dinner and just laid down.
[01:14:15.962 --> 01:14:19.664]  Woke up about two, worried about the New World Order for about an hour, made myself go back to sleep.
[01:14:20.064 --> 01:14:23.126]  The point is, I mean, this is URGENT, folks.
[01:14:23.466 --> 01:14:25.747]  I'm waking up in the middle of the night over it.
[01:14:26.567 --> 01:14:29.069]  I mean, this, and believe me, I sleep like the dead.
[01:14:30.389 --> 01:14:37.353]  You can have three alarm fires going on, and my children can jump up and down on me in the morning trying to get me up, and I'll sleep through it.
[01:14:37.953 --> 01:14:39.434]  I mean, I literally sleep like a zombie.
[01:14:41.030 --> 01:14:44.273]  I sleep like somebody in a grave, and I've been waking up over things.
[01:14:44.393 --> 01:14:45.374]  Everybody can feel it.
[01:14:45.715 --> 01:14:50.419]  Everybody knows that we're on the verge of something really big, and it's not wonderful.
[01:14:50.760 --> 01:14:52.021]  Something wonderful.
[01:14:52.321 --> 01:14:53.422]  Like they say in 2001.
[01:14:53.583 --> 01:14:59.909]  Or that's the next 2000.
[01:15:00.409 --> 01:15:01.030]  I forget the number.
[01:15:02.492 --> 01:15:04.113]  It's not wonderful.
[01:15:04.333 --> 01:15:04.814]  Believe me.
[01:15:09.199 --> 01:15:17.465]  And it's our job before the New World Order goes into the next really bloody phase of what they're doing.
[01:15:17.525 --> 01:15:20.328]  Everything else has just been all... This stuff's been birth pains.
[01:15:20.708 --> 01:15:22.089]  It's been setting up the dominoes.
[01:15:22.129 --> 01:15:24.290]  It's been rigging the whole system.
[01:15:24.311 --> 01:15:25.471]  Setting the table for the feast.
[01:15:25.872 --> 01:15:30.455]  And they're rolling free humanity out like a roast hog with an apple in its mouth out of the table.
[01:15:30.495 --> 01:15:31.516]  And I'm not partaking of it.
[01:15:33.206 --> 01:15:36.947]  I mean, we have got to have an explosive, aggressive awakening.
[01:15:36.987 --> 01:15:39.147]  It's already happening, but not fast enough.
[01:15:39.187 --> 01:15:41.588]  So, I mean, I'm not here giving you orders from headquarters.
[01:15:41.708 --> 01:15:45.148]  I told you we did the ten part, the timeline to tyranny.
[01:15:45.168 --> 01:15:47.429]  It's been up for two days on PrisonPlanet.com.
[01:15:47.469 --> 01:15:50.330]  It's in the news and focus section on the right hand side.
[01:15:51.370 --> 01:15:52.310]  Please get that out.
[01:15:52.350 --> 01:15:54.150]  I mean, people need to see that.
[01:15:58.491 --> 01:15:59.911]  And you need to write your own articles.
[01:16:00.132 --> 01:16:02.132]  And I'm telling you, martial law is the focus.
[01:16:03.920 --> 01:16:05.441]  I said 9-11 is the focus.
[01:16:05.541 --> 01:16:10.203]  Day one when it happened I said we got to expose this as an inside job or they're going to carry out more attacks.
[01:16:10.563 --> 01:16:15.386]  And I believe it's because we have exposed this as an inside job that they've been afraid to carry out big events here domestically.
[01:16:15.626 --> 01:16:18.567]  And I predicted attacks in England or Europe and you saw 7-7.
[01:16:18.808 --> 01:16:20.829]  I mean I've got these people pretty well figured out.
[01:16:24.250 --> 01:16:25.631]  You eat, breathe and sleep something.
[01:16:27.961 --> 01:16:30.842]  And anybody can get to the point where they understand this stuff to the level I do.
[01:16:31.102 --> 01:16:33.723]  They just have to spend less time ninnying and more time researching.
[01:16:38.545 --> 01:16:47.209]  I mean, I'm telling you right now, look, I made a prediction two months before 9-11, they were going to stage an attack, probably use Bin Laden as the fall guy and attack the World Trade Center.
[01:16:49.269 --> 01:16:54.571]  And then I said on 9-11, I said a very good chance they're going to launch a bio-attack to create more fear, and what happened?
[01:16:54.631 --> 01:16:55.932]  I mean, I've got them figured out.
[01:16:56.664 --> 01:17:05.733]  And I said last year, right before the midterm elections, I said they're going to stage something big in the next four months unless we get the word out.
[01:17:05.773 --> 01:17:06.293]  And you know what?
[01:17:06.353 --> 01:17:07.775]  You got the word out, folks.
[01:17:09.336 --> 01:17:10.397]  You got the word out.
[01:17:14.701 --> 01:17:16.243]  Fox News reported on my warning.
[01:17:17.105 --> 01:17:21.027]  Now, and I said in that warning, if you get the word out, they won't do it.
[01:17:21.448 --> 01:17:24.650]  And then people said, oh look, it didn't happen, he predicted it and it didn't happen.
[01:17:24.710 --> 01:17:27.872]  No, I said if you get the word out, it won't happen.
[01:17:28.692 --> 01:17:30.453]  Now there's only been two of those predictions.
[01:17:31.434 --> 01:17:32.955]  I'm not even going to make one now.
[01:17:34.356 --> 01:17:36.897]  I'm just going to tell you the no's knows.
[01:17:37.918 --> 01:17:41.240]  Not just my brain, not just my intellect, but my gut.
[01:17:41.852 --> 01:17:42.893]  We're good to go.
[01:18:01.579 --> 01:18:04.661]  And the controllers aren't listening to their advisors who are telling them back off.
[01:18:04.861 --> 01:18:05.961]  They're telling them back off!
[01:18:06.301 --> 01:18:08.803]  Even Brzezinski's coming out and saying, you're going to blow the whole thing.
[01:18:08.963 --> 01:18:10.083]  He's a mass murderer, folks.
[01:18:10.283 --> 01:18:11.184]  He's as evil as they come.
[01:18:11.404 --> 01:18:15.026]  He testifies in February, the government could stage an event to get us into war!
[01:18:15.846 --> 01:18:17.087]  Adolfo Tonkin or worse!
[01:18:23.070 --> 01:18:31.234]  Alright, I'm telling you folks, that the people pulling the strings, the people giving the orders, may go ahead and just say, you know what?
[01:18:32.057 --> 01:18:38.300]  It's like a bully who's never lost a fight, and they're just saying, well, this guy's giving us a good run for our money, but I'm just going to keep coming.
[01:18:39.020 --> 01:18:40.201]  And they are going to keep coming.
[01:18:41.201 --> 01:18:47.064]  And we all see this in our daily lives with people that think they can take advantage of you or push you around, and then you finally stand up to you.
