[00:00:00.149 --> 00:00:00.429]  EANS.
[00:59:36.195 --> 00:59:36.996]  So what do you do?
[00:59:37.016 --> 00:59:41.899]  Did you know that you can use your home as a shelter against fallout and biological or chemical attacks?
[00:59:42.399 --> 00:59:44.522]  With a little know-how, it's not that difficult.
[00:59:45.003 --> 00:59:45.924]  Sheltering in place.
[00:59:46.305 --> 00:59:50.030]  Surviving acts of terrorism from biological, chemical, and radioactive fallout.
[00:59:50.331 --> 00:59:58.122]  Developed by Wayne LeBaron, a health physicist who has served as a specialist in environmental health, communicable diseases, and gives you easy...
[00:59:58.482 --> 01:00:04.084]  Follow video instructions and walks you step-by-step through the process of preparing your home as a shelter.
[01:00:04.384 --> 01:00:08.765]  Get this critical video every American needs for only $29 plus shipping.
[01:00:09.225 --> 01:00:10.985]  Order by calling New Millennium today at 888-803-4438.
[01:00:11.005 --> 01:00:11.245]  That's 888-803-4438.
[01:00:11.325 --> 01:00:12.766]  Or order on the web at Berkeywater.com.
[01:00:25.197 --> 01:00:27.098]  Waging war on corruption.
[01:00:27.578 --> 01:00:30.459]  Alex Jones on the GCN Radio Network.
[01:00:36.962 --> 01:00:37.642]  Big Brother.
[01:00:38.283 --> 01:00:39.363]  Mainstream media.
[01:00:40.043 --> 01:00:41.204]  Government cover-ups.
[01:00:41.224 --> 01:00:42.624]  You want answers?
[01:00:43.385 --> 01:00:44.325]  Well, so does he.
[01:00:44.945 --> 01:00:48.907]  He's Alex Jones on the GCN Radio Network.
[01:00:49.127 --> 01:00:53.229]  And now, live from Austin, Texas, Alex Jones.
[01:00:55.203 --> 01:01:16.071]  For stations just joining us in the second and third hour, quite a few of our stations carry the second and third, not the first, I want to thank you for carrying the broadcast, all of our sponsors, affiliates, listeners, Jack Blood for sitting in last week, Bob Daisy for sitting in last week, when I was out of town on a well-deserved and rejuvenating, energizing vacation.
[01:01:16.211 --> 01:01:17.251]  I have returned.
[01:01:18.132 --> 01:01:23.574]  Coming up in 30 minutes, I'm going to break down some of the history of the New World Order, its program, its philosophy,
[01:01:24.574 --> 01:01:27.376]  It's going to be very informative, so please stay with us for that.
[01:01:27.396 --> 01:01:33.979]  We've got a bunch of news we'll be covering in the next 30 minutes, and we have open phones taking your calls.
[01:01:34.379 --> 01:01:40.022]  The websites are InfoWars.com, InfoWars.net, PrisonPlanet.tv, and JonesReport.com.
[01:01:40.523 --> 01:01:43.925]  Right now, let's go back to Emily, who I kind of cut short in the last hour.
[01:01:44.685 --> 01:01:46.866]  She set up an InfoWars club at her high school.
[01:01:47.526 --> 01:01:48.667]  She's just now setting it up.
[01:01:48.907 --> 01:01:53.590]  She's talking about, though, how the military recruiters are in there every few months brainwashing some
[01:01:54.510 --> 01:01:58.751]  High schools have set up full-time recruiting offices in the schools.
[01:01:59.112 --> 01:02:01.452]  This is under federal law, passed a year and a half ago in 2005.
[01:02:01.572 --> 01:02:04.833]  Emily, continue with anything else you wanted to add.
[01:02:04.853 --> 01:02:13.076]  I talk to my teachers all the time, debating with them constantly about vaccines, FEMA, 9-11, and they don't believe me.
[01:02:13.296 --> 01:02:16.737]  But I have 36 students who are joining this group and they believe me.
[01:02:17.378 --> 01:02:19.560]  You know, it'll be the hottest, coolest thing.
[01:02:19.961 --> 01:02:21.082]  And this is the answer.
[01:02:21.102 --> 01:02:30.612]  I've never really pushed for it, but I've, you know, in Louisiana six years ago, they tried to give everybody ID cards they had to wear at a high school around their necks.
[01:02:30.692 --> 01:02:32.834]  And one student learned how to read barcodes.
[01:02:32.894 --> 01:02:33.535]  It's quite easy.
[01:02:33.555 --> 01:02:37.459]  You can learn what each band, you know, its width, what number it signifies.
[01:02:37.839 --> 01:02:38.420]  It was a girl.
[01:02:39.273 --> 01:02:51.820]  I interviewed her, I forget, it was in WorldNetDaily, and they suspended her, then six other students did it, then it was twenty-something students, then the whole school said no and refused to wear them, and so they removed them.
[01:02:52.240 --> 01:02:53.360]  This is the answer.
[01:02:53.621 --> 01:03:01.425]  Saying, I'm not your slave, no, I'm not going to be part of this, I'm not going to thumbprint to get my school lunch, whether you pay for your lunch or not.
[01:03:01.445 --> 01:03:02.125]  That's right!
[01:03:02.145 --> 01:03:03.266]  You know, I'm not going to be your slave.
[01:03:03.286 --> 01:03:05.327]  So you just started this a few weeks ago?
[01:03:05.347 --> 01:03:05.667]  Yeah.
[01:03:05.687 --> 01:03:07.008]  You've got thirty-six members.
[01:03:07.368 --> 01:03:07.528]  Yes.
[01:03:08.266 --> 01:03:09.187]  In a school, how big?
[01:03:10.168 --> 01:03:11.109]  Oh, I don't know.
[01:03:11.129 --> 01:03:12.871]  Probably about maybe 500, 600 students.
[01:03:13.312 --> 01:03:15.334]  Well, this is what's going to take this country back.
[01:03:15.414 --> 01:03:16.635]  And you guys need to have meetings.
[01:03:16.715 --> 01:03:17.936]  I need to be, you know... Yeah.
[01:03:18.197 --> 01:03:20.179]  Well, see, the teachers have to vote on it first.
[01:03:20.635 --> 01:03:22.036]  And see if they like it or not.
[01:03:22.356 --> 01:03:25.379]  And if we don't pass it, then I don't know what we're going to do.
[01:03:25.579 --> 01:03:27.240]  Oh, they decide if you can have a group?
[01:03:27.340 --> 01:03:30.042]  Yeah, they decide it.
[01:03:30.062 --> 01:03:30.483]  You know what?
[01:03:30.823 --> 01:03:36.547]  You have a group that meets off school grounds, at a pizza parlor, and then do it professionally.
[01:03:36.888 --> 01:03:41.231]  Have some of the parents there who are anti-New World Order, chaperones.
[01:03:41.291 --> 01:03:43.072]  You know, go to amusement parks together.
[01:03:43.132 --> 01:03:43.753]  Make it fun!
[01:03:44.133 --> 01:03:44.373]  I think so.
[01:03:55.529 --> 01:03:56.029]  Definitely.
[01:03:56.430 --> 01:03:59.072]  And I told a lot of people to join, you know, it's going to be fun.
[01:03:59.332 --> 01:04:03.635]  Because we're going to protest about some of our rights and some of the things that we are hurt for.
[01:04:03.655 --> 01:04:12.702]  Well, so what you do is, when they say you can't have the group, you call the local newspaper, you protest, and you talk about lawsuits for discrimination against your free speech.
[01:04:12.903 --> 01:04:13.103]  Yeah.
[01:04:13.283 --> 01:04:22.510]  Because all you're setting up is an anti-corruption, anti-New World Order, pro-civil rights, human rights, God-given rights, whatever you want to call it, organization.
[01:04:23.411 --> 01:04:24.752]  And that's how you do it.
[01:04:25.505 --> 01:04:25.986]  That's right.
[01:04:26.046 --> 01:04:35.457]  In fact, if I had the time, that's what I'd be doing, would be writing articles, step by step, how to set up student groups at colleges, high schools, middle schools, how to do it right.
[01:04:36.338 --> 01:04:38.361]  I mean, it's so exciting what you're doing.
[01:04:38.401 --> 01:04:40.023]  So you started this a few weeks ago.
[01:04:40.203 --> 01:04:40.724]  Yeah.
[01:04:40.744 --> 01:04:44.709]  36 people are joining, but you have to wait for the approval of the teachers.
[01:04:45.149 --> 01:04:46.930]  Yeah, because they're retarded.
[01:04:46.950 --> 01:04:49.892]  That's what I think of the school system because it's run like a government.
[01:04:50.313 --> 01:04:50.773]  Well, it isn't.
[01:04:50.853 --> 01:04:53.475]  It's a government brainwashing re-education camp.
[01:04:53.495 --> 01:04:59.919]  Hey, me and my mom, we call it the government training camps and they come get us on their buses and take us to the learning facilities.
[01:05:00.079 --> 01:05:02.181]  Well, you know, you're resisting inside the camp.
[01:05:03.016 --> 01:05:07.799]  And, uh, I would expect for them... When will you hear if you're allowed to have your group?
[01:05:08.219 --> 01:05:09.159]  Hopefully soon.
[01:05:09.199 --> 01:05:12.741]  I already have a teacher as an advisor, so it's gotta be like a group leader.
[01:05:12.781 --> 01:05:17.784]  And I have to have a teacher to be the leader of the group, so... I finally found one that was interested in it.
[01:05:17.924 --> 01:05:19.205]  Well, try to do it right.
[01:05:19.285 --> 01:05:20.866]  Try to do it very conservatively.
[01:05:21.626 --> 01:05:23.827]  And, uh, if they ban it, it'll be ten times bigger.
[01:05:24.568 --> 01:05:26.168]  Keep me abreast of the situation.
[01:05:26.449 --> 01:05:27.689]  Good to hear from you, Emily.
[01:05:27.849 --> 01:05:28.910]  You're an info warrior.
[01:05:35.885 --> 01:05:39.027]  It's here, after a year in production and traveling to distant lands.
[01:05:39.387 --> 01:05:41.329]  My new film Terror Storm is complete.
[01:05:41.689 --> 01:05:49.334]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:05:50.020 --> 01:05:57.083]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:05:57.484 --> 01:06:08.889]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:06:09.209 --> 01:06:12.731]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:06:13.171 --> 01:06:15.092]  It's an anthology of government crimes.
[01:06:15.432 --> 01:06:19.274]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:06:19.875 --> 01:06:27.327]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[01:06:33.012 --> 01:06:41.361]  Hello folks, Alex Jones here introducing Prudent Places USA, an interactive CD book that is your premier resource for hard-to-find information.
[01:06:41.541 --> 01:06:51.592]  Find out about everything from job migration to evacuation information, such as major bridges in disrepair and FEMA evacuation time studies for coastal cities.
[01:06:52.072 --> 01:06:57.916]  Zero in on man-made disaster zones, environmental areas of concern, and natural disaster zones.
[01:06:58.136 --> 01:07:02.558]  Find out everything from where to get water in an emergency to geographic income levels.
[01:07:02.798 --> 01:07:08.862]  Housing prices, complete with over 3 gigabytes of detailed information on the 3,000 plus counties in the U.S.
[01:07:09.022 --> 01:07:15.506]  Full-color photographs, 550 high-resolution full-color maps, and detailed information and analysis that you need.
[01:07:15.786 --> 01:07:21.129]  Order Bruton Places USA now for only $29 plus shipping by calling New Millennium at
[01:07:21.169 --> 01:07:22.932]  Call us at 888-803-4438 and tell them Alex Jones sent you.
[01:07:22.973 --> 01:07:24.856]  That's 888-803-4438 or order online at murkywater.com.
[01:07:34.140 --> 01:07:34.980]  Come on, Bill.
[01:07:35.180 --> 01:07:40.425]  Two weeks ago you were riding a bicycle, and today you're showing up in your new car and telling me you're buying a house?
[01:07:40.765 --> 01:07:42.266]  What did you do, rob Bill Gates?
[01:07:42.346 --> 01:07:44.348]  No, John, I didn't rob Bill Gates.
[01:07:44.648 --> 01:07:50.193]  What I did do is visit the website www.DidYouRobBillGates.com.
[01:07:50.513 --> 01:07:56.798]  That's where I learn how to make $3,000 to $9,000 each and every week, starting with my very first week.
[01:07:57.138 --> 01:07:59.340]  It's a simple program that does all the work for you.
[01:07:59.640 --> 01:08:03.121]  I'm already up to $25,000 just going on my third week.
[01:08:03.341 --> 01:08:03.802]  Whoa.
[01:08:04.162 --> 01:08:05.362]  What was that website again?
[01:08:05.462 --> 01:08:08.964]  It's www.didyourobbillgates.com.
[01:08:09.284 --> 01:08:10.384]  Now write this down, John.
[01:08:10.524 --> 01:08:14.866]  You should go there and learn how this program can help you become financially independent, too.
[01:08:15.026 --> 01:08:15.606]  Thanks, Bill.
[01:08:15.886 --> 01:08:17.087]  I'm going there right now.
[01:08:17.527 --> 01:08:18.167]  Check, please.
[01:08:19.957 --> 01:08:21.458]  Uh, you got this one, right, Bill?
[01:08:21.938 --> 01:08:22.518]  Sure, John.
[01:08:22.739 --> 01:08:27.121]  Don't forget, it's www.DidYouRobBillGates.com.
[01:08:27.441 --> 01:08:29.182]  Next time, you'll be buying me lunch.
[01:08:29.322 --> 01:08:29.662]  Deal.
[01:08:33.924 --> 01:08:39.947]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:08:40.567 --> 01:08:43.529]  It's Alex Jones and the GCN Radio Network.
[01:08:48.243 --> 01:09:01.607]  It energizes me, it warms my heart to hear a 15-year-old young lady in Ohio, like Emily, who starts an InfoWars.com group at her school and gets 36 members instantly.
[01:09:02.287 --> 01:09:13.250]  But see, the teachers have to vote now and decide if they're allowed to have it, if it's not a thought crime to investigate corruption and to stand up for our liberties and freedoms.
[01:09:14.817 --> 01:09:18.400]  And, uh, I predict 70 plus percent chance they will ban the group.
[01:09:19.481 --> 01:09:23.785]  And then they can just have the group off school grounds and then it'll be the cool group and everyone will want to join.
[01:09:26.427 --> 01:09:33.533]  But you heard me advise her to do it very conservative, to jump through all the hoops, to not try to get them to, uh, say no to her group.
[01:09:33.593 --> 01:09:36.876]  No, try to, you know, try to do it their way.
[01:09:37.797 --> 01:09:40.339]  And then show everyone the tyranny.
[01:09:41.540 --> 01:09:42.601]  Let everyone see
[01:09:43.573 --> 01:09:45.054]  Hey Alex, how you doing?
[01:09:45.114 --> 01:09:48.397]  Yeah, it's good to have you back.
[01:09:48.577 --> 01:09:53.341]  I just want to say, over this past weekend here,
[01:10:12.096 --> 01:10:17.597]  I tried deciphering this S-1 bill on the Library of Congress website.
