[00:00:00.529 --> 00:00:06.872]  Listening to GCN.
[01:02:45.533 --> 01:02:48.494]  And the answer is because she's a good executive producer.
[01:02:48.834 --> 01:02:51.254]  Rosie O'Donnell has brought in a ton of new revenue.
[01:02:51.594 --> 01:02:58.416]  Barbara Walters, who used to be a real journalist and now qualifies as just a celebrity, can ride Rosie O'Donnell's back.
[01:02:58.556 --> 01:03:02.297]  As a matter of fact, several people could probably fit on Rosie O'Donnell's back.
[01:03:03.058 --> 01:03:07.523]  Uh, the fact that she is saying just vicious and vitriolic things.
[01:03:07.783 --> 01:03:10.346]  Remember she is surrounded by people who disagree with her.
[01:03:10.646 --> 01:03:14.410]  Everybody thought Rosie was going to break out into her own show after this.
[01:03:14.651 --> 01:03:16.793]  In the view, she's a provocateur.
[01:03:18.094 --> 01:03:21.096]  She's a raving lunatic and will not be tolerated.
[01:03:21.337 --> 01:03:31.724]  But you know, Danny, the thing is, again, you talk about it all being show business, but ABC though, Danny, don't they have a responsibility, and especially Barbara Walters?
[01:03:31.844 --> 01:03:33.805]  Again, as you said, used to be a real journalist.
[01:03:34.265 --> 01:03:37.908]  Doesn't Barbara Walters have a responsibility just to say, hey, wake up!
[01:03:38.448 --> 01:03:51.291]  There are 15 of our allies that are part of an Iranian hostage crisis right now, Rosie O'Donnell, and you're blaming the people who are hostages, whose families don't know whether they're going to come home alive or not.
[01:03:51.331 --> 01:03:57.573]  At what point do they stop worrying about the new viewers and start worrying about their responsibility to their viewers?
[01:03:58.544 --> 01:04:03.045]  Well, I think any corporation's main goal, we are a capitalist society.
[01:04:03.325 --> 01:04:10.827]  Personally, I think at this point, if anybody had a rope thick enough, I think that Rosie should be strung up for treason.
[01:04:11.227 --> 01:04:21.569]  But the point is, ABC is an entity in a capitalist society, and their first and foremost obligation is to earn money and pay taxes.
[01:04:22.129 --> 01:04:24.891]  That's what they're doing.
[01:04:24.931 --> 01:04:29.073]  Well, you can't be strung up for treason for being stupid, but go ahead, Steve.
[01:04:29.953 --> 01:04:36.356]  Alright, so... We hear over and over again, she hates America, she's a traitor, she needs to be killed.
[01:04:38.858 --> 01:04:41.259]  And all she said was, is we've been lied to before.
[01:04:43.440 --> 01:04:46.201]  We need to at least talk to the Iranians.
[01:04:46.882 --> 01:04:48.282]  They're saying they'll release them.
[01:04:49.543 --> 01:04:51.384]  And by the way, 9-11's very suspicious.
[01:04:53.729 --> 01:04:54.770]  And so what do they call for?
[01:04:54.850 --> 01:04:55.551]  Her firing.
[01:04:56.051 --> 01:04:57.673]  Now they admitted her ratings are up.
[01:04:57.773 --> 01:04:59.535]  O'Reilly lies and says they're down.
[01:05:03.038 --> 01:05:04.099]  The War on Terrorism.
[01:05:04.419 --> 01:05:07.202]  Will it be fought overseas or will it affect us here at home?
[01:05:07.462 --> 01:05:11.626]  If you are like most folks, you want to be prepared, but can't afford an underground shelter.
[01:05:12.046 --> 01:05:12.887]  So what do you do?
[01:05:13.207 --> 01:05:17.752]  Did you know that you can use your home as a shelter against fallout and biological or chemical attacks?
[01:05:18.232 --> 01:05:20.374]  With a little know-how, it's not that difficult.
[01:05:20.854 --> 01:05:35.565]  Sheltering in Place, Surviving Acts of Terrorism from Biological, Chemical, and Radioactive Fallout, developed by Wayne LeBaron, a health physicist who has served as a specialist in environmental health, communicable diseases, and has worked as a nuclear specialist for the U.S.
[01:05:35.605 --> 01:05:42.670]  government, gives you easy-to-follow video instructions, and walks you step-by-step through the process of preparing your home as a shelter.
[01:05:43.010 --> 01:05:47.414]  Get this critical video every American needs for only $29 plus shipping.
[01:05:47.855 --> 01:05:49.637]  Order by calling New Millennium today at 888-803-4438.
[01:05:49.657 --> 01:05:49.877]  That's 888-803-4438.
[01:05:49.957 --> 01:05:51.438]  Or order on the web at Berkeywater.com.
[01:06:04.148 --> 01:06:09.615]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[01:06:09.976 --> 01:06:17.585]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:06:18.300 --> 01:06:25.342]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:06:25.743 --> 01:06:37.166]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:06:37.486 --> 01:06:41.408]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:06:41.448 --> 01:06:43.368]  It's an anthology of government crimes.
[01:06:43.709 --> 01:06:47.490]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:06:48.150 --> 01:06:55.601]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[01:07:02.213 --> 01:07:04.774]  Hey folks, Alex Jones here with an important question.
[01:07:04.914 --> 01:07:07.095]  When was the last time you used pure soap?
[01:07:07.355 --> 01:07:17.458]  I mean the hard to find kind that's all natural and not full of corrosive toxins and chemicals and detergents that just dry out your skin and have been connected to very serious health problems?
[01:07:17.778 --> 01:07:20.099]  Let me tell you something about the Cal Bend Pure Soap Company.
[01:07:20.279 --> 01:07:24.340]  There's a 100% unconditional guarantee on all their wonderful products.
[01:07:24.360 --> 01:07:30.682]  Yes, they're all natural, they're triple concentrated, they're factory direct, factory owned and operated since 1947.
[01:07:31.543 --> 01:07:35.184]  Earth friendly, pure soaps for bathing, laundry and kitchen.
[01:07:35.364 --> 01:07:38.725]  Try Pure Soap once and I'll guarantee you'll never use anything else.
[01:07:39.045 --> 01:07:43.967]  Now for the first time, Calbin Pure Soap is available, factory direct to you and your family.
[01:07:44.207 --> 01:07:47.850]  Save up to 85% off supermarket and retail store prices.
[01:07:48.050 --> 01:07:50.592]  Call today for a Calbin Soap catalog at 1-800-340-7091.
[01:07:50.612 --> 01:07:52.013]  That's 1-800-340-7091 or on the web at CalbinPureSoap.com.
[01:08:05.709 --> 01:08:06.349]  Big Brother.
[01:08:07.030 --> 01:08:08.091]  Mainstream media.
[01:08:08.791 --> 01:08:09.892]  Government cover-ups.
[01:08:10.552 --> 01:08:11.372]  You want answers?
[01:08:12.113 --> 01:08:12.993]  Well, so does he.
[01:08:13.013 --> 01:08:17.616]  He's Alex Jones on the GCN Radio Network.
[01:08:17.876 --> 01:08:21.939]  And now, live from Austin, Texas, Alex Jones.
[01:08:23.636 --> 01:08:30.603]  It has been confirmed that the British claimed more territorial waters and rewrote the map in the last month.
[01:08:30.723 --> 01:08:38.991]  So, when lawyers speak, they're going, well, we were in Iraqi waters because they rewrote it and just claimed.
[01:08:39.011 --> 01:08:46.518]  That'd be like if I owned land a lot next to yours and I just moved my fence over three feet and said, no, I claim it's your land.
[01:08:46.538 --> 01:08:47.940]  I mean, I claim I own it.
[01:08:50.436 --> 01:08:52.077]  We knew there'd be one of these provocations.
[01:08:52.097 --> 01:08:55.398]  There always is in Panama or Iraq or anything.
[01:08:56.938 --> 01:09:01.680]  Meanwhile, the folks enslaving these nations are the ones getting rid of our freedoms here.
[01:09:03.341 --> 01:09:11.444]  And the point has been made that when you talk about hostage situations, they grab 15 people off their boat.
[01:09:13.613 --> 01:09:23.498]  But when our government grabs people, they go into black holes for four or five years and admittedly get tortured, and the CIA brags how they're, quote, torturing their children, or threatening to torture their children.
[01:09:24.578 --> 01:09:27.920]  The American people go, yeah, that's what Christians do, that's good!
[01:09:28.540 --> 01:09:31.562]  Secret arrests, secret tribunals, and secret torture.
[01:09:32.202 --> 01:09:36.224]  And then, secret confessions that are highly excised, that's good!
[01:09:36.684 --> 01:09:40.186]  That's the American way, but those evil Iranians
[01:09:41.264 --> 01:09:45.285]  Well, they grabbed 15 commandos sneaking around in their waters.
[01:09:45.985 --> 01:09:48.006]  It's a hostage crisis.
[01:09:48.066 --> 01:09:50.987]  Our allies are in trouble right now.
[01:09:52.848 --> 01:09:54.548]  We gotta stick with the Brits.
[01:09:55.728 --> 01:09:57.529]  Dirty French are probably behind it.
[01:10:01.310 --> 01:10:07.272]  Okay, um... Here's the deal.
[01:10:09.617 --> 01:10:22.407]  We've got Christian J. Pinto, the director of Riddles in Stone, and we've got Stephen Hyatt in the next hour, author of A Game as Old as Empire.
[01:10:23.288 --> 01:10:31.515]  This is similar to the book Confessions of an Economic Hitman, another inside view on how the globalists operate, another defector over to our side.
[01:10:32.443 --> 01:10:39.446]  Hell, Joseph Stickels, the former head of the World Bank, former chief economist, has gone public about how they set up the world to fail.
[01:10:39.846 --> 01:10:46.749]  But you tell a neocon or a mainstream liberal that big global banks exist, that they're global elites, they say they don't.
[01:10:48.470 --> 01:10:54.012]  I mean, everybody in human history for thousands of years knew there were always elites that could point to where the king lived on the hill.
[01:10:54.352 --> 01:11:01.555]  Now they go, no, there's no elite, I'm the elite, no one can challenge me, I rule everything, because that's how self-centered people are.
[01:11:03.860 --> 01:11:11.387]  I mean, a yuppie who drives a $40,000 sports car and lives in a $200,000 house and has a golf club membership thinks they're Bill Gates, folks.
[01:11:11.887 --> 01:11:14.890]  And that's what the country club's about, strutting around feeling like they're elite.
[01:11:15.270 --> 01:11:16.191]  I'm an elite.
[01:11:17.112 --> 01:11:18.353]  I've got so much power.
[01:11:18.733 --> 01:11:20.455]  We're about to attack Iran.
[01:11:20.735 --> 01:11:21.415]  Yes, yes.
[01:11:21.996 --> 01:11:23.157]  I mean, I hear them talk on radio.
[01:11:23.317 --> 01:11:24.458]  We're about to do this.
[01:11:24.919 --> 01:11:25.879]  We're about to do that.
[01:11:26.160 --> 01:11:27.261]  You don't run anything.
[01:11:27.301 --> 01:11:28.542]  You don't do anything, okay?
[01:11:29.236 --> 01:11:29.836]  Understand that.
[01:11:29.896 --> 01:11:33.598]  You're a slave who gives your kids the mercury-filled vaccines when they say.
[01:11:33.618 --> 01:11:37.520]  Then you wonder why your kid has a seizure third round and never talks to you again.
[01:11:38.041 --> 01:11:39.141]  You're idiots, okay?
[01:11:39.802 --> 01:11:40.462]  You're fools.
[01:11:41.102 --> 01:11:42.143]  You don't know the Bill of Rights.
[01:11:42.163 --> 01:11:43.424]  You don't know the Constitution.
[01:11:43.664 --> 01:11:45.024]  You don't know who's running things.
[01:11:45.445 --> 01:11:46.705]  I'm not talking to my general listeners.
[01:11:46.725 --> 01:11:48.906]  I'm talking to neocons and liberals out there.
[01:11:49.807 --> 01:11:51.948]  You're part of a false political reality.
[01:11:52.108 --> 01:11:53.509]  You need to wake up and listen.
[01:11:54.591 --> 01:11:55.692]  I'm going to go to my guest here in just a moment.
[01:11:56.293 --> 01:11:57.114]  I appreciate him joining us.
[01:11:57.454 --> 01:11:58.535]  It's like I'm a fireman.
[01:11:58.555 --> 01:12:01.519]  I've told this analogy before, but I'm going to set this parallel, this parable.
[01:12:03.200 --> 01:12:05.763]  And we get a call that there's a two-story house on fire.
[01:12:06.404 --> 01:12:07.005]  Bad fire.
[01:12:08.526 --> 01:12:12.090]  It's now breached the roof and it's venting and the house is about to collapse.
[01:12:12.931 --> 01:12:14.613]  And we pull up.
[01:12:15.572 --> 01:12:16.052]  Yes, we are.
[01:12:35.003 --> 01:12:45.911]  You know, the dollars plunging, illegals overrunning us everywhere, police states, CPS grabbing kids, every type of disease skyrocketing, all these environmental crises, real problems, not the fake ones they tell you about on the news.
[01:12:47.352 --> 01:12:53.997]  And I start yelling, get up, get up, get up, help me, you know, I can't carry you out of here, and they're just like, whatever, you're an extremist.
[01:12:55.658 --> 01:13:00.062]  Well, I'd probably start slapping you in the face, get up, stop, please!
[01:13:02.603 --> 01:13:02.703]  And,
[01:13:04.930 --> 01:13:08.733]  How many years have we told you that giant pedophile rings run the Republican Party?
[01:13:08.773 --> 01:13:12.555]  And the Democrats too, but Republicans, I mean, it's a prerequisite.
[01:13:13.436 --> 01:13:17.859]  And that at the juvenile hall systems, they pretty much unanimously rape the children.
[01:13:18.199 --> 01:13:20.501]  The CPS, thousands missing in Florida alone.
[01:13:20.701 --> 01:13:21.801]  I mean, these are real reports.
[01:13:21.841 --> 01:13:23.763]  DynCorp, Halliburton running all this stuff.
[01:13:24.944 --> 01:13:25.724]  This is real!
[01:13:26.124 --> 01:13:27.365]  And I know it sounds incredible.
[01:13:27.465 --> 01:13:28.446]  It is incredible!
[01:13:28.666 --> 01:13:33.129]  When I think about 3,000 plus children missing in Florida, that the CPS won't say where they've been.
[01:13:33.289 --> 01:13:34.450]  And this is a three-year-old story.
[01:13:34.924 --> 01:13:37.005]  And they find some dead and some in foreign countries.
[01:13:38.025 --> 01:13:38.725]  I mean babies.
[01:13:38.846 --> 01:13:39.626]  I mean toddlers.
[01:13:40.726 --> 01:13:44.988]  And it's calmly just go, well, you know, the ball game's on.
