[00:00:00.149 --> 00:00:01.009]  Dead on.
[01:54:05.337 --> 01:54:07.399]  It showed the classic demolition.
[01:54:07.399 --> 01:54:09.300]  Boom, boom, boom, boom, boom.
[01:54:09.300 --> 01:54:10.361]  Exactly.
[01:54:10.361 --> 01:54:11.242]  And they can see that.
[01:54:11.242 --> 01:54:12.664]  University of Oklahoma U.S.
[01:54:12.664 --> 01:54:13.845]  Geological Survey.
[01:54:13.845 --> 01:54:17.028]  Two separate seismograph systems picked up the same signature.
[01:54:17.028 --> 01:54:21.992]  Yes, and that's what convinced me that there's more going on than only one bomb.
[01:54:21.992 --> 01:54:24.054]  Well, I have the actual seismograph reports.
[01:54:24.054 --> 01:54:24.615]  It's incredible.
[01:54:25.407 --> 01:54:25.847]  Yes.
[01:54:25.847 --> 01:54:33.472]  I feel, you know, that was my eye-opener that the media is controlled and, you know, we have to have an alternative media.
[01:54:33.472 --> 01:54:37.274]  I think we have a great slogan that we are the media.
[01:54:37.274 --> 01:54:44.138]  We are the media, the mainstream media is controlled, but the mainstream media is having to let more and more of this come out now because they're becoming obsolete.
[01:54:44.138 --> 01:54:45.599]  They're not even in the game anymore.
[01:54:46.532 --> 01:54:49.654]  Their viewers, their readers, their listeners are imploding.
[01:54:49.654 --> 01:54:52.216]  Alternative media is exploding.
[01:54:52.216 --> 01:54:55.158]  Let's go ahead and take another call here.
[01:54:55.158 --> 01:54:59.041]  Let's talk to Joe in Ohio, then we'll go to Paul.
[01:54:59.041 --> 01:55:00.842]  Go ahead, Joe.
[01:55:00.842 --> 01:55:07.066]  Alex, in less than 60 days, Mexican is going to cut 100 trucking companies to run free in our country.
[01:55:07.066 --> 01:55:11.349]  Yeah, that came out in the AP yesterday, that they're going to have, quote, you know, these companies.
[01:55:13.068 --> 01:55:17.010]  They've had Mexican trucks driving the length and breadth of the country for at least three years.
[01:55:17.010 --> 01:55:18.790]  We're in the North American Union.
[01:55:18.790 --> 01:55:19.411]  It's happening.
[01:55:19.411 --> 01:55:22.592]  The state police have been told, you know, leave them alone.
[01:55:22.592 --> 01:55:24.473]  They're going to be under different rules.
[01:55:24.473 --> 01:55:26.814]  It's just the destruction of our country.
[01:55:26.814 --> 01:55:28.594]  But now they're announcing it to the public.
[01:55:28.594 --> 01:55:31.635]  Kind of like they passed the law of the national ID card two years ago.
[01:55:31.635 --> 01:55:36.818]  Now they're getting around to announcing it on the news.
[01:55:36.818 --> 01:55:37.918]  Go ahead and comment on that if you'd like.
[01:55:40.187 --> 01:55:41.368]  They're driving junk.
[01:55:41.368 --> 01:55:45.791]  The guys are running three drivers to a truck.
[01:55:45.791 --> 01:55:47.612]  They're cutting holes in the bottom of the sleeper.
[01:55:47.612 --> 01:55:50.674]  Well, sir, it's just like Bank of America and Wells Fargo.
[01:55:50.674 --> 01:55:54.556]  No ID needed to get a bank account, but if you're a citizen, three forms of ID.
[01:55:54.556 --> 01:55:58.679]  And the state police, this even came out in Tennessee last year, they were told, leave them alone.
[01:55:58.679 --> 01:55:59.980]  This is the new America.
[01:55:59.980 --> 01:56:04.703]  Okay, if it helps destroy the country and the sovereignty, the police and the system were told, give them a go.
[01:56:05.383 --> 01:56:07.564]  Look, you know, get out a jail-free card.
[01:56:07.564 --> 01:56:12.285]  American citizens are the fat, dumb, and happy cattle that'll take anything, so we're gonna get it.
[01:56:12.285 --> 01:56:13.725]  We're gonna get anything.
[01:56:13.725 --> 01:56:18.686]  We're gonna have the President sign secret agreements to destroy our country, and we're supposed to all just shut up about it.
[01:56:18.686 --> 01:56:23.247]  And yes, I know how junky these trucks are and the problems they're causing.
[01:56:23.247 --> 01:56:24.608]  It makes me sick.
[01:56:24.608 --> 01:56:25.808]  All right, Alex, you're doing a great job.
[01:56:25.808 --> 01:56:26.088]  Keep it up.
[01:56:26.088 --> 01:56:26.528]  Thank you.
[01:56:26.528 --> 01:56:27.468]  I appreciate your call.
[01:56:27.468 --> 01:56:29.709]  Let's talk to Paul and Bastrop, final caller.
[01:56:29.709 --> 01:56:30.569]  You're on the air, Paul.
[01:56:30.569 --> 01:56:30.909]  Go ahead.
[01:56:31.847 --> 01:56:33.067]  Good evening, Alex.
[01:56:33.067 --> 01:56:36.648]  You know, a lot of this is becoming so, so transparent.
[01:56:36.648 --> 01:56:43.630]  I mean, it's been transparent to me for years, starting with Waco and a little before that.
[01:56:43.630 --> 01:56:56.373]  Surely we have somebody on the national figure, possibly a presidential candidate that's willing to blow this all up, because I think we're at
[01:56:56.986 --> 01:57:01.291]  Anywhere between 35 and 60 percent of the people realize this is going on.
[01:57:01.291 --> 01:57:02.833]  They know the open borders.
[01:57:02.833 --> 01:57:04.955]  We know about the North American Union.
[01:57:04.955 --> 01:57:06.677]  We know about Waco.
[01:57:06.677 --> 01:57:08.499]  Oklahoma, we're a little fuzzy on.
[01:57:08.499 --> 01:57:10.522]  9-1-1, we're a little fuzzy on.
[01:57:10.522 --> 01:57:15.387]  But it's so transparent, surely a national figure can rise and
[01:57:17.109 --> 01:57:21.911]  Well, they could kill a national figure, or he could die of a heart attack, or he could be struck by a bolt of lightning.
[01:57:21.911 --> 01:57:25.132]  But an idea, as V says, is bulletproof.
[01:57:25.132 --> 01:57:27.773]  Ideas and the truth cannot be stopped.
[01:57:27.773 --> 01:57:29.334]  You know, here's the analogy.
[01:57:29.334 --> 01:57:34.236]  Twenty dollars of the truth can destroy a trillion dollars, or twenty trillion dollars of lies.
[01:57:34.236 --> 01:57:39.277]  And we're going to win, and this idea of liberty and freedom and reality cannot be defeated.
[01:57:39.277 --> 01:57:42.559]  And thanks to folks like you out there, sir, we're going to win with God's help.
[01:57:42.559 --> 01:57:43.319]  Well, keep up the good work.
[01:57:44.031 --> 01:57:44.731]  Thank you, sir.
[01:57:44.731 --> 01:57:45.472]  I'll try.
[01:57:45.472 --> 01:57:46.052]  Help us.
[01:57:46.052 --> 01:57:56.737]  Go to PrisonPlanet.com, get our Oklahoma City reports, get the documents, get them out of the four winds, message boards, MySpace, call the talk radio, call the drudge tonight, call them to be on the Beltway coming up next.
[01:57:56.737 --> 01:57:57.377]  I mean, I want to hear you.
[01:57:57.377 --> 01:57:58.798]  Call them to be on the Beltway.
[01:57:58.798 --> 01:58:00.759]  Whatever subject they're talking about and work it in.
[01:58:00.759 --> 01:58:01.419]  Call in.
[01:58:01.419 --> 01:58:02.059]  Get aggressive.
[01:58:02.059 --> 01:58:03.320]  Start your own websites.
[01:58:03.320 --> 01:58:04.801]  Tell everybody about TerrorStorm.
[01:58:04.801 --> 01:58:06.301]  I made a $100,000 film.
[01:58:06.301 --> 01:58:07.482]  Put it out on Google Video for free.
[01:58:08.522 --> 01:58:11.865]  I may not be able to do that with the next one because I'm still broke, but, you know, TerrorStorm.
[01:58:11.865 --> 01:58:13.186]  History of government sponsored terror.
[01:58:13.186 --> 01:58:13.666]  TerrorStorm.
[01:58:13.666 --> 01:58:14.347]  Google it.
[01:58:14.347 --> 01:58:19.731]  Google, uh, The Road to Tyranny to see the newscast and the footage of them taking the bombs out.
[01:58:19.731 --> 01:58:22.794]  Or go to InfoWars.com and buy the DVDs.
[01:58:22.794 --> 01:58:26.957]  The high quality DVDs so you can make copies of those and get them out and support us a little bit.
[01:58:26.957 --> 01:58:30.120]  Alright, we're about to end this transmission, ladies and gentlemen.
[01:58:30.120 --> 01:58:31.421]  It is a real honor to be here.
[01:58:31.421 --> 01:58:32.422]  It's scary to do this.
[01:58:32.422 --> 01:58:34.403]  It's scary to cover these topics.
[01:58:34.403 --> 01:58:35.264]  But I've got to do it.
[01:58:35.914 --> 01:58:37.977]  I mean, I learned about this stuff back in college.
[01:58:37.977 --> 01:58:41.021]  And I'm, for now, 12 years, almost 13 years.
[01:58:41.021 --> 01:58:42.203]  I'm 33 now.
[01:58:42.203 --> 01:58:44.046]  I've been doing this a long time.
[01:58:44.046 --> 01:58:46.849]  And I want my family to grow up and live in a safe, free society.
[01:58:46.849 --> 01:58:49.233]  See you back, same time next week, 4 to 6 central.
[01:58:49.233 --> 01:58:49.894]  God bless you all.
[01:58:57.245 --> 01:59:01.607]  It's no secret that Genesis Communications Network depends on listeners like you.
[01:59:01.607 --> 01:59:04.489]  Now you can do even more to hear Genesis shows in your area.
[01:59:04.489 --> 01:59:09.051]  Simply call your local radio stations and tell them about your favorite GCN programs.
[01:59:09.051 --> 01:59:09.752]  It's easy.
[01:59:09.752 --> 01:59:16.375]  Log on to GCNlive.com or call us toll free 877-807-4048.
[01:59:16.375 --> 01:59:17.136]  Make a difference.
[01:59:17.136 --> 01:59:22.519]  Call your local stations and contact us through affiliate relations at GCNlive.com or call 877-807-4048.
[01:59:22.519 --> 01:59:22.879]  Call today.
[01:59:28.047 --> 01:59:31.008]  Are your Federal Reserve notes looking for a safe haven?
[01:59:31.008 --> 01:59:33.630]  Mine found it in precious metals.
[01:59:33.630 --> 01:59:37.452]  Not paper promises, but actual gold in my possession.
[01:59:37.452 --> 01:59:44.695]  It is liquid, it is private, it owes no one, it cannot go bankrupt, and it maintains its purchasing power.
[01:59:44.695 --> 01:59:47.276]  Find your answer at Midas Resources.
[01:59:47.276 --> 01:59:47.777]  That's 1-800-686-2237.
[01:59:47.777 --> 01:59:49.197]  The answer is at 1-800-686-2237.
[01:59:57.037 --> 02:00:02.302]  The disciples asked Jesus in Matthew 24, What shall be the signs of thy coming and the end of the world?
[02:00:02.302 --> 02:00:04.384]  You shall hear of wars and rumors of wars.
[02:00:04.384 --> 02:00:07.607]  For nation shall rise against nation, and kingdom against kingdom.
[02:00:07.607 --> 02:00:11.050]  And there shall be famines, disease, and earthquakes in many places.
[02:00:11.050 --> 02:00:12.912]  We are living in this time of Earth's history.
[02:00:13.152 --> 02:00:17.134]  Many people are trying to understand the climactic world events in light of human wisdom.
[02:00:17.134 --> 02:00:20.416]  But without the wisdom of God, this is impossible!
[02:00:20.416 --> 02:00:24.918]  2 Peter says, We have a more sure word of prophecy, and you do well if you take heed.
[02:00:24.918 --> 02:00:29.160]  But first know this, that no prophecy of the Scripture is of any private interpretation.
[02:00:29.600 --> 02:00:34.243]  The Bible says, we'd like you to receive this new offer, Packet B, The Unholy Alliance.
[02:00:34.243 --> 02:00:38.825]  These materials document the global leaders, political and religious, behind the scenes.
[02:00:38.825 --> 02:00:45.009]  You will receive information regarding America in prophecy, tyrants and wars, the new world order, and much more.
[02:00:45.009 --> 02:00:47.650]  As always, these materials are shipped to you at no charge.
[02:00:47.650 --> 02:00:48.491]  Please call 1-888-211-1715.
[02:00:48.491 --> 02:00:49.831]  That's 1-888-211-1715, and ask for Packet B.
[02:00:59.830 --> 02:01:02.400]  This is the GCN Radio Network.
[02:01:02.400 --> 02:01:04.528]  Home to hard-hitting talk radio.
