[00:00:00.309 --> 00:00:02.631]  Find out right now.
[01:06:41.279 --> 01:06:48.842]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:06:49.614 --> 01:06:57.060]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:06:57.060 --> 01:07:08.808]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:07:08.808 --> 01:07:12.771]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:07:12.771 --> 01:07:15.033]  It's an anthology of government crimes.
[01:07:15.033 --> 01:07:18.876]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:07:19.460 --> 01:07:26.903]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[01:07:32.020 --> 01:07:37.043]  Times are tough right now, but there are a lot of different ways to get ourselves out of this mess.
[01:07:37.043 --> 01:07:41.285]  Providing for our own food, water, and power are a good start.
[01:07:41.285 --> 01:07:47.828]  As you may have heard by now, Ken's Solar has been configuring alternative energy packages for over a decade.
[01:07:47.828 --> 01:07:52.090]  One of Ken's most popular items right now is the new solar-powered generator.
[01:07:52.390 --> 01:07:57.953]  For a lot less than you'd expect, this portable system can chop up nearly a third of your electric bill.
[01:07:57.953 --> 01:08:03.635]  Getting yourself onto solar power is one of the most liberating things you can do for yourself and your family.
[01:08:03.635 --> 01:08:11.699]  The solar-powered generator will run your lights, fan, electric blanket, your refrigerator, and a whole slew of household items.
[01:08:11.699 --> 01:08:20.343]  Visit Ken's website at KenSolar.com for free downloads, free videos and how-tos, and of course, the new solar-powered generator.
[01:08:20.643 --> 01:08:25.127]  Enter the GCN coupon code during your order and save an additional 10%.
[01:08:25.127 --> 01:08:29.210]  Get a solar-powered generator now from KenSolar.com.
[01:08:29.210 --> 01:08:32.613]  That's KenSolar.com.
[01:08:32.613 --> 01:08:38.017]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[01:08:38.017 --> 01:08:42.901]  Because there's a war on for your mind.
[01:08:42.901 --> 01:08:46.123]  It is a war for your mind.
[01:08:46.123 --> 01:08:47.104]  There are no days off.
[01:08:48.300 --> 01:08:58.026]  It is a constant battle to protect your mind, to protect your pursuit of happiness, your right to freedom, your right to pursue a higher consciousness.
[01:08:58.026 --> 01:09:08.052]  And they will take that away from you and put you in a mental prison, a mental cage, if they continue to steamroll over the consciousness of the world.
[01:09:08.052 --> 01:09:08.933]  We will stop them!
[01:09:08.933 --> 01:09:17.218]  We will stop by standing up against them and by declaring that our hearts, our minds, belong to us and nobody's gonna win them!
[01:09:18.208 --> 01:09:21.813]  I don't care how much they would like to.
[01:09:21.813 --> 01:09:27.041]  Because if there's a winner in your heart and mind, there's going to be a loser, and that loser is likely to be you.
[01:09:27.870 --> 01:09:30.171]  We're going to be joined here by Joseph Kilgus.
[01:09:30.171 --> 01:09:34.492]  He is one of the people that took on John Kerry here over the weekend at Book People.
[01:09:34.492 --> 01:09:37.193]  His group is Austin 9-11 Truth Now.
[01:09:37.193 --> 01:09:41.155]  I'd just like to play the clip again, because we cut off some of it the first time we played.
[01:09:41.155 --> 01:09:48.677]  I'd like to play the whole clip of the question by Joseph to John Kerry, his answer, and then we'll come back, we'll go to Joseph, and we'll take your calls.
[01:09:48.677 --> 01:09:50.178]  Of course, this is the Alex Jones Show.
[01:09:50.178 --> 01:09:52.178]  I'm Jack Blood sitting in for Alex Jones.
[01:09:52.178 --> 01:09:55.480]  John, if you could roll that clip, we can hear how he builds up to the question.
[01:09:55.480 --> 01:09:56.300]  I think he does a good job.
[01:09:56.300 --> 01:09:56.800]  Go ahead and roll it.
[01:09:58.147 --> 01:10:00.148]  I should mention that up front every once in a while.
[01:10:00.148 --> 01:10:07.530]  I just want to commend you both for your stance on environmental issues like this that are so important.
[01:10:07.530 --> 01:10:13.132]  Chapter 2 I really got a lot out of, especially when you talked about the Environmental Working Group.
[01:10:13.132 --> 01:10:17.013]  I think we could all benefit from going to pwg.org.
[01:10:17.013 --> 01:10:18.754]  There's also a searchable database there.
[01:10:18.754 --> 01:10:24.816]  You can plug in all your personal hygiene products and see which ones are toxic to you that you're using on a daily basis.
[01:10:25.876 --> 01:10:31.799]  I think another thing that we should really focus on too is genetically modified organisms.
[01:10:31.799 --> 01:10:35.441]  Another thing, the use of depleted uranium in Iraq.
[01:10:35.441 --> 01:10:40.603]  Chemtrails being sprayed over major cities everywhere in this country daily.
[01:10:40.603 --> 01:10:43.605]  A big concern of mine because I see these things every day.
[01:10:43.605 --> 01:10:44.505]  What is it?
[01:10:44.505 --> 01:10:47.026]  The Air Force denies the fact that they exist.
[01:10:47.026 --> 01:10:48.587]  They think that they're irregular chemtrails.
[01:10:48.587 --> 01:10:50.928]  We know better than that.
[01:10:50.928 --> 01:10:53.349]  Also, a question I have for you.
[01:10:53.349 --> 01:10:54.230]  World Trade Center 7.
[01:10:55.231 --> 01:11:02.038]  ...was brought down on September 11th at 5.20 in the evening.
[01:11:02.038 --> 01:11:16.012]  The leaseholder of the World Trade Center complex, Larry Silverstein, gave a public interview on PBS in 2002, and he said that they pulled that building, which is a demolition term for intentionally breaking down a building.
[01:11:16.647 --> 01:11:21.330]  This man made over five billion dollars from those buildings' destruction.
[01:11:21.330 --> 01:11:32.076]  And I want to know if there was ever a formal investigation into Larry Silverstein, the leaseholder of the World Trade Center Complex, and his ties to this entire event.
[01:11:32.076 --> 01:11:34.058]  I don't believe there's been a formal investigation.
[01:11:34.058 --> 01:11:34.858]  I haven't heard that.
[01:11:34.858 --> 01:11:35.639]  I don't know that.
[01:11:35.639 --> 01:11:46.185]  I do know that that wall, I remember, was in danger, and I think that they made a decision based on the danger that it had of destroying everything, so they did it in a controlled fashion.
[01:11:47.353 --> 01:11:52.938]  Uh, you know, he's part of the construction, reconstruction effort for the memorial and the use of the land, etc.
[01:11:52.938 --> 01:11:56.021]  There's been a long tug-of-war going on in New York.
[01:11:56.021 --> 01:12:01.226]  I am not following every aspect of it because it's not in my jurisdiction, so to speak.
[01:12:01.226 --> 01:12:03.449]  But I'll check on what the story is.
[01:12:03.449 --> 01:12:06.111]  I'll take a look at it, based on what you've said.
[01:12:06.111 --> 01:12:06.732]  You're the first people
[01:12:09.346 --> 01:12:09.847]  Let me find out about it.
[01:12:09.847 --> 01:12:11.389]  I don't know enough about it.
[01:12:11.389 --> 01:12:13.011]  It's not in our book, etc.
[01:12:13.011 --> 01:12:14.933]  Incidentally, thank you for mentioning.
[01:12:14.933 --> 01:12:16.756]  If you go to the back of the book, folks,
[01:12:24.326 --> 01:12:26.087]  It's not in our book.
[01:12:26.087 --> 01:12:32.350]  I kind of doubt it would have been in his book, but we have Joseph Kilgus from Austin 9-11 Truth Now.
[01:12:32.350 --> 01:12:34.931]  You can get them on MySpace by entering that in.
[01:12:34.931 --> 01:12:36.712]  Joseph, welcome to the Alex Jones Show.
[01:12:36.712 --> 01:12:44.555]  Congratulations here in Austin, Texas on being the first people to ask Skull & Bonesman John Kerry these questions.
[01:12:44.555 --> 01:12:45.275]  Well, hi, Jack.
[01:12:45.275 --> 01:12:45.936]  Thank you.
[01:12:45.936 --> 01:12:50.818]  Yeah, I mean, it's pretty shocking to hear him say that, that a prominent U.S.
[01:12:51.591 --> 01:13:01.839]  Senator and someone who ran for president in 2004 saying that he hadn't heard anything about 9-11 being an inside job or that it was pulled off by a controlled demolition.
[01:13:01.839 --> 01:13:02.800]  It's just shocking.
[01:13:02.800 --> 01:13:11.686]  What is the feeling you got when they were asked first the first part question by one of your colleagues referring to the work of Dr. Stephen Jones and then your follow-up question.
[01:13:11.686 --> 01:13:20.113]  Can you explain to the audience, I think they have to see this video, to see them squirming and then nodding and then the little look of shock on Teresa Hines' face when she realizes
[01:13:20.433 --> 01:13:20.934]  We're good to go.
[01:13:32.839 --> 01:13:33.219]  Sure.
[01:13:33.219 --> 01:13:46.783]  Well, first off, we were sitting in a whole group of at least 100 people in that small room upstairs, most of which are Democrats, so they're kind of more of a liberal bent anyway, and their minds are a little bit more open.
[01:13:46.783 --> 01:13:49.744]  We could tell by the rabid applause just where they were coming from.
[01:13:49.744 --> 01:13:51.785]  It was a hostile environment, to say the least.
[01:13:51.785 --> 01:13:53.906]  Yeah, that's true.
[01:13:53.906 --> 01:13:57.227]  But when Michelle got up and asked that first question,
[01:13:58.067 --> 01:14:05.310]  Yeah, their body gestures and the way that they presented themselves, you can't hear it on the audio, but you can see it on the video.
[01:14:05.310 --> 01:14:07.951]  They were very uncomfortable by the question.
[01:14:07.951 --> 01:14:24.797]  When Michelle was asking the first question about the dust, you could see on Theresa's face that she thought she understood where the question was going related to the EPA's admission that the air at World Trade Center was okay to breathe within a couple of days after the event.
[01:14:25.579 --> 01:14:33.383]  I thought she thought we were going in that direction, and then Michelle brought up the actual thermate question there.
[01:14:33.383 --> 01:14:36.004]  Yeah, the look on their face was astonishment.
[01:14:36.004 --> 01:14:44.408]  They couldn't believe that they were being asked this at their own book signing, but you can see that they were caught off guard in an unscripted moment, which was great.
[01:14:44.408 --> 01:14:52.972]  Well, hopefully, Joseph, it won't be the last time as well, because I really now see more and more people doing this and really confronting these people.
[01:14:54.888 --> 01:15:00.349]  I guess we found out now that the Emperor has no clothes and people are pointing at them and saying, hey, you're naked.
[01:15:00.349 --> 01:15:02.609]  And they're looking at themselves going, well, we're not naked.
[01:15:02.609 --> 01:15:04.410]  We haven't heard anything about being naked.
[01:15:04.410 --> 01:15:06.830]  That's, of course, just a metaphor to try to explain this.
[01:15:06.830 --> 01:15:13.671]  Kerry making some very bizarre hand gestures, nervous, contained hand gestures as he's hearing out these questions.
[01:15:13.671 --> 01:15:20.593]  Now, the headline I saw today accompanying your video was that John Kerry admitted that this is a controlled demolition.
