[00:00:10.265 --> 00:00:10.766]  News.
[01:18:28.047 --> 01:18:30.490]  Another year or two older and we would have been stuck in that.
[01:18:30.710 --> 01:18:31.892]  Yeah, exactly.
[01:18:32.172 --> 01:18:35.676]  So right now we have this president talking about
[01:18:36.554 --> 01:18:45.242]  Iran, Iran, depending upon where you're from, North Korea, and Russia, are you out of your mind?
[01:18:45.262 --> 01:18:47.143]  Now, let me say something.
[01:18:47.183 --> 01:18:50.106]  And we've been in Afghanistan now for 17 years.
[01:18:50.606 --> 01:18:55.170]  I don't know what we have accomplished other than increasing poppy production for opioids.
[01:18:55.230 --> 01:18:57.490]  Well, and let's keep in mind, you talk about short attention spans.
[01:18:58.090 --> 01:19:06.452]  In 15 years, we went from Muslims attacked us, killed 3,000 Americans because they hate our way of life, to Muslims are good people, everything that's said about them is a lie.
[01:19:06.752 --> 01:19:07.972]  Well, there's a missing link there!
[01:19:08.252 --> 01:19:09.572]  What was the truth about 9-11 then?
[01:19:09.612 --> 01:19:14.233]  Well, yes, but there's also something which is very interesting.
[01:19:14.893 --> 01:19:24.015]  Afghanistan happens to be, and there was a June 2010 article, New York Times, that said it is the Saudi Arabia
[01:19:26.492 --> 01:19:27.373]  Yes, exactly.
[01:19:27.413 --> 01:19:29.034]  Batteries, that's a key thing, yeah.
[01:19:29.334 --> 01:19:30.234]  You're spot on.
[01:19:43.383 --> 01:19:43.844]  Stay with us.
[01:19:43.864 --> 01:19:44.664]  We've got to take a break.
[01:19:44.684 --> 01:19:46.646]  We're talking to Lionel and we're going to be right back.
[01:19:46.686 --> 01:19:51.431]  You're spot on looking at some of the other things besides just oil and terrorism.
[01:19:51.891 --> 01:19:53.093]  Lithium and water.
[01:19:53.113 --> 01:19:55.014]  They're pretty important for the future.
[01:19:55.034 --> 01:19:56.176]  Of course, water is important right now.
[01:19:56.216 --> 01:19:56.776]  We'll be right back.
[01:19:56.856 --> 01:19:57.217]  Stay with us.
[01:20:12.240 --> 01:20:13.126]  We need funding.
[01:20:13.166 --> 01:20:14.234]  The enemy's after us.
[01:20:14.335 --> 01:20:14.899]  We got right...
[01:20:15.967 --> 01:20:22.972]  See, to fund ourselves, I sell really great products at very affordable prices to show you like them, and you use them, and you want to order them more.
[01:20:23.473 --> 01:20:24.734]  See, I don't think like a globalist.
[01:20:24.814 --> 01:20:28.056]  I treat you how I want to be treated, and you treat me like that, and I love you.
[01:20:28.096 --> 01:20:28.717]  You're awesome.
[01:20:29.037 --> 01:20:39.665]  It is such a pleasure that they want to destroy us, and they can't because you support us, and you pray for us, and you spread the articles, and you buy the products, and you just absolutely are committed.
[01:20:40.666 --> 01:20:41.366]  Oh, you're awesome.
[01:20:41.427 --> 01:20:45.630]  It's just unbelievable how we rub at their faces and how our will's stronger than theirs.
[01:20:50.678 --> 01:20:58.669]  Ladies and gentlemen, we had to end the super male vitality, super female vitality, the X2 and the brain force because...
[01:21:00.174 --> 01:21:00.874]  They're selling out.
[01:21:01.294 --> 01:21:05.255]  And I don't like to just do discounts so good that we're sold out for a month or two before more comes in.
[01:21:05.275 --> 01:21:06.415]  There's a limited supply left.
[01:21:06.435 --> 01:21:08.496]  Sign up for auto shipping additional 10% off.
[01:21:08.536 --> 01:21:11.076]  But now, we only do this a few times a year.
[01:21:11.096 --> 01:21:12.957]  66% off Silver Bullet.
[01:21:13.297 --> 01:21:15.837]  It's 24 bucks in stores for the very same coil silver.
[01:21:16.077 --> 01:21:19.658]  We just private label it from the big national top manufacturer, 30 parts per million.
[01:21:19.678 --> 01:21:20.378]  66% off retail. $9.95.
[01:21:25.478 --> 01:21:27.159]  Strawberry Caveman just got in.
[01:21:27.179 --> 01:21:28.920]  25% off.
[01:21:29.640 --> 01:21:31.902]  Caveman Combo with chocolate and strawberry.
[01:21:31.922 --> 01:21:32.382]  25% off.
[01:21:33.583 --> 01:21:34.884]  Super Silver Special.
[01:21:34.964 --> 01:21:40.487]  Silver Bullet, Ployol Silver, Super Blue Toothpaste, Ployol Silver, fluoride-free, and iodine.
[01:21:41.007 --> 01:21:47.371]  Power Toothbrush, which is an amazing, amazing, amazing electric toothbrush that has impregnated silver in it as well.
[01:21:48.652 --> 01:21:49.412]  50% off retail.
[01:21:49.432 --> 01:21:50.593]  That's almost a loss leader.
[01:21:51.093 --> 01:21:53.895]  ProPure Traveler, 30% off, $132.
[01:21:54.595 --> 01:22:00.038]  Blows away all the other major gravity-fed filters that sell the same type of unit that didn't as good for $225.
[01:22:00.999 --> 01:22:02.940]  ProPure is amazing.
[01:22:03.460 --> 01:22:05.121]  Infowarsstore.com.
[01:22:05.501 --> 01:22:07.522]  Alexa Pure Breeze, amazing.
[01:22:07.882 --> 01:22:10.364]  Air filtration system, comparable units are $400.
[01:22:10.664 --> 01:22:11.884]  They were like $1,000 a few years ago.
[01:22:11.904 --> 01:22:12.625]  They're all getting cheaper.
[01:22:12.885 --> 01:22:14.366]  There's a miniaturization of technology.
[01:22:14.666 --> 01:22:16.227]  But $200 is a great deal.
[01:22:16.867 --> 01:22:19.391]  $149.96, 25% off retail.
[01:22:19.891 --> 01:22:20.693]  Usually we discount to $189.
[01:22:21.494 --> 01:22:24.137]  That is a devastating price right there.
[01:22:24.197 --> 01:22:24.918]  Amazing.
[01:22:25.439 --> 01:22:26.660]  Vitamin Mineral Fusion, 33% off.
[01:22:26.680 --> 01:22:26.941]  Knockout, 50% off.
[01:22:26.961 --> 01:22:27.381]  Prostagard, 33% off.
[01:22:31.727 --> 01:22:33.268]  Conservatism is the new counterculture.
[01:22:33.308 --> 01:22:35.109]  Coffee mugs, 33% off.
[01:22:35.609 --> 01:22:37.870]  MycoZX, 46% off.
[01:22:37.970 --> 01:22:41.532]  Even though it's a bestseller, because I want you to see how great it is.
[01:22:41.552 --> 01:22:42.792]  46% off.
[01:22:43.092 --> 01:22:44.893]  On the other side of the equation, a probiotic.
[01:22:45.333 --> 01:22:46.454]  That's MycoZX.
[01:22:46.494 --> 01:22:47.735]  DNA 4, 20% off.
[01:22:48.015 --> 01:22:49.435]  Infowarslife.com.
[01:22:49.595 --> 01:22:50.736]  Support the operation!
[01:22:50.976 --> 01:22:51.997]  Savage the enemy!
[01:22:52.197 --> 01:22:52.897]  Victory!
[01:22:53.037 --> 01:22:54.038]  Break their spirit!
[01:22:54.218 --> 01:22:54.718]  Never give up!
[01:22:54.738 --> 01:22:56.679]  We're going to stop killing the babies!
[01:22:56.839 --> 01:22:58.239]  We're going to crush the Satanists!
[01:22:58.520 --> 01:22:58.920]  Yes!
[01:23:05.632 --> 01:23:09.273]  MycoZx is back in after five plus months sold out.
[01:23:09.373 --> 01:23:10.774]  Talk about next level probiotic.
[01:23:10.834 --> 01:23:12.315]  It's the anti-fungus, anti-yeast.
[01:23:12.515 --> 01:23:14.755]  Latest technology of 4.8 stars.
[01:23:14.895 --> 01:23:16.016]  It's been sold out for months.
[01:23:16.076 --> 01:23:16.796]  Big waiting list.
[01:23:16.956 --> 01:23:20.618]  Limited amount because it's so hard to get the compounds and to have it be California standards.
[01:23:20.698 --> 01:23:21.538]  Nobody's got something this
[01:23:21.838 --> 01:23:28.681]  Save 30% off on MycoZx and get the gut health support back when you get it with the Biome Defense 50 billion live in each pill.
[01:23:28.741 --> 01:23:36.324]  Probiotic MycoZx contains seven of the world's most powerful organic and wild-captured ingredients designed to attack and melt away the membrane of yeast and fungal organisms.
[01:23:36.424 --> 01:23:42.126]  Start fighting back against hidden yeast and fungus with MycoZx and ForageLife.com before it sells out again.
[01:23:42.887 --> 01:23:44.588]  10% off when you choose auto ship.
[01:23:44.608 --> 01:23:50.915]  It's kind of embarrassing to get family and crew members on that, you know, have irritable bowel and Crohn's type stuff that didn't exist years ago now it's epidemic.
[01:23:50.935 --> 01:23:56.101]  But I'm getting ready to have a bunch of folks go ahead and come on air and tell you what it did for them because regardless you can't lose your fun in the operation.
[01:23:56.181 --> 01:23:59.144]  Infowarslife.com, Infowarsstore.com or 888-253-3139.
[01:24:15.000 --> 01:24:16.341]  Welcome back to the Alex Jones Show.
[01:24:16.421 --> 01:24:19.444]  I'm David Knight here with Owen Schroer, and we're talking to Lionel.
[01:24:19.484 --> 01:24:22.186]  Of course, you can find Lionel at lionelmedia.com.
[01:24:22.226 --> 01:24:25.368]  Also, he's on Twitter at Lionel Media.
[01:24:25.629 --> 01:24:37.919]  He's an Emmy Award-winning TV commentator, frequent guest on InfoWars, and I want to talk to Lionel now about this story coming out of Minnesota, because one of the things you'll find in Lionel, he self-describes himself as a Logo Daedalus.
[01:24:38.359 --> 01:24:39.480]  And you may say, well, what is that?
[01:24:39.540 --> 01:24:42.502]  Well, if you look it up, you'll see that's somebody who uses words skillfully.
[01:24:42.982 --> 01:24:48.046]  But Lionel doesn't have anything on the Minnesota Department of Education.
[01:24:48.386 --> 01:24:54.370]  They're now telling schools that they have to drop any gender-specific pronouns.
[01:24:54.551 --> 01:24:56.052]  And they're getting pretty threatening in this.
[01:24:56.072 --> 01:25:01.876]  They're saying that you're going to have to use scholars instead of saying boys and girls because boys and girls is not inclusive enough.
[01:25:02.336 --> 01:25:05.458]  And this is, again, reminding you, this is for people in kindergarten.
[01:25:05.758 --> 01:25:07.058]  And listen to what they say about this.
[01:25:07.078 --> 01:25:16.323]  They say, when students are referred to by the wrong pronoun by peers or school staff, students may feel intimidated, threatened, harassed, or bullied.
[01:25:16.683 --> 01:25:21.346]  So they're laying that out there to the school staff, that if you do that, you're probably going to be fired.
[01:25:21.366 --> 01:25:24.487]  So who are they really intimidating, threatening, harassing, and bullying?
[01:25:24.507 --> 01:25:25.728]  It's really the school staff.
[01:25:26.048 --> 01:25:27.729]  And they've got an agenda, don't they, Lionel?
[01:25:28.706 --> 01:25:38.279]  Well, not only that, you know, I also, in addition to that which you mentioned, on my YouTube channel at Lionel Nation, I've spoken about this.
[01:25:38.940 --> 01:25:42.144]  And what they're doing, David and Owen, is simply this.
[01:25:42.665 --> 01:25:43.406]  There is a...
[01:25:44.807 --> 01:25:45.448]  I don't know.
[01:26:04.245 --> 01:26:15.915]  People who are born, not in the wrong body, but there are people who actually say, look, I don't care what you say, I don't care what my genitals say, I'm a woman or I'm a male or whatever, and I appreciate that.
[01:26:16.215 --> 01:26:27.504]  I'm sorry, I've seen it, I know people like that, but what you're telling people is you're saying there's no such thing as being a little boy or a little girl.
[01:26:27.524 --> 01:26:31.247]  If a boy says, wait a minute, I'm born with all the
[01:26:32.256 --> 01:26:35.017]  Natural accoutrement of my gender.
[01:26:36.318 --> 01:26:36.938]  I'm a boy.
[01:26:36.958 --> 01:26:38.739]  You call me a boy.
[01:26:38.759 --> 01:26:40.119]  I believe I'm a boy.
[01:26:41.120 --> 01:26:42.020]  What's wrong with calling me a boy?
[01:26:42.220 --> 01:26:46.042]  Well, I don't want to call you a boy because to the other people who are not boys.
[01:26:46.182 --> 01:26:47.002]  So let me ask you this.
[01:26:47.522 --> 01:26:51.584]  Let us know what's next for those who are, let's say, transracial.
[01:26:51.604 --> 01:26:54.886]  Are we going to get rid of white and African-American?
[01:26:55.126 --> 01:27:00.448]  Is that, if I say, you're black, you're African-American, you're a person of color, excuse me.
[01:27:01.228 --> 01:27:07.391]  That makes people who are biracial, triracial, transracial, crypto-racial, whatever you want to call it.
[01:27:08.051 --> 01:27:11.793]  So we're going to get rid of any kind of designation.
[01:27:12.915 --> 01:27:18.960]  Well, you know, when I look at this, Lionel, I think there's some gaslighting that is going on with our children in kindergarten.
[01:27:19.220 --> 01:27:23.864]  This is trying to create confusion, even about the essence of what you are.
[01:27:24.325 --> 01:27:37.696]  And to introduce this to children at the kindergarten level, I think that what this is doing is, this all ties together with the Charlie Gard case, and the parents tearfully had to throw in the towel today because the UK government blocked
[01:27:37.816 --> 01:27:38.336]  We're good to go.
[01:28:06.821 --> 01:28:20.937]  I think that that's the big perspective on this and what I'm concerned about is that if you say that these children in kindergarten can consent to this, what you're laying is a foundation for pedophilia to say that the children can then consent to sexual acts.
