[00:00:05.188 --> 00:00:07.212]  Important instructions will follow.
[01:34:52.303 --> 01:34:53.904]  That's the radicals want to kill them.
[01:34:53.924 --> 01:34:55.206]  Just let us tax it.
[01:34:56.363 --> 01:35:03.969]  This is their system of total control, so you can pay Al Gore and his little carbon tax company, Gore and Blood.
[01:35:03.989 --> 01:35:05.450]  I'm not kidding, that's the name of it.
[01:35:05.911 --> 01:35:06.992]  His partner's named Blood.
[01:35:07.012 --> 01:35:10.575]  So you can pay him carbon indulgences!
[01:35:11.758 --> 01:35:20.222]  So that's coming up when we look at the latest fabulous corruption of Al Gore and his new fake movie, Polar Bears Can't Swim.
[01:35:20.242 --> 01:35:25.784]  And of course, 34 times more electricity at one house than your average house.
[01:35:26.064 --> 01:35:26.945]  I mean, what a joke.
[01:35:26.965 --> 01:35:28.746]  We're going to be looking at him here in a moment.
[01:35:28.786 --> 01:35:29.686]  Then more on North Korea.
[01:35:29.966 --> 01:35:33.688]  Mark Moreno is going to be joining us in his latest film.
[01:35:33.748 --> 01:35:37.530]  He says that Manhattan was going to be underwater and he predicted it.
[01:35:37.550 --> 01:35:37.970]  Yeah.
[01:35:38.010 --> 01:35:40.011]  In the slurry wall area where it always floods.
[01:35:40.981 --> 01:35:43.525]  Where they hadn't put the drains in yet when they rebuilt the World Trade Center.
[01:35:43.906 --> 01:35:47.431]  This is how he plays mind games with people.
[01:35:48.473 --> 01:35:50.897]  Yes, lower Manhattan has always been getting hit by storms.
[01:35:51.638 --> 01:35:52.480]  So has Galveston.
[01:35:52.500 --> 01:35:53.902]  But don't worry, he'll pat you on the hand.
[01:35:54.323 --> 01:35:55.565]  He's the savior.
[01:35:57.714 --> 01:35:59.956]  That's all, and I know you know global warming's a fraud.
[01:35:59.996 --> 01:36:02.858]  The point is, it's the fraud is the takeover, the tax.
[01:36:03.138 --> 01:36:11.104]  What Trump pulled out of the climate agreement is a global carbon tax of 100 trillion per decade, according to the Davos Group.
[01:36:11.384 --> 01:36:12.765]  That's coming up with our guest in a moment.
[01:36:13.665 --> 01:36:18.249]  But first off, ladies and gentlemen, before we talk to Drew Johnson and Mark Moreno,
[01:36:19.537 --> 01:36:20.798]  We are listener supported.
[01:36:21.398 --> 01:36:30.982]  We were like 50% supported by t-shirts and books and videos and supplements, but then Google ads through other companies banned us on advertising.
[01:36:31.602 --> 01:36:33.863]  And then we've had them, you know, go after any big sponsors we have.
[01:36:33.883 --> 01:36:34.663]  That's just what they do.
[01:36:34.703 --> 01:36:35.384]  They do it to everybody.
[01:36:35.404 --> 01:36:39.125]  You know, they're openly saying, kill the president on the news and, you know, have a coup against him.
[01:36:39.165 --> 01:36:40.066]  This is what these people do.
[01:36:40.506 --> 01:36:42.046]  But because of that, it's just made us stronger.
[01:36:42.107 --> 01:36:47.269]  We just go out at one of the biggest, most successful shopping centers online, Infowarsstore.com.
[01:36:49.091 --> 01:36:52.754]  We go out and partner with game-changing, high-quality products like Alexa Pure.
[01:36:53.755 --> 01:36:59.861]  Water filters, but they also have Alexa Pure Breeze, that when we first started promoting these, the average unit was $800 to $1,000.
[01:37:01.322 --> 01:37:04.164]  Comparable brands that have the same technology.
[01:37:04.204 --> 01:37:07.888]  They just miniaturized it, and quite frankly, those companies were gouging you.
[01:37:08.328 --> 01:37:10.570]  Things have gone down in prices because of miniaturization.
[01:37:11.050 --> 01:37:11.851]  At $219, it is the best deal out there.
[01:37:15.114 --> 01:37:16.555]  Got them in the house, got them at the office.
[01:37:17.316 --> 01:37:24.321]  But now, at $149, we've extended this another week because it's so popular and they've still got supplies left.
[01:37:26.843 --> 01:37:30.306]  Then you can get the best deal out there on the Alexa Pure Breeze.
[01:37:30.346 --> 01:37:33.549]  There's so much particular, so much stuff in the house, so much stuff that gets in.
[01:37:33.909 --> 01:37:35.450]  You owe it to yourself, your children, you name it.
[01:37:35.690 --> 01:37:42.556]  And a little bit of money we make off this, if we sell enough of them, it's a lot of money, helps us hire more reporters, more crew, and do more.
[01:37:44.244 --> 01:37:52.155]  Got a three-phase filter system, carbon filter, pre-filter, true HEPA filter, and then an ion cluster.
[01:37:52.876 --> 01:37:57.602]  Now again, I bought units for like $890 four years ago.
[01:37:58.123 --> 01:37:59.965]  My wife divorced me, moved out of the house.
[01:38:01.193 --> 01:38:03.094]  Um, went out, looked at the best filters.
[01:38:03.174 --> 01:38:06.516]  There were four-stage systems that were the best.
[01:38:06.536 --> 01:38:06.516]  $890.
[01:38:07.076 --> 01:38:09.057]  Then when AlexaPeer was coming out with this, I looked at the specs.
[01:38:09.578 --> 01:38:13.600]  It was as good as those and the same technology for $240-something then.
[01:38:13.660 --> 01:38:16.201]  Now it's $219.
[01:38:16.321 --> 01:38:19.523]  At $149, it is an amazing deal.
[01:38:20.103 --> 01:38:23.005]  InfowarsStore.com, take advantage of this today.
[01:38:23.025 --> 01:38:24.406]  I don't know why I threw the divorce part in.
[01:38:24.426 --> 01:38:30.049]  It's just, you're moving out, you got a new place, you're buying things you already had at the other house, and you go out, you see how much this stuff cost.
[01:38:31.078 --> 01:38:33.063]  So there you go, ladies and gentlemen.
[01:38:33.183 --> 01:38:35.408]  Infowarsstore.com or 888-253-3139.
[01:38:40.469 --> 01:38:47.613]  We also have their Alexa Pure Pro water filtration system, the best gravity-fed, stable system out there for the dollars.
[01:38:48.153 --> 01:38:48.834]  25% off.
[01:38:49.594 --> 01:38:50.875]  Unprecedented for $147.
[01:38:51.095 --> 01:38:54.397]  Infowarslife.com, infowarsstore.com.
[01:38:54.697 --> 01:39:00.020]  We have the 1776 specials on the fluoride-free, coiled silver iodine toothpaste, super blue.
[01:39:00.320 --> 01:39:01.461]  The children's is back in.
[01:39:01.501 --> 01:39:04.563]  It's not as strong as the adult formula, but it's all concentrated.
[01:39:05.657 --> 01:39:13.080]  We also happen to have the new Super Blue mouthwash in that my dad, again, developed with one of the top makers in the country, the same folks that make the Toms of Maine.
[01:39:14.060 --> 01:39:17.901]  My dad is a dentist and oral surgeon, so it's recommended by Dr. Jones on the front.
[01:39:17.941 --> 01:39:18.702]  That's now available.
[01:39:18.962 --> 01:39:22.363]  That's discounted 50% off on the silver product special.
[01:39:23.143 --> 01:39:24.744]  Infowarestore.com.
[01:39:24.784 --> 01:39:28.885]  Brain Force, Survival Shield, Secret 12, Oil of Oregano, Bio-True Selenium.
[01:39:29.706 --> 01:39:30.106]  All of it.
[01:39:31.155 --> 01:39:32.996]  Fifty-five percent off or more.
[01:39:33.156 --> 01:39:34.617]  Infowarsstore.com.
[01:39:34.897 --> 01:39:38.099]  And again, your purchase of the products makes it all possible.
[01:39:38.139 --> 01:39:39.740]  So thank you so much for your support.
[01:39:39.760 --> 01:39:40.880]  Without you, we cannot do it.
[01:39:42.261 --> 01:39:51.886]  And it's also critical, with them censoring us on Facebook, Twitter, everywhere else, more and more, that everybody sign up for our free newsletter to get breaking news and analysis, sometimes even in the middle of the night, where it's in your inbox.
[01:39:52.466 --> 01:39:54.727]  Infowars.com forward slash newsletter.
[01:39:57.344 --> 01:39:59.425]  After our guest leaves us, we'll have the exclusive.
[01:39:59.465 --> 01:40:00.766]  It's on Infowars.com.
[01:40:01.186 --> 01:40:05.788]  McMaster, Soros, secretly working together to stop Trump.
[01:40:05.949 --> 01:40:06.469]  Exclusive.
[01:40:06.509 --> 01:40:09.390]  McMaster, Soros, secretly working together to stop Trump.
[01:40:09.410 --> 01:40:14.633]  McMaster leaking intel to Soros almost daily, says Israeli intelligence highest levels.
[01:40:14.893 --> 01:40:18.455]  This is about to be confirmed by the Israeli ambassador to the United States.
[01:40:19.696 --> 01:40:21.517]  That's, we're told, is going to happen this afternoon.
[01:40:22.337 --> 01:40:25.559]  And they're picking up McMaster's private emails, just like they've caught
[01:40:27.090 --> 01:40:31.455]  The former Attorney General doing it and her whole fake name that's out there.
[01:40:35.099 --> 01:40:36.000]  Who is Carlisle?
[01:40:36.580 --> 01:40:38.563]  I mean, this is all coming out.
[01:40:39.303 --> 01:40:43.408]  This is damning, damning information, ladies and gentlemen.
[01:40:43.748 --> 01:40:45.030]  Now, joining us is Drew.
[01:40:47.165 --> 01:40:47.646]  Thank you.
[01:41:02.657 --> 01:41:10.367]  And I'm not going to go over his whole bio, but he serves as president of the Beacon Center in Tennessee, a free market think tank based in Nashville.
[01:41:10.407 --> 01:41:20.440]  He also currently serves as opinion editor at the Chattanooga Times Free Press, as a columnist and chief editorial writer for the Washington Times, and as a policy analyst for the National Taxpayers Union.
[01:41:21.181 --> 01:41:26.145]  He serves three terms with the Tennessee Commission on Children and Youth and was named the Tennessee Advisory Committee of the U.S.
[01:41:26.165 --> 01:41:27.286]  Commission on Civil Rights.
[01:41:27.986 --> 01:41:32.830]  You can follow him at thenationalcenter.org or DrewsViews on Twitter.
[01:41:33.230 --> 01:41:34.832]  But he joins us now.
[01:41:36.414 --> 01:41:39.155]  To go over the incredible developments.
[01:41:39.736 --> 01:41:46.959]  I mean, I thought Al Gore saying in 2006 that by 2013, you know, New York City would be underwater and so would L.A.
[01:41:47.019 --> 01:41:55.484]  and, you know, all the major coastlines would have a foot of whatever and that polar bears couldn't swim and there's five times their numbers now, according to the government's own numbers.
[01:41:56.464 --> 01:41:58.405]  But now we've got even bigger whoppers.
[01:41:58.925 --> 01:42:00.746]  He's going to go over with us right now.
[01:42:00.766 --> 01:42:02.127]  We've got to expose this fraud.
[01:42:02.247 --> 01:42:05.289]  I know you know he's a fraud, but we have to understand.
[01:42:06.269 --> 01:42:09.711]  School children, people on college campuses, they're being brainwashed.
[01:42:10.031 --> 01:42:12.633]  And Gore arrives and everyone falls down and worships him.
[01:42:12.653 --> 01:42:14.494]  We're going to roll some video of that in a moment.
[01:42:14.774 --> 01:42:16.195]  I mean, this is disgusting.
[01:42:17.376 --> 01:42:18.757]  This is totally disgusting.
[01:42:19.617 --> 01:42:22.439]  So, again, thank you for coming on with us, Drew.
[01:42:23.480 --> 01:42:24.060]  Glad to be here.
[01:42:24.080 --> 01:42:24.781]  Thanks for having me, Alex.
[01:42:25.361 --> 01:42:26.362]  Well, where to start?
[01:42:26.402 --> 01:42:27.342]  I mean, I've mentioned some of it.
[01:42:27.362 --> 01:42:28.363]  Let's start going through it here.
[01:42:30.444 --> 01:42:38.288]  Well, Al Gore, in one year at his Nashville residence, uses 21 times more electricity than the average American.
[01:42:38.308 --> 01:42:43.171]  So what you or I would use in 21 years, he uses in a year.
[01:42:43.751 --> 01:42:50.074]  Also, in some months, he uses up to 34 times the national average in energy.
[01:42:50.514 --> 01:42:51.475]  And we were able to
[01:42:52.045 --> 01:42:52.745]  It's incredible.
[01:43:13.243 --> 01:43:14.223]  Let's walk through this.
[01:43:14.243 --> 01:43:17.705]  Here's the article from the Daily Caller, article you wrote.
[01:43:18.005 --> 01:43:24.167]  Former VP's home energy use surges to 34 times the national average despite costly green renovations.
[01:43:24.207 --> 01:43:27.328]  And he owns, last time I checked, just like J.K.
[01:43:27.388 --> 01:43:30.709]  Rawlings, I think she's got 10 Palace-style houses.
[01:43:31.069 --> 01:43:33.770]  Last time I heard, Gore's got six homes we know of.
[01:43:35.031 --> 01:43:36.731]  Tennessee, California.
[01:43:37.171 --> 01:43:38.512]  I mean, let's talk about...
[01:43:39.773 --> 01:43:41.635]  Anybody can just Google Al Gore's homes.
[01:43:41.655 --> 01:43:42.916]  They're just gigantor.
[01:43:43.137 --> 01:43:43.898]  Let's talk about those.
[01:43:44.864 --> 01:43:45.324]  Sure, yeah.
[01:43:45.484 --> 01:43:52.609]  So this is a guy who expects us basically to wash our clothes in a creek or something like that and hang them on a line and walk to work.
[01:43:52.949 --> 01:43:57.652]  And this is a guy who has two houses in Tennessee, a house in San Francisco.
[01:43:57.933 --> 01:44:03.516]  He bought his former wife, Tipper, a house in Montecito, California by the ocean.
[01:44:03.896 --> 01:44:06.018]  He supposedly also has a house in London.
[01:44:06.098 --> 01:44:07.679]  So there were up to five houses.
[01:44:07.719 --> 01:44:09.300]  So my report is only talking about
[01:44:09.800 --> 01:44:17.185]  One house, and this doesn't include his hundred foot houseboat, his private jets, the travel he does on private planes.
[01:44:17.525 --> 01:44:19.567]  So this is a guy who is just a hypocrite.
