[00:00:00.169 --> 00:00:02.772]  Nascent Iodine is essential.
[01:17:21.724 --> 01:17:29.649]  But inside, one of the guys who was with us got a really good interview with him and asked him, hey, you know, people say the Bilderberg's kind of hidden in the shadows.
[01:17:29.669 --> 01:17:30.210]  What do you have to say?
[01:17:30.230 --> 01:17:31.391]  He goes, well, you know,
[01:17:32.131 --> 01:17:32.511]  I don't know.
[01:17:54.798 --> 01:17:56.720]  Going around, so this guy was just looking for crumbs.
[01:17:56.760 --> 01:18:00.403]  He was literally there just like holding his hat out, looking for some feed.
[01:18:00.784 --> 01:18:04.687]  And I think he definitely got roasted for talking to people on camera about it.
[01:18:04.767 --> 01:18:07.150]  Well, these billionaires, they don't have enough, do they?
[01:18:07.170 --> 01:18:08.071]  They always want more.
[01:18:08.091 --> 01:18:11.334]  I mean, I'm trying to figure out how much the Ross Trails are worth.
[01:18:11.614 --> 01:18:16.499]  And I've been reading things from everywhere from, you know, $300 billion to $500 trillion.
[01:18:16.559 --> 01:18:18.841]  And the mainstream media, they don't have a clue.
[01:18:19.808 --> 01:18:23.531]  These people have all the money in the world, but it transcends it after a while.
[01:18:23.571 --> 01:18:24.632]  What they want is power.
[01:18:25.152 --> 01:18:28.275]  They want what Rockefeller wants, which is population reduction.
[01:18:28.495 --> 01:18:34.280]  I've told this to liberals and they just laugh in my face.
[01:18:34.320 --> 01:18:35.501]  They think I've gone off the deep end.
[01:18:36.405 --> 01:18:47.541]  You know, once upon a time I would have done that too, but I started listening to Alex around 2009 or 10, and I thought he was crazy, but I started looking into what he was saying, and I thought, my gosh, it's true!
[01:18:47.921 --> 01:18:50.525]  And the more you look into it, the more disturbing it gets.
[01:18:51.005 --> 01:18:53.208]  That's why my tunes are often disturbed.
[01:18:54.131 --> 01:18:54.612]  Exactly.
[01:18:54.672 --> 01:18:56.474]  No, because you're reflecting real life.
[01:18:56.514 --> 01:18:57.394]  That's what happens.
[01:18:57.414 --> 01:19:00.417]  You're trying to tell the truth here.
[01:19:00.477 --> 01:19:04.802]  I mean, the mainstream media cartoonists, they're not going to draw anything like what I draw.
[01:19:04.842 --> 01:19:07.825]  I mean, my cartoons would never be printed in mainstream media.
[01:19:09.887 --> 01:19:11.468]  Well, actually, a couple of them have.
[01:19:14.127 --> 01:19:20.989]  Politico actually published one of my cartoons last week on the Trump's 100 Days, so maybe I'm making progress.
[01:19:21.169 --> 01:19:21.769]  Oh, there you go.
[01:19:22.189 --> 01:19:23.430]  Hey, but hey, don't go too far.
[01:19:23.490 --> 01:19:26.851]  If the New York Times starts promoting your stuff, we may have a problem.
[01:19:28.051 --> 01:19:31.252]  Let's go to Daniel in Florida.
[01:19:31.272 --> 01:19:33.272]  He says he has info on Build-A-Bug.
[01:19:33.292 --> 01:19:38.414]  He's a couple up from Jesse in Missouri who we'll go to very soon.
[01:19:38.454 --> 01:19:39.754]  Daniel in Florida, how you doing, sir?
[01:19:41.584 --> 01:19:42.345]  How's it going, guys?
[01:19:42.485 --> 01:19:43.145]  Doing great.
[01:19:43.465 --> 01:19:45.747]  What's your information on Zabilda Burgers?
[01:19:47.188 --> 01:19:54.193]  Yeah, so apparently it's going to be in that hotel in Virginia that it was last time it was in America.
[01:19:54.233 --> 01:19:55.514]  Yeah, Chantilly.
[01:19:57.195 --> 01:19:57.495]  Yeah.
[01:19:58.056 --> 01:20:08.403]  I heard rumors about it, and if you actually go to the website of that specific hotel from June 1st to 4th, you're not allowed to book a room.
[01:20:08.543 --> 01:20:10.585]  It just says the hotel's closed and stuff.
[01:20:11.445 --> 01:20:12.806]  Oh wow, and that's my anniversary.
[01:20:12.826 --> 01:20:14.927]  Maybe I can get out of going to Bilderberg this year.
[01:20:14.947 --> 01:20:17.268]  Because it's not to an exotic location.
[01:20:17.708 --> 01:20:18.128]  Good luck.
[01:20:18.148 --> 01:20:22.471]  I also just wanted to plug the products.
[01:20:22.551 --> 01:20:26.513]  I got Brain Force, Supermail, Iodine, Caveman.
[01:20:26.633 --> 01:20:27.313]  They're great.
[01:20:28.093 --> 01:20:32.796]  Honestly, Brain Force is like one of the greatest supplements ever invented.
[01:20:34.022 --> 01:20:35.783]  You really notice it, don't you, when it works?
[01:20:35.823 --> 01:20:37.584]  Like, it's something you know when it kicks in.
[01:20:37.684 --> 01:20:39.285]  There's not a caffeine high.
[01:20:39.305 --> 01:20:40.506]  You don't get a caffeine high.
[01:20:40.526 --> 01:20:41.786]  You just have more energy.
[01:20:42.367 --> 01:20:49.651]  And I've always told people that, like, if you're a, let's say you're a young single guy and you're shy, for example, you bring your A game.
[01:20:49.691 --> 01:20:50.391]  You have wit.
[01:20:50.832 --> 01:20:51.412]  You're funny.
[01:20:51.692 --> 01:20:52.813]  Does that make sense to you?
[01:20:52.873 --> 01:20:53.373]  You take it.
[01:20:53.453 --> 01:20:57.956]  I mean, it just seems like you're just, everything comes to you quicker and you're just more alert.
[01:20:58.436 --> 01:21:00.637]  That's, I don't know, what do you think, dude?
[01:21:00.897 --> 01:21:03.399]  I know when it works immediately, it's like, it's,
[01:21:04.295 --> 01:21:05.956]  Because you don't get shaky.
[01:21:06.136 --> 01:21:11.777]  It's like a valve is turned in your head and it goes... Just like that.
[01:21:11.797 --> 01:21:15.039]  You're sitting there and all of a sudden... I'm alive!
[01:21:15.379 --> 01:21:16.359]  I am a real human.
[01:21:16.439 --> 01:21:17.099]  I can think.
[01:21:17.439 --> 01:21:18.640]  I can work all night.
[01:21:19.760 --> 01:21:22.121]  Has it helped you with an all-nighter yet, Daniel?
[01:21:24.006 --> 01:21:24.706]  Uh, not really.
[01:21:25.106 --> 01:21:40.411]  I'm not that kind of... Well, actually, I did take it before filming a video one time when I was working all night and stuff, but the best case scenario I used it for was I took it before calling Bill Clinton a rapist back in November.
[01:21:40.991 --> 01:21:42.112]  So, did it give you courage?
[01:21:42.132 --> 01:21:45.013]  Oh, yeah, definitely.
[01:21:45.073 --> 01:21:45.233]  No.
[01:21:45.373 --> 01:21:48.054]  Overall, though, I'm a bartender and I take it before work.
[01:21:48.114 --> 01:21:51.895]  It helps me focus so I can keep track when I got a lot of customers and stuff.
[01:21:52.583 --> 01:21:56.016]  Really great product and just really appreciate all you guys do and yeah.
[01:21:59.192 --> 01:22:01.995]  Well, man, we totally appreciate the support.
[01:22:02.075 --> 01:22:03.696]  It's what keeps us going here.
[01:22:05.077 --> 01:22:06.799]  When I started here, we weren't selling supplements.
[01:22:06.839 --> 01:22:10.002]  We were selling DVDs and water filters.
[01:22:10.162 --> 01:22:10.682]  T-shirts.
[01:22:10.762 --> 01:22:11.583]  And some T-shirts.
[01:22:11.943 --> 01:22:14.746]  And we've really grown in that time.
[01:22:14.986 --> 01:22:19.630]  And I remember when we started with X2, Alex was like, we're going to try this and see.
[01:22:20.251 --> 01:22:22.793]  I think this is the best iodine that we can find.
[01:22:22.833 --> 01:22:24.074]  He had met Dr. Group.
[01:22:25.115 --> 01:22:29.118]  And we started selling this stuff and from there, just, hey, this is the future.
[01:22:29.798 --> 01:22:34.522]  Providing products at a price that people can afford it, that are actually good for them.
[01:22:35.042 --> 01:22:36.883]  And I love it when the mainstream media attacks us.
[01:22:36.903 --> 01:22:40.746]  There is an attack article right now on Dr. Group and Alex Jones.
[01:22:41.326 --> 01:22:46.647]  And talking about how Dr. Group is, he's kind of worried about working with Alex Jones.
[01:22:46.707 --> 01:22:47.788]  It's like, whatever.
[01:22:48.328 --> 01:22:49.828]  You know, he's making some great products.
[01:22:49.848 --> 01:22:50.888]  Dr. Group's a genius.
[01:22:50.948 --> 01:22:52.589]  He's coming up with some awesome things.
[01:22:52.629 --> 01:22:54.549]  His Oxy Powder is amazing.
[01:22:55.069 --> 01:22:56.250]  People have been using that for years.
[01:22:56.710 --> 01:22:58.650]  And he's got a ton of other things that we use.
[01:22:59.290 --> 01:23:03.371]  And I think we, he produces six or seven products for us.
[01:23:03.451 --> 01:23:05.532]  And then we get some others from other locations.
[01:23:06.252 --> 01:23:09.437]  But we really are changing the supplement industry.
[01:23:09.497 --> 01:23:13.362]  People are looking at us, the supplement people are looking at us going, God, what are you guys doing?
[01:23:13.642 --> 01:23:14.824]  How are you offering it so cheap?
[01:23:15.505 --> 01:23:16.907]  One way is we're cutting out the middleman.
[01:23:17.388 --> 01:23:18.549]  We're selling directly to you.
[01:23:19.349 --> 01:23:24.073]  You know, there's no, you don't have to go to a store and pay that markup or go through a distributor and pay that markup.
[01:23:24.353 --> 01:23:25.033]  We're everything.
[01:23:25.073 --> 01:23:28.536]  We're the marketing, we're the distribution, and we do it all in one location.
[01:23:28.876 --> 01:23:30.678]  So we're able to pass that savings on to you.
[01:23:30.718 --> 01:23:32.859]  And so right now we got Brain Force at 30% off.
[01:23:33.760 --> 01:23:36.262]  And this is during this 30 hour broadcast.
[01:23:36.322 --> 01:23:37.303]  It's Brain Force Plus.
[01:23:37.343 --> 01:23:39.785]  It's one of our highest rated products.
[01:23:40.105 --> 01:23:42.347]  You just heard Daniel there talk about it.
[01:23:43.067 --> 01:23:43.788]  Give it a try.
[01:23:43.909 --> 01:23:44.349]  It's a 360 win.
[01:23:44.470 --> 01:23:45.892]  It supports what we do.
[01:23:46.673 --> 01:23:48.356]  Caveman is also a really good product.
[01:23:48.977 --> 01:23:51.862]  Hey Daniel, do you drink your Caveman with milk or with water?
[01:23:52.022 --> 01:23:52.764]  How do you prefer it?
[01:23:54.555 --> 01:23:55.456]  I do it with milk.
[01:23:55.736 --> 01:24:07.446]  I gotta be honest, at first I would just stir it a little and it was kind of nasty, but then I started putting it in the blender and ever since then it does taste kind of like Ovaltine and it's real smooth.
[01:24:08.067 --> 01:24:16.634]  I mix it with some Supermail and just some other whey powder too and after the gym it's just like, you feel amazing.
[01:24:16.943 --> 01:24:17.163]  Yeah.
[01:24:17.664 --> 01:24:19.366]  Yeah, that's when we've noticed it the best.
[01:24:19.486 --> 01:24:23.830]  Owen talks about drinking it after playing basketball because his joints are hurting.
[01:24:24.191 --> 01:24:26.293]  And I put it in about two or three times a week.
[01:24:26.333 --> 01:24:32.179]  I try to make a Ultra Mega Yoda juice shake and I've been adding Caveman into mine lately.
[01:24:32.520 --> 01:24:38.306]  And it definitely changes the taste of what it used to taste like because I also put inner food in there, which is very green tasting.
[01:24:38.766 --> 01:24:43.029]  Last thing I just wanted to make a real quick point on is I just really think you guys should try to have some more of the European politicians on.
[01:24:43.049 --> 01:24:45.571]  I just think people like Marion Le Pen and
[01:25:02.648 --> 01:25:03.669]  Kurt Wilders.
[01:25:03.729 --> 01:25:08.955]  I think if you guys invited him or got in touch with him, you could probably get him to come on.
[01:25:09.135 --> 01:25:11.577]  It is 1776 worldwide, so I agree.
[01:25:11.898 --> 01:25:12.759]  It is, yeah.
[01:25:12.959 --> 01:25:14.641]  Now, we'll take that into consideration.
[01:25:14.661 --> 01:25:16.402]  We've had Nigel Farage on a couple times.
[01:25:16.422 --> 01:25:19.305]  We've had some other guys in England.
[01:25:19.566 --> 01:25:20.126]  Lord Mocton.
[01:25:20.146 --> 01:25:20.447]  Lord Mocton.
[01:25:20.467 --> 01:25:21.147]  Well, I guess he is.
[01:25:21.187 --> 01:25:22.289]  He's part of the House of Lords.
[01:25:22.389 --> 01:25:23.910]  He's a lord.
[01:25:26.567 --> 01:25:27.889]  How's that global warming doing?
[01:25:27.909 --> 01:25:28.730]  Thank you so much, Scott.
[01:25:28.870 --> 01:25:29.771]  Hey, thank you, thank you.
[01:25:29.891 --> 01:25:32.375]  Hey, Ben, how's the global warming up in your area?
[01:25:32.415 --> 01:25:32.995]  How's it going?
[01:25:33.636 --> 01:25:36.400]  We had the third most severe winter here in Montana.
[01:25:36.420 --> 01:25:41.747]  And it's been a cold, cold, windy, rainy spring so far.
[01:25:43.172 --> 01:25:46.874]  I think I've got almost up to 60 today, though, so it's starting to warm up a tad.
[01:25:46.894 --> 01:25:47.815]  Oh, that's not bad.
[01:25:48.015 --> 01:25:48.535]  That's not bad.
[01:25:48.555 --> 01:25:50.996]  We've had a really good, a really mild spring.
[01:25:51.076 --> 01:25:53.718]  Usually it's in the 90s right now, and it's been great.
[01:25:54.298 --> 01:26:01.722]  So I've been enjoying the climate change we've been having, and we released a video earlier today of Alex Jones.
[01:26:01.742 --> 01:26:03.643]  He got a leaked version of
[01:26:05.784 --> 01:26:06.085]  What is it?
[01:26:06.185 --> 01:26:07.206]  Al Gore's new movie.
[01:26:07.226 --> 01:26:09.448]  It's called An Inconvenient Sequel.
[01:26:11.971 --> 01:26:13.372]  I can't believe he made that.
[01:26:13.412 --> 01:26:16.676]  But you know, I saw the trailer and I was like, well, they did a good job.
[01:26:17.036 --> 01:26:21.581]  The polar bears are, they went from, in 2005 there was like, they say between 21,000 and 28,000.
[01:26:21.621 --> 01:26:23.383]  Now they're saying there's like 27,000 to 32,000 polar bears in the Arctic.
[01:26:28.348 --> 01:26:29.170]  So it's growing.
[01:26:29.691 --> 01:26:31.977]  And his polar bears are gonna be gone.
[01:26:33.500 --> 01:26:36.387]  Back when Al Gore was born, in the 50s, there was 8,000 polar bears.
[01:26:38.502 --> 01:26:38.762]  Okay.
[01:26:39.082 --> 01:26:39.983]  They're not declining.
[01:26:40.443 --> 01:26:41.624]  They are thriving.
[01:26:43.225 --> 01:26:44.546]  He's an obvious huckster.
[01:26:44.846 --> 01:26:47.507]  I mean, I can't believe that he's still getting traction.
[01:26:47.788 --> 01:26:48.468]  And what does he want?
[01:26:48.508 --> 01:26:49.609]  I forgot how many trillions.
[01:26:49.689 --> 01:26:50.930]  It was some ridiculous number.
[01:26:51.190 --> 01:26:51.630]  Pay me.
[01:26:52.531 --> 01:26:53.651]  Oh yeah.
[01:26:53.711 --> 01:27:00.255]  And this whole game was thought up by Ken Lay, who back in 1996 sent a letter.
[01:27:00.635 --> 01:27:02.757]  This is probably when Gore got the idea for it.
[01:27:03.317 --> 01:27:04.137]  Was that the Enron?
[01:27:04.517 --> 01:27:05.057]  Yeah, yeah.
[01:27:05.117 --> 01:27:12.219]  Kenneth Leigh from Enron sent Bill Clinton a letter that says you need to go after the scientists that aren't for global warming.
