[00:00:00.109 --> 00:00:01.857]  Please, spread the word.
[01:09:45.937 --> 01:10:00.692]  BuzzFeed, who's under a lot of fire for their internal documents coming out, where they were gloating and hoping that Trump would be killed, their leader over there, had a guy for several months calling people I knew in college, my first jobs,
[01:10:02.185 --> 01:10:05.706]  Trying to get somebody who didn't like me to make something up, and I guess they did.
[01:10:05.726 --> 01:10:14.829]  I mean, I'm reading this article, Alex Jones will always be Alex Jones, and the only true thing in it is that I'm not an actor, and I really believe what I say and what I do.
[01:10:15.330 --> 01:10:24.413]  Then they go on using unnamed people to make up that I didn't want Trump to be elected, that I didn't want Obama to be defeated in 2012,
[01:10:26.667 --> 01:10:32.749]  And that my voice is fake, and that I told the producers that I want to sound gruffer.
[01:10:33.750 --> 01:10:39.312]  No, I believe my voice is grating and annoying at times, and I said I want to sound smoother and like I'm in the room.
[01:10:40.152 --> 01:10:43.634]  And I've had engineers here doing that with my engineers, and it's all on record.
[01:10:43.874 --> 01:10:50.216]  So that's the level of lies in here, that I have a fake voice, and that I'm trying to sound like Rush Limbaugh.
[01:10:50.257 --> 01:10:55.839]  Folks, Rush Limbaugh, before he went deaf, that's politically incorrect, before he became hearing impaired,
[01:10:57.611 --> 01:10:59.973]  He has a great, smooth, booming voice.
[01:11:01.214 --> 01:11:04.377]  I have, when I get excited, it's almost like a high-pitched, low voice.
[01:11:04.417 --> 01:11:05.478]  It's very annoying.
[01:11:06.579 --> 01:11:12.104]  And so, I've asked them to take the raspiness out to be less gruff.
[01:11:13.245 --> 01:11:14.666]  Am I wrong, CJ, one of our engineers?
[01:11:14.686 --> 01:11:20.792]  Because as soon as I came back live, I was saying, take the raspy, gruff filter off
[01:11:21.971 --> 01:11:24.213]  We took a lot of the lower range emphasis off which smooths out your voice.
[01:11:41.278 --> 01:11:49.781]  Vocal processor on your preamp that tends to pull down the raspiness or the kind of rattle in your throat that typically comes across.
[01:11:50.141 --> 01:11:51.361]  Okay, but am I wrong?
[01:11:51.401 --> 01:11:53.082]  Did you just change something when I came back on air?
[01:11:53.122 --> 01:11:53.702]  Yeah, I took it out.
[01:11:53.962 --> 01:11:56.723]  Okay, well I kind of like it like this in my own ear just because that's what it actually sounds like.
[01:11:56.743 --> 01:11:57.864]  It always kind of sounds weird.
[01:11:58.084 --> 01:11:58.644]  It sounds harsher.
[01:11:59.284 --> 01:12:02.525]  Well then maybe you shouldn't put the filters on, I say, because I actually like how this sounds.
[01:12:02.545 --> 01:12:03.085]  This is how I sound.
[01:12:03.385 --> 01:12:08.186]  The point is, it's not about me, but they say I'm a total phony, I'm an actor, all this made-up crap.
[01:12:08.887 --> 01:12:18.789]  My voice, from yelling and screaming, with bullhorns and without them, I have polyps on my larynx, and they say I need to have surgery, but I won't be able to speak for four weeks.
[01:12:20.070 --> 01:12:26.511]  But they've told me that it's getting progressively worse, and that I have, again, the larynx of an 80-year-old man.
[01:12:27.452 --> 01:12:28.292]  So I just love how
[01:12:29.946 --> 01:12:31.286]  I guess Trump being elected is fake.
[01:12:31.386 --> 01:12:34.447]  I guess nationalism rising and Le Pen about to be elected is fake.
[01:12:35.047 --> 01:12:38.968]  I guess the Islamists just launching terror attacks all over the world and calling for jihad is fake.
[01:12:39.208 --> 01:12:50.130]  There's new video of Muslims in Germany saying, in fact I want to play this later, I forgot to tell the crew about it, I mean I didn't see it in my list here, I saw it this morning, that they're going to have all the German daughters and take over and that Christianity's over.
[01:12:50.750 --> 01:12:57.151]  We have imams on video, the head imam of Jerusalem saying, they are weak, we will take their women, oh the pleasure of it.
[01:12:57.892 --> 01:13:04.872]  And of course Matt Bracken has been pointing out there's the house of Islam and everything outside the house of Islam is the house of war!
[01:13:06.240 --> 01:13:08.361]  And so, why are the globalists allied with Islam?
[01:13:08.461 --> 01:13:10.861]  We were talking about this a year ago with Bracken, it sounded crazy.
[01:13:11.401 --> 01:13:21.083]  He was talking about it a decade ago, so was, you know, people like David Horowitz, who I thought was crazy 15 years ago when he said, uh, the unholy alliance, the left and Islam.
[01:13:21.624 --> 01:13:28.485]  But now they came out in the USA Today, Associated Press, Reuters, everywhere last week and said, in the age of Trump, a jib is the new symbol of feminism.
[01:13:28.505 --> 01:13:34.747]  And then the next article was in the Washington Post that said, we've learned to get guns and God from Russia.
[01:13:34.847 --> 01:13:35.547]  It's Russian!
[01:13:36.499 --> 01:13:37.199]  To have guns.
[01:13:37.439 --> 01:13:37.640]  What?
[01:13:38.000 --> 01:13:42.422]  I mean, oh yeah, the headline was, guns and religion, a few days ago.
[01:13:42.722 --> 01:13:44.683]  It's total inversion of reality.
[01:13:45.103 --> 01:13:55.908]  So if I want free market, and guns, and fast cars, and freedom, and low taxes, and God-fearing, if I want to be God-fearing, if I don't want to be religious freedom, I'm a bad guy.
[01:13:56.288 --> 01:13:59.450]  Guns and religion, how American conservatives grew closer to Putin's Russia.
[01:14:00.540 --> 01:14:00.880]  There it is.
[01:14:01.060 --> 01:14:03.602]  Let's pull up the one where, I think the headline is something like, there it is.
[01:14:03.802 --> 01:14:05.844]  Hajib becomes symbol of resistance.
[01:14:06.264 --> 01:14:08.045]  Feminism in the age of Trump.
[01:14:09.406 --> 01:14:13.509]  What type of kept brainwashed morons read stuff like that?
[01:14:13.869 --> 01:14:16.211]  You know, the moon is made of green Swiss cheese.
[01:14:16.711 --> 01:14:17.992]  Who believes that?
[01:14:19.253 --> 01:14:22.335]  And then you have topless feminists in Berlin and D.C.
[01:14:22.375 --> 01:14:23.196]  and New York and L.A.
[01:14:23.436 --> 01:14:24.877]  going, Allah Akbar!
[01:14:25.137 --> 01:14:26.178]  Calls to prayer.
[01:14:29.687 --> 01:14:36.751]  With their breasts hanging out, you'd be put in prison or beaten or executed in minutes for that in most Muslim countries.
[01:14:36.791 --> 01:14:41.053]  Oh, and why are Muslim countries 99% or 100% like Saudi Arabia Muslim?
[01:14:41.414 --> 01:14:42.494]  Because they're not tolerant.
[01:14:42.514 --> 01:14:43.855]  But see, I'm intolerant.
[01:14:47.537 --> 01:14:48.578]  Totally sick.
[01:14:49.978 --> 01:14:55.021]  The reason I went off on a jag about BuzzFeed, BuzzFeed responds to a revelation employees joked about Trump assassination.
[01:14:55.522 --> 01:14:57.663]  Sounds more like, you know, just talking about how much they want it.
[01:14:58.629 --> 01:15:01.250]  They responded to Paul Watson's info on that.
[01:15:02.250 --> 01:15:07.232]  This is the group that created the WeWeGate saying that Trump is in a room with Russian hookers.
[01:15:09.293 --> 01:15:13.994]  He was actually on Pluto having sex with a robot named Stephen Colbert.
[01:15:14.555 --> 01:15:15.595]  None of this is real.
[01:15:16.435 --> 01:15:17.696]  They are the true fake news.
[01:15:23.228 --> 01:15:25.689]  I love how the article keeps saying, I can't handle criticism.
[01:15:26.389 --> 01:15:27.530]  All I do is get criticized.
[01:15:27.650 --> 01:15:28.110]  I love it.
[01:15:28.770 --> 01:15:30.071]  I love constructive criticism.
[01:15:31.071 --> 01:15:32.272]  But let's get real with the crew.
[01:15:32.632 --> 01:15:34.513]  I haven't even told them what I was going to ask them.
[01:15:35.013 --> 01:15:37.654]  But let's bring CJ, Wes, anybody that's involved in engineering on.
[01:15:38.474 --> 01:15:40.275]  Do I encourage people to challenge me on stuff?
[01:15:41.176 --> 01:15:43.096]  Do I tell people to make my voice sound gruffer?
[01:15:43.176 --> 01:15:44.197]  What have I really said, CJ?
[01:15:44.217 --> 01:15:47.858]  Didn't even know I was going to him.
[01:15:47.898 --> 01:15:48.579]  He's not there.
[01:15:49.279 --> 01:15:51.340]  Sorry, I ran away to get some of the work done.
[01:15:52.791 --> 01:15:55.492]  No, you've never said, Maker said, your voice sounded gruffer.
[01:15:56.792 --> 01:15:57.252]  What have I said?
[01:15:59.433 --> 01:15:59.893]  Uh, smoother.
[01:16:00.133 --> 01:16:07.876]  More like you're, um, in the room, you have that nice radio voice that, uh, many national smooth talkers have.
[01:16:08.756 --> 01:16:10.477]  I mean, I guess I could try smooth talking here.
[01:16:10.697 --> 01:16:11.397]  Yeah, NPR.
[01:16:12.157 --> 01:16:13.138]  Oh, NPR voice.
[01:16:13.198 --> 01:16:14.558]  I didn't really so much want that, but yeah.
[01:16:15.878 --> 01:16:20.340]  I just love how there's these anonymous people, uh, you know, saying things.
[01:16:22.226 --> 01:16:23.987]  If you say anything to us, it's, what do you think?
[01:16:24.147 --> 01:16:24.788]  How was that?
[01:16:25.988 --> 01:16:27.690]  You've asked us if we agree, what our thoughts are.
[01:16:28.290 --> 01:16:29.451]  You're not telling us what to think.
[01:16:30.011 --> 01:16:30.551]  That's for sure.
[01:16:31.452 --> 01:16:33.773]  Do I get mad when you give me constructive criticism?
[01:16:34.033 --> 01:16:34.173]  No.
[01:16:36.195 --> 01:16:37.535]  I don't talk about myself all day.
[01:16:38.156 --> 01:16:39.136]  It's just, I'm here.
[01:16:39.156 --> 01:16:44.139]  In fact, I encourage you guys and gals to jump on air when you want and to challenge me, actually.
[01:16:44.600 --> 01:16:46.521]  Just like I challenge... I don't want to talk about myself anymore.
[01:16:46.561 --> 01:16:51.384]  It's just that I have to because they're building a facsimile of Alex Jones and then lying about me everywhere.
[01:16:52.509 --> 01:16:54.150]  And then trying to destroy who we are.
[01:16:54.691 --> 01:17:03.096]  And then it says in there that I pressured LifeStraw and I pressured these companies to sell it to me at $10 and I sell it for $50.
[01:17:03.576 --> 01:17:06.699]  I went and talked to Tim Frugier and Weldon Henson last night.
[01:17:06.719 --> 01:17:09.540]  They were here and they go, Alex, we've never sold it for more than $25.
[01:17:09.621 --> 01:17:11.982]  We've never gotten it for $10.
[01:17:12.102 --> 01:17:14.364]  It's just totally made up.
[01:17:15.264 --> 01:17:15.925]  That's what's crazy.
[01:17:16.803 --> 01:17:18.004]  In fact, I haven't even set this up.
[01:17:18.044 --> 01:17:19.404]  Let's just see what LifeStraw is right now.
[01:17:19.424 --> 01:17:23.547]  And the other survival straws we've got at InfoWareStore.com.
[01:17:23.767 --> 01:17:25.828]  Here, here, let's pull up, and then we're going to Matt Bracken.
[01:17:26.188 --> 01:17:28.309]  I apologize for having hold, but he'll go a little bit with us in the next hour.
[01:17:28.869 --> 01:17:32.031]  EnemiesForeignAndDomestic.com, bestselling author, find his information there.
[01:17:33.692 --> 01:17:35.753]  But this is just really, really frustrating.
[01:17:36.213 --> 01:17:38.254]  There it is, $22.95.
[01:17:41.816 --> 01:17:43.417]  I mean, we have to be competitive.
[01:17:45.376 --> 01:17:46.697]  Oh, it's discounted.
[01:17:46.797 --> 01:17:47.257]  It's $19.95.
[01:17:47.417 --> 01:17:54.763]  We've never sold it above, he looks at the computer, above $24.
[01:17:55.323 --> 01:17:54.763]  $19.95.
[01:17:55.783 --> 01:17:56.924]  It says we sell them for $50.
[01:17:57.244 --> 01:17:59.706]  That's what I mean.
[01:17:59.746 --> 01:18:05.810]  Don't you think the idiots at BuzzFeed who were here for months following me around would actually go look at the website?
[01:18:06.030 --> 01:18:06.811]  But see, they don't care.
[01:18:07.051 --> 01:18:09.293]  They're preying on their audience in their little bubble.
[01:18:10.984 --> 01:18:12.905]  Matt Bracken, we've got a lot of serious news.
[01:18:12.925 --> 01:18:15.125]  There's an explosion in Madrid, killing a bunch of people.
[01:18:15.145 --> 01:18:16.406]  They say it might be a chemical plant.
[01:18:16.866 --> 01:18:19.447]  We've got TSA warns against truck ramming attacks by terrorists.
[01:18:20.247 --> 01:18:27.929]  We've got so much big news happening with Le Pen and the jihadis threatening to burn down France in a Tet-2 offensive that you've been predicting.
[01:18:28.309 --> 01:18:31.830]  Tell us what's front and center on your radar so we can cover it when we come back.
[01:18:33.191 --> 01:18:33.451]  Sure.
[01:18:33.971 --> 01:18:37.632]  I have a thought of a new kind of analogy for where we are right now.
[01:18:39.024 --> 01:18:41.686]  Last year, I was talking about, like, tsunami wave warnings.
[01:18:42.527 --> 01:18:49.271]  And right now, I think what we're seeing is a huge social tectonic plate about to rupture.
[01:18:49.291 --> 01:19:06.723]  Because, you know, from the 50s, with Joe McCarthy being demonized through Walter Cronkite, who was a globalist, but pretending to be, you know, the most trusted man in America, all the way until, I guess, Dan Rather and MemoGate was when the new media was able to push back.
[01:19:07.378 --> 01:19:08.859]  Now they can't control the narrative.
[01:19:09.399 --> 01:19:11.260]  So now there are forces in two directions.
[01:19:12.000 --> 01:19:18.423]  They can't just turn this country into like Mao's China, even though our college students are that brainwashed.
[01:19:18.963 --> 01:19:23.985]  They are as brainwashed as the Cultural Revolution, you know, Mao's Little Red Book.
[01:19:24.305 --> 01:19:26.586]  If they could, they would put us in re-education camps.
[01:19:27.167 --> 01:19:30.228]  But we're too strong and we have our own new media now.
[01:19:31.489 --> 01:19:34.430]  So what we're seeing now are two tectonic plates.
[01:19:35.151 --> 01:19:39.834]  And things like Berkeley and riots are little precursor shocks.
[01:19:40.254 --> 01:19:43.737]  We're about to have the big rupture, the big slip fault rupture.
[01:19:44.037 --> 01:19:47.139]  So the societal upheaval is upon us.
[01:19:47.239 --> 01:19:47.659]  I agree.
[01:19:47.699 --> 01:19:49.040]  And in slow motion, we're already here.
[01:19:49.080 --> 01:19:50.781]  A year is like a millisecond in history.
[01:19:51.121 --> 01:19:53.082]  I think that the plates are already shifting.
