[00:00:05.572 --> 00:00:17.396]  He never gives up.
[00:58:43.604 --> 00:58:46.208]  All your women belong to me now.
[00:58:47.189 --> 00:58:48.491]  Allah will crush you.
[00:58:48.511 --> 00:58:52.437]  I love Markle.
[00:58:53.178 --> 00:58:57.383]  Men, give your body the support it needs with InfoWars Life Prostagard.
[00:58:57.924 --> 00:59:01.808]  It's time to start assisting the body in regulating proper prostate balance.
[00:59:02.349 --> 00:59:12.982]  InfoWars Life has set out to bring you formulations that are not only the highest quality out there, but formulas that you can use on a daily basis to give your body the natural herbs and extracts that our experts recommend.
[00:59:13.562 --> 00:59:21.325]  The Prostagard formula does just that, with its mixture of plant-based nutrients and antioxidants that help give your body total support.
[00:59:21.525 --> 00:59:30.548]  It's a hand-selected blend of saw palmetto, lycopene, plant sterols, zinc, vitamin D3, selenium, and copper.
[00:59:30.888 --> 00:59:41.151]  Prostagard is something that the men on the InfoWars crew take every day, and from our research, it's something that men should really be adding to their daily regimen in order to keep their body going at optimal levels.
[00:59:41.651 --> 00:59:44.772]  Now's the time to start naturally supporting your body.
[00:59:45.092 --> 00:59:49.293]  Get Prostagard on your side today, exclusively at InfoWarsLife.com.
[00:59:49.714 --> 00:59:51.654]  That's InfoWarsLife.com.
[00:59:55.495 --> 00:59:58.216]  You're listening to the Alex Jones Show.
[00:59:58.296 --> 01:00:01.037]  The infidel Watson will be defeated, ah yes.
[01:00:08.109 --> 01:00:09.810]  Yes, feminist.
[01:00:09.870 --> 01:00:11.011]  Wear hoods on head.
[01:00:11.771 --> 01:00:14.153]  Let us cut your genitals off.
[01:00:14.293 --> 01:00:16.134]  It's liberal!
[01:00:16.234 --> 01:00:17.695]  It's liberal!
[01:00:19.696 --> 01:00:24.719]  That's a fair time.
[01:00:25.099 --> 01:00:25.840]  Fairness doctrine.
[01:00:26.240 --> 01:00:28.742]  I'm gonna have a character called Habib that pops in occasionally.
[01:00:28.762 --> 01:00:32.724]  We're going to blow you up in a slave caravan.
[01:00:32.764 --> 01:00:33.424]  You'll like it.
[01:00:33.484 --> 01:00:34.005]  It's liberal.
[01:00:35.029 --> 01:00:39.051]  It's not quite a Muslim accent, it's more like a weird Hungarian accent or something.
[01:00:41.153 --> 01:00:42.413]  Oh, mother!
[01:00:42.894 --> 01:00:44.174]  What are we gonna put up with here?
[01:00:44.195 --> 01:00:47.336]  Father!
[01:00:48.537 --> 01:00:49.498]  More of that fake voice.
[01:00:53.840 --> 01:00:54.681]  It's all fake.
[01:00:55.681 --> 01:00:56.222]  Yeah, right.
[01:00:57.102 --> 01:00:59.023]  We're so real, they don't know what to do about it.
[01:00:59.764 --> 01:01:03.126]  We're total maniacs who don't care what the global stinkers say or do.
[01:01:04.933 --> 01:01:05.814]  All right, Watson!
[01:01:09.056 --> 01:01:10.336]  I'm fake, but Stephen Colbert is real.
[01:01:10.576 --> 01:01:15.299]  Paul, where do you see the censorship going, this total war that we're right in the middle of with our listeners?
[01:01:16.460 --> 01:01:24.845]  I mean, a lot of victories for nationalism, big defeat for nationalism and populism, with Le Pen just recapping the state of the world right now, Paul.
[01:01:26.471 --> 01:01:29.832]  Well, different European countries are at different points of the journey.
[01:01:29.892 --> 01:01:31.553]  Definitely France is further behind.
[01:01:32.033 --> 01:01:35.674]  Sweden Democrats are the most popular party in Sweden right now.
[01:01:35.734 --> 01:01:37.155]  They've got an election next year.
[01:01:37.575 --> 01:01:39.115]  We've got a German election coming up.
[01:01:39.155 --> 01:01:45.437]  That's probably a lost cause because the AFD is not very well organised, but generally because of just the mood in Germany.
[01:01:45.758 --> 01:01:48.358]  But again, that Swedish election next year is going to be big.
[01:01:48.678 --> 01:01:51.219]  And, you know, we continue to battle forward with Brexit.
[01:01:51.239 --> 01:01:52.560]  Talk about fake, Alex.
[01:01:53.340 --> 01:01:54.821]  Zero Hedge has got a headline.
[01:01:55.521 --> 01:01:59.684]  Facebook deletes tens of thousands of accounts ahead of the UK general election.
[01:02:00.064 --> 01:02:09.269]  Now they did this before the French election, deleting 30,000 accounts right beforehand, and they say they're going to educate the public.
[01:02:09.569 --> 01:02:22.036]  They're taking out national newspaper print advertising campaign ads to, quote, educate the British public about fake news as part of a concerted global effort to crack down on the false information epidemic it's seen on its platform.
[01:02:22.196 --> 01:02:31.164]  And let's not forget, Posobiec being sued by the French because he quote, got involved in their election saying how horrible Macron is, while Obama got involved in the election.
[01:02:31.365 --> 01:02:34.748]  So every globalist can get involved, but none of us can have opinions, according to the French.
[01:02:36.451 --> 01:02:44.096]  No, and of course, the Stanford University study found that, quote, fake news had no effect whatsoever on the US presidential election.
[01:02:44.136 --> 01:02:46.057]  They never talk about that study, do they?
[01:02:46.337 --> 01:02:48.479]  Because again, the real agenda is censorship.
[01:02:48.839 --> 01:02:50.240]  Yes, there is fake news.
[01:02:50.660 --> 01:02:51.481]  It's tiny!
[01:02:52.361 --> 01:02:58.305]  But then you look at the list of fake news websites, it's Breitbart, InfoWars, Daily Caller, it's all just conservative websites.
[01:02:58.325 --> 01:03:02.348]  Let's be clear, there are some fake news sites that hardly anybody goes to, they're like satire.
[01:03:02.848 --> 01:03:07.131]  So there's very few independent fake sites, but there are a ton of establishment ones.
[01:03:08.031 --> 01:03:13.755]  Major movie production companies, what, 20th Century Fox, or was it Universal, got caught putting out all those fake news sites to attack Trump.
[01:03:14.055 --> 01:03:17.417]  Comedy Central just put out a new fake video of Trump and people thought it was real.
[01:03:17.718 --> 01:03:20.800]  They're the ones constantly lying, saying WMDs are in Iraq.
[01:03:21.760 --> 01:03:25.883]  I mean, they're the real corporate fake news, and that's at record levels, Paul.
[01:03:27.263 --> 01:03:37.930]  Well, literally, I talked about it earlier, this mainstream hack accused me of putting out fake news for saying that the rebel flag was being flown at Macron rallies.
[01:03:38.250 --> 01:03:40.651]  He claimed it was the Syrian national flag.
[01:03:40.971 --> 01:03:42.152]  Literally fake news.
[01:03:42.172 --> 01:03:43.713]  The Syrian national flag is red.
[01:03:44.053 --> 01:03:44.574]  We're good to go.
[01:03:59.713 --> 01:04:01.414]  And we see examples like that every day.
[01:04:01.654 --> 01:04:03.634]  So now Facebook is going to delete more accounts.
[01:04:03.674 --> 01:04:06.975]  They've got fake news flags so he can flag up fake news stories.
[01:04:07.375 --> 01:04:08.736]  Oh, but not if you go on CNN.
[01:04:09.016 --> 01:04:12.777]  Oh, and by the way, CNN's YouTube videos, none of them have been restricted.
[01:04:13.057 --> 01:04:14.317]  None have been demonetized.
[01:04:14.417 --> 01:04:18.038]  Even though they're talking about ISIS, they can put ISIS terrorism in the headline.
[01:04:18.279 --> 01:04:18.799]  We can't.
[01:04:18.839 --> 01:04:19.179]  That's right.
[01:04:19.199 --> 01:04:25.901]  We're not allowed to discuss and debate because we're not certified like CNN, like that internal Google memo saying CNN is real.
[01:04:26.858 --> 01:04:29.139]  And Ron Paul is not on Alex Jones.
[01:04:29.679 --> 01:04:33.981]  Because it said, you may notice we're reporting some of the same stuff, but when they do it, it's okay.
[01:04:34.021 --> 01:04:35.682]  When we do it, it's not allowed, Paul.
[01:04:36.582 --> 01:04:44.266]  And people on YouTube are now getting community strikes if they legitimately criticize and make fun of the Young Turks.
[01:04:44.346 --> 01:04:46.447]  They're getting videos wiped and communities wiped.
[01:04:46.487 --> 01:04:47.747]  Well, the Young Turks are in trouble.
[01:04:47.787 --> 01:04:54.270]  They're all, obviously their numbers are down, admittedly, and the new movie's come out, The Promise, showing what the Young Turks originally did in
[01:04:56.904 --> 01:04:58.491]  Situation in Turkey, so they're pretty upset.
[01:04:58.672 --> 01:04:59.455]  Paul, great job.
[01:04:59.475 --> 01:05:00.902]  See you back tomorrow in the fourth hour.
[01:05:01.203 --> 01:05:01.544]  We'll be back.
[01:05:03.240 --> 01:05:05.902]  We've taken Brain Force and made it Brain Force Plus.
[01:05:06.122 --> 01:05:09.864]  Now at 20% more in the bottle and an even more hardcore formula.
[01:05:09.965 --> 01:05:12.346]  You owe it to yourself to get these products.
[01:05:12.386 --> 01:05:14.848]  They really have worked for myself, my family.
[01:05:14.888 --> 01:05:17.029]  They have five-star reviews by the thousands.
[01:05:17.109 --> 01:05:18.190]  Infowarslife.com.
[01:05:18.310 --> 01:05:24.134]  In ancient times, man roamed the earth in a constant state of hunting or being hunted.
[01:05:24.294 --> 01:05:29.458]  Introducing Caveman, where cutting-edge science meets ancient super nutrients.
[01:05:29.718 --> 01:05:33.100]  Secure your bottle right now at Infowarsstore.com.
[01:05:33.260 --> 01:05:39.564]  The anthropogenic globalists have won the French presidential election, with Macron becoming the youngest French president ever.
[01:05:39.644 --> 01:05:43.487]  Macron won in a landslide, thanks to many simply voting against Le Pen.
[01:05:43.647 --> 01:05:46.288]  Macron was elected despite mere hours before the election.
[01:05:46.489 --> 01:05:53.233]  Leaked documents revealed Macron would cater to Islam, Antifa, the EU, as well as his own personal offshore bank accounts.
[01:05:53.393 --> 01:05:55.474]  There will be no investigating into the U.S.
[01:05:55.534 --> 01:06:00.175]  meddling in the French election, despite Barack Obama and seemingly every major U.S.
[01:06:00.235 --> 01:06:04.596]  news network endorsing Macron and labeling Le Pen racist and extremist.
[01:06:04.736 --> 01:06:11.818]  The fake corporate news continues to push Le Pen as racist, as Bernie Sanders has chimed in saying France rejected racism and xenophobia.
[01:06:11.898 --> 01:06:16.339]  But the cruelest irony of all this is the victory cries of Vive la France.
[01:06:16.619 --> 01:06:20.740]  Even though it is not refuted that Le Pen was the nationalist candidate.
[01:06:20.800 --> 01:06:22.180]  They cheer hooray for France.
[01:06:22.440 --> 01:06:23.321]  Long live France!
[01:06:23.561 --> 01:06:29.982]  As this election will likely mark the end of France and it is a victory for the globalist European Union, not France.
[01:06:30.142 --> 01:06:32.663]  For InfoWars.com, this is Owen Schroer.
[01:06:33.343 --> 01:06:41.105]  InfoWars is partnered with Defender Body Armor to bring you a new state-of-the-art line of advanced, highly tested body armor from InfoWarsStore.com.
[01:06:41.325 --> 01:06:45.606]  Defender Body Armor is certified to protect against all handgun rounds and even armor-piercing
[01:06:45.646 --> 01:06:46.527]  We're good to go!
[01:07:05.538 --> 01:07:11.343]  There's a reason the Department of Defense chose Defender to manufacture their new line of advanced lightweight armor.
[01:07:11.643 --> 01:07:12.123]  It works.
[01:07:12.403 --> 01:07:20.710]  Defender Body Armor is made right here in America and has received the highest level ballistic resistance certification from an authorized NIJ ballistic laboratory.
[01:07:20.750 --> 01:07:30.258]  Defender Body Armor is now available through Infowarstore.com so you can defend yourself, your family, and finance the Info War against the globalists all at the same time.
[01:07:30.618 --> 01:07:31.118]  A total 360 win.
[01:07:33.939 --> 01:07:38.803]  DNA Force is finally back in stock at Infowarsstore.com.
[01:07:39.524 --> 01:07:44.308]  DNA Force protects your body from the toxic environment that surrounds us all.
[01:07:44.428 --> 01:07:48.892]  The powerful ingredients include Bio-PQQ and Coenzyme Q10.
[01:07:49.092 --> 01:07:51.594]  Protect yourself against dangerous free radicals.
[01:07:51.794 --> 01:07:53.576]  Optimize cellular energy.
[01:07:54.357 --> 01:07:55.277]  It's DNA Force.
[01:07:55.317 --> 01:07:57.179]  It's available for a limited time only.
[01:07:57.960 --> 01:08:01.383]  Get yours today, right now, at Infowarsstore.com.
[01:08:13.326 --> 01:08:16.809]  Resistance to tyrants is obedience to God.
[01:08:17.369 --> 01:08:19.191]  It's Alex Jones.
[01:08:23.994 --> 01:08:27.077]  Look on screen if you are a TV viewer, radio listeners.
[01:08:27.117 --> 01:08:28.498]  Go to my Twitter, realalexjones.
