[00:00:02.498 --> 00:00:03.199]  Is the U.S.
[01:13:41.735 --> 01:13:42.775]  Back it up five seconds.
[01:13:42.775 --> 01:13:43.656]  Absolutely true.
[01:13:45.373 --> 01:13:46.954]  That's documented.
[01:13:46.954 --> 01:13:47.994]  Sworn in a hundred days ago.
[01:13:47.994 --> 01:13:48.914]  Where are we now?
[01:13:48.914 --> 01:13:50.575]  Three plus trillion in the stock market.
[01:13:50.575 --> 01:13:52.595]  Three hundred plus billion, and that's an old number.
[01:13:52.595 --> 01:13:54.336]  New jobs coming in.
[01:13:54.336 --> 01:13:58.517]  Absolute better than we've seen in a decade.
[01:13:58.517 --> 01:13:59.978]  Numbers at restaurants.
[01:13:59.978 --> 01:14:04.579]  Retail's still doing bad, but that's because people are moving towards almost only shopping online.
[01:14:04.579 --> 01:14:07.420]  Delivery business is way up.
[01:14:07.420 --> 01:14:10.901]  So that's kind of like horses getting replaced with cars.
[01:14:10.901 --> 01:14:12.562]  That's why the retail's falling apart.
[01:14:12.562 --> 01:14:13.102]  Let's continue.
[01:14:14.133 --> 01:14:17.839]  Donald Trump, sworn in as president 100 days ago.
[01:14:17.839 --> 01:14:20.082]  America has rarely seen such success.
[01:14:22.850 --> 01:14:24.411]  Never seen such success.
[01:14:24.411 --> 01:14:33.338]  Shows him signing all these orders, turning our jobs back on, killing one-sided trade deals, getting us out of TPP, getting Neil Gorsuch in the Supreme Court.
[01:14:33.338 --> 01:14:34.299]  Let's continue.
[01:14:34.299 --> 01:14:36.160]  Court justice confirmed.
[01:14:36.160 --> 01:14:38.822]  Companies investing in American jobs again.
[01:14:38.822 --> 01:14:41.564]  Back it up 10 seconds.
[01:14:41.564 --> 01:14:42.505]  500,000 plus jobs created?
[01:14:42.505 --> 01:14:45.107]  It's way, way more than that.
[01:14:45.107 --> 01:14:49.611]  Because you've got 300 trillion, 300 billion already in new investment announced.
[01:14:50.441 --> 01:14:52.644]  By SoftBank, and the list goes on and on.
[01:14:52.644 --> 01:15:06.520]  By Fiat, by Chrysler, by Ford, by Hasbro, by Mattel, by all these other... Mitsubishi... Samsung... I mean, I can't even list them all.
[01:15:06.520 --> 01:15:07.281]  It's incredible.
[01:15:07.281 --> 01:15:08.663]  The power plant's turned back on.
[01:15:08.663 --> 01:15:09.504]  Let's continue.
[01:15:09.504 --> 01:15:09.584]  Go.
[01:15:10.626 --> 01:15:12.148]  Keystone Pipeline in.
[01:15:12.148 --> 01:15:16.352]  They don't even have time to mention the coal.
[01:15:16.352 --> 01:15:18.694]  Worth trillions to us just in the next decade.
[01:15:18.694 --> 01:15:21.477]  Absolutely clean, cheaper energy, on and on and on.
[01:15:21.477 --> 01:15:23.579]  Giving all those miners their jobs back.
[01:15:23.579 --> 01:15:23.939]  Let's continue.
[01:15:34.850 --> 01:15:37.811]  It is one of the biggest tax cuts in modern history.
[01:16:05.402 --> 01:16:13.309]  I guess because technically the numbers are bigger than ever because of inflation, but it's not as big as the Kennedy tax cut that was 50% for the main tax brackets, 30% for the rich.
[01:16:13.309 --> 01:16:15.230]  It's just not the biggest in history.
[01:16:15.230 --> 01:16:23.738]  But it is the biggest, I guess, number-wise, technically, but not in the real numbers adjusted for inflation.
[01:16:23.738 --> 01:16:24.698]  Let's continue.
[01:16:24.698 --> 01:16:26.600]  You know it from watching the news.
[01:16:26.600 --> 01:16:30.904]  America is winning and President Trump is making America great again.
[01:16:30.904 --> 01:16:33.086]  I'm Donald Trump and I approve this message.
[01:16:33.726 --> 01:16:39.848]  But they didn't like the little bit of criticism of CBS, ABC, CNN saying fake news.
[01:16:39.848 --> 01:16:41.329]  No, you're not going to say that.
[01:16:41.329 --> 01:16:46.391]  They bring out the term, Hillary creates it, they brand Alex Jones with it, the dark heart.
[01:16:46.391 --> 01:16:50.593]  They swear to get into office and shut us down in 2017.
[01:16:50.593 --> 01:16:56.355]  They fail and they're still there though at the State Department with the new office trying to shut us down.
[01:16:56.355 --> 01:16:59.876]  Now, Ben, let's shift gears.
[01:16:59.876 --> 01:17:00.857]  Ben in Florida
[01:17:02.193 --> 01:17:09.537]  He wants to talk about the Netflix show Bill Nye, and the show's called Bill Nye Saves the World.
[01:17:09.537 --> 01:17:21.184]  Now that's what all this environmentalism's about, how Al Gore saves the world, Lord Rothschild saves the world, Bill Nye saves the world, so you're not allowed to question them, you're not allowed to say they're wrong, you're not allowed to say the sun drives climate.
[01:17:21.704 --> 01:17:30.753]  When they said it was going to be global freezing in the 70s and 80s, it was global warming in the 90s and 2000s, and now the earth's starting to cool off again because of the sun, different cycles.
[01:17:30.753 --> 01:17:32.814]  So now they want to arrest you.
[01:17:32.814 --> 01:17:36.518]  15 state attorney generals led by Cuomo, that governor,
[01:17:36.798 --> 01:17:38.779]  Want you arrested if you question.
[01:17:38.779 --> 01:17:43.081]  And Bill Nye has come out and said he wants to look at having people arrested.
[01:17:43.081 --> 01:17:45.121]  Because we're involved in fraud.
[01:17:45.121 --> 01:17:48.623]  We have to pay carbon taxes to Al Gore's carbon trading company.
[01:17:48.623 --> 01:17:51.164]  We've got to pay it to George Soros' carbon trading company.
[01:17:51.164 --> 01:17:54.545]  We've got to let them pick which jobs and businesses can operate.
[01:17:54.545 --> 01:17:56.646]  Or we're killing the planet.
[01:17:58.763 --> 01:18:05.586]  So I'm going to go to this call and when I come back I'm going to play a few clips from his failing show and where he said, arrest people that don't agree with him.
[01:18:05.586 --> 01:18:16.011]  So he's an authoritarian, know-it-all, arrogant, pseudo-intellectual twit with a non-threatening bow tie.
[01:18:16.011 --> 01:18:17.912]  Now people that drive creeper vans wear those folks.
[01:18:17.912 --> 01:18:19.392]  He is a creeper.
[01:18:19.392 --> 01:18:24.895]  And I was going to have some money in casting for the last season of True Detective, which is an excellent series.
[01:18:24.895 --> 01:18:27.276]  It takes a lot to make me watch TV and it was excellent.
[01:18:28.339 --> 01:18:30.503]  Then I'd cast him as the bad guy, wouldn't you?
[01:18:30.503 --> 01:18:32.647]  Just a little opinion, side piece.
[01:18:32.647 --> 01:18:33.588]  Total creep.
[01:18:33.588 --> 01:18:36.714]  Let's go ahead and go to Ben in Florida.
[01:18:36.714 --> 01:18:38.136]  Ben, what do you think of Bill Nye?
[01:18:38.136 --> 01:18:39.218]  You say you've been watching the show.
[01:18:41.380 --> 01:18:41.921]  Yes, sir.
[01:18:41.921 --> 01:18:46.987]  And, you know, I want to say that Bill Nye, obviously, this is a guy with a God complex, okay?
[01:18:46.987 --> 01:18:50.292]  He calls himself the science guy, but in reality, he's the globalist guy.
[01:18:50.292 --> 01:18:52.034]  He's the Marxist guy.
[01:18:52.034 --> 01:18:58.663]  And on the 427 edition of his show, the Netflix show you had just referenced, he actually asked, with a straight face, Alex,
[01:18:59.286 --> 01:19:07.709]  Whether or not children in, quote, developed countries should be penalized for having, quote, too many children, okay?
[01:19:07.709 --> 01:19:09.249]  And I should say families, rather.
[01:19:09.249 --> 01:19:12.450]  Families in developed countries, should they be penalized for having too many children?
[01:19:12.450 --> 01:19:15.491]  And his guest, a doctor, responded by saying,
[01:19:16.131 --> 01:19:18.655]  It's something we should consider.
[01:19:18.655 --> 01:19:27.868]  These people believe they're God, they want to control the world, and now they want to control how many children you have based on discredited, fake scientific facts and propaganda like climate change.
[01:19:27.868 --> 01:19:32.795]  It makes me sick to my stomach, and it should make every one of you listeners out there sick to your stomachs as well.
[01:19:32.915 --> 01:19:50.267]  Well, let me tell you why I want to hire four or five more great investigative journalists and video editors so that they're investigative journalists that also have the skill to go in and put a piece together so we can monitor movies, TV shows, so-called news shows, and have commentary and critique and analysis to show the lies.
[01:19:50.267 --> 01:19:52.909]  I knew he'd call for arresting people he disagrees with.
[01:19:52.909 --> 01:19:57.793]  Here it is, Bill Nye, the science guy, is open to criminal charges and jail time for climate change dissenters.
[01:19:58.453 --> 01:19:59.634]  No, we believe climate change.
[01:19:59.634 --> 01:20:01.475]  In fact, it's always changing.
[01:20:01.475 --> 01:20:04.477]  You said global freezing, then global warming.
[01:20:04.477 --> 01:20:07.159]  So, that's what he wants to do.
[01:20:07.159 --> 01:20:17.145]  And I haven't seen the show, but I need to have the crew that can go into Netflix and watch the 427 show, I guess that aired last week, where he calls for population control.
[01:20:17.145 --> 01:20:20.808]  I know he's called for that in his writings, but again, Bill Gates,
[01:20:22.154 --> 01:20:28.263]  People like Warren Buffett, people like Ted Turner who has five kids, they're all going to have kids.
[01:20:28.263 --> 01:20:30.526]  The communist Chinese elite, they have four or five kids.
[01:20:30.526 --> 01:20:33.591]  It's just the general public that can only have one child.
[01:20:33.591 --> 01:20:35.654]  And this is total and complete elitism.
[01:20:35.654 --> 01:20:37.676]  And remember how long I warned people?
[01:20:38.720 --> 01:20:43.443]  Twenty years ago about the one-child policy coming here and now you see it being promoted everywhere.
[01:20:43.443 --> 01:20:46.445]  They want taxes on people that have more than one child.
[01:20:46.445 --> 01:20:52.328]  I've been confronted many times for my three children, now four children, when I'm at Whole Foods.
[01:20:52.328 --> 01:20:53.709]  Why do you have so many kids?
[01:20:53.709 --> 01:21:00.493]  These are uptight, upset, angry people that don't have children and who've been taught to hate people that do.
[01:21:00.493 --> 01:21:06.257]  They're monitored and controlled and socially engineered by Facebook to keep them desperate, to keep them alone, and to keep them hateful.
[01:21:06.897 --> 01:21:11.383]  And so that's all they've got is hate for those of us that have a life force.
[01:21:11.383 --> 01:21:14.928]  As I've said, Al Gore scripts himself as the savior of the world.
[01:21:14.928 --> 01:21:19.915]  I didn't know Bill Nye, and I guess the crew's seen it, has a show called Savior of the World.
[01:21:19.915 --> 01:21:20.496]  How sickening.
[01:21:22.654 --> 01:21:24.036]  Absolutely, and you said it earlier.
[01:21:24.036 --> 01:21:29.063]  He cloaked himself with this non-threatening sort of, you know, personality.
[01:21:39.820 --> 01:21:40.421]  No, exactly.
[01:21:40.421 --> 01:21:46.905]  And then he sits there, and he goes, oh, what do you think about maybe we should control how many people children have in the developed world?
[01:21:46.905 --> 01:21:50.047]  You don't get to tell us how many kids we can have, you piece of trash!
[01:21:50.047 --> 01:21:54.089]  Oh, let me have one-child policy!
[01:21:54.089 --> 01:22:04.216]  We'll drop by like China and kill your newborn baby in a bucket of water, or maybe melt it down and sell its fat for women for collagen injections.
[01:22:04.216 --> 01:22:08.559]  But see, it's okay if Apple has mobile execution centers, or Apple has
[01:22:09.539 --> 01:22:32.444]  Or supports China's mobile execution centers never criticizes that it has suicide nets around the Foxconn factories and and and drugging and forced abortion because it's liberal because the Apple board has Al Gore on it or at least it at the time and then it's trendy because Al Gore Talks in this real slow kind of southern MPR voice.
[01:22:32.444 --> 01:22:34.504]  So why don't you just give in?
[01:22:35.475 --> 01:22:43.779]  Oh, and I love how Al Gore in the new trailer for his new fiction movie, An Inconvenient BS Part 2, says, Humanity will survive!
[01:22:43.779 --> 01:22:45.499]  We will come together!
[01:22:45.499 --> 01:22:57.644]  The whole fake environmental movement's about anti-human eugenics and population reduction and ignoring genetic engineering, chimeras, toxic waste dumping, geoengineering, all the things that are killing our Earth.
[01:22:57.644 --> 01:23:00.626]  So it ignores all the real stuff and focuses on the garbage.
[01:23:00.626 --> 01:23:00.806]  Ben?
[01:23:02.725 --> 01:23:06.009]  It's a fundamental hatred for human life.
[01:23:06.009 --> 01:23:19.382]  And what they do is they use this big environmentalist movement as an excuse, as a pretext to push population control, to push this idea that, hey, we've got to control how many children we have, as if we live in a communist nation.
[01:23:19.382 --> 01:23:20.884]  But he's wearing a bow tie!
[01:23:21.224 --> 01:23:21.844]  It's okay.
[01:23:21.844 --> 01:23:22.644]  God bless you, Ben.
[01:23:22.644 --> 01:23:23.865]  Thanks for monitoring this.
[01:23:23.865 --> 01:23:26.466]  Sure enough, it's confirmed Christian news.
[01:23:26.466 --> 01:23:28.806]  Bill Nye the Science Guy.
[01:23:28.806 --> 01:23:29.787]  Let me talk like him.
[01:23:29.787 --> 01:23:31.507]  Bill Nye, hi.
[01:23:31.507 --> 01:23:32.488]  I'm non-threatening.
[01:23:32.488 --> 01:23:34.628]  I'm real tall, the butt's high.
[01:23:34.628 --> 01:23:36.529]  Don't mind, I look kind of creepy.
[01:23:36.529 --> 01:23:38.529]  I like to meet with David Rockefeller.
[01:23:38.529 --> 01:23:40.510]  Bill Nye the Science Guy.
[01:23:40.510 --> 01:23:41.850]  Science is real.
