[00:00:03.792 --> 00:00:16.241]  He never gives up.
[01:51:40.223 --> 01:51:41.264]  Yeah, good luck with that one.
[01:51:41.644 --> 01:51:43.105]  No, I love the fact that it's disintegrating.
[01:51:43.305 --> 01:51:45.826]  And it was meant to screw everybody, but everybody go along with it.
[01:51:46.066 --> 01:51:48.428]  Trump's gonna let the Democrat- He tried to repeal it, he's so classy.
[01:51:48.828 --> 01:51:49.668]  He tried to repeal it.
[01:51:50.829 --> 01:51:52.790]  Just like he said eight months ago, they wouldn't do it.
[01:51:52.810 --> 01:51:54.111]  He's like, okay, it's yours.
[01:51:55.486 --> 01:51:57.067]  That's probably what the Democrats did, though.
[01:51:57.087 --> 01:52:09.957]  They probably knew that Obamacare was going to be a disaster, and they're like, you know, hey, we're going to have a Republican president anyway, because... That's what they actually said, and then they want a single-payer, which is what Bernie... In fact, since we mentioned it, since you said it, Laura, you're absolutely on target.
[01:52:10.237 --> 01:52:15.021]  Here's Bernie Sanders, said Medicaid for all would bankrupt the U.S.
[01:52:15.101 --> 01:52:16.442]  Now he's all for it, though.
[01:52:16.542 --> 01:52:23.667]  They always said, as equally Emanuel said, Gruber said, once we bankrupt it, then we really screw it over with a single-payer.
[01:52:23.707 --> 01:52:24.068]  Here it is.
[01:52:24.688 --> 01:52:35.633]  One of the points that we understand, that I think was reinforced when we went to Canada, is that, at least as I see it, and I'm not an expert on it, but this is the way I see it.
[01:52:35.733 --> 01:52:40.695]  Number one, you want to guarantee that all people have access to health care, as you do in Canada.
[01:52:41.095 --> 01:52:52.120]  But I think what we understand is that unless we change the funding system and the control mechanisms in this country to do that, for example, if we expanded Medicaid to everybody, give everybody a Medicaid card,
[01:52:53.118 --> 01:52:58.601]  We would be spending such an astronomical sum of money that, you know, we would bankrupt the nation.
[01:52:59.401 --> 01:53:03.704]  So maybe you want to talk a little bit about that and why in Canada...
[01:53:04.722 --> 01:53:12.187]  Under their national health system, you can have access for all people, and yet, per capita, it is less expensive than in the United States.
[01:53:12.467 --> 01:53:14.549]  Wait a minute, wait a minute.
[01:53:14.589 --> 01:53:16.630]  Canada has horrible health care.
[01:53:16.650 --> 01:53:18.071]  Canadians invent that.
[01:53:18.752 --> 01:53:22.134]  White people don't know what it's like to be poor, Laura.
[01:53:22.394 --> 01:53:24.275]  There's no poor white people.
[01:53:24.636 --> 01:53:25.256]  I said it!
[01:53:25.496 --> 01:53:27.678]  I got crazy Einstein hair, it's true, Laura.
[01:53:28.683 --> 01:53:30.985]  Yeah, and maybe we want to talk about it.
[01:53:31.065 --> 01:53:34.068]  Yeah, like everybody has been trying to talk about this, right?
[01:53:34.549 --> 01:53:48.262]  The Republicans and Donald Trump, President Trump, we've been trying to talk about how horrendous Obamacare is and, you know, how horrible health care is under Obamacare and how just toxic it is for the American economy.
[01:53:48.323 --> 01:53:50.845]  But the Democrats don't want to have a discussion about this.
[01:53:50.885 --> 01:53:52.627]  They're really honestly set on
[01:53:53.868 --> 01:53:56.249]  You know, just destroying this country economically.
[01:53:56.269 --> 01:54:00.432]  I don't really think they're concerned about American citizens having health care.
[01:54:00.472 --> 01:54:07.778]  Really, their goal is just to undermine Trump and put the failures... Their goal is seize control of a big part of the economy and control people.
[01:54:08.378 --> 01:54:09.159]  I mean, absolutely.
[01:54:09.219 --> 01:54:10.239]  Laura Loomer is our guest.
[01:54:10.580 --> 01:54:12.201]  Let's go ahead and take another phone call here.
[01:54:12.641 --> 01:54:14.663]  Let's talk to Chris in Virginia.
[01:54:14.983 --> 01:54:16.244]  Chris, you're on the air worldwide.
[01:54:17.651 --> 01:54:30.242]  Yeah, I was talking about Trump being fatalistic because, you know, I really do think that he is that way, but being fatalistic in terms of his cabinet members, they may not be.
[01:54:31.283 --> 01:54:37.088]  And that would explain why people criticize Sessions about not going after Hillary Clinton.
[01:54:37.128 --> 01:54:39.090]  That's a body count squad right there.
[01:54:39.450 --> 01:54:40.351]  That's a hit squad.
[01:54:41.131 --> 01:54:43.954]  You know, you going after them people, they make you disappear.
[01:54:44.054 --> 01:54:45.235]  So I don't think that
[01:54:45.954 --> 01:54:50.097]  A lot of the people in Trump's cabinet got his same fatalistic attitude.
[01:54:50.417 --> 01:54:52.198]  Chris is the smartest caller in like a month.
[01:54:52.258 --> 01:54:52.638]  It's true.
[01:54:52.738 --> 01:54:53.859]  People I know that know Trump.
[01:54:54.919 --> 01:54:55.880]  It's not confidence.
[01:54:56.140 --> 01:54:58.261]  He is so confident he doesn't care.
[01:54:58.281 --> 01:55:00.002]  That's why they call him mentally ill.
[01:55:00.383 --> 01:55:01.523]  Because he doesn't care.
[01:55:02.044 --> 01:55:02.664]  But you're right.
[01:55:04.285 --> 01:55:05.025]  What do you think, Chris?
[01:55:05.065 --> 01:55:05.946]  Where do you think this is going?
[01:55:07.455 --> 01:55:21.945]  Well, I think that it goes back to a conversation that we had a while ago where I think it's two factions going on between the globalists, which you said they're the same people, but it is them Satanists out there that truly want to see the world burn.
[01:55:22.306 --> 01:55:23.887]  And then you have them other globalists
[01:55:24.267 --> 01:55:24.988]  First, let me say this.
[01:55:25.068 --> 01:55:25.889]  I love Chris's voice.
[01:55:25.909 --> 01:55:26.909]  Number two, he's called a few times.
[01:55:26.929 --> 01:55:28.090]  Chris, give us your name and number right now.
[01:55:28.111 --> 01:55:29.712]  I keep saying this, we've got like ten names.
[01:55:29.892 --> 01:55:31.914]  The best callers, I want to give them their own show every day.
[01:55:48.228 --> 01:55:50.649]  Where you guys can just say whatever you want, cover whatever you want.
[01:55:51.009 --> 01:55:53.370]  So, Chris, I'm out of time, but give us your name and number.
[01:55:53.390 --> 01:55:53.991]  I want to call you.
[01:55:54.011 --> 01:55:58.893]  Because every time you call, maybe you call five, six times, if memory serves, it's always gold.
[01:55:59.713 --> 01:56:00.314]  Great knowledge.
[01:56:00.334 --> 01:56:04.556]  I want to get you, as a regular member of the show, come on like 30 minutes, whenever you want, really talk.
[01:56:04.576 --> 01:56:07.037]  So, folks, get Chris's name and number right now.
[01:56:07.477 --> 01:56:08.297]  Give us a knee cub.
[01:56:09.058 --> 01:56:13.400]  And set Chris up for like 30 minutes this week with me, because I want to get him primed for the pump to do that.
[01:56:13.420 --> 01:56:15.421]  Because the real knowledge is with the people.
[01:56:15.461 --> 01:56:15.881]  Laura Loomer?
[01:56:16.943 --> 01:56:18.524]  Yeah, the real knowledge is with the people.
[01:56:18.584 --> 01:56:25.369]  Change is with the people, which is why it's great that InfoWars provides such an excellent platform for people like Chris, right?
[01:56:25.409 --> 01:56:31.913]  Just average Americans who have this knowledge, who are woke, as the kid says.
[01:56:31.934 --> 01:56:36.597]  Sure, but like he said, Trump's willing to go all the way, not out of bravado, just the way he is.
[01:56:36.617 --> 01:56:38.318]  I'm the same way, quite frankly, it's just true.
[01:56:38.758 --> 01:56:40.700]  But it's almost like you're blind when you have no fear.
[01:56:41.360 --> 01:56:44.543]  How does he get people around him that'll do it when they're all getting threatened and attacked?
[01:56:44.843 --> 01:56:46.024]  That's a good point Chris made.
[01:56:46.084 --> 01:56:47.185]  It's actually central.
[01:56:47.386 --> 01:56:49.527]  How does he get this done with a bunch of cowards around him?
[01:56:53.631 --> 01:56:57.955]  I think he really just needs to get rid of these people who are not Trump loyalists.
[01:56:58.496 --> 01:57:06.523]  He's just surrounded by people who have these never-Trumper philosophies and this never-Trumper mindset and I think that
[01:57:08.362 --> 01:57:13.304]  I think it actually was, like, really great when he had Scaramucci in, because Scaramucci made a few comments about, like, cleaning house, right?
[01:57:13.324 --> 01:57:15.325]  And just getting people out who weren't loyal.
[01:57:15.345 --> 01:57:16.406]  And that really shook him up.
[01:57:16.646 --> 01:57:17.686]  Chris is there on hold.
[01:57:17.746 --> 01:57:20.587]  Let's get Chris on Wednesday or Thursday for 30 minutes if he'll do it.
[01:57:20.887 --> 01:57:22.028]  Laura Loomer, you're awesome.
[01:57:22.048 --> 01:57:22.908]  Great job with the Hillary stuff.
[01:57:22.948 --> 01:57:24.029]  I'm sorry to all the other callers.
[01:57:24.449 --> 01:57:26.210]  Nathan and Karen and Joshua and JK.
[01:57:26.510 --> 01:57:28.711]  I'll be back tomorrow, Lord willing, 11 a.m.
[01:57:28.771 --> 01:57:29.191]  Central.
[01:57:29.531 --> 01:57:31.852]  Got the big CIA interview coming up with the whistleblower.
[01:57:32.152 --> 01:57:32.733]  Thank you, Laura.
[01:57:32.773 --> 01:57:33.193]  Great job.
[01:57:35.126 --> 01:57:36.287]  Great journalist out there.
[01:57:36.707 --> 01:57:38.088]  Okay, thanks for putting up with me.
[01:57:38.108 --> 01:57:40.750]  Great job of the crew, all the affiliates, the sponsors.
[01:57:41.110 --> 01:57:42.451]  Thank you for your prayers and support.
[01:57:43.011 --> 01:57:44.832]  I'm not perfect, but I'm not out to get you.
[01:57:44.852 --> 01:57:46.554]  Because I know we're all connected.
[01:57:47.354 --> 01:57:48.575]  Thank you all, ladies and gentlemen.
[01:57:48.595 --> 01:57:50.016]  See you back soon, InfoWars.com.
[01:57:51.633 --> 01:57:53.334]  Electrify your day with Secret 12.
[01:57:53.934 --> 01:57:55.254]  It's like lightning in a bottle.
[01:57:55.494 --> 01:57:59.035]  We all have days in which we just can't seem to perform at the level we'd like to.
[01:57:59.395 --> 01:58:07.138]  InfoWars Live Secret 12 is designed to naturally energize your body and mind with two great tasting and super high quality forms of vitamin B12.
[01:58:07.338 --> 01:58:12.139]  Proper vitamin and nutrient intake is essential to keep your body functioning at optimum levels.
[01:58:12.299 --> 01:58:17.761]  The reality is it's hard to take in the proper amount of vitamins we need each day with our modern diets.
[01:58:18.101 --> 01:58:25.643]  Secret 12 by Infowars Life is an easy way to naturally upgrade your vitamin B12 intake and support your body's natural systems.
[01:58:25.884 --> 01:58:30.345]  It pairs two forms of vitamin B12 into one explosive formula.
[01:58:30.605 --> 01:58:36.367]  Vitamin B12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes.
[01:58:36.487 --> 01:58:39.448]  But it also assists with many other functions of the body.
[01:58:39.648 --> 01:58:42.869]  Electrify your mind and body and take your health to the next level.
[01:58:43.189 --> 01:58:46.876]  Experience the power of Secret 12 at InfoWarsLife.com.
[01:58:47.076 --> 01:58:48.398]  That's InfoWarsLife.com.
[01:58:52.003 --> 01:58:55.265]  Refresh your breath with Emmerich's Essentials Organic Mouthwash.
[01:58:55.946 --> 01:59:04.011]  Our formula is made from organic herbal ingredients to help stimulate the gums and provide a cleansing effect while adding a pleasant, refreshing taste.
[01:59:04.691 --> 01:59:15.478]  Emmerich's Essentials Mouthwash is non-GMO, certified organic, made without alcohol, chemicals, or other artificial ingredients such as flavors, fragrances, or dyes.
[01:59:16.198 --> 01:59:23.904]  The Pure Organic Plant Extracts are concentrated, containing antibacterial properties that work well to help tone gum and freshen your breath.
[01:59:24.364 --> 01:59:27.267]  This antiseptic mouthwash is a concentrated formula.
[01:59:27.587 --> 01:59:30.749]  You will need to dilute 1 part mouthwash to 10 parts water.
[01:59:31.690 --> 01:59:35.613]  Emmerich's Essentials Mouthwash is a great addition to your daily brushing routine.
[01:59:36.093 --> 01:59:40.656]  It is effective, yet gentle enough for the most sensitive gums and canker sores.
[01:59:40.976 --> 01:59:43.098]  Go organic today with Emmerich's Essentials.
[01:59:43.778 --> 01:59:46.300]  Visit InfoWarsStore.com to learn more.
[01:59:46.320 --> 01:59:48.982]  That's InfoWarsStore.com.
[01:59:54.645 --> 01:59:59.829]  Leading a frontal assault on the lies of the New World Order, it's Alex
