[00:00:03.707 --> 00:00:04.533]  That's Allen Railway, Chevy.
[01:18:41.138 --> 01:18:41.899]  Kim Jong-Un.
[01:18:41.899 --> 01:18:45.060]  I am here as Optimus Prime to defeat you, Trump.
[01:18:45.060 --> 01:18:47.101]  And then he literally just rips the arms out.
[01:18:47.101 --> 01:18:49.282]  Take this, Trump!
[01:18:49.282 --> 01:18:51.183]  Take that, Megatron Trump!
[01:18:51.183 --> 01:18:51.463]  See?
[01:18:51.463 --> 01:18:53.384]  It's perfect!
[01:18:53.384 --> 01:18:59.907]  Just have some laser beams and Shuba-Bluboof or whatever his name is, running around, ducking, you know, and battling the evil Americans.
[01:19:02.040 --> 01:19:04.622]  Man, this shows you how close the country was to being completely gone.
[01:19:04.622 --> 01:19:08.085]  They were going ahead with the Chinese takeover of our media and our culture.
[01:19:08.085 --> 01:19:13.070]  Not parachutes coming down like Red Dawn, but cultural.
[01:19:14.306 --> 01:19:23.153]  Universal Pictures recently picked up the rights to the movie after a heated bidding war, with several producers, reports the Hollywood Reporter.
[01:19:23.153 --> 01:19:31.039]  The plot of the movie follows a former American force recon member, who's host, see, our special forces join with the Chinese.
[01:19:31.039 --> 01:19:33.280]  Oh, you can't make this up.
[01:19:33.280 --> 01:19:34.521]  The plot of the movie.
[01:19:34.521 --> 01:19:35.582]  The plot.
[01:19:35.582 --> 01:19:37.344]  Skip the break, I have to do this.
[01:19:37.344 --> 01:19:39.205]  This is too funny, I'm going to get serious right now and then go to your calls.
[01:19:39.205 --> 01:19:42.668]  I'm going to do, I'm actually going to read this in the voice of Optimus Prime.
[01:19:43.268 --> 01:19:53.733]  The plot of the movie follows a former American Force Recon Marine who was hired by the Chinese billionaire to infiltrate an American ghetto and rescue his daughter.
[01:19:53.733 --> 01:20:02.436]  See, it's okay that he works for the Chinese because he's rescuing his daughter, see, and creating a race war.
[01:20:02.436 --> 01:20:04.317]  I can't believe this is even allowed to go on.
[01:20:04.317 --> 01:20:07.299]  This is foreign outside propaganda.
[01:20:07.299 --> 01:20:08.199]  I know the Russians aren't.
[01:20:10.831 --> 01:20:19.321]  The tone of the movie is said to be similar to the 1981 John Carpenter film, Escape from New York, starring Kurt Russell.
[01:20:19.321 --> 01:20:20.923]  We gotta come back into the next break with that music.
[01:20:22.967 --> 01:20:29.831]  These efforts to portray Trump as a weak leader responsible for America's downfall is no coincidence.
[01:20:29.831 --> 01:20:33.953]  Neither is the portrayal of China as the real controller of America.
[01:20:33.953 --> 01:20:43.438]  Just a few months ago, China bought all six Hollywood studios, an unprecedented buy-up, a movie meant to repurpose Hollywood films to serve China's agenda.
[01:20:43.438 --> 01:20:46.019]  It's hard to stand out in this prime.
[01:20:46.019 --> 01:20:49.221]  Including influence public perception with state-sponsored propaganda.
[01:20:50.546 --> 01:20:51.687]  Is this lost to anybody?
[01:20:51.687 --> 01:20:56.690]  We're told the Russians are the reason that Trump was elected when they basically had no involvement.
[01:20:56.690 --> 01:21:01.333]  But Communist China is openly buying up the six big Hollywood studios.
[01:21:01.333 --> 01:21:03.454]  They've already begun.
[01:21:03.454 --> 01:21:05.195]  They're involved saying we can't have Trump.
[01:21:05.195 --> 01:21:05.856]  So's the Pope.
[01:21:05.856 --> 01:21:07.017]  So's the EU.
[01:21:07.017 --> 01:21:09.738]  One-fifth of Hillary's money came from the Saudi Arabians.
[01:21:09.738 --> 01:21:12.280]  And Trump needs to come out against this right now.
[01:21:12.280 --> 01:21:15.022]  In fact, I'm shooting a special message to Trump today.
[01:21:17.418 --> 01:21:24.782]  They're going to have to pull the Star Destroyer out of the asteroid field so I can send a clear signal, but I'm going to send a transmission.
[01:21:24.782 --> 01:21:35.007]  And seriously, folks, you send a transmission that China thinks we're so broke back and so pathetic that they're openly buying up old studios, telling people what movies should come out.
[01:21:35.007 --> 01:21:36.828]  They blocked Red Dawn 2 from coming out.
[01:21:37.068 --> 01:21:37.888]  We're good to go.
[01:21:55.373 --> 01:21:56.973]  I was hearing, oh, that can't come out.
[01:21:56.973 --> 01:21:58.794]  You can't criticize China.
[01:21:58.794 --> 01:22:00.914]  Whatever you do, just don't put China in it.
[01:22:00.914 --> 01:22:03.435]  And it wasn't just because they wouldn't allow the film to be in China.
[01:22:03.435 --> 01:22:05.475]  It's because they're buying everything up.
[01:22:05.475 --> 01:22:06.815]  This is globalism.
[01:22:06.815 --> 01:22:15.997]  Them ganging up militarily, corporately, culturally, and taking over the United States with corporate colonization and anchor babies.
[01:22:15.997 --> 01:22:17.897]  And I love Chinese people when they're American.
[01:22:17.897 --> 01:22:20.658]  They're hardworking, Americana, great, beautiful, wonderful people.
[01:22:22.182 --> 01:22:25.303]  The people they're sending over now with the anchor babies to get a U.S.
[01:22:25.303 --> 01:22:35.288]  citizen kid are admittedly part of a larger takeover plan, and our government has greased the skins for it, and we've got a major Chinese invasion on our hands, and that isn't rhetorical.
[01:22:35.288 --> 01:22:37.769]  It's textbook mega-massive 21st century
[01:22:39.150 --> 01:22:41.171]  Full spectrum dominance warfare.
[01:22:41.171 --> 01:22:45.794]  So of course they're telling us it's the Russians who are under the same attack trying to stabilize.
[01:22:45.794 --> 01:22:47.976]  Russia and the United States are under globalist attack.
[01:22:47.976 --> 01:22:54.380]  The globalists had control of the U.S., but they were about to fully chop the country's head off and put the shycoms basically in charge.
[01:22:54.380 --> 01:22:55.621]  Look at Davos two weeks ago.
[01:22:55.621 --> 01:22:57.001]  People aren't laughing now.
[01:22:57.001 --> 01:22:59.283]  They openly said, we will teach America.
[01:22:59.283 --> 01:23:00.684]  We will bring in world government.
[01:23:00.684 --> 01:23:03.646]  We will defeat Trump.
[01:23:03.646 --> 01:23:04.006]  You know what?
[01:23:05.799 --> 01:23:12.404]  Trump, there's been some talk about Trump blocking these mergers because it is a trust, a propaganda trust.
[01:23:12.404 --> 01:23:13.505]  I'm not even sure that's needed.
[01:23:13.505 --> 01:23:15.006]  We need to boycott Hollywood now.
[01:23:15.006 --> 01:23:20.009]  We need to picket these films, just like we did Machete that was funded by the White House to create racial division.
[01:23:20.009 --> 01:23:30.577]  And we need to point out the Communist Chinese are funding anti-American films, openly funding it, and openly showing sedition in America and trying to make our country fall.
[01:23:30.577 --> 01:23:31.918]  This is enemy propaganda.
[01:23:33.055 --> 01:23:38.697]  They won't even let films into China that are even pro-free market, or even talk about God.
[01:23:38.697 --> 01:23:56.324]  So they allow total censorship of their country, and now they're here trying to influence our election, and involve, and Trump needs an investigation of the Chinese, Communists, and the Saudi Arabians and others in our election, and we can send the people involved in the DNC to prison, and say, see, it wasn't the Russians.
[01:23:56.324 --> 01:23:58.325]  This is the normal course.
[01:23:58.325 --> 01:24:01.566]  Some MSM, dinosaur trader media, will say,
[01:24:02.574 --> 01:24:04.576]  The sky is green when it's blue, Alex.
[01:24:04.576 --> 01:24:05.817]  No, you can't do that.
[01:24:05.817 --> 01:24:07.779]  You're not allowed to do that.
[01:24:07.779 --> 01:24:10.181]  This isn't going to happen.
[01:24:10.181 --> 01:24:11.342]  There's no such thing.
[01:24:11.342 --> 01:24:12.843]  You're trying to be fascist.
[01:24:12.843 --> 01:24:14.265]  No, I'm calling for law to be enforced.
[01:24:16.564 --> 01:24:26.666]  We have the communist Chinese that the globalists have sold our jobs out to, and tried to position us to be their minions, stealing all our technology, openly trying to lecture us right now.
[01:24:26.666 --> 01:24:29.326]  That they own us and control us, it's sickening.
[01:24:29.326 --> 01:24:32.227]  And I've told you for years, who have they linked up with?
[01:24:32.227 --> 01:24:38.728]  The global central banks, the EU, the communist Chinese, and the Muslims.
[01:24:38.728 --> 01:24:43.169]  Led by Saudi Arabia and their dominant form of Wahhabist cult garbage.
[01:24:44.369 --> 01:24:50.355]  And they've all linked up against what's left of Europe, what's left of the UK, what's left of the US, and Australia.
[01:24:50.355 --> 01:24:56.341]  And for them, the globalists are making it race-based, because that's always a good operating system for tribalism.
[01:24:56.341 --> 01:24:58.363]  With China, it's race-based.
[01:24:58.363 --> 01:25:02.246]  With Latin America, they're trying to make it race-based, though most Latin Americans are rejecting it.
[01:25:02.246 --> 01:25:05.029]  With Africa, they're making it race-based, though most Africans are rejecting it.
[01:25:05.029 --> 01:25:05.389]  They are.
[01:25:06.050 --> 01:25:07.790]  But still, we have got a big battle.
[01:25:07.790 --> 01:25:14.192]  We ought to be thanking God for Trump and the fact that he sees this and understands this attack profile.
[01:25:14.192 --> 01:25:23.434]  And you ought to be getting this live transmission link and this archive when it comes out later today about the Communist Chinese plan to take over America with the Democrats to everyone you know.
[01:25:23.434 --> 01:25:29.336]  Remember Bill Ayers back in the 70s wanted to have Chinese come in and help run the death camps for Americans that came out in court?
[01:25:29.336 --> 01:25:32.357]  They were just thinking old-fashioned with physical Chinese.
[01:25:32.357 --> 01:25:33.957]  First, the propaganda rolls out.
[01:25:35.182 --> 01:25:42.068]  Alright, let's go to your phone calls to Zach, and Cindy, and James, and Kevin, and Blake, and others.
[01:25:42.068 --> 01:25:42.728]  Let's go to Blake.
[01:25:42.728 --> 01:25:44.149]  He says he disagrees from Texas.
[01:25:44.149 --> 01:25:44.970]  You're on the air, Blake.
[01:25:44.970 --> 01:25:48.353]  Welcome.
[01:25:48.353 --> 01:25:49.874]  Hey, Alex.
[01:25:49.874 --> 01:25:50.655]  Thanks for taking my call.
[01:25:50.655 --> 01:25:51.996]  Thanks.
[01:25:51.996 --> 01:25:55.779]  I disagree, not about the communist Chinese or Hollywood.
[01:25:55.779 --> 01:25:57.480]  I disagree with something you said yesterday.
[01:25:57.480 --> 01:26:01.363]  It was that you didn't want
[01:26:03.065 --> 01:26:03.786]  I don't know.
[01:26:19.528 --> 01:26:28.078]  I think it's just such a tremendous opportunity to be able to ask the President any kind of question, to be able to control the news cycle.
[01:26:28.078 --> 01:26:29.960]  I think it's a great opportunity.
[01:26:29.960 --> 01:26:33.244]  Well, I think you're taking out of context what I said, okay?
[01:26:33.244 --> 01:26:35.106]  A, we have to have the money.
[01:26:35.106 --> 01:26:38.410]  I've got people running around here saying, send me to Washington, send me to Washington.
[01:26:38.410 --> 01:26:39.211]  Well, do it on your own money!
[01:26:39.211 --> 01:26:39.771]  Go!
[01:26:39.771 --> 01:26:39.991]  Go now!
[01:26:40.532 --> 01:26:43.814]  I mean, actually for running an operation, I have to have real money.
[01:26:43.814 --> 01:26:46.195]  I have to actually then plan things out.
[01:26:46.195 --> 01:26:49.937]  I have to make sure who I send doesn't just, you know, screw off all day.
[01:26:49.937 --> 01:26:55.620]  I can't get basic operations I want to launch from older plans done, so I have to finish those.
[01:26:55.620 --> 01:26:58.141]  The world's full of ideas, not a lot of action.
[01:26:58.141 --> 01:27:01.163]  So I do agree we need to be there and ask real questions, and it's important.
[01:27:01.163 --> 01:27:05.405]  And I did criticize the fact that they're going to ABC and they're going to CNN first.
[01:27:05.405 --> 01:27:06.546]  Well, where's Breitbart?
[01:27:06.986 --> 01:27:08.267]  You know, Breitbart's important.
[01:27:08.267 --> 01:27:10.509]  So Bannon is in the White House.
[01:27:10.509 --> 01:27:11.369]  Who cares?
[01:27:11.369 --> 01:27:16.013]  There were tons of people from the media inside the Clinton and Obama White Houses and back and forth.
[01:27:16.013 --> 01:27:25.539]  So yes, I'm going to get around to try to figure out who we want to try to send up there to do that and to be in those press conferences.
[01:27:25.539 --> 01:27:28.001]  I told Paul Watson I think he's the best choice.
[01:27:28.001 --> 01:27:29.122]  That's who was recommended.
[01:27:29.122 --> 01:27:31.284]  I was like, hey, we like Paul Watson.
[01:27:31.284 --> 01:27:35.607]  So I've got to go through that process of doing that and of getting into those events.
