[00:00:07.065 --> 00:00:10.448]  Thursday, 27th.
[01:15:45.778 --> 01:15:51.323]  Would they let me then sit on their Central Banking Committee and manipulate their currency as he does on the New York Fed?
[01:15:51.323 --> 01:15:53.024]  I mean, that's the type of thing that we're looking at.
[01:15:53.024 --> 01:15:55.106]  But when you talked about Vault 7...
[01:15:56.425 --> 01:16:03.011]  And we see that the government is coming in there and able to directly then try to electronically shut us down.
[01:16:03.011 --> 01:16:05.333]  So they try to shut us down by economics.
[01:16:05.333 --> 01:16:08.075]  They try to shut us down electronically.
[01:16:08.075 --> 01:16:12.819]  But I think it's very interesting when we look at the Vault 7 situation, we now have
[01:16:14.209 --> 01:16:23.014]  We have have a reversal from the Trump administration where they were saying hey this is great we got this information from WikiLeaks and of course that wasn't secure information that was there.
[01:16:23.014 --> 01:16:27.576]  That was information about the DNC and Hillary's emails and so forth and so on.
[01:16:27.576 --> 01:16:39.023]  Many people have said that those WikiLeaks said that they got that handed to them by people inside the DNC that were upset about the election being hacked against Bernie Sanders.
[01:16:39.023 --> 01:16:41.244]  Then people who were consultants for
[01:16:41.964 --> 01:16:49.970]  The DNC, who were being paid by the DNC, said, no, no, this was hacked, it was stolen from us by the Russians, and so tried to get the FBI involved in that.
[01:16:49.970 --> 01:17:06.643]  Nevertheless, when we look at this, Mr. Jasper, the Vault 7 stuff was, I've seen publications, I'm not sure about this, but the CIA is very upset about this, they want to go after Wicked Leaks, they say we've got to stop these kinds of attacks, and yet that information, I don't think, is classified or copyrighted.
[01:17:07.023 --> 01:17:16.973]  Because I've seen people argue that if it was classified, and they put that on your computer, then the CIA themselves could be prosecuted for releasing secrets.
[01:17:16.973 --> 01:17:19.515]  And if they copyrighted it, then everybody would know what it is.
[01:17:19.515 --> 01:17:24.140]  But everybody knows what it is now anyway, and the people who work with them, like Google, don't want to fix it.
[01:17:25.342 --> 01:17:41.009]  Right, and so that's this nebulous world that we're in right now, where the powers that be and those that are exercising these huge powers within the intelligence agencies, without oversight from Congress,
[01:17:41.929 --> 01:17:56.243]  And again, it gets back to Congress abdicating responsibility, and Congress has abdicated responsibility because too many American citizens have abdicated their responsibility to insist that Congress monitor these things.
[01:17:56.243 --> 01:18:02.449]  Not just the intelligence agencies, but all of the regulatory agencies that they have created and allowed to run amok.
[01:18:05.091 --> 01:18:14.496]  That's a very good point that you make about the Vault 7 marble and the other things that have come out in Vault 7.
[01:18:14.496 --> 01:18:21.139]  The CIA and NSA are in a rather difficult position here because they can't have it both ways.
[01:18:21.139 --> 01:18:26.641]  They can't say that it's classified and therefore those who have received it should be prosecuted.
[01:18:28.582 --> 01:18:37.664]  If they're putting it on other people's computers and they can't just say that it's copyrighted and prosecute you for violating copyright either.
[01:18:37.664 --> 01:18:42.726]  You know, it's interesting, as I said, we've got so many different ways in which they're coming after us.
[01:18:42.726 --> 01:18:44.106]  It's because it's been effective.
[01:18:44.106 --> 01:18:50.967]  The internet has allowed us to get this information out and it's allowed people to talk about things that were always censored.
[01:18:50.967 --> 01:18:52.248]  You know, when we talk about censorship,
[01:18:53.488 --> 01:18:56.529]  They can be what is chosen to be discussed.
[01:18:56.529 --> 01:19:01.470]  You and I both remember when we just had ABC, CBS and NBC as the nightly news.
[01:19:01.470 --> 01:19:04.231]  And they would all talk about exactly the same issues.
[01:19:04.231 --> 01:19:06.391]  And of course they all had the same take on it.
[01:19:06.391 --> 01:19:09.892]  You know, the CIA, Operation Mockingbird was helping them with that, okay?
[01:19:09.892 --> 01:19:14.493]  But they would talk about the same issues, they would have the same perspective on those same issues.
[01:19:14.873 --> 01:19:19.576]  So to have a different perspective, to bring up different issues is what they cannot stand.
[01:19:19.576 --> 01:19:23.419]  And so they're coming at us bureaucratically with regulations over the internet.
[01:19:23.419 --> 01:19:30.223]  They're coming after us economically by stopping ads and other things like that, lawsuits.
[01:19:30.223 --> 01:19:44.753]  They're coming after us with hacks and shutting us down in the sense that, and you can make that analogy as to an old style western town where the newspaper is not printing what the boss hog mayor wants and they come in and they bust up the printing press.
[01:19:44.913 --> 01:19:50.360]  I mean, that's really what they're trying to do, that kind of thuggish tactic, and then intimidating the distribution.
[01:19:50.360 --> 01:19:52.162]  So there's many ways that they're attacking us.
[01:19:52.162 --> 01:19:52.623]  Stay with us.
[01:19:52.623 --> 01:19:58.991]  When we come back, I want to get your comments now on what's going on with the UN about a constitutional declaration of war.
[01:19:58.991 --> 01:20:00.393]  What is Trump doing?
[01:20:00.393 --> 01:20:01.774]  Is he doing a complete reversal?
[01:20:01.774 --> 01:20:02.175]  Stay with us.
[01:20:02.355 --> 01:20:14.666]  Communities aging water infrastructure systems are very likely to be contaminated with heavy metals like lead, disinfection chemicals like ammonia, chlorine and chloramines, and pharmaceuticals like statins, pain meds and antidepressants.
[01:20:14.666 --> 01:20:18.889]  And no, water treatment plants are not equipped to filter these pharmaceutical toxins out.
[01:20:18.889 --> 01:20:22.712]  Protect your family's water supply with a trusted Big Berkey Water Filter.
[01:20:22.712 --> 01:20:28.978]  New NSF EPA certified lab tests show Big Berkey Water Filters remove chloramines, pharmaceuticals, BPA,
[01:20:29.258 --> 01:20:33.701]  Pesticides, bacteria and viruses, all forms of fluoride and much more.
[01:20:33.701 --> 01:20:37.203]  Big Berkey Water Filters are the original and most trusted on the market.
[01:20:37.203 --> 01:20:39.425]  The gold standard in water purification.
[01:20:39.425 --> 01:20:42.927]  And our filters last for years at less than two cents per gallon.
[01:20:42.927 --> 01:20:43.628]  Big Berkey.
[01:20:43.628 --> 01:20:46.710]  The one powerful enough to purify stagnant pond water.
[01:20:46.710 --> 01:20:48.371]  Get your Big Berkey today.
[01:20:48.371 --> 01:20:50.272]  Call 1-877-99-BERKEY or click BigBerkeyWaterFilters.com.
[01:20:50.272 --> 01:20:50.952]  That's 1-877-99-BERKEY.
[01:20:50.952 --> 01:20:52.113]  Big Berkey Water Filters.
[01:20:52.113 --> 01:20:52.994]  For the love of clean water.
[01:21:00.599 --> 01:21:08.426]  I want to encourage all of you to remember how high the stakes really are right now in the battle for freedom, and the information war is paramount.
[01:21:08.426 --> 01:21:19.595]  That's why it's more important than ever that you spread the word about InfoWars.com and send out the links so people can watch the free feeds and get the free podcast and download the free iPhone and Android apps at InfoWars.com forward slash show.
[01:21:19.895 --> 01:21:24.498]  It is critical that we be able to email you when we're being cyber attacked or shut down.
[01:21:24.498 --> 01:21:28.421]  Sign up to get our email alerts at InfoWars.com forward slash newsletter.
[01:21:28.421 --> 01:21:33.165]  And finally, we have launched our new free app at InfoWars.com forward slash app.
[01:21:33.165 --> 01:21:34.906]  You can download it on iPhone and Android.
[01:21:35.206 --> 01:21:35.846]  We're good to go.
[01:22:00.394 --> 01:22:02.355]  Heart disease is on the rise.
[01:22:02.355 --> 01:22:07.676]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you.
[01:22:07.676 --> 01:22:09.256]  But the symptoms are there.
[01:22:09.256 --> 01:22:17.598]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[01:22:17.598 --> 01:22:23.299]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[01:22:23.479 --> 01:22:25.301]  My blood pressure has normalized.
[01:22:25.301 --> 01:22:27.463]  My diabetes has totally improved.
[01:22:27.463 --> 01:22:31.967]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[01:22:31.967 --> 01:22:34.169]  I recommend Heart and Body Extract to everyone.
[01:22:34.169 --> 01:22:41.976]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[01:22:42.056 --> 01:22:44.639]  Order your two-month supply today by calling 866-295-5305.
[01:22:44.639 --> 01:22:45.320]  That's 866-295-5305.
[01:22:45.320 --> 01:22:46.461]  Or order online at HBextract.com.
[01:22:46.461 --> 01:22:47.483]  Heart and Body Extract, 866-295-5305.
[01:22:47.483 --> 01:22:48.183]  Or HBextract.com.
[01:22:59.517 --> 01:23:05.079]  This is the story of the shaving company called Harry's, in an epic battle of David versus Goliath.
[01:23:05.079 --> 01:23:07.460]  In the early 1980s, a child was born.
[01:23:07.460 --> 01:23:08.401]  Two of them, actually.
[01:23:08.401 --> 01:23:10.461]  Their names were Jeff and Andy.
[01:23:10.461 --> 01:23:14.823]  Time went by, they developed facial hair, and one day, something happened.
[01:23:14.823 --> 01:23:16.924]  Andy got ripped off buying overpriced razors.
[01:23:17.384 --> 01:23:21.348]  So they decided to start their own shaving company and fix shaving once and for all.
[01:23:21.348 --> 01:23:30.258]  They hired the best designers, they bought a 95-year-old German blade factory, and they started selling high-quality razors online with no upcharging direct to customers.
[01:23:30.258 --> 01:23:32.600]  How did the overpriced razor company respond?
[01:23:32.600 --> 01:23:34.122]  By threatening to sue their pants off.
[01:23:34.782 --> 01:23:35.423]  Don't worry.
[01:23:35.423 --> 01:23:40.946]  Jeff and Andy have plenty of pants and a relentless dream to give all guys a great shave at a great price.
[01:23:40.946 --> 01:23:42.267]  Try Harry's free.
[01:23:42.267 --> 01:23:47.831]  They'll send you a razor with five German blades, foaming shave gel, and even a travel blade cover when you sign up.
[01:23:47.831 --> 01:23:48.852]  Just cover shipping.
[01:23:48.852 --> 01:23:51.714]  Plus, get a free post-shave balm at checkout with code 9797.
[01:23:51.714 --> 01:23:53.996]  That's harrys.com, code 9797 to get your free trial set.
[01:24:09.404 --> 01:24:15.408]  Welcome back to the Alex Jones Show!
[01:24:15.408 --> 01:24:17.530]  I'm David Knight and we're talking to William F. Jasper.
[01:24:17.530 --> 01:24:21.794]  He is the senior editor of the New American publication of the John Birch Society.
[01:24:21.794 --> 01:24:25.957]  We were talking in the last segment about an extended
[01:24:26.986 --> 01:24:38.593]  A series of articles that they did, something that they usually do the extended articles just on the magazine that you can get on a bi-monthly basis, but they put this one online because it's very important what's happening to the First Amendment.
[01:24:38.593 --> 01:24:43.256]  And you know, it seems like yesterday that Matt Drudge was here, but it was back on October 6, 2015.
