[00:00:03.197 --> 00:00:03.819]  It's Friday.
[01:06:20.921 --> 01:06:23.042]  Run on for a long time.
[01:06:23.742 --> 01:06:26.123]  Sooner or later gotta cut you down.
[01:06:26.744 --> 01:06:29.185]  Sooner or later gotta cut you down.
[01:06:30.205 --> 01:06:34.027]  We are back live ladies and gentlemen and we're broadcasting worldwide.
[01:06:34.147 --> 01:06:36.168]  You know we have an amazing digital
[01:06:37.328 --> 01:06:40.589]  Phone system that can take 50 calls at a time.
[01:06:40.609 --> 01:06:43.830]  One time we got 24,000 calls during a show.
[01:06:43.850 --> 01:06:45.691]  So you can digitally see how many hit it.
[01:06:46.151 --> 01:06:47.471]  But computers crash!
[01:06:48.251 --> 01:06:50.032]  So we had like 20 people on the line.
[01:06:50.052 --> 01:06:52.293]  So I'm gonna be taking your calls this hour and next.
[01:06:52.793 --> 01:06:54.653]  And so it just it dumped you all.
[01:06:54.673 --> 01:06:55.374]  We had to reboot it.
[01:06:55.414 --> 01:06:55.914]  It froze up.
[01:06:56.414 --> 01:07:00.015]  So call back in 877-789-ALEX.
[01:07:00.055 --> 01:07:01.275]  But only if you were already online.
[01:07:01.335 --> 01:07:02.936]  Please folks let folks get in that were already there.
[01:07:03.236 --> 01:07:04.757]  We'll get you back on and get to you.
[01:07:04.777 --> 01:07:05.357]  Sorry about that.
[01:07:05.377 --> 01:07:05.877]  It happens like
[01:07:07.387 --> 01:07:08.528]  Once a year, it just happened.
[01:07:08.868 --> 01:07:10.469]  So the phone system got cut down.
[01:07:10.810 --> 01:07:14.953]  Sooner or later, they're going to cut the phone system down.
[01:07:14.973 --> 01:07:15.293]  877-789-ALEX.
[01:07:16.054 --> 01:07:19.096]  Think about being in an airplane where the pilots hardly know how to fly.
[01:07:20.537 --> 01:07:25.281]  As it's starting to happen, because everything's so automated on cruise control.
[01:07:25.301 --> 01:07:27.483]  I mean, that's a fact.
[01:07:27.623 --> 01:07:31.286]  Self-driving cars, self-flying airplanes.
[01:07:32.492 --> 01:07:38.134]  And now, when those systems go out, they have much higher rates of crashes landing and taking off.
[01:07:38.154 --> 01:07:39.335]  There's big studies showing it.
[01:07:40.315 --> 01:07:45.437]  Where, yeah, you use a calculator all the time, you forget how to do math.
[01:07:46.318 --> 01:07:49.899]  You watch porn all the time, you forget how to actually go out and date a real woman.
[01:07:50.460 --> 01:07:52.320]  I mean, all of this is handicapping us.
[01:07:52.480 --> 01:07:53.801]  All of this is dehumanizing us.
[01:07:54.101 --> 01:07:58.363]  And I'm not saying, hey, it'd be great in a car to have self-driving and click it on and it can
[01:07:59.517 --> 01:08:01.559]  You know, driving while you take care of business calls or whatever.
[01:08:02.039 --> 01:08:03.721]  But then you don't know how to drive a car anymore.
[01:08:03.741 --> 01:08:05.402]  And then they go, oh, computers are better than you.
[01:08:05.662 --> 01:08:06.883]  Humans can't drive cars.
[01:08:07.224 --> 01:08:18.013]  And now you're in the cage of, in the name of the nanny state, Isaac Asimov's iRobot meets
[01:08:19.687 --> 01:08:20.509]  Demolition Man!
[01:08:20.910 --> 01:08:22.433]  That's really their plan!
[01:08:23.075 --> 01:08:29.349]  And then I've seen the self-driving buses in Germany, and the new ones they've got in Dubai, and they go like 10 miles an hour?
[01:08:31.496 --> 01:08:35.519]  And you're giving the globalists that are in control of the robots, they're getting all the control.
[01:08:35.799 --> 01:08:44.965]  And I know everybody knows this, but the technocrats call themselves technocrats, they call themselves authoritarian, and they say it's okay because our computers are going to manage it.
[01:08:45.386 --> 01:08:51.069]  What healthcare you get, your carbon credits, what you get allotted, where you can go, what you can do.
[01:08:52.250 --> 01:08:54.172]  And that's coming up after I take your calls.
[01:08:54.960 --> 01:08:58.162]  And after we talk to Roger Stone, it's coming up later in the hour.
[01:08:58.502 --> 01:09:00.983]  I've got to spend a couple segments on this though, so maybe next hour.
[01:09:01.403 --> 01:09:02.864]  It's up on Infowars.com.
[01:09:03.785 --> 01:09:04.665]  Nazi whispers.
[01:09:05.385 --> 01:09:09.708]  Dutch government official tells man with Down syndrome how expensive he is.
[01:09:09.788 --> 01:09:12.089]  And I got so angry this morning watching this.
[01:09:13.519 --> 01:09:18.540]  Because they're talking to this nice fellow with Down Syndrome and he's very, you know, genteel and friendly and nice.
[01:09:19.621 --> 01:09:23.702]  And you'd tell he probably would have like a 200 IQ if he didn't have the extra chromosomes.
[01:09:23.742 --> 01:09:27.243]  He's very smart for, you know, cognitively for a fellow that has Down Syndrome.
[01:09:28.083 --> 01:09:32.364]  But what they lack in that they have in strength and spirit and, you know, being funny and a lot of other things.
[01:09:32.744 --> 01:09:35.345]  As anybody that's been around these great people knows.
[01:09:36.825 --> 01:09:38.426]  And they just are very condescending to him.
[01:09:38.446 --> 01:09:39.166]  Very condescending.
[01:09:40.756 --> 01:09:43.657]  Western Europeans and Northern Europeans, because of the Ice Age, are very communal.
[01:09:45.238 --> 01:09:47.919]  And are very into the bigger group and order.
[01:09:48.399 --> 01:09:51.320]  But then Hitler comes along and they follow orders, things don't go too well.
[01:09:51.680 --> 01:09:53.620]  Get nice people in charge, things go very well.
[01:09:54.001 --> 01:10:03.764]  But you know, you get into Northern Europe and areas, I mean, you get countries where they're like 90% socialist basically, like 90% of your money goes to the government.
[01:10:04.673 --> 01:10:06.293]  They can really use that to abuse people.
[01:10:06.313 --> 01:10:07.534]  Look at the Stockholm Syndrome.
[01:10:07.554 --> 01:10:08.134]  Look at all this.
[01:10:08.534 --> 01:10:11.715]  And they just condescend to him about, hey, you cost a lot of money, bro.
[01:10:11.935 --> 01:10:13.175]  Well, so does having people.
[01:10:13.235 --> 01:10:13.855]  So does life.
[01:10:14.075 --> 01:10:15.316]  You have kids, they might die.
[01:10:16.216 --> 01:10:26.038]  They're going to go into all the genomes by law and edit out any problems saying we have global health care, you can't cost other people stuff, and then that's the gene editing that's already here and they admit it.
[01:10:26.298 --> 01:10:28.599]  Just like I told you 20 years ago when they bring in self-driving cars.
[01:10:30.216 --> 01:10:35.840]  When they bring those in, which they're already doing, they're gonna say, you're not safe anymore, you gotta pay more insurance as a human driver.
[01:10:36.460 --> 01:10:37.961]  They're gonna use it to track and control you.
[01:10:38.241 --> 01:10:40.142]  And then they're gonna push you off the roads entirely.
[01:10:40.162 --> 01:10:50.449]  Then they're gonna say, we don't need humans anymore, everything's done by robots and computers, and the computers say, this certain group of people are worthless, and they've been made worthless and domesticated by the...
[01:10:51.149 --> 01:10:57.455]  Technocracy buy the program to keep people not outside playing or playing sports, but inside watching TV.
[01:10:57.695 --> 01:11:01.278]  The technocracy admits it's a plan to insert you into a matrix.
[01:11:01.978 --> 01:11:10.666]  This is the mop-up crew to get rid of humanity, run by globalists that think they're a new species and are going to merge the machines as aliens and get rid of us.
[01:11:11.366 --> 01:11:13.548]  And the news is going to say, I say aliens are doing this.
[01:11:13.648 --> 01:11:13.849]  No.
[01:11:14.229 --> 01:11:18.693]  Genetic engineering, human-animal hybrids, human-machine hybrids are aliens to the planet.
[01:11:19.053 --> 01:11:24.494]  The globalists believe they're going to create a new species and exterminate us because they're satanic.
[01:11:24.654 --> 01:11:29.915]  They're powered by an off-world force that is on this planet now, programming us to kill each other.
[01:11:30.135 --> 01:11:30.975]  That's what it is!
[01:11:31.895 --> 01:11:32.756]  The Bible's right!
[01:11:33.876 --> 01:11:37.016]  Everything we get technologically is meant to enslave us now.
[01:11:37.937 --> 01:11:38.997]  Not the technology's bad.
[01:11:39.337 --> 01:11:41.897]  Everything they're deploying is evil.
[01:11:44.078 --> 01:11:45.238]  Everything they're putting out
[01:11:46.480 --> 01:11:47.381]  is dehumanizing.
[01:11:47.521 --> 01:11:48.542]  Every metric shows it.
[01:11:48.762 --> 01:11:50.944]  The cancer rates, the brainwaves are lowering.
[01:11:51.145 --> 01:11:55.749]  We are dying in an unnatural environment we've been put into.
[01:11:56.790 --> 01:11:57.991]  Just like you're on a Mars mission.
[01:11:58.151 --> 01:12:09.823]  They said the Terrans, when they get to Mars, won't be able to walk for a few weeks till they start trying to exercise because there's not enough gravity on the spaceship.
[01:12:12.315 --> 01:12:14.316]  The cell phones are eating your brain.
[01:12:14.677 --> 01:12:15.938]  They are giving you cancer.
[01:12:16.118 --> 01:12:30.288]  We're going to go to break, come back to Roger Stone, get into the other big subjects, but do you understand that I know all this because The Globalist wrote about it in books and publications 30, 40, 50 years ago, and I made films about it, and now it's all over the news they're saying this.
[01:12:32.850 --> 01:12:35.032]  So Roger Stone's going to join us on the big breaking news.
[01:12:36.175 --> 01:12:40.337]  On the other side of the break, exclusive prominent lawyers sought donor cash for Trump accusers.
[01:12:40.618 --> 01:12:46.501]  And I know a lot of you go, yeah Alex, we already heard Roger six months ago, and we heard you months ago, and we heard Bill O'Reilly on, you know, Tuesday.
[01:12:46.521 --> 01:12:47.581]  Yeah, we know this.
[01:12:48.542 --> 01:12:51.544]  No, we forced mainstream media to report, and now the dam's gonna break.
[01:12:53.305 --> 01:12:54.325]  Now the dam's gonna break.
[01:12:55.746 --> 01:13:02.450]  Of the women that taped being offered money, and then the women are gonna come forward and say, he didn't, he was a total gentleman?
[01:13:03.393 --> 01:13:06.055]  He was totally nice to me all the years I worked for him and the times I saw him.
[01:13:06.936 --> 01:13:08.117]  He did tell me I was gorgeous.
[01:13:09.638 --> 01:13:10.799]  He bought me Christmas presents.
[01:13:11.780 --> 01:13:15.723]  He found out that my mother broke her hip and had some big bills and he gave me a $20,000 bonus.
[01:13:15.763 --> 01:13:16.364]  My God!
[01:13:16.604 --> 01:13:17.725]  This guy's an angel!
[01:13:22.869 --> 01:13:27.113]  But see... It's just incredible.
[01:13:30.103 --> 01:13:32.184]  So we're going to come back on the other side of the Roger Stone.
[01:13:32.725 --> 01:13:33.185]  Here's the deal.
[01:13:34.186 --> 01:13:43.252]  If you want me to fight the globalists, and I'm not putting pressure on you, I'm saying, you want us to take the globalists on, I will hire more correspondents, more reporters, just like I've been doing.
[01:13:43.312 --> 01:13:47.835]  Roger Stone, all this new crew we're getting, all the new shows, we'll go 20, 24 hours a day.
[01:13:47.895 --> 01:13:49.496]  We will expand the face of the globalists.
[01:13:49.776 --> 01:13:50.737]  We will never stop.
[01:13:51.638 --> 01:13:55.240]  But we need you to spread the articles, the videos, because they admit they're censoring us and trying to block.
[01:13:55.660 --> 01:13:56.821]  We need you to buy the products.
[01:13:56.861 --> 01:13:58.963]  We need you to say, hey, I'm not going to fight the crowds, I'm not going to
[01:13:59.980 --> 01:14:01.041]  Deal with all the traffic.
[01:14:01.101 --> 01:14:02.943]  I'm not gonna get, you know, black circles around my eyes.
[01:14:02.983 --> 01:14:03.403]  Deal with all this.
[01:14:03.664 --> 01:14:05.365]  No, I'm just, I'm not gonna even have to wrap stuff.
[01:14:07.087 --> 01:14:14.234]  Because you can even, you know, pay for it online at InfoWareStore.com and tell us where you want it to go and even put the, on, you know, in a comment on the receipt.
[01:14:14.895 --> 01:14:15.635]  You know, to who it's going to.
[01:14:15.655 --> 01:14:18.238]  Hey, this is from Uncle Al or this is from your mom or whatever.
[01:14:18.478 --> 01:14:20.520]  Or if you want to get it to your house and give it locally, that's fine too.
[01:14:20.540 --> 01:14:23.323]  But if people will just go get a t-shirt or go get a...
[01:14:24.926 --> 01:14:27.428]  The Mark Dice book, exposing how the whole fake news works.
[01:14:27.448 --> 01:14:28.629]  It's a really good new book he's got.
[01:14:29.369 --> 01:14:31.371]  I think somebody took it out of here.
[01:14:31.391 --> 01:14:32.572]  You can tell when a book's going to be hot.
[01:14:33.052 --> 01:14:34.793]  Everybody's asking for copies around the office.
[01:14:34.813 --> 01:14:35.854]  I'm like, sure, here's your Christmas present.
[01:14:36.174 --> 01:14:40.377]  By the way, I'm signing all the first 500, but I want to sell tens of thousands of these, so that's going to go quick.
[01:14:41.598 --> 01:14:42.899]  The True Story of Fake News.
[01:14:42.979 --> 01:14:44.100]  Infowarstore.com.
[01:14:44.440 --> 01:14:45.241]  Get them today.
[01:14:46.262 --> 01:14:51.105]  But all I'm asking is, please, just commit and realize our supplements are the very best.
[01:14:51.485 --> 01:14:52.026]  They're incredible.
[01:14:53.015 --> 01:14:53.916]  We've got new ones out.
[01:14:53.936 --> 01:14:55.177]  We've got new probiotics out.
[01:14:55.197 --> 01:14:57.558]  We've got so many great new products available.
[01:14:57.918 --> 01:14:58.939]  Infowarsstore.com or 888-253-3139.
[01:14:58.979 --> 01:14:59.920]  Now, Shelforce!
[01:15:06.431 --> 01:15:08.312]  Is a similar formula to DNA Force.
[01:15:08.812 --> 01:15:10.692]  That's from another major national distributor.
[01:15:11.352 --> 01:15:13.953]  And I'm able to get it for less money.
[01:15:14.113 --> 01:15:14.573]  That's what it is.
