[00:00:07.577 --> 00:00:08.577]  Paul Watson reports.
[01:40:48.167 --> 01:40:56.076]  But in order to bring the robots in our life, they turn the humans into the robots.
[01:40:56.517 --> 01:41:09.151]  And that is why they try to cut any kind of links and ties with the normal human traditions, with the religious world vision,
[01:41:09.511 --> 01:41:19.204]  With normal gender, sexes, and all kinds of what makes us human.
[01:41:19.284 --> 01:41:27.735]  Because we are human because we belong to some community, traditional community, organic, historical community.
[01:41:28.615 --> 01:41:43.422]  So, and when the liberals, they try to cut all these ties, and after that, because the humans will be already robots, or completely identic with robots,
[01:41:43.622 --> 01:42:01.806]  They could be easily replaced by natural... Exactly, they're preparing us, in their own words, to interface with a system that's designed to destroy us, but they're going to tell us that we're about to transcend, but first they have to make the world so ugly and incentivize us joining with their system.
[01:42:02.166 --> 01:42:07.927]  That's why they want to put us into an artificial system first, so that we don't recognize by increments that we're being killed.
[01:42:08.895 --> 01:42:16.138]  Exactly, and they accuse us to be conservative, archaic, because we defend natural values.
[01:42:16.458 --> 01:42:25.121]  Because for them, nature is something that should be overcome, that should be controlled, should be destroyed finally.
[01:42:25.701 --> 01:42:31.503]  And forced political theory, it is a kind of superstructure.
[01:42:32.103 --> 01:42:45.690]  Over this natural protest, over this populist revolt, because this revolt, it is on the base of the feelings that something is going wrong.
[01:42:45.890 --> 01:42:55.575]  And first political theory tries to clear the way, the vision for the future, because that is a danger.
[01:42:55.795 --> 01:43:00.998]  When we begin to struggle against liberalism, we very easily
[01:43:00.998 --> 01:43:08.983]  Precisely we are going to the old and ineffective alternative as communism or fascism.
[01:43:09.263 --> 01:43:19.010]  So we need to create, to imagine new kind of anti-liberalism that shouldn't be communist or fascist.
[01:43:19.050 --> 01:43:28.096]  That is the essence of Ford's political theory and that is precisely, as you have said, the only way to save the human
[01:43:30.877 --> 01:43:44.685]  But we have on our side the absolute majority of humanity, but in the political globalist elite we are a minority.
[01:43:44.985 --> 01:43:51.469]  So the people like Vladimir Putin or Donald Trump are minorities.
[01:43:52.290 --> 01:44:00.618]  That's in the political circles that represent absolute majority of the humanity.
[01:44:00.918 --> 01:44:08.386]  We have a minority in government and power structures, a majority in the people worldwide know prima facie common sense.
[01:44:08.406 --> 01:44:09.267]  Let me ask you this then.
[01:44:10.438 --> 01:44:19.005]  I mean, basically, it's a pro-human movement, but the globalists call themselves the humanists, but really, they're trying to end humanity in their own admissions.
[01:44:19.365 --> 01:44:31.194]  So, I mean, it's almost like we need a real pro-human movement, and it's going to become clearer as they try to displace us with robots, with machines, that this is just a group of crazy people.
[01:44:32.398 --> 01:44:39.541]  So, that is very important thing, because we need to revise what human is.
[01:44:40.001 --> 01:44:58.728]  Now the human is in the center of discussion, because the continuation of the same global strategy will signify in the next time, in the very, very near time to all the humanity, the end of the human.
[01:44:59.268 --> 01:45:11.353]  And the idea of globalists, they try to replace the humanity by post-human, by trans-humanity without noticing that.
[01:45:11.753 --> 01:45:14.494]  The idea is that there are no witnesses.
[01:45:14.894 --> 01:45:30.579]  There is a process, a so-called natural process, the progress, development and so on, that is something that is going by itself, that is not artificial, that is normal, that is natural.
[01:45:30.919 --> 01:45:35.300]  But that is not normal and that is not natural.
[01:45:35.540 --> 01:45:38.721]  That is the kind of deliberate strategy
[01:45:39.801 --> 01:45:44.942]  And they try to eliminate the witnesses.
[01:45:45.122 --> 01:45:50.643]  I think that Putin and Trump are two witnesses of what is going on.
[01:45:51.403 --> 01:45:54.184]  And they represent the peoples.
[01:45:54.764 --> 01:45:57.724]  And they are encircled by globalists.
[01:45:57.864 --> 01:46:05.986]  The situation you have described in your show when Trump is encircled by deep state groups or globalists,
[01:46:08.288 --> 01:46:17.117]  So, if we represent Russia as full-scale Putin's rule, it is not correct.
[01:46:17.457 --> 01:46:22.462]  Putin is isolated in the personality, encircled.
[01:46:24.463 --> 01:46:40.487]  Because they're weak, because top globalists will threaten, they'll get your family, they'll anything, and most people are cowards and go along with it, and in closing...
[01:46:42.372 --> 01:46:43.873]  That's good.
[01:46:44.193 --> 01:46:52.019]  There have been groups that have always tried to dominate and totally enslave humanity and now they've got the machines they believe they can do it because they want to play God.
[01:46:52.559 --> 01:46:59.684]  They don't like the fact, these psychopaths, that other humans aren't totally controllable and seek for freedom like a plant seeks the sun.
[01:47:00.365 --> 01:47:05.609]  And so that's why they want to end humanity because they believe we're incompatible with their vision.
[01:47:06.029 --> 01:47:08.371]  This is the main issue and I look at the traitors
[01:47:09.417 --> 01:47:09.557]  That's
[01:47:28.604 --> 01:47:32.026]  Their ancestors, their very genetics, cry out to resist it?
[01:47:32.347 --> 01:47:44.975]  What are these people missing that know this is an evil master plan and join it believing they're winners when it's obviously so anti-human and is a lie and they're conning themselves?
[01:47:45.216 --> 01:47:47.277]  The only way to win is to fight this.
[01:47:47.637 --> 01:47:48.458]  They're delusional.
[01:47:48.698 --> 01:47:49.899]  Why don't they understand that?
[01:47:51.454 --> 01:47:58.718]  Their idea, the idea of globalists, of what is human, is completely wrong.
[01:47:58.938 --> 01:48:09.404]  But now, little by little, they already stopped to appeal to the humanism, and they appeal to post-humanism.
[01:48:09.684 --> 01:48:11.285]  More transhumanism.
[01:48:11.385 --> 01:48:16.647]  It is more in the mood of the progress.
[01:48:17.127 --> 01:48:20.089]  So the humanism belongs to us.
[01:48:20.449 --> 01:48:31.014]  And they use this world rarely now because humanism is too limited.
[01:48:31.434 --> 01:48:31.995]  Absolutely.
[01:48:32.335 --> 01:48:34.557]  It's always the same.
[01:48:34.878 --> 01:48:40.744]  The spirit that possesses them says, kill humanity and I'll give you the keys to everything.
[01:48:47.170 --> 01:48:50.412]  When we've already been given the keys by God, but we have to go through the steps.
[01:48:50.992 --> 01:48:53.494]  And it's pure evil we're facing.
[01:48:54.174 --> 01:48:58.296]  But the good news is I believe humanity is beginning to awaken from a great slumber.
[01:48:58.376 --> 01:49:00.878]  I think a new turning is happening.
[01:49:01.478 --> 01:49:04.000]  Just in brief, Alexander, do you agree with that?
[01:49:04.040 --> 01:49:05.040]  Dr. Alexander Dugan.
[01:49:05.421 --> 01:49:07.081]  And then I want to invite you back for a full hour.
[01:49:07.102 --> 01:49:13.025]  You can send us exhibits if you'd like to do a whole walkthrough of your book, The Fourth Political Theory, and share more with us.
[01:49:13.285 --> 01:49:16.367]  But just where would you say we are in this fight, briefly?
[01:49:17.765 --> 01:49:35.812]  So, I think that now the idea, the image of the defender that represents the final obstacle to Antichrist to come, it is a very good sign of our struggle.
[01:49:36.192 --> 01:49:46.256]  And in that situation, there is no difference between the West and the East, between Europe and Asia, between the United States and Russia.
[01:49:46.596 --> 01:49:50.220]  We are all in the same, in the same struggle.
[01:49:50.340 --> 01:49:56.366]  It is first of all spiritual struggle, that is the struggle for the meaning of what is human.
[01:49:56.526 --> 01:50:06.296]  Because they have usurped, they've made usurpation of the meaning, the semantic core of what is human.
[01:50:07.056 --> 01:50:09.279]  That's right, they're assaulting the very core of that.
[01:50:09.679 --> 01:50:11.140]  But it shows how alien this is.
[01:50:11.180 --> 01:50:16.481]  And the great litmus test is someone for life, is someone a lover of humanity, or is someone a hater of it?
[01:50:16.921 --> 01:50:22.323]  And we have to understand that that is the litmus test for any of these people.
[01:50:22.503 --> 01:50:24.324]  Are they traditionalist?
[01:50:24.624 --> 01:50:28.585]  Because you'll always notice Antichrist's spirit is always anti-traditionalist.
[01:50:28.925 --> 01:50:31.866]  It's always trying to twist what humanity is.
[01:50:32.306 --> 01:50:35.107]  Alexander Dugan, thank you so much, doctor, for joining us.
[01:50:35.167 --> 01:50:36.788]  I look forward to speaking to you again soon.
[01:50:39.781 --> 01:50:46.425]  All right, ladies and gentlemen, Mike Cernovich, to give us a preview of what's coming up in the fourth hour, joins us on the other side of this quick break.
[01:50:46.965 --> 01:50:51.788]  I'm telling you, ladies and gentlemen, what Dugan and others are pointing out is the heart of this.
[01:50:52.188 --> 01:50:57.971]  We're in a struggle for our very humanity, not just our individual humanity, but our collective humanity.
[01:50:58.151 --> 01:51:01.293]  Don't you feel your soul crying out against this evil?
[01:51:03.934 --> 01:51:16.066]  Since the time of Hippocrates, the father of modern western medicine, in 420 BC, the ancients have marveled at the power of whey protein from milk and cheese.
[01:51:16.246 --> 01:51:23.614]  That's why I'm so proud to announce the latest addition to the InfoWars Life family, true whey protein from InfoWars Life.
[01:51:23.954 --> 01:51:29.880]  It's produced right here in the United States of America under the strictest high-quality organic conditions.
[01:51:30.460 --> 01:51:37.187]  Our True Whey Protein from InfoWars Life contains a whopping 20 grams of protein per serving.
[01:51:37.647 --> 01:51:44.814]  We went out and did massive research and found the very best company and facility to develop our whey.
[01:51:45.014 --> 01:51:57.664]  And it took us years to finally get contacts with some of the larger, most respected companies to bring you a super high quality whey protein at a very reasonable price.
[01:51:58.184 --> 01:52:05.730]  That way you get the benefits and the taste of high quality whey while supporting our information warfare operation against the globalists.
[01:52:06.050 --> 01:52:08.552]  Doing our research, one thing continued to really stand out.
[01:52:09.112 --> 01:52:17.779]  It's not just that cows and their milk are associated with the best, highest quality protein, but also that those cows be grass-fed.
[01:52:18.199 --> 01:52:19.020]  That is essential.
[01:52:19.400 --> 01:52:23.683]  And all of this whey protein comes from grass-fed, happy cows.
[01:52:24.184 --> 01:52:26.606]  This is the very best whey that we were able to bring to market.
[01:52:26.986 --> 01:52:28.667]  Please try it for yourself and tell us what you think.
[01:52:28.687 --> 01:52:30.448]  Again, thank you so much for all your support.
