[00:00:00.009 --> 00:00:00.329]  Tom.
[01:08:26.776 --> 01:08:30.860]  And now, live from Austin, Texas, Alex Jones.
[01:08:32.742 --> 01:08:37.805]  Former Congressman Bob Barr is set to pop back in, coming up in a little while, in this hour.
[01:08:37.865 --> 01:08:41.847]  Then we'll continue with calls throughout the rest of the hour and the third hour.
[01:08:41.867 --> 01:08:43.028]  We'll have a lot of calls today.
[01:08:43.048 --> 01:08:44.029]  I'll try my best to do that.
[01:08:44.589 --> 01:08:45.710]  There is so much happening.
[01:08:46.130 --> 01:08:51.493]  Rand Paul has come out and said that Bill Clinton should not be the number one fundraiser for the Democrats.
[01:08:51.833 --> 01:08:52.834]  He's a sexual predator.
[01:08:54.093 --> 01:09:08.537]  So they've had Liz Hurley's former boyfriend come out, Tom Sizemore, and say that it was made up that the two had an affair, even though there were all these pictures of Clinton literally wearing royal outfits with her, hanging out with her constantly.
[01:09:08.557 --> 01:09:11.298]  I mean, it was Sharon Stone, all of them, folks.
[01:09:11.338 --> 01:09:12.598]  I mean, give me a break.
[01:09:12.618 --> 01:09:15.739]  Bill Clinton likes the women.
[01:09:17.320 --> 01:09:21.064]  And the issue here is the sexual harassment, but that got the news.
[01:09:21.144 --> 01:09:25.768]  It was the settling cases of women that said he beat the daylights out of them, bit them, and raped them.
[01:09:26.769 --> 01:09:28.011]  And then he got caught lying about it.
[01:09:28.671 --> 01:09:30.874]  I did not have sex with that woman, Monica Lewinsky.
[01:09:32.115 --> 01:09:33.536]  How dare you say that?
[01:09:33.957 --> 01:09:35.038]  Do you understand me?
[01:09:35.058 --> 01:09:39.603]  But what about the issue of him keeping half the money for his private jets for his charity?
[01:09:40.660 --> 01:09:45.244]  He claims there's money for little starving kids in Haiti, and Africa, and the Caribbean.
[01:09:45.284 --> 01:09:46.505]  I mean, it's just unbelievable.
[01:09:46.965 --> 01:09:49.247]  So now the phone calls are already coming.
[01:09:50.188 --> 01:09:53.391]  I did not have sex with Liz Hurley.
[01:09:53.411 --> 01:09:54.151]  Do you understand that?
[01:09:54.171 --> 01:09:56.313]  I did not do that.
[01:09:56.333 --> 01:09:57.774]  I just want to make that clear right now.
[01:09:58.575 --> 01:09:59.956]  I've never used cocaine either.
[01:09:59.976 --> 01:10:01.617]  I never lied to you.
[01:10:01.637 --> 01:10:03.479]  And naphthene cat is a good deal as well.
[01:10:03.499 --> 01:10:05.841]  I just want to be real clear about all that with you, alright?
[01:10:06.803 --> 01:10:08.444]  Talk about a nightmare situation.
[01:10:08.464 --> 01:10:14.427]  You know, the government wants us to buy our food from the company store, like sharecroppers, where the price is so rigged.
[01:10:15.067 --> 01:10:15.988]  That's what globalism is.
[01:10:16.048 --> 01:10:16.888]  We never get out of debt.
[01:10:18.109 --> 01:10:19.330]  That's what agenda 21 is.
[01:10:19.350 --> 01:10:20.530]  That's what the student loans are.
[01:10:20.550 --> 01:10:21.771]  That's what all of it is.
[01:10:22.371 --> 01:10:23.192]  Government runs it.
[01:10:23.272 --> 01:10:25.613]  It gives you the loans, but then private groups make the profit.
[01:10:26.374 --> 01:10:27.574]  So, guaranteeing their profit.
[01:10:27.614 --> 01:10:31.937]  They socialize the risk, privatize the profit, but only for select insiders.
[01:10:32.297 --> 01:10:34.338]  Fox News, AP, they're all reporting.
[01:10:35.592 --> 01:10:42.877]  Bankers bulk as postal service floats plan for payday loans, digital currency.
[01:10:43.898 --> 01:10:46.580]  So everybody, they got all these U.S.
[01:10:47.801 --> 01:10:54.346]  different laboratories, different universities, John Hopkins, you name it, coming out with their own Bitcoins to challenge it.
[01:10:54.386 --> 01:11:03.033]  And you've got the postal service, who by the way, I've noticed for five years, when we ship stuff to Europe or anywhere else outside the U.S., they're in strategic drawing rights.
[01:11:04.426 --> 01:11:15.554]  Dollars aren't denominated into Euros, or into Rubles, or into Yons, or into Yens, or into Shekels, or into Denar.
[01:11:16.255 --> 01:11:18.597]  They are in SDRs.
[01:11:18.637 --> 01:11:27.843]  That's already the global currency that the IMF, World Bank, Ex-Im Bank, and its private shareholders at the Federal Reserve are able to just issue unlimited trillions.
[01:11:29.164 --> 01:11:30.606]  No wonder they're taking over everything.
[01:11:30.646 --> 01:11:31.846]  I mean, this is unbelievable.
[01:11:32.067 --> 01:11:33.528]  The ultimate form of discrimination.
[01:11:34.380 --> 01:11:45.668]  The average person is like obsessive with their sexual preference or race or something, fighting over religion, while economically the globalists basically have diplomatic immunity and can do whatever they want.
[01:11:46.448 --> 01:11:47.689]  So here is the report.
[01:11:48.850 --> 01:11:50.911]  The perpetually struggling U.S.
[01:11:50.971 --> 01:11:54.654]  Postal Service has bankers in a tizzy after floating a plan
[01:11:55.950 --> 01:11:59.071]  You branch into what's called non-bank financial services.
[01:11:59.091 --> 01:12:08.633]  Yeah, you give people those payday loans, the loan-sharking loans that used to be illegal but now are getting pushed, that somehow sound a lot like what lenders do.
[01:12:09.033 --> 01:12:18.955]  In a white paper distributed last month, the Postal Service Inspector General discussed getting into an array of financial services as a means of keeping the money-losing mail operation afloat.
[01:12:20.697 --> 01:12:26.408]  Payday loans, check cashing, and digital currency exchanges were among the possibilities outlined in the January 27 report.
[01:12:26.768 --> 01:12:30.134]  You know, the funny part is, I would actually support
[01:12:31.764 --> 01:12:37.267]  A federal bank, if it gave people very low interest loans, and it didn't use it as a political payoff, and as a new bubble.
[01:12:37.607 --> 01:12:40.149]  But the government's so corrupt, just like with mortgages, they can't be trusted.
[01:12:40.509 --> 01:12:41.950]  Fannie Mae, Freddie Mac, all that.
[01:12:42.630 --> 01:12:44.131]  What I am for is state banks.
[01:12:44.931 --> 01:12:57.018]  You should have state competing currencies in the states, a lot of other countries and places have had that, they're very successful, and that can give loans through the state government, through a state bank, for economic development zones.
[01:12:58.178 --> 01:13:01.724]  And that's something a lot better than the Postal Service.
[01:13:01.744 --> 01:13:05.169]  It's basically an arm of the Socialist end of the Democratic Party.
[01:13:05.630 --> 01:13:07.072]  Not a good deal.
[01:13:07.132 --> 01:13:08.314]  So, would the U.S.
[01:13:08.354 --> 01:13:10.557]  Postal Service make a better banker for the poor?
[01:13:11.428 --> 01:13:12.790]  Well, they're already loan sharking the poor.
[01:13:12.830 --> 01:13:14.992]  Man, they've got really stuff that used to be illegal everywhere now.
[01:13:15.312 --> 01:13:17.054]  These payday loans and high interest rates.
[01:13:17.515 --> 01:13:19.337]  Just absolutely atrocious.
[01:13:20.198 --> 01:13:22.360]  What is going on on that front?
[01:13:22.400 --> 01:13:27.686]  Speaking of finances, Bitcoin plunges as major exchange Mt.
[01:13:27.766 --> 01:13:29.067]  Gox halts all the draws.
[01:13:30.211 --> 01:13:38.074]  I'm all for new digital currencies, and I want independent ones outside of the strategic drawing reserves and rights that are coming out.
[01:13:39.055 --> 01:13:44.357]  But Bitcoin, I don't know, I think the whole thing has been very, very suspect from the beginning.
[01:13:44.377 --> 01:13:45.498]  We don't know the providence of it.
[01:13:45.518 --> 01:13:49.779]  You see government talking about indicting people and going after folks that are involved in it.
[01:13:49.879 --> 01:13:50.860]  I'm just saying watch out.
[01:13:51.360 --> 01:13:53.361]  That's all I'm saying on that front.
[01:13:53.721 --> 01:14:10.510]  Now, we've got him for the next 40 minutes or so, and he usually comes on three or four times a year, but I twisted his arm to come back on again, because so much is happening, and his knowledge in government, in Congress, and also as a senior person at the CIA, as a U.S.
[01:14:10.570 --> 01:14:13.312]  attorney before that, I guess after that for Reagan,
[01:14:14.554 --> 01:14:20.555]  He can really cover all the bases and give us his breakdown on a lot of different news items.
[01:14:21.336 --> 01:14:27.437]  And I wanted to get him on last week, but we're able to do it this week, on the open persecution of Dinesh D'Souza.
[01:14:28.097 --> 01:14:29.237]  And I've looked at campaign law.
[01:14:29.277 --> 01:14:30.498]  It's questionable what happened.
[01:14:30.518 --> 01:14:31.458]  He's pled not guilty.
[01:14:31.878 --> 01:14:43.901]  But compared to Obama getting a third of his money from offshore donors completely illegally, not getting in trouble, the stuff Rahm Emanuel does, when this Justice Department that is so suspect
[01:14:44.987 --> 01:15:02.491]  And that has been caught with all the energy scams and Benghazi and Fast and Furious and the revolving doors and just unprecedented election fraud and giving drivers licenses to illegals and letting them vote, the Justice Department defending that.
[01:15:03.111 --> 01:15:06.712]  Everything they've been doing, it makes Nixon look like an angel.
[01:15:07.172 --> 01:15:08.413]  And by the way, he was not an angel.
[01:15:08.653 --> 01:15:09.713]  I'm not a fan of Richard Nixon.
[01:15:10.578 --> 01:15:11.860]  I kind of am compared to Obama.
[01:15:12.080 --> 01:15:21.253]  I never used to believe in lesser of two evils, but man, the point is he's got a blank check to power grab and a blank check to give billions to his friends and all these fake energy scams.
[01:15:21.593 --> 01:15:25.198]  So to have that Justice Department arresting the governor,
[01:15:26.223 --> 01:15:32.671]  Former governor of Virginia who was getting money to promote a supplement company when he got out.
[01:15:33.552 --> 01:15:39.980]  Normally, because I follow politics for 20 years, 18 years on air, you would normally get an ethics committee investigation and maybe get a slap on the wrist.
[01:15:40.321 --> 01:15:43.285]  What I'm saying is Democrats do stuff light years worse.
[01:15:43.345 --> 01:15:44.907]  It's clearly politically motivated.
[01:15:45.387 --> 01:15:57.738]  And the day that broke, I had Bob Barr on two weeks ago, that Thursday, and six hours later it broke about Dinesh D'Souza, who has movies coming out basically exposing Hillary Clinton this summer and then the next year.
[01:15:58.218 --> 01:15:59.059]  And they're scared of that.
[01:15:59.139 --> 01:16:00.660]  So, I'm not a fan of Chris Christie.
[01:16:00.941 --> 01:16:01.781]  Basically a Democrat.
[01:16:02.122 --> 01:16:06.666]  But because he's in the way of Hillary, they're going after him for a crooked toenail for what some underlings did.
[01:16:06.746 --> 01:16:09.068]  So, this is the Clinton machine, folks.
[01:16:09.668 --> 01:16:10.711]  And I'm so sick of him.
[01:16:10.731 --> 01:16:15.925]  We've got the guy on who was able to start the impeachment and who had the courage on that Thursday.
[01:16:16.809 --> 01:16:26.953]  To say that he would, there's clearly evidence for impeachment if he gets back in, and he's the frontrunner right now, but cross your fingers, you know, don't think that it's in the bag.
[01:16:26.973 --> 01:16:30.074]  He needs to win by a large margin because there's so much election fraud.
[01:16:30.354 --> 01:16:41.819]  Bob Barr, and the reason I've been salivating over this is, with his knowledge, I predict when he gets back into Congress, if you like what Ted Cruz and Rand Paul have been doing, it's going to be explosive.
[01:16:42.864 --> 01:16:45.605]  Because, believe me, it'd be like having Ron Paul back in Congress again.
[01:16:45.665 --> 01:16:51.226]  We need people that know where the bodies are buried and who've been exposing the NSA, all of it.
[01:16:51.246 --> 01:16:52.586]  It was Bob Barr, folks.
[01:16:52.986 --> 01:16:54.666]  So, Bob Barr joins us.
[01:16:54.926 --> 01:17:00.727]  You heard that breakdown, Congressman, about to be back in Congress, hopefully, of the persecution.
[01:17:00.807 --> 01:17:05.548]  You talked about that and warned of that six hours before it happened.
[01:17:05.588 --> 01:17:08.789]  Had you been given inside knowledge or did you just feel that in the wind?
[01:17:10.174 --> 01:17:17.561]  Thanks once again for being on the show to share some ideas with you and your many, many listeners, Alex.
