[00:00:00.049 --> 00:00:00.369]  I think so.
[01:07:35.126 --> 01:07:39.128]  A chemical spill contaminating the water supply in nine West Virginia counties.
[01:07:39.168 --> 01:07:43.731]  This year alone, over 300,000 people in West Virginia had their drinking water contaminated.
[01:07:43.771 --> 01:07:46.933]  What are the health effects of having these drugs in our drinking water?
[01:07:47.173 --> 01:07:50.075]  It's forced medical treatment without the consent of residents.
[01:07:50.215 --> 01:07:57.599]  My friends, water filtration is one of the most basic actions you can take to protect you and your family from the harmful toxins and heavy metals in your tap water.
[01:07:57.779 --> 01:08:01.421]  On average, the county says it sprays with glyphosate at least once a week.
[01:08:01.601 --> 01:08:05.944]  A few filters cut out the glyphosate that is found in water supplies worldwide.
[01:08:06.124 --> 01:08:12.049]  Remove pesticides, herbicides, chloramines, hydrofluorosilicic acid, sodium hexafluorosilicate.
[01:08:12.089 --> 01:08:15.851]  Fluoride is in tea, it's in coffee, it's in water, it's in bread, it's in toothpaste.
[01:08:16.031 --> 01:08:18.573]  It is our responsibility to protect our families.
[01:08:18.773 --> 01:08:20.114]  The establishment's not going to do it.
[01:08:20.274 --> 01:08:21.515]  It's time to take action.
[01:08:21.635 --> 01:08:23.357]  It's time to filter our water.
[01:08:23.457 --> 01:08:30.602]  Visit InfoWarsThor.com and use promo code WATER to get 10% off their entire family of incredible products.
[01:08:30.842 --> 01:08:34.127]  Our call toll free 888-253-3139.
[01:08:34.207 --> 01:08:39.575]  He's the T-Rex of political talk.
[01:08:40.136 --> 01:08:42.920]  Alex Jones on the GCN Radio Network.
[01:09:00.166 --> 01:09:04.631]  Ladies and gentlemen, if you just joined us and you weren't here in the first hour, it's just incredible.
[01:09:06.073 --> 01:09:08.255]  Obama is legalizing illegals by fiat.
[01:09:09.116 --> 01:09:12.219]  Hundreds of thousands a month are trying to pour in.
[01:09:12.239 --> 01:09:17.505]  60,000 youth alone in the last month are being held as their families completely collapse in Latin America.
[01:09:18.106 --> 01:09:21.609]  The media is saying America must accept anyone, billions of people.
[01:09:22.284 --> 01:09:24.425]  I mean, they're literally saying, or we're racist.
[01:09:24.485 --> 01:09:25.325]  That's the headline.
[01:09:25.405 --> 01:09:37.508]  Are we all racist now if we don't accept poor people with no skills, most of them who have medical issues, as the world collapses, climbing into the lifeboat, as America collapses?
[01:09:38.308 --> 01:09:39.089]  And the answer is no.
[01:09:39.149 --> 01:09:41.269]  They will take your house for property taxes.
[01:09:41.589 --> 01:09:43.210]  The IRS, you will be bankrupted.
[01:09:44.450 --> 01:09:45.930]  And they will take everything you've got.
[01:09:45.990 --> 01:09:47.711]  And Michelle Obama will tell you what to eat.
[01:09:48.697 --> 01:09:49.478]  She's doubled down.
[01:09:49.558 --> 01:09:50.839]  She will tell your kids what to eat.
[01:09:50.879 --> 01:09:52.160]  You will not pack school lunches.
[01:09:52.520 --> 01:09:53.340]  She is your boss.
[01:09:53.421 --> 01:09:55.102]  I mean, we've entered Twilight Zone.
[01:09:56.303 --> 01:10:04.229]  Washington scrambles to provide food housing to Dreamers under the DREAM Act, even though it hasn't passed yet, pouring across the border.
[01:10:05.370 --> 01:10:05.770]  60,000 children.
[01:10:06.110 --> 01:10:09.152]  Immigration becomes a central issue in the canter race.
[01:10:09.613 --> 01:10:10.433]  Charges fly.
[01:10:10.493 --> 01:10:14.737]  Homeland agents, quote, shouldn't target illegals at courthouses.
[01:10:14.817 --> 01:10:15.817]  That's the Washington Times.
[01:10:16.818 --> 01:10:19.319]  And the Telegraph says, is everyone in the West racist?
[01:10:19.720 --> 01:10:22.421]  Because we've only taken on more third world people than any other country.
[01:10:23.061 --> 01:10:24.322]  And the answer is yes, we're bad.
[01:10:24.382 --> 01:10:29.224]  We must let the political class have unlimited poor people to drive down wages and vote to take our guns.
[01:10:30.845 --> 01:10:45.413]  Then on Infowars.com, we have Josh Owens, Paul Joseph Watson, David Knight, and his wife, who's also a great photographer, she went along,
[01:10:47.168 --> 01:11:03.833]  Taking photos and video, and the police coming over to Josh for no reason, grabbing his camera, grabbing his ID, and then beating up protesters on video, dragging him away, and then grabbing someone else and dragging him behind the fence, and beating him.
[01:11:03.993 --> 01:11:10.615]  We can see through the fence, they're stomping and hitting him, and then chasing reporters that try to videotape it.
[01:11:11.295 --> 01:11:13.316]  And we just played that video for TV viewers.
[01:11:13.676 --> 01:11:22.440]  We're mainly a radio show, folks, but we also have video feeds, not just a document camera, not just a webcam, but full-on TV, merging the two.
[01:11:22.460 --> 01:11:25.281]  We've been doing that for more than 10 years now, pioneering it.
[01:11:25.561 --> 01:11:34.424]  Well, now we pioneer having our reporters across the world as we're able to fund InfoWars.com and the news operation.
[01:11:34.505 --> 01:11:37.826]  I pledge to you, if we're able to get the funding, I'll have reporters in the field every week.
[01:11:39.304 --> 01:11:40.847]  I'll send them to UN meetings.
[01:11:40.907 --> 01:11:42.991]  I'll send them to the Olympics to cover the police state.
[01:11:43.391 --> 01:11:45.014]  I'll send reporters to South America.
[01:11:45.395 --> 01:11:49.562]  I got combat, highly decorated vets ready to go to war zones.
[01:11:50.765 --> 01:11:59.249]  I mean, I'm building the team, and the team is awesome, and I want to thank all you, the listeners, for your support, your prayers, our affiliates, our sponsors, everyone.
[01:11:59.529 --> 01:12:10.234]  And that's why before our reporter Josh Owens updates us, we show that footage again of them beating up the protester, and he goes over and talks to the police, live on air, and asks them what's going on and what's happened.
[01:12:11.635 --> 01:12:15.777]  Before we do that, I didn't talk about anything that funds us last hour.
[01:12:17.131 --> 01:12:18.233]  It is essential.
[01:12:18.893 --> 01:12:25.401]  News gathering, hardcore promotion of liberty, wearing our bias of telling the truth, and not backing down on our sleeve.
[01:12:26.843 --> 01:12:32.911]  Ladies and gentlemen, you have got to go to Infowarsstore.com and get the super high quality, pro, pure,
[01:12:34.318 --> 01:12:42.120]  G2.0 filters that cut off the fluoride, the glyphosates, lowest price, widest selection, 10% off promo code, the already lowest price.
[01:12:43.180 --> 01:12:48.601]  Stop drinking the poison, stop drinking the fluoride, help your family and help support the InfoWar at the same time.
[01:12:48.681 --> 01:12:49.441]  What is stopping you?
[01:12:50.582 --> 01:12:59.924]  The LifeStraw, the best survival seeds, the best non-GMO seeds, the best storable foods from iPatriot Supply, sold at InfoWarStore.com.
[01:13:01.038 --> 01:13:12.302]  Hand-cranked AM-FM shortwave weather radios, charger systems, top-of-the-line, made-in-America, pro-liberty, pro-gun, Molon Labe, come and take it apparel.
[01:13:13.023 --> 01:13:15.464]  Brass belt buckles with George Washington on it.
[01:13:15.484 --> 01:13:19.705]  50-cal, made by Navy SEAL, bottle breachers.
[01:13:20.286 --> 01:13:23.627]  All the fun stuff, all the culture of liberty, right there.
[01:13:25.060 --> 01:13:32.087]  To identify with each other, to support the operation, to wear your colors loud and proud, InfowarStore.com.
[01:13:32.568 --> 01:13:36.772]  Our call toll free to ask any questions about discounts or specials or all the great products we've got.
[01:13:36.792 --> 01:13:36.833]  888-253-3139.
[01:13:36.853 --> 01:13:36.893]  888-253-3139.
[01:13:45.168 --> 01:13:54.610]  And we've got not one, but two new bombshell products that will sell out, probably just for a few weeks, but at this rate, we're going to sell out in days.
[01:13:54.670 --> 01:13:55.611]  This is so popular.
[01:13:56.251 --> 01:13:59.231]  Super Female Vitality doesn't have eight herbs, it's got ten.
[01:14:00.872 --> 01:14:09.434]  The vitality, the weight loss, the working out is what people report, but what I've seen, we've had it for months, testing it with women in our families and folks in the office,
[01:14:10.359 --> 01:14:11.440]  Libido, you name it.
[01:14:11.541 --> 01:14:13.122]  Super female vitality now.
[01:14:13.443 --> 01:14:14.905]  Not just super male vitality.
[01:14:15.265 --> 01:14:16.987]  Infowarslife.com.
[01:14:17.488 --> 01:14:19.050]  And we now have the new X2.
[01:14:19.390 --> 01:14:20.812]  From 7,000 to 12,000 feet.
[01:14:21.272 --> 01:14:22.614]  The mine goes down to 12,000 feet.
[01:14:23.435 --> 01:14:25.778]  Multi-million year old iodine crystals.
[01:14:25.958 --> 01:14:26.919]  No one else has this.
[01:14:27.600 --> 01:14:28.901]  All the rest is out of seaweed.
[01:14:29.161 --> 01:14:30.402]  We still have Survival Shield.
[01:14:30.722 --> 01:14:31.543]  It's good for kids.
[01:14:31.583 --> 01:14:32.643]  You know, it's a lower strength.
[01:14:32.703 --> 01:14:36.386]  This is super high-powered, but it's palatable compared to other major brands.
[01:14:36.766 --> 01:14:40.369]  No one else has anything like the new Survival Shield X2.
[01:14:41.069 --> 01:14:48.354]  Available at InfoWarsStore.com, InfoWarsLife.com, or 888-253-3139.
[01:14:49.555 --> 01:14:55.039]  And when you buy these high-quality products, you're supporting hardcore journalists in the field, your eyes and ears worldwide.
[01:14:55.879 --> 01:14:58.862]  They were at a FEMA camp military base last week getting arrested.
[01:14:58.882 --> 01:15:11.133]  I mean we've got great reporters and we want to get even more so we've got enough depth having you know up to 10 reporters not just four or five to really have teams every week in the field not just here in Texas.
[01:15:11.773 --> 01:15:15.297]  So again we're building a real media organization not just me the old rabble rouser.
[01:15:16.305 --> 01:15:19.847]  You know, the old Godzilla, the Liberty Movement right here with my pot belly.
[01:15:20.467 --> 01:15:23.628]  That's a joke, it's Godzilla's fat, so my kid was making the joke.
[01:15:23.768 --> 01:15:24.869]  You're fat like Godzilla.
[01:15:25.229 --> 01:15:26.670]  I'm not really that fat, I've lost a lot of weight.
[01:15:27.050 --> 01:15:29.951]  The point is, is that we appreciate all your support.
[01:15:30.011 --> 01:15:30.912]  It's a win-win-win.
[01:15:31.272 --> 01:15:37.215]  Okay, let's go now to the streets of Copenhagen, Denmark with David Knight and Josh Owens.
[01:15:38.015 --> 01:15:40.516]  Recap what's happened, and you're about to go up and talk to the police.
[01:15:41.177 --> 01:15:41.617]  David Knight.
[01:15:42.907 --> 01:15:52.519]  Okay, so Alex, what we did was we came over here, we found the guy who ran across the street and shot the video, and he said that he can't see what he's got on his camera at this point.
[01:15:52.999 --> 01:15:59.327]  He said the monitor is too low, he has to take it back to his computer to take a look at it, so there's no way that we could actually shoot it.
[01:15:59.887 --> 01:16:02.569]  He wasn't sure what he got at all.
[01:16:02.669 --> 01:16:05.111]  So we don't have anything to show you on that.
[01:16:05.271 --> 01:16:09.794]  But while we're standing here, we just had somebody get run over down here at the intersection here.
[01:16:09.874 --> 01:16:17.359]  But what they told us, the lady that was there said the reason that they did this was because she said the guy was psychotic.
[01:16:17.800 --> 01:16:19.961]  He was in Watson's face, yelling at him.
[01:16:20.601 --> 01:16:22.323]  And Watson wasn't doing anything.
[01:16:22.383 --> 01:16:23.183]  He was just standing there.
[01:16:24.747 --> 01:16:26.727]  The police came over, told him to stop several times.
[01:16:26.747 --> 01:16:27.328]  He didn't stop.
[01:16:27.368 --> 01:16:28.448]  At that point, they arrested him.
[01:16:28.488 --> 01:16:30.428]  He started resisting, and then they got really tough.
[01:16:30.989 --> 01:16:32.469]  Well, that's a way to put my foot in my mouth.
[01:16:32.649 --> 01:16:35.190]  The police may have taken him to a death camp!
[01:16:35.530 --> 01:16:39.591]  No, I mean, seriously, I see him dragging a reporter off and chasing the other reporter away.
[01:16:39.811 --> 01:16:40.531]  That was wrong.
[01:16:40.791 --> 01:16:42.871]  And then now we learn it was the guy going after Watson.
[01:16:43.251 --> 01:16:45.252]  Is that the same guy that keeps going after Watson?
[01:16:46.514 --> 01:16:47.075]  Oh, I don't know.
