[00:01:14.400 --> 00:01:15.821]  Greetings, InfoWarriors.
[01:27:07.664 --> 01:27:13.246]  There's been, on the police scanner, there's people talking about people in vehicles driving up and down the road.
[01:27:14.099 --> 01:27:17.601]  With the guns hanging out the side, you can hear glass bottles breaking everywhere right now.
[01:27:17.621 --> 01:27:20.062]  Yeah, people are angry.
[01:27:20.102 --> 01:27:22.563]  What are those yellow, the people with the yellow shirts, are they observers?
[01:27:23.743 --> 01:27:24.544]  Uh, amnesty now.
[01:27:25.144 --> 01:27:25.444]  Okay.
[01:27:26.505 --> 01:27:27.425]  Yes, those are observers.
[01:27:27.465 --> 01:27:28.986]  We saw them last time you guys were there.
[01:27:30.146 --> 01:27:31.807]  Uh, when all the events took place.
[01:27:31.827 --> 01:27:33.608]  Have you seen any police presence at this point?
[01:27:34.927 --> 01:27:35.708]  Uh, very light.
[01:27:35.788 --> 01:27:36.288]  Very few.
[01:27:36.328 --> 01:27:37.629]  Most of them are staying inside.
[01:27:37.649 --> 01:27:44.955]  I saw one guy in full riot gear peek his head out, and then he looked and saw the crowd, and then that didn't last too long.
[01:27:45.596 --> 01:27:47.438]  Now people are running towards the police station.
[01:27:47.958 --> 01:27:48.218]  Okay.
[01:27:48.358 --> 01:27:50.560]  Let's pan over and see if we can see what's going on there.
[01:27:50.580 --> 01:27:53.402]  It looks like, does it look like they're about to vandalize the police station, or?
[01:27:53.422 --> 01:27:55.284]  Uh, it doesn't look good at all.
[01:27:55.304 --> 01:27:57.366]  All the riot police are running up now.
[01:27:57.726 --> 01:27:57.986]  Okay.
[01:27:58.166 --> 01:27:59.487]  They were, they were standing far back.
[01:27:59.528 --> 01:28:00.008]  I couldn't see them.
[01:28:04.278 --> 01:28:06.500]  Whoever's got the clearer shot, go to that one.
[01:28:06.520 --> 01:28:07.861]  What's Jakari's shot look like?
[01:28:08.721 --> 01:28:12.404]  And if y'all could get audio on Jakari, go ahead and try to feed audio into his.
[01:28:14.465 --> 01:28:15.526]  Did he get disconnected?
[01:28:17.047 --> 01:28:17.287]  Who?
[01:28:17.968 --> 01:28:18.728]  Jakari's shot.
[01:28:23.572 --> 01:28:23.692]  Ah.
[01:28:24.512 --> 01:28:24.712]  Okay.
[01:28:29.151 --> 01:28:32.373]  People are running up screaming to the police station right now.
[01:28:32.554 --> 01:28:34.895]  Well, can you get a little closer without getting in any danger?
[01:28:35.195 --> 01:28:36.576]  Officer Wilson... Uh, I'll try.
[01:28:36.596 --> 01:28:36.676]  Okay.
[01:28:37.377 --> 01:28:47.484]  Y'all can kill his... Y'all can kill the prosecutor's testimony.
[01:28:47.504 --> 01:28:48.905]  I think we're done with CNN.
[01:28:53.308 --> 01:28:55.650]  So what right now... So we're looking at cop block?
[01:28:57.205 --> 01:29:00.147]  Okay, and then, um, where's Big Zed?
[01:29:00.167 --> 01:29:01.368]  Looks like he's upside down now.
[01:29:02.769 --> 01:29:03.270]  I shouldn't be.
[01:29:03.290 --> 01:29:04.991]  No, not you, the other guy.
[01:29:06.312 --> 01:29:07.153]  Is anything going on?
[01:29:07.493 --> 01:29:09.114]  Are the cops standing out front?
[01:29:09.174 --> 01:29:09.755]  Is that what's going on?
[01:29:09.775 --> 01:29:10.756]  Tell us what you see, Jeff.
[01:29:10.776 --> 01:29:12.637]  Yeah, there's tons of them out there now.
[01:29:12.657 --> 01:29:17.561]  Hey, Jakar is recording this on video, right?
[01:29:17.581 --> 01:29:19.743]  Uh, I'm pretty sure.
[01:29:20.868 --> 01:29:21.788]  Make sure he's recording.
[01:29:21.808 --> 01:29:23.789]  You never know in the heat of the moment, he might have forgotten.
[01:29:23.869 --> 01:29:24.749]  I don't know where he went.
[01:29:24.789 --> 01:29:28.050]  He took off as soon as everybody started running towards the police station.
[01:29:28.070 --> 01:29:28.270]  Okay.
[01:29:29.970 --> 01:29:34.231]  Hey, as soon as Jakari's line comes back, you guys sync back into him as well.
[01:29:34.311 --> 01:29:36.671]  Or maybe somebody text him, see if he can restart it.
[01:29:40.572 --> 01:29:44.293]  Sometimes it takes that, uh... I'm sure there's a lot of tweets going out now.
[01:29:46.400 --> 01:29:48.681]  Yeah, we're trying to get Jakari's feed back up.
[01:29:48.881 --> 01:29:52.924]  We haven't been able to establish a good connection just yet.
[01:29:53.184 --> 01:29:53.464]  Okay.
[01:29:54.084 --> 01:29:55.805]  Do we have another?
[01:29:56.125 --> 01:29:58.046]  We also have the iPhone Ustreams.
[01:29:58.747 --> 01:29:59.887]  Joe, you're still with us on Skype.
[01:29:59.927 --> 01:30:02.629]  Do you also have Ustream going or are you just on your Skype?
[01:30:02.889 --> 01:30:04.290]  I just have this one phone.
[01:30:05.430 --> 01:30:05.710]  Okay.
[01:30:05.891 --> 01:30:06.411]  Here's Jakari.
[01:30:06.431 --> 01:30:08.352]  Somebody just kicked in a window to a business apparently.
[01:30:08.392 --> 01:30:08.972]  Is that what they said?
[01:30:09.493 --> 01:30:09.933]  Which one?
[01:30:11.874 --> 01:30:14.775]  Someone just kicked in the glass to the Jackson Hewitt tax service.
[01:30:16.989 --> 01:30:19.010]  It's the, uh, hold on.
[01:30:19.711 --> 01:30:20.892]  This phone keeps sliding off.
[01:30:22.673 --> 01:30:24.094]  Uh, see that white sign right here?
[01:30:24.274 --> 01:30:24.574]  Right.
[01:30:25.254 --> 01:30:27.456]  That's, uh, Jackson Hue Attack Service.
[01:30:27.516 --> 01:30:28.877]  The window has just been knocked out.
[01:30:29.097 --> 01:30:29.397]  Okay.
[01:30:31.298 --> 01:30:33.039]  Hey, is Jakari recording right now?
[01:30:33.600 --> 01:30:35.941]  Jakari, are you recording with the camera as well?
[01:30:37.002 --> 01:30:37.582]  Uh, he said yes.
[01:30:37.782 --> 01:30:38.062]  Okay.
[01:30:38.082 --> 01:30:38.603]  Back over here.
[01:30:39.103 --> 01:30:40.404]  If you want to say hello to Jakari.
[01:30:41.264 --> 01:30:41.745]  Hey, Jakari.
[01:30:42.205 --> 01:30:44.987]  Hey, um, getting my stuff.
[01:30:45.718 --> 01:30:48.380]  All together, you can join us on Alex Jones Live.
[01:30:48.420 --> 01:30:53.043]  My feed keeps cutting in and out because of the massive bandwidth out here, but I'm doing the best I can.
[01:30:53.623 --> 01:30:59.787]  So I thank everybody for joining me on Alex Jones Live, as well as on the InfoWars Nightly News.
[01:31:00.388 --> 01:31:03.570]  So, uh, this is the verdict being announced.
[01:31:04.230 --> 01:31:05.791]  Yeah, you can see the riot cops over there.
[01:31:06.052 --> 01:31:09.634]  You guys probably can't see, I'm sorry, on the InfoWars Nightly News.
[01:31:10.114 --> 01:31:12.196]  But yeah, we're ready to see what's going to happen.
[01:31:12.216 --> 01:31:14.077]  They have the cops out here, and
[01:31:15.023 --> 01:31:16.183]  Yeah, the streets blocked off.
[01:31:16.664 --> 01:31:20.625]  Some people are leaving, but a good amount of people are staying.
[01:31:21.505 --> 01:31:21.745]  Yeah.
[01:31:22.265 --> 01:31:24.646]  Yeah, it looked like people started running there in the beginning.
[01:31:25.646 --> 01:31:30.027]  Joe was describing how he was hearing broken bottles, people screaming.
[01:31:31.188 --> 01:31:33.048]  Obviously people are mad about this.
[01:31:33.068 --> 01:31:35.109]  This is not the outcome they were looking for.
[01:31:36.810 --> 01:31:37.570]  But what would have...
[01:31:39.096 --> 01:31:41.637]  You know, an indictment still could have been overturned by the prosecutor.
[01:31:42.037 --> 01:31:53.061]  He also still has the ability to prosecute if he feels like it, although I think he's going to use the anonymous secret tribunal grand jury as his cover not to go after Officer Darren Wilson.
[01:31:53.881 --> 01:31:57.083]  The car is trying to get a little bit closer if you guys want to cut to him at all.
[01:31:57.383 --> 01:32:00.724]  Yeah, his feed seems to be going sporadic in and out which
[01:32:04.557 --> 01:32:08.303]  Well, in a minute, whenever you guys want me to, I'm gonna try to break this tripod down.
[01:32:08.524 --> 01:32:08.824]  Okay.
[01:32:08.844 --> 01:32:09.485]  Go mobile.
[01:32:09.645 --> 01:32:09.766]  Yeah.
[01:32:09.786 --> 01:32:11.288]  Go mobile with a Skype and walk around.
[01:32:11.609 --> 01:32:12.390]  Yeah, that's fine.
[01:32:12.410 --> 01:32:13.372]  Why don't you go and do that?
[01:32:13.552 --> 01:32:15.215]  And, um... Hey, Jakari!
[01:32:16.462 --> 01:32:20.983]  There we're seeing some aerial footage from a local Fox TV station.
[01:32:22.603 --> 01:32:25.124]  It's 8.30, almost 8.33 p.m.
[01:32:25.184 --> 01:32:26.364]  right now in Ferguson.
[01:32:26.384 --> 01:32:28.345]  There's a lot of people up at the barricade.
[01:32:28.365 --> 01:32:32.606]  There looks like a small contingent of police officers with riot shields.
[01:32:33.766 --> 01:32:39.487]  But it doesn't look like anything widespread is broken out, at least in this part of Ferguson.
[01:32:39.507 --> 01:32:43.248]  But we're going to be monitoring this as we go along.
[01:32:44.590 --> 01:32:46.598]  Obviously, we have both our guys on the ground.
[01:32:46.719 --> 01:32:47.924]  They're going to be Ustreaming.
[01:32:49.469 --> 01:32:57.892]  Later after we break here from the live portion of the show, you can watch us at Infowars.com forward slash show for the free stream.
[01:32:57.932 --> 01:33:02.734]  You can join us on PrisonPlanet.tv and share your username and password with up to five people.
[01:33:03.475 --> 01:33:08.236]  And also we're on the Alex Jones Show and Joe right now is pointing out a sniper.
[01:33:08.276 --> 01:33:09.657]  How many snipers do you see on the roof?
[01:33:09.817 --> 01:33:16.620]  I don't know, but everybody, I can't see him from too close to the building, but there's a lot of people getting very angry and pointing up at the roof.
[01:33:17.100 --> 01:33:17.380]  Yeah.
[01:33:21.277 --> 01:33:25.239]  And that's the roof of the fire station right there in Ferguson.
[01:33:25.599 --> 01:33:26.959]  What street are you on right now?
[01:33:26.999 --> 01:33:27.660]  What street is this?
[01:33:28.320 --> 01:33:29.000]  South Florissant.
[01:33:29.280 --> 01:33:32.122]  South Florissant.
[01:33:32.302 --> 01:33:39.665]  In terms of the quick trip where all the protests originally kicked off, how far is that from where you're standing?
[01:33:39.705 --> 01:33:42.066]  Maybe two and a half, three miles at that.
[01:33:42.386 --> 01:33:42.666]  Okay.
[01:33:43.506 --> 01:33:44.527]  Quick five minute trip.
[01:33:44.847 --> 01:33:45.027]  Yeah.
[01:33:46.491 --> 01:33:51.513]  Now, are you guys able to get out in your vehicle or are you blocked in inside the blocked off area?
[01:33:51.534 --> 01:33:53.615]  No, we picked a spot further down.
[01:33:53.635 --> 01:33:54.235]  Okay.
[01:33:54.455 --> 01:33:57.376]  And if you guys can cut our feet real quick so no one knows where we're at.
[01:33:58.097 --> 01:33:59.297]  Yeah, are you guys going back to your car?
[01:33:59.838 --> 01:34:02.899]  Yeah, I want to take this tripod and put it up so I can be a little bit more mobile.
